Average/MinReturn,MetaTest/pick-out-of-hole-v1/MinReturn,pick-out-of-hole-v1/StdReturn,MetaTest/Average/TerminationRate,pick-out-of-hole-v1/NumEpisodes,policy/Entropy,MetaTest/Average/StdReturn,Average/AverageReturn,policy/dLoss,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,Average/StdReturn,MetaTest/pick-out-of-hole-v1/SuccessRate,pick-out-of-hole-v1/AverageReturn,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTest/pick-out-of-hole-v1/NumEpisodes,Average/TerminationRate,policy/LossBefore,Average/NumEpisodes,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,pick-out-of-hole-v1/AverageDiscountedReturn,policy/LossAfter,Average/SuccessRate,pick-out-of-hole-v1/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/Iteration,pick-out-of-hole-v1/MaxReturn,pick-out-of-hole-v1/SuccessRate,Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,pick-out-of-hole-v1/MinReturn,pick-out-of-hole-v1/TerminationRate,Average/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/Iteration,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,policy/KL,LinearFeatureBaseline/ExplainedVariance,policy/KLBefore,MetaTest/Average/AverageReturn,Average/Iteration,MetaTest/Average/MinReturn
-63.525871822141845,,6.679410113306998,,100,5.0187297,,-40.73561462858494,0.0059846947,,6.679410113306998,,-40.73561462858494,,,,0.0,-0.0114446515,100,1340000,,,-16.988797777256163,-0.017429346,0.0,66,,,-31.31974201792945,0.0,-31.31974201792945,,-63.525871822141845,0.0,-16.988797777256163,,,,0.021689512,0.48577972587125806,0.0,,66,
-49.610799819916295,,4.112172888310003,,100,5.0037184,,-38.194866589784304,0.0036121812,,4.112172888310003,,-38.194866589784304,,,,0.0,-0.004188668,100,1360000,,,-16.714744371916925,-0.007800849,0.0,67,,,-31.067842777922667,0.0,-31.067842777922667,,-49.610799819916295,0.0,-16.714744371916925,,,,0.03152998,0.5694239596472892,0.0,,67,
-63.51892759032492,,7.998302202515633,,100,5.001717,,-43.58994099834009,0.0140360985,,7.998302202515633,,-43.58994099834009,,,,0.0,-0.0011293602,100,1380000,,,-17.456965814621576,-0.015165458,0.0,68,,,-29.62390300385671,0.0,-29.62390300385671,,-63.51892759032492,0.0,-17.456965814621576,,,,0.01819622,0.47397819673984,0.0,,68,
-51.27407786452951,,3.7266701592338682,,100,4.9928,,-37.31222908536784,-0.00059401593,,3.7266701592338682,,-37.31222908536784,,,,0.0,-0.004377099,100,1400000,,,-16.341234357549716,-0.0037830833,0.0,69,,,-30.277290705582907,0.0,-30.277290705582907,,-51.27407786452951,0.0,-16.341234357549716,,,,0.01582401,0.43820500290623654,0.0,,69,
-64.19002895538074,-56.68459748475106,7.846148001548218,0.0,100,4.9923964,6.8988874223001355,-42.22404369998685,0.012542564,-42.965265692050494,7.846148001548218,0.0,-42.22404369998685,6.8988874223001355,-42.965265692050494,10,0.0,-0.0077384277,100,1420000,-33.08562642508066,0.0,-17.129834464753728,-0.020280993,0.0,70,10,7,-30.184638089393367,0.0,-30.184638089393367,-42.965265692050494,-64.19002895538074,0.0,-17.129834464753728,7,-33.08562642508066,0.0,0.017775683,0.44397605997830225,0.0,-42.965265692050494,70,-56.68459748475106
-44.826247608688064,,2.965077360669641,,100,4.98657,,-36.20027916205191,0.0030263467,,2.965077360669641,,-36.20027916205191,,,,0.0,-0.0008165779,100,1440000,,,-15.712538446235733,-0.0038429245,0.0,71,,,-30.81420410362857,0.0,-30.81420410362857,,-44.826247608688064,0.0,-15.712538446235733,,,,0.015908776,0.5257491088911279,0.0,,71,
-64.91200998441579,,8.668032926899475,,100,4.9732413,,-41.10779948072982,0.009846204,,8.668032926899475,,-41.10779948072982,,,,0.0,-0.007912598,100,1460000,,,-16.814678940655316,-0.017758802,0.0,72,,,-30.32792851441408,0.0,-30.32792851441408,,-64.91200998441579,0.0,-16.814678940655316,,,,0.019258142,0.4352268128419442,0.0,,72,
-45.43923226890431,,3.375078482926869,,100,4.9669137,,-37.430339369852646,0.0036099781,,3.375078482926869,,-37.430339369852646,,,,0.0,-0.0033791424,100,1480000,,,-16.227308285664346,-0.0069891205,0.0,73,,,-29.09132450916625,0.0,-29.09132450916625,,-45.43923226890431,0.0,-16.227308285664346,,,,0.026525047,0.5032384478337875,0.0,,73,
-72.16055646753911,,9.903742824429022,,100,4.9513674,,-45.896168028706626,0.010020211,,9.903742824429022,,-45.896168028706626,,,,0.0,-0.011003772,100,1500000,,,-17.977177706237367,-0.021023983,0.0,74,,,-31.014097577299246,0.0,-31.014097577299246,,-72.16055646753911,0.0,-17.977177706237367,,,,0.01725097,0.49086718957466546,0.0,,74,
-53.16575070196515,,4.3615685950467675,,100,4.9360223,,-37.16494331705794,-0.0037888733,,4.3615685950467675,,-37.16494331705794,,,,0.0,-0.0033781128,100,1520000,,,-15.97310291402362,0.0004107605,0.0,75,,,-29.675470894871417,0.0,-29.675470894871417,,-53.16575070196515,0.0,-15.97310291402362,,,,0.002137775,0.39264922607341757,0.0,,75,
-54.0519227710325,,4.137098408351014,,100,4.9207144,,-36.47604567824298,-0.003042837,,4.137098408351014,,-36.47604567824298,,,,0.0,-0.006299461,100,1540000,,,-15.712787933194422,-0.0032566239,0.0,76,,,-28.859953307005096,0.0,-28.859953307005096,,-54.0519227710325,0.0,-15.712787933194422,,,,0.0021842034,0.4816372430477993,0.0,,76,
-53.17854179625118,,4.515814348286061,,100,4.909885,,-36.359787004392885,0.00016100775,,4.515814348286061,,-36.359787004392885,,,,0.0,-0.002933786,100,1560000,,,-15.605809816421415,-0.0030947938,0.0,77,,,-28.47279302956054,0.0,-28.47279302956054,,-53.17854179625118,0.0,-15.605809816421415,,,,0.00713413,0.4465509040409499,0.0,,77,
-47.364516614110954,,3.2209954998066195,,100,4.89748,,-36.818984057628484,0.0014995374,,3.2209954998066195,,-36.818984057628484,,,,0.0,-0.005824318,100,1580000,,,-15.761229488277438,-0.0073238555,0.0,78,,,-30.60208456505252,0.0,-30.60208456505252,,-47.364516614110954,0.0,-15.761229488277438,,,,0.011673103,0.4703791006203072,0.0,,78,
-59.66357244116216,,5.596613113657911,,100,4.887355,,-36.16643699211062,0.0018354491,,5.596613113657911,,-36.16643699211062,,,,0.0,-0.0035686493,100,1600000,,,-15.337445232722793,-0.0054040984,0.0,79,,,-28.005308191044968,0.0,-28.005308191044968,,-59.66357244116216,0.0,-15.337445232722793,,,,0.0062342384,0.3633070537209807,0.0,,79,
-49.27695761135346,-41.29158175619031,3.533544893657271,0.0,100,4.878414,2.9355227078075736,-34.57432695472942,-0.0010383781,-36.63887658399954,3.533544893657271,0.0,-34.57432695472942,2.9355227078075736,-36.63887658399954,10,0.0,-0.0058980645,100,1620000,-32.58668347564562,0.0,-14.929860324192314,-0.0048596864,0.0,80,10,8,-27.100719435613335,0.0,-27.100719435613335,-36.63887658399954,-49.27695761135346,0.0,-14.929860324192314,8,-32.58668347564562,0.0,0.0043587396,0.4633409556905458,0.0,-36.63887658399954,80,-41.29158175619031
-49.71928751167668,,4.213443475133983,,100,4.871127,,-34.636923610080636,-0.00053839944,,4.213443475133983,,-34.636923610080636,,,,0.0,-0.0091894865,100,1640000,,,-15.079488168751254,-0.008651087,0.0,81,,,-26.64130869381882,0.0,-26.64130869381882,,-49.71928751167668,0.0,-15.079488168751254,,,,0.002532851,0.42561156378755105,0.0,,81,
-47.822310327616215,,3.8405701360722846,,100,4.86077,,-33.3709106597632,-0.00085461047,,3.8405701360722846,,-33.3709106597632,,,,0.0,-0.001707705,100,1660000,,,-14.73448964383003,-0.0008530945,0.0,82,,,-26.54870872337264,0.0,-26.54870872337264,,-47.822310327616215,0.0,-14.73448964383003,,,,0.0047919946,0.39752695697909046,0.0,,82,
-47.7440832611587,,4.013129737277302,,100,4.8548284,,-33.046134132529936,0.0001351391,,4.013129737277302,,-33.046134132529936,,,,0.0,-0.00475968,100,1680000,,,-14.55885660141773,-0.004894819,0.0,83,,,-23.064790396511665,0.0,-23.064790396511665,,-47.7440832611587,0.0,-14.55885660141773,,,,0.005260886,0.3285705436188756,0.0,,83,
-49.79826022038076,,3.765171208516084,,100,4.8521814,,-32.03696397851118,0.0023559714,,3.765171208516084,,-32.03696397851118,,,,0.0,-0.005353301,100,1700000,,,-14.286600776030337,-0.007709272,0.0,84,,,-24.47059370169088,0.0,-24.47059370169088,,-49.79826022038076,0.0,-14.286600776030337,,,,0.0047460655,0.418667439053503,0.0,,84,
-47.235790748787295,,4.241452926706231,,100,4.8462915,,-32.228571578182894,0.0033816453,,4.241452926706231,,-32.228571578182894,,,,0.0,-0.0017590885,100,1720000,,,-14.414223795876053,-0.005140734,0.0,85,,,-24.109009438502884,0.0,-24.109009438502884,,-47.235790748787295,0.0,-14.414223795876053,,,,0.010867875,0.3895935962132485,0.0,,85,
-39.30717498344723,,2.990718076967154,,100,4.84325,,-30.859481453133718,0.0036577825,,2.990718076967154,,-30.859481453133718,,,,0.0,-0.005381018,100,1740000,,,-13.955491439569757,-0.0090388,0.0,86,,,-22.63026695507465,0.0,-22.63026695507465,,-39.30717498344723,0.0,-13.955491439569757,,,,0.010324298,0.38281957091922314,0.0,,86,
-41.13258540173059,,3.3755501776318626,,100,4.8334618,,-30.532206654856346,0.0016552415,,3.3755501776318626,,-30.532206654856346,,,,0.0,-0.0069959993,100,1760000,,,-13.735738455579451,-0.008651241,0.0,87,,,-22.77980052312397,0.0,-22.77980052312397,,-41.13258540173059,0.0,-13.735738455579451,,,,0.007457837,0.3375411968901736,0.0,,87,
-35.068199794938835,,2.6217124122604,,100,4.821542,,-30.091380480621833,7.459195e-05,,2.6217124122604,,-30.091380480621833,,,,0.0,-0.00676519,100,1780000,,,-13.666305129667757,-0.006839782,0.0,88,,,-24.155022127396155,0.0,-24.155022127396155,,-35.068199794938835,0.0,-13.666305129667757,,,,0.007644187,0.3646242388827454,0.0,,88,
-42.85197416929331,,3.724385762928198,,100,4.8085356,,-29.73298123711543,-0.0009405854,,3.724385762928198,,-29.73298123711543,,,,0.0,-0.0021474832,100,1800000,,,-13.536454576043637,-0.0012068978,0.0,89,,,-21.795177679709365,0.0,-21.795177679709365,,-42.85197416929331,0.0,-13.536454576043637,,,,0.009388265,0.40853319730191384,0.0,,89,
-54.682148893579125,-56.71819882905828,4.88989781006118,0.0,100,4.794492,8.650162743937075,-29.862690380058996,0.0005163208,-34.549440466621526,4.88989781006118,0.0,-29.862690380058996,8.650162743937075,-34.549440466621526,10,0.0,-0.0029567245,100,1820000,-25.079575451604025,0.0,-13.634244486979508,-0.0034730453,0.0,90,10,9,-22.755352968331923,0.0,-22.755352968331923,-34.549440466621526,-54.682148893579125,0.0,-13.634244486979508,9,-25.079575451604025,0.0,0.012883734,0.36114181957307623,0.0,-34.549440466621526,90,-56.71819882905828
-40.65182283458948,,3.194210150064444,,100,4.779823,,-28.949646975906454,-0.001699611,,3.194210150064444,,-28.949646975906454,,,,0.0,-0.00045849112,100,1840000,,,-13.253490821599494,0.0012411198,0.0,91,,,-21.912555106260825,0.0,-21.912555106260825,,-40.65182283458948,0.0,-13.253490821599494,,,,0.0038424332,0.31699777921915884,0.0,,91,
-40.56627590507003,,3.6893470228449123,,100,4.765857,,-28.014431443942772,-0.00037886132,,3.6893470228449123,,-28.014431443942772,,,,0.0,-0.003914428,100,1860000,,,-12.871228546687723,-0.0035355666,0.0,92,,,-21.513365189155508,0.0,-21.513365189155508,,-40.56627590507003,0.0,-12.871228546687723,,,,0.007914381,0.41204682956090033,0.0,,92,
-38.42851838166538,,3.3988823665651005,,100,4.7527003,,-26.93471688961912,-0.0018621264,,3.3988823665651005,,-26.93471688961912,,,,0.0,-0.004171451,100,1880000,,,-12.683758929120126,-0.0023093247,0.0,93,,,-20.43815639924499,0.0,-20.43815639924499,,-38.42851838166538,0.0,-12.683758929120126,,,,0.0017106581,0.36678248264233637,0.0,,93,
-40.23234949220418,,3.565302866342124,,100,4.734067,,-26.62597030722642,-0.0024110337,,3.565302866342124,,-26.62597030722642,,,,0.0,-0.0016434479,100,1900000,,,-12.473868308778782,0.00076758576,0.0,94,,,-20.624504585607248,0.0,-20.624504585607248,,-40.23234949220418,0.0,-12.473868308778782,,,,0.008982183,0.39731107129334187,0.0,,94,
-39.49701711548296,,3.769656967133577,,100,4.7156076,,-27.004295851428047,0.00017516408,,3.769656967133577,,-27.004295851428047,,,,0.0,-0.0031475723,100,1920000,,,-12.581346495206502,-0.0033227364,0.0,95,,,-19.947572136658735,0.0,-19.947572136658735,,-39.49701711548296,0.0,-12.581346495206502,,,,0.01701423,0.3805234515738105,0.0,,95,
-39.20439306662573,,3.168216544624497,,100,4.702102,,-25.97476626137865,-0.0014075591,,3.168216544624497,,-25.97476626137865,,,,0.0,-0.0022499813,100,1940000,,,-12.173097696652075,-0.00084242213,0.0,96,,,-21.309190443351465,0.0,-21.309190443351465,,-39.20439306662573,0.0,-12.173097696652075,,,,0.009886159,0.5285242395730292,0.0,,96,
-38.171961609184784,,3.4844392468290244,,100,4.687798,,-25.62858780880444,-0.0010296819,,3.4844392468290244,,-25.62858780880444,,,,0.0,-0.004876102,100,1960000,,,-12.14540397090587,-0.00384642,0.0,97,,,-20.636841724189452,0.0,-20.636841724189452,,-38.171961609184784,0.0,-12.14540397090587,,,,0.009528133,0.35422047380152155,0.0,,97,
-38.31913856519666,,2.947015372302747,,100,4.6739197,,-25.310004874689287,-0.0007765228,,2.947015372302747,,-25.310004874689287,,,,0.0,-0.0036879836,100,1980000,,,-12.020040767394661,-0.0029114608,0.0,98,,,-18.41839609381944,0.0,-18.41839609381944,,-38.31913856519666,0.0,-12.020040767394661,,,,0.009240992,0.4599963718354235,0.0,,98,
-33.87905334817448,,2.841003541386291,,100,4.659507,,-24.243548161536626,-0.0034571225,,2.841003541386291,,-24.243548161536626,,,,0.0,-0.005058015,100,2000000,,,-11.642722801996227,-0.0016008926,0.0,99,,,-18.34788352849169,0.0,-18.34788352849169,,-33.87905334817448,0.0,-11.642722801996227,,,,0.0029664526,0.3005436947648925,0.0,,99,
