Average/MinReturn,MetaTest/pick-out-of-hole-v1/MinReturn,pick-out-of-hole-v1/StdReturn,MetaTest/Average/TerminationRate,pick-out-of-hole-v1/NumEpisodes,policy/Entropy,MetaTest/Average/StdReturn,Average/AverageReturn,policy/dLoss,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,Average/StdReturn,MetaTest/pick-out-of-hole-v1/SuccessRate,pick-out-of-hole-v1/AverageReturn,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTest/pick-out-of-hole-v1/NumEpisodes,Average/TerminationRate,policy/LossBefore,Average/NumEpisodes,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,pick-out-of-hole-v1/AverageDiscountedReturn,policy/LossAfter,Average/SuccessRate,pick-out-of-hole-v1/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/Iteration,pick-out-of-hole-v1/MaxReturn,pick-out-of-hole-v1/SuccessRate,Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,pick-out-of-hole-v1/MinReturn,pick-out-of-hole-v1/TerminationRate,Average/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/Iteration,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,policy/KL,LinearFeatureBaseline/ExplainedVariance,policy/KLBefore,MetaTest/Average/AverageReturn,Average/Iteration,MetaTest/Average/MinReturn
-68.96787693687345,,6.797249807335652,,100,5.5465693,,-43.94537526496597,0.012398683,,6.797249807335652,,-43.94537526496597,,,,0.0,-0.007261377,100,380000,,,-18.956750313849913,-0.01966006,0.0,18,,,-32.33744796409775,0.0,-32.33744796409775,,-68.96787693687345,0.0,-18.956750313849913,,,,0.027192593,0.5214806655873525,0.0,,18,
-72.31541857857225,,8.09508623935234,,100,5.5362163,,-47.73244538804897,0.010402216,,8.09508623935234,,-47.73244538804897,,,,0.0,-0.0035317107,100,400000,,,-19.301998113974463,-0.013933927,0.0,19,,,-33.86302329330876,0.0,-33.86302329330876,,-72.31541857857225,0.0,-19.301998113974463,,,,0.021632956,0.44228098320093356,0.0,,19,
-59.53943548811199,-46.01459182285965,5.020462443056934,0.0,100,5.5247264,3.1163872007355184,-41.64613145712267,0.0069735213,-39.345930901370316,5.020462443056934,0.0,-41.64613145712267,3.1163872007355184,-39.34593090137032,10,0.0,-0.0062293108,100,420000,-35.35622134643113,0.0,-18.225815253647298,-0.013202832,0.0,20,10,2,-32.29599792474211,0.0,-32.29599792474211,-39.345930901370316,-59.53943548811199,0.0,-18.225815253647298,2,-35.35622134643113,0.0,0.020844702,0.396627242734254,0.0,-39.34593090137032,20,-46.01459182285965
-69.67282299507421,,8.076224742077695,,100,5.510926,,-47.76755900586168,0.0100549,,8.076224742077695,,-47.76755900586168,,,,0.0,-0.0058419267,100,440000,,,-19.293820941825196,-0.015896827,0.0,21,,,-33.086766563534795,0.0,-33.086766563534795,,-69.67282299507421,0.0,-19.293820941825196,,,,0.021633575,0.4255634650007388,0.0,,21,
-70.94261527774621,,5.762227242617068,,100,5.5030923,,-44.278833263281825,0.013458163,,5.762227242617068,,-44.278833263281825,,,,0.0,-0.008249758,100,460000,,,-18.913276624851644,-0.02170792,0.0,22,,,-33.514871415954474,0.0,-33.514871415954474,,-70.94261527774621,0.0,-18.913276624851644,,,,0.024396935,0.47809629298585266,0.0,,22,
-82.32005309468386,,10.16074451211528,,100,5.4961553,,-47.237390226350584,0.014391583,,10.16074451211528,,-47.237390226350584,,,,0.0,-0.00880101,100,480000,,,-19.22889478452993,-0.023192594,0.0,23,,,-33.39567620889391,0.0,-33.39567620889391,,-82.32005309468386,0.0,-19.22889478452993,,,,0.028056836,0.448004438194881,0.0,,23,
-57.92214150458074,,5.099082367360218,,100,5.491135,,-43.394470144334335,0.010437133,,5.099082367360218,,-43.394470144334335,,,,0.0,-0.0076675843,100,500000,,,-18.453215928251193,-0.018104717,0.0,24,,,-33.49299031271042,0.0,-33.49299031271042,,-57.92214150458074,0.0,-18.453215928251193,,,,0.01814415,0.4939014126680742,0.0,,24,
-67.97968632024488,,7.52094791202577,,100,5.482468,,-44.21917089070842,0.012345553,,7.52094791202577,,-44.21917089070842,,,,0.0,-0.008144419,100,520000,,,-18.335960740862966,-0.020489972,0.0,25,,,-34.98718917119971,0.0,-34.98718917119971,,-67.97968632024488,0.0,-18.335960740862966,,,,0.015495515,0.47215359461400874,0.0,,25,
-58.90996470702485,,5.1558843277882165,,100,5.468221,,-42.62749882054318,0.010770299,,5.1558843277882165,,-42.62749882054318,,,,0.0,-0.0011342026,100,540000,,,-18.389350541845534,-0.011904501,0.0,26,,,-33.87719481885763,0.0,-33.87719481885763,,-58.90996470702485,0.0,-18.389350541845534,,,,0.016475564,0.514004184283035,0.0,,26,
-65.35625342432492,,7.600239471676066,,100,5.4550653,,-45.96185712612425,0.012391568,,7.600239471676066,,-45.96185712612425,,,,0.0,-0.0038842552,100,560000,,,-18.650836087467034,-0.016275823,0.0,27,,,-32.8133481398369,0.0,-32.8133481398369,,-65.35625342432492,0.0,-18.650836087467034,,,,0.016079279,0.4847581990384797,0.0,,27,
-56.45460625097422,,4.633556909333991,,100,5.449125,,-42.098121548541975,0.010090109,,4.633556909333991,,-42.098121548541975,,,,0.0,-0.0067681535,100,580000,,,-18.20923458862565,-0.016858263,0.0,28,,,-31.484844164440872,0.0,-31.484844164440872,,-56.45460625097422,0.0,-18.20923458862565,,,,0.012605685,0.42756769178914766,0.0,,28,
-73.90365187275596,,7.523361506028565,,100,5.4379935,,-43.89226660706079,0.008087462,,7.523361506028565,,-43.89226660706079,,,,0.0,-0.00989371,100,600000,,,-18.361553241343994,-0.017981172,0.0,29,,,-31.696627316483642,0.0,-31.696627316483642,,-73.90365187275596,0.0,-18.361553241343994,,,,0.008942893,0.32598193993056246,0.0,,29,
-51.49675954776268,-48.90247440989481,3.840599586625185,0.0,100,5.417028,4.637217608923315,-39.01942440990527,-0.0018373244,-40.74950278830218,3.840599586625185,0.0,-39.01942440990527,4.637217608923315,-40.74950278830218,10,0.0,-0.0060796444,100,620000,-34.03583129288782,0.0,-17.175428492787745,-0.00424232,0.0,30,10,3,-32.744474530053296,0.0,-32.744474530053296,-40.74950278830218,-51.49675954776268,0.0,-17.175428492787745,3,-34.03583129288782,0.0,0.009846277,0.5123513452489576,0.0,-40.74950278830218,30,-48.90247440989481
-62.16578747860581,,5.446793185664947,,100,5.3945394,,-41.14932418978472,6.015785e-05,,5.446793185664947,,-41.14932418978472,,,,0.0,-0.004186241,100,640000,,,-17.41087351697355,-0.004246399,0.0,31,,,-32.99890693598796,0.0,-32.99890693598796,,-62.16578747860581,0.0,-17.41087351697355,,,,0.014022368,0.4021385898251628,0.0,,31,
-51.82896234703417,,4.516936995352439,,100,5.375033,,-40.83229950265784,0.0018870756,,4.516936995352439,,-40.83229950265784,,,,0.0,-0.007945809,100,660000,,,-17.623765165590445,-0.009832884,0.0,32,,,-32.48172268126615,0.0,-32.48172268126615,,-51.82896234703417,0.0,-17.623765165590445,,,,0.017969117,0.4537602125330208,0.0,,32,
-63.47312450187843,,6.277479055249793,,100,5.364184,,-42.61919126250649,0.005151584,,6.277479055249793,,-42.61919126250649,,,,0.0,-0.008180009,100,680000,,,-17.696551142758505,-0.013331593,0.0,33,,,-32.753333061232624,0.0,-32.753333061232624,,-63.47312450187843,0.0,-17.696551142758505,,,,0.015376206,0.33721193439713115,0.0,,33,
-50.893592895260625,,3.96300307931348,,100,5.3575287,,-40.45776198241425,0.0046161013,,3.96300307931348,,-40.45776198241425,,,,0.0,-0.008010567,100,700000,,,-17.472319834155286,-0.012626668,0.0,34,,,-33.61196601067284,0.0,-33.61196601067284,,-50.893592895260625,0.0,-17.472319834155286,,,,0.027823666,0.5012469034843512,0.0,,34,
-67.48965210987436,,8.308414687079038,,100,5.3506556,,-47.74942235438197,0.01615727,,8.308414687079038,,-47.74942235438197,,,,0.0,-0.003482346,100,720000,,,-18.98338464567905,-0.019639615,0.0,35,,,-33.96595486072688,0.0,-33.96595486072688,,-67.48965210987436,0.0,-18.98338464567905,,,,0.013566007,0.44361734747175274,0.0,,35,
-48.750652587246954,,3.741284972263636,,100,5.3447165,,-38.930571086408435,-0.00095961604,,3.741284972263636,,-38.930571086408435,,,,0.0,-0.00234664,100,740000,,,-16.957338725765737,-0.001387024,0.0,36,,,-33.58642788315792,0.0,-33.58642788315792,,-48.750652587246954,0.0,-16.957338725765737,,,,0.0100476695,0.565435033281716,0.0,,36,
-60.382020623799555,,6.747046827189436,,100,5.3330407,,-43.65470492571557,0.006685394,,6.747046827189436,,-43.65470492571557,,,,0.0,-0.012328201,100,760000,,,-17.895460829402506,-0.019013595,0.0,37,,,-34.056247232911836,0.0,-34.056247232911836,,-60.382020623799555,0.0,-17.895460829402506,,,,0.018071666,0.392592448965012,0.0,,37,
-57.07840996895728,,4.750582714138189,,100,5.323018,,-40.66222653190622,0.0034298478,,4.750582714138189,,-40.66222653190622,,,,0.0,-0.007992881,100,780000,,,-17.437708852037805,-0.011422729,0.0,38,,,-32.473060399183005,0.0,-32.473060399183005,,-57.07840996895728,0.0,-17.437708852037805,,,,0.025109803,0.5006509541022335,0.0,,38,
-66.52737241331768,,8.474930416546798,,100,5.319511,,-47.175174316868585,0.014854496,,8.474930416546798,,-47.175174316868585,,,,0.0,-0.002346199,100,800000,,,-18.715983822961764,-0.017200695,0.0,39,,,-33.51867949563061,0.0,-33.51867949563061,,-66.52737241331768,0.0,-18.715983822961764,,,,0.017828101,0.4667155984455975,0.0,,39,
-64.38626915378804,-43.381641126005626,5.780752185444784,0.0,100,5.3186293,3.6090957669855754,-40.905035071764075,0.00435365,-37.858648615800185,5.780752185444784,0.0,-40.905035071764075,3.6090957669855754,-37.85864861580019,10,0.0,-0.0016844467,100,820000,-31.658542102839657,0.0,-17.62392131259788,-0.0060380967,0.0,40,10,4,-33.61047335989305,0.0,-33.61047335989305,-37.858648615800185,-64.38626915378804,0.0,-17.62392131259788,4,-31.658542102839657,0.0,0.017552603,0.345351143241177,0.0,-37.85864861580019,40,-43.381641126005626
-70.29689140545099,,8.216878858021515,,100,5.3086424,,-47.12788303017279,0.012651935,,8.216878858021515,,-47.12788303017279,,,,0.0,-0.010061633,100,840000,,,-18.740777108800017,-0.022713568,0.0,41,,,-34.8683311500496,0.0,-34.8683311500496,,-70.29689140545099,0.0,-18.740777108800017,,,,0.018138653,0.4677382465341223,0.0,,41,
-54.308715678295236,,4.326124332635928,,100,5.2995443,,-39.62369253721359,0.0014691909,,4.326124332635928,,-39.62369253721359,,,,0.0,-0.0029566085,100,860000,,,-17.246321408073467,-0.0044257995,0.0,42,,,-32.946854627328484,0.0,-32.946854627328484,,-54.308715678295236,0.0,-17.246321408073467,,,,0.021709083,0.5137978151464266,0.0,,42,
-75.79941118546748,,10.01999520393908,,100,5.3008704,,-51.94904669615259,0.020105392,,10.01999520393908,,-51.94904669615259,,,,0.0,-0.004466516,100,880000,,,-19.953667795739058,-0.024571907,0.0,43,,,-33.1898159972503,0.0,-33.1898159972503,,-75.79941118546748,0.0,-19.953667795739058,,,,0.016913995,0.4500458555093829,0.0,,43,
-54.04168053571809,,4.2725041974914655,,100,5.300126,,-39.99262760239873,0.0007191163,,4.2725041974914655,,-39.99262760239873,,,,0.0,-0.0027052185,100,900000,,,-17.20065663388638,-0.0034243348,0.0,44,,,-33.52568838819412,0.0,-33.52568838819412,,-54.04168053571809,0.0,-17.20065663388638,,,,0.008579245,0.41638006267871497,0.0,,44,
-69.1680938944702,,8.277724000964836,,100,5.2867403,,-45.93005474021752,0.0092432,,8.277724000964836,,-45.93005474021752,,,,0.0,-0.0044388887,100,920000,,,-18.60585914416548,-0.013682089,0.0,45,,,-34.398981458829134,0.0,-34.398981458829134,,-69.1680938944702,0.0,-18.60585914416548,,,,0.021741778,0.47859205379101755,0.0,,45,
-59.32332397564543,,4.777657474166832,,100,5.2771354,,-41.31558987933903,0.005229002,,4.777657474166832,,-41.31558987933903,,,,0.0,-0.005615974,100,940000,,,-17.765386436290136,-0.010844976,0.0,46,,,-31.979464051260532,0.0,-31.979464051260532,,-59.32332397564543,0.0,-17.765386436290136,,,,0.02443269,0.43124306374952426,0.0,,46,
-68.90736416212602,,8.698779904358522,,100,5.2653017,,-48.04277160876276,0.008549575,,8.698779904358522,,-48.04277160876276,,,,0.0,-0.005585045,100,960000,,,-18.91554018155433,-0.014134619,0.0,47,,,-33.26914975224247,0.0,-33.26914975224247,,-68.90736416212602,0.0,-18.91554018155433,,,,0.02400294,0.502052009271881,0.0,,47,
-51.23643370726251,,4.685225833623112,,100,5.251918,,-40.94443457438865,0.0046186172,,4.685225833623112,,-40.94443457438865,,,,0.0,-0.0066729826,100,980000,,,-17.672955426477284,-0.0112916,0.0,48,,,-33.00141116126103,0.0,-33.00141116126103,,-51.23643370726251,0.0,-17.672955426477284,,,,0.023722235,0.4454165357136043,0.0,,48,
-76.36186415547445,,10.583875294879439,,100,5.2414274,,-50.1379953521995,0.009979371,,10.583875294879439,,-50.1379953521995,,,,0.0,0.0078385845,100,1000000,,,-19.576876851585,-0.0021407867,0.0,49,,,-32.34982356124948,0.0,-32.34982356124948,,-76.36186415547445,0.0,-19.576876851585,,,,0.018277762,0.5248351263424444,0.0,,49,
-52.48835103017264,-46.35756477180135,4.113494305627287,0.0,100,5.23101,3.28566007074694,-39.15835622840949,0.00031391438,-41.544496413731494,4.113494305627287,0.0,-39.15835622840949,3.28566007074694,-41.544496413731494,10,0.0,-0.006751027,100,1020000,-36.48405210034203,0.0,-16.96430650583276,-0.0070649413,0.0,50,10,5,-32.58695226891215,0.0,-32.58695226891215,-41.544496413731494,-52.48835103017264,0.0,-16.96430650583276,5,-36.48405210034203,0.0,0.0106653385,0.45732577252437234,0.0,-41.544496413731494,50,-46.35756477180135
-66.1017650439704,,7.782551656718248,,100,5.2136927,,-43.70637808592635,0.004335299,,7.782551656718248,,-43.70637808592635,,,,0.0,-0.011068408,100,1040000,,,-17.905880519717215,-0.0154037075,0.0,51,,,-32.80969635708687,0.0,-32.80969635708687,,-66.1017650439704,0.0,-17.905880519717215,,,,0.018423878,0.45310764212332977,0.0,,51,
-51.19373101818613,,4.16020808099958,,100,5.2076235,,-40.30539561401168,0.0072739883,,4.16020808099958,,-40.30539561401168,,,,0.0,-0.0057493164,100,1060000,,,-17.40986396391543,-0.013023305,0.0,52,,,-32.34161495103511,0.0,-32.34161495103511,,-51.19373101818613,0.0,-17.40986396391543,,,,0.01575516,0.37607130228707564,0.0,,52,
-63.90037849712265,,7.737152204507917,,100,5.188586,,-42.87021198700174,0.0047328677,,7.737152204507917,,-42.87021198700174,,,,0.0,-0.008859015,100,1080000,,,-17.73464183282212,-0.013591883,0.0,53,,,-33.1397038253527,0.0,-33.1397038253527,,-63.90037849712265,0.0,-17.73464183282212,,,,0.015574506,0.5120752274214119,0.0,,53,
-49.14134464879359,,3.707300351913812,,100,5.171157,,-38.061849365134165,0.0022644205,,3.707300351913812,,-38.061849365134165,,,,0.0,-0.0045490493,100,1100000,,,-16.725586960941676,-0.00681347,0.0,54,,,-31.004804559708006,0.0,-31.004804559708006,,-49.14134464879359,0.0,-16.725586960941676,,,,0.013153327,0.40743686817989466,0.0,,54,
-65.95978284016469,,6.996500940351742,,100,5.159604,,-41.745856014800964,0.008348894,,6.996500940351742,,-41.745856014800964,,,,0.0,-0.011539838,100,1120000,,,-17.38737259542093,-0.019888733,0.0,55,,,-31.6086768299465,0.0,-31.6086768299465,,-65.95978284016469,0.0,-17.38737259542093,,,,0.013213629,0.4130969575590093,0.0,,55,
-56.76668655187899,,4.417325832727669,,100,5.148896,,-39.273586099139585,0.0063355872,,4.417325832727669,,-39.273586099139585,,,,0.0,-0.00836578,100,1140000,,,-16.99765246081975,-0.014701367,0.0,56,,,-32.35984919783431,0.0,-32.35984919783431,,-56.76668655187899,0.0,-16.99765246081975,,,,0.014241208,0.4428627393557165,0.0,,56,
-59.54290633996366,,6.121447014694997,,100,5.1414948,,-40.4626828054105,0.0056340694,,6.121447014694997,,-40.4626828054105,,,,0.0,0.0012064285,100,1160000,,,-17.145611229731433,-0.004427641,0.0,57,,,-31.78624379611411,0.0,-31.78624379611411,,-59.54290633996366,0.0,-17.145611229731433,,,,0.008184213,0.4714711493270137,0.0,,57,
-55.605681666288056,,4.38473063300783,,100,5.123886,,-38.00222583492678,-0.003296405,,4.38473063300783,,-38.00222583492678,,,,0.0,-0.0024873673,100,1180000,,,-16.64479043016436,0.00080903777,0.0,58,,,-31.358942599367328,0.0,-31.358942599367328,,-55.605681666288056,0.0,-16.64479043016436,,,,0.0069750166,0.3653053979986235,0.0,,58,
-51.03147255985986,,3.526904926214759,,100,5.103612,,-36.865673852163866,-0.0051621837,,3.526904926214759,,-36.865673852163866,,,,0.0,-0.007668849,100,1200000,,,-16.290674621490215,-0.0025066654,0.0,59,,,-30.819573135264122,0.0,-30.819573135264122,,-51.03147255985986,0.0,-16.290674621490215,,,,0.0071159853,0.5062002129786276,0.0,,59,
-65.12969516505183,-49.32153435860978,4.8175265300659404,0.0,100,5.085355,5.403853811896979,-37.83387231988712,-0.0006255433,-40.00780568429191,4.8175265300659404,0.0,-37.83387231988712,5.403853811896979,-40.00780568429191,10,0.0,-0.0034868775,100,1220000,-33.78583987320161,0.0,-16.47808171799486,-0.0028613342,0.0,60,10,6,-32.45553990749334,0.0,-32.45553990749334,-40.00780568429191,-65.12969516505183,0.0,-16.47808171799486,6,-33.78583987320161,0.0,0.017292593,0.4550027325275977,0.0,-40.00780568429191,60,-49.32153435860978
-52.235943948251574,,3.933606089583768,,100,5.075233,,-38.5390328255167,0.005486694,,3.933606089583768,,-38.5390328255167,,,,0.0,-0.009770395,100,1240000,,,-16.897312909976357,-0.015257089,0.0,61,,,-31.30112300532695,0.0,-31.30112300532695,,-52.235943948251574,0.0,-16.897312909976357,,,,0.018931601,0.46901704601187977,0.0,,61,
-56.89767357060445,,5.023789056179096,,100,5.067673,,-38.75465162200525,0.0050757565,,5.023789056179096,,-38.75465162200525,,,,0.0,-0.0064894166,100,1260000,,,-16.60565669468614,-0.011565173,0.0,62,,,-31.482219503233967,0.0,-31.482219503233967,,-56.89767357060445,0.0,-16.60565669468614,,,,0.01357377,0.5181481365239681,0.0,,62,
-51.13415639318578,,3.9997203116563234,,100,5.059624,,-38.653018091798195,0.0038506645,,3.9997203116563234,,-38.653018091798195,,,,0.0,-0.0039205314,100,1280000,,,-16.772849196445147,-0.007771196,0.0,63,,,-30.101330952933786,0.0,-30.101330952933786,,-51.13415639318578,0.0,-16.772849196445147,,,,0.019927688,0.4405602156544679,0.0,,63,
-68.65175499810634,,6.443870376534889,,100,5.0449324,,-39.8927487803474,0.006570975,,6.443870376534889,,-39.8927487803474,,,,0.0,-0.003061499,100,1300000,,,-16.726818431101655,-0.009632474,0.0,64,,,-30.5192782299253,0.0,-30.5192782299253,,-68.65175499810634,0.0,-16.726818431101655,,,,0.014467284,0.4940210300801503,0.0,,64,
-53.71158193023268,,3.7240941073506604,,100,5.030057,,-37.752596509297035,-0.00063156267,,3.7240941073506604,,-37.752596509297035,,,,0.0,-0.0038600722,100,1320000,,,-16.580849964714172,-0.0032285096,0.0,65,,,-30.575594654493774,0.0,-30.575594654493774,,-53.71158193023268,0.0,-16.580849964714172,,,,0.017819367,0.5220407462353998,0.0,,65,
