MetaTest/Average/StdReturn,MetaTest/plate-slide-back-v1/SuccessRate,MetaTest/plate-slide-back-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/plate-slide-back-v1/TerminationRate,MetaTest/plate-slide-back-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTest/plate-slide-back-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MinReturn,MetaTest/plate-slide-back-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-back-v1/AverageReturn,MetaTest/plate-slide-back-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/plate-slide-back-v1/MaxReturn
1.4315735121291027,0.0,1.4315735121291027,0.0,0.0,0,6.7302027,nan,-34.37253339914854,8.567884,-34.37253339914854,10,7.2023892,10,0.0,1.7511401,224000,0,-31.55263445588937,-31.552634455889383,-31.55263445588937,-31.552634455889383,-29.983142989441575,-29.983142989441575
289.78586459342364,0.0,289.78586459342364,0.0,0.0,1,6.719515,nan,-26.92416169009383,8.4188595,-26.92416169009383,10,24.157125,10,0.0,9.621467,248000,1,189.93426035709066,189.93426035709064,189.93426035709066,189.93426035709064,716.7639857259537,716.7639857259537
1.681226660504405,0.0,1.681226660504405,0.0,0.0,2,6.695658,nan,-34.832607461891946,16.852503,-34.832607461891946,10,29.487976,10,0.0,22.88106,272000,2,-31.312926227805423,-31.312926227805416,-31.312926227805423,-31.312926227805416,-29.449241654504874,-29.449241654504874
470.6341504964392,0.0,470.6341504964392,0.0,0.0,3,6.638981,nan,1211.5950284321832,7.661797,1211.5950284321832,10,26.99934,10,0.0,92.83016,296000,3,1992.6265698026677,1992.6265698026673,1992.6265698026677,1992.6265698026673,2470.702188753289,2470.702188753289
0.17124790467892792,0.0,0.17124790467892792,0.0,0.0,4,6.1869764,nan,-18.682572322219546,7.905561,-18.682572322219546,10,2.676702,10,0.0,642.1926,320000,4,-18.298787776471087,-18.29878777647109,-18.298787776471087,-18.29878777647109,-18.065502760960545,-18.065502760960545
5559.127598677037,0.0,5559.127598677037,0.0,0.0,5,5.8063917,nan,-7.8135206656220655,7.624632,-7.8135206656220655,10,-51.674843,10,0.0,1082.7394,344000,5,3544.3317050198357,3544.3317050198348,3544.3317050198357,3544.3317050198348,18896.888052895367,18896.888052895367
56.28326447013963,0.0,56.28326447013963,0.0,0.0,6,3.7122433,nan,-4.785230330341737,7.624632,-4.785230330341737,10,-236.8027,10,0.0,3541.6213,368000,6,61.01299827373888,61.01299827373889,61.01299827373888,61.01299827373889,147.97768030971517,147.97768030971517
0.019459300678581655,0.0,0.019459300678581655,0.0,0.0,7,-1.9216318,nan,-14.407662059188537,7.624632,-14.407662059188537,10,-899.67426,10,0.0,10608.434,392000,7,-14.377156377891467,-14.377156377891467,-14.377156377891467,-14.377156377891467,-14.344666715531984,-14.344666715531984
0.042384081156060516,0.0,0.042384081156060516,0.0,0.0,8,-6.6198115,nan,-17.152864507739608,7.624632,-17.152864507739608,10,-2630.796,10,0.0,23454.508,416000,8,-17.067636254275747,-17.067636254275747,-17.067636254275747,-17.067636254275747,-17.043722925502195,-17.043722925502195
47.374081588060356,0.0,47.374081588060356,0.0,0.0,9,-8.205548,nan,116.2110377964234,7.624632,116.2110377964234,10,-4498.462,10,0.0,32577.064,440000,9,214.57827240701263,214.57827240701263,214.57827240701263,214.57827240701263,257.33082105049226,257.33082105049226
