MetaTest/stick-push-v1/MinReturn,MetaTest/stick-push-v1/MaxReturn,MetaTest/stick-push-v1/AverageDiscountedReturn,MetaTest/stick-push-v1/Iteration,MetaTest/stick-push-v1/StdReturn,MetaTest/stick-push-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTrain/Average/AlphaLoss,MetaTest/stick-push-v1/SuccessRate,MetaTest/stick-push-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/stick-push-v1/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,TotalEnvSteps
-20.31158314082917,-15.399254857078901,-17.779607520097905,10,1.530737395579193,-17.779607520097898,10,0.0,815.2646,1.530737395579193,nan,6.2957063,0.0,10,-110.61291,-15.399254857078901,-17.779607520097905,-20.31158314082917,7.6381807,0.0,-17.779607520097898,10,0.0,464000
-15.980390548376313,-11.67692175644231,-13.234826800464722,11,1.4291617712460372,-13.234826800464722,11,0.0,1405.984,1.4291617712460372,nan,6.27156,0.0,10,-102.95556,-11.67692175644231,-13.234826800464722,-15.980390548376313,7.653327,0.0,-13.234826800464722,10,0.0,488000
-18.680081190333667,-8.593759854093113,-11.980127318634082,12,2.72487537988597,-11.98012731863408,12,0.0,2186.57,2.72487537988597,nan,6.1591363,0.0,10,-98.29117,-8.593759854093113,-11.980127318634082,-18.680081190333667,7.636869,0.0,-11.98012731863408,10,0.0,512000
-29.00895463760507,-16.633752850262006,-22.82438184014871,13,4.812323009258373,-22.82438184014871,13,0.0,9761.624,4.812323009258373,nan,4.530756,0.0,10,-184.04544,-16.633752850262006,-22.82438184014871,-29.00895463760507,7.6324005,0.0,-22.82438184014871,10,0.0,536000
-32.256883672194235,-28.6271948937271,-30.37111030921709,14,1.0710527833867458,-30.37111030921709,14,0.0,40378.92,1.0710527833867458,nan,1.9539912,0.0,10,-576.122,-28.6271948937271,-30.37111030921709,-32.256883672194235,7.630313,0.0,-30.37111030921709,10,0.0,560000
-43.26406447173992,-36.773815816306325,-40.12383454981052,15,1.911927139484407,-40.12383454981052,15,0.0,93166.47,1.911927139484407,nan,-1.3003227,0.0,10,-1575.3517,-36.773815816306325,-40.12383454981052,-43.26406447173992,7.650614,0.0,-40.12383454981052,10,0.0,584000
-40.046244254228924,-33.930102047141226,-36.358299126896796,16,2.2678091463823966,-36.358299126896796,16,0.0,110582.305,2.2678091463823966,nan,-6.131611,0.0,10,-3814.1008,-33.930102047141226,-36.358299126896796,-40.046244254228924,7.627363,0.0,-36.358299126896796,10,0.0,608000
-113.65366409974087,-106.53369917868378,-110.53357617451759,17,2.153292047578549,-110.53357617451768,17,0.0,1128178.4,2.153292047578549,nan,-10.135221,0.0,10,-7711.8315,-106.53369917868378,-110.53357617451759,-113.65366409974087,7.6271567,0.0,-110.53357617451768,10,0.0,632000
-109.75735844722053,-101.78780071189819,-106.21174019938674,18,2.2210014649752647,-106.21174019938678,18,0.0,21527.61,2.2210014649752647,nan,-36.57236,0.0,10,4079.197,-101.78780071189819,-106.21174019938674,-109.75735844722053,55.477966,0.0,-106.21174019938678,10,0.0,656000
-90.19979682432748,-82.0961998692045,-85.48376845435386,19,2.4416517640456736,-85.48376845435376,19,0.0,426.36658,2.4416517640456736,nan,-37.584457,0.0,10,4009.1006,-82.0961998692045,-85.48376845435386,-90.19979682432748,12.136205,0.0,-85.48376845435376,10,0.0,680000
-60.04652177349415,-53.0061205615514,-56.32382498456917,20,1.786060998340267,-56.32382498456919,20,0.0,319.93045,1.786060998340267,nan,-22.303265,0.0,10,3107.533,-53.0061205615514,-56.32382498456917,-60.04652177349415,9.618115,0.0,-56.32382498456919,10,0.0,704000
-39.895202609892394,-33.20517803153986,-36.671854171281765,21,2.796794653992614,-36.67185417128175,21,0.0,272.64807,2.796794653992614,nan,5.475365,0.0,10,1940.4991,-33.20517803153986,-36.671854171281765,-39.895202609892394,10.38768,0.0,-36.67185417128175,10,0.0,728000
-33.64769332072445,-13.344882947729241,-28.084059985750287,22,5.695262416708337,-28.084059985750287,22,0.0,368.14026,5.695262416708337,nan,5.706505,0.0,10,1445.0303,-13.344882947729241,-28.084059985750287,-33.64769332072445,12.616591,0.0,-28.084059985750287,10,0.0,752000
-25.062443889380422,-16.80597838801329,-21.688803627298043,23,2.7750771659925504,-21.688803627298046,23,0.0,252.88675,2.7750771659925504,nan,5.728279,0.0,10,877.1924,-16.80597838801329,-21.688803627298043,-25.062443889380422,7.874046,0.0,-21.688803627298046,10,0.0,776000
-38.55095920158286,-32.14781113038089,-36.13576098507663,24,2.129694841267525,-36.13576098507663,24,0.0,396.52008,2.129694841267525,nan,5.8930383,0.0,10,759.5996,-32.14781113038089,-36.13576098507663,-38.55095920158286,9.58768,0.0,-36.13576098507663,10,0.0,800000
-24.246636628901896,-16.47152788817293,-19.229049573898145,25,2.057098954096921,-19.22904957389815,25,0.0,572.27124,2.057098954096921,nan,5.823752,0.0,10,621.3021,-16.47152788817293,-19.229049573898145,-24.246636628901896,8.41736,0.0,-19.22904957389815,10,0.0,824000
-32.43038775314805,-21.529149927168163,-27.2553464959322,26,2.992368644712375,-27.2553464959322,26,0.0,1919.5005,2.992368644712375,nan,5.548817,0.0,10,641.25146,-21.529149927168163,-27.2553464959322,-32.43038775314805,11.532649,0.0,-27.2553464959322,10,0.0,848000
-17.28359121292934,-14.469241291470599,-16.39752224303495,27,0.7971350013348292,-16.39752224303495,27,0.0,422.45258,0.7971350013348292,nan,5.8118563,0.0,10,469.90997,-14.469241291470599,-16.39752224303495,-17.28359121292934,8.298583,0.0,-16.39752224303495,10,0.0,872000
-22.40022403164625,-19.412115109107454,-20.801314029442175,28,1.0209736142183186,-20.801314029442178,28,0.0,1131.8853,1.0209736142183186,nan,5.583373,0.0,10,479.22888,-19.412115109107454,-20.801314029442175,-22.40022403164625,18.198023,0.0,-20.801314029442178,10,0.0,896000
-15.026292391328157,-6.70077395787841,-12.835451835806722,29,2.328240039474691,-12.835451835806722,29,0.0,15566.784,2.328240039474691,nan,3.478505,0.0,10,1015.87085,-6.70077395787841,-12.835451835806722,-15.026292391328157,8.867018,0.0,-12.835451835806722,10,0.0,920000
-110.49725195291924,-90.36405641400653,-97.46132624567056,30,5.876989325492302,-97.46132624567056,30,0.0,75544.555,5.876989325492302,nan,1.1550032,0.0,10,650.19586,-90.36405641400653,-97.46132624567056,-110.49725195291924,8.773508,0.0,-97.46132624567056,10,0.0,944000
-15.599216326617691,-8.900277354776886,-11.353113058627686,31,2.1650832307896337,-11.353113058627683,31,0.0,169729.72,2.1650832307896337,nan,-1.3240064,0.0,10,-132.04878,-8.900277354776886,-11.353113058627686,-15.599216326617691,10.122912,0.0,-11.353113058627683,10,0.0,968000
-35.89546643137178,-1.2072481307844372,-14.862973373719171,32,9.634688012397211,-14.862973373719177,32,0.0,243365.73,9.634688012397211,nan,-6.1802726,0.0,10,-1862.2207,-1.2072481307844372,-14.862973373719171,-35.89546643137178,22.312101,0.0,-14.862973373719177,10,0.0,992000
-42.281291195860305,141.2912198244768,-3.7601637392596907,33,63.763354167800095,-3.7601637392597134,33,0.0,363493.28,63.763354167800095,nan,-7.951293,0.0,10,-4636.826,141.2912198244768,-3.7601637392596907,-42.281291195860305,25.137125,0.0,-3.7601637392597134,10,0.0,1016000
-17.582842077909447,130.29791506137863,31.056707056895796,34,52.98580547116454,31.05670705689579,34,0.0,809760.3,52.98580547116454,nan,-9.468737,0.0,10,-7631.246,130.29791506137863,31.056707056895796,-17.582842077909447,15.474351,0.0,31.05670705689579,10,0.0,1040000
-32.90009227646248,-23.125214318755624,-27.93732871579594,35,3.0219870548806718,-27.937328715795935,35,0.0,826971.0,3.0219870548806718,nan,-13.667676,0.0,10,-14173.958,-23.125214318755624,-27.93732871579594,-32.90009227646248,14.747957,0.0,-27.937328715795935,10,0.0,1064000
-39.09036036102285,-30.067112913251474,-35.31758595462417,36,2.4590285468731414,-35.31758595462418,36,0.0,660772.94,2.4590285468731414,nan,-14.408818,0.0,10,-27036.785,-30.067112913251474,-35.31758595462417,-39.09036036102285,10.382527,0.0,-35.31758595462418,10,0.0,1088000
-33.91618130081662,-25.98977836639434,-31.16573140798323,37,2.211844209085933,-31.165731407983237,37,0.0,772031.06,2.211844209085933,nan,-11.914242,0.0,10,-30773.744,-25.98977836639434,-31.16573140798323,-33.91618130081662,11.081878,0.0,-31.165731407983237,10,0.0,1112000
-27.288349058737698,-20.121757024249916,-24.04131589924391,38,1.8693859741823204,-24.041315899243916,38,0.0,856255.5,1.8693859741823204,nan,-12.89466,0.0,10,-28525.768,-20.121757024249916,-24.04131589924391,-27.288349058737698,19.006844,0.0,-24.041315899243916,10,0.0,1136000
-27.604334391212507,-16.30296806531384,-19.745712737105954,39,3.2486446386389805,-19.745712737105954,39,0.0,1004070.6,3.2486446386389805,nan,-13.41656,0.0,10,-31499.014,-16.30296806531384,-19.745712737105954,-27.604334391212507,22.341986,0.0,-19.745712737105954,10,0.0,1160000
-42.12348328027123,-9.404682436544753,-24.64244230854086,40,10.422079267610115,-24.642442308540865,40,0.0,1190513.1,10.422079267610115,nan,-10.925554,0.0,10,-18758.535,-9.404682436544753,-24.64244230854086,-42.12348328027123,474.97888,0.0,-24.642442308540865,10,0.0,1184000
-42.201594584418594,-14.538143456936966,-31.26839522268955,41,6.625148362022967,-31.26839522268955,41,0.0,1734823.6,6.625148362022967,nan,-13.827985,0.0,10,-23393.602,-14.538143456936966,-31.26839522268955,-42.201594584418594,175.13565,0.0,-31.26839522268955,10,0.0,1208000
-30.263433260497585,-26.810362789799544,-28.335612502478785,42,1.06881082900578,-28.335612502478785,42,0.0,2313727.0,1.06881082900578,nan,-14.5871105,0.0,10,-33034.68,-26.810362789799544,-28.335612502478785,-30.263433260497585,88.882965,0.0,-28.335612502478785,10,0.0,1232000
-17.40736082404154,-9.908595815018819,-16.28976349521732,43,2.1423933917476594,-16.289763495217315,43,0.0,3975051.8,2.1423933917476594,nan,-14.192032,0.0,10,-41235.6,-9.908595815018819,-16.28976349521732,-17.40736082404154,287.6783,0.0,-16.289763495217315,10,0.0,1256000
-21.69900471583111,-3.2845830996330907,-12.362801628786604,44,5.458035184874394,-12.362801628786615,44,0.0,4098044.5,5.458035184874394,nan,-14.216545,0.0,10,-35196.848,-3.2845830996330907,-12.362801628786604,-21.69900471583111,173.69438,0.0,-12.362801628786615,10,0.0,1280000
-23.266116511782602,-15.481514649578601,-19.18616045728657,45,2.3863374724927997,-19.186160457286565,45,0.0,5581594.5,2.3863374724927997,nan,-15.001457,0.0,10,-38957.176,-15.481514649578601,-19.18616045728657,-23.266116511782602,157.7189,0.0,-19.186160457286565,10,0.0,1304000
-32.83410794020607,-9.95485120511409,-26.984623990806902,46,6.061104024461364,-26.984623990806902,46,0.0,6995255.5,6.061104024461364,nan,-15.367661,0.0,10,-36477.355,-9.95485120511409,-26.984623990806902,-32.83410794020607,203.97838,0.0,-26.984623990806902,10,0.0,1328000
-29.876506147696702,-16.40899873826813,-24.84016942160606,47,3.6624888229434,-24.84016942160606,47,0.0,8504980.0,3.6624888229434,nan,-14.705503,0.0,10,-36930.87,-16.40899873826813,-24.84016942160606,-29.876506147696702,190.21457,0.0,-24.84016942160606,10,0.0,1352000
-28.914946838134565,-17.133460529098503,-20.9279771202551,48,4.229747643114288,-20.9279771202551,48,0.0,11535768.0,4.229747643114288,nan,-15.361124,0.0,10,-43606.54,-17.133460529098503,-20.9279771202551,-28.914946838134565,372.2033,0.0,-20.9279771202551,10,0.0,1376000
-122.44715912262828,76.28406987450015,-23.618856817923493,49,44.59618831564557,-23.618856817923437,49,0.0,9805564.0,44.59618831564557,nan,-15.310991,0.0,10,-25886.54,76.28406987450015,-23.618856817923493,-122.44715912262828,215.54228,0.0,-23.618856817923437,10,0.0,1400000
-63.55106745026949,-21.88476112941645,-33.37568399960706,50,14.046520363542909,-33.37568399960707,50,0.0,14696995.0,14.046520363542909,nan,-18.441687,0.0,10,-31153.068,-21.88476112941645,-33.37568399960706,-63.55106745026949,103.563774,0.0,-33.37568399960707,10,0.0,1424000
-39.45406430450515,49.81163250907878,-10.980523654980157,51,24.53601170033157,-10.98052365498016,51,0.0,23360254.0,24.53601170033157,nan,-22.992182,0.0,10,-47569.39,49.81163250907878,-10.980523654980157,-39.45406430450515,30.37872,0.0,-10.98052365498016,10,0.0,1448000
-37.680247572003786,4.089890883284225,-29.046860455906153,52,11.710847932691621,-29.046860455906153,52,0.0,34364600.0,11.710847932691621,nan,-27.81872,0.0,10,-75964.914,4.089890883284225,-29.046860455906153,-37.680247572003786,14.786618,0.0,-29.046860455906153,10,0.0,1472000
-28.362303670086558,60.12990041359486,-15.885347923507751,53,25.438884414097867,-15.885347923507743,53,0.0,45693180.0,25.438884414097867,nan,-32.054512,0.0,10,-125462.8,60.12990041359486,-15.885347923507751,-28.362303670086558,10.269345,0.0,-15.885347923507743,10,0.0,1496000
-40.75460428879262,56.578471317602016,-0.01925024193973357,54,28.98701622247234,-0.01925024193973144,54,0.0,57140216.0,28.98701622247234,nan,-31.94421,0.0,10,-205280.45,56.578471317602016,-0.01925024193973357,-40.75460428879262,9.14596,0.0,-0.01925024193973144,10,0.0,1520000
-22.083129394230816,80.71818083127518,15.618858305029866,55,34.21926742732522,15.618858305029852,55,0.0,68304376.0,34.21926742732522,nan,-30.812172,0.0,10,-272552.7,80.71818083127518,15.618858305029866,-22.083129394230816,7.830845,0.0,15.618858305029852,10,0.0,1544000
-22.25161830427374,125.41797249833051,1.3581882765121658,56,43.23751222201841,1.358188276512156,56,0.1,69945416.0,43.23751222201841,nan,-29.938637,0.1,10,-302242.16,125.41797249833051,1.3581882765121658,-22.25161830427374,7.826249,0.0,1.358188276512156,10,0.0,1568000
-38.44688987485102,315.0137263817188,29.74634056243039,57,99.89787872729828,29.74634056243041,57,0.0,63762260.0,99.89787872729828,nan,-31.694605,0.0,10,-311424.0,315.0137263817188,29.74634056243039,-38.44688987485102,8.0420685,0.0,29.74634056243041,10,0.0,1592000
-35.711387815957124,-16.3414878518771,-31.12959830773711,58,5.435803274784848,-31.12959830773711,58,0.0,51409560.0,5.435803274784848,nan,-33.40851,0.0,10,-288825.0,-16.3414878518771,-31.12959830773711,-35.711387815957124,34.65787,0.0,-31.12959830773711,10,0.0,1616000
-122.4527496299672,26.688667882100244,-30.226989388215156,59,38.062187555375644,-30.226989388215184,59,0.0,36693260.0,38.062187555375644,nan,-32.588203,0.0,10,-248131.38,26.688667882100244,-30.226989388215156,-122.4527496299672,155.63023,0.0,-30.226989388215184,10,0.0,1640000
-123.54129999153967,12.697878621553146,-38.82758391162046,60,39.084180442336496,-38.82758391162043,60,0.0,33544392.0,39.084180442336496,nan,-30.663443,0.0,10,-261069.14,12.697878621553146,-38.82758391162046,-123.54129999153967,20.88094,0.0,-38.82758391162043,10,0.0,1664000
-86.73963465864549,-37.37759833645175,-63.1403861922134,61,19.035909941419433,-63.1403861922134,61,0.0,28678980.0,19.035909941419433,nan,-29.732534,0.0,10,-248873.58,-37.37759833645175,-63.1403861922134,-86.73963465864549,17.863394,0.0,-63.1403861922134,10,0.0,1688000
-44.47085593446825,-35.638309692649116,-41.38823138700989,62,2.6788298154675383,-41.38823138700988,62,0.0,20023138.0,2.6788298154675383,nan,-28.140368,0.0,10,-178969.22,-35.638309692649116,-41.38823138700989,-44.47085593446825,642.9623,0.0,-41.38823138700988,10,0.0,1712000
-61.18349220631147,-36.56721617890417,-49.078036216048325,63,7.3423424262150565,-49.078036216048325,63,0.0,8186100.0,7.3423424262150565,nan,-18.173933,0.0,10,-41123.56,-36.56721617890417,-49.078036216048325,-61.18349220631147,14812.899,0.0,-49.078036216048325,10,0.0,1736000
-44.76572744118546,-23.105546075990382,-39.93545369936008,64,5.8542260355947136,-39.935453699360075,64,0.0,3304440.8,5.8542260355947136,nan,-10.071877,0.0,10,-2533.6484,-23.105546075990382,-39.93545369936008,-44.76572744118546,12333.222,0.0,-39.935453699360075,10,0.0,1760000
-104.12600261035563,-36.779389479223006,-57.8250566979606,65,29.382925221185914,-57.82505669796058,65,0.0,3212738.0,29.382925221185914,nan,-6.3134727,0.0,10,-3664.8416,-36.779389479223006,-57.8250566979606,-104.12600261035563,4915.4834,0.0,-57.82505669796058,10,0.0,1784000
-103.34692577337871,-80.64160269043562,-86.68333306591268,66,6.2029845100568455,-86.68333306591265,66,0.0,2212370.5,6.2029845100568455,nan,-5.5073686,0.0,10,8823.85,-80.64160269043562,-86.68333306591268,-103.34692577337871,5604.145,0.0,-86.68333306591265,10,0.0,1808000
-63.2900384204194,-9.814799044279031,-36.95592561058645,67,14.471888502924518,-36.95592561058645,67,0.0,84494.9,14.471888502924518,nan,-1.158491,0.0,10,20735.164,-9.814799044279031,-36.95592561058645,-63.2900384204194,11598.59,0.0,-36.95592561058645,10,0.0,1832000
-86.25717381015289,-39.382832436517845,-62.89352767333654,68,21.559273293793563,-62.89352767333653,68,0.0,52728.254,21.559273293793563,nan,-1.9432595,0.0,10,16714.668,-39.382832436517845,-62.89352767333654,-86.25717381015289,2794.4473,0.0,-62.89352767333653,10,0.0,1856000
-48.9098822400001,-39.488350073213375,-44.89301602735344,69,2.968609205180884,-44.89301602735344,69,0.0,59680.223,2.968609205180884,nan,-2.308242,0.0,10,19843.455,-39.488350073213375,-44.89301602735344,-48.9098822400001,5477.573,0.0,-44.89301602735344,10,0.0,1880000
-36.06043116855174,-24.905120595508087,-30.307788847873685,70,3.371259291759,-30.307788847873685,70,0.0,15161.486,3.371259291759,nan,0.95879537,0.0,10,10677.226,-24.905120595508087,-30.307788847873685,-36.06043116855174,1939.5785,0.0,-30.307788847873685,10,0.0,1904000
-44.66207440881716,-34.85602674275851,-40.353326105606406,71,3.106559244375284,-40.35332610560641,71,0.0,20484.533,3.106559244375284,nan,2.4385462,0.0,10,9514.986,-34.85602674275851,-40.353326105606406,-44.66207440881716,1495.383,0.0,-40.35332610560641,10,0.0,1928000
-57.06150224516534,-35.35487718252801,-40.08657072248651,72,5.899765960643107,-40.08657072248652,72,0.0,2981.1921,5.899765960643107,nan,3.64713,0.0,10,6516.903,-35.35487718252801,-40.08657072248651,-57.06150224516534,327.1147,0.0,-40.08657072248652,10,0.0,1952000
-42.65311169916536,-36.86679430489824,-40.29800902958203,73,1.773874297246633,-40.298009029582026,73,0.0,2087.951,1.773874297246633,nan,3.988166,0.0,10,5396.145,-36.86679430489824,-40.29800902958203,-42.65311169916536,278.4464,0.0,-40.298009029582026,10,0.0,1976000
-73.80417914742847,-42.08876987887637,-57.56212970700695,74,10.699485217192535,-57.56212970700695,74,0.0,4935.009,10.699485217192535,nan,3.8910913,0.0,10,3657.4688,-42.08876987887637,-57.56212970700695,-73.80417914742847,170.26772,0.0,-57.56212970700695,10,0.0,2000000
-41.3182444053834,-34.675073343410894,-38.54844171694135,75,2.412728116511867,-38.54844171694134,75,0.0,5265.026,2.412728116511867,nan,4.8624783,0.0,10,10140.005,-34.675073343410894,-38.54844171694135,-41.3182444053834,1556.8845,0.0,-38.54844171694134,10,0.0,2024000
-100.50007021132252,-81.23433613245284,-88.3869805704459,76,4.606966404915806,-88.3869805704459,76,0.0,38269.77,4.606966404915806,nan,2.4890327,0.0,10,8518.148,-81.23433613245284,-88.3869805704459,-100.50007021132252,1479.1682,0.0,-88.3869805704459,10,0.0,2048000
-90.46988502311483,-44.10909093602712,-66.75638479198457,77,18.269990117110307,-66.75638479198454,77,0.0,11190.686,18.269990117110307,nan,4.229537,0.0,10,7668.63,-44.10909093602712,-66.75638479198457,-90.46988502311483,145.9997,0.0,-66.75638479198454,10,0.0,2072000
-103.18903999042378,-10.596165216184106,-58.68079438781672,78,36.48500294731837,-58.680794387816704,78,0.0,5666.6396,36.48500294731837,nan,3.6150181,0.0,10,5845.891,-10.596165216184106,-58.68079438781672,-103.18903999042378,72.12107,0.0,-58.680794387816704,10,0.0,2096000
-108.55946733528245,-74.03378815993564,-81.94719714041892,79,9.581817779663307,-81.94719714041892,79,0.0,21453.254,9.581817779663307,nan,4.434108,0.0,10,2861.979,-74.03378815993564,-81.94719714041892,-108.55946733528245,51.571465,0.0,-81.94719714041892,10,0.0,2120000
-107.96739375743574,-26.281245150223693,-54.6314629034715,80,27.023438527065938,-54.63146290347148,80,0.0,2017.4886,27.023438527065938,nan,4.8225236,0.0,10,3922.3364,-26.281245150223693,-54.6314629034715,-107.96739375743574,163.8235,0.0,-54.63146290347148,10,0.0,2144000
-40.77667866796585,-34.525941528122644,-37.99393450593246,81,1.9167416825507684,-37.993934505932444,81,0.0,722.87024,1.9167416825507684,nan,5.2440906,0.0,10,2243.604,-34.525941528122644,-37.99393450593246,-40.77667866796585,60.70443,0.0,-37.993934505932444,10,0.0,2168000
-115.80935613709876,-7.437718838013995,-73.26662729646424,82,38.85604001496663,-73.26662729646424,82,0.0,161182.84,38.85604001496663,nan,3.478547,0.0,10,6579.234,-7.437718838013995,-73.26662729646424,-115.80935613709876,1285.4861,0.0,-73.26662729646424,10,0.0,2192000
-44.30573563485126,-36.378116403110084,-41.28571761162494,83,2.5015186322579823,-41.285717611624925,83,0.0,13963.64,2.5015186322579823,nan,4.5525913,0.0,10,3345.3845,-36.378116403110084,-41.28571761162494,-44.30573563485126,812.56006,0.0,-41.285717611624925,10,0.0,2216000
-113.39385036336346,-56.341904059860774,-86.2329259833546,84,25.491286702656918,-86.23292598335459,84,0.0,1235648.5,25.491286702656918,nan,2.599823,0.0,10,6171.768,-56.341904059860774,-86.2329259833546,-113.39385036336346,2062.4485,0.0,-86.23292598335459,10,0.0,2240000
-77.34035401457989,-34.67787374649034,-54.98010772140285,85,18.2572252003538,-54.98010772140285,85,0.0,2601.7126,18.2572252003538,nan,5.536354,0.0,10,4243.8804,-34.67787374649034,-54.98010772140285,-77.34035401457989,1619.2574,0.0,-54.98010772140285,10,0.0,2264000
-36.29466726134071,-21.946005702570925,-27.332160910684827,86,4.015131875652288,-27.332160910684813,86,0.0,2410.6042,4.015131875652288,nan,5.5531397,0.0,10,2554.4697,-21.946005702570925,-27.332160910684827,-36.29466726134071,763.0922,0.0,-27.332160910684813,10,0.0,2288000
-104.25277509767392,-78.65368074213073,-94.7622835519807,87,9.339706927501188,-94.76228355198073,87,0.0,1315458.8,9.339706927501188,nan,3.7386675,0.0,10,8054.0977,-78.65368074213073,-94.7622835519807,-104.25277509767392,1250.2728,0.0,-94.76228355198073,10,0.0,2312000
-83.99350343991328,-36.76154267336214,-53.739985948793915,88,18.29210910966776,-53.73998594879392,88,0.0,11285.48,18.29210910966776,nan,4.853672,0.0,10,3690.9153,-36.76154267336214,-53.739985948793915,-83.99350343991328,1951.3387,0.0,-53.73998594879392,10,0.0,2336000
-102.10812261371277,-62.340909194620856,-89.17669403286001,89,11.482368508203622,-89.17669403286001,89,0.0,492521.16,11.482368508203622,nan,5.0113773,0.0,10,3024.614,-62.340909194620856,-89.17669403286001,-102.10812261371277,1929.3507,0.0,-89.17669403286001,10,0.0,2360000
-66.47860956013999,-55.347634975946285,-59.78746148159121,90,3.202640865095282,-59.78746148159122,90,0.0,1224.7491,3.202640865095282,nan,5.733036,0.0,10,3246.111,-55.347634975946285,-59.78746148159121,-66.47860956013999,1684.9805,0.0,-59.78746148159122,10,0.0,2384000
-51.56830571405411,-7.8526133146650245,-18.79207099447512,91,12.22059896110071,-18.792070994475118,91,0.0,6196.465,12.22059896110071,nan,6.0000772,0.0,10,1931.6785,-7.8526133146650245,-18.79207099447512,-51.56830571405411,1079.077,0.0,-18.792070994475118,10,0.0,2408000
