MetaTest/Average/MaxReturn,MetaTest/soccer-v1/SuccessRate,MetaTest/soccer-v1/MaxReturn,MetaTrain/Average/QfLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/soccer-v1/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/MinReturn,MetaTest/soccer-v1/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/soccer-v1/NumTrajs,MetaTest/Average/NumTrajs,MetaTrain/Average/Alpha,MetaTest/soccer-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/soccer-v1/Iteration,MetaTest/soccer-v1/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/soccer-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/Iteration
7404.3316121287135,0.8,7404.3316121287135,11766600.0,508.4558,726.009643906749,-146615.33,-19.208612925558292,-19.208612925558292,-23.277683,10,10,nan,726.0096439067491,726.0096439067491,17,0.0,726.009643906749,0.8,632000,2226.1078177199634,0.0,2226.1078177199634,17
-18.16508892035582,0.3,-18.16508892035582,12161539.0,263.13968,-36.34593426322902,-149459.56,-93.46422746172291,-93.46422746172291,-24.848368,10,10,nan,-36.34593426322904,-36.34593426322904,18,0.0,-36.34593426322902,0.3,656000,22.53996918918263,0.0,22.53996918918263,18
-97.96798619486898,0.0,-97.96798619486898,11238015.0,684.46735,-111.87242138755362,-148788.25,-127.72324628270144,-127.72324628270144,-24.627388,10,10,nan,-111.87242138755366,-111.87242138755366,19,0.0,-111.87242138755362,0.0,680000,9.922856208952473,0.0,9.922856208952473,19
22064.693399921693,0.3,22064.693399921693,9814196.0,405.67273,2178.6283840984556,-142778.45,-103.09893729858902,-103.09893729858902,-23.583143,10,10,nan,2178.6283840984543,2178.6283840984543,20,0.0,2178.6283840984556,0.3,704000,6628.974769609235,0.0,6628.974769609235,20
-17.257399560254317,0.4,-17.257399560254317,9246054.0,233.69116,-25.78751635776562,-140812.52,-53.018790816068176,-53.018790816068176,-22.06851,10,10,nan,-25.78751635776562,-25.78751635776562,21,0.0,-25.78751635776562,0.4,728000,11.833548060706336,0.0,11.833548060706336,21
31126.886007803292,0.4,31126.886007803292,8962805.0,63.948826,3090.1484032376798,-146346.81,-42.810140066740516,-42.810140066740516,-20.964796,10,10,nan,3090.148403237683,3090.148403237683,22,0.0,3090.1484032376798,0.4,752000,9345.584077202051,0.0,9345.584077202051,22
39641.90440317401,0.3,39641.90440317401,8294224.0,350.3281,4350.637308589424,-137548.02,-63.984031016680106,-63.984031016680106,-20.089539,10,10,nan,4350.637308589425,4350.637308589425,23,0.0,4350.637308589424,0.3,776000,11811.195090573015,0.0,11811.195090573015,23
33051.31995041462,0.8,33051.31995041462,8114560.0,653.2888,3314.296083659461,-136407.14,-19.039725040297697,-19.039725040297697,-19.80355,10,10,nan,3314.296083659459,3314.296083659459,24,0.0,3314.296083659461,0.8,800000,9912.6353739819,0.0,9912.6353739819,24
2415.673648692164,0.5,2415.673648692164,9334561.0,17.769207,315.3101631592273,-142940.83,-93.27728252999505,-93.27728252999505,-20.560844,10,10,nan,315.3101631592272,315.3101631592272,25,0.0,315.3101631592273,0.5,824000,759.4649828998064,0.0,759.4649828998064,25
105842.34096327367,0.3,105842.34096327367,9921787.0,14.711191,19785.7310607545,-141563.33,-19.342240868262834,-19.342240868262834,-20.654402,10,10,nan,19785.73106075449,19785.73106075449,26,0.0,19785.7310607545,0.3,848000,39590.76181091028,0.0,39590.76181091028,26
85298.7034314312,0.4,85298.7034314312,10341588.0,15.221579,16613.156685547925,-133033.36,-17.828183454475212,-17.828183454475212,-20.172739,10,10,nan,16613.156685547918,16613.156685547918,27,0.0,16613.156685547925,0.4,872000,32091.218674882406,0.0,32091.218674882406,27
102903.9374893103,0.4,102903.9374893103,10867755.0,15.386792,22279.806798182643,-133968.14,-16.272415882512668,-16.272415882512668,-19.522076,10,10,nan,22279.806798182635,22279.806798182635,28,0.0,22279.806798182643,0.4,896000,36917.46955892959,0.0,36917.46955892959,28
111552.02434945379,0.0,111552.02434945379,11183295.0,17.065702,53392.9464170964,-133625.08,-16.234388613021817,-16.234388613021817,-19.207882,10,10,nan,53392.946417096384,53392.946417096384,29,0.0,53392.9464170964,0.0,920000,44563.033979861335,0.0,44563.033979861335,29
99508.2675365071,0.1,99508.2675365071,11342831.0,17.748724,64883.94920126413,-129793.75,4494.897155852877,4494.897155852877,-18.811335,10,10,nan,64883.94920126411,64883.94920126411,30,0.0,64883.94920126413,0.1,944000,33280.943082044345,0.0,33280.943082044345,30
99825.08595567165,0.4,99825.08595567165,11168561.0,18.691137,58763.449657184574,-122799.9,-24.050860168011123,-24.050860168011123,-18.387548,10,10,nan,58763.44965718455,58763.44965718455,31,0.0,58763.449657184574,0.4,968000,35262.466265444375,0.0,35262.466265444375,31
105754.89032051079,0.2,105754.89032051079,11922501.0,21.458324,37545.90333935578,-119283.04,-22.224969972567763,-22.224969972567763,-19.139986,10,10,nan,37545.90333935576,37545.90333935576,32,0.0,37545.90333935578,0.2,992000,39110.884996671404,0.0,39110.884996671404,32
102044.36739918507,0.2,102044.36739918507,13176761.0,26.541706,39175.644908901486,-117757.03,-16.1150350653682,-16.1150350653682,-18.926243,10,10,nan,39175.64490890149,39175.64490890149,33,0.0,39175.644908901486,0.2,1016000,40563.12016085949,0.0,40563.12016085949,33
110636.97780607385,0.2,110636.97780607385,15080333.0,27.340527,51380.2134478088,-121009.77,-37.229527312233465,-37.229527312233465,-19.442696,10,10,nan,51380.2134478088,51380.2134478088,34,0.0,51380.2134478088,0.2,1040000,44620.40128600626,0.0,44620.40128600626,34
44338.78123541216,0.0,44338.78123541216,16085102.0,483.8892,5833.017430034972,-111271.54,-55.20067061820804,-55.20067061820804,-21.344227,10,10,nan,5833.017430034973,5833.017430034973,35,0.0,5833.017430034972,0.0,1064000,13489.843019340406,0.0,13489.843019340406,35
114356.48013581216,0.2,114356.48013581216,16367804.0,72.2708,52169.944110085235,-113272.38,426.3393388832728,426.3393388832728,-20.977943,10,10,nan,52169.94411008522,52169.94411008522,36,0.0,52169.944110085235,0.2,1088000,45084.23002020628,0.0,45084.23002020628,36
119544.32890638203,0.0,119544.32890638203,18598224.0,52.316116,35669.631510450316,-127535.695,-32.957714367826746,-32.957714367826746,-20.898306,10,10,nan,35669.63151045033,35669.63151045033,37,0.0,35669.631510450316,0.0,1112000,36018.34310352288,0.0,36018.34310352288,37
85556.69559889205,0.0,85556.69559889205,15486225.0,1264.5145,14082.840198267466,-87471.15,-30.157851532065454,-30.157851532065454,-18.8745,10,10,nan,14082.840198267464,14082.840198267464,38,0.0,14082.840198267466,0.0,1136000,26834.888927878736,0.0,26834.888927878736,38
93214.8115645635,0.3,93214.8115645635,16545382.0,1270.7633,37065.254346432754,-86446.72,-19.561074709222158,-19.561074709222158,-20.404343,10,10,nan,37065.254346432754,37065.254346432754,39,0.0,37065.254346432754,0.3,1160000,37628.20433483144,0.0,37628.20433483144,39
183121.42939238512,0.2,183121.42939238512,22185804.0,407.99426,66618.09147705763,-121010.23,-13.931881962434225,-13.931881962434225,-21.526321,10,10,nan,66618.09147705763,66618.09147705763,40,0.0,66618.09147705763,0.2,1184000,57246.17335220877,0.0,57246.17335220877,40
91774.05620360398,0.1,91774.05620360398,25860488.0,156.77586,38125.30409309463,-151372.67,98.43789723702503,98.43789723702503,-21.27203,10,10,nan,38125.304093094644,38125.304093094644,41,0.0,38125.30409309463,0.1,1208000,40843.50130620335,0.0,40843.50130620335,41
68146.03928101018,0.1,68146.03928101018,25896510.0,102.73933,14872.830385598649,-156510.44,39.50942612902963,39.50942612902963,-21.778608,10,10,nan,14872.830385598645,14872.830385598645,42,0.0,14872.830385598649,0.1,1232000,21490.05541374699,0.0,21490.05541374699,42
89856.7655352378,0.0,89856.7655352378,25590838.0,83.91075,51933.82892779076,-156858.39,167.09455212558493,167.09455212558493,-22.712408,10,10,nan,51933.82892779077,51933.82892779077,43,0.0,51933.82892779076,0.0,1256000,30198.08700641686,0.0,30198.08700641686,43
104053.66809611992,0.1,104053.66809611992,25875186.0,76.69898,54273.610274316525,-158795.55,191.04663426410244,191.04663426410244,-23.839249,10,10,nan,54273.61027431653,54273.61027431653,44,0.0,54273.610274316525,0.1,1280000,36030.15073979232,0.0,36030.15073979232,44
99757.6906503308,0.0,99757.6906503308,27594962.0,96.03587,46841.248496445114,-159279.08,6.785075291091162,6.785075291091162,-22.983173,10,10,nan,46841.248496445114,46841.248496445114,45,0.0,46841.248496445114,0.0,1304000,39737.24525804082,0.0,39737.24525804082,45
120886.20724388484,0.0,120886.20724388484,28904940.0,226.23492,76740.49405629098,-155655.05,58.46318659477047,58.46318659477047,-22.108004,10,10,nan,76740.49405629102,76740.49405629102,46,0.0,76740.49405629098,0.0,1328000,40353.5959524215,0.0,40353.5959524215,46
111805.23531756736,0.0,111805.23531756736,28625996.0,358.37308,63827.25684982848,-155852.22,2.0644183154059834,2.0644183154059834,-21.313316,10,10,nan,63827.256849828445,63827.256849828445,47,0.0,63827.25684982848,0.0,1352000,31769.1214605793,0.0,31769.1214605793,47
99248.30087958825,0.0,99248.30087958825,28948510.0,256.16913,30819.775338074047,-152970.19,-21.331033994696178,-21.331033994696178,-20.866947,10,10,nan,30819.775338074047,30819.775338074047,48,0.0,30819.775338074047,0.0,1376000,37418.09796480695,0.0,37418.09796480695,48
116792.66974811432,0.0,116792.66974811432,28491480.0,1263.2698,50357.037937068744,-145946.53,-29.409967115892233,-29.409967115892233,-20.645203,10,10,nan,50357.03793706872,50357.03793706872,49,0.0,50357.037937068744,0.0,1400000,45914.237941437576,0.0,45914.237941437576,49
95062.23963798415,0.2,95062.23963798415,28124282.0,657.2172,38105.137591074,-145502.77,-34.242890059678906,-34.242890059678906,-20.355066,10,10,nan,38105.13759107401,38105.13759107401,50,0.0,38105.137591074,0.2,1424000,36886.33244982896,0.0,36886.33244982896,50
110497.70733820634,0.0,110497.70733820634,30536634.0,448.34714,48608.66181337973,-147258.4,-37.32371038990611,-37.32371038990611,-19.8265,10,10,nan,48608.66181337972,48608.66181337972,51,0.0,48608.66181337973,0.0,1448000,39450.60642984511,0.0,39450.60642984511,51
113382.6562070916,0.0,113382.6562070916,32551608.0,25.947926,71163.16782625063,-152371.84,279.73693678730245,279.73693678730245,-19.277565,10,10,nan,71163.16782625063,71163.16782625063,52,0.0,71163.16782625063,0.0,1472000,37820.99328081037,0.0,37820.99328081037,52
99952.84769393297,0.1,99952.84769393297,32889876.0,22.107634,54562.36939897691,-155274.88,-18.676253246627844,-18.676253246627844,-19.309525,10,10,nan,54562.369398976894,54562.369398976894,53,0.0,54562.36939897691,0.1,1496000,40734.81338737339,0.0,40734.81338737339,53
125297.91405743145,0.0,125297.91405743145,34114800.0,19.724636,42843.52403662515,-158279.62,772.0639133641506,772.0639133641506,-19.250294,10,10,nan,42843.524036625146,42843.524036625146,54,0.0,42843.52403662515,0.0,1520000,39923.82187088339,0.0,39923.82187088339,54
124776.74673842324,0.3,124776.74673842324,36001736.0,19.534979,65381.33139882093,-159793.66,679.5993788495398,679.5993788495398,-19.220089,10,10,nan,65381.33139882093,65381.33139882093,55,0.0,65381.33139882093,0.3,1544000,44489.55511198958,0.0,44489.55511198958,55
109209.17849950337,0.0,109209.17849950337,36062390.0,19.775606,70982.94855854475,-160153.11,709.52145613107,709.52145613107,-19.087688,10,10,nan,70982.94855854475,70982.94855854475,56,0.0,70982.94855854475,0.0,1568000,38929.37803093725,0.0,38929.37803093725,56
108406.96728094852,0.0,108406.96728094852,36935744.0,19.275314,49022.35497005565,-160822.02,1306.995674170623,1306.995674170623,-19.35178,10,10,nan,49022.35497005567,49022.35497005567,57,0.0,49022.35497005565,0.0,1592000,38490.22774744049,0.0,38490.22774744049,57
113238.73355527739,0.0,113238.73355527739,38835930.0,27.22326,68799.43524194472,-161241.9,77.63865623873043,77.63865623873043,-19.741692,10,10,nan,68799.43524194471,68799.43524194471,58,0.0,68799.43524194472,0.0,1616000,38250.69157552972,0.0,38250.69157552972,58
143687.71930028172,0.1,143687.71930028172,39089904.0,42.351913,65890.87251599033,-165957.16,845.0715865337521,845.0715865337521,-19.75747,10,10,nan,65890.87251599037,65890.87251599037,59,0.0,65890.87251599033,0.1,1640000,43027.27119980026,0.0,43027.27119980026,59
108462.1249817413,0.0,108462.1249817413,39235956.0,362.96072,58493.77370833028,-164181.4,16199.527192248872,16199.527192248872,-20.426424,10,10,nan,58493.77370833028,58493.77370833028,60,0.0,58493.77370833028,0.0,1664000,31640.126054982138,0.0,31640.126054982138,60
105624.97693984055,0.0,105624.97693984055,40500332.0,26.756609,76808.01930075159,-172954.84,58082.175228719294,58082.175228719294,-20.37853,10,10,nan,76808.01930075159,76808.01930075159,61,0.0,76808.01930075159,0.0,1688000,15948.51040104903,0.0,15948.51040104903,61
128003.26071510994,0.0,128003.26071510994,42817890.0,28.254574,44448.00505658929,-177353.77,-97.69000098379053,-97.69000098379053,-20.635153,10,10,nan,44448.005056589274,44448.005056589274,62,0.0,44448.00505658929,0.0,1712000,55254.98758443953,0.0,55254.98758443953,62
104245.84146644597,0.0,104245.84146644597,42857700.0,484.11328,41741.50731888102,-176310.9,331.71438329831494,331.71438329831494,-21.033484,10,10,nan,41741.50731888104,41741.50731888104,63,0.0,41741.50731888102,0.0,1736000,39133.96350294404,0.0,39133.96350294404,63
113107.8086767016,0.0,113107.8086767016,43000644.0,28.82225,78988.61037026042,-179732.52,362.21223824733664,362.21223824733664,-20.566406,10,10,nan,78988.6103702604,78988.6103702604,64,0.0,78988.61037026042,0.0,1760000,30272.91021199564,0.0,30272.91021199564,64
111420.26263629977,0.0,111420.26263629977,44301930.0,23.094063,53992.897994225066,-180382.23,1265.6394333795538,1265.6394333795538,-20.506926,10,10,nan,53992.897994225044,53992.897994225044,65,0.0,53992.897994225066,0.0,1784000,40475.47508061104,0.0,40475.47508061104,65
116860.7575976407,0.1,116860.7575976407,46193736.0,26.092247,68198.17310186208,-189390.12,252.0840869024306,252.0840869024306,-20.92984,10,10,nan,68198.17310186206,68198.17310186206,66,0.0,68198.17310186208,0.1,1808000,34651.913927892616,0.0,34651.913927892616,66
104461.56087569274,0.0,104461.56087569274,44402390.0,28.980352,62505.84565899203,-188305.73,465.45594680981543,465.45594680981543,-21.054579,10,10,nan,62505.845658992046,62505.845658992046,67,0.0,62505.84565899203,0.0,1832000,36035.4497302969,0.0,36035.4497302969,67
111414.4465033949,0.0,111414.4465033949,45557776.0,38.23027,89945.58922406434,-188490.45,62444.39607745437,62444.39607745437,-21.120848,10,10,nan,89945.58922406432,89945.58922406432,68,0.0,89945.58922406434,0.0,1856000,15132.291818427777,0.0,15132.291818427777,68
107424.89002867154,0.0,107424.89002867154,44893920.0,105.64384,63925.72231887906,-183591.05,670.6110662163468,670.6110662163468,-21.658382,10,10,nan,63925.72231887904,63925.72231887904,69,0.0,63925.72231887906,0.0,1880000,32975.08326715257,0.0,32975.08326715257,69
100465.12149748336,0.0,100465.12149748336,44910404.0,37.347206,61633.26093454583,-188663.69,3814.4446787750867,3814.4446787750867,-21.941338,10,10,nan,61633.260934545855,61633.260934545855,70,0.0,61633.26093454583,0.0,1904000,33891.327923898614,0.0,33891.327923898614,70
114498.56458404835,0.0,114498.56458404835,45119276.0,244.36868,77192.36554111607,-187776.7,28306.206043984686,28306.206043984686,-22.161512,10,10,nan,77192.36554111607,77192.36554111607,71,0.0,77192.36554111607,0.0,1928000,25105.105089520548,0.0,25105.105089520548,71
106634.51455430502,0.1,106634.51455430502,44586370.0,796.1691,56808.99277194574,-182171.05,696.7551253829304,696.7551253829304,-22.696785,10,10,nan,56808.992771945734,56808.992771945734,72,0.0,56808.99277194574,0.1,1952000,34360.47037557949,0.0,34360.47037557949,72
120595.29320589497,0.2,120595.29320589497,44507596.0,43.17611,76647.55329025957,-193409.4,735.9580942838156,735.9580942838156,-22.535828,10,10,nan,76647.55329025959,76647.55329025959,73,0.0,76647.55329025957,0.2,1976000,39215.2439636908,0.0,39215.2439636908,73
106323.15441073061,0.0,106323.15441073061,46333804.0,55.933228,38176.36686241244,-191582.7,-123.06012687263396,-123.06012687263396,-23.108013,10,10,nan,38176.36686241247,38176.36686241247,74,0.0,38176.36686241244,0.0,2000000,41974.600312548784,0.0,41974.600312548784,74
136017.67395935723,0.1,136017.67395935723,41724940.0,44.487003,63818.51547150952,-186935.7,-15.444897767731073,-15.444897767731073,-23.0494,10,10,nan,63818.51547150953,63818.51547150953,75,0.0,63818.51547150952,0.1,2024000,43641.61236795383,0.0,43641.61236795383,75
103601.62842711438,0.0,103601.62842711438,43791412.0,39.40668,71368.20506658222,-191596.23,16365.055006969858,16365.055006969858,-22.91273,10,10,nan,71368.20506658223,71368.20506658223,76,0.0,71368.20506658222,0.0,2048000,23729.981757443227,0.0,23729.981757443227,76
102675.37598514356,0.0,102675.37598514356,43779508.0,169.55464,50625.36346447356,-189444.64,474.29173715472876,474.29173715472876,-22.61416,10,10,nan,50625.363464473565,50625.363464473565,77,0.0,50625.36346447356,0.0,2072000,33826.55342171984,0.0,33826.55342171984,77
112247.4774547091,0.0,112247.4774547091,43731404.0,44.249306,71328.26860680815,-188590.31,22356.43118250085,22356.43118250085,-22.391008,10,10,nan,71328.26860680815,71328.26860680815,78,0.0,71328.26860680815,0.0,2096000,26152.895977151325,0.0,26152.895977151325,78
124522.58896962141,0.0,124522.58896962141,43655450.0,1398.973,66013.3875713908,-184079.14,-13.667011784571706,-13.667011784571706,-22.279144,10,10,nan,66013.3875713908,66013.3875713908,79,0.0,66013.3875713908,0.0,2120000,34206.73049557832,0.0,34206.73049557832,79
100672.74749391605,0.1,100672.74749391605,42550250.0,6915.389,58167.920428387704,-171051.05,2222.2507658668774,2222.2507658668774,-22.944925,10,10,nan,58167.92042838769,58167.92042838769,80,0.0,58167.920428387704,0.1,2144000,26195.077517758553,0.0,26195.077517758553,80
99453.88615498427,0.1,99453.88615498427,40492310.0,7906.97,65270.511283852116,-173030.94,6079.70499631468,6079.70499631468,-23.384497,10,10,nan,65270.5112838521,65270.5112838521,81,0.0,65270.511283852116,0.1,2168000,28825.138619441357,0.0,28825.138619441357,81
105588.43894145485,0.0,105588.43894145485,42308788.0,1553.5082,73853.71943933931,-179334.72,32877.58073730939,32877.58073730939,-23.155886,10,10,nan,73853.71943933933,73853.71943933933,82,0.0,73853.71943933931,0.0,2192000,25103.230859480023,0.0,25103.230859480023,82
119583.13033831038,0.2,119583.13033831038,44357010.0,73.35471,71198.56694005916,-187052.52,16.936448304309437,16.936448304309437,-22.62465,10,10,nan,71198.56694005916,71198.56694005916,83,0.0,71198.56694005916,0.2,2216000,39749.42718518415,0.0,39749.42718518415,83
127260.13986208153,0.0,127260.13986208153,44572190.0,25.92367,62781.84451350481,-189825.38,-14.808427595585274,-14.808427595585274,-22.606104,10,10,nan,62781.8445135048,62781.8445135048,84,0.0,62781.84451350481,0.0,2240000,42249.22985233218,0.0,42249.22985233218,84
95974.18909477079,0.2,95974.18909477079,45346960.0,30.78466,54846.56218000253,-187508.66,-9.542696825227353,-9.542696825227353,-22.763494,10,10,nan,54846.562180002555,54846.562180002555,85,0.0,54846.56218000253,0.2,2264000,31455.173068839093,0.0,31455.173068839093,85
105240.82129459192,0.0,105240.82129459192,45900644.0,280.91626,80152.47015714431,-183265.77,17088.72354004905,17088.72354004905,-22.88718,10,10,nan,80152.4701571443,80152.4701571443,86,0.0,80152.47015714431,0.0,2288000,27622.791589080876,0.0,27622.791589080876,86
124007.74316247003,0.0,124007.74316247003,46033560.0,219.37076,54092.02561482509,-179125.06,650.5170404438697,650.5170404438697,-23.150429,10,10,nan,54092.02561482509,54092.02561482509,87,0.0,54092.02561482509,0.0,2312000,37254.62590617416,0.0,37254.62590617416,87
98229.61601461623,0.0,98229.61601461623,43066652.0,49.198177,69984.32638754959,-159669.2,1192.6189740205368,1192.6189740205368,-22.888254,10,10,nan,69984.32638754958,69984.32638754958,88,0.0,69984.32638754959,0.0,2336000,27359.88527911278,0.0,27359.88527911278,88
101279.6802103283,0.0,101279.6802103283,45984656.0,30.432756,76929.94620328562,-181339.25,38491.57870321064,38491.57870321064,-22.67998,10,10,nan,76929.94620328561,76929.94620328561,89,0.0,76929.94620328562,0.0,2360000,19966.631355068024,0.0,19966.631355068024,89
92331.99653401466,0.0,92331.99653401466,49066936.0,26.01547,30981.880549845228,-187815.45,-20.477392457499946,-20.477392457499946,-22.58445,10,10,nan,30981.880549845235,30981.880549845235,90,0.0,30981.880549845228,0.0,2384000,31981.73222413811,0.0,31981.73222413811,90
196828.4432274658,0.1,196828.4432274658,49832036.0,26.512423,64241.33384442098,-189434.47,411.25334122604534,411.25334122604534,-22.519133,10,10,nan,64241.33384442095,64241.33384442095,91,0.0,64241.33384442098,0.1,2408000,56294.13107357738,0.0,56294.13107357738,91
113124.24120397355,0.0,113124.24120397355,49255584.0,26.566038,68740.9306785315,-190296.64,6819.835588372682,6819.835588372682,-22.622438,10,10,nan,68740.93067853148,68740.93067853148,92,0.0,68740.9306785315,0.0,2432000,33297.730307295526,0.0,33297.730307295526,92
97042.46619936624,0.0,97042.46619936624,50602470.0,28.173185,67419.98349408635,-195444.22,21100.61722701748,21100.61722701748,-22.745466,10,10,nan,67419.98349408634,67419.98349408634,93,0.0,67419.98349408635,0.0,2456000,22994.03568942488,0.0,22994.03568942488,93
105277.86927517166,0.0,105277.86927517166,50059920.0,29.894438,71712.66901405719,-196854.77,40027.931325813035,40027.931325813035,-22.62721,10,10,nan,71712.66901405723,71712.66901405723,94,0.0,71712.66901405719,0.0,2480000,22501.5039149123,0.0,22501.5039149123,94
107136.28267419696,0.0,107136.28267419696,48583370.0,31.450161,59243.28424601084,-198064.05,17375.385085412538,17375.385085412538,-22.42511,10,10,nan,59243.284246010844,59243.284246010844,95,0.0,59243.28424601084,0.0,2504000,28995.835316730998,0.0,28995.835316730998,95
103373.48098139957,0.1,103373.48098139957,49021800.0,29.65918,55654.34090616737,-197557.05,1014.6541678411143,1014.6541678411143,-22.400043,10,10,nan,55654.3409061674,55654.3409061674,96,0.0,55654.34090616737,0.1,2528000,32581.031892485444,0.0,32581.031892485444,96
