MetaTrain/Average/QfLoss,MetaTest/Average/MinReturn,MetaTest/door-unlock-v1/TerminationRate,MetaTest/door-unlock-v1/Iteration,MetaTest/door-unlock-v1/MaxReturn,MetaTest/door-unlock-v1/MinReturn,MetaTest/door-unlock-v1/NumTrajs,MetaTest/Average/Iteration,MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTrain/Average/PolicyLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/door-unlock-v1/StdReturn,MetaTest/door-unlock-v1/AverageDiscountedReturn,MetaTest/door-unlock-v1/AverageReturn,MetaTrain/Average/AlphaLoss,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTest/door-unlock-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate
3873672.8,-51.596128115905785,0.0,22,15599.842395183938,-51.596128115905785,10,22,10,0.4,-31644.94,135.04318,6504.496234123378,6778.584085619671,6778.584085619669,-10.779489,752000,6778.584085619671,6504.496234123378,nan,0.4,6778.584085619669,15599.842395183938,0.0
3965793.0,-31.721767188409206,0.0,23,6735.788766051097,-31.721767188409206,10,23,10,0.4,-32711.564,161.66869,2360.950531578478,1466.5666956021714,1466.566695602171,-10.576646,776000,1466.5666956021714,2360.950531578478,nan,0.4,1466.566695602171,6735.788766051097,0.0
3931572.8,568.222159971358,0.0,24,17348.790038143277,568.222159971358,10,24,10,0.5,-32560.684,130.21515,6072.749273296796,8635.227042044238,8635.227042044236,-10.268851,800000,8635.227042044238,6072.749273296796,nan,0.5,8635.227042044236,17348.790038143277,0.0
4008808.8,-26.37988682117552,0.0,25,15913.811797419881,-26.37988682117552,10,25,10,0.2,-32754.91,157.10303,6692.713696085889,8111.386413416582,8111.386413416583,-10.517824,824000,8111.386413416582,6692.713696085889,nan,0.2,8111.386413416583,15913.811797419881,0.0
4109785.0,-27.947729323068447,0.0,26,14188.830428878824,-27.947729323068447,10,26,10,0.2,-34179.77,183.35385,5799.997533125116,5555.228448394888,5555.228448394884,-11.019196,848000,5555.228448394888,5799.997533125116,nan,0.2,5555.228448394884,14188.830428878824,0.0
4324601.0,2204.064307857401,0.0,27,19834.89924917378,2204.064307857401,10,27,10,0.5,-35913.04,213.36394,7044.479154351251,11230.549483081562,11230.549483081562,-11.949438,872000,11230.549483081562,7044.479154351251,nan,0.5,11230.549483081562,19834.89924917378,0.0
4197326.5,-45.83469284498432,0.0,28,24570.28243545001,-45.83469284498432,10,28,10,0.2,-36607.6,160.52956,8918.900409606833,8895.020645342329,8895.020645342329,-12.340645,896000,8895.020645342329,8918.900409606833,nan,0.2,8895.020645342329,24570.28243545001,0.0
4430828.0,-43.08220971826762,0.0,29,25990.782252512174,-43.08220971826762,10,29,10,0.4,-37512.633,164.94446,8215.42907958643,8585.960067776148,8585.960067776146,-12.489532,920000,8585.960067776148,8215.42907958643,nan,0.4,8585.960067776146,25990.782252512174,0.0
4812052.5,-41.69608979118905,0.0,30,23827.351700373485,-41.69608979118905,10,30,10,0.2,-38717.957,243.28993,8998.184765211769,8966.518063417974,8966.518063417974,-12.346042,944000,8966.518063417974,8998.184765211769,nan,0.2,8966.518063417974,23827.351700373485,0.0
5002560.0,-37.22138079035451,0.0,31,32492.569643826802,-37.22138079035451,10,31,10,0.0,-39399.176,253.77972,9699.548561143194,11653.524079464507,11653.524079464509,-12.130518,968000,11653.524079464507,9699.548561143194,nan,0.0,11653.524079464509,32492.569643826802,0.0
5174729.5,-22.410086846508545,0.0,32,23797.156885553708,-22.410086846508545,10,32,10,0.3,-39435.8,211.93753,9604.79274557123,7725.392085207238,7725.392085207233,-11.986764,992000,7725.392085207238,9604.79274557123,nan,0.3,7725.392085207233,23797.156885553708,0.0
5692381.5,6913.268479469427,0.0,33,83248.15978488511,6913.268479469427,10,33,10,0.2,-38934.035,230.33212,21232.26112744561,21037.140332931616,21037.140332931616,-11.312854,1016000,21037.140332931616,21232.26112744561,nan,0.2,21037.140332931616,83248.15978488511,0.0
5738151.0,999.9990861860405,0.0,34,19087.85280682686,999.9990861860405,10,34,10,0.1,-38576.566,255.90515,6702.511316507782,7685.924055795398,7685.924055795398,-11.240909,1040000,7685.924055795398,6702.511316507782,nan,0.1,7685.924055795398,19087.85280682686,0.0
6049930.0,493.2832014858424,0.0,35,30356.766348958015,493.2832014858424,10,35,10,0.5,-39627.895,233.90709,10634.659333717527,13117.8229794585,13117.822979458497,-11.622543,1064000,13117.8229794585,10634.659333717527,nan,0.5,13117.822979458497,30356.766348958015,0.0
5911652.5,144.87881963175826,0.0,36,27189.317770634098,144.87881963175826,10,36,10,0.1,-37834.016,277.23444,8340.738883925278,10669.421889560548,10669.421889560552,-11.29604,1088000,10669.421889560548,8340.738883925278,nan,0.1,10669.421889560552,27189.317770634098,0.0
6341798.5,417.2619240664286,0.0,37,78327.97570288615,417.2619240664286,10,37,10,0.2,-37851.66,317.61255,20492.895358619317,19988.575447580773,19988.575447580777,-11.225172,1112000,19988.575447580773,20492.895358619317,nan,0.2,19988.575447580777,78327.97570288615,0.0
6907432.0,5133.081654922532,0.0,38,19382.408840222957,5133.081654922532,10,38,10,0.0,-37163.297,291.58215,4976.435781677088,12262.76841956291,12262.768419562906,-10.98221,1136000,12262.76841956291,4976.435781677088,nan,0.0,12262.768419562906,19382.408840222957,0.0
7778184.0,-27.69600393567601,0.0,39,15467.312671225061,-27.69600393567601,10,39,10,0.7,-38101.176,301.33795,5709.325002518507,6160.3796492594065,6160.379649259407,-10.627614,1160000,6160.3796492594065,5709.325002518507,nan,0.7,6160.379649259407,15467.312671225061,0.0
8635321.0,-27.840718139374005,0.0,40,26712.850898807017,-27.840718139374005,10,40,10,0.0,-38794.457,261.96735,8289.384829089722,8969.83806233822,8969.838062338216,-10.405154,1184000,8969.83806233822,8289.384829089722,nan,0.0,8969.838062338216,26712.850898807017,0.0
9680374.0,-12.22683697816829,0.0,41,48873.78474962446,-12.22683697816829,10,41,10,0.3,-41211.594,294.91614,16548.072904854216,15802.136350192366,15802.136350192362,-11.323134,1208000,15802.136350192366,16548.072904854216,nan,0.3,15802.136350192362,48873.78474962446,0.0
10467363.0,-53.97476476344017,0.0,42,42010.7394069669,-53.97476476344017,10,42,10,0.7,-43700.695,259.2256,12746.60058205519,9665.289606918257,9665.289606918257,-11.488313,1232000,9665.289606918257,12746.60058205519,nan,0.7,9665.289606918257,42010.7394069669,0.0
9082806.0,-113.26607084992855,0.0,43,-55.09438235004644,-113.26607084992855,10,43,10,0.1,-38440.945,329.2906,17.620026826808445,-71.27743001137642,-71.27743001137642,-11.319303,1256000,-71.27743001137642,17.620026826808445,nan,0.1,-71.27743001137642,-55.09438235004644,0.0
7333115.5,-71.83728009039719,0.0,44,-23.86277350318988,-71.83728009039719,10,44,10,0.0,-23062.328,834.57477,16.74094743401463,-38.10405160311737,-38.10405160311736,-9.397414,1280000,-38.10405160311737,16.74094743401463,nan,0.0,-38.10405160311736,-23.86277350318988,0.0
7166879.0,-30.16931518523502,0.0,45,26364.190481863097,-30.16931518523502,10,45,10,0.5,-22648.271,1110.7812,8782.354191864326,8244.57502769096,8244.575027690962,-9.195608,1304000,8244.57502769096,8782.354191864326,nan,0.5,8244.575027690962,26364.190481863097,0.0
8202250.0,-27.506484356328716,0.0,46,58413.4154994602,-27.506484356328716,10,46,10,0.1,-27049.861,1136.067,16927.373973454738,12472.83427343632,12472.834273436323,-12.169994,1328000,12472.83427343632,16927.373973454738,nan,0.1,12472.834273436323,58413.4154994602,0.0
9042767.0,470.57131272556404,0.0,47,28530.246241276873,470.57131272556404,10,47,10,0.3,-31219.48,1647.877,8192.790866039777,13141.618382102131,13141.618382102131,-13.293946,1352000,13141.618382102131,8192.790866039777,nan,0.3,13141.618382102131,28530.246241276873,0.0
12522844.0,1205.0747132534843,0.0,48,56519.60817540041,1205.0747132534843,10,48,10,0.5,-43183.574,560.3322,14765.23024182231,16194.811615048611,16194.811615048611,-12.029503,1376000,16194.811615048611,14765.23024182231,nan,0.5,16194.811615048611,56519.60817540041,0.0
14839888.0,172.17740362934452,0.0,49,55913.941584580745,172.17740362934452,10,49,10,0.3,-49678.93,280.6718,15964.972719438158,15974.710720026656,15974.710720026653,-11.6091585,1400000,15974.710720026656,15964.972719438158,nan,0.3,15974.710720026653,55913.941584580745,0.0
14339396.0,-36.512824647047864,0.0,50,38633.3777362235,-36.512824647047864,10,50,10,0.1,-48743.727,299.27026,12340.333627599137,13003.2388215822,13003.238821582201,-12.049458,1424000,13003.2388215822,12340.333627599137,nan,0.1,13003.238821582201,38633.3777362235,0.0
14739436.0,-15.03216713630184,0.0,51,46172.4445413436,-15.03216713630184,10,51,10,0.6,-49470.355,212.1305,12439.65112000723,12675.870574989423,12675.870574989418,-12.18898,1448000,12675.870574989423,12439.65112000723,nan,0.6,12675.870574989418,46172.4445413436,0.0
14747415.0,450.49594321049176,0.0,52,31153.933144133614,450.49594321049176,10,52,10,0.4,-49361.098,206.35907,8749.134467103791,12063.267190823995,12063.267190823997,-12.649721,1472000,12063.267190823995,8749.134467103791,nan,0.4,12063.267190823997,31153.933144133614,0.0
16054837.0,-18.26039868212824,0.0,53,43738.93033050892,-18.26039868212824,10,53,10,0.3,-48755.81,255.86357,11394.65170736701,14361.106252939955,14361.106252939955,-12.652099,1496000,14361.106252939955,11394.65170736701,nan,0.3,14361.106252939955,43738.93033050892,0.0
19954472.0,2795.4979908423607,0.0,54,22574.529667950275,2795.4979908423607,10,54,10,0.1,-52343.9,238.58635,5498.193404794291,15576.820026602407,15576.820026602412,-13.096552,1520000,15576.820026602407,5498.193404794291,nan,0.1,15576.820026602412,22574.529667950275,0.0
22964984.0,-22.18930257739888,0.0,55,47924.10063714847,-22.18930257739888,10,55,10,0.5,-53762.81,328.60187,12822.301146175994,22591.990060385502,22591.99006038551,-13.0789585,1544000,22591.990060385502,12822.301146175994,nan,0.5,22591.99006038551,47924.10063714847,0.0
24301772.0,873.4301232945344,0.0,56,131961.2268901906,873.4301232945344,10,56,10,0.5,-54369.375,253.3413,39140.133237267495,29213.16510752737,29213.165107527362,-13.649937,1568000,29213.16510752737,39140.133237267495,nan,0.5,29213.165107527362,131961.2268901906,0.0
26808558.0,-15.963910955209238,0.0,57,38686.656784508916,-15.963910955209238,10,57,10,0.5,-59454.406,236.0027,13975.68793715761,14139.501880474982,14139.501880474976,-14.106771,1592000,14139.501880474982,13975.68793715761,nan,0.5,14139.501880474976,38686.656784508916,0.0
27371182.0,-15.16033955935454,0.0,58,42813.357354850064,-15.16033955935454,10,58,10,0.8,-60144.17,193.81425,12597.071677764992,9390.95157679862,9390.951576798621,-13.609148,1616000,9390.95157679862,12597.071677764992,nan,0.8,9390.951576798621,42813.357354850064,0.0
27039040.0,-22.14622232686647,0.0,59,68505.59205816181,-22.14622232686647,10,59,10,0.5,-59373.465,154.7771,20305.909309437506,18327.14848612974,18327.148486129747,-13.494936,1640000,18327.14848612974,20305.909309437506,nan,0.5,18327.148486129747,68505.59205816181,0.0
27726790.0,-32.12989494752058,0.0,60,24634.099825298643,-32.12989494752058,10,60,10,0.5,-57672.207,174.46628,7908.8603794667015,6736.468389045523,6736.468389045522,-13.340729,1664000,6736.468389045523,7908.8603794667015,nan,0.5,6736.468389045522,24634.099825298643,0.0
31661138.0,-30.617240096395722,0.0,61,70791.30908518989,-30.617240096395722,10,61,10,0.7,-62705.773,167.99841,20739.205297214372,11316.315579824057,11316.315579824057,-13.080361,1688000,11316.315579824057,20739.205297214372,nan,0.7,11316.315579824057,70791.30908518989,0.0
32891214.0,-61.2670442290177,0.0,62,25205.023503064447,-61.2670442290177,10,62,10,0.2,-63544.35,146.94171,7391.155779874478,5108.318955174192,5108.318955174194,-12.818911,1712000,5108.318955174192,7391.155779874478,nan,0.2,5108.318955174194,25205.023503064447,0.0
31183590.0,-28.144736499065363,0.0,63,20494.619825575188,-28.144736499065363,10,63,10,0.2,-61240.344,1843.1925,6839.984329985402,5884.004385229187,5884.004385229187,-12.502889,1736000,5884.004385229187,6839.984329985402,nan,0.2,5884.004385229187,20494.619825575188,0.0
32497082.0,-25.04846783554843,0.0,64,61042.43602990429,-25.04846783554843,10,64,10,0.4,-63377.867,1781.2976,21736.47725667383,20214.478840776974,20214.47884077697,-12.645808,1760000,20214.478840776974,21736.47725667383,nan,0.4,20214.47884077697,61042.43602990429,0.0
38173350.0,-28.307574956755772,0.0,65,58467.75048157388,-28.307574956755772,10,65,10,0.5,-72773.484,518.4518,19029.36264491282,16678.895446745184,16678.89544674519,-12.89857,1784000,16678.895446745184,19029.36264491282,nan,0.5,16678.89544674519,58467.75048157388,0.0
42198164.0,370.3128673624328,0.0,66,65108.472358113424,370.3128673624328,10,66,10,0.7,-78481.33,259.20273,19706.16238121205,19325.77711235801,19325.777112358006,-13.110475,1808000,19325.77711235801,19706.16238121205,nan,0.7,19325.777112358006,65108.472358113424,0.0
42825460.0,-21.26463883123698,0.0,67,144343.3066047877,-21.26463883123698,10,67,10,0.8,-81923.26,225.59253,45161.6016674617,40736.87619089727,40736.876190897274,-13.548289,1832000,40736.87619089727,45161.6016674617,nan,0.8,40736.876190897274,144343.3066047877,0.0
47408440.0,-28.183142900622418,0.0,68,154816.98835870365,-28.183142900622418,10,68,10,0.7,-87908.336,154.96617,49798.886237551946,39844.047065661325,39844.047065661325,-14.128763,1856000,39844.047065661325,49798.886237551946,nan,0.7,39844.047065661325,154816.98835870365,0.0
51353270.0,188.712566900692,0.0,69,113688.52917282292,188.712566900692,10,69,10,0.6,-89633.62,175.68452,33161.889498551944,18135.49506710994,18135.495067109943,-14.632264,1880000,18135.49506710994,33161.889498551944,nan,0.6,18135.495067109943,113688.52917282292,0.0
49175084.0,-23.396590947801936,0.0,70,25288.81136939787,-23.396590947801936,10,70,10,0.7,-85934.73,166.7698,7752.4514799681365,6460.387741504081,6460.387741504082,-14.835922,1904000,6460.387741504081,7752.4514799681365,nan,0.7,6460.387741504082,25288.81136939787,0.0
51431520.0,-32.78118334757685,0.0,71,22113.898253600895,-32.78118334757685,10,71,10,0.9,-89215.16,134.15273,7357.844654216262,3584.226655812011,3584.22665581201,-14.565497,1928000,3584.226655812011,7357.844654216262,nan,0.9,3584.22665581201,22113.898253600895,0.0
53011364.0,-20.541046523131907,0.0,72,213448.88431503696,-20.541046523131907,10,72,10,0.6,-91798.06,143.03363,63531.124923884636,27704.986951868632,27704.986951868643,-15.193059,1952000,27704.986951868632,63531.124923884636,nan,0.6,27704.986951868643,213448.88431503696,0.0
55434800.0,-19.22388216718637,0.0,73,205210.1017176996,-19.22388216718637,10,73,10,1.0,-93657.31,159.5522,66571.70560127901,47077.77470932115,47077.774709321144,-15.40748,1976000,47077.77470932115,66571.70560127901,nan,1.0,47077.774709321144,205210.1017176996,0.0
63764830.0,-25.30183342150406,0.0,74,72695.12102337569,-25.30183342150406,10,74,10,0.8,-100896.16,197.2619,22516.420789357402,19876.3142991396,19876.31429913959,-16.43593,2000000,19876.3142991396,22516.420789357402,nan,0.8,19876.31429913959,72695.12102337569,0.0
68897336.0,-15.857992006066663,0.0,75,175588.38757927832,-15.857992006066663,10,75,10,0.8,-101563.49,218.36465,51612.238793814184,40500.45723977495,40500.45723977494,-17.646238,2024000,40500.45723977495,51612.238793814184,nan,0.8,40500.45723977494,175588.38757927832,0.0
80218760.0,-30.577213265469947,0.0,76,202827.75713316942,-30.577213265469947,10,76,10,0.8,-108093.39,221.81277,65853.63618551144,44839.70164135598,44839.701641356005,-18.214956,2048000,44839.70164135598,65853.63618551144,nan,0.8,44839.701641356005,202827.75713316942,0.0
86442300.0,-24.99608430990707,0.0,77,171285.86959999637,-24.99608430990707,10,77,10,0.7,-110996.71,233.75493,48914.65213073941,35183.312505283546,35183.312505283546,-18.728706,2072000,35183.312505283546,48914.65213073941,nan,0.7,35183.312505283546,171285.86959999637,0.0
88323130.0,-114.60905766589076,0.0,78,165299.44772093566,-114.60905766589076,10,78,10,0.4,-88714.85,15422.304,49137.506691987815,18505.887531511264,18505.887531511275,-19.287222,2096000,18505.887531511264,49137.506691987815,nan,0.4,18505.887531511275,165299.44772093566,0.0
89558670.0,-22.96561116336389,0.0,79,284282.0058728626,-22.96561116336389,10,79,10,0.9,-98319.66,4569.304,110168.68186010797,96434.73204181109,96434.73204181112,-18.846989,2120000,96434.73204181109,110168.68186010797,nan,0.9,96434.73204181112,284282.0058728626,0.0
103467700.0,-81.5789808508274,0.0,80,9543.012205579931,-81.5789808508274,10,80,10,0.6,-110016.03,1115.1443,2999.733731295828,1445.4392311693427,1445.439231169343,-18.867859,2144000,1445.4392311693427,2999.733731295828,nan,0.6,1445.439231169343,9543.012205579931,0.0
119793480.0,-72.80157914900748,0.0,81,270319.79375226254,-72.80157914900748,10,81,10,0.4,-119959.82,2034.158,92677.60508351242,47274.25560304621,47274.25560304621,-19.30734,2168000,47274.25560304621,92677.60508351242,nan,0.4,47274.25560304621,270319.79375226254,0.0
140723230.0,-42.137839999399645,0.0,82,228040.54785855027,-42.137839999399645,10,82,10,0.6,-135815.08,879.2816,82687.77659451058,47923.29674688294,47923.296746882945,-20.163536,2192000,47923.29674688294,82687.77659451058,nan,0.6,47923.296746882945,228040.54785855027,0.0
154539550.0,-49.057551935785334,0.0,83,226336.41613495265,-49.057551935785334,10,83,10,0.7,-147482.7,297.8828,103258.20386395573,88871.01171524204,88871.011715242,-20.44631,2216000,88871.01171524204,103258.20386395573,nan,0.7,88871.011715242,226336.41613495265,0.0
188503090.0,-20.738817778044734,0.0,84,241756.31074810732,-20.738817778044734,10,84,10,0.7,-170233.47,319.6306,90265.39625127519,63311.451761207696,63311.45176120768,-21.193039,2240000,63311.451761207696,90265.39625127519,nan,0.7,63311.45176120768,241756.31074810732,0.0
204222180.0,-36.55061094481798,0.0,85,68038.55126940952,-36.55061094481798,10,85,10,1.0,-184297.47,273.83093,20233.683734921462,9064.906626709178,9064.906626709175,-21.645218,2264000,9064.906626709178,20233.683734921462,nan,1.0,9064.906626709175,68038.55126940952,0.0
199585920.0,-21.157265576044438,0.0,86,241576.48131406493,-21.157265576044438,10,86,10,1.0,-179385.16,212.05652,109899.97357407227,119614.0171413826,119614.0171413826,-21.419792,2288000,119614.0171413826,109899.97357407227,nan,1.0,119614.0171413826,241576.48131406493,0.0
221565330.0,-31.915724425690485,0.0,87,246353.2074531881,-31.915724425690485,10,87,10,0.9,-198660.97,215.52365,84008.81366562367,52948.04927552344,52948.04927552342,-20.888798,2312000,52948.04927552344,84008.81366562367,nan,0.9,52948.04927552342,246353.2074531881,0.0
237740130.0,-76.65733547963846,0.0,88,258831.19925697896,-76.65733547963846,10,88,10,0.9,-223029.4,191.35004,97944.02643080625,120458.07662611757,120458.07662611753,-20.794527,2336000,120458.07662611757,97944.02643080625,nan,0.9,120458.07662611753,258831.19925697896,0.0
243588110.0,-82.69887641873785,0.0,89,227473.83708373003,-82.69887641873785,10,89,10,0.3,-227507.33,208.20903,87867.0401276423,46472.12197649366,46472.121976493654,-21.279352,2360000,46472.12197649366,87867.0401276423,nan,0.3,46472.121976493654,227473.83708373003,0.0
250760560.0,-78.04050922506224,0.0,90,252707.56216007707,-78.04050922506224,10,90,10,0.8,-236252.1,240.71703,96918.20862718427,99642.1459316632,99642.14593166325,-21.321587,2384000,99642.1459316632,96918.20862718427,nan,0.8,99642.14593166325,252707.56216007707,0.0
251703070.0,-76.9720157691027,0.0,91,198044.73790493715,-76.9720157691027,10,91,10,0.9,-229301.81,217.90451,73726.63138267185,98763.5901489159,98763.59014891583,-21.392708,2408000,98763.5901489159,73726.63138267185,nan,0.9,98763.59014891583,198044.73790493715,0.0
272736220.0,-85.93167812230124,0.0,92,234288.34206284137,-85.93167812230124,10,92,10,0.8,-242651.6,315.40024,102320.19845995276,82159.92983128809,82159.9298312881,-21.785357,2432000,82159.92983128809,102320.19845995276,nan,0.8,82159.9298312881,234288.34206284137,0.0
303207230.0,216.43343682753587,0.0,93,294829.5338681168,216.43343682753587,10,93,10,0.9,-261076.19,214.93416,114358.76498179593,164966.93606336822,164966.93606336816,-22.172297,2456000,164966.93606336822,114358.76498179593,nan,0.9,164966.93606336816,294829.5338681168,0.0
336392300.0,-20.9413205719593,0.0,94,301090.32026150095,-20.9413205719593,10,94,10,1.0,-273650.88,241.8726,99367.53108286318,68001.99297996351,68001.99297996351,-22.732008,2480000,68001.99297996351,99367.53108286318,nan,1.0,68001.99297996351,301090.32026150095,0.0
356997020.0,-34.95286207697839,0.0,95,318130.6939987887,-34.95286207697839,10,95,10,1.0,-283835.4,261.62964,128386.33080981008,122019.62244830125,122019.62244830132,-23.683844,2504000,122019.62244830125,128386.33080981008,nan,1.0,122019.62244830132,318130.6939987887,0.0
