MetaTest/button-press-topdown-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/button-press-topdown-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/button-press-topdown-v1/AverageReturn,MetaTest/button-press-topdown-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/NumTrajs,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/button-press-topdown-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/button-press-topdown-v1/MinReturn,MetaTest/button-press-topdown-v1/NumTrajs,MetaTest/button-press-topdown-v1/StdReturn
119,0.2,0.2,119,130649.0493095736,130649.04930957363,130649.0493095736,326515.2474477349,-54.672893162402815,135964.86815749228,0.0,10,3080000,326515.2474477349,0.0,130649.04930957363,-54.672893162402815,10,135964.86815749228
120,0.5,0.5,120,129746.24908466479,129746.24908466481,129746.24908466479,333150.99925814674,-100.73988628259359,159046.6461177329,0.0,10,3104000,333150.99925814674,0.0,129746.24908466481,-100.73988628259359,10,159046.6461177329
121,0.1,0.1,121,38156.72733983097,38156.72733983096,38156.72733983097,203113.8380359241,-96.91348428056259,76627.02023908588,0.0,10,3128000,203113.8380359241,0.0,38156.72733983096,-96.91348428056259,10,76627.02023908588
122,0.4,0.4,122,61354.58363458209,61354.58363458207,61354.58363458209,320259.7588776919,-76.48747645889249,117396.54637281285,0.0,10,3152000,320259.7588776919,0.0,61354.58363458207,-76.48747645889249,10,117396.54637281285
123,0.2,0.2,123,78975.90502959212,78975.90502959218,78975.90502959212,326101.5354348884,-99.98341311407748,123156.53542014457,0.0,10,3176000,326101.5354348884,0.0,78975.90502959218,-99.98341311407748,10,123156.53542014457
124,0.6,0.6,124,147017.01518025523,147017.01518025523,147017.01518025523,335102.8468590536,-55.1653997638621,149592.651310764,0.0,10,3200000,335102.8468590536,0.0,147017.01518025523,-55.1653997638621,10,149592.651310764
125,0.4,0.4,125,91900.66364599612,91900.66364599613,91900.66364599612,329002.0288875994,-111.51954658505753,119119.38488920595,0.0,10,3224000,329002.0288875994,0.0,91900.66364599613,-111.51954658505753,10,119119.38488920595
126,0.8,0.8,126,240694.3043726848,240694.30437268486,240694.3043726848,336611.53501218953,-17.507801370962422,123719.70377381245,0.0,10,3248000,336611.53501218953,0.0,240694.30437268486,-17.507801370962422,10,123719.70377381245
127,0.3,0.3,127,248731.95440699402,248731.954406994,248731.95440699402,329778.8840320349,217134.56578816837,39868.8855064047,0.0,10,3272000,329778.8840320349,0.0,248731.954406994,217134.56578816837,10,39868.8855064047
128,0.9,0.9,128,307803.2022952702,307803.2022952704,307803.2022952702,336214.9420750685,231980.84213404427,31343.397877376505,0.0,10,3296000,336214.9420750685,0.0,307803.2022952704,231980.84213404427,10,31343.397877376505
129,1.0,1.0,129,239249.43255017785,239249.43255017776,239249.43255017785,340286.14886871784,-25.042127291910234,114378.069255733,0.0,10,3320000,340286.14886871784,0.0,239249.43255017776,-25.042127291910234,10,114378.069255733
130,0.7,0.7,130,281372.3570730068,281372.3570730068,281372.3570730068,321061.68758949963,225910.31898031523,40585.31895382654,0.0,10,3344000,321061.68758949963,0.0,281372.3570730068,225910.31898031523,10,40585.31895382654
131,0.5,0.5,131,274083.38106448285,274083.38106448296,274083.38106448285,328702.10094439035,193625.12615163365,48022.09387154414,0.0,10,3368000,328702.10094439035,0.0,274083.38106448296,193625.12615163365,10,48022.09387154414
132,0.2,0.2,132,132025.9703942946,132025.9703942946,132025.9703942946,329848.9909050117,-40.559574590634085,136685.3601898139,0.0,10,3392000,329848.9909050117,0.0,132025.9703942946,-40.559574590634085,10,136685.3601898139
133,0.4,0.4,133,149783.0760697832,149783.07606978324,149783.0760697832,333633.6156123854,-58.74645070884218,151207.96081775252,0.0,10,3416000,333633.6156123854,0.0,149783.07606978324,-58.74645070884218,10,151207.96081775252
134,0.2,0.2,134,107274.81078127604,107274.81078127601,107274.81078127604,317780.80067583657,-60.30691961694757,133668.23744259847,0.0,10,3440000,317780.80067583657,0.0,107274.81078127601,-60.30691961694757,10,133668.23744259847
135,0.2,0.2,135,167997.47961483776,167997.47961483776,167997.47961483776,300708.48206379486,-60.76884723649266,112465.33588734407,0.0,10,3464000,300708.48206379486,0.0,167997.47961483776,-60.76884723649266,10,112465.33588734407
136,0.2,0.2,136,221364.00460997928,221364.00460997922,221364.00460997928,249990.13101962782,190836.07955828687,16641.48083294597,0.0,10,3488000,249990.13101962782,0.0,221364.00460997922,190836.07955828687,10,16641.48083294597
137,0.4,0.4,137,197845.46465978093,197845.46465978096,197845.46465978093,326791.97302698804,-21.24891179721184,89973.49474514878,0.0,10,3512000,326791.97302698804,0.0,197845.46465978096,-21.24891179721184,10,89973.49474514878
138,0.7,0.7,138,297020.23739293916,297020.237392939,297020.23739293916,334913.05208818964,228204.0828525509,36551.3234544578,0.0,10,3536000,334913.05208818964,0.0,297020.237392939,228204.0828525509,10,36551.3234544578
139,0.8,0.8,139,298226.52817383694,298226.528173837,298226.52817383694,340552.02442840073,227864.7994679184,37068.87860658656,0.0,10,3560000,340552.02442840073,0.0,298226.528173837,227864.7994679184,10,37068.87860658656
140,0.8,0.8,140,266926.5040133324,266926.50401333236,266926.5040133324,338438.98171598057,50167.623638161655,80353.27589944922,0.0,10,3584000,338438.98171598057,0.0,266926.50401333236,50167.623638161655,10,80353.27589944922
141,0.7,0.7,141,276175.29098534083,276175.2909853407,276175.29098534083,338586.9919807805,238163.94860194385,32782.53238909725,0.0,10,3608000,338586.9919807805,0.0,276175.2909853407,238163.94860194385,10,32782.53238909725
142,0.6,0.6,142,251976.57479467578,251976.5747946757,251976.57479467578,320685.6436039243,91590.12545957956,63802.38373596895,0.0,10,3632000,320685.6436039243,0.0,251976.5747946757,91590.12545957956,10,63802.38373596895
143,0.8,0.8,143,241457.787229265,241457.78722926494,241457.787229265,344389.2810960837,14079.342059596625,103955.34549955202,0.0,10,3656000,344389.2810960837,0.0,241457.78722926494,14079.342059596625,10,103955.34549955202
144,0.8,0.8,144,269145.4729095755,269145.47290957544,269145.4729095755,338251.19020783994,124141.04815078025,58967.69384519366,0.0,10,3680000,338251.19020783994,0.0,269145.47290957544,124141.04815078025,10,58967.69384519366
145,0.8,0.8,145,260820.03347477497,260820.03347477494,260820.03347477497,337617.18460255396,54245.8326704648,78019.11663313571,0.0,10,3704000,337617.18460255396,0.0,260820.03347477494,54245.8326704648,10,78019.11663313571
146,0.7,0.7,146,258075.43907770328,258075.43907770328,258075.43907770328,337472.22391530813,137404.0013222701,62094.27010290503,0.0,10,3728000,337472.22391530813,0.0,258075.43907770328,137404.0013222701,10,62094.27010290503
147,0.8,0.8,147,266298.39455867215,266298.3945586721,266298.39455867215,313433.22697110404,210398.4384751258,29305.624885143283,0.0,10,3752000,313433.22697110404,0.0,266298.3945586721,210398.4384751258,10,29305.624885143283
148,0.9,0.9,148,239378.24055810116,239378.24055810104,239378.24055810116,312735.51163081103,11936.567853472934,88158.83206472667,0.0,10,3776000,312735.51163081103,0.0,239378.24055810104,11936.567853472934,10,88158.83206472667
149,0.8,0.8,149,224882.17091012318,224882.17091012312,224882.17091012318,303514.95121491986,33414.88715344794,88485.92775111935,0.0,10,3800000,303514.95121491986,0.0,224882.17091012312,33414.88715344794,10,88485.92775111935
150,0.4,0.4,150,236313.90122144687,236313.90122144684,236313.90122144687,325204.77091245394,68901.24781313248,69747.15688974856,0.0,10,3824000,325204.77091245394,0.0,236313.90122144684,68901.24781313248,10,69747.15688974856
151,0.9,0.9,151,252373.00462441557,252373.0046244156,252373.00462441557,320862.3595546714,-17.60013079783934,101404.31464108909,0.0,10,3848000,320862.3595546714,0.0,252373.0046244156,-17.60013079783934,10,101404.31464108909
152,1.0,1.0,152,214853.52017796558,214853.52017796558,214853.52017796558,295965.29404568946,-21.41396080630125,90121.87727274088,0.0,10,3872000,295965.29404568946,0.0,214853.52017796558,-21.41396080630125,10,90121.87727274088
153,0.3,0.3,153,116039.07864433357,116039.07864433357,116039.07864433357,299322.26245613466,-104.80788617199765,132787.91640162555,0.0,10,3896000,299322.26245613466,0.0,116039.07864433357,-104.80788617199765,10,132787.91640162555
154,0.5,0.5,154,107047.58141480297,107047.5814148029,107047.58141480297,332620.081087494,-110.87421459274344,141204.70926340597,0.0,10,3920000,332620.081087494,0.0,107047.5814148029,-110.87421459274344,10,141204.70926340597
155,0.0,0.0,155,87421.20652864908,87421.20652864911,87421.20652864908,220979.72539174926,-93.23841326003321,107170.2497329719,0.0,10,3944000,220979.72539174926,0.0,87421.20652864911,-93.23841326003321,10,107170.2497329719
156,0.5,0.5,156,250274.66178455862,250274.66178455856,250274.66178455862,334255.48263068555,71866.95240414588,67738.62525007338,0.0,10,3968000,334255.48263068555,0.0,250274.66178455856,71866.95240414588,10,67738.62525007338
157,0.3,0.3,157,219499.51757489386,219499.51757489386,219499.51757489386,319829.34015191236,1357.3033563681697,84196.89963600934,0.0,10,3992000,319829.34015191236,0.0,219499.51757489386,1357.3033563681697,10,84196.89963600934
158,0.0,0.0,158,-48.78118452634065,-48.78118452634064,-48.78118452634065,-40.54955710088282,-76.63599804221828,10.159533767308428,0.0,10,4016000,-40.54955710088282,0.0,-48.78118452634064,-76.63599804221828,10,10.159533767308428
159,0.1,0.1,159,27355.61457626016,27355.614576260174,27355.61457626016,273959.233551325,-96.40608801385345,82201.20850829763,0.0,10,4040000,273959.233551325,0.0,27355.614576260174,-96.40608801385345,10,82201.20850829763
160,0.4,0.4,160,103953.32462325526,103953.32462325529,103953.32462325526,319445.5473906035,-73.2804521284763,132353.90724148139,0.0,10,4064000,319445.5473906035,0.0,103953.32462325529,-73.2804521284763,10,132353.90724148139
161,0.1,0.1,161,76304.76707543364,76304.76707543364,76304.76707543364,322670.0535164609,-99.90737791936235,119614.79604121599,0.0,10,4088000,322670.0535164609,0.0,76304.76707543364,-99.90737791936235,10,119614.79604121599
162,0.0,0.0,162,48785.238356056216,48785.238356056216,48785.238356056216,241813.2494357867,-103.4130749228343,92138.42821148712,0.0,10,4112000,241813.2494357867,0.0,48785.238356056216,-103.4130749228343,10,92138.42821148712
163,0.7,0.7,163,98580.74735835628,98580.74735835628,98580.74735835628,305634.8660223797,-27.932737565689834,115250.8126310249,0.0,10,4136000,305634.8660223797,0.0,98580.74735835628,-27.932737565689834,10,115250.8126310249
164,0.8,0.8,164,123333.90318646352,123333.90318646355,123333.90318646352,328008.5635804342,-17.979865093251217,151515.16882059342,0.0,10,4160000,328008.5635804342,0.0,123333.90318646355,-17.979865093251217,10,151515.16882059342
165,0.6,0.6,165,249360.66916774763,249360.66916774763,249360.66916774763,341135.13895560475,27736.494999244464,90724.43832548623,0.0,10,4184000,341135.13895560475,0.0,249360.66916774763,27736.494999244464,10,90724.43832548623
166,0.8,0.8,166,282606.70883352996,282606.70883352996,282606.70883352996,338355.0945495712,231025.66544220786,35013.748572663164,0.0,10,4208000,338355.0945495712,0.0,282606.70883352996,231025.66544220786,10,35013.748572663164
167,0.7,0.7,167,218870.01871359273,218870.01871359287,218870.01871359273,339952.2730285926,1401.1553666319633,116920.00600487742,0.0,10,4232000,339952.2730285926,0.0,218870.01871359287,1401.1553666319633,10,116920.00600487742
168,0.4,0.4,168,112643.62370767696,112643.62370767689,112643.62370767696,298278.212670324,-31.63239719937726,137701.28308826612,0.0,10,4256000,298278.212670324,0.0,112643.62370767689,-31.63239719937726,10,137701.28308826612
169,0.7,0.7,169,243743.5870764288,243743.58707642896,243743.5870764288,333847.6974310392,11161.469832686518,85684.61494649191,0.0,10,4280000,333847.6974310392,0.0,243743.58707642896,11161.469832686518,10,85684.61494649191
170,0.6,0.6,170,275175.79491099867,275175.7949109986,275175.79491099867,322709.01456453034,222295.000345506,37550.11841700469,0.0,10,4304000,322709.01456453034,0.0,275175.7949109986,222295.000345506,10,37550.11841700469
171,0.2,0.2,171,230191.16186866607,230191.16186866607,230191.16186866607,307638.4107727742,154448.42302753933,52186.66404344639,0.0,10,4328000,307638.4107727742,0.0,230191.16186866607,154448.42302753933,10,52186.66404344639
172,0.1,0.1,172,74868.17778784738,74868.17778784735,74868.17778784738,258713.9415927091,-91.58377831398413,108051.214034739,0.0,10,4352000,258713.9415927091,0.0,74868.17778784735,-91.58377831398413,10,108051.214034739
173,0.2,0.2,173,33798.66922575281,33798.66922575282,33798.66922575281,338550.93414991844,-111.34353411669261,101584.09505265899,0.0,10,4376000,338550.93414991844,0.0,33798.66922575282,-111.34353411669261,10,101584.09505265899
174,0.0,0.0,174,46791.156731262,46791.15673126202,46791.156731262,207754.7257985948,-109.71658138894712,72705.45765821984,0.0,10,4400000,207754.7257985948,0.0,46791.15673126202,-109.71658138894712,10,72705.45765821984
175,0.5,0.5,175,88710.00294524475,88710.00294524475,88710.00294524475,324697.6456361866,-108.03752222454287,136455.71006417603,0.0,10,4424000,324697.6456361866,0.0,88710.00294524475,-108.03752222454287,10,136455.71006417603
176,0.2,0.2,176,110209.09944991248,110209.09944991248,110209.09944991248,320135.08743241953,-31.40249199241216,136154.1680895154,0.0,10,4448000,320135.08743241953,0.0,110209.09944991248,-31.40249199241216,10,136154.1680895154
177,0.9,0.9,177,295929.111658294,295929.1116582941,295929.111658294,343194.1778501277,237271.6684035609,36859.64000977731,0.0,10,4472000,343194.1778501277,0.0,295929.1116582941,237271.6684035609,10,36859.64000977731
178,0.5,0.5,178,278073.8020284476,278073.80202844756,278073.8020284476,328218.71672234556,249786.01843826554,28590.89981191544,0.0,10,4496000,328218.71672234556,0.0,278073.80202844756,249786.01843826554,10,28590.89981191544
179,0.5,0.5,179,234762.31254736724,234762.31254736724,234762.31254736724,317751.33353337017,34533.264852222695,74773.46314296799,0.0,10,4520000,317751.33353337017,0.0,234762.31254736724,34533.264852222695,10,74773.46314296799
180,0.3,0.3,180,91991.54057237037,91991.54057237037,91991.54057237037,337367.8858124406,-97.72695335490326,141171.9608456863,0.0,10,4544000,337367.8858124406,0.0,91991.54057237037,-97.72695335490326,10,141171.9608456863
181,0.2,0.2,181,131266.4599248922,131266.4599248922,131266.4599248922,276751.5379102711,-40.91850475731173,112378.45635700478,0.0,10,4568000,276751.5379102711,0.0,131266.4599248922,-40.91850475731173,10,112378.45635700478
182,0.8,0.8,182,253822.70886548972,253822.70886548972,253822.70886548972,293732.1321341674,163625.83381864798,34662.17669857681,0.0,10,4592000,293732.1321341674,0.0,253822.70886548972,163625.83381864798,10,34662.17669857681
183,0.6,0.6,183,284308.836099008,284308.8360990079,284308.836099008,332725.717817819,233705.88674183364,36511.00422652383,0.0,10,4616000,332725.717817819,0.0,284308.8360990079,233705.88674183364,10,36511.00422652383
184,0.5,0.5,184,239358.8610521581,239358.8610521582,239358.8610521581,326617.279340851,110991.08222875537,59281.01209488722,0.0,10,4640000,326617.279340851,0.0,239358.8610521582,110991.08222875537,10,59281.01209488722
185,0.2,0.2,185,226656.31334192044,226656.3133419204,226656.31334192044,285379.1312565198,209077.70608659182,23578.825316013546,0.0,10,4664000,285379.1312565198,0.0,226656.3133419204,209077.70608659182,10,23578.825316013546
186,0.6,0.6,186,265557.8692854777,265557.8692854777,265557.8692854777,329767.42634054844,220078.70440023867,42920.52575166495,0.0,10,4688000,329767.42634054844,0.0,265557.8692854777,220078.70440023867,10,42920.52575166495
187,0.6,0.6,187,219572.0762709219,219572.0762709219,219572.0762709219,324451.70448415715,56330.647922769866,83473.45051184119,0.0,10,4712000,324451.70448415715,0.0,219572.0762709219,56330.647922769866,10,83473.45051184119
188,0.3,0.3,188,246586.5453295631,246586.5453295631,246586.5453295631,329792.0852733783,211720.76322088618,45498.84258776214,0.0,10,4736000,329792.0852733783,0.0,246586.5453295631,211720.76322088618,10,45498.84258776214
189,0.4,0.4,189,249024.5039218035,249024.5039218035,249024.5039218035,328413.8478515314,218332.11017105225,33544.14989906684,0.0,10,4760000,328413.8478515314,0.0,249024.5039218035,218332.11017105225,10,33544.14989906684
190,0.4,0.4,190,231044.9934689713,231044.99346897137,231044.9934689713,303930.37345750304,61284.81912319443,64055.04262236111,0.0,10,4784000,303930.37345750304,0.0,231044.99346897137,61284.81912319443,10,64055.04262236111
191,0.8,0.8,191,256614.55265120845,256614.55265120842,256614.55265120845,340199.8588446799,154540.67690756594,49719.10582124447,0.0,10,4808000,340199.8588446799,0.0,256614.55265120842,154540.67690756594,10,49719.10582124447
192,0.9,0.9,192,284324.2876760761,284324.287676076,284324.2876760761,318247.7634466974,198466.70044838384,40088.857578925505,0.0,10,4832000,318247.7634466974,0.0,284324.287676076,198466.70044838384,10,40088.857578925505
193,0.0,0.0,193,71464.99105037154,71464.99105037158,71464.99105037154,270501.3168630749,-110.77825165850341,108656.2277556117,0.0,10,4856000,270501.3168630749,0.0,71464.99105037158,-110.77825165850341,10,108656.2277556117
194,0.2,0.2,194,127370.97478798842,127370.97478798842,127370.97478798842,302051.37001728395,-109.79379947327729,130066.37309799447,0.0,10,4880000,302051.37001728395,0.0,127370.97478798842,-109.79379947327729,10,130066.37309799447
195,0.2,0.2,195,104446.74677883691,104446.74677883694,104446.74677883691,311669.14106245904,-72.00342947103731,123047.7478304639,0.0,10,4904000,311669.14106245904,0.0,104446.74677883694,-72.00342947103731,10,123047.7478304639
196,0.8,0.8,196,98597.47561458511,98597.4756145851,98597.47561458511,312055.5524641187,-25.616388867420728,120657.67351658345,0.0,10,4928000,312055.5524641187,0.0,98597.4756145851,-25.616388867420728,10,120657.67351658345
197,0.8,0.8,197,264818.563764651,264818.5637646511,264818.563764651,323918.3060484938,59900.59594586016,75853.65993727051,0.0,10,4952000,323918.3060484938,0.0,264818.5637646511,59900.59594586016,10,75853.65993727051
198,0.3,0.3,198,246959.34027753127,246959.34027753118,246959.34027753127,308290.72300879133,211720.09208577758,36144.1493616531,0.0,10,4976000,308290.72300879133,0.0,246959.34027753118,211720.09208577758,10,36144.1493616531
199,0.8,0.8,199,259166.81552329342,259166.8155232935,259166.81552329342,322577.2228986138,-17.2538310923268,93255.89878749034,0.0,10,5000000,322577.2228986138,0.0,259166.8155232935,-17.2538310923268,10,93255.89878749034
200,0.2,0.2,200,76051.69899307707,76051.69899307707,76051.69899307707,257805.1086442032,-83.06558049735321,110406.36059718777,0.0,10,5024000,257805.1086442032,0.0,76051.69899307707,-83.06558049735321,10,110406.36059718777
201,0.4,0.4,201,121148.22338604499,121148.223386045,121148.22338604499,322235.69368509337,-95.20239265333505,132030.6405150732,0.0,10,5048000,322235.69368509337,0.0,121148.223386045,-95.20239265333505,10,132030.6405150732
202,0.2,0.2,202,57408.50416073181,57408.50416073184,57408.50416073181,318050.25142919784,-96.04627051228239,113158.11235715119,0.0,10,5072000,318050.25142919784,0.0,57408.50416073184,-96.04627051228239,10,113158.11235715119
203,0.4,0.4,203,216694.05203706172,216694.05203706172,216694.05203706172,296154.5243924376,38563.7300067277,66951.76246123707,0.0,10,5096000,296154.5243924376,0.0,216694.05203706172,38563.7300067277,10,66951.76246123707
204,0.6,0.6,204,266988.71377966914,266988.71377966914,266988.71377966914,327578.4340655015,116609.45850811756,58999.70428382734,0.0,10,5120000,327578.4340655015,0.0,266988.71377966914,116609.45850811756,10,58999.70428382734
205,1.0,1.0,205,265920.09551072,265920.0955107199,265920.09551072,335532.29026891687,-19.58351551462036,94568.69117519802,0.0,10,5144000,335532.29026891687,0.0,265920.0955107199,-19.58351551462036,10,94568.69117519802
206,1.0,1.0,206,313553.0660996789,313553.0660996788,313553.0660996789,341797.3336805745,285298.0770094398,18180.60925790117,0.0,10,5168000,341797.3336805745,0.0,313553.0660996788,285298.0770094398,10,18180.60925790117
207,0.9,0.9,207,280723.65069658094,280723.6506965809,280723.65069658094,340995.82814219815,106297.76307827013,63373.982428166164,0.0,10,5192000,340995.82814219815,0.0,280723.6506965809,106297.76307827013,10,63373.982428166164
208,0.9,0.9,208,267515.4271385037,267515.42713850376,267515.4271385037,331413.024068316,55395.275154014904,77891.37405828618,0.0,10,5216000,331413.024068316,0.0,267515.42713850376,55395.275154014904,10,77891.37405828618
209,0.8,0.8,209,279979.38586321025,279979.3858632102,279979.38586321025,325956.5726925585,217010.78161350393,41405.98899267501,0.0,10,5240000,325956.5726925585,0.0,279979.3858632102,217010.78161350393,10,41405.98899267501
210,0.6,0.6,210,270068.4677217244,270068.4677217244,270068.4677217244,323988.9333577407,222740.24831797648,35682.009511747216,0.0,10,5264000,323988.9333577407,0.0,270068.4677217244,222740.24831797648,10,35682.009511747216
211,0.4,0.4,211,249306.37892511845,249306.37892511845,249306.37892511845,319001.7135324534,179832.74629438482,37784.22482135035,0.0,10,5288000,319001.7135324534,0.0,249306.37892511845,179832.74629438482,10,37784.22482135035
212,0.7,0.7,212,274557.6845806432,274557.6845806431,274557.6845806432,336466.1919952445,217964.8082670709,34218.673033004816,0.0,10,5312000,336466.1919952445,0.0,274557.6845806431,217964.8082670709,10,34218.673033004816
213,0.6,0.6,213,214756.02373608373,214756.02373608373,214756.02373608373,274164.84909007675,47016.902555459485,72168.26426037913,0.0,10,5336000,274164.84909007675,0.0,214756.02373608373,47016.902555459485,10,72168.26426037913
214,0.8,0.8,214,272273.491934738,272273.491934738,272273.491934738,314584.8399908883,182114.54452297525,46665.51395572826,0.0,10,5360000,314584.8399908883,0.0,272273.491934738,182114.54452297525,10,46665.51395572826
215,0.9,0.9,215,268766.13867477264,268766.1386747727,268766.13867477264,324944.6934997751,161010.9633194187,54033.74859455006,0.0,10,5384000,324944.6934997751,0.0,268766.1386747727,161010.9633194187,10,54033.74859455006
216,1.0,1.0,216,284613.78433793335,284613.78433793347,284613.78433793335,341468.3516862357,64097.7887449707,82546.3122079888,0.0,10,5408000,341468.3516862357,0.0,284613.78433793347,64097.7887449707,10,82546.3122079888
217,1.0,1.0,217,264788.42250384303,264788.422503843,264788.42250384303,337074.43991391873,131926.36340625936,65698.56724148385,0.0,10,5432000,337074.43991391873,0.0,264788.422503843,131926.36340625936,10,65698.56724148385
218,0.9,0.9,218,315037.2573097205,315037.25730972044,315037.2573097205,340871.1468696506,225776.47491080145,36362.91976067702,0.0,10,5456000,340871.1468696506,0.0,315037.25730972044,225776.47491080145,10,36362.91976067702
219,0.9,0.9,219,204985.73224183015,204985.73224183015,204985.73224183015,337882.07752512477,-26.549811530749874,145316.67029487237,0.0,10,5480000,337882.07752512477,0.0,204985.73224183015,-26.549811530749874,10,145316.67029487237
220,0.9,0.9,220,231355.4766669251,231355.4766669251,231355.4766669251,341820.9640767486,-21.013248817619672,134438.05796724273,0.0,10,5504000,341820.9640767486,0.0,231355.4766669251,-21.013248817619672,10,134438.05796724273
221,0.9,0.9,221,266501.24392331054,266501.24392331054,266501.24392331054,342351.2730135381,-19.657055001991612,99056.26691601948,0.0,10,5528000,342351.2730135381,0.0,266501.24392331054,-19.657055001991612,10,99056.26691601948
222,0.6,0.6,222,209008.11573109115,209008.11573109118,209008.11573109115,335301.7715443732,-17.501101506936614,91528.45304273555,0.0,10,5552000,335301.7715443732,0.0,209008.11573109118,-17.501101506936614,10,91528.45304273555
223,0.9,0.9,223,249563.08354330226,249563.0835433022,249563.08354330226,337266.9359978709,32517.246909886508,122624.70482384726,0.0,10,5576000,337266.9359978709,0.0,249563.0835433022,32517.246909886508,10,122624.70482384726
224,0.6,0.6,224,263900.0567737761,263900.0567737761,263900.0567737761,337837.1320362883,211723.0762650896,41440.05619322595,0.0,10,5600000,337837.1320362883,0.0,263900.0567737761,211723.0762650896,10,41440.05619322595
225,0.7,0.7,225,225878.76171577262,225878.76171577265,225878.76171577262,336560.6273584049,-17.66979431069413,95259.42407470793,0.0,10,5624000,336560.6273584049,0.0,225878.76171577265,-17.66979431069413,10,95259.42407470793
226,0.5,0.5,226,146431.9544267491,146431.95442674903,146431.9544267491,325310.3096081043,-20.02783266829918,144994.53815226545,0.0,10,5648000,325310.3096081043,0.0,146431.95442674903,-20.02783266829918,10,144994.53815226545
227,0.6,0.6,227,139163.85184665717,139163.8518466572,139163.85184665717,304595.77020108025,-20.67700606243417,120689.23819792784,0.0,10,5672000,304595.77020108025,0.0,139163.8518466572,-20.67700606243417,10,120689.23819792784
228,0.4,0.4,228,170078.38804722874,170078.3880472287,170078.38804722874,344270.3911446235,-23.602774024506964,140851.95264015938,0.0,10,5696000,344270.3911446235,0.0,170078.3880472287,-23.602774024506964,10,140851.95264015938
229,0.6,0.6,229,190631.14705262915,190631.14705262918,190631.14705262915,329809.4996515841,-18.718924883567784,146414.83234022566,0.0,10,5720000,329809.4996515841,0.0,190631.14705262918,-18.718924883567784,10,146414.83234022566
230,0.4,0.4,230,174598.64912094662,174598.6491209467,174598.64912094662,307148.54817762127,-25.7909797544589,117843.51052785946,0.0,10,5744000,307148.54817762127,0.0,174598.6491209467,-25.7909797544589,10,117843.51052785946
231,0.4,0.4,231,113402.66859043036,113402.6685904304,113402.66859043036,328990.7601199779,-43.72799192588852,142744.3896154933,0.0,10,5768000,328990.7601199779,0.0,113402.6685904304,-43.72799192588852,10,142744.3896154933
232,0.4,0.4,232,142880.11983858744,142880.11983858744,142880.11983858744,330974.2648664411,-57.20845747801531,145578.18850451004,0.0,10,5792000,330974.2648664411,0.0,142880.11983858744,-57.20845747801531,10,145578.18850451004
233,0.4,0.4,233,115353.74566753485,115353.74566753485,115353.74566753485,299507.702077102,-42.32853404297381,125464.41954278796,0.0,10,5816000,299507.702077102,0.0,115353.74566753485,-42.32853404297381,10,125464.41954278796
234,0.3,0.3,234,139531.12803266186,139531.1280326618,139531.12803266186,322240.5310004398,-39.36794487221148,141966.4995332735,0.0,10,5840000,322240.5310004398,0.0,139531.1280326618,-39.36794487221148,10,141966.4995332735
235,0.3,0.3,235,142763.5244404397,142763.5244404397,142763.5244404397,320645.5031139024,-30.93063366619818,127900.36421829072,0.0,10,5864000,320645.5031139024,0.0,142763.5244404397,-30.93063366619818,10,127900.36421829072
236,0.3,0.3,236,120154.71096803006,120154.71096803008,120154.71096803006,283235.7005112294,-25.97495895855598,119653.0888615237,0.0,10,5888000,283235.7005112294,0.0,120154.71096803008,-25.97495895855598,10,119653.0888615237
237,0.2,0.2,237,143197.63245229956,143197.6324522996,143197.63245229956,264441.67897412437,-24.964028694400245,118325.54149737347,0.0,10,5912000,264441.67897412437,0.0,143197.6324522996,-24.964028694400245,10,118325.54149737347
238,0.0,0.0,238,201156.49661523878,201156.49661523872,201156.49661523878,222296.46836114832,116444.7082174175,34822.2736425732,0.0,10,5936000,222296.46836114832,0.0,201156.49661523872,116444.7082174175,10,34822.2736425732
239,0.6,0.6,239,226515.04298028117,226515.04298028108,226515.04298028117,316181.51213605393,48326.974641749875,74130.51026617977,0.0,10,5960000,316181.51213605393,0.0,226515.04298028108,48326.974641749875,10,74130.51026617977
240,0.2,0.2,240,237239.04785738117,237239.0478573811,237239.04785738117,319990.9533707817,213042.16286390054,33485.65066364283,0.0,10,5984000,319990.9533707817,0.0,237239.0478573811,213042.16286390054,10,33485.65066364283
241,0.7,0.7,241,273635.47387856216,273635.4738785623,273635.47387856216,332087.8632864141,212246.539643095,44700.017190514685,0.0,10,6008000,332087.8632864141,0.0,273635.4738785623,212246.539643095,10,44700.017190514685
242,0.2,0.2,242,50248.43452480239,50248.43452480242,50248.43452480239,242905.19524653332,-158.6013231596192,91728.16169585903,0.0,10,6032000,242905.19524653332,0.0,50248.43452480242,-158.6013231596192,10,91728.16169585903
243,0.5,0.5,243,129453.24536952516,129453.24536952513,129453.24536952516,336598.76207600866,-106.80685627811201,142148.47899184658,0.0,10,6056000,336598.76207600866,0.0,129453.24536952513,-106.80685627811201,10,142148.47899184658
