MetaTest/button-press-topdown-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/button-press-topdown-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/button-press-topdown-v1/AverageReturn,MetaTest/button-press-topdown-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/NumTrajs,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/button-press-topdown-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/button-press-topdown-v1/MinReturn,MetaTest/button-press-topdown-v1/NumTrajs,MetaTest/button-press-topdown-v1/StdReturn
26,0.1,0.1,26,21230.26979399751,21230.269793997508,21230.26979399751,213047.01437476755,-112.61148091991711,63938.91983687757,0.0,10,848000,213047.01437476755,0.0,21230.269793997508,-112.61148091991711,10,63938.91983687757
27,0.0,0.0,27,-42.177226087904536,-42.177226087904536,-42.177226087904536,-40.80280339713634,-44.43103913915047,1.2111756354246137,0.0,10,872000,-40.80280339713634,0.0,-42.177226087904536,-44.43103913915047,10,1.2111756354246137
28,0.1,0.1,28,15655.11807572412,15655.118075724129,15655.11807572412,157110.75135189728,-110.89550085436693,47151.88742458926,0.0,10,896000,157110.75135189728,0.0,15655.118075724129,-110.89550085436693,10,47151.88742458926
29,0.3,0.3,29,109491.29027875172,109491.29027875178,109491.29027875172,318750.73533952073,-91.27613999037982,136505.1712541304,0.0,10,920000,318750.73533952073,0.0,109491.29027875178,-91.27613999037982,10,136505.1712541304
30,0.0,0.0,30,6494.9931286797755,6494.993128679771,6494.9931286797755,65487.79348344616,-112.23551043700637,19664.29440992308,0.0,10,944000,65487.79348344616,0.0,6494.993128679771,-112.23551043700637,10,19664.29440992308
31,0.2,0.2,31,94685.3174080247,94685.31740802471,94685.3174080247,324329.5220131201,-107.5386533849659,122767.17036406335,0.0,10,968000,324329.5220131201,0.0,94685.31740802471,-107.5386533849659,10,122767.17036406335
32,0.1,0.1,32,49014.33770339941,49014.337703399375,49014.33770339941,269700.76770345494,-104.90963565501922,98765.0526594978,0.0,10,992000,269700.76770345494,0.0,49014.337703399375,-104.90963565501922,10,98765.0526594978
33,0.1,0.1,33,85319.2718837321,85319.27188373206,85319.2718837321,311525.8412594559,-134.50623109887127,111576.47653123185,0.0,10,1016000,311525.8412594559,0.0,85319.27188373206,-134.50623109887127,10,111576.47653123185
34,0.1,0.1,34,73978.56282607427,73978.56282607428,73978.56282607427,222297.583702829,-109.54154978083653,95831.85900169468,0.0,10,1040000,222297.583702829,0.0,73978.56282607428,-109.54154978083653,10,95831.85900169468
35,0.1,0.1,35,52913.71106899361,52913.71106899361,52913.71106899361,298194.02086507896,-120.11192815932236,93873.04026436347,0.0,10,1064000,298194.02086507896,0.0,52913.71106899361,-120.11192815932236,10,93873.04026436347
36,0.3,0.3,36,64076.85689936442,64076.85689936441,64076.85689936442,320814.2261575812,-125.24201388719636,128301.43182073267,0.0,10,1088000,320814.2261575812,0.0,64076.85689936441,-125.24201388719636,10,128301.43182073267
37,0.3,0.3,37,96031.32508265499,96031.32508265506,96031.32508265499,312849.59033527644,-111.63379139939987,126459.95112516181,0.0,10,1112000,312849.59033527644,0.0,96031.32508265506,-111.63379139939987,10,126459.95112516181
38,0.2,0.2,38,37713.06629103338,37713.06629103334,37713.06629103338,318672.7290183129,-110.69348918550516,95293.14863105443,0.0,10,1136000,318672.7290183129,0.0,37713.06629103334,-110.69348918550516,10,95293.14863105443
39,0.2,0.2,39,80927.02438653582,80927.02438653582,80927.02438653582,321709.8330726286,-96.98802230811843,128703.85944011669,0.0,10,1160000,321709.8330726286,0.0,80927.02438653582,-96.98802230811843,10,128703.85944011669
40,0.2,0.2,40,58190.450255017335,58190.45025501732,58190.450255017335,316092.7514131477,-108.15886176716192,116722.71066418808,0.0,10,1184000,316092.7514131477,0.0,58190.45025501732,-108.15886176716192,10,116722.71066418808
41,0.3,0.3,41,98042.844781642,98042.844781642,98042.844781642,332818.90479982435,-103.71536385141381,149879.45889842245,0.0,10,1208000,332818.90479982435,0.0,98042.844781642,-103.71536385141381,10,149879.45889842245
42,0.0,0.0,42,47908.11507081111,47908.11507081113,47908.11507081111,220972.9161664901,-104.39440363315805,77031.52839582822,0.0,10,1232000,220972.9161664901,0.0,47908.11507081113,-104.39440363315805,10,77031.52839582822
43,0.1,0.1,43,55763.45397046278,55763.45397046278,55763.45397046278,334529.690534934,-108.13972720012593,114393.96381839154,0.0,10,1256000,334529.690534934,0.0,55763.45397046278,-108.13972720012593,10,114393.96381839154
44,0.3,0.3,44,71801.24881748398,71801.24881748398,71801.24881748398,334246.0582254879,-107.81738322208601,130282.92395675188,0.0,10,1280000,334246.0582254879,0.0,71801.24881748398,-107.81738322208601,10,130282.92395675188
45,0.1,0.1,45,51578.68594282082,51578.685942820804,51578.68594282082,293968.6635754519,-107.51480921169792,104513.22220709901,0.0,10,1304000,293968.6635754519,0.0,51578.685942820804,-107.51480921169792,10,104513.22220709901
46,0.3,0.3,46,65172.08422088371,65172.08422088371,65172.08422088371,340010.7014117277,-98.58318291365612,130606.57100071858,0.0,10,1328000,340010.7014117277,0.0,65172.08422088371,-98.58318291365612,10,130606.57100071858
47,0.4,0.4,47,88698.17342179886,88698.17342179887,88698.17342179886,321554.021077214,-108.59616279405687,136826.77824923347,0.0,10,1352000,321554.021077214,0.0,88698.17342179887,-108.59616279405687,10,136826.77824923347
48,0.3,0.3,48,73169.44118148115,73169.4411814811,73169.44118148115,290436.94466249284,-102.36190253007231,116543.43145768341,0.0,10,1376000,290436.94466249284,0.0,73169.4411814811,-102.36190253007231,10,116543.43145768341
49,0.4,0.4,49,113796.13369808238,113796.13369808238,113796.13369808238,328676.0053432105,-106.78176435280763,143842.70364559704,0.0,10,1400000,328676.0053432105,0.0,113796.13369808238,-106.78176435280763,10,143842.70364559704
50,0.3,0.3,50,94691.02712367018,94691.02712367018,94691.02712367018,329018.90686247306,-98.98742847056717,144864.8283104524,0.0,10,1424000,329018.90686247306,0.0,94691.02712367018,-98.98742847056717,10,144864.8283104524
51,0.3,0.3,51,116541.74421993126,116541.74421993126,116541.74421993126,320479.17348988017,-108.1187312359852,145321.15671947988,0.0,10,1448000,320479.17348988017,0.0,116541.74421993126,-108.1187312359852,10,145321.15671947988
52,0.1,0.1,52,91360.43453316359,91360.43453316357,91360.43453316359,322579.36358550965,-102.60556447849189,117362.68782988256,0.0,10,1472000,322579.36358550965,0.0,91360.43453316357,-102.60556447849189,10,117362.68782988256
53,0.1,0.1,53,24086.351083686994,24086.351083686983,24086.351083686994,241541.3293552992,-109.50915754008041,72484.9983743805,0.0,10,1496000,241541.3293552992,0.0,24086.351083686983,-109.50915754008041,10,72484.9983743805
54,0.4,0.4,54,143363.5313231113,143363.53132311133,143363.5313231113,319345.5578228043,-107.52278432069915,145520.59889357645,0.0,10,1520000,319345.5578228043,0.0,143363.53132311133,-107.52278432069915,10,145520.59889357645
55,0.2,0.2,55,63405.13078958236,63405.13078958235,63405.13078958236,325931.45603512507,-110.0751060066252,127018.10756252149,0.0,10,1544000,325931.45603512507,0.0,63405.13078958235,-110.0751060066252,10,127018.10756252149
56,0.3,0.3,56,109699.8918364471,109699.89183644715,109699.8918364471,309792.80638729146,-108.06898731883899,136130.5089603755,0.0,10,1568000,309792.80638729146,0.0,109699.89183644715,-108.06898731883899,10,136130.5089603755
57,0.1,0.1,57,52637.86773748638,52637.86773748638,52637.86773748638,306937.11122260126,-109.41271389908763,107171.48633732506,0.0,10,1592000,306937.11122260126,0.0,52637.86773748638,-109.41271389908763,10,107171.48633732506
58,0.3,0.3,58,25543.951323182548,25543.951323182548,25543.951323182548,222297.44462025413,-105.20465328293649,66351.82587875331,0.0,10,1616000,222297.44462025413,0.0,25543.951323182548,-105.20465328293649,10,66351.82587875331
59,0.4,0.4,59,120817.83061433802,120817.830614338,120817.83061433802,335676.0682322561,-107.62803727715503,150747.37792643617,0.0,10,1640000,335676.0682322561,0.0,120817.830614338,-107.62803727715503,10,150747.37792643617
60,0.5,0.5,60,45894.551289050934,45894.55128905091,45894.551289050934,330850.96087009704,-92.038434554476,102438.1537042956,0.0,10,1664000,330850.96087009704,0.0,45894.55128905091,-92.038434554476,10,102438.1537042956
61,0.2,0.2,61,121169.41720291076,121169.4172029108,121169.41720291076,308772.1753828507,-111.99732257025293,126815.60773771683,0.0,10,1688000,308772.1753828507,0.0,121169.4172029108,-111.99732257025293,10,126815.60773771683
62,0.0,0.0,62,21226.963667665088,21226.96366766507,21226.963667665088,213041.1669933586,-101.56053484582091,63938.06845591988,0.0,10,1712000,213041.1669933586,0.0,21226.96366766507,-101.56053484582091,10,63938.06845591988
63,0.0,0.0,63,-89.57131416236922,-89.57131416236919,-89.57131416236922,-58.88416470117525,-101.07454188202334,11.850415924038758,0.0,10,1736000,-58.88416470117525,0.0,-89.57131416236919,-101.07454188202334,10,11.850415924038758
64,0.1,0.1,64,78219.4473627437,78219.44736274365,78219.4473627437,312442.9561944975,-100.69836257252673,121415.1418777859,0.0,10,1760000,312442.9561944975,0.0,78219.44736274365,-100.69836257252673,10,121415.1418777859
65,0.3,0.3,65,63163.95619698665,63163.95619698665,63163.95619698665,326998.75501795363,-111.77357439140343,126592.45366722356,0.0,10,1784000,326998.75501795363,0.0,63163.95619698665,-111.77357439140343,10,126592.45366722356
66,0.1,0.1,66,76235.21390399474,76235.21390399472,76235.21390399474,322323.0489038126,-113.29748319535376,119520.43323598753,0.0,10,1808000,322323.0489038126,0.0,76235.21390399472,-113.29748319535376,10,119520.43323598753
67,0.1,0.1,67,76786.88342468868,76786.8834246887,76786.88342468868,317448.00050830486,-96.44587696937566,119809.70880106266,0.0,10,1832000,317448.00050830486,0.0,76786.8834246887,-96.44587696937566,10,119809.70880106266
68,0.3,0.3,68,62134.09891898071,62134.09891898071,62134.09891898071,311903.75326142646,-110.58057073169824,124402.79844571017,0.0,10,1856000,311903.75326142646,0.0,62134.09891898071,-110.58057073169824,10,124402.79844571017
69,0.5,0.5,69,164650.4485195516,164650.44851955163,164650.4485195516,329977.25193338323,-75.6300064910955,143030.95164972232,0.0,10,1880000,329977.25193338323,0.0,164650.44851955163,-75.6300064910955,10,143030.95164972232
70,0.5,0.5,70,194348.87998963048,194348.8799896305,194348.87998963048,323808.05066872307,-20.589061197812878,131392.7675871982,0.0,10,1904000,323808.05066872307,0.0,194348.8799896305,-20.589061197812878,10,131392.7675871982
71,0.4,0.4,71,233066.13006839986,233066.1300683998,233066.13006839986,333425.10715016496,32437.181919021004,80629.87849313984,0.0,10,1928000,333425.10715016496,0.0,233066.1300683998,32437.181919021004,10,80629.87849313984
72,0.7,0.7,72,294435.8840865757,294435.88408657565,294435.8840865757,335628.3924760699,218753.6110490756,41801.105163228094,0.0,10,1952000,335628.3924760699,0.0,294435.88408657565,218753.6110490756,10,41801.105163228094
73,1.0,1.0,73,246537.13245620072,246537.13245620072,246537.13245620072,328785.91800631874,-18.89903683923796,124874.16261019716,0.0,10,1976000,328785.91800631874,0.0,246537.13245620072,-18.89903683923796,10,124874.16261019716
74,0.9,0.9,74,303728.255750722,303728.2557507219,303728.255750722,325370.9216982187,223808.8525646836,30826.862440001838,0.0,10,2000000,325370.9216982187,0.0,303728.2557507219,223808.8525646836,10,30826.862440001838
75,0.8,0.8,75,291153.08876174723,291153.08876174723,291153.08876174723,334602.57546567626,222573.77702003738,37437.903016928074,0.0,10,2024000,334602.57546567626,0.0,291153.08876174723,222573.77702003738,10,37437.903016928074
76,1.0,1.0,76,229503.58956950763,229503.58956950757,229503.58956950763,337569.10245500476,-19.621516512403286,150360.42612475975,0.0,10,2048000,337569.10245500476,0.0,229503.58956950757,-19.621516512403286,10,150360.42612475975
77,0.9,0.9,77,297289.8798857677,297289.8798857677,297289.8798857677,331875.22755043884,218564.28382431218,41747.74089353953,0.0,10,2072000,331875.22755043884,0.0,297289.8798857677,218564.28382431218,10,41747.74089353953
78,1.0,1.0,78,280618.12375900365,280618.1237590036,280618.12375900365,331927.1175885239,-17.552255268850217,96753.83648583914,0.0,10,2096000,331927.1175885239,0.0,280618.1237590036,-17.552255268850217,10,96753.83648583914
79,1.0,1.0,79,246783.45916648945,246783.4591664896,246783.45916648945,328482.9923613318,-19.397952417276358,125137.38804966456,0.0,10,2120000,328482.9923613318,0.0,246783.4591664896,-19.397952417276358,10,125137.38804966456
80,0.9,0.9,80,277262.2913406954,277262.29134069534,277262.2913406954,333195.83557075885,3984.620430394996,95499.26939124627,0.0,10,2144000,333195.83557075885,0.0,277262.29134069534,3984.620430394996,10,95499.26939124627
81,0.9,0.9,81,312211.3486119975,312211.34861199756,312211.3486119975,330750.19191443245,224314.8728035123,30277.241417390345,0.0,10,2168000,330750.19191443245,0.0,312211.34861199756,224314.8728035123,10,30277.241417390345
82,0.8,0.8,82,266523.5417397013,266523.54173970135,266523.5417397013,330462.830775818,33480.02129694582,87969.58236932651,0.0,10,2192000,330462.830775818,0.0,266523.54173970135,33480.02129694582,10,87969.58236932651
83,1.0,1.0,83,282582.41633268574,282582.4163326858,282582.41633268574,326732.2806655756,-18.014776276730142,94961.00642422927,0.0,10,2216000,326732.2806655756,0.0,282582.4163326858,-18.014776276730142,10,94961.00642422927
84,0.9,0.9,84,276079.91500703833,276079.91500703833,276079.91500703833,330484.51511870796,-17.273230783783713,96811.0938440358,0.0,10,2240000,330484.51511870796,0.0,276079.91500703833,-17.273230783783713,10,96811.0938440358
85,1.0,1.0,85,317476.270493053,317476.2704930529,317476.270493053,330835.6223535112,270801.62430101633,16770.843773033448,0.0,10,2264000,330835.6223535112,0.0,317476.2704930529,270801.62430101633,10,16770.843773033448
86,0.7,0.7,86,237178.25287010794,237178.25287010794,237178.25287010794,335979.60240377765,122951.05058002078,69854.92026143435,0.0,10,2288000,335979.60240377765,0.0,237178.25287010794,122951.05058002078,10,69854.92026143435
87,0.8,0.8,87,301209.78271990875,301209.78271990875,301209.78271990875,334715.57332160056,223616.45236693675,39419.93247603729,0.0,10,2312000,334715.57332160056,0.0,301209.78271990875,223616.45236693675,10,39419.93247603729
88,0.9,0.9,88,305426.9667603557,305426.9667603557,305426.9667603557,327808.672803983,233735.6595304008,27905.023560818405,0.0,10,2336000,327808.672803983,0.0,305426.9667603557,233735.6595304008,10,27905.023560818405
89,0.5,0.5,89,274742.78913416166,274742.7891341616,274742.78913416166,322684.7828019782,220973.4983977352,44712.330901621324,0.0,10,2360000,322684.7828019782,0.0,274742.7891341616,220973.4983977352,10,44712.330901621324
90,0.5,0.5,90,250413.6480165689,250413.64801656906,250413.6480165689,330299.0852321215,70792.8690466409,74990.66740489735,0.0,10,2384000,330299.0852321215,0.0,250413.64801656906,70792.8690466409,10,74990.66740489735
91,0.8,0.8,91,295232.8923198057,295232.8923198057,295232.8923198057,332094.47830209846,218830.84573349255,39427.056024804515,0.0,10,2408000,332094.47830209846,0.0,295232.8923198057,218830.84573349255,10,39427.056024804515
92,0.3,0.3,92,242807.08738342408,242807.08738342408,242807.08738342408,322434.1421892943,199825.7964811911,43441.05923079904,0.0,10,2432000,322434.1421892943,0.0,242807.08738342408,199825.7964811911,10,43441.05923079904
93,0.6,0.6,93,259418.53296975774,259418.53296975768,259418.53296975774,331940.14452999906,127331.17706917998,66473.2744207981,0.0,10,2456000,331940.14452999906,0.0,259418.53296975768,127331.17706917998,10,66473.2744207981
94,0.4,0.4,94,260757.83465354447,260757.8346535444,260757.83465354447,330203.50623803074,204487.4915137122,50896.558208354705,0.0,10,2480000,330203.50623803074,0.0,260757.8346535444,204487.4915137122,10,50896.558208354705
95,0.0,0.0,95,740.4441216489447,740.4441216489452,740.4441216489447,7923.344029912401,-99.39948342993956,2394.5352355282967,0.0,10,2504000,7923.344029912401,0.0,740.4441216489452,-99.39948342993956,10,2394.5352355282967
96,0.5,0.5,96,125622.57592276283,125622.57592276286,125622.57592276283,324072.5561282597,-102.15904241372404,154016.89503862688,0.0,10,2528000,324072.5561282597,0.0,125622.57592276286,-102.15904241372404,10,154016.89503862688
97,0.4,0.4,97,120405.23222656541,120405.23222656544,120405.23222656541,336166.3140325074,-101.55032161521223,149960.46910044926,0.0,10,2552000,336166.3140325074,0.0,120405.23222656544,-101.55032161521223,10,149960.46910044926
98,0.3,0.3,98,88676.69573581222,88676.69573581222,88676.69573581222,313753.6972484915,-99.24167902531487,113039.4045231444,0.0,10,2576000,313753.6972484915,0.0,88676.69573581222,-99.24167902531487,10,113039.4045231444
99,0.1,0.1,99,102487.59439387315,102487.59439387314,102487.59439387315,321214.9089554913,-104.69825426501306,125561.29042106096,0.0,10,2600000,321214.9089554913,0.0,102487.59439387314,-104.69825426501306,10,125561.29042106096
100,0.3,0.3,100,143630.8359977407,143630.83599774074,143630.8359977407,334236.80497729743,-61.77493042303342,148567.2224980435,0.0,10,2624000,334236.80497729743,0.0,143630.83599774074,-61.77493042303342,10,148567.2224980435
101,0.2,0.2,101,121319.69214390386,121319.69214390384,121319.69214390386,321252.056569787,-111.95559616531239,130402.34519881169,0.0,10,2648000,321252.056569787,0.0,121319.69214390384,-111.95559616531239,10,130402.34519881169
102,0.0,0.0,102,-42.20079744430029,-42.200797444300285,-42.20079744430029,-35.78030518991778,-74.16719718351435,10.808280395079404,0.0,10,2672000,-35.78030518991778,0.0,-42.200797444300285,-74.16719718351435,10,10.808280395079404
103,0.3,0.3,103,33273.509129004124,33273.50912900413,33273.509129004124,333243.23574119835,-98.41269031549822,99989.91405410192,0.0,10,2696000,333243.23574119835,0.0,33273.50912900413,-98.41269031549822,10,99989.91405410192
104,0.5,0.5,104,162376.2126463899,162376.21264638976,162376.2126463899,332546.95486386365,-88.31873023380837,162526.10495815604,0.0,10,2720000,332546.95486386365,0.0,162376.21264638976,-88.31873023380837,10,162526.10495815604
105,0.1,0.1,105,68399.65940787431,68399.65940787432,68399.65940787431,243590.64762228803,-92.41258749747168,104769.60956522825,0.0,10,2744000,243590.64762228803,0.0,68399.65940787432,-92.41258749747168,10,104769.60956522825
106,0.4,0.4,106,149338.4922888997,149338.4922888997,149338.4922888997,328864.9563805285,-100.42436129325598,151497.9837257544,0.0,10,2768000,328864.9563805285,0.0,149338.4922888997,-100.42436129325598,10,151497.9837257544
107,0.1,0.1,107,77546.75257004095,77546.75257004092,77546.75257004095,311355.51187460753,-107.04833209224546,120344.94554401918,0.0,10,2792000,311355.51187460753,0.0,77546.75257004092,-107.04833209224546,10,120344.94554401918
108,0.5,0.5,108,136142.37018037852,136142.37018037844,136142.37018037852,328307.3481071749,-99.75868974503678,141710.5818459172,0.0,10,2816000,328307.3481071749,0.0,136142.37018037844,-99.75868974503678,10,141710.5818459172
109,0.2,0.2,109,132920.2576964357,132920.25769643567,132920.2576964357,333469.5980817273,-96.43469944745917,137544.30185742932,0.0,10,2840000,333469.5980817273,0.0,132920.25769643567,-96.43469944745917,10,137544.30185742932
110,0.2,0.2,110,130910.66060822573,130910.6606082257,130910.66060822573,326702.7118251332,-96.53721670316577,135478.0471237156,0.0,10,2864000,326702.7118251332,0.0,130910.6606082257,-96.53721670316577,10,135478.0471237156
111,0.3,0.3,111,90457.01179994213,90457.01179994216,90457.01179994213,323453.43331262225,-102.81892014814458,139276.0992358175,0.0,10,2888000,323453.43331262225,0.0,90457.01179994216,-102.81892014814458,10,139276.0992358175
112,0.3,0.3,112,108921.8572704407,108921.85727044071,108921.8572704407,327330.4378840498,-110.06734977437722,133661.4243605454,0.0,10,2912000,327330.4378840498,0.0,108921.85727044071,-110.06734977437722,10,133661.4243605454
113,0.3,0.3,113,137565.02500194867,137565.02500194864,137565.02500194867,314801.9777890468,-105.5245277768855,140972.43606448793,0.0,10,2936000,314801.9777890468,0.0,137565.02500194864,-105.5245277768855,10,140972.43606448793
114,0.5,0.5,114,121828.27813541182,121828.27813541176,121828.27813541182,321184.47235193383,-106.59895254278169,149696.73860777367,0.0,10,2960000,321184.47235193383,0.0,121828.27813541176,-106.59895254278169,10,149696.73860777367
115,0.2,0.2,115,76067.77564258048,76067.77564258047,76067.77564258048,217009.4643024225,-44.252406717302286,96513.96396953567,0.0,10,2984000,217009.4643024225,0.0,76067.77564258047,-44.252406717302286,10,96513.96396953567
116,0.3,0.3,116,68969.46299748353,68969.46299748354,68969.46299748353,226184.86341803658,-75.67568979791457,91105.12842856038,0.0,10,3008000,226184.86341803658,0.0,68969.46299748354,-75.67568979791457,10,91105.12842856038
117,0.0,0.0,117,108363.58340069352,108363.58340069349,108363.58340069352,223941.12366167444,-101.47950498065389,108542.92748527025,0.0,10,3032000,223941.12366167444,0.0,108363.58340069349,-101.47950498065389,10,108542.92748527025
118,0.0,0.0,118,94637.41827154503,94637.41827154506,94637.41827154503,239504.0464501673,-112.23620788658502,112186.26273615473,0.0,10,3056000,239504.0464501673,0.0,94637.41827154506,-112.23620788658502,10,112186.26273615473
