MetaTest/handle-press-side-v1/StdReturn,Average/MinReturn,Average/AverageDiscountedReturn,Average/MaxReturn,MetaTest/handle-press-side-v1/SuccessRate,GaussianMLPPolicy/dLoss,MetaTest/Average/TerminationRate,handle-press-side-v1/TerminationRate,Average/AverageReturn,handle-press-side-v1/SuccessRate,GaussianMLPPolicy/Entropy,TotalEnvSteps,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/KLAfter,GaussianMLPPolicy/LossAfter,Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/handle-press-side-v1/AverageDiscountedReturn,Average/NumEpisodes,MetaTest/handle-press-side-v1/NumEpisodes,MetaTest/handle-press-side-v1/Iteration,handle-press-side-v1/NumEpisodes,MetaTest/handle-press-side-v1/AverageReturn,Average/SuccessRate,MetaTest/Average/MinReturn,GaussianMLPPolicy/KLBefore,MetaTest/handle-press-side-v1/MinReturn,handle-press-side-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,handle-press-side-v1/MinReturn,handle-press-side-v1/AverageReturn,Iteration,MetaTest/Average/StdReturn,handle-press-side-v1/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/handle-press-side-v1/TerminationRate,handle-press-side-v1/StdReturn,Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,handle-press-side-v1/Iteration,Average/TerminationRate,MetaTest/handle-press-side-v1/MaxReturn
0.0,-47.61639283853744,2648.981606341471,57565.48917316184,0.0,1.327779841631127e-08,0.0,0.0,8446.626127747442,0.0,5.685431957244873,880000,-2.9477573093572573e-07,9.368664905196056e-06,-3.08053529352037e-07,10,0.0,20895.433086598496,200,1,10,200,20895.433086598496,0.0,20895.433086598496,0.0,20895.433086598496,2648.981606341471,20895.433086598496,-47.61639283853744,8446.626127747442,10,0.0,57565.48917316184,1,0.0,12171.886790002372,12171.886790002372,20895.433086598496,10,20895.433086598496,10,0.0,20895.433086598496
0.0,-45.17902624754017,2340.245165871643,41973.61964015301,0.0,3.7749941839138046e-08,0.0,0.0,7004.324180842261,0.0,5.681349277496338,960000,-4.669869667850435e-06,2.6621037250151858e-05,-4.707619609689573e-06,11,0.0,10711.713364794889,200,1,11,200,10711.713364794883,0.0,10711.713364794883,0.0,10711.713364794883,2340.245165871643,10711.713364794883,-45.17902624754017,7004.324180842261,11,0.0,41973.61964015301,1,0.0,9999.670830524487,9999.670830524487,10711.713364794883,11,10711.713364794889,11,0.0,10711.713364794883
0.0,-39.69966485310598,2590.4408014333158,51245.065119131556,0.0,2.4171640689019114e-08,0.0,0.0,7951.663882637653,0.0,5.679977893829346,1040000,-2.6816301215148997e-06,1.704640089883469e-05,-2.7058017622039188e-06,12,0.0,18253.523485589118,200,1,12,200,18253.523485589132,0.0,18253.523485589132,0.0,18253.523485589132,2590.4408014333158,18253.523485589132,-39.69966485310598,7951.663882637653,12,0.0,51245.065119131556,1,0.0,11452.548254380921,11452.548254380921,18253.523485589132,12,18253.523485589118,12,0.0,18253.523485589132
0.0,-44.7623582605291,2743.9391912790707,75975.60560453768,0.0,7.743347296695902e-09,0.0,0.0,8760.098124064274,0.0,5.67998743057251,1120000,1.8623040887177922e-08,5.457402039610315e-06,1.087969359048202e-08,13,0.0,1446.551563386848,200,1,13,200,1446.551563386847,0.0,1446.551563386847,0.0,1446.551563386847,2743.9391912790707,1446.551563386847,-44.7623582605291,8760.098124064274,13,0.0,75975.60560453768,1,0.0,12047.601553365424,12047.601553365424,1446.551563386847,13,1446.551563386848,13,0.0,1446.551563386847
0.0,-39.91392457755102,2309.196555926154,46761.72998418504,0.0,3.023637873411644e-08,0.0,0.0,7097.26923073565,0.0,5.678497314453125,1200000,-3.0581079499825137e-06,2.134225724148564e-05,-3.08834432871663e-06,14,0.0,-24.63363342476618,200,1,14,200,-24.63363342476618,0.0,-24.63363342476618,0.0,-24.63363342476618,2309.196555926154,-24.63363342476618,-39.91392457755102,7097.26923073565,14,0.0,46761.72998418504,1,0.0,10606.466418633629,10606.466418633629,-24.63363342476618,14,-24.63363342476618,14,0.0,-24.63363342476618
0.0,-42.8077536730489,2177.312900253243,50960.97670667864,0.0,4.039611667394638e-08,0.0,0.0,7041.727602239852,0.0,5.670336723327637,1280000,-6.7397550083114766e-06,2.848929761967156e-05,-6.780151124985423e-06,15,0.0,2904.714388375859,200,1,15,200,2904.714388375861,0.0,2904.714388375861,0.0,2904.714388375861,2177.312900253243,2904.714388375861,-42.8077536730489,7041.727602239852,15,0.0,50960.97670667864,1,0.0,11023.835757250128,11023.835757250128,2904.714388375861,15,2904.714388375859,15,0.0,2904.714388375861
0.0,-44.66368004351838,1990.8923243539712,53827.30420516882,0.0,1.772741597960703e-08,0.0,0.0,6263.505007496053,0.0,5.668241024017334,1360000,-2.626715286169201e-06,1.2500551747507416e-05,-2.644442702148808e-06,16,0.0,26863.3008077924,200,1,16,200,26863.3008077924,0.0,26863.3008077924,0.0,26863.3008077924,1990.8923243539712,26863.3008077924,-44.66368004351838,6263.505007496053,16,0.0,53827.30420516882,1,0.0,10093.083439825114,10093.083439825114,26863.3008077924,16,26863.3008077924,16,0.0,26863.3008077924
0.0,-47.85801826063257,2623.644594067809,70651.08584102742,0.0,1.283319761569146e-08,0.0,0.0,7778.6175097316245,0.0,5.668152332305908,1440000,-1.2684981243182847e-07,9.059923286258709e-06,-1.3968301004751993e-07,17,0.0,-24.342461660113987,200,1,17,200,-24.342461660113983,0.0,-24.342461660113983,0.0,-24.342461660113983,2623.644594067809,-24.342461660113983,-47.85801826063257,7778.6175097316245,17,0.0,70651.08584102742,1,0.0,11077.232710909746,11077.232710909746,-24.342461660113983,17,-24.342461660113987,17,0.0,-24.342461660113983
0.0,-40.98073607990624,2837.3389264737107,56624.425389104996,0.0,1.6882779618754284e-08,0.0,0.0,8469.72660358878,0.0,5.667906761169434,1520000,-3.057950266338594e-07,1.1917722986254375e-05,-3.2267780625261366e-07,18,0.0,-29.73052216081935,200,1,18,200,-29.730522160819355,0.0,-29.730522160819355,0.0,-29.730522160819355,2837.3389264737107,-29.730522160819355,-40.98073607990624,8469.72660358878,18,0.0,56624.425389104996,1,0.0,12327.214587496395,12327.214587496395,-29.730522160819355,18,-29.73052216081935,18,0.0,-29.730522160819355
0.0,-43.7085142263635,2469.1458731734515,94587.99355144614,0.0,3.567834028217476e-09,0.0,0.0,7417.909588263575,0.0,5.66621208190918,1600000,-1.6523157455594628e-06,2.5102558538492303e-06,-1.6558835795876803e-06,19,0.0,-21.26506844431464,200,1,19,200,-21.265068444314633,0.0,-21.265068444314633,0.0,-21.265068444314633,2469.1458731734515,-21.265068444314633,-43.7085142263635,7417.909588263575,19,0.0,94587.99355144614,1,0.0,12428.701322490737,12428.701322490737,-21.265068444314633,19,-21.26506844431464,19,0.0,-21.265068444314633
0.0,-51.14518946514719,2653.796908936823,59245.57117073526,0.0,1.8863090645027114e-08,0.0,0.0,8076.639785097682,0.0,5.666730880737305,1680000,6.015850999574468e-07,1.3310600479599088e-05,5.827220093124197e-07,20,0.0,1043.0196961064523,200,1,20,200,1043.0196961064535,0.0,1043.0196961064535,0.0,1043.0196961064535,2653.796908936823,1043.0196961064535,-51.14518946514719,8076.639785097682,20,0.0,59245.57117073526,1,0.0,10752.600320329493,10752.600320329493,1043.0196961064535,20,1043.0196961064523,20,0.0,1043.0196961064535
0.0,-44.6196457624836,2879.2767313967224,50965.278804804824,0.0,1.7920001482707448e-08,0.0,0.0,9139.134449564772,0.0,5.666191101074219,1760000,-1.3196340660215355e-06,1.2632690413738601e-05,-1.337554067504243e-06,21,0.0,-32.29398628357003,200,1,21,200,-32.293986283570035,0.0,-32.293986283570035,0.0,-32.293986283570035,2879.2767313967224,-32.293986283570035,-44.6196457624836,9139.134449564772,21,0.0,50965.278804804824,1,0.0,12082.578209924231,12082.578209924231,-32.293986283570035,21,-32.29398628357003,21,0.0,-32.293986283570035
0.0,-41.62661770441988,3039.4129593704197,74536.01239775062,0.0,2.4565451894886792e-08,0.0,0.0,9379.484843056942,0.0,5.664939880371094,1840000,-3.047395921385032e-06,1.7319098333246075e-05,-3.071961373279919e-06,22,0.0,22119.9705363741,200,1,22,200,22119.970536374083,0.0,22119.970536374083,0.0,22119.970536374083,3039.4129593704197,22119.970536374083,-41.62661770441988,9379.484843056942,22,0.0,74536.01239775062,1,0.0,13308.683984761088,13308.683984761088,22119.970536374083,22,22119.9705363741,22,0.0,22119.970536374083
0.0,-49.81567395748515,2441.054517978151,40116.655057637225,0.0,1.626540324650705e-08,0.0,0.0,7227.7285625118975,0.0,5.665875434875488,1920000,2.202196355938213e-06,1.1472398000478279e-05,2.185930952691706e-06,23,0.0,2170.399629393576,200,1,23,200,2170.399629393575,0.0,2170.399629393575,0.0,2170.399629393575,2441.054517978151,2170.399629393575,-49.81567395748515,7227.7285625118975,23,0.0,40116.655057637225,1,0.0,10342.18993264377,10342.18993264377,2170.399629393575,23,2170.399629393576,23,0.0,2170.399629393575
0.0,-43.74319080308562,3233.627116278544,58476.50857222031,0.0,1.3805561138724443e-08,0.0,0.0,9356.6846488338,0.0,5.6650309562683105,2000000,-1.6625047010165872e-06,9.754259735927917e-06,-1.6763102621553116e-06,24,0.0,5578.659858842589,200,1,24,200,5578.65985884259,0.0,5578.65985884259,0.0,5578.65985884259,3233.627116278544,5578.65985884259,-43.74319080308562,9356.6846488338,24,0.0,58476.50857222031,1,0.0,12278.349187808679,12278.349187808679,5578.65985884259,24,5578.659858842589,24,0.0,5578.65985884259
0.0,-47.39771363095484,2640.266633903448,56240.596801674954,0.0,1.497809876127576e-08,0.0,0.0,8076.953848028897,0.0,5.664794445037842,2080000,-4.589634556850797e-07,1.056919700204162e-05,-4.7394155444635544e-07,25,0.0,16570.83618680378,200,1,25,200,16570.836186803783,0.0,16570.836186803783,0.0,16570.836186803783,2640.266633903448,16570.836186803783,-47.39771363095484,8076.953848028897,25,0.0,56240.596801674954,1,0.0,11699.598055214803,11699.598055214803,16570.836186803783,25,16570.83618680378,25,0.0,16570.836186803783
0.0,-45.58828534736619,3167.016255676225,65989.32182774406,0.0,1.5467037428607e-08,0.0,0.0,9665.529180511827,0.0,5.665380477905273,2160000,8.125051067509048e-07,1.0916551218542736e-05,7.970380693222978e-07,26,0.0,-19.80236028319734,200,1,26,200,-19.80236028319735,0.0,-19.80236028319735,0.0,-19.80236028319735,3167.016255676225,-19.80236028319735,-45.58828534736619,9665.529180511827,26,0.0,65989.32182774406,1,0.0,13478.865898354235,13478.865898354235,-19.80236028319735,26,-19.80236028319734,26,0.0,-19.80236028319735
0.0,-37.984101619497615,2864.7351394042735,63405.869205127914,0.0,1.0699068297981285e-08,0.0,0.0,8890.751737256245,0.0,5.663430690765381,2240000,-2.513723984520766e-06,7.5579978329187725e-06,-2.5244230528187472e-06,27,0.0,34111.14305929638,200,1,27,200,34111.14305929637,0.0,34111.14305929637,0.0,34111.14305929637,2864.7351394042735,34111.14305929637,-37.984101619497615,8890.751737256245,27,0.0,63405.869205127914,1,0.0,12864.69614455637,12864.69614455637,34111.14305929637,27,34111.14305929638,27,0.0,34111.14305929637
0.0,-45.939719459726035,3288.1016896023884,66304.38037520945,0.0,1.8352238839725032e-08,0.0,0.0,9427.30377140493,0.0,5.662264823913574,2320000,-2.158508095817524e-06,1.2927189345646184e-05,-2.176860334657249e-06,28,0.0,-19.289767314436553,200,1,28,200,-19.289767314436535,0.0,-19.289767314436535,0.0,-19.289767314436535,3288.1016896023884,-19.289767314436535,-45.939719459726035,9427.30377140493,28,0.0,66304.38037520945,1,0.0,14104.63855462637,14104.63855462637,-19.289767314436535,28,-19.289767314436553,28,0.0,-19.289767314436535
0.0,-38.94822186084079,2791.469324515115,62414.01944954326,0.0,4.658474495045084e-09,0.0,0.0,8651.22773131963,0.0,5.662369251251221,2400000,1.7716304512305214e-07,3.2965240279736463e-06,1.7250457062800706e-07,29,0.0,8564.490398224907,200,1,29,200,8564.490398224912,0.0,8564.490398224912,0.0,8564.490398224912,2791.469324515115,8564.490398224912,-38.94822186084079,8651.22773131963,29,0.0,62414.01944954326,1,0.0,12195.828449698925,12195.828449698925,8564.490398224912,29,8564.490398224907,29,0.0,8564.490398224912
0.0,-40.75020528174043,2667.689053207595,55475.261971618194,0.0,9.203020567838394e-09,0.0,0.0,8035.126497387295,0.0,5.662530422210693,2480000,1.791674151263578e-07,6.495559318864252e-06,1.6996439455851942e-07,30,0.0,-20.488358321118064,200,1,30,200,-20.488358321118067,0.0,-20.488358321118067,0.0,-20.488358321118067,2667.689053207595,-20.488358321118067,-40.75020528174043,8035.126497387295,30,0.0,55475.261971618194,1,0.0,11343.026856164024,11343.026856164024,-20.488358321118067,30,-20.488358321118064,30,0.0,-20.488358321118067
0.0,-42.73341451433181,3141.2812980588733,77360.70395496394,0.0,7.93529579823371e-08,0.0,0.0,8970.731654356048,0.0,5.660943031311035,2560000,-2.0011302694911137e-06,5.58842730242759e-05,-2.080483227473451e-06,31,0.0,28418.49989362166,200,1,31,200,28418.499893621636,0.0,28418.499893621636,0.0,28418.499893621636,3141.2812980588733,28418.499893621636,-42.73341451433181,8970.731654356048,31,0.0,77360.70395496394,1,0.0,12589.869270743042,12589.869270743042,28418.499893621636,31,28418.49989362166,31,0.0,28418.499893621636
0.0,-40.639674021409924,3466.7944468679493,58573.2738115851,0.0,1.0138336392628844e-08,0.0,0.0,10833.982835744027,0.0,5.661050796508789,2640000,2.597593322661851e-07,7.1560521064384375e-06,2.4962099587355624e-07,32,0.0,24272.52474990497,200,1,32,200,24272.524749904987,0.0,24272.524749904987,0.0,24272.524749904987,3466.7944468679493,24272.524749904987,-40.639674021409924,10833.982835744027,32,0.0,58573.2738115851,1,0.0,13501.80857992968,13501.80857992968,24272.524749904987,32,24272.52474990497,32,0.0,24272.524749904987
0.0,-39.96799872195864,2961.335104818604,67944.05117889986,0.0,1.9107119442196563e-08,0.0,0.0,8714.423175183434,0.0,5.658508777618408,2720000,-4.659277692553587e-06,1.3485574527294375e-05,-4.678384811995784e-06,33,0.0,-19.67635973325244,200,1,33,200,-19.67635973325244,0.0,-19.67635973325244,0.0,-19.67635973325244,2961.335104818604,-19.67635973325244,-39.96799872195864,8714.423175183434,33,0.0,67944.05117889986,1,0.0,12968.157051605489,12968.157051605489,-19.67635973325244,33,-19.67635973325244,33,0.0,-19.67635973325244
0.0,-45.235167772199006,2726.5260881590275,107372.06819203554,0.0,1.1112388165201992e-07,0.0,0.0,8204.528834462362,0.0,5.661903381347656,2800000,3.378964493094827e-06,7.813931733835489e-05,3.267840611442807e-06,34,0.0,-20.553515160013898,200,1,34,200,-20.553515160013898,0.0,-20.553515160013898,0.0,-20.553515160013898,2726.5260881590275,-20.553515160013898,-45.235167772199006,8204.528834462362,34,0.0,107372.06819203554,1,0.0,13650.62860001954,13650.62860001954,-20.553515160013898,34,-20.553515160013898,34,0.0,-20.553515160013898
0.0,-49.68807921841874,3297.087859525485,65806.80310221913,0.0,9.377458809467498e-09,0.0,0.0,9503.572359790973,0.0,5.662319660186768,2880000,1.0545109034865163e-06,6.6149696067441255e-06,1.0451334446770488e-06,35,0.0,-20.53669195437114,200,1,35,200,-20.536691954371136,0.0,-20.536691954371136,0.0,-20.536691954371136,3297.087859525485,-20.536691954371136,-49.68807921841874,9503.572359790973,35,0.0,65806.80310221913,1,0.0,12973.88109136956,12973.88109136956,-20.536691954371136,35,-20.53669195437114,35,0.0,-20.536691954371136
0.0,-49.00925878196164,3613.00017852975,79237.57489594126,0.0,2.2929498300072737e-08,0.0,0.0,10445.444186710456,0.0,5.663024425506592,2960000,1.249066372110974e-06,1.6178675650735386e-05,1.2261368738109013e-06,36,0.0,-28.665746894204283,200,1,36,200,-28.665746894204275,0.0,-28.665746894204275,0.0,-28.665746894204275,3613.00017852975,-28.665746894204275,-49.00925878196164,10445.444186710456,36,0.0,79237.57489594126,1,0.0,14579.30774910588,14579.30774910588,-28.665746894204275,36,-28.665746894204283,36,0.0,-28.665746894204275
0.0,-50.089285622028385,3313.854637099791,59179.59610386356,0.0,5.868884045412415e-09,0.0,0.0,9777.331300627535,0.0,5.66290283203125,3040000,-2.4211539084717515e-07,4.151944722252665e-06,-2.4798427489258756e-07,37,0.0,-27.60882359490955,200,1,37,200,-27.608823594909556,0.0,-27.608823594909556,0.0,-27.608823594909556,3313.854637099791,-27.608823594909556,-50.089285622028385,9777.331300627535,37,0.0,59179.59610386356,1,0.0,13104.284458067877,13104.284458067877,-27.608823594909556,37,-27.60882359490955,37,0.0,-27.608823594909556
0.0,-50.148488560797375,3703.058174343761,68877.99637890806,0.0,1.1090833140769973e-08,0.0,0.0,11092.76750817057,0.0,5.6616129875183105,3120000,-1.76087200998154e-06,7.83175346441567e-06,-1.77196284312231e-06,38,0.0,-21.674199413764633,200,1,38,200,-21.674199413764658,0.0,-21.674199413764658,0.0,-21.674199413764658,3703.058174343761,-21.674199413764658,-50.148488560797375,11092.76750817057,38,0.0,68877.99637890806,1,0.0,14654.059535938703,14654.059535938703,-21.674199413764658,38,-21.674199413764633,38,0.0,-21.674199413764658
0.0,-42.02200439041415,3244.0945832158136,77464.43305991004,0.0,1.9349840840732213e-08,0.0,0.0,9725.446305441443,0.0,5.660881042480469,3200000,-1.2150369457231136e-06,1.363284081890015e-05,-1.2343867865638458e-06,39,0.0,4123.957738140423,200,1,39,200,4123.957738140421,0.0,4123.957738140421,0.0,4123.957738140421,3244.0945832158136,4123.957738140421,-42.02200439041415,9725.446305441443,39,0.0,77464.43305991004,1,0.0,13941.561611207471,13941.561611207471,4123.957738140421,39,4123.957738140423,39,0.0,4123.957738140421
0.0,-51.567745003030744,3965.274024426788,82181.56764802165,0.0,2.3898792278487235e-08,0.0,0.0,11821.292577233196,0.0,5.656959533691406,3280000,-3.93684513255721e-06,1.684497510723304e-05,-3.960743924835697e-06,40,0.0,10401.857578080677,200,1,40,200,10401.857578080679,0.0,10401.857578080679,0.0,10401.857578080679,3965.274024426788,10401.857578080679,-51.567745003030744,11821.292577233196,40,0.0,82181.56764802165,1,0.0,15038.208510035109,15038.208510035109,10401.857578080679,40,10401.857578080677,40,0.0,10401.857578080679
0.0,-49.25984797609032,3261.6006223708077,82487.76576268979,0.0,1.6209014574997127e-08,0.0,0.0,9581.883868485653,0.0,5.6538848876953125,3360000,-4.3559780351642985e-06,1.144998623203719e-05,-4.372187049739296e-06,41,0.0,7779.137046980208,200,1,41,200,7779.137046980198,0.0,7779.137046980198,0.0,7779.137046980198,3261.6006223708077,7779.137046980198,-49.25984797609032,9581.883868485653,41,0.0,82487.76576268979,1,0.0,14256.174186012035,14256.174186012035,7779.137046980198,41,7779.137046980208,41,0.0,7779.137046980198
0.0,-53.00342438369828,3402.4787196782336,86545.35008079826,0.0,2.96860207527061e-08,0.0,0.0,9633.403253856428,0.0,5.654672622680664,3440000,1.7377558378939284e-06,2.0943496565450914e-05,1.7080698171412223e-06,42,0.0,8953.278956832755,200,1,42,200,8953.278956832755,0.0,8953.278956832755,0.0,8953.278956832755,3402.4787196782336,8953.278956832755,-53.00342438369828,9633.403253856428,42,0.0,86545.35008079826,1,0.0,15022.926105900176,15022.926105900176,8953.278956832755,42,8953.278956832755,42,0.0,8953.278956832755
0.0,-41.13308739980474,3423.613501607897,62528.964344552216,0.0,5.339828135220159e-09,0.0,0.0,10136.603617595647,0.0,5.654605388641357,3520000,-1.6982241390905983e-07,3.7603426790155936e-06,-1.7516224204428e-07,43,0.0,1431.5047804925207,200,1,43,200,1431.5047804925193,0.0,1431.5047804925193,0.0,1431.5047804925193,3423.613501607897,1431.5047804925193,-41.13308739980474,10136.603617595647,43,0.0,62528.964344552216,1,0.0,13083.546601165148,13083.546601165148,1431.5047804925193,43,1431.5047804925207,43,0.0,1431.5047804925193
0.0,-47.62946368008103,3374.34725042688,72041.0613200952,0.0,2.5051008378795814e-08,0.0,0.0,9782.114702927232,0.0,5.654210090637207,3600000,-1.0688908105294104e-06,1.765148226695601e-05,-1.0939418189082062e-06,44,0.0,3625.1540802616364,200,1,44,200,3625.154080261633,0.0,3625.154080261633,0.0,3625.154080261633,3374.34725042688,3625.154080261633,-47.62946368008103,9782.114702927232,44,0.0,72041.0613200952,1,0.0,13952.873054053132,13952.873054053132,3625.154080261633,44,3625.1540802616364,44,0.0,3625.154080261633
0.0,-41.80877587988414,3705.886457950149,94060.78647404013,0.0,1.1903921404154971e-08,0.0,0.0,11005.57105176,0.0,5.653197288513184,3680000,-2.304339432157576e-06,8.398630598094314e-06,-2.316243353561731e-06,45,0.0,-25.672498518500362,200,1,45,200,-25.672498518500397,0.0,-25.672498518500397,0.0,-25.672498518500397,3705.886457950149,-25.672498518500397,-41.80877587988414,11005.57105176,45,0.0,94060.78647404013,1,0.0,16569.780391126165,16569.780391126165,-25.672498518500397,45,-25.672498518500362,45,0.0,-25.672498518500397
