MetaTest/Average/NumEpisodes,MetaTest/peg-unplug-side-v1/TerminationRate,MetaTest/peg-unplug-side-v1/AverageReturn,MetaTest/peg-unplug-side-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTest/peg-unplug-side-v1/Iteration,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/peg-unplug-side-v1/StdReturn,MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MinReturn,MetaTest/peg-unplug-side-v1/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/peg-unplug-side-v1/NumEpisodes,MetaTest/peg-unplug-side-v1/AverageDiscountedReturn,MetaTest/peg-unplug-side-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha
10,0.0,3513.4398713535024,731.5034375319278,12330.041831437497,-13.178951,10,0.0,232000,10,4193.37650246212,67139.22,3513.4398713535024,-6471.019,309.37796,731.5034375319278,12330.041831437497,0.0,10,3513.439871353502,0.0,3513.439871353502,4193.37650246212,2.929474
10,0.0,8586.466095233627,836.1181697036903,14950.94076937312,-14.7529335,11,0.0,244000,11,5750.514795934343,83384.84,8586.466095233627,-7489.238,463.9212,836.1181697036903,14950.94076937312,0.0,10,8586.466095233629,0.0,8586.466095233629,5750.514795934343,4.029072
10,0.0,13039.564388314637,-162.5664585524654,63890.88720902289,-19.157,12,0.2,256000,12,19288.656768559074,117570.46,13039.564388314637,-9956.181,286.05026,-162.5664585524654,63890.88720902289,0.0,10,13039.564388314637,0.2,13039.564388314637,19288.656768559074,5.5149255
10,0.0,60731.295501287954,-147.76322783733886,276152.29802255676,-27.29941,13,0.3,268000,13,94809.80754754695,525279.1,60731.295501287954,-12291.5,1617.4368,-147.76322783733886,276152.29802255676,0.0,10,60731.29550128795,0.3,60731.29550128795,94809.80754754695,7.690099
10,0.0,16482.229114873626,371.7373766096757,53951.58205401027,-33.987103,14,0.1,280000,14,14850.778624311564,385481.94,16482.229114873626,-17408.371,3584.6,371.7373766096757,53951.58205401027,0.0,10,16482.229114873633,0.1,16482.229114873633,14850.778624311564,10.6694355
10,0.0,1656.0431171710993,-206.6308548229647,13262.48418394937,-52.8309,15,0.2,292000,15,3994.670035495681,482947.78,1656.0431171710993,-20839.01,1303.7843,-206.6308548229647,13262.48418394937,0.0,10,1656.0431171710989,0.2,1656.0431171710989,3994.670035495681,14.995027
10,0.0,3884.5799430656066,-144.9102455576642,18050.166995166786,-43.356556,16,0.0,304000,16,6594.262042826192,540843.25,3884.5799430656066,-25786.945,2624.0664,-144.9102455576642,18050.166995166786,0.0,10,3884.5799430656057,0.0,3884.5799430656057,6594.262042826192,20.252468
10,0.0,1047.2037874370521,-156.52054174163072,7893.750835161989,-45.309788,17,0.0,316000,17,2448.218109686833,602114.5,1047.2037874370521,-29735.098,2969.4377,-156.52054174163072,7893.750835161989,0.0,10,1047.2037874370515,0.0,1047.2037874370515,2448.218109686833,26.807743
10,0.0,714.6473934406112,-127.01136893276082,6496.288740557893,-14.3739,18,0.0,328000,18,1986.3766717911979,745100.44,714.6473934406112,-26288.621,834.8013,-127.01136893276082,6496.288740557893,0.0,10,714.6473934406108,0.0,714.6473934406108,1986.3766717911979,32.88418
10,0.0,63.14905918152864,-166.95883558119652,1819.5804441340335,3.9732168,19,0.0,340000,19,585.7433550683519,636998.2,63.14905918152864,-25957.777,748.40735,-166.95883558119652,1819.5804441340335,0.0,10,63.149059181528536,0.0,63.149059181528536,585.7433550683519,33.194275
10,0.0,657.9747387055826,-120.04450211695085,7540.728996464049,6.481914,20,0.0,352000,20,2294.2669112137955,765050.9,657.9747387055826,-26216.283,1006.0409,-120.04450211695085,7540.728996464049,0.0,10,657.9747387055827,0.0,657.9747387055827,2294.2669112137955,30.177605
10,0.0,361.0106277496976,-121.33872254435634,3446.022233883197,1.7092838,21,0.1,364000,21,1076.451352382137,625787.44,361.0106277496976,-23938.824,3248.1995,-121.33872254435634,3446.022233883197,0.0,10,361.0106277496971,0.1,361.0106277496971,1076.451352382137,28.79794
10,0.0,6100.256027032942,-100.73008005801495,61847.2896967978,0.71687317,22,0.1,376000,22,18582.34493982721,848639.1,6100.256027032942,-28491.83,1181.6367,-100.73008005801495,61847.2896967978,0.0,10,6100.256027032946,0.1,6100.256027032946,18582.34493982721,27.942049
10,0.0,10557.787361431638,-106.9053822784638,77887.36526222032,7.7429423,23,0.2,388000,23,22996.88147659106,773580.6,10557.787361431638,-30054.064,1230.9563,-106.9053822784638,77887.36526222032,0.0,10,10557.78736143164,0.2,10557.78736143164,22996.88147659106,27.228222
10,0.0,13935.378372742573,-102.24978896186329,78289.15354363137,5.1394124,24,0.2,400000,24,24671.304118336084,1002130.6,13935.378372742573,-28542.453,1427.1635,-102.24978896186329,78289.15354363137,0.0,10,13935.378372742567,0.2,13935.378372742567,24671.304118336084,23.263315
10,0.0,1448.557101982858,-152.8946240314736,15423.552567676974,16.512413,25,0.0,412000,25,4658.380775307723,1201695.2,1448.557101982858,-23756.645,9332.917,-152.8946240314736,15423.552567676974,0.0,10,1448.5571019828571,0.0,1448.5571019828571,4658.380775307723,22.466782
10,0.0,4838.943369810787,-196.89448413807392,16727.526761780486,-16.054676,26,0.0,424000,26,5850.950650746763,1281547.9,4838.943369810787,-32572.734,4755.8467,-196.89448413807392,16727.526761780486,0.0,10,4838.943369810786,0.0,4838.943369810786,5850.950650746763,21.50193
10,0.0,2839.3486864420715,-128.83630667487736,14587.849568413867,-4.1875086,27,0.0,436000,27,5741.957383972821,1203948.8,2839.3486864420715,-32067.023,4585.6797,-128.83630667487736,14587.849568413867,0.0,10,2839.348686442073,0.0,2839.348686442073,5741.957383972821,23.33208
10,0.0,7391.822776171614,-89.24564671620679,18012.008319821547,-1.8243576,28,0.0,448000,28,5757.179747820229,1427471.1,7391.822776171614,-32294.422,2595.2632,-89.24564671620679,18012.008319821547,0.0,10,7391.822776171613,0.0,7391.822776171613,5757.179747820229,24.449253
10,0.0,5577.040627524499,-104.79271698163916,21375.13978989534,5.3577404,29,0.0,460000,29,8128.259014551515,1374788.4,5577.040627524499,-27655.367,6736.0347,-104.79271698163916,21375.13978989534,0.0,10,5577.040627524502,0.0,5577.040627524502,8128.259014551515,23.238344
10,0.0,7052.396570125512,-96.100861061073,20279.956344153972,-7.1993895,30,0.0,472000,30,7650.147089031373,1960034.4,7052.396570125512,-36445.49,10202.072,-96.100861061073,20279.956344153972,0.0,10,7052.396570125513,0.0,7052.396570125513,7650.147089031373,23.459652
10,0.0,6856.368433085544,-124.20838977107721,20985.121324020784,-5.860987,31,0.0,484000,31,8303.29357075382,2083258.6,6856.368433085544,-38253.562,7074.503,-124.20838977107721,20985.121324020784,0.0,10,6856.368433085544,0.0,6856.368433085544,8303.29357075382,27.258188
10,0.0,4766.962099428417,-95.25031021943784,13808.299718152964,15.301927,32,0.2,496000,32,4626.097732923112,2102070.8,4766.962099428417,-29558.867,4694.965,-95.25031021943784,13808.299718152964,0.0,10,4766.962099428415,0.2,4766.962099428415,4626.097732923112,25.69795
10,0.0,16951.64082526799,-146.51474782934946,141208.1808069156,-3.7986052,33,0.2,508000,33,41606.28082985159,2915478.5,16951.64082526799,-36201.03,2008.2627,-146.51474782934946,141208.1808069156,0.0,10,16951.64082526799,0.2,16951.64082526799,41606.28082985159,25.119274
10,0.0,5271.5183996077885,-114.64280429692795,22670.295517653467,-2.2556012,34,0.1,520000,34,6834.340482371403,2676924.0,5271.5183996077885,-38605.36,2535.6174,-114.64280429692795,22670.295517653467,0.0,10,5271.5183996077885,0.1,5271.5183996077885,6834.340482371403,27.170929
10,0.0,5750.943915500657,-133.04771050300127,22083.96174993378,-24.246574,35,0.2,532000,35,7509.177359961821,5057284.0,5750.943915500657,-64242.24,7628.1455,-133.04771050300127,22083.96174993378,0.0,10,5750.943915500655,0.2,5750.943915500655,7509.177359961821,31.028934
10,0.0,3011.2295092735058,-117.54434318467887,11551.98147085671,1.8780669,36,0.0,544000,36,4145.886622456601,4249725.0,3011.2295092735058,-54036.145,7083.8486,-117.54434318467887,11551.98147085671,0.0,10,3011.2295092735053,0.0,3011.2295092735053,4145.886622456601,35.843517
10,0.0,2210.959586092261,-99.30838720691867,8982.530760253414,-34.93726,37,0.1,556000,37,3216.687947704857,7407727.5,2210.959586092261,-91233.555,4672.487,-99.30838720691867,8982.530760253414,0.0,10,2210.959586092261,0.1,2210.959586092261,3216.687947704857,39.625736
10,0.0,5383.208423301827,141.0991909913108,24552.797116430305,3.5759623,38,0.3,568000,38,7195.868502419221,5905697.0,5383.208423301827,-64908.688,4258.912,141.0991909913108,24552.797116430305,0.0,10,5383.208423301828,0.3,5383.208423301828,7195.868502419221,42.403767
10,0.0,1538.288403863582,-97.33876634211194,6665.447875679413,10.839468,39,0.2,580000,39,2252.657538169117,5893184.5,1538.288403863582,-54146.805,10769.922,-97.33876634211194,6665.447875679413,0.0,10,1538.2884038635825,0.2,1538.2884038635825,2252.657538169117,39.15033
10,0.0,74.31902838579893,-90.95887363234004,1355.072844236229,11.81426,40,0.0,592000,40,427.1868712344929,8578355.0,74.31902838579893,-53438.39,13495.882,-90.95887363234004,1355.072844236229,0.0,10,74.3190283857989,0.0,74.3190283857989,427.1868712344929,36.043488
10,0.0,8457.088142306431,-78.02359794842332,17509.38506371985,-16.918125,41,0.5,604000,41,5971.550948793725,6818841.5,8457.088142306431,-63344.633,6271.508,-78.02359794842332,17509.38506371985,0.0,10,8457.088142306431,0.5,8457.088142306431,5971.550948793725,35.92886
10,0.0,2530.8486398097207,-111.9107632034905,8008.3261022381985,-9.108457,42,0.2,616000,42,3119.05784522288,8740059.0,2530.8486398097207,-72804.92,8051.899,-111.9107632034905,8008.3261022381985,0.0,10,2530.848639809721,0.2,2530.848639809721,3119.05784522288,42.077694
10,0.0,515.523465849552,-119.29137059535057,2384.7506855938536,-7.3488126,43,0.0,628000,43,796.1248288901459,10326678.0,515.523465849552,-79922.336,5009.2964,-119.29137059535057,2384.7506855938536,0.0,10,515.523465849552,0.0,515.523465849552,796.1248288901459,46.470245
10,0.0,11947.06241575827,-104.52647485707105,45775.001026402286,11.392128,44,0.3,640000,44,14641.091979963112,10751980.0,11947.06241575827,-73979.89,4829.0693,-104.52647485707105,45775.001026402286,0.0,10,11947.062415758268,0.3,11947.062415758268,14641.091979963112,47.668625
10,0.0,58.11391745131076,-136.1734331149157,615.860809648941,9.237023,45,0.0,652000,45,247.46205084183956,12488141.0,58.11391745131076,-61282.68,84421.41,-136.1734331149157,615.860809648941,0.0,10,58.113917451310726,0.0,58.113917451310726,247.46205084183956,41.489086
10,0.0,26187.342862013254,-112.19697947592351,172772.42607261473,-6.675623,46,0.1,664000,46,51701.83380572729,12121162.0,26187.342862013254,-61955.945,34081.2,-112.19697947592351,172772.42607261473,0.0,10,26187.34286201327,0.1,26187.34286201327,51701.83380572729,39.913517
10,0.0,-109.45952507084164,-126.74267384590559,-90.38574154445456,-10.803275,47,0.0,676000,47,14.252961516961824,14968787.0,-109.45952507084164,-70213.47,9397.398,-126.74267384590559,-90.38574154445456,0.0,10,-109.45952507084162,0.0,-109.45952507084162,14.252961516961824,45.51456
10,0.0,4399.069391698225,-110.90097746502407,16634.641558506984,6.283751,48,0.3,688000,48,5916.199415662618,14802509.0,4399.069391698225,-68196.83,11139.362,-110.90097746502407,16634.641558506984,0.0,10,4399.069391698226,0.3,4399.069391698226,5916.199415662618,47.76411
10,0.0,4740.343545917929,-113.57291368484606,22617.708207024185,3.4989057,49,0.2,700000,49,7224.735517287513,15499130.0,4740.343545917929,-67349.35,94126.82,-113.57291368484606,22617.708207024185,0.0,10,4740.34354591793,0.2,4740.34354591793,7224.735517287513,44.210907
10,0.0,26595.148722068137,-109.41713751285336,170574.285737082,-18.155445,50,0.3,712000,50,48936.87100184979,18581524.0,26595.148722068137,-87166.88,8294.511,-109.41713751285336,170574.285737082,0.0,10,26595.148722068134,0.3,26595.148722068134,48936.87100184979,48.184204
10,0.0,26423.93900880946,-103.24225334987435,206729.15874509746,25.836624,51,0.2,724000,51,60796.83240777118,17381110.0,26423.93900880946,-72403.93,13567.997,-103.24225334987435,206729.15874509746,0.0,10,26423.93900880946,0.2,26423.93900880946,60796.83240777118,52.190666
10,0.0,9561.850333595841,-102.73265786054043,27738.564778401233,-6.399505,52,0.3,736000,52,10522.627292296744,21251796.0,9561.850333595841,-78691.46,9067.572,-102.73265786054043,27738.564778401233,0.0,10,9561.85033359584,0.3,9561.85033359584,10522.627292296744,48.67443
10,0.0,5229.837078566337,-109.97999763693488,33194.92928437293,-20.646715,53,0.3,748000,53,9941.14919654645,25334022.0,5229.837078566337,-94379.97,7221.684,-109.97999763693488,33194.92928437293,0.0,10,5229.8370785663365,0.3,5229.8370785663365,9941.14919654645,54.790592
10,0.0,2789.2276457546386,-115.86055503808069,21124.34208539758,-22.127779,54,0.1,760000,54,6162.07645080654,29770912.0,2789.2276457546386,-107333.1,6133.988,-115.86055503808069,21124.34208539758,0.0,10,2789.2276457546386,0.1,2789.2276457546386,6162.07645080654,66.58684
10,0.0,12396.104710193298,-99.56979697965835,31476.435818236114,-16.773626,55,0.5,772000,55,8704.321892746762,37778456.0,12396.104710193298,-131068.95,111859.195,-99.56979697965835,31476.435818236114,0.0,10,12396.104710193298,0.5,12396.104710193298,8704.321892746762,79.39498
10,0.0,7614.837234475208,-107.2263795058415,34199.17061617572,-1.5393262,56,0.2,784000,56,11079.321108275208,30770348.0,7614.837234475208,-128978.64,8577.864,-107.2263795058415,34199.17061617572,0.0,10,7614.837234475208,0.2,7614.837234475208,11079.321108275208,81.791084
10,0.0,3082.8800316983056,-81.98156933064661,12408.776349906932,10.39822,57,0.1,796000,57,4137.813460678368,31160936.0,3082.8800316983056,-123300.83,7864.202,-81.98156933064661,12408.776349906932,0.0,10,3082.8800316983047,0.1,3082.8800316983047,4137.813460678368,76.253624
10,0.0,5357.27131282672,-88.72686124283265,16019.13519538541,-0.20374744,58,0.4,808000,58,5345.425845194533,30952742.0,5357.27131282672,-124652.72,5751.392,-88.72686124283265,16019.13519538541,0.0,10,5357.2713128267205,0.4,5357.2713128267205,5345.425845194533,73.33233
10,0.0,8974.43198269995,-93.20882565215496,41976.64469231979,-6.2737117,59,0.4,820000,59,12660.349670284837,35069236.0,8974.43198269995,-134030.95,7712.816,-93.20882565215496,41976.64469231979,0.0,10,8974.431982699953,0.4,8974.431982699953,12660.349670284837,74.87665
10,0.0,2774.8315228347474,-101.88295018722452,22722.88903326532,1.1242679,60,0.1,832000,60,6663.385389008019,35786550.0,2774.8315228347474,-129548.53,5475.317,-101.88295018722452,22722.88903326532,0.0,10,2774.8315228347474,0.1,2774.8315228347474,6663.385389008019,77.31847
10,0.0,9710.406115806243,-94.86746053701029,33263.34293623732,-9.748405,61,0.3,844000,61,12910.486393683577,37213630.0,9710.406115806243,-138552.19,6503.206,-94.86746053701029,33263.34293623732,0.0,10,9710.406115806243,0.3,9710.406115806243,12910.486393683577,81.919266
10,0.0,12487.626608337136,384.9529571277345,78404.77975383983,-6.8547435,62,0.3,856000,62,22457.916616971128,41599660.0,12487.626608337136,-148548.36,5167.7734,384.9529571277345,78404.77975383983,0.0,10,12487.626608337132,0.3,12487.626608337132,22457.916616971128,87.70547
10,0.0,9813.366605140716,-78.53755594969192,33249.75587588015,2.537938,63,0.4,868000,63,12267.981409976135,42751316.0,9813.366605140716,-149209.38,5862.741,-78.53755594969192,33249.75587588015,0.0,10,9813.36660514072,0.4,9813.36660514072,12267.981409976135,88.84159
10,0.0,10856.417440314875,-77.00643610877552,39497.93557816827,-4.253967,64,0.3,880000,64,15240.529818368812,45304450.0,10856.417440314875,-162713.97,6054.6724,-77.00643610877552,39497.93557816827,0.0,10,10856.417440314874,0.3,10856.417440314874,15240.529818368812,91.6086
10,0.0,10617.912087738561,-24.95683477950255,34138.03000368848,-5.405972,65,0.4,892000,65,12736.287508602963,46300876.0,10617.912087738561,-161253.44,6333.8525,-24.95683477950255,34138.03000368848,0.0,10,10617.912087738569,0.4,10617.912087738569,12736.287508602963,93.56642
10,0.0,31172.167081618234,314.89304073122605,120240.38649402035,-0.417573,66,0.6,904000,66,40310.18354951193,44888630.0,31172.167081618234,-161161.25,5120.0073,314.89304073122605,120240.38649402035,0.0,10,31172.167081618234,0.6,31172.167081618234,40310.18354951193,95.821686
10,0.0,28529.966547212556,-89.63891050734078,95541.91616117151,11.614064,67,0.6,916000,67,33993.10483656974,41360284.0,28529.966547212556,-143651.6,6281.331,-89.63891050734078,95541.91616117151,0.0,10,28529.966547212556,0.6,28529.966547212556,33993.10483656974,90.9023
10,0.0,15925.48084138683,-83.28772330913411,30333.567540333006,1.607576,68,0.6,928000,68,9276.205102900461,36492420.0,15925.48084138683,-141159.8,7158.344,-83.28772330913411,30333.567540333006,0.0,10,15925.48084138683,0.6,15925.48084138683,9276.205102900461,86.20208
10,0.0,20138.76699701014,-85.8651503955393,106484.05664981823,-7.5139384,69,0.3,940000,69,33510.5387072279,44415428.0,20138.76699701014,-147754.9,6679.3613,-85.8651503955393,106484.05664981823,0.0,10,20138.766997010134,0.3,20138.766997010134,33510.5387072279,88.4
10,0.0,27852.29149554407,-83.84310092971634,72860.13392967658,-9.89025,70,0.1,952000,70,25355.857948430592,51854924.0,27852.29149554407,-160955.9,8735.976,-83.84310092971634,72860.13392967658,0.0,10,27852.291495544072,0.1,27852.291495544072,25355.857948430592,95.965294
10,0.0,28030.499788820114,-88.04258636292158,78789.6361149168,17.032984,71,0.1,964000,71,26252.08948522303,41775730.0,28030.499788820114,-138183.36,8600.866,-88.04258636292158,78789.6361149168,0.0,10,28030.499788820114,0.1,28030.499788820114,26252.08948522303,91.4681
10,0.0,74779.48043096546,-87.77353655455082,313591.4818900374,15.615031,72,0.6,976000,72,105140.89156434784,43236820.0,74779.48043096546,-139525.3,4892.231,-87.77353655455082,313591.4818900374,0.0,10,74779.48043096547,0.6,74779.48043096547,105140.89156434784,82.465034
10,0.0,42109.51135633361,3398.819741239372,111937.38121898905,-8.027359,73,0.8,988000,73,36388.13085936896,58627956.0,42109.51135633361,-160957.8,79422.01,3398.819741239372,111937.38121898905,0.0,10,42109.511356333634,0.8,42109.511356333634,36388.13085936896,82.04178
10,0.0,85069.06197513922,-70.07053243105665,237607.01045700477,-13.844336,74,0.7,1000000,74,85906.1151554161,62072216.0,85069.06197513922,-182959.81,4011.9045,-70.07053243105665,237607.01045700477,0.0,10,85069.06197513922,0.7,85069.06197513922,85906.1151554161,88.44122
10,0.0,62337.244145524186,-83.39309296648172,154095.44349704197,4.099013,75,0.4,1012000,75,55075.66413066527,62077330.0,62337.244145524186,-182775.17,22970.371,-83.39309296648172,154095.44349704197,0.0,10,62337.244145524164,0.4,62337.244145524164,55075.66413066527,92.0047
10,0.0,53705.33248255689,-88.54502008475808,298574.19546692306,-3.2188907,76,0.1,1024000,76,85526.93669872334,64229380.0,53705.33248255689,-182099.06,3360.8623,-88.54502008475808,298574.19546692306,0.0,10,53705.33248255691,0.1,53705.33248255691,85526.93669872334,91.644485
10,0.0,34021.717532318005,-62.44303952390245,102532.68616503026,1.6699805,77,0.1,1036000,77,34622.91014594443,69427890.0,34021.717532318005,-173424.4,74483.88,-62.44303952390245,102532.68616503026,0.0,10,34021.717532318,0.1,34021.717532318,34622.91014594443,88.960106
10,0.0,21753.978065494553,-41.84353112108093,57820.92695315118,-1.5690469,78,0.2,1048000,78,17487.521429625252,68407590.0,21753.978065494553,-171622.34,5095.2324,-41.84353112108093,57820.92695315118,0.0,10,21753.97806549455,0.2,21753.97806549455,17487.521429625252,96.36826
10,0.0,73616.78056714071,3180.6981862672587,215769.32701690958,8.258912,79,0.9,1060000,79,68855.260427526,64621856.0,73616.78056714071,-164660.31,3926.4106,3180.6981862672587,215769.32701690958,0.0,10,73616.78056714073,0.9,73616.78056714073,68855.260427526,89.93723
10,0.0,43617.45606396443,-70.91741735384132,165294.01478105545,2.8643808,80,0.4,1072000,80,49993.62832875518,67971690.0,43617.45606396443,-166048.3,6858.993,-70.91741735384132,165294.01478105545,0.0,10,43617.45606396442,0.4,43617.45606396442,49993.62832875518,87.74311
10,0.0,112271.73055008947,-90.42162796708321,310282.86195847846,-9.387439,81,0.6,1084000,81,122109.20532534618,73412120.0,112271.73055008947,-172988.19,6811.151,-90.42162796708321,310282.86195847846,0.0,10,112271.73055008947,0.6,112271.73055008947,122109.20532534618,90.71905
10,0.0,56968.137378999716,-96.23393107185561,245090.99665227084,6.8375163,82,0.4,1096000,82,86667.07039193461,73190370.0,56968.137378999716,-177520.11,8229.465,-96.23393107185561,245090.99665227084,0.0,10,56968.137378999745,0.4,56968.137378999745,86667.07039193461,92.873924
10,0.0,78335.67402124507,-72.64578419864876,333741.01210383116,1.5995139,83,0.3,1108000,83,121937.70501537042,71162890.0,78335.67402124507,-171888.3,5658.493,-72.64578419864876,333741.01210383116,0.0,10,78335.6740212451,0.3,78335.6740212451,121937.70501537042,89.64037
10,0.0,113951.49222378775,-75.58764307970766,331597.99026243493,-3.1296284,84,0.5,1120000,84,114994.60141704406,75096440.0,113951.49222378775,-181100.03,5293.634,-75.58764307970766,331597.99026243493,0.0,10,113951.49222378778,0.5,113951.49222378778,114994.60141704406,88.927185
10,0.0,96374.63107170616,-91.18119158295684,314692.92590315366,-6.2113523,85,0.5,1132000,85,118985.51134174217,76701680.0,96374.63107170616,-178231.34,4191.681,-91.18119158295684,314692.92590315366,0.0,10,96374.63107170616,0.5,96374.63107170616,118985.51134174217,91.885185
10,0.0,225851.33132133988,14129.756698065306,361733.5042100817,-17.934137,86,0.8,1144000,86,118123.14608088422,94272660.0,225851.33132133988,-204228.23,5119.737,14129.756698065306,361733.5042100817,0.0,10,225851.33132133988,0.8,225851.33132133988,118123.14608088422,99.074646
10,0.0,111760.09040897076,-91.5730326453208,330572.89522953745,-11.630338,87,0.5,1156000,87,139156.73478294438,105065490.0,111760.09040897076,-222785.4,4476.12,-91.5730326453208,330572.89522953745,0.0,10,111760.09040897075,0.5,111760.09040897075,139156.73478294438,108.17262
10,0.0,58029.753025277496,-90.58005039243241,259085.25793150347,-1.2710922,88,0.5,1168000,88,84316.72492047532,120528910.0,58029.753025277496,-235353.6,5216.8823,-90.58005039243241,259085.25793150347,0.0,10,58029.75302527748,0.5,58029.75302527748,84316.72492047532,112.33045
10,0.0,26795.834158893453,2279.800613630409,69140.64211615757,-9.216789,89,0.4,1180000,89,21144.54016565111,158374460.0,26795.834158893453,-245876.45,5514.4604,2279.800613630409,69140.64211615757,0.0,10,26795.834158893453,0.4,26795.834158893453,21144.54016565111,116.819
10,0.0,68325.16786512922,-88.6387074673023,338169.22555190185,-12.376101,90,0.3,1192000,90,124732.97471218012,167360060.0,68325.16786512922,-245112.48,5090.9844,-88.6387074673023,338169.22555190185,0.0,10,68325.16786512919,0.3,68325.16786512919,124732.97471218012,119.91724
10,0.0,79838.20932637095,-84.24875182392279,218713.83814728388,-13.200221,91,0.4,1204000,91,76969.88477148039,175477650.0,79838.20932637095,-256972.52,4397.37,-84.24875182392279,218713.83814728388,0.0,10,79838.20932637098,0.4,79838.20932637098,76969.88477148039,127.28897
10,0.0,5359.873731005154,-49.76984703309162,20820.367310448877,31.32203,92,0.1,1216000,92,7965.214904119231,256270020.0,5359.873731005154,-275480.8,61659.36,-49.76984703309162,20820.367310448877,0.0,10,5359.873731005153,0.1,5359.873731005153,7965.214904119231,131.60931
10,0.0,127723.29008256302,-74.95307225580537,344209.9535194551,9.915218,93,0.6,1228000,93,151934.34056090369,138544080.0,127723.29008256302,-245165.72,19486.756,-74.95307225580537,344209.9535194551,0.0,10,127723.29008256306,0.6,127723.29008256306,151934.34056090369,116.58174
