MetaTest/Average/Iteration,Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/pick-place-wall-v1/Iteration,Average/SuccessRate,MetaTest/pick-place-wall-v1/AverageDiscountedReturn,policy/Entropy,policy/LossBefore,pick-place-wall-v1/AverageReturn,pick-place-wall-v1/TerminationRate,pick-place-wall-v1/NumEpisodes,policy/KLBefore,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTest/pick-place-wall-v1/TerminationRate,MetaTest/pick-place-wall-v1/StdReturn,MetaTest/pick-place-wall-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,pick-place-wall-v1/MinReturn,policy/LossAfter,pick-place-wall-v1/StdReturn,MetaTest/Average/MaxReturn,Average/TerminationRate,pick-place-wall-v1/AverageDiscountedReturn,Average/MaxReturn,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,Average/MinReturn,Average/AverageDiscountedReturn,Average/StdReturn,policy/KL,MetaTest/pick-place-wall-v1/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/pick-place-wall-v1/MaxReturn,pick-place-wall-v1/Iteration,MetaTest/pick-place-wall-v1/AverageReturn,pick-place-wall-v1/SuccessRate,Average/NumEpisodes,policy/dLoss,MetaTest/pick-place-wall-v1/MinReturn,pick-place-wall-v1/MaxReturn,TotalEnvSteps,MetaTest/Average/AverageReturn
1,10,0.0,1,0.0,-38.827711711725264,5.5765,-0.035642006,-35.58600357700372,0.0,100,0.0,0.0,9.851264220375587,0.0,9.851264220375587,0.0,0.32100446497592816,-87.5054227509483,-0.06135775,28.282799028459017,-25.075238333937595,0.0,-14.54131612016418,151.76025713945654,-35.58600357700372,-38.827711711725264,-87.5054227509483,-14.54131612016418,28.282799028459017,0.009235487,10,-56.61839322739809,10,-25.075238333937595,10,-38.82771171172527,0.0,100,0.025715746,-56.61839322739809,151.76025713945654,220000,-38.82771171172527
,11,,,0.0,,5.5567083,-0.031788744,-31.25538507739165,0.0,100,0.0,,,,,,0.20835320664528,-75.62937073350245,-0.055450916,33.150606803550076,,0.0,-13.026237967621931,131.13744645432237,-31.25538507739165,,-75.62937073350245,-13.026237967621931,33.150606803550076,0.0070834793,,,,,11,,0.0,100,0.023662172,,131.13744645432237,240000,
,12,,,0.0,,5.5167704,0.01758899,-9.990257960192718,0.0,100,0.0,,,,,,0.13473988741919218,-91.20920847835907,-0.06864543,95.65046019471319,,0.0,-6.087537444623631,469.6237582468916,-9.990257960192718,,-91.20920847835907,-6.087537444623631,95.65046019471319,0.0070058866,,,,,12,,0.0,100,0.08623442,,469.6237582468916,260000,
,13,,,0.0,,5.502332,0.029667579,10.852399694612991,0.0,100,0.0,,,,,,0.20057891563887864,-96.42981131854215,-0.39231992,378.6278651958966,,0.0,-3.8425060105996414,3732.15734695388,10.852399694612991,,-96.42981131854215,-3.8425060105996414,378.6278651958966,0.00759944,,,,,13,,0.0,100,0.4219875,,3732.15734695388,280000,
,14,,,0.0,,5.4821963,-0.08377806,-7.781829525840592,0.0,100,0.0,,,,,,0.2276815405243886,-106.08834773735597,-0.17933567,94.27127524208495,,0.0,-3.9790735549899727,376.8081891514817,-7.781829525840592,,-106.08834773735597,-3.9790735549899727,94.27127524208495,0.0071197143,,,,,14,,0.0,100,0.09555761,,376.8081891514817,300000,
,15,,,0.0,,5.454676,0.3102625,12.7561541124372,0.0,100,0.0,,,,,,0.09812759266552773,-89.94063069588599,0.113695115,193.58219999948847,,0.0,2.609551456970826,1521.2253237194082,12.7561541124372,,-89.94063069588599,2.609551456970826,193.58219999948847,0.0068485793,,,,,15,,0.0,100,0.19656739,,1521.2253237194082,320000,
,16,,,0.0,,5.421165,0.1297835,27.699627470782602,0.0,100,0.0,,,,,,0.14837251826989417,-90.18217927164919,0.012681543,138.67680415426625,,0.0,3.793323225571078,1057.3143309753766,27.699627470782602,,-90.18217927164919,3.793323225571078,138.67680415426625,0.00544064,,,,,16,,0.0,100,0.11710195,,1057.3143309753766,340000,
,17,,,0.0,,5.4036627,-0.23232968,45.20154934552361,0.0,100,0.0,,,,,,0.17013618960258758,-97.97150770487198,-0.41893524,189.4311938653543,,0.0,11.24443854182,1473.7035378081491,45.20154934552361,,-97.97150770487198,11.24443854182,189.4311938653543,0.006488896,,,,,17,,0.0,100,0.18660556,,1473.7035378081491,360000,
,18,,,0.0,,5.366563,-0.00052802736,147.14456350718265,0.0,100,0.0,,,,,,0.1485969216976888,-94.24614369215585,-1.1080157,706.7620421446683,,0.0,36.092847430399914,4831.869067389821,147.14456350718265,,-94.24614369215585,36.092847430399914,706.7620421446683,0.011721335,,,,,18,,0.0,100,1.1074877,,4831.869067389821,380000,
,19,,,0.0,,5.3390403,-0.032174706,20.06819150588588,0.0,100,0.0,,,,,,0.09411511353136559,-89.58027949435393,-0.099493265,151.7758686047097,,0.0,3.2727665733803826,1258.994145757574,20.06819150588588,,-89.58027949435393,3.2727665733803826,151.7758686047097,0.009675688,,,,,19,,0.0,100,0.06731856,,1258.994145757574,400000,
2,20,0.0,2,0.0,20.681408240372466,5.3338623,0.049451757,37.775756658217695,0.0,100,0.0,0.0,107.68732682241627,0.0,107.68732682241627,0.0,0.16555007896437668,-98.79517081896932,-0.10976733,166.2931140149316,236.54442763404595,0.0,8.421746262042028,1231.4435167989568,37.775756658217695,20.681408240372466,-98.79517081896932,8.421746262042028,166.2931140149316,0.006181056,10,-74.88958897720137,10,236.54442763404595,20,20.681408240372452,0.0,100,0.15921909,-74.88958897720137,1231.4435167989568,420000,20.681408240372452
,21,,,0.0,,5.3298826,0.13343975,84.50809892726966,0.0,100,0.0,,,,,,0.16649160418133202,-94.49892716144036,-0.30350396,409.6206591059138,,0.0,19.446283191350997,3757.2215385113745,84.50809892726966,,-94.49892716144036,19.446283191350997,409.6206591059138,0.006954976,,,,,21,,0.0,100,0.4369437,,3757.2215385113745,440000,
,22,,,0.0,,5.340996,-0.21502168,121.19667222624255,0.0,100,0.0,,,,,,0.15974758901998776,-90.53567758404799,-0.9058832,568.8808365356638,,0.0,37.657994283642395,4858.904861842373,121.19667222624255,,-90.53567758404799,37.657994283642395,568.8808365356638,0.0074224793,,,,,22,,0.0,100,0.6908615,,4858.904861842373,460000,
,23,,,0.0,,5.3398795,-0.008580664,66.92122797293568,0.0,100,0.0,,,,,,0.16346113299122333,-93.71426264437119,-0.35932794,284.52355839459506,,0.0,16.26089978045866,1713.6123113948474,66.92122797293568,,-93.71426264437119,16.26089978045866,284.52355839459506,0.0092568975,,,,,23,,0.0,100,0.3507473,,1713.6123113948474,480000,
,24,,,0.0,,5.3320384,-0.33004946,85.10099043027505,0.0,100,0.0,,,,,,0.10982046669775203,-88.91473566356949,-0.6471902,284.07877797183295,,0.0,33.76688753147501,1933.3251084564831,85.10099043027505,,-88.91473566356949,33.76688753147501,284.07877797183295,0.007933683,,,,,24,,0.0,100,0.31714076,,1933.3251084564831,500000,
,25,,,0.0,,5.316489,0.9839868,159.81563169394516,0.0,100,0.0,,,,,,0.163311702779961,-93.06325855906438,0.28240177,520.3601554762544,,0.0,72.17429047516616,3308.19936230243,159.81563169394516,,-93.06325855906438,72.17429047516616,520.3601554762544,0.009613537,,,,,25,,0.0,100,0.70158505,,3308.19936230243,520000,
,26,,,0.0,,5.2941904,0.554557,241.35549959862792,0.0,100,0.0,,,,,,0.10238955365754654,-89.73489198247431,-0.36975566,629.6916300157973,,0.0,92.737912818839,3094.724252680941,241.35549959862792,,-89.73489198247431,92.737912818839,629.6916300157973,0.009308939,,,,,26,,0.0,100,0.9243127,,3094.724252680941,540000,
,27,,,0.0,,5.245423,0.28112948,140.77539868575647,0.0,100,0.0,,,,,,0.10660724070071825,-95.47790656743652,-0.39744648,545.0350501147905,,0.0,38.74566926005647,4724.82004894399,140.77539868575647,,-95.47790656743652,38.74566926005647,545.0350501147905,0.009032624,,,,,27,,0.0,100,0.678576,,4724.82004894399,560000,
,28,,,0.0,,5.2157946,0.328379,148.68838629341244,0.0,100,0.0,,,,,,0.11063051233355425,-86.59266819733128,-0.18612148,514.0403624697018,,0.0,39.26122184514337,3676.950891960766,148.68838629341244,,-86.59266819733128,39.26122184514337,514.0403624697018,0.006901589,,,,,28,,0.0,100,0.5145005,,3676.950891960766,580000,
,29,,,0.0,,5.188726,0.17964375,268.3951577067849,0.0,100,0.0,,,,,,0.12035316437201027,-89.06708457465514,-0.76442814,819.7983086868363,,0.0,115.77940117211615,4958.763176339602,268.3951577067849,,-89.06708457465514,115.77940117211615,819.7983086868363,0.007596611,,,,,29,,0.0,100,0.9440719,,4958.763176339602,600000,
3,30,0.0,3,0.0,995.9385850515,5.1591234,-0.48051366,143.6853451490593,0.0,100,0.0,0.1,1332.551994521924,0.0,1332.551994521924,0.1,0.15561282159032575,-93.967950610238,-0.77118224,297.6847742222988,4263.317698297814,0.0,52.58532546954361,1688.1577028096438,143.6853451490593,995.9385850515,-93.967950610238,52.58532546954361,297.6847742222988,0.007691496,10,-92.33602192942425,10,4263.317698297814,30,995.9385850515004,0.0,100,0.29066858,-92.33602192942425,1688.1577028096438,620000,995.9385850515004
,31,,,0.0,,5.121173,-0.106399216,396.74080144855805,0.0,100,0.0,,,,,,0.1429617520622921,-96.46011616107761,-1.3597151,901.0488004198987,,0.0,164.20730618535592,5829.264433937173,396.74080144855805,,-96.46011616107761,164.20730618535592,901.0488004198987,0.0051095574,,,,,31,,0.0,100,1.2533159,,5829.264433937173,640000,
,32,,,0.0,,5.1143646,-0.15972188,244.38973036521358,0.0,100,0.0,,,,,,0.09804390155756515,-134.35740945116126,-0.7325842,637.4182956832635,,0.0,94.95893582701295,5181.285692225905,244.38973036521358,,-134.35740945116126,94.95893582701295,637.4182956832635,0.0110686645,,,,,32,,0.0,100,0.57286227,,5181.285692225905,660000,
,33,,,0.0,,5.0963597,-1.5090535,321.0367070596817,0.0,100,0.0,,,,,,0.14928568004622966,-96.59031354208477,-2.4827206,762.648642756408,,0.0,130.8227416241792,4549.859746659461,321.0367070596817,,-96.59031354208477,130.8227416241792,762.648642756408,0.008683093,,,,,33,,0.0,100,0.97366714,,4549.859746659461,680000,
,34,,,0.0,,5.073142,1.1842928,429.87205222879527,0.0,100,0.0,,,,,,0.17882025345781327,-91.89596065259411,0.15357187,844.3526568581366,,0.0,182.37251752875875,4564.2063315216155,429.87205222879527,,-91.89596065259411,182.37251752875875,844.3526568581366,0.0067827576,,,,,34,,0.0,100,1.030721,,4564.2063315216155,700000,
,35,,,0.0,,5.045774,0.11515,284.66693216469474,0.0,100,0.0,,,,,,0.12290071046854245,-97.2752381731884,-0.38713202,532.416145030555,,0.0,97.25684239898564,2910.741447699997,284.66693216469474,,-97.2752381731884,97.25684239898564,532.416145030555,0.0069765374,,,,,35,,0.0,100,0.502282,,2910.741447699997,720000,
,36,,,0.0,,5.037216,0.36146486,342.06429988524445,0.0,100,0.0,,,,,,0.09048520023568518,-87.12229591671658,-0.79337865,880.1429222286372,,0.0,160.10388724470332,8038.678811375984,342.06429988524445,,-87.12229591671658,160.10388724470332,880.1429222286372,0.008259644,,,,,36,,0.0,100,1.1548436,,8038.678811375984,740000,
,37,,,0.0,,5.0349207,0.45997384,422.17784308600545,0.0,100,0.0,,,,,,0.12942745241606868,-74.27327163918552,-0.8451953,923.7493620642323,,0.0,170.18802823960206,5252.520354912783,422.17784308600545,,-74.27327163918552,170.18802823960206,923.7493620642323,0.008184813,,,,,37,,0.0,100,1.3051691,,5252.520354912783,760000,
,38,,,0.0,,5.0076456,0.3221336,454.37110580692826,0.0,100,0.0,,,,,,0.14494681291310996,-92.5637820954642,-0.640416,922.7743918506998,,0.0,227.66824768375088,7172.5413116598265,454.37110580692826,,-92.5637820954642,227.66824768375088,922.7743918506998,0.0084435195,,,,,38,,0.0,100,0.9625496,,7172.5413116598265,780000,
,39,,,0.0,,4.970435,-0.6725441,578.9962891962546,0.0,100,0.0,,,,,,0.12966285774162511,-86.27653688993028,-2.2312765,1076.0887486632746,,0.0,297.4217975847924,5988.341454015378,578.9962891962546,,-86.27653688993028,297.4217975847924,1076.0887486632746,0.006129828,,,,,39,,0.0,100,1.5587324,,5988.341454015378,800000,
4,40,0.0,4,0.0,336.21875654828557,4.943047,1.3168149,689.2160784229688,0.0,100,0.0,0.0,441.2732532318968,0.0,441.2732532318968,0.0,0.10342920904229813,-75.75739005784963,0.0035447266,1024.8577876764916,1526.3524233580322,0.0,300.38494856977206,4313.257199462623,689.2160784229688,336.21875654828557,-75.75739005784963,300.38494856977206,1024.8577876764916,0.006501001,10,-19.910751395157057,10,1526.3524233580322,40,336.2187565482857,0.0,100,1.3132702,-19.910751395157057,4313.257199462623,820000,336.2187565482857
,41,,,0.0,,4.9190745,-0.87955546,580.5253400187967,0.0,100,0.0,,,,,,0.11008307351202007,-85.79427311516193,-1.8661145,855.5292035618979,,0.0,284.1365300086457,5220.133336872361,580.5253400187967,,-85.79427311516193,284.1365300086457,855.5292035618979,0.008694244,,,,,41,,0.0,100,0.98655903,,5220.133336872361,840000,
,42,,,0.0,,4.89396,0.9778797,676.5754344147255,0.0,100,0.0,,,,,,0.09802379480627954,-80.31932239312492,-0.07979297,924.8066336322931,,0.0,325.2113902393275,5134.4267287357325,676.5754344147255,,-80.31932239312492,325.2113902393275,924.8066336322931,0.0061550355,,,,,42,,0.0,100,1.0576726,,5134.4267287357325,860000,
,43,,,0.01,,4.853608,0.61099374,742.6224513741951,0.0,100,0.0,,,,,,0.13901783312242233,-94.22632351297906,-0.4749203,838.9511091880235,,0.0,377.6681308042776,4168.238568690086,742.6224513741951,,-94.22632351297906,377.6681308042776,838.9511091880235,0.0047277464,,,,,43,,0.01,100,1.085914,,4168.238568690086,880000,
,44,,,0.01,,4.803524,0.61509377,923.9989555564439,0.0,100,0.0,,,,,,0.12550676594457866,-90.55943500201731,-1.3048313,1150.4250939265414,,0.0,421.36558727946226,5287.948363523208,923.9989555564439,,-90.55943500201731,421.36558727946226,1150.4250939265414,0.0074844467,,,,,44,,0.01,100,1.919925,,5287.948363523208,900000,
,45,,,0.0,,4.773553,-0.5155225,748.5066957944088,0.0,100,0.0,,,,,,0.12202494790772112,-83.90623754070575,-1.7627449,1052.049587744522,,0.0,359.6611282927375,5143.525398646324,748.5066957944088,,-83.90623754070575,359.6611282927375,1052.049587744522,0.0058855494,,,,,45,,0.0,100,1.2472224,,5143.525398646324,920000,
,46,,,0.0,,4.767184,-0.38003242,734.3928157777576,0.0,100,0.0,,,,,,0.10415408036494145,-93.3928660956775,-1.6360211,854.8527633494153,,0.0,391.19749994166284,3025.168050225684,734.3928157777576,,-93.3928660956775,391.19749994166284,854.8527633494153,0.0072806654,,,,,46,,0.0,100,1.2559887,,3025.168050225684,940000,
,47,,,0.0,,4.7413797,0.26810458,717.8962419503981,0.0,100,0.0,,,,,,0.12976178995477616,-76.01939211156747,-0.8882876,925.4605331855981,,0.0,392.25307264386583,4607.072723975578,717.8962419503981,,-76.01939211156747,392.25307264386583,925.4605331855981,0.006392249,,,,,47,,0.0,100,1.1563922,,4607.072723975578,960000,
,48,,,0.0,,4.699989,0.46560177,595.5688700710639,0.0,100,0.0,,,,,,0.15929100257950224,-83.71563031522169,-0.7055141,811.3446523248533,,0.0,301.6886613317339,4113.6852594119655,595.5688700710639,,-83.71563031522169,301.6886613317339,811.3446523248533,0.0069017867,,,,,48,,0.0,100,1.1711159,,4113.6852594119655,980000,
,49,,,0.0,,4.65944,-0.5904443,765.1971377525442,0.0,100,0.0,,,,,,0.15880219844642574,-79.54172421856,-1.726557,909.6192823233046,,0.0,380.25900552605736,4138.397548556386,765.1971377525442,,-79.54172421856,380.25900552605736,909.6192823233046,0.005324398,,,,,49,,0.0,100,1.1361127,,4138.397548556386,1000000,
5,50,0.0,5,0.0,779.0643791770883,4.6263604,0.5287777,731.7561737469671,0.0,100,0.0,0.0,612.4236200484179,0.0,612.4236200484179,0.0,0.12269534228441747,-83.36377924327294,-0.41841444,851.1709840128099,1698.1007309563174,0.0,379.32990435002745,3996.278407833175,731.7561737469671,779.0643791770883,-83.36377924327294,379.32990435002745,851.1709840128099,0.0063840454,10,-49.98790155518885,10,1698.1007309563174,50,779.0643791770883,0.0,100,0.9471922,-49.98790155518885,3996.278407833175,1020000,779.0643791770883
,51,,,0.01,,4.5878105,-1.0407203,651.2897942382914,0.0,100,0.0,,,,,,0.12420255526897628,-74.36694007567193,-2.24091,945.3026533936328,,0.0,324.2893228016446,5692.036459294714,651.2897942382914,,-74.36694007567193,324.2893228016446,945.3026533936328,0.007782776,,,,,51,,0.01,100,1.2001897,,5692.036459294714,1040000,
,52,,,0.01,,4.5401807,-0.1648625,791.2669133315266,0.0,100,0.0,,,,,,0.13734367869745645,-106.8545674660301,-1.4244734,1156.571028313529,,0.0,389.21306953730067,5168.982956414175,791.2669133315266,,-106.8545674660301,389.21306953730067,1156.571028313529,0.0068511963,,,,,52,,0.01,100,1.2596109,,5168.982956414175,1060000,
,53,,,0.01,,4.5141973,-0.20319277,602.6419842383355,0.0,100,0.0,,,,,,0.13822414318990484,-88.04441509854269,-0.8465535,829.0765683861921,,0.0,309.0807425849712,4280.403155139849,602.6419842383355,,-88.04441509854269,309.0807425849712,829.0765683861921,0.004836833,,,,,53,,0.01,100,0.64336073,,4280.403155139849,1080000,
,54,,,0.01,,4.4995875,0.04902578,718.0971177232589,0.0,100,0.0,,,,,,0.1341163983523399,-69.65005933206318,-1.0319555,1004.2109720863967,,0.0,400.3305627996078,4910.1024534501885,718.0971177232589,,-69.65005933206318,400.3305627996078,1004.2109720863967,0.0062740077,,,,,54,,0.01,100,1.0809813,,4910.1024534501885,1100000,
,55,,,0.02,,4.4881887,0.02161797,844.5396138571556,0.0,100,0.0,,,,,,0.10395688644898637,-103.10129465596339,-1.3261019,1181.0616292920595,,0.0,434.78805783058493,5813.28204086958,844.5396138571556,,-103.10129465596339,434.78805783058493,1181.0616292920595,0.006807612,,,,,55,,0.02,100,1.3477199,,5813.28204086958,1120000,
,56,,,0.0,,4.486988,-0.8301285,671.447785702875,0.0,100,0.0,,,,,,0.1224101904614876,-73.04807397432069,-1.6145011,789.5190426327807,,0.0,358.22620014794904,2917.854668765832,671.447785702875,,-73.04807397432069,358.22620014794904,789.5190426327807,0.00620426,,,,,56,,0.0,100,0.7843726,,2917.854668765832,1140000,
,57,,,0.01,,4.459464,1.6674165,797.0227427419344,0.0,100,0.0,,,,,,0.09200091415280565,-88.64543327210889,0.0029460937,1356.9200755399322,,0.0,400.1172189848376,9896.461959019742,797.0227427419344,,-88.64543327210889,400.1172189848376,1356.9200755399322,0.007697586,,,,,57,,0.01,100,1.6644703,,9896.461959019742,1160000,
,58,,,0.01,,4.433379,0.5745453,1094.815574031633,0.0,100,0.0,,,,,,0.206412752185977,-84.9176564843749,-1.5957242,1371.2397333835183,,0.0,581.0835788590351,5788.8047684604935,1094.815574031633,,-84.9176564843749,581.0835788590351,1371.2397333835183,0.00666414,,,,,58,,0.01,100,2.1702695,,5788.8047684604935,1180000,
,59,,,0.01,,4.4089165,-0.4051873,845.5039876326273,0.0,100,0.0,,,,,,0.11743703737619138,-90.02195353525094,-1.9526278,1192.4162137478684,,0.0,443.8561020817425,8073.1642839581,845.5039876326273,,-90.02195353525094,443.8561020817425,1192.4162137478684,0.00637636,,,,,59,,0.01,100,1.5474405,,8073.1642839581,1200000,
6,60,0.0,6,0.0,876.7417588253562,4.3931,2.1996663,886.5957844087756,0.0,100,0.0,0.0,982.1048485325616,0.0,982.1048485325616,0.0,0.14608978037324005,-69.38715120732324,1.6129236,964.4507969153603,2914.284289004739,0.0,459.0772893159723,4304.277125695598,886.5957844087756,876.7417588253562,-69.38715120732324,459.0772893159723,964.4507969153603,0.010097275,10,-38.718943054224546,10,2914.284289004739,60,876.7417588253559,0.0,100,0.58674264,-38.718943054224546,4304.277125695598,1220000,876.7417588253559
,61,,,0.0,,4.3815145,-0.035854686,929.4951525877489,0.0,100,0.0,,,,,,0.12320611821452687,-82.65315255554178,-1.2256554,1010.3815592385447,,0.0,479.37928891492214,5587.044726777596,929.4951525877489,,-82.65315255554178,479.37928891492214,1010.3815592385447,0.004902516,,,,,61,,0.0,100,1.1898007,,5587.044726777596,1240000,
,62,,,0.01,,4.373256,1.3693914,772.4025125595917,0.0,100,0.0,,,,,,0.10294632665546344,-50.10833848588397,0.20081289,1046.0813690103346,,0.0,409.253640864384,5055.72863591896,772.4025125595917,,-50.10833848588397,409.253640864384,1046.0813690103346,0.0052978364,,,,,62,,0.01,100,1.1685785,,5055.72863591896,1260000,
,63,,,0.0,,4.3532248,-1.7994431,894.8650982822079,0.0,100,0.0,,,,,,0.12448303843689823,-76.53248042215348,-3.0368485,1024.9159252534632,,0.0,496.4733482178273,3919.2793050764517,894.8650982822079,,-76.53248042215348,496.4733482178273,1024.9159252534632,0.006289649,,,,,63,,0.0,100,1.2374054,,3919.2793050764517,1280000,
,64,,,0.0,,4.336987,1.8563865,751.0142107526896,0.0,100,0.0,,,,,,0.14508986178911054,-151.5984672590061,0.9409756,840.8284868403706,,0.0,403.7703167363472,3880.2600580189855,751.0142107526896,,-151.5984672590061,403.7703167363472,840.8284868403706,0.005374969,,,,,64,,0.0,100,0.91541094,,3880.2600580189855,1300000,
,65,,,0.0,,4.313526,1.6873525,886.0172713735493,0.0,100,0.0,,,,,,0.15090903932693978,-82.08877382008336,0.37886992,1030.7429786638336,,0.0,469.58923113934145,4018.77800617968,886.0172713735493,,-82.08877382008336,469.58923113934145,1030.7429786638336,0.0063291825,,,,,65,,0.0,100,1.3084826,,4018.77800617968,1320000,
,66,,,0.02,,4.30373,0.046083007,896.6753225126972,0.0,100,0.0,,,,,,0.20755669243754338,-79.42100181634501,-1.0465717,944.6818340045577,,0.0,450.1567563422602,3496.120412780182,896.6753225126972,,-79.42100181634501,450.1567563422602,944.6818340045577,0.0071514254,,,,,66,,0.02,100,1.0926547,,3496.120412780182,1340000,
,67,,,0.0,,4.2913356,-0.7135926,650.5083999550982,0.0,100,0.0,,,,,,0.14824532506893462,-87.17099874331437,-1.9413586,993.3987323491097,,0.0,323.31853364977053,4724.5635804590565,650.5083999550982,,-87.17099874331437,323.31853364977053,993.3987323491097,0.007987187,,,,,67,,0.0,100,1.227766,,4724.5635804590565,1360000,
,68,,,0.0,,4.261883,-0.7175582,935.9512963883726,0.0,100,0.0,,,,,,0.18028737399918604,-64.9449351523986,-2.0048096,1019.6771391437663,,0.0,494.0482423203398,5395.592673605649,935.9512963883726,,-64.9449351523986,494.0482423203398,1019.6771391437663,0.007675691,,,,,68,,0.0,100,1.2872515,,5395.592673605649,1380000,
