MetaTest/Average/Iteration,Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/pick-place-wall-v1/Iteration,Average/SuccessRate,MetaTest/pick-place-wall-v1/AverageDiscountedReturn,policy/Entropy,policy/LossBefore,pick-place-wall-v1/AverageReturn,pick-place-wall-v1/TerminationRate,pick-place-wall-v1/NumEpisodes,policy/KLBefore,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTest/pick-place-wall-v1/TerminationRate,MetaTest/pick-place-wall-v1/StdReturn,MetaTest/pick-place-wall-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,pick-place-wall-v1/MinReturn,policy/LossAfter,pick-place-wall-v1/StdReturn,MetaTest/Average/MaxReturn,Average/TerminationRate,pick-place-wall-v1/AverageDiscountedReturn,Average/MaxReturn,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,Average/MinReturn,Average/AverageDiscountedReturn,Average/StdReturn,policy/KL,MetaTest/pick-place-wall-v1/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/pick-place-wall-v1/MaxReturn,pick-place-wall-v1/Iteration,MetaTest/pick-place-wall-v1/AverageReturn,pick-place-wall-v1/SuccessRate,Average/NumEpisodes,policy/dLoss,MetaTest/pick-place-wall-v1/MinReturn,pick-place-wall-v1/MaxReturn,TotalEnvSteps,MetaTest/Average/AverageReturn
,69,,,0.01,,4.2271852,-1.1750828,761.5801834729459,0.0,100,0.0,,,,,,0.11517056806057557,-72.61875255146518,-2.2107694,886.783462262591,,0.0,396.31045759976433,4010.7783587179097,761.5801834729459,,-72.61875255146518,396.31045759976433,886.783462262591,0.006290439,,,,,69,,0.01,100,1.0356866,,4010.7783587179097,1400000,
7,70,0.0,7,0.0,883.9965139255521,4.193352,-0.38220704,919.4159610060234,0.0,100,0.0,0.0,701.5734416913582,0.0,701.5734416913582,0.0,0.1022318359543164,-78.56779979174303,-1.658057,1205.471079130648,1950.141436475258,0.0,486.2745169164846,5928.615360251668,919.4159610060234,883.9965139255521,-78.56779979174303,486.2745169164846,1205.471079130648,0.0060415184,10,-79.3620765828195,10,1950.141436475258,70,883.9965139255519,0.0,100,1.2758499,-79.3620765828195,5928.615360251668,1420000,883.9965139255519
,71,,,0.0,,4.1755786,-0.29277733,892.6777074428902,0.0,100,0.0,,,,,,0.13232770273490146,-77.25784007237664,-1.3702883,946.6922767060627,,0.0,493.3904389283557,5103.879730815306,892.6777074428902,,-77.25784007237664,493.3904389283557,946.6922767060627,0.0076835067,,,,,71,,0.0,100,1.077511,,5103.879730815306,1440000,
,72,,,0.01,,4.158821,-1.5323676,927.8778949781682,0.0,100,0.0,,,,,,0.1355409006474355,-101.84349710602925,-2.948807,1195.9912775001942,,0.0,484.3023948498607,5064.7090815761185,927.8778949781682,,-101.84349710602925,484.3023948498607,1195.9912775001942,0.0070152986,,,,,72,,0.01,100,1.4164394,,5064.7090815761185,1460000,
,73,,,0.0,,4.1613245,1.5787296,901.2282931894924,0.0,100,0.0,,,,,,0.12236648087097612,-69.20403783264527,0.47133633,1012.7821633241888,,0.0,509.30881827423576,4608.15774499953,901.2282931894924,,-69.20403783264527,509.30881827423576,1012.7821633241888,0.0063152723,,,,,73,,0.0,100,1.1073933,,4608.15774499953,1480000,
,74,,,0.0,,4.158001,-0.4516168,915.1573353912222,0.0,100,0.0,,,,,,0.12199587031110126,-74.30380268767946,-1.7187465,980.3408740442864,,0.0,481.25357879448114,4534.0836225622115,915.1573353912222,,-74.30380268767946,481.25357879448114,980.3408740442864,0.0061693466,,,,,74,,0.0,100,1.2671298,,4534.0836225622115,1500000,
,75,,,0.0,,4.134652,-0.32574454,1009.751838392657,0.0,100,0.0,,,,,,0.1363311401265953,-121.18725310928887,-1.1301062,1152.2141024241525,,0.0,519.858158795614,4471.179199598553,1009.751838392657,,-121.18725310928887,519.858158795614,1152.2141024241525,0.010018726,,,,,75,,0.0,100,0.8043617,,4471.179199598553,1520000,
,76,,,0.0,,4.111671,0.31078205,788.7333631926699,0.0,100,0.0,,,,,,0.13553496221592476,-63.92491062506149,-0.6678668,823.5943892486664,,0.0,406.5319428389966,3316.0770169813622,788.7333631926699,,-63.92491062506149,406.5319428389966,823.5943892486664,0.0075145937,,,,,76,,0.0,100,0.9786489,,3316.0770169813622,1540000,
,77,,,0.01,,4.0965805,-1.8239676,926.4883074330696,0.0,100,0.0,,,,,,0.12240113273315867,-80.62261945907981,-3.3319497,1013.541909571811,,0.0,472.7312514123453,4681.859746159102,926.4883074330696,,-80.62261945907981,472.7312514123453,1013.541909571811,0.007699565,,,,,77,,0.01,100,1.5079821,,4681.859746159102,1560000,
,78,,,0.02,,4.0817647,-0.7230246,970.7468538726255,0.0,100,0.0,,,,,,0.14498834715879938,-72.27273666074832,-1.8158156,937.679784204139,,0.0,546.9680481409534,3747.420381050667,970.7468538726255,,-72.27273666074832,546.9680481409534,937.679784204139,0.006141192,,,,,78,,0.02,100,1.092791,,3747.420381050667,1580000,
,79,,,0.0,,4.067451,-0.27884784,796.5974274876893,0.0,100,0.0,,,,,,0.1639775022563521,-88.89938716605842,-1.2114389,923.9943544144293,,0.0,415.4958886734164,4536.344712127011,796.5974274876893,,-88.89938716605842,415.4958886734164,923.9943544144293,0.0059411936,,,,,79,,0.0,100,0.9325911,,4536.344712127011,1600000,
8,80,0.0,8,0.03,455.23329166787687,4.0652165,-0.24512988,1249.7554329557731,0.0,100,0.0,0.0,706.3548334518507,0.0,706.3548334518507,0.0,0.19763576354855794,-88.07913730618394,-1.7004137,1170.395715792438,2202.7963885641025,0.0,696.1626839562546,5277.879976561831,1249.7554329557731,455.23329166787687,-88.07913730618394,696.1626839562546,1170.395715792438,0.0059637674,10,-77.63159519305823,10,2202.7963885641025,80,455.233291667877,0.03,100,1.4552839,-77.63159519305823,5277.879976561831,1620000,455.233291667877
,81,,,0.0,,4.0514994,-0.06648906,852.5351080402627,0.0,100,0.0,,,,,,0.12572529219838613,-87.5643085994093,-1.2122422,985.1577802701856,,0.0,471.0571980488702,3549.109896008024,852.5351080402627,,-87.5643085994093,471.0571980488702,985.1577802701856,0.005004659,,,,,81,,0.0,100,1.1457531,,3549.109896008024,1640000,
,82,,,0.0,,4.034768,0.7223281,673.1632470687665,0.0,100,0.0,,,,,,0.12272912542220438,-25.083628555744244,-0.10469961,690.269760585863,,0.0,361.7156963165266,2481.105143271249,673.1632470687665,,-25.083628555744244,361.7156963165266,690.269760585863,0.005974149,,,,,82,,0.0,100,0.82702774,,2481.105143271249,1660000,
,83,,,0.0,,4.016442,0.85332686,774.0610049457454,0.0,100,0.0,,,,,,0.10244925831424401,-227.52438874498546,-0.13937646,914.774931960313,,0.0,391.33672646799806,5316.15917263598,774.0610049457454,,-227.52438874498546,391.33672646799806,914.774931960313,0.007040564,,,,,83,,0.0,100,0.9927033,,5316.15917263598,1680000,
,84,,,0.01,,3.9998128,-0.6651781,1041.5927963419958,0.0,100,0.0,,,,,,0.13851255421676134,-80.511257502649,-2.1052446,1113.982017730398,,0.0,590.9967746853845,4739.61855285217,1041.5927963419958,,-80.511257502649,590.9967746853845,1113.982017730398,0.006736171,,,,,84,,0.01,100,1.4400666,,4739.61855285217,1700000,
,85,,,0.01,,3.9940646,0.21183984,865.7874922486325,0.0,100,0.0,,,,,,0.12298059626964075,-72.1926112034429,-1.0304279,995.5526881421075,,0.0,469.19673341402677,5153.282959198696,865.7874922486325,,-72.1926112034429,469.19673341402677,995.5526881421075,0.006566798,,,,,85,,0.01,100,1.2422677,,5153.282959198696,1720000,
,86,,,0.01,,3.9704816,-0.34462187,1192.6827420626123,0.0,100,0.0,,,,,,0.12973497756661612,-68.24905794399442,-2.1659913,1482.0321474865107,,0.0,627.4241617723368,7916.798962159876,1192.6827420626123,,-68.24905794399442,627.4241617723368,1482.0321474865107,0.005501187,,,,,86,,0.01,100,1.8213694,,7916.798962159876,1740000,
,87,,,0.0,,3.9560926,0.53529847,933.4195743514825,0.0,100,0.0,,,,,,0.12663810788653018,-59.2072776393391,-0.73975784,1072.6593428073431,,0.0,522.2305027508867,4966.226693265708,933.4195743514825,,-59.2072776393391,522.2305027508867,1072.6593428073431,0.0062221023,,,,,87,,0.0,100,1.2750564,,4966.226693265708,1760000,
,88,,,0.0,,3.940964,-2.2140245,1020.5946293327081,0.0,100,0.0,,,,,,0.14541590980450192,-84.62000460049816,-3.6082387,1022.26647678735,,0.0,566.5387770311919,3989.0927140003537,1020.5946293327081,,-84.62000460049816,566.5387770311919,1022.26647678735,0.006588124,,,,,88,,0.0,100,1.3942142,,3989.0927140003537,1780000,
,89,,,0.01,,3.9218605,0.806718,1043.3158186932787,0.0,100,0.0,,,,,,0.13057541033332287,-79.11733992702315,-0.6775473,1060.4007623779994,,0.0,570.9685587571082,3825.0762046516356,1043.3158186932787,,-79.11733992702315,570.9685587571082,1060.4007623779994,0.0049926634,,,,,89,,0.01,100,1.4842653,,3825.0762046516356,1800000,
9,90,0.0,9,0.0,511.36196509397234,3.9085047,0.25193173,1100.8253457629003,0.0,100,0.0,0.1,669.962519386552,0.0,669.962519386552,0.1,0.16442126564419002,-35.647779151105674,-1.3319527,1175.5467319206107,2380.228922296744,0.0,604.4831190706026,4885.340086302362,1100.8253457629003,511.36196509397234,-35.647779151105674,604.4831190706026,1175.5467319206107,0.006877922,10,-36.07795477191347,10,2380.228922296744,90,511.36196509397195,0.0,100,1.5838845,-36.07795477191347,4885.340086302362,1820000,511.36196509397195
,91,,,0.0,,3.9022222,-1.6013939,1031.8099484159084,0.0,100,0.0,,,,,,0.17636193352343776,-82.86812365144004,-2.6889613,933.9575216757736,,0.0,577.1269539493447,3652.297662191749,1031.8099484159084,,-82.86812365144004,577.1269539493447,933.9575216757736,0.007152861,,,,,91,,0.0,100,1.0875673,,3652.297662191749,1840000,
,92,,,0.0,,3.890834,-1.1479785,790.6175442875557,0.0,100,0.0,,,,,,0.18120997218306845,-71.9770740469555,-2.1693099,873.7107067286885,,0.0,446.9166936461521,4327.47407265342,790.6175442875557,,-71.9770740469555,446.9166936461521,873.7107067286885,0.004249005,,,,,92,,0.0,100,1.0213313,,4327.47407265342,1860000,
,93,,,0.01,,3.8630285,0.5577965,1080.865029290218,0.0,100,0.0,,,,,,0.13824568092934697,-84.25286346885281,-0.8510646,1222.5874625721308,,0.0,591.908776613138,5436.851566252928,1080.865029290218,,-84.25286346885281,591.908776613138,1222.5874625721308,0.0062310533,,,,,93,,0.01,100,1.4088612,,5436.851566252928,1880000,
,94,,,0.0,,3.8379517,-0.96141016,1251.0314417404343,0.0,100,0.0,,,,,,0.19165131273725078,-29.227896066900755,-2.658219,1154.65439751705,,0.0,738.9559836437205,4279.468345335826,1251.0314417404343,,-29.227896066900755,738.9559836437205,1154.65439751705,0.0077320295,,,,,94,,0.0,100,1.6968089,,4279.468345335826,1900000,
,95,,,0.0,,3.8168192,-2.636244,944.5279356507849,0.0,100,0.0,,,,,,0.16702587812738978,-107.69665017318964,-2.2511876,927.3784056737715,,0.0,551.6515497917976,4157.346116240658,944.5279356507849,,-107.69665017318964,551.6515497917976,927.3784056737715,0.011866763,,,,,95,,0.0,100,-0.3850565,,4157.346116240658,1920000,
,96,,,0.02,,3.7751782,2.1884005,1191.0336636543366,0.0,100,0.0,,,,,,0.1773581350482769,-83.41177431054196,0.46674064,1337.4239003420807,,0.0,616.6246512785223,6611.901313131022,1191.0336636543366,,-83.41177431054196,616.6246512785223,1337.4239003420807,0.006829349,,,,,96,,0.02,100,1.7216599,,6611.901313131022,1940000,
,97,,,0.0,,3.7384984,-1.1135141,1007.3203751099708,0.0,100,0.0,,,,,,0.14730863933350002,-65.73374430777174,-2.4648461,1058.0855379635937,,0.0,555.6754857035808,4848.808871266304,1007.3203751099708,,-65.73374430777174,555.6754857035808,1058.0855379635937,0.00683264,,,,,97,,0.0,100,1.3513321,,4848.808871266304,1960000,
,98,,,0.0,,3.715137,-2.430636,1192.2946113287067,0.0,100,0.0,,,,,,0.1763926692163409,-79.5918962645159,-4.0591288,1233.9980487824412,,0.0,719.7667849595763,6939.956877223796,1192.2946113287067,,-79.5918962645159,719.7667849595763,1233.9980487824412,0.006292598,,,,,98,,0.0,100,1.6284928,,6939.956877223796,1980000,
,99,,,0.0,,3.7034152,0.5727406,1063.8565317322975,0.0,100,0.0,,,,,,0.17165000727824398,-83.5499126833337,-1.0521828,1106.2787197625482,,0.0,602.7313916561995,5362.465064133149,1063.8565317322975,,-83.5499126833337,602.7313916561995,1106.2787197625482,0.006688559,,,,,99,,0.0,100,1.6249235,,5362.465064133149,2000000,
