MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/stick-push-v1/AverageReturn,MetaTest/stick-push-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTrain/Average/AlphaLoss,MetaTest/stick-push-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/stick-push-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/stick-push-v1/StdReturn,MetaTest/stick-push-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/stick-push-v1/SuccessRate,MetaTrain/Average/Alpha,MetaTest/stick-push-v1/TerminationRate,MetaTest/Average/Iteration,MetaTest/stick-push-v1/Iteration,MetaTest/Average/MinReturn,TotalEnvSteps
10,0.0,738.3069,2.739272581789816,43.141981288832206,19.72127206202686,2.739272581789814,43.141981288832206,2.739272581789814,5.219114,-17.93998258569641,7.624584,10,-113.23241,19.72127206202686,2.739272581789816,0.0,0.0,nan,0.0,10,10,-17.93998258569641,464000
10,0.0,1512.0693,-13.163862140892226,-3.0491863442532257,4.842732310028573,-13.16386214089222,-3.0491863442532257,-13.16386214089222,4.213545,-18.895590382979524,7.6487865,10,-202.07082,4.842732310028573,-13.163862140892226,0.0,0.0,nan,0.0,11,11,-18.895590382979524,488000
10,0.0,4298.892,99.1023810316981,555.3533124365443,227.0011388905169,99.10238103169817,555.3533124365443,99.10238103169817,2.5206914,-16.41549222555825,7.6957307,10,-371.92795,227.0011388905169,99.1023810316981,0.0,0.0,nan,0.0,12,12,-16.41549222555825,512000
10,0.0,11218.52,101.23815125914754,473.06113288175425,196.33241508684355,101.2381512591475,473.06113288175425,101.2381512591475,1.0477471,-29.418541082564648,7.716892,10,-691.06934,196.33241508684355,101.23815125914754,0.0,0.0,nan,0.0,13,13,-29.418541082564648,536000
10,0.0,27686.057,-17.366233409918262,9.085085506970762,12.832079142123542,-17.366233409918276,9.085085506970762,-17.366233409918276,-1.1344502,-34.777923514994434,8.5413475,10,-1252.8922,12.832079142123542,-17.366233409918262,0.0,0.0,nan,0.0,14,14,-34.777923514994434,560000
10,0.0,56860.195,-31.377195766106475,-9.434917187362085,7.698809586357194,-31.377195766106468,-9.434917187362085,-31.377195766106468,-3.8874128,-38.63329318566987,20.646145,10,-2192.6594,7.698809586357194,-31.377195766106475,0.0,0.0,nan,0.0,15,15,-38.63329318566987,584000
10,0.0,103887.37,-18.988987615219536,-9.970751401407167,3.4993555383597923,-18.988987615219536,-9.970751401407167,-18.988987615219536,-5.8218884,-22.502381211805705,35.757042,10,-3481.456,3.4993555383597923,-18.988987615219536,0.0,0.0,nan,0.0,16,16,-22.502381211805705,608000
10,0.0,155490.47,789.1944400491659,8037.21207152203,2416.0281824237036,789.1944400491661,8037.21207152203,789.1944400491661,-7.5936103,-32.83582135728644,37.247887,10,-5163.353,2416.0281824237036,789.1944400491659,0.0,0.0,nan,0.0,17,17,-32.83582135728644,632000
10,0.0,183483.81,-15.97142459589094,28.167700348721368,15.08458169663816,-15.971424595890943,28.167700348721368,-15.971424595890943,-7.722319,-25.68103094747793,55.685535,10,-7233.237,15.08458169663816,-15.97142459589094,0.0,0.0,nan,0.0,18,18,-25.68103094747793,656000
10,0.0,237130.6,85.62163458549398,997.2991591930888,303.902423469987,85.62163458549392,997.2991591930888,85.62163458549392,-8.738941,-19.008317515928102,114.79944,10,-9674.329,303.902423469987,85.62163458549398,0.0,0.0,nan,0.0,19,19,-19.008317515928102,680000
10,0.0,536355.7,-38.33500041293628,-36.12535919357146,1.6250433686722077,-38.33500041293629,-36.12535919357146,-38.33500041293629,-12.850465,-40.572344479456085,221.89214,10,-14386.194,1.6250433686722077,-38.33500041293628,0.0,0.0,nan,0.0,20,20,-40.572344479456085,704000
10,0.0,893518.75,-26.951609700071316,-12.082413424459915,9.42659030239218,-26.951609700071323,-12.082413424459915,-26.951609700071323,-11.852754,-36.21336797884527,188.28609,10,-20999.197,9.42659030239218,-26.951609700071316,0.0,0.0,nan,0.0,21,21,-36.21336797884527,728000
10,0.0,1134212.4,90.92557749420007,988.1846371394936,299.6537104944086,90.92557749420003,988.1846371394936,90.92557749420003,-12.575401,-29.54705025452287,324.38187,10,-26866.76,299.6537104944086,90.92557749420007,0.0,0.0,nan,0.0,22,22,-29.54705025452287,752000
10,0.0,1310456.2,-22.37914093233883,-14.723845353128409,6.795498363245916,-22.379140932338846,-14.723845353128409,-22.379140932338846,-13.809777,-31.428670952626554,212.59721,10,-28834.156,6.795498363245916,-22.37914093233883,0.0,0.0,nan,0.0,23,23,-31.428670952626554,776000
10,0.0,933965.3,-11.794300250917571,-5.033801383269842,8.617024893105837,-11.79430025091757,-5.033801383269842,-11.79430025091757,-14.478208,-34.53100068218774,146.30702,10,-13776.242,8.617024893105837,-11.794300250917571,0.0,0.0,nan,0.0,24,24,-34.53100068218774,800000
10,0.0,1334877.5,222.86854161139513,916.3517654401395,368.75538181496205,222.86854161139513,916.3517654401395,222.86854161139513,-17.675285,-32.30150428148092,1110.084,10,-29235.58,368.75538181496205,222.86854161139513,0.0,0.0,nan,0.0,25,25,-32.30150428148092,824000
10,0.0,1301078.0,-19.488368677193346,-7.151189353393161,9.083767111116789,-19.488368677193343,-7.151189353393161,-19.488368677193343,-17.346478,-34.58197316357965,949.35675,10,-36870.656,9.083767111116789,-19.488368677193346,0.0,0.0,nan,0.0,26,26,-34.58197316357965,848000
10,0.0,1272737.5,-25.60783436153445,-5.694191573469469,8.606946413973942,-25.607834361534458,-5.694191573469469,-25.607834361534458,-16.73361,-33.7671824539366,778.12537,10,-43110.793,8.606946413973942,-25.60783436153445,0.0,0.0,nan,0.0,27,27,-33.7671824539366,872000
10,0.0,1098129.2,-2.128209852801504,154.98956944763634,53.081176146066284,-2.128209852801519,154.98956944763634,-2.128209852801519,-16.496178,-30.03830716338558,499.79034,10,-43215.062,53.081176146066284,-2.128209852801504,0.0,0.0,nan,0.0,28,28,-30.03830716338558,896000
10,0.0,979058.6,93.15279924028303,1030.6241629792564,312.92809330369283,93.15279924028312,1030.6241629792564,93.15279924028312,-17.032543,-39.645314605051226,213.76451,10,-51679.816,312.92809330369283,93.15279924028303,0.0,0.0,nan,0.0,29,29,-39.645314605051226,920000
10,0.0,784033.94,-11.594723951516944,72.17365801551205,35.95688636793902,-11.59472395151694,72.17365801551205,-11.59472395151694,-17.83934,-37.57291601256268,220.09042,10,-50981.83,35.95688636793902,-11.594723951516944,0.0,0.0,nan,0.0,30,30,-37.57291601256268,944000
10,0.0,589064.3,162.61834810799047,1484.974521480969,449.09645886383527,162.61834810799058,1484.974521480969,162.61834810799058,-17.062576,-29.09887550809475,365.7086,10,-47730.047,449.09645886383527,162.61834810799047,0.0,0.0,nan,0.0,31,31,-29.09887550809475,968000
10,0.0,430602.8,22.192520254138294,320.20734305781815,100.31810996695351,22.19252025413831,320.20734305781815,22.19252025413831,-16.203222,-21.86406150345819,243.25055,10,-43302.88,100.31810996695351,22.192520254138294,0.0,0.0,nan,0.0,32,32,-21.86406150345819,992000
10,0.0,319132.56,-21.887308551092946,14.779024832207257,22.476656939964574,-21.887308551092946,14.779024832207257,-21.887308551092946,-14.7971,-59.946542118022705,203.89874,10,-39230.543,22.476656939964574,-21.887308551092946,0.0,0.0,nan,0.0,33,33,-59.946542118022705,1016000
10,0.0,234203.23,-25.81559383502033,80.66972375620794,37.06192673465666,-25.815593835020326,80.66972375620794,-25.815593835020326,-12.726917,-60.067022916479615,408.76477,10,-34405.13,37.06192673465666,-25.81559383502033,0.1,0.1,nan,0.0,34,34,-60.067022916479615,1040000
10,0.0,148450.72,-32.40480368241918,-9.799043367412382,13.026522603972793,-32.40480368241918,-9.799043367412382,-32.40480368241918,-9.703548,-54.37664971209311,751.1683,10,-22205.248,13.026522603972793,-32.40480368241918,0.0,0.0,nan,0.0,35,35,-54.37664971209311,1064000
10,0.0,81108.73,-37.063228859814366,-32.531279458585516,2.900948226869049,-37.063228859814366,-32.531279458585516,-37.063228859814366,-3.9329882,-41.12560796927515,542.1192,10,-10097.676,2.900948226869049,-37.063228859814366,0.0,0.0,nan,0.0,36,36,-41.12560796927515,1088000
10,0.0,57179.656,-49.38542572229955,-46.00104703737023,2.0481127111528603,-49.385425722299566,-46.00104703737023,-49.385425722299566,-0.53042835,-53.79209864495699,735.001,10,-2731.7444,2.0481127111528603,-49.38542572229955,0.0,0.0,nan,0.0,37,37,-53.79209864495699,1112000
10,0.0,40660.87,-27.60499284998778,-24.256725131205485,2.1238183115449454,-27.604992849987788,-24.256725131205485,-27.604992849987788,0.6647718,-30.498815655344146,315.1312,10,19.299156,2.1238183115449454,-27.60499284998778,0.0,0.0,nan,0.0,38,38,-30.498815655344146,1136000
10,0.0,92606.49,-25.097667942458987,-21.538682960300136,1.6036598510067162,-25.097667942458997,-21.538682960300136,-25.097667942458997,-4.973372,-27.13645093151036,107.024765,10,-4421.4043,1.6036598510067162,-25.097667942458987,0.0,0.0,nan,0.0,39,39,-27.13645093151036,1160000
10,0.0,151559.84,16.254168500998396,738.4758477838825,246.25211022829836,16.254168500998322,738.4758477838825,16.254168500998322,-9.106909,-121.6687055273268,426.21707,10,-7874.634,246.25211022829836,16.254168500998396,0.0,0.0,nan,0.0,40,40,-121.6687055273268,1184000
10,0.0,216829.3,-14.853730663215671,149.9180024383533,90.96682239282576,-14.853730663215647,149.9180024383533,-14.853730663215647,-9.841973,-109.62635676509164,313.47137,10,-7433.275,90.96682239282576,-14.853730663215671,0.0,0.0,nan,0.0,41,41,-109.62635676509164,1208000
10,0.0,326204.28,1320.8120492631444,12419.510472900212,3703.136170832336,1320.812049263145,12419.510472900212,1320.812049263145,-11.657858,-70.85523527636985,523.0329,10,-10900.807,3703.136170832336,1320.8120492631444,0.0,0.0,nan,0.0,42,42,-70.85523527636985,1232000
10,0.0,490326.25,46.834906516959585,681.7541073954443,213.94175866719664,46.83490651695959,681.7541073954443,46.83490651695959,-14.747051,-63.85092472471033,228.02917,10,-13699.593,213.94175866719664,46.834906516959585,0.0,0.0,nan,0.0,43,43,-63.85092472471033,1256000
10,0.0,1050952.4,4221.367070698326,22899.420613622406,8521.220999454219,4221.367070698323,22899.420613622406,4221.367070698323,-19.07887,-103.01128278724657,607.8478,10,-20199.582,8521.220999454219,4221.367070698326,0.0,0.0,nan,0.0,44,44,-103.01128278724657,1280000
10,0.0,1242428.2,0.002059690329831909,253.14449750029974,84.5617292050707,0.0020596903298155667,253.14449750029974,0.0020596903298155667,-18.930529,-35.06955216902805,723.7709,10,-27895.268,84.5617292050707,0.002059690329831909,0.0,0.0,nan,0.0,45,45,-35.06955216902805,1304000
10,0.0,1171204.1,-69.3222228089767,-31.959453257279705,33.5277278920693,-69.32222280897668,-31.959453257279705,-69.32222280897668,-17.557106,-127.17608446304607,264.26187,10,-32229.615,33.5277278920693,-69.3222228089767,0.0,0.0,nan,0.0,46,46,-127.17608446304607,1328000
10,0.0,1112672.9,1401.2765501779782,13322.10596759235,3988.8612550828248,1401.2765501779786,13322.10596759235,1401.2765501779786,-16.396505,-61.666853573851014,2267.5542,10,-32264.84,3988.8612550828248,1401.2765501779782,0.0,0.0,nan,0.0,47,47,-61.666853573851014,1352000
10,0.0,1026048.5,-54.39345854773853,-2.6998478569129425,30.598488031539418,-54.39345854773853,-2.6998478569129425,-54.39345854773853,-13.358947,-99.74881972718589,1777.1327,10,-28884.104,30.598488031539418,-54.39345854773853,0.0,0.0,nan,0.0,48,48,-99.74881972718589,1376000
10,0.0,741460.44,-50.901957936597185,-16.453184231940288,18.402419940015314,-50.901957936597185,-16.453184231940288,-50.901957936597185,-8.230713,-75.77714795883766,2444.247,10,-16631.396,18.402419940015314,-50.901957936597185,0.0,0.0,nan,0.0,49,49,-75.77714795883766,1400000
10,0.0,680110.94,7478.583607927069,27194.034135879607,11558.339498319116,7478.583607927072,27194.034135879607,7478.583607927072,-10.665002,-90.31926631010245,3669.586,10,-7718.45,11558.339498319116,7478.583607927069,0.0,0.0,nan,0.0,50,50,-90.31926631010245,1424000
10,0.0,834494.75,1584.4978077377586,7217.306299247782,2721.8352671565976,1584.4978077377586,7217.306299247782,1584.4978077377586,-12.611172,-30.561251479289034,2587.1106,10,-13018.603,2721.8352671565976,1584.4978077377586,0.0,0.0,nan,0.0,51,51,-30.561251479289034,1448000
10,0.0,1015203.2,7977.608999555807,23120.946414789534,9771.356569596714,7977.608999555809,23120.946414789534,7977.608999555809,-14.311334,-84.03870603245758,2540.329,10,-21451.621,9771.356569596714,7977.608999555807,0.0,0.0,nan,0.0,52,52,-84.03870603245758,1472000
10,0.0,1183318.8,7240.503942471454,20294.06892022324,8980.455326722244,7240.503942471453,20294.06892022324,7240.503942471453,-15.800282,-87.29965700749818,434.86014,10,-31435.48,8980.455326722244,7240.503942471454,0.1,0.1,nan,0.0,53,53,-87.29965700749818,1496000
10,0.0,1318053.4,9063.530766169622,19939.3330489496,9130.696433366229,9063.53076616962,19939.3330489496,9063.53076616962,-17.02948,-42.6459871134365,337.92062,10,-34119.16,9130.696433366229,9063.530766169622,0.0,0.0,nan,0.0,54,54,-42.6459871134365,1520000
10,0.0,1583393.5,6311.304464255548,22483.542286108113,9763.248439256819,6311.304464255546,22483.542286108113,6311.304464255546,-18.064758,-105.17464441671895,515.29755,10,-37017.246,9763.248439256819,6311.304464255548,0.0,0.0,nan,0.0,55,55,-105.17464441671895,1544000
10,0.0,1825289.2,8451.42390105045,23357.35449669674,10417.360815469461,8451.42390105045,23357.35449669674,8451.42390105045,-19.276043,-44.49260945355845,256.50314,10,-41896.273,10417.360815469461,8451.42390105045,0.0,0.0,nan,0.0,56,56,-44.49260945355845,1568000
10,0.0,1958815.0,15637.119909556835,24027.937779452903,8589.502298539863,15637.119909556839,24027.937779452903,15637.119909556839,-19.18333,-20.290037186588943,225.84074,10,-45848.137,8589.502298539863,15637.119909556835,0.1,0.1,nan,0.0,57,57,-20.290037186588943,1592000
10,0.0,2096125.0,13190.85178810394,23440.788772662832,7463.331548368383,13190.851788103939,23440.788772662832,13190.851788103939,-18.720428,-15.978049391178144,194.11781,10,-47588.336,7463.331548368383,13190.85178810394,0.0,0.0,nan,0.0,58,58,-15.978049391178144,1616000
10,0.0,2328147.0,9132.952540813349,21143.229174011183,9217.206146231994,9132.952540813347,21143.229174011183,9132.952540813347,-18.684793,-36.10087244927376,109.53211,10,-50296.39,9217.206146231994,9132.952540813349,0.0,0.0,nan,0.0,59,59,-36.10087244927376,1640000
10,0.0,2538871.8,9997.421432929885,21029.51080262,10032.510180042053,9997.421432929885,21029.51080262,9997.421432929885,-19.070719,-31.92753394814244,138.0268,10,-52907.65,10032.510180042053,9997.421432929885,0.0,0.0,nan,0.0,60,60,-31.92753394814244,1664000
10,0.0,2609545.2,16793.687220654996,22619.412471208827,8338.317336758884,16793.687220654996,22619.412471208827,16793.687220654996,-18.876215,-12.774834545121259,190.91934,10,-55307.316,8338.317336758884,16793.687220654996,0.0,0.0,nan,0.0,61,61,-12.774834545121259,1688000
10,0.0,2813113.8,3999.54627359568,20129.237621946068,7832.971761726354,3999.546273595681,20129.237621946068,3999.546273595681,-18.753504,-38.24132000702975,198.16646,10,-57413.09,7832.971761726354,3999.54627359568,0.0,0.0,nan,0.0,62,62,-38.24132000702975,1712000
10,0.0,2948303.2,141.77219618123524,466.82557652021984,208.2252734036615,141.77219618123522,466.82557652021984,141.77219618123522,-18.447847,-11.72280741775925,178.61922,10,-59709.49,208.2252734036615,141.77219618123524,0.0,0.0,nan,0.0,63,63,-11.72280741775925,1736000
10,0.0,2920855.0,-12.446632182722263,-0.35888472795596055,7.339840265184169,-12.446632182722265,-0.35888472795596055,-12.446632182722265,-18.047762,-28.731171530905865,188.77469,10,-60668.92,7.339840265184169,-12.446632182722263,0.0,0.0,nan,0.0,64,64,-28.731171530905865,1760000
10,0.0,2625727.0,-19.011263095249873,39.929536109966264,19.769062606091364,-19.011263095249866,39.929536109966264,-19.011263095249866,-18.122149,-28.473073114889367,180.07759,10,-60566.24,19.769062606091364,-19.011263095249873,0.0,0.0,nan,0.0,65,65,-28.473073114889367,1784000
10,0.0,2523106.8,-13.534600171701044,140.71779258811418,52.5444586211944,-13.534600171701054,140.71779258811418,-13.534600171701054,-18.337215,-53.21086059765727,236.48534,10,-59112.766,52.5444586211944,-13.534600171701044,0.0,0.0,nan,0.0,66,66,-53.21086059765727,1808000
10,0.0,2562548.8,2159.19466583314,21016.936804486108,6287.289802997718,2159.19466583314,21016.936804486108,2159.19466583314,-18.96641,-24.833647480904148,209.38356,10,-57182.86,6287.289802997718,2159.19466583314,0.0,0.0,nan,0.0,67,67,-24.833647480904148,1832000
10,0.0,2659571.8,-17.055759445891916,-4.130916708414743,11.97677582349051,-17.055759445891912,-4.130916708414743,-17.055759445891912,-19.345827,-39.535993590418954,201.52524,10,-55637.844,11.97677582349051,-17.055759445891916,0.0,0.0,nan,0.0,68,68,-39.535993590418954,1856000
10,0.0,2816234.0,-18.403428740534558,-8.452811779205595,5.143572114129625,-18.40342874053456,-8.452811779205595,-18.40342874053456,-19.159466,-29.39498139543837,293.855,10,-54498.688,5.143572114129625,-18.403428740534558,0.0,0.0,nan,0.0,69,69,-29.39498139543837,1880000
10,0.0,2916353.0,-6.525900005871053,-2.745634878423136,3.751176758649731,-6.525900005871054,-2.745634878423136,-6.525900005871054,-18.412758,-16.646231423415244,510.7962,10,-54664.55,3.751176758649731,-6.525900005871053,0.0,0.0,nan,0.0,70,70,-16.646231423415244,1904000
10,0.0,2968183.2,8094.122656736993,20012.87003476634,7065.733301585168,8094.12265673699,20012.87003476634,8094.12265673699,-17.28277,-21.902355565617277,320.26343,10,-54628.96,7065.733301585168,8094.122656736993,0.0,0.0,nan,0.0,71,71,-21.902355565617277,1928000
10,0.0,3112001.8,12658.94615442707,23643.001110729045,10526.324498507423,12658.946154427069,23643.001110729045,12658.946154427069,-16.289568,-22.45819048132952,194.99066,10,-51461.22,10526.324498507423,12658.94615442707,0.0,0.0,nan,0.0,72,72,-22.45819048132952,1952000
10,0.0,3318506.5,20122.04429203291,25231.684734966977,7401.318379074539,20122.044292032915,25231.684734966977,20122.044292032915,-16.704454,0.05929288806476676,456.46024,10,-48529.953,7401.318379074539,20122.04429203291,0.0,0.0,nan,0.0,73,73,0.05929288806476676,1976000
10,0.0,3656319.5,17752.224904603387,27396.605148348135,9386.242399271987,17752.224904603387,27396.605148348135,17752.224904603387,-17.27822,-5.321899212043352,281.46655,10,-47014.07,9386.242399271987,17752.224904603387,0.0,0.0,nan,0.0,74,74,-5.321899212043352,2000000
10,0.0,3975454.8,15498.480595996978,24375.545499243643,9103.986785945806,15498.480595996976,24375.545499243643,15498.480595996976,-17.136763,-13.271404275168226,371.28983,10,-47462.72,9103.986785945806,15498.480595996978,0.0,0.0,nan,0.0,75,75,-13.271404275168226,2024000
10,0.0,4187304.2,12235.54952882722,23023.04362955105,9301.481615055522,12235.549528827221,23023.04362955105,12235.549528827221,-16.6582,-10.10038394950669,400.58276,10,-47719.977,9301.481615055522,12235.54952882722,0.0,0.0,nan,0.0,76,76,-10.10038394950669,2048000
10,0.0,4315287.5,12333.707995313216,22587.76978469272,9311.025603628943,12333.707995313216,22587.76978469272,12333.707995313216,-16.031637,773.8242084700236,469.50253,10,-46817.19,9311.025603628943,12333.707995313216,0.0,0.0,nan,0.0,77,77,773.8242084700236,2072000
10,0.0,4421029.0,14671.779921828662,24577.53661943532,8637.623160647445,14671.779921828658,24577.53661943532,14671.779921828658,-16.127571,20.780134895083112,413.888,10,-47137.574,8637.623160647445,14671.779921828662,0.0,0.0,nan,0.0,78,78,20.780134895083112,2096000
10,0.0,4577496.0,1990.023071534052,16710.405391421264,4917.31734216533,1990.023071534052,16710.405391421264,1990.023071534052,-16.24342,-10.792892907347017,409.6955,10,-48175.188,4917.31734216533,1990.023071534052,0.0,0.0,nan,0.0,79,79,-10.792892907347017,2120000
10,0.0,4687576.0,4748.459984728882,17080.111085515764,5489.226329534658,4748.45998472888,17080.111085515764,4748.45998472888,-15.951904,-17.726750604518276,452.89365,10,-47732.816,5489.226329534658,4748.459984728882,0.0,0.0,nan,0.0,80,80,-17.726750604518276,2144000
10,0.0,5064720.5,5065.499506530579,15783.77896379945,3634.4268681597127,5065.499506530579,15783.77896379945,5065.499506530579,-15.455514,2786.915312849574,263.42313,10,-48089.848,3634.4268681597127,5065.499506530579,0.0,0.0,nan,0.0,81,81,2786.915312849574,2168000
10,0.0,5405144.0,2300.8733147008643,5123.951253111333,1660.4040340634892,2300.8733147008634,5123.951253111333,2300.8733147008634,-16.033834,-1.5162288594704785,282.31552,10,-48071.543,1660.4040340634892,2300.8733147008643,0.0,0.0,nan,0.0,82,82,-1.5162288594704785,2192000
10,0.0,6073653.0,16372.398184782573,19026.16090758964,2110.30080401984,16372.398184782578,19026.16090758964,16372.398184782578,-17.318865,11794.581095684534,302.95123,10,-50107.742,2110.30080401984,16372.398184782573,0.0,0.0,nan,0.0,83,83,11794.581095684534,2216000
10,0.0,6482296.0,24146.761163738738,33362.84608795589,6551.756699634174,24146.761163738738,33362.84608795589,24146.761163738738,-17.87896,16224.088838641097,483.16586,10,-52922.867,6551.756699634174,24146.761163738738,0.0,0.0,nan,0.0,84,84,16224.088838641097,2240000
10,0.0,6720934.0,7052.855643995831,28412.636245092704,11198.250714620337,7052.855643995834,28412.636245092704,7052.855643995834,-18.057497,-122.71318848911513,446.85422,10,-55661.55,11198.250714620337,7052.855643995831,0.0,0.0,nan,0.0,85,85,-122.71318848911513,2264000
10,0.0,7226590.0,13386.285716007722,51843.03681398142,16328.212298491142,13386.285716007722,51843.03681398142,13386.285716007722,-18.490286,-113.37406389697678,393.24506,10,-59142.785,16328.212298491142,13386.285716007722,0.0,0.0,nan,0.0,86,86,-113.37406389697678,2288000
10,0.0,7240354.0,13098.87599070236,44244.4991418794,19969.361560695263,13098.875990702361,44244.4991418794,13098.875990702361,-17.882637,-107.16367679667168,510.85074,10,-63013.77,19969.361560695263,13098.87599070236,0.0,0.0,nan,0.0,87,87,-107.16367679667168,2312000
10,0.0,7622587.0,18042.44990727063,62242.61803296213,27671.041256660825,18042.449907270617,62242.61803296213,18042.449907270617,-16.424772,-75.43610583667596,597.41064,10,-65551.95,27671.041256660825,18042.44990727063,0.0,0.0,nan,0.0,88,88,-75.43610583667596,2336000
10,0.0,8192140.5,10402.842426424713,46536.187107236285,17930.46704621159,10402.842426424713,46536.187107236285,10402.842426424713,-16.01927,-50.339043661276385,489.15982,10,-66440.08,17930.46704621159,10402.842426424713,0.0,0.0,nan,0.0,89,89,-50.339043661276385,2360000
10,0.0,8935424.0,6350.87942084575,33812.02369775243,12455.051327861082,6350.879420845749,33812.02369775243,6350.879420845749,-16.160667,-55.928548555834396,399.51828,10,-68405.24,12455.051327861082,6350.87942084575,0.0,0.0,nan,0.0,90,90,-55.928548555834396,2384000
10,0.0,10710536.0,19613.08697962455,60838.966010354445,24485.69896023421,19613.08697962455,60838.966010354445,19613.08697962455,-16.810167,-5.746578533929923,345.65024,10,-72027.66,24485.69896023421,19613.08697962455,0.0,0.0,nan,0.0,91,91,-5.746578533929923,2408000
10,0.0,13491476.0,22887.76117157112,35489.33266445886,12645.765701755823,22887.761171571117,35489.33266445886,22887.761171571117,-18.437424,9.63894399340105,316.9427,10,-77987.11,12645.765701755823,22887.76117157112,0.0,0.0,nan,0.0,92,92,9.63894399340105,2432000
10,0.0,16511574.0,15237.99033356726,33194.19761457984,15302.144912639746,15237.990333567253,33194.19761457984,15237.990333567253,-19.881502,-16.777507341134225,260.7963,10,-85740.35,15302.144912639746,15237.99033356726,0.0,0.0,nan,0.0,93,93,-16.777507341134225,2456000
10,0.0,19437662.0,32958.686425288106,58090.21685027513,18229.986377233447,32958.686425288106,58090.21685027513,32958.686425288106,-20.732037,-10.265147188564134,250.66714,10,-93313.734,18229.986377233447,32958.686425288106,0.1,0.1,nan,0.0,94,94,-10.265147188564134,2480000
