MetaTrain/Average/PolicyLoss,MetaTest/plate-slide-back-v1/StdReturn,MetaTest/plate-slide-back-v1/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-back-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/plate-slide-back-v1/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/plate-slide-back-v1/AverageDiscountedReturn,MetaTrain/Average/AlphaLoss,MetaTest/plate-slide-back-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/plate-slide-back-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/plate-slide-back-v1/MinReturn,MetaTest/plate-slide-back-v1/Iteration,MetaTest/Average/Iteration,MetaTrain/Average/Alpha,MetaTrain/Average/QfLoss,TotalEnvSteps
-6742.101,366.90613625174194,0.0,151.46643,623.1196279605876,1310.9820449095334,15.91299034725718,10,1310.9820449095334,623.1196279605876,-7.3221397,623.1196279605875,0.0,0.0,366.90613625174194,10,623.1196279605875,0.0,15.91299034725718,10,10,nan,45033.39,464000
-6320.9106,481.5138203856649,0.0,147.71207,606.3061448770364,1842.8804423235997,-16.357008420096175,10,1842.8804423235997,606.3061448770364,-7.460222,606.3061448770366,0.0,0.0,481.5138203856649,10,606.3061448770366,0.0,-16.357008420096175,11,11,nan,46655.305,488000
-6059.3525,704.2953014986633,0.0,206.55019,2519.5720945647845,3194.2433864986774,1178.1229000200085,10,3194.2433864986774,2519.5720945647845,-6.9194727,2519.572094564784,0.0,0.0,704.2953014986633,10,2519.572094564784,0.0,1178.1229000200085,12,12,nan,60048.203,512000
-6614.671,6555.823226096109,0.0,327.07974,6005.057282188898,18164.60237169576,586.784125551404,10,18164.60237169576,6005.057282188898,-6.940491,6005.057282188897,0.0,0.0,6555.823226096109,10,6005.057282188897,0.0,586.784125551404,13,13,nan,69993.1,536000
-7545.396,1030.0470721019217,0.0,270.57126,1549.8791600286618,3407.9186537884198,-13.609141874667563,10,3407.9186537884198,1549.8791600286618,-8.251739,1549.8791600286618,0.0,0.0,1030.0470721019217,10,1549.8791600286618,0.0,-13.609141874667563,14,14,nan,97692.22,560000
-8052.674,530.4507201209968,0.0,318.75473,497.00589326331965,1626.19059516466,89.87034273884854,10,1626.19059516466,497.00589326331965,-8.636275,497.00589326331954,0.0,0.0,530.4507201209968,10,497.00589326331954,0.0,89.87034273884854,15,15,nan,116250.82,584000
-9451.126,679.8453162584651,0.0,198.46262,1929.1583559263352,3120.019386260542,517.4879836285912,10,3120.019386260542,1929.1583559263352,-9.933957,1929.158355926335,0.0,0.0,679.8453162584651,10,1929.158355926335,0.0,517.4879836285912,16,16,nan,146672.55,608000
-10496.982,402.61751338166965,0.0,364.3298,333.720058760115,1031.264182864449,-15.994217578015881,10,1031.264182864449,333.720058760115,-11.153854,333.7200587601151,0.0,0.0,402.61751338166965,10,333.7200587601151,0.0,-15.994217578015881,17,17,nan,179772.25,632000
-11202.637,23.280823095471064,0.0,327.6183,-2.82912622953046,35.54619466800283,-31.28602547395103,10,35.54619466800283,-2.82912622953046,-10.448725,-2.8291262295304698,0.0,0.0,23.280823095471064,10,-2.8291262295304698,0.0,-31.28602547395103,18,18,nan,203164.22,656000
-16211.017,0.595607238379795,0.0,437.21692,-66.26973967617897,-65.99891881317328,-68.05236203291021,10,-65.99891881317328,-66.26973967617897,-14.432509,-66.26973967617899,0.0,0.0,0.595607238379795,10,-66.26973967617899,0.0,-68.05236203291021,19,19,nan,550825.5,680000
-29219.38,0.03502795007042176,0.0,77.43835,-56.48462371642372,-56.38458050045619,-56.515305133504505,10,-56.38458050045619,-56.48462371642372,-17.853075,-56.48462371642371,0.0,0.0,0.03502795007042176,10,-56.48462371642371,0.0,-56.515305133504505,20,20,nan,1229272.5,704000
-19932.729,24.38886808085367,0.0,1666.5906,-88.08087715529332,-35.87862810563266,-133.95070442816382,10,-35.87862810563266,-88.08087715529332,-10.845344,-88.08087715529334,0.0,0.0,24.38886808085367,10,-88.08087715529334,0.0,-133.95070442816382,21,21,nan,833682.3,728000
5714.17,1214.6118330232202,0.0,2208.3315,1910.5946199238,4246.210741648269,467.482973606774,10,4246.210741648269,1910.5946199238,1.026662,1910.594619923801,0.0,0.0,1214.6118330232202,10,1910.594619923801,0.0,467.482973606774,22,22,nan,62059.723,752000
-5433.877,47.73761427032894,0.0,3569.781,-68.34627998022361,-19.082140426074766,-116.60214985572513,10,-19.082140426074766,-68.34627998022361,-4.0292764,-68.3462799802236,0.0,0.0,47.73761427032894,10,-68.3462799802236,0.0,-116.60214985572513,23,23,nan,226080.56,776000
-709.64575,0.7806561503562425,0.0,2665.756,-83.96724356782076,-81.66981632636006,-84.33168182959923,10,-81.66981632636006,-83.96724356782076,-1.0744052,-83.96724356782076,0.0,0.0,0.7806561503562425,10,-83.96724356782076,0.0,-84.33168182959923,24,24,nan,58761.055,800000
-11200.647,28.096464325211137,0.0,433.6658,-73.95143475288089,-21.26836100834813,-112.96263594537217,10,-21.26836100834813,-73.95143475288089,-6.326779,-73.9514347528809,0.0,0.0,28.096464325211137,10,-73.9514347528809,0.0,-112.96263594537217,25,25,nan,101293.27,824000
-11960.734,7.592165047171075,0.0,273.8432,-72.9064101102199,-50.13629928754478,-75.96079944637268,10,-50.13629928754478,-72.9064101102199,-6.7541327,-72.90641011021991,0.0,0.0,7.592165047171075,10,-72.90641011021991,0.0,-75.96079944637268,26,26,nan,91999.89,848000
-8695.324,0.5702074945021719,0.0,752.64874,-20.372297794207125,-19.837799489073458,-21.899148898417312,10,-19.837799489073458,-20.372297794207125,-7.4451323,-20.37229779420712,0.0,0.0,0.5702074945021719,10,-20.37229779420712,0.0,-21.899148898417312,27,27,nan,79755.21,872000
-3019.469,932.0296611538301,0.0,452.10062,615.0725330074202,2558.985412830454,-30.173908429203845,10,2558.985412830454,615.0725330074202,-5.6886873,615.0725330074206,0.0,0.0,932.0296611538301,10,615.0725330074206,0.0,-30.173908429203845,28,28,nan,50979.23,896000
-4464.7285,3059.6592863898713,0.0,173.2341,2110.014489826767,9449.860866341365,-16.07293336389067,10,9449.860866341365,2110.014489826767,-5.3339863,2110.014489826767,0.0,0.0,3059.6592863898713,10,2110.014489826767,0.0,-16.07293336389067,29,29,nan,66508.37,920000
-5159.257,795.0728887771584,0.0,153.90044,2160.515416723525,3128.4116852198053,736.7819395279266,10,3128.4116852198053,2160.515416723525,-4.5749946,2160.515416723525,0.0,0.0,795.0728887771584,10,2160.515416723525,0.0,736.7819395279266,30,30,nan,74384.05,944000
-5247.533,357.7570411711152,0.0,116.53364,746.8478449325787,1510.557373559928,372.95026522141654,10,1510.557373559928,746.8478449325787,-3.9147437,746.8478449325788,0.0,0.0,357.7570411711152,10,746.8478449325788,0.0,372.95026522141654,31,31,nan,83166.945,968000
-5135.378,16.275580702967293,0.0,108.84297,-22.17869613246595,26.641898165153005,-27.814152699411338,10,26.641898165153005,-22.17869613246595,-4.001876,-22.17869613246595,0.0,0.0,16.275580702967293,10,-22.17869613246595,0.0,-27.814152699411338,32,32,nan,92197.664,992000
-4966.233,434.4082651085811,0.0,110.41017,92.59786285078114,1395.315240657257,-66.52931196665621,10,1395.315240657257,92.59786285078114,-3.837099,92.59786285078106,0.0,0.0,434.4082651085811,10,92.59786285078106,0.0,-66.52931196665621,33,33,nan,97289.664,1016000
-4875.214,2226.686099250047,0.0,108.41546,2037.4824156036495,8219.045206695904,284.44119645782496,10,8219.045206695904,2037.4824156036495,-3.895798,2037.4824156036498,0.0,0.0,2226.686099250047,10,2037.4824156036498,0.0,284.44119645782496,34,34,nan,107527.01,1040000
-4891.328,947.2663364024388,0.0,117.2087,1986.270992918131,4592.071848748892,1026.7258187117563,10,4592.071848748892,1986.270992918131,-4.1880903,1986.270992918131,0.0,0.0,947.2663364024388,10,1986.270992918131,0.0,1026.7258187117563,35,35,nan,126569.2,1064000
-4990.267,1053.3098235840903,0.0,143.041,706.2622640642102,3657.7603140440333,-53.797327592201164,10,3657.7603140440333,706.2622640642102,-4.3960342,706.2622640642101,0.0,0.0,1053.3098235840903,10,706.2622640642101,0.0,-53.797327592201164,36,36,nan,142710.53,1088000
-5085.3247,7575.429157371684,0.0,155.29565,8547.099622466254,21926.36159551518,-10.986352321778895,10,21926.36159551518,8547.099622466254,-4.602637,8547.099622466252,0.0,0.0,7575.429157371684,10,8547.099622466252,0.0,-10.986352321778895,37,37,nan,164752.78,1112000
-5238.548,4633.678565078394,0.0,166.84984,6237.206449859035,14300.319437813481,129.96333219928607,10,14300.319437813481,6237.206449859035,-4.7889924,6237.206449859036,0.0,0.0,4633.678565078394,10,6237.206449859036,0.0,129.96333219928607,38,38,nan,196610.34,1136000
-5869.287,33294.85310310434,0.3,149.0831,18111.71697897423,108074.10855952842,-39.06128391239428,10,108074.10855952842,18111.71697897423,-5.051265,18111.71697897423,0.3,0.0,33294.85310310434,10,18111.71697897423,0.0,-39.06128391239428,39,39,nan,320187.3,1160000
-9155.3,23.160965309133946,0.5,345.1828,-18.94971873603296,27.841111036011956,-67.83063839477033,10,27.841111036011956,-18.94971873603296,-7.128505,-18.949718736032963,0.5,0.0,23.160965309133946,10,-18.949718736032963,0.0,-67.83063839477033,40,40,nan,1055077.9,1184000
-16372.589,25245.143623494037,0.5,240.284,8376.635255540652,84112.0055042732,-117.05000400148184,10,84112.0055042732,8376.635255540652,-10.859365,8376.63525554066,0.5,0.0,25245.143623494037,10,8376.63525554066,0.0,-117.05000400148184,41,41,nan,2413173.2,1208000
-25727.916,17.29960263889065,0.1,277.04587,-30.799607618010448,-20.18012863928234,-81.6828430403688,10,-20.18012863928234,-30.799607618010448,-13.878075,-30.79960761801046,0.1,0.0,17.29960263889065,10,-30.79960761801046,0.0,-81.6828430403688,42,42,nan,4543698.0,1232000
-44980.312,2.1423938691284246,0.0,288.59525,-19.83576465364955,-16.03117845137863,-24.887626817132222,10,-16.03117845137863,-19.83576465364955,-16.561188,-19.83576465364955,0.0,0.0,2.1423938691284246,10,-19.83576465364955,0.0,-24.887626817132222,43,43,nan,8310180.0,1256000
-52123.16,13.260737022712442,0.3,435.81277,-36.77544057574463,-18.980791457272666,-54.016286203173635,10,-18.980791457272666,-36.77544057574463,-17.057163,-36.77544057574464,0.3,0.0,13.260737022712442,10,-36.77544057574464,0.0,-54.016286203173635,44,44,nan,9832493.0,1280000
-44954.6,30.842886104445096,0.2,547.87885,-38.240061565427915,24.454787811202067,-77.22466264139999,10,24.454787811202067,-38.240061565427915,-17.698568,-38.24006156542792,0.2,0.0,30.842886104445096,10,-38.24006156542792,0.0,-77.22466264139999,45,45,nan,9195251.0,1304000
-49890.152,7712.561421922465,0.2,975.2507,3890.518116180717,23111.484378647037,-127.3816226629987,10,23111.484378647037,3890.518116180717,-16.825855,3890.518116180717,0.2,0.0,7712.561421922465,10,3890.518116180717,0.0,-127.3816226629987,46,46,nan,11386108.0,1328000
-74476.62,37.237602293072314,0.1,439.8158,-31.964055356669167,28.94115900752346,-88.48226161968783,10,28.94115900752346,-31.964055356669167,-17.902,-31.96405535666917,0.1,0.0,37.237602293072314,10,-31.96405535666917,0.0,-88.48226161968783,47,47,nan,16436944.0,1352000
-82420.31,6732.100842983551,0.3,702.25635,4075.3990605024774,17998.993936067774,-116.85312290523403,10,17998.993936067774,4075.3990605024774,-18.007269,4075.3990605024783,0.3,0.0,6732.100842983551,10,4075.3990605024783,0.0,-116.85312290523403,48,48,nan,18545574.0,1376000
-18350.297,18.198564893329337,0.3,13734.194,-41.79097176622722,-19.31567100937065,-72.93176313872036,10,-19.31567100937065,-41.79097176622722,-8.67546,-41.79097176622721,0.3,0.0,18.198564893329337,10,-41.79097176622721,0.0,-72.93176313872036,49,49,nan,9425486.0,1400000
-49123.434,7511.86100367925,0.2,3063.0586,3700.332508222737,20490.919123283216,-88.38592471789916,10,20490.919123283216,3700.332508222737,-13.849432,3700.3325082227384,0.2,0.0,7511.86100367925,10,3700.3325082227384,0.0,-88.38592471789916,50,50,nan,15090606.0,1424000
-35161.883,164.22903570795864,0.1,32752.969,143.81177548597833,426.15986171889506,-19.585200201166053,10,426.15986171889506,143.81177548597833,-17.417465,143.8117754859784,0.1,0.0,164.22903570795864,10,143.8117754859784,0.0,-19.585200201166053,51,51,nan,185712670.0,1448000
-60515.426,56594.764663698814,0.1,5382.84,30639.505507763603,180567.96294122486,-109.52640214758148,10,180567.96294122486,30639.505507763603,-18.288641,30639.50550776361,0.1,0.0,56594.764663698814,10,30639.50550776361,0.0,-109.52640214758148,52,52,nan,16243509.0,1472000
-70729.58,42469.3093090778,0.4,25795.29,19046.85538429329,143590.8523029074,-107.44989728094905,10,143590.8523029074,19046.85538429329,-19.050825,19046.855384293285,0.4,0.0,42469.3093090778,10,19046.855384293285,0.0,-107.44989728094905,53,53,nan,981934400.0,1496000
-90537.1,71991.43905674665,0.2,492.22693,43164.3523229439,200883.07056897326,-103.30638546635872,10,200883.07056897326,43164.3523229439,-18.147669,43164.352322943894,0.2,0.0,71991.43905674665,10,43164.352322943894,0.0,-103.30638546635872,54,54,nan,27265748.0,1520000
-90394.234,4015.578695765995,0.1,676.6007,1293.8812369852767,13340.396087960333,-81.60545280409431,10,13340.396087960333,1293.8812369852767,-18.278994,1293.8812369852774,0.1,0.0,4015.578695765995,10,1293.8812369852774,0.0,-81.60545280409431,55,55,nan,29769660.0,1544000
-108271.58,69555.7675074977,0.3,945.7711,61313.58776735528,178377.2064307169,-117.93098520373712,10,178377.2064307169,61313.58776735528,-19.00974,61313.58776735528,0.3,0.0,69555.7675074977,10,61313.58776735528,0.0,-117.93098520373712,56,56,nan,35354990.0,1568000
-101576.93,2887.971120687178,0.1,1315.8778,1665.823666915403,8603.232339546526,-81.6620076440915,10,8603.232339546526,1665.823666915403,-18.410646,1665.8236669154016,0.1,0.0,2887.971120687178,10,1665.8236669154016,0.0,-81.6620076440915,57,57,nan,36122450.0,1592000
-88122.49,28.36937163511607,0.1,13107.601,-34.244680049622424,-17.29683333939093,-117.31989219705582,10,-17.29683333939093,-34.244680049622424,-16.721865,-34.24468004962243,0.1,0.0,28.36937163511607,10,-34.24468004962243,0.0,-117.31989219705582,58,58,nan,166306750.0,1616000
111365.336,26.241316877447545,0.0,1582408.6,-41.22191639179949,-21.545786835669716,-105.90584601848997,10,-21.545786835669716,-41.22191639179949,-17.74611,-41.22191639179947,0.0,0.0,26.241316877447545,10,-41.22191639179947,0.0,-105.90584601848997,59,59,nan,354998720.0,1640000
-13122.633,23.40621089369934,0.2,871542.6,-40.49090937246479,-17.24183689521503,-103.98814093406668,10,-17.24183689521503,-40.49090937246479,-12.511563,-40.49090937246478,0.2,0.0,23.40621089369934,10,-40.49090937246478,0.0,-103.98814093406668,60,60,nan,18963240.0,1664000
6868.09,8.274679226255982,0.0,221512.23,-96.68817513458734,-78.68568935308588,-111.35038540401897,10,-78.68568935308588,-96.68817513458734,-16.925425,-96.68817513458738,0.0,0.0,8.274679226255982,10,-96.68817513458738,0.0,-111.35038540401897,61,61,nan,60770640.0,1688000
-28424.91,34149.96239785731,0.4,101854.14,17533.415417413307,105745.72317553924,-90.74627956978844,10,105745.72317553924,17533.415417413307,-14.637588,17533.415417413307,0.4,0.0,34149.96239785731,10,17533.415417413307,0.0,-90.74627956978844,62,62,nan,20925672.0,1712000
-81957.39,39121.39588346332,0.1,24100.725,20788.602678524425,126541.94595109284,-64.416278093083,10,126541.94595109284,20788.602678524425,-17.607548,20788.60267852441,0.1,0.0,39121.39588346332,10,20788.60267852441,0.0,-64.416278093083,63,63,nan,44981560.0,1736000
-102906.93,43728.441600667466,0.2,34497.965,21708.348032897564,117914.5037291192,-117.23195068294382,10,117914.5037291192,21708.348032897564,-18.502037,21708.34803289757,0.2,0.0,43728.441600667466,10,21708.34803289757,0.0,-117.23195068294382,64,64,nan,58874428.0,1760000
-85018.05,28745.867713211308,0.4,89787.33,27224.316727432084,68593.82873728337,-143.88895570137782,10,68593.82873728337,27224.316727432084,-18.63471,27224.31672743208,0.4,0.0,28745.867713211308,10,27224.31672743208,0.0,-143.88895570137782,65,65,nan,52771490.0,1784000
-119069.36,23908.348171927773,0.1,35646.707,11892.556283727095,60693.873794565145,-117.29567770131196,10,60693.873794565145,11892.556283727095,-19.230043,11892.556283727097,0.1,0.0,23908.348171927773,10,11892.556283727097,0.0,-117.29567770131196,66,66,nan,64386000.0,1808000
-137697.2,35058.034019411236,0.3,19656.44,23608.125920942814,100008.61025521187,-117.25944334985438,10,100008.61025521187,23608.125920942814,-19.614098,23608.12592094281,0.3,0.0,35058.034019411236,10,23608.12592094281,0.0,-117.25944334985438,67,67,nan,69869970.0,1832000
-156972.69,58778.61617209394,0.4,12101.855,57287.70528660759,136524.77569332437,-143.03025343061486,10,136524.77569332437,57287.70528660759,-19.525427,57287.70528660761,0.4,0.0,58778.61617209394,10,57287.70528660761,0.0,-143.03025343061486,68,68,nan,75943950.0,1856000
-151823.5,60116.588711928576,0.2,22938.71,36423.1799811173,196111.41672004433,-115.87636384879768,10,196111.41672004433,36423.1799811173,-20.133383,36423.17998111731,0.2,0.0,60116.588711928576,10,36423.17998111731,0.0,-115.87636384879768,69,69,nan,75636190.0,1880000
-168936.7,7639.127663439693,0.0,9897.756,3937.5691070278285,24206.0401362431,-80.19855854268411,10,24206.0401362431,3937.5691070278285,-20.673801,3937.5691070278276,0.0,0.0,7639.127663439693,10,3937.5691070278276,0.0,-80.19855854268411,70,70,nan,83006824.0,1904000
-178476.61,51793.18772149298,0.2,16064.83,32699.24170538525,133138.28335814126,-143.3720488206242,10,133138.28335814126,32699.24170538525,-21.14918,32699.241705385233,0.2,0.0,51793.18772149298,10,32699.241705385233,0.0,-143.3720488206242,71,71,nan,89594824.0,1928000
-191094.44,22607.843051137377,0.2,8623.569,14035.32758871239,68675.7336132265,-117.01924996083685,10,68675.7336132265,14035.32758871239,-21.461195,14035.32758871239,0.2,0.0,22607.843051137377,10,14035.32758871239,0.0,-117.01924996083685,72,72,nan,97984760.0,1952000
-197627.69,49306.38799484522,0.4,9842.28,39565.56792009043,122169.01416797459,-86.77351998983545,10,122169.01416797459,39565.56792009043,-22.306126,39565.56792009045,0.4,0.0,49306.38799484522,10,39565.56792009045,0.0,-86.77351998983545,73,73,nan,104808776.0,1976000
-208805.92,44409.14174456371,0.3,30469.469,25135.592095555512,146261.395077234,-117.48630162294897,10,146261.395077234,25135.592095555512,-21.990019,25135.592095555527,0.3,0.0,44409.14174456371,10,25135.592095555527,0.0,-117.48630162294897,74,74,nan,111730984.0,2000000
-186034.97,25080.478099725377,0.1,157514.78,16802.908336423145,64699.34976525796,-98.3023227804503,10,64699.34976525796,16802.908336423145,-22.483856,16802.908336423156,0.1,0.0,25080.478099725377,10,16802.908336423156,0.0,-98.3023227804503,75,75,nan,110680000.0,2024000
-183909.28,785.7804838900255,0.1,62038.055,710.2533678844391,2338.832681820367,-41.741106936719646,10,2338.832681820367,710.2533678844391,-22.08568,710.2533678844391,0.1,0.0,785.7804838900255,10,710.2533678844391,0.0,-41.741106936719646,76,76,nan,89303350.0,2048000
-195237.88,49973.353837993905,0.2,212413.12,24563.768148780735,164312.00319024987,-81.85599338882962,10,164312.00319024987,24563.768148780735,-22.124699,24563.768148780735,0.2,0.0,49973.353837993905,10,24563.768148780735,0.0,-81.85599338882962,77,77,nan,100186930.0,2072000
-195186.47,46931.77122713619,0.4,110539.04,30946.381744519527,153121.2306332748,-114.05674081046268,10,153121.2306332748,30946.381744519527,-22.889301,30946.381744519505,0.4,0.0,46931.77122713619,10,30946.381744519505,0.0,-114.05674081046268,78,78,nan,99102584.0,2096000
-216285.89,25060.736821985094,0.6,95474.64,26848.10388492,68372.74797035678,-36.40020136158166,10,68372.74797035678,26848.10388492,-23.500128,26848.103884919994,0.6,0.0,25060.736821985094,10,26848.103884919994,0.0,-36.40020136158166,79,79,nan,115467384.0,2120000
-227220.05,33570.89515838095,0.1,5370.655,31044.150480828306,103686.67677721613,-39.56887924732946,10,103686.67677721613,31044.150480828306,-23.572084,31044.150480828317,0.1,0.0,33570.89515838095,10,31044.150480828317,0.0,-39.56887924732946,80,80,nan,110064270.0,2144000
-234427.75,45595.85032173614,0.9,4125.0137,36808.76066858921,152281.30093044767,-31.64361562612983,10,152281.30093044767,36808.76066858921,-23.945606,36808.760668589195,0.9,0.0,45595.85032173614,10,36808.760668589195,0.0,-31.64361562612983,81,81,nan,111799980.0,2168000
-245323.52,31655.193305442044,0.6,5077.334,47380.51358909765,112802.28031771329,13604.962300371079,10,112802.28031771329,47380.51358909765,-24.372711,47380.51358909767,0.6,0.0,31655.193305442044,10,47380.51358909767,0.0,13604.962300371079,82,82,nan,109336456.0,2192000
-248638.95,35714.45239371139,0.6,96899.36,63680.7484476935,127822.99170555978,-28.081451329080906,10,127822.99170555978,63680.7484476935,-24.761879,63680.74844769351,0.6,0.0,35714.45239371139,10,63680.74844769351,0.0,-28.081451329080906,83,83,nan,109294584.0,2216000
-253068.1,75034.20338496198,0.4,5075.6626,53173.016949207595,237060.67301885397,-87.44357310770467,10,237060.67301885397,53173.016949207595,-25.120419,53173.01694920758,0.4,0.0,75034.20338496198,10,53173.01694920758,0.0,-87.44357310770467,84,84,nan,107792260.0,2240000
-258864.72,55209.54413956034,0.6,3471.7893,147765.67921361505,228980.71832498358,69159.66018425032,10,228980.71832498358,147765.67921361505,-24.727451,147765.67921361505,0.6,0.0,55209.54413956034,10,147765.67921361505,0.0,69159.66018425032,85,85,nan,115295570.0,2264000
-271773.28,14193.110090571598,0.0,2744.633,24120.558754842306,53262.78341909219,7473.355302434556,10,53262.78341909219,24120.558754842306,-24.162983,24120.558754842306,0.0,0.0,14193.110090571598,10,24120.558754842306,0.0,7473.355302434556,86,86,nan,122489230.0,2288000
-275902.16,91426.92592955621,0.3,2791.63,64878.700841578284,289256.00192285853,-35.33591857912668,10,289256.00192285853,64878.700841578284,-24.353582,64878.70084157833,0.3,0.0,91426.92592955621,10,64878.70084157833,0.0,-35.33591857912668,87,87,nan,134779360.0,2312000
-290683.1,31180.191423722223,0.2,2118.6804,30886.516186999324,86116.12287684562,-29.195381123807472,10,86116.12287684562,30886.516186999324,-24.68198,30886.51618699932,0.2,0.0,31180.191423722223,10,30886.51618699932,0.0,-29.195381123807472,88,88,nan,142043580.0,2336000
-296238.4,102548.90948418417,0.6,1822.984,82995.18855327406,316727.91712081153,-52.67050323978979,10,316727.91712081153,82995.18855327406,-24.999079,82995.18855327409,0.6,0.0,102548.90948418417,10,82995.18855327409,0.0,-52.67050323978979,89,89,nan,145578020.0,2360000
-301346.44,42316.67896740408,0.8,1574.1436,90275.54237911433,169498.67922743788,1219.7527373432868,10,169498.67922743788,90275.54237911433,-24.984072,90275.54237911428,0.8,0.0,42316.67896740408,10,90275.54237911428,0.0,1219.7527373432868,90,90,nan,143766540.0,2384000
-307239.53,46358.543560087404,0.2,6712.6265,43188.02385676808,145009.64563544083,342.61398183055826,10,145009.64563544083,43188.02385676808,-24.76207,43188.02385676808,0.2,0.0,46358.543560087404,10,43188.02385676808,0.0,342.61398183055826,91,91,nan,146213470.0,2408000
-310001.16,36783.8390031325,0.7,1536.3094,72740.86796740624,133543.4550903598,2987.9344325603442,10,133543.4550903598,72740.86796740624,-24.80327,72740.86796740629,0.7,0.0,36783.8390031325,10,72740.86796740629,0.0,2987.9344325603442,92,92,nan,150533180.0,2432000
-310110.2,39418.95655863036,0.3,1845.1935,52967.78712668332,109511.36543817323,114.76674253992186,10,109511.36543817323,52967.78712668332,-24.70812,52967.787126683324,0.3,0.0,39418.95655863036,10,52967.787126683324,0.0,114.76674253992186,93,93,nan,153597380.0,2456000
-309006.5,32892.238028172105,0.1,24158.89,20643.01607789097,92308.7581607068,-137.4430925160512,10,92308.7581607068,20643.01607789097,-25.052874,20643.01607789097,0.1,0.0,32892.238028172105,10,20643.01607789097,0.0,-137.4430925160512,94,94,nan,159580220.0,2480000
