MetaTest/push-v1/Iteration,GaussianMLPPolicy/LossBefore,MetaTest/Average/SuccessRate,Average/Iteration,push-v1/StdReturn,push-v1/MinReturn,Average/AverageReturn,push-v1/AverageReturn,Average/MinReturn,MetaTest/push-v1/TerminationRate,push-v1/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/StdReturn,GaussianMLPPolicy/LossAfter,push-v1/SuccessRate,Average/MaxReturn,GaussianMLPPolicy/Entropy,push-v1/MaxReturn,MetaTest/Average/Iteration,GaussianMLPPolicy/KLBefore,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/push-v1/NumEpisodes,MetaTest/push-v1/AverageReturn,Average/TerminationRate,MetaTest/push-v1/SuccessRate,push-v1/TerminationRate,MetaTest/Average/NumEpisodes,GaussianMLPPolicy/KLAfter,push-v1/Iteration,MetaTest/Average/StdReturn,Iteration,TotalEnvSteps,push-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,MetaTest/push-v1/MaxReturn,MetaTest/Average/AverageReturn,Average/StdReturn,MetaTest/push-v1/AverageDiscountedReturn,Average/NumEpisodes,GaussianMLPPolicy/dLoss,MetaTest/push-v1/MinReturn,Average/SuccessRate
0,0.001035093329846859,0.0,0,11.317649757480204,-101.02296961914739,-73.6171767562069,-73.6171767562069,-101.02296961914739,0.0,200,-92.35264971978343,-62.90194945349857,12.609292717344559,0.00032197515247389674,0.0,-42.54025373717934,5.698663234710693,-42.54025373717934,0,0.0,-37.55261791271511,0.0,50,-62.90194945349857,0.0,0.0,0.0,50,0.006414167582988739,0,12.609292717344559,0,80000,-25.538804182484913,-25.538804182484913,-37.55261791271511,-62.90194945349857,11.317649757480204,-62.90194945349857,200,0.0007131181773729622,-92.35264971978343,0.0
,0.0007727994816377759,,1,22.89351119998859,-101.35547086471607,-62.581060167590934,-62.581060167590934,-101.35547086471607,,200,,,,-7.627239392604679e-05,0.0,180.7669399866774,5.713469505310059,180.7669399866774,,0.0,,,,,0.0,,0.0,,0.006652755197137594,1,,1,160000,-21.430736218775127,-21.430736218775127,,,22.89351119998859,,200,0.0008490718755638227,,0.0
,0.0011552098440006375,,2,63.9829435570861,-85.01738130781789,-45.69876169028206,-45.69876169028206,-85.01738130781789,,200,,,,0.0002412159665254876,0.0,748.1451339282663,5.7397379875183105,748.1451339282663,,0.0,,,,,0.0,,0.0,,0.009794025681912899,2,,2,240000,-15.89511443541467,-15.89511443541467,,,63.9829435570861,,200,0.0009139938774751499,,0.0
,-0.0010991519084200263,,3,137.70404600330974,-79.90369111843542,-8.930311383975896,-8.930311383975896,-79.90369111843542,,200,,,,-0.0018200238700956106,0.0,1284.5909267592137,5.716352462768555,1284.5909267592137,,0.0,,,,,0.0,,0.0,,0.00643099844455719,3,,3,320000,-2.2970249413673343,-2.2970249413673343,,,137.70404600330974,,200,0.0007208719616755843,,0.0
,0.0015326105058193207,,4,217.99980857579595,-65.05304951191343,11.437683318727588,11.437683318727588,-65.05304951191343,,200,,,,0.0007018647156655788,0.0,2294.7601617286473,5.756072521209717,2294.7601617286473,,0.0,,,,,0.0,,0.0,,0.009941362775862217,4,,4,400000,2.073052268360424,2.073052268360424,,,217.99980857579595,,200,0.0008307457901537418,,0.0
,0.00020306024816818535,,5,928.9601836154267,-47.842171920886464,229.4593193161919,229.4593193161919,-47.842171920886464,,200,,,,-0.0006080454913899302,0.0,7746.29665523305,5.760978698730469,7746.29665523305,,0.0,,,,,0.0,,0.0,,0.007205723784863949,5,,5,480000,69.36167479677249,69.36167479677249,,,928.9601836154267,,200,0.0008111057395581156,,0.0
,0.00023949946626089513,,6,926.9522261277505,-41.81618494742178,284.4872097928685,284.4872097928685,-41.81618494742178,,200,,,,0.00011854925833176821,0.0,9355.218211394054,5.793755531311035,9355.218211394054,,0.0,,,,,0.0,,0.0,,0.007627831306308508,6,,6,560000,109.56108751571135,109.56108751571135,,,926.9522261277505,,200,0.00012095020792912692,,0.0
,-1.626318226044532e-05,,7,894.751180570013,-36.08441851546509,388.6364859287319,388.6364859287319,-36.08441851546509,,200,,,,-7.748798816464841e-05,0.005,5115.299019889361,5.788215160369873,5115.299019889361,,0.0,,,,,0.0,,0.0,,0.009384865872561932,7,,7,640000,119.01912635802373,119.01912635802373,,,894.751180570013,,200,6.12248059042031e-05,,0.005
,1.707011688267812e-05,,8,2484.213362003111,-26.538936125461248,1274.8720439035249,1274.8720439035249,-26.538936125461248,,200,,,,-2.0713576304842718e-05,0.01,19093.74189592902,5.7948994636535645,19093.74189592902,,0.0,,,,,0.0,,0.0,,0.006669830530881882,8,,8,720000,368.3459600053707,368.3459600053707,,,2484.213362003111,,200,3.778369318752084e-05,,0.01
,8.63147943164222e-06,,9,6357.405234965058,-26.102513404230415,2773.9923274020794,2773.9923274020794,-26.102513404230415,,200,,,,5.51187395103625e-06,0.015,55719.75679797455,5.804478645324707,55719.75679797455,,0.0,,,,,0.0,,0.0,,0.001725476235151291,9,,9,800000,780.7125267771635,780.7125267771635,,,6357.405234965058,,200,3.119605480605969e-06,,0.015
