MetaTest/Average/SuccessRate,MetaTrain/Average/PolicyLoss,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/window-open-v1/Iteration,TotalEnvSteps,MetaTest/window-open-v1/AverageDiscountedReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/MinReturn,MetaTest/window-open-v1/SuccessRate,MetaTest/window-open-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/Average/StdReturn,MetaTest/window-open-v1/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/window-open-v1/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/window-open-v1/MaxReturn,MetaTrain/Average/QfLoss,MetaTest/window-open-v1/TerminationRate,MetaTest/window-open-v1/StdReturn
0.0,-12321.413,742.2073913540855,10,0.0,10,232000,742.2073913540852,-21.161064,-92.84479557803286,0.0,-92.84479557803286,200.85976,742.2073913540852,3.221312,1387.5432311762452,742.2073913540855,10,10,3514.628490898243,3514.628490898243,252100.42,0.0,1387.5432311762452
0.0,-27569.22,-70.21536929141747,11,0.0,11,244000,-70.21536929141746,-30.614363,-109.63624751574027,0.0,-109.63624751574027,9706.584,-70.21536929141746,4.372136,23.57473346276425,-70.21536929141747,10,10,-18.409135367519198,-18.409135367519198,1085680.6,0.0,23.57473346276425
0.0,-42129.312,54.73386635088932,12,0.0,12,256000,54.73386635088942,-53.53375,-105.06893073870566,0.0,-105.06893073870566,791.1821,54.73386635088942,6.3414316,406.5440941797577,54.73386635088932,10,10,1273.0188495765035,1273.0188495765035,825854.3,0.0,406.5440941797577
0.0,-9027.258,194.61758023348688,13,0.0,13,268000,194.617580233487,11.7818575,-83.22969873549621,0.0,-83.22969873549621,31705.92,194.617580233487,7.103849,760.1677247523735,194.61758023348688,10,10,2474.4552904559096,2474.4552904559096,1022629.9,0.0,760.1677247523735
0.0,-13230.737,168.6635322085568,14,0.0,14,280000,168.66353220855675,-5.0830545,-69.79275226558262,0.0,-69.79275226558262,3182.343,168.66353220855675,7.135126,599.0376232328238,168.6635322085568,10,10,1965.1710405524052,1965.1710405524052,374052.12,0.0,599.0376232328238
0.0,-4847.0913,221.4177616531931,15,0.0,15,292000,221.4177616531931,16.431032,-52.26496743757558,0.0,-52.26496743757558,3926.9192,221.4177616531931,6.379018,767.3615507164723,221.4177616531931,10,10,2523.1977610301487,2523.1977610301487,261308.58,0.0,767.3615507164723
0.0,-1419.0956,-64.92880651444268,16,0.0,16,304000,-64.9288065144427,20.442808,-97.78979993895044,0.0,-97.78979993895044,16025.523,-64.9288065144427,4.82183,16.302417520873895,-64.92880651444268,10,10,-43.60805423666149,-43.60805423666149,314219.03,0.0,16.302417520873895
0.0,-1650.0522,-67.62549575058316,17,0.0,17,316000,-67.62549575058316,14.577029,-93.88658451733617,0.0,-93.88658451733617,9076.566,-67.62549575058316,3.6322465,20.49038931106425,-67.62549575058316,10,10,-33.14898624953522,-33.14898624953522,408355.97,0.0,20.49038931106425
0.0,-8578.218,-68.23584762341139,18,0.0,18,328000,-68.23584762341137,-5.505023,-115.31699818840303,0.0,-115.31699818840303,6843.74,-68.23584762341137,3.2974536,30.084344471662288,-68.23584762341139,10,10,-33.55718897763463,-33.55718897763463,425748.38,0.0,30.084344471662288
0.0,-21656.273,308.8481179092513,19,0.0,19,340000,308.848117909251,-16.686285,-78.70638797618247,0.0,-78.70638797618247,6720.716,308.848117909251,4.382533,716.5073883046672,308.8481179092513,10,10,1964.984588790701,1964.984588790701,748749.7,0.0,716.5073883046672
0.0,-11876.96,410.3642333507581,20,0.0,20,352000,410.3642333507581,0.6922073,-94.98385877212546,0.0,-94.98385877212546,16598.168,410.3642333507581,5.1148834,972.0738573809541,410.3642333507581,10,10,3072.975968504057,3072.975968504057,639962.9,0.0,972.0738573809541
0.0,-14921.156,-51.762739279650624,21,0.0,21,364000,-51.762739279650646,0.62385815,-110.3808800165675,0.0,-110.3808800165675,10462.364,-51.762739279650646,4.8564816,35.86278705856867,-51.762739279650624,10,10,-11.851646494594927,-11.851646494594927,658494.06,0.0,35.86278705856867
0.0,-7153.732,4.771892051028272,22,0.0,22,376000,4.771892051028317,15.682724,-88.6816064713328,0.0,-88.6816064713328,80428.23,4.771892051028317,4.1309414,173.02226709112475,4.771892051028272,10,10,519.2232659701777,519.2232659701777,12560913.0,0.0,173.02226709112475
0.0,-10873.038,-79.47590274482772,23,0.0,23,388000,-79.47590274482774,5.378093,-131.46348249900075,0.0,-131.46348249900075,52599.29,-79.47590274482774,3.378575,29.68177538938711,-79.47590274482772,10,10,-21.50655356213349,-21.50655356213349,782080.6,0.0,29.68177538938711
0.0,-14320.101,-47.681101428284464,24,0.0,24,400000,-47.68110142828446,-3.559254,-107.81989880664403,0.0,-107.81989880664403,37171.344,-47.68110142828446,3.445334,29.963062263014802,-47.681101428284464,10,10,-17.258817680139632,-17.258817680139632,1057240.4,0.0,29.963062263014802
0.1,-18727.514,-8.698813295181344,25,0.0,25,412000,-8.698813295181358,-3.4528604,-102.88507682580997,0.1,-102.88507682580997,24545.32,-8.698813295181358,3.9757059,158.2697082658972,-8.698813295181344,10,10,457.4573018541883,457.4573018541883,1330119.8,0.0,158.2697082658972
0.0,-20243.695,955.3094497585682,26,0.0,26,424000,955.3094497585686,-5.1587105,-90.6631312113736,0.0,-90.6631312113736,12833.852,955.3094497585686,4.2960744,1800.0142476392832,955.3094497585682,10,10,5588.850146799733,5588.850146799733,1623680.6,0.0,1800.0142476392832
0.0,-24291.588,-49.60381557333305,27,0.0,27,436000,-49.60381557333306,-9.162544,-91.05114227554074,0.0,-91.05114227554074,11881.878,-49.60381557333306,5.3551936,19.088900311058726,-49.60381557333305,10,10,-30.11504578857942,-30.11504578857942,1362449.4,0.0,19.088900311058726
0.0,-14936.705,-65.09062267308158,28,0.0,28,448000,-65.09062267308158,8.105511,-122.29898276156747,0.0,-122.29898276156747,38615.914,-65.09062267308158,5.452327,30.326347775960595,-65.09062267308158,10,10,-31.11620000731771,-31.11620000731771,2797382.2,0.0,30.326347775960595
0.1,-33397.188,1484.2133863692943,29,0.0,29,460000,1484.2133863692943,-12.897848,-68.34091953499454,0.1,-68.34091953499454,12808.404,1484.2133863692943,5.9472027,3987.197049954793,1484.2133863692943,10,10,13330.495170298096,13330.495170298096,1920475.4,0.0,3987.197049954793
0.0,-29919.797,-70.11762259918258,30,0.0,30,472000,-70.1176225991826,3.041748,-109.62310249046108,0.0,-109.62310249046108,27709.656,-70.1176225991826,6.908631,14.022917174814378,-70.11762259918258,10,10,-57.63075544132179,-57.63075544132179,6297983.5,0.0,14.022917174814378
0.1,-38258.684,32.243029882629415,31,0.0,31,484000,32.24302988262942,-5.021684,-59.52301741424664,0.1,-59.52301741424664,70892.17,32.24302988262942,6.6635356,217.4003871345387,32.243029882629415,10,10,683.4917514615779,683.4917514615779,11037312.0,0.0,217.4003871345387
0.1,-65969.44,2018.5782825305243,32,0.0,32,496000,2018.5782825305262,-36.493828,-85.44938666513244,0.1,-85.44938666513244,40289.8,2018.5782825305262,8.878694,5952.484736897548,2018.5782825305243,10,10,19864.86866003239,19864.86866003239,4261268.5,0.0,5952.484736897548
0.0,-47916.695,43.8280410936414,33,0.0,33,508000,43.8280410936414,-17.104101,-85.04858895835959,0.0,-85.04858895835959,28196.783,43.8280410936414,11.393471,277.89476904505966,43.8280410936414,10,10,875.6455196614681,875.6455196614681,3748303.0,0.0,277.89476904505966
0.0,-31619.1,3676.2190030496517,34,0.0,34,520000,3676.219003049656,15.932339,-78.35777263797671,0.0,-78.35777263797671,58151.777,3676.219003049656,11.442024,11219.935199099684,3676.2190030496517,10,10,37335.9821741705,37335.9821741705,2703161.2,0.0,11219.935199099684
0.0,-8379.238,-85.78672912211916,35,0.0,35,532000,-85.78672912211916,33.193516,-96.81584267162096,0.0,-96.81584267162096,127241.195,-85.78672912211916,8.711471,5.955406118417374,-85.78672912211916,10,10,-77.60151457472446,-77.60151457472446,12102392.0,0.0,5.955406118417374
0.0,-4831.3276,-97.24468797103914,36,0.0,36,544000,-97.24468797103913,22.13074,-106.74039526966916,0.0,-106.74039526966916,62118.47,-97.24468797103913,6.632929,8.919789846254321,-97.24468797103914,10,10,-81.34678463842094,-81.34678463842094,1172750.1,0.0,8.919789846254321
0.0,-5896.247,-84.33850501615858,37,0.0,37,556000,-84.33850501615859,10.527064,-114.93380844549647,0.0,-114.93380844549647,43115.83,-84.33850501615859,5.4285135,17.58502227891982,-84.33850501615858,10,10,-60.38038540661634,-60.38038540661634,1955707.2,0.0,17.58502227891982
0.0,-5851.8843,-91.80725726262597,38,0.0,38,568000,-91.80725726262597,4.043123,-108.16421242317381,0.0,-108.16421242317381,207911.31,-91.80725726262597,4.613451,7.920498633308934,-91.80725726262597,10,10,-78.27178330906854,-78.27178330906854,4228628.0,0.0,7.920498633308934
0.0,-3948.1616,-82.93974923827716,39,0.0,39,580000,-82.93974923827716,-1.8962387,-94.4574576161372,0.0,-94.4574576161372,40174.473,-82.93974923827716,4.6681347,7.220370054096288,-82.93974923827716,10,10,-68.48342667378418,-68.48342667378418,873340.7,0.0,7.220370054096288
0.1,-7778.341,5106.90451876854,40,0.0,40,592000,5106.904518768538,10.110321,-71.8359270095904,0.1,-71.8359270095904,40831.82,5106.904518768538,3.9067678,14689.243202173593,5106.90451876854,10,10,49147.59713291054,49147.59713291054,6947207.0,0.0,14689.243202173593
0.0,-24051.81,-60.54280458854178,41,0.0,41,604000,-60.54280458854178,-4.0737967,-87.95209097540112,0.0,-87.95209097540112,27406.686,-60.54280458854178,3.5328276,37.807726283664756,-60.54280458854178,10,10,42.9716380871207,42.9716380871207,3330738.2,0.0,37.807726283664756
0.0,-29372.91,-35.368706081219564,42,0.0,42,616000,-35.368706081219564,-3.7688777,-78.7525910600671,0.0,-78.7525910600671,99334.47,-35.368706081219564,3.9612033,17.37854975879761,-35.368706081219564,10,10,-12.325008972336601,-12.325008972336601,4749843.5,0.0,17.37854975879761
0.3,-40091.438,13281.337381167983,43,0.0,43,628000,13281.337381167987,-4.0508237,-30.744475854848137,0.3,-30.744475854848137,247984.47,13281.337381167987,4.4560976,27354.469029275904,13281.337381167983,10,10,83507.21800190146,83507.21800190146,6917176.0,0.0,27354.469029275904
0.0,-54204.97,571.2055755223281,44,0.0,44,640000,571.205575522328,-8.928326,-39.566537529643504,0.0,-39.566537529643504,184589.77,571.205575522328,5.347277,1107.8020906468496,571.2055755223281,10,10,3225.4100250118527,3225.4100250118527,7612892.0,0.0,1107.8020906468496
0.3,-62258.438,9235.169232842205,45,0.0,45,652000,9235.169232842209,-15.16024,-72.7738461698548,0.3,-72.7738461698548,13824.786,9235.169232842209,6.8841906,27047.0860541909,9235.169232842205,10,10,90354.64120600339,90354.64120600339,8897572.0,0.0,27047.0860541909
0.0,-9783.495,44.34828690168182,46,0.0,46,664000,44.34828690168187,31.12465,-33.26790763093976,0.0,-33.26790763093976,264102.7,44.34828690168187,7.072033,204.7422767618427,44.34828690168182,10,10,658.3536434405155,658.3536434405155,9977350.0,0.0,204.7422767618427
0.0,-2236.8098,-96.49431665411836,47,0.0,47,676000,-96.49431665411836,19.25527,-107.04075269166434,0.0,-107.04075269166434,60146.29,-96.49431665411836,5.3858523,8.653953787973466,-96.49431665411836,10,10,-81.4456702217204,-81.4456702217204,1580523.6,0.0,8.653953787973466
0.0,-7299.197,-50.230985918999735,48,0.0,48,688000,-50.23098591899973,10.801693,-85.15258114093442,0.0,-85.15258114093442,143541.44,-50.23098591899973,4.5470243,20.742527436031168,-50.230985918999735,10,10,-21.741715730601005,-21.741715730601005,5687530.5,0.0,20.742527436031168
0.0,-26074.443,93.34714490783091,49,0.0,49,700000,93.34714490783091,-1.8736527,-96.50550733866852,0.0,-96.50550733866852,101729.54,93.34714490783091,4.2908983,419.9063810903802,93.34714490783091,10,10,1350.4283202453707,1350.4283202453707,6089343.5,0.0,419.9063810903802
0.0,-69796.05,3693.8483893802195,50,0.0,50,712000,3693.848389380221,-13.892344,-69.65290507792636,0.0,-69.65290507792636,68822.0,3693.848389380221,5.1985054,7056.21036677875,3693.8483893802195,10,10,22821.299339973182,22821.299339973182,13118047.0,0.0,7056.21036677875
0.2,-49336.39,13144.684575588279,51,0.0,51,724000,13144.684575588282,-8.90143,-99.68152281123905,0.2,-99.68152281123905,68980.734,13144.684575588282,6.5380125,32064.492990666888,13144.684575588279,10,10,108596.57022201428,108596.57022201428,12583676.0,0.0,32064.492990666888
0.0,-49454.094,4333.99560387597,52,0.0,52,736000,4333.995603875974,-10.876297,-91.69896549908024,0.0,-91.69896549908024,97077.414,4333.995603875974,7.8463025,13192.631919181093,4333.99560387597,10,10,43911.85444579634,43911.85444579634,11335635.0,0.0,13192.631919181093
0.4,-53879.414,17321.85779823825,53,0.0,53,748000,17321.857798238256,-13.804009,-75.80305564090854,0.4,-75.80305564090854,14331.039,17321.857798238256,9.376106,35267.77271063098,17321.85779823825,10,10,100408.37935044289,100408.37935044289,10635600.0,0.0,35267.77271063098
0.3,-62540.88,14296.378695940342,54,0.0,54,760000,14296.378695940342,-19.467915,-76.25338534120407,0.3,-76.25338534120407,12449.674,14296.378695940342,12.125861,31349.969729163164,14296.378695940342,10,10,100634.11954942932,100634.11954942932,12913964.0,0.0,31349.969729163164
0.1,-85247.69,2070.500817377714,55,0.0,55,772000,2070.5008173777155,-25.285122,-52.068690965293506,0.1,-52.068690965293506,6001.1655,2070.5008173777155,15.877996,3066.574254353869,2070.500817377714,10,10,7693.859391930967,7693.859391930967,17846552.0,0.0,3066.574254353869
0.1,-104645.78,5976.652692972952,56,0.0,56,784000,5976.652692972949,-25.932137,-91.39811312221936,0.1,-91.39811312221936,2908.7637,5976.652692972949,20.190754,18078.27285116319,5976.652692972952,10,10,60211.435504400695,60211.435504400695,21576170.0,0.0,18078.27285116319
0.3,-103616.234,166.4437988294606,57,0.0,57,796000,166.4437988294605,-19.978899,-85.23350713469891,0.3,-85.23350713469891,5528.5503,166.4437988294605,24.625137,621.3147746599722,166.4437988294606,10,10,2029.7517266979467,2029.7517266979467,22625862.0,0.0,621.3147746599722
0.3,-114272.96,12180.00534993589,58,0.0,58,808000,12180.005349935902,-15.735739,-58.54217752479944,0.3,-58.54217752479944,3621.758,12180.005349935902,29.556438,24715.9857556797,12180.00534993589,10,10,69474.28018191153,69474.28018191153,26829964.0,0.0,24715.9857556797
0.1,-115776.43,-31.60717488297005,59,0.0,59,820000,-31.607174882970043,-4.63562,-43.07042112805069,0.1,-43.07042112805069,5782.5566,-31.607174882970043,32.568626,8.897113800435928,-31.60717488297005,10,10,-13.96778178018612,-13.96778178018612,28584512.0,0.0,8.897113800435928
0.4,-119555.984,25174.282828279367,60,0.0,60,832000,25174.28282827937,-6.896969,-83.53238242795557,0.4,-83.53238242795557,11220.198,25174.28282827937,34.571804,53698.050379466964,25174.282828279367,10,10,167592.20627770465,167592.20627770465,33341800.0,0.0,53698.050379466964
0.3,-71448.55,14494.438477795731,61,0.0,61,844000,14494.438477795731,46.55843,-41.91664076492614,0.3,-41.91664076492614,44946.293,14494.438477795731,31.299482,25371.720032941048,14494.438477795731,10,10,78698.3102528583,78698.3102528583,35911560.0,0.0,25371.720032941048
0.5,-98556.53,9613.68661207286,62,0.0,62,856000,9613.68661207287,4.631046,-41.628649336296874,0.5,-41.628649336296874,23868.912,9613.68661207287,27.537292,23160.852440971335,9613.68661207286,10,10,76857.43785376783,76857.43785376783,35325710.0,0.0,23160.852440971335
0.2,-114962.85,32358.784973121226,63,0.0,63,868000,32358.78497312125,-11.7815895,-60.86528936073801,0.2,-60.86528936073801,26422.328,32358.78497312125,28.685951,55547.39950040319,32358.784973121226,10,10,172461.3429864961,172461.3429864961,40565136.0,0.0,55547.39950040319
0.4,-125096.17,37974.7822732557,64,0.0,64,880000,37974.782273255696,-9.485649,-52.23798553233671,0.4,-52.23798553233671,23572.977,37974.782273255696,32.545094,45044.590941624556,37974.7822732557,10,10,143918.156675497,143918.156675497,41806376.0,0.0,45044.590941624556
0.4,-117705.695,36306.40835994835,65,0.0,65,892000,36306.40835994835,7.7023697,-49.46396696149187,0.4,-49.46396696149187,597132.06,36306.40835994835,33.176304,59414.469987214376,36306.40835994835,10,10,160635.7750680683,160635.7750680683,42293710.0,0.0,59414.469987214376
0.2,-115987.12,11905.164647802805,66,0.0,66,904000,11905.164647802803,-0.17746443,-76.84537709488897,0.2,-76.84537709488897,157434.66,11905.164647802803,31.237791,34396.38821749938,11905.164647802805,10,10,115046.05339019789,115046.05339019789,38497860.0,0.0,34396.38821749938
0.4,-120387.375,20282.807075656943,67,0.0,67,916000,20282.807075656943,-0.82616246,-83.04943868501076,0.4,-83.04943868501076,32760.723,20282.807075656943,31.55807,37371.31095056794,20282.807075656943,10,10,121432.51590069865,121432.51590069865,38053010.0,0.0,37371.31095056794
0.5,-119743.07,33977.403925024526,68,0.0,68,928000,33977.40392502454,-5.7247076,-33.10912126272078,0.5,-33.10912126272078,45995.01,33977.40392502454,33.202175,40602.48654573903,33977.403925024526,10,10,97091.2615122136,97091.2615122136,38353080.0,0.0,40602.48654573903
0.3,-106123.375,19765.128413025457,69,0.0,69,940000,19765.128413025457,9.838283,-69.95040362836703,0.3,-69.95040362836703,205047.42,19765.128413025457,33.05049,39548.19431359684,19765.128413025457,10,10,103472.62129701693,103472.62129701693,31389930.0,0.0,39548.19431359684
0.6,-104707.77,42917.348559791004,70,0.0,70,952000,42917.34855979102,0.8533793,-30.6225483767466,0.6,-30.6225483767466,62574.45,42917.34855979102,30.348824,51020.78238897782,42917.348559791004,10,10,126472.94623253279,126472.94623253279,29753876.0,0.0,51020.78238897782
0.7,-100487.28,42709.42727121975,71,0.0,71,964000,42709.42727121975,0.3631504,-64.91848057444435,0.7,-64.91848057444435,14498.502,42709.42727121975,30.96033,55984.402015792875,42709.42727121975,10,10,136331.581138764,136331.581138764,28619318.0,0.0,55984.402015792875
0.5,-101271.45,32040.669636464532,72,0.0,72,976000,32040.669636464514,-5.91294,-78.57034241374974,0.5,-78.57034241374974,18303.871,32040.669636464514,31.1155,41113.932658836784,32040.669636464532,10,10,121566.50252842667,121566.50252842667,30195826.0,0.0,41113.932658836784
0.4,-106013.6,34998.646176203285,73,0.0,73,988000,34998.64617620329,-8.828457,-42.13179579502238,0.4,-42.13179579502238,11310.23,34998.64617620329,34.735447,34965.36656835044,34998.646176203285,10,10,100440.54112921296,100440.54112921296,34207732.0,0.0,34965.36656835044
0.2,-104820.36,27441.54442994249,74,0.0,74,1000000,27441.54442994249,-2.0288734,-32.8220278625575,0.2,-32.8220278625575,14127.554,27441.54442994249,37.277775,21521.072321539305,27441.54442994249,10,10,56847.71283140895,56847.71283140895,36532932.0,0.0,21521.072321539305
0.4,-106222.74,30358.071871696982,75,0.0,75,1012000,30358.071871696993,-2.0443273,-25.443985920481627,0.4,-25.443985920481627,12040.834,30358.071871696993,38.95171,35718.96985932765,30358.071871696982,10,10,112770.55793513654,112770.55793513654,36456548.0,0.0,35718.96985932765
0.2,-108030.88,19985.960658154156,76,0.0,76,1024000,19985.96065815416,6.2135806,-48.5989470128077,0.2,-48.5989470128077,46535.36,19985.96065815416,38.236946,27007.355196894227,19985.960658154156,10,10,67251.63945720345,67251.63945720345,40791430.0,0.0,27007.355196894227
0.4,-108044.87,33796.79723982695,77,0.0,77,1036000,33796.79723982698,-1.2811558,-36.225105146204164,0.4,-36.225105146204164,20195.73,33796.79723982698,36.662804,44232.11046263407,33796.79723982695,10,10,102959.26938188261,102959.26938188261,43296750.0,0.0,44232.11046263407
0.5,-105858.99,56847.89674889587,78,0.0,78,1048000,56847.89674889587,4.5213504,-29.243114488566043,0.5,-29.243114488566043,26605.9,56847.89674889587,36.49889,48022.851255698755,56847.89674889587,10,10,125304.99019713371,125304.99019713371,44663450.0,0.0,48022.851255698755
0.4,-116889.31,30447.463799798687,79,0.0,79,1060000,30447.463799798676,-6.7233067,-35.046862186778355,0.4,-35.046862186778355,16612.514,30447.463799798676,37.001354,38179.86278543886,30447.463799798687,10,10,98299.95429993296,98299.95429993296,51510028.0,0.0,38179.86278543886
0.5,-114556.19,37481.162023027864,80,0.0,80,1072000,37481.16202302786,1.7485154,-35.84063875693869,0.5,-35.84063875693869,93992.69,37481.16202302786,37.504272,50478.497226452004,37481.162023027864,10,10,131995.60982074728,131995.60982074728,53449656.0,0.0,50478.497226452004
0.4,-121297.57,33133.9166289945,81,0.0,81,1084000,33133.9166289945,-7.2664638,-34.0940067045939,0.4,-34.0940067045939,37137.754,33133.9166289945,38.75355,39643.94194984553,33133.9166289945,10,10,120644.12547754603,120644.12547754603,59351220.0,0.0,39643.94194984553
0.4,-120519.77,48609.11462247235,82,0.0,82,1096000,48609.11462247236,2.5075572,-23.858625136484214,0.4,-23.858625136484214,19882.045,48609.11462247236,40.35285,49703.11001497604,48609.11462247235,10,10,131772.51517825847,131772.51517825847,58829480.0,0.0,49703.11001497604
0.5,-126019.28,66965.478819551,83,0.0,83,1108000,66965.47881955099,-1.8518819,-22.032025023217038,0.5,-22.032025023217038,11396.504,66965.47881955099,40.30796,48995.440464096486,66965.478819551,10,10,150361.1352991379,150361.1352991379,63285548.0,0.0,48995.440464096486
0.5,-131402.98,40817.25358973909,84,0.0,84,1120000,40817.253589739106,-6.7321086,-40.16164048000997,0.5,-40.16164048000997,13440.04,40817.253589739106,40.926983,49059.183498480306,40817.25358973909,10,10,135850.08375207576,135850.08375207576,70323910.0,0.0,49059.183498480306
0.5,-139194.89,34175.70295823673,85,0.0,85,1132000,34175.702958236754,-5.4777246,-34.23894096146928,0.5,-34.23894096146928,13528.424,34175.702958236754,45.504723,40990.18415654978,34175.70295823673,10,10,115032.46701777929,115032.46701777929,83071700.0,0.0,40990.18415654978
0.5,-147423.9,39922.0992708862,86,0.0,86,1144000,39922.099270886196,-6.8132067,-33.289829463323514,0.5,-33.289829463323514,17824.008,39922.099270886196,48.457977,42205.171274746404,39922.0992708862,10,10,104751.93687448581,104751.93687448581,86019950.0,0.0,42205.171274746404
0.6,-134271.55,75890.74239968757,87,0.0,87,1156000,75890.7423996876,14.648575,-81.32010050650831,0.6,-81.32010050650831,127319.43,75890.7423996876,47.31589,61268.853165765395,75890.74239968757,10,10,147143.5304971922,147143.5304971922,80861680.0,0.0,61268.853165765395
0.8,-156447.84,56147.373784679476,88,0.0,88,1168000,56147.373784679454,-16.094898,-34.841208538965276,0.8,-34.841208538965276,21640.703,56147.373784679454,47.735554,43898.69902648087,56147.373784679476,10,10,107590.73562569922,107590.73562569922,97843170.0,0.0,43898.69902648087
0.6,-167053.14,60120.725656844756,89,0.0,89,1180000,60120.72565684478,-10.5153885,-40.46850731300524,0.6,-40.46850731300524,13686.382,60120.72565684478,54.211037,48056.48157805007,60120.725656844756,10,10,148234.37530680298,148234.37530680298,100134130.0,0.0,48056.48157805007
0.3,-166180.86,34673.53821895306,90,0.0,90,1192000,34673.53821895308,3.8241558,-54.19551842013174,0.3,-54.19551842013174,18714.172,34673.53821895308,56.18879,39538.59850470316,34673.53821895306,10,10,111117.82599443736,111117.82599443736,109154300.0,0.0,39538.59850470316
0.6,-205202.88,54684.85145305247,91,0.0,91,1204000,54684.85145305246,-13.592218,-37.54439321600201,0.6,-37.54439321600201,17414.201,54684.85145305246,58.101044,45376.2005807995,54684.85145305247,10,10,123281.07198974951,123281.07198974951,161632380.0,0.0,45376.2005807995
0.7,-203148.95,45806.68872494601,92,0.0,92,1216000,45806.68872494601,-14.017542,-79.32926024852208,0.7,-79.32926024852208,20566.564,45806.68872494601,64.76118,51553.18866164594,45806.68872494601,10,10,143314.87964464363,143314.87964464363,137236500.0,0.0,51553.18866164594
0.2,-196403.75,25204.412954309246,93,0.0,93,1228000,25204.412954309246,0.52045506,-89.28419143620076,0.2,-89.28419143620076,24590.963,25204.412954309246,70.02159,50568.631814732194,25204.412954309246,10,10,132180.39352708202,132180.39352708202,137487940.0,0.0,50568.631814732194
