MetaTest/pick-out-of-hole-v1/AverageReturn,policy/Entropy,MetaTest/pick-out-of-hole-v1/MinReturn,policy/LossBefore,Average/MinReturn,MetaTest/Average/MinReturn,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/pick-out-of-hole-v1/NumEpisodes,Average/AverageReturn,MetaTest/pick-out-of-hole-v1/Iteration,pick-out-of-hole-v1/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,pick-out-of-hole-v1/MinReturn,policy/KL,MetaTest/Average/MaxReturn,policy/LossAfter,policy/KLBefore,pick-out-of-hole-v1/StdReturn,TotalEnvSteps,pick-out-of-hole-v1/TerminationRate,pick-out-of-hole-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/pick-out-of-hole-v1/StdReturn,Average/TerminationRate,policy/dLoss,Average/MaxReturn,MetaTest/pick-out-of-hole-v1/MaxReturn,pick-out-of-hole-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/Iteration,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/Average/NumEpisodes,pick-out-of-hole-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,Average/SuccessRate,pick-out-of-hole-v1/MaxReturn,Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,pick-out-of-hole-v1/Iteration,Average/StdReturn,Average/Iteration
,5.3910804,,-0.0055734343,-53.677019540649226,,,,,-39.70310679627769,,100,,-53.677019540649226,0.01101497,,-0.0052849413,0.0,4.375572470499624,700000,0.0,-39.70310679627769,,,0.0,-0.000288493,-32.53460014414166,,0.0,0.41773349861547104,,,,,-17.31177036599364,-17.31177036599364,0.0,-32.53460014414166,100,,,34,4.375572470499624,34
,5.377393,,-0.0061388947,-65.99184074427909,,,,,-42.97825178166035,,100,,-65.99184074427909,0.018060982,,-0.013677753,0.0,7.516328029841924,720000,0.0,-42.97825178166035,,,0.0,0.007538858,-32.297075422376125,,0.0,0.5883522016851961,,,,,-17.77582431134942,-17.77582431134942,0.0,-32.297075422376125,100,,,35,7.516328029841924,35
,5.370214,,-0.0064006834,-51.32974044207999,,,,,-40.837420882678195,,100,,-51.32974044207999,0.026960732,,-0.012038532,0.0,4.479195137341698,740000,0.0,-40.837420882678195,,,0.0,0.0056378483,-32.127566591151606,,0.0,0.4482014348964113,,,,,-17.75502066460378,-17.75502066460378,0.0,-32.127566591151606,100,,,36,4.479195137341698,36
,5.3519588,,-0.006341995,-66.40105782249037,,,,,-47.65948325529547,,100,,-66.40105782249037,0.016560314,,-0.01612847,0.0,7.972913128205215,760000,0.0,-47.65948325529547,,,0.0,0.009786474,-34.38851247135306,,0.0,0.4832932769956051,,,,,-19.038156830968234,-19.038156830968234,0.0,-34.38851247135306,100,,,37,7.972913128205215,37
,5.3280616,,-0.004485338,-55.422323221669075,,,,,-40.096892052735214,,100,,-55.422323221669075,0.0069433744,,0.0027670644,0.0,4.809386368578852,780000,0.0,-40.096892052735214,,,0.0,-0.0072524026,-32.443086122397276,,0.0,0.41132434619241054,,,,,-17.34876779684628,-17.34876779684628,0.0,-32.443086122397276,100,,,38,4.809386368578852,38
,5.308261,,-0.0036871827,-66.62568681543866,,,,,-41.49949518203305,,100,,-66.62568681543866,0.021804819,,-0.0069420747,0.0,6.98963721977044,800000,0.0,-41.49949518203305,,,0.0,0.003254892,-33.306094858228754,,0.0,0.4153551054377156,,,,,-17.497164387088127,-17.497164387088127,0.0,-33.306094858228754,100,,,39,6.98963721977044,39
-42.02506430832726,5.294076,-50.088907168330486,-0.0031196233,-54.573203863751125,-50.088907168330486,-42.025064308327245,0.0,10,-41.884871253640284,4,100,-42.025064308327245,-54.573203863751125,0.027377352,-36.05854849606537,-0.007567273,0.0,4.826268376200219,820000,0.0,-41.884871253640284,-42.02506430832726,4.092304003030985,0.0,0.0044476497,-31.798087760085483,-36.05854849606537,0.0,0.5097203241438235,4,0.0,0.0,10,-17.79755248651271,-17.79755248651271,0.0,-31.798087760085483,100,4.092304003030985,0.0,40,4.826268376200219,40
,5.2816463,,-0.002157408,-66.77144583006739,,,,,-43.98804285750012,,100,,-66.77144583006739,0.021789804,,-0.008370903,0.0,7.687275142363022,840000,0.0,-43.98804285750012,,,0.0,0.0062134955,-31.81930877190317,,0.0,0.45612125620232136,,,,,-18.140354738440433,-18.140354738440433,0.0,-31.81930877190317,100,,,41,7.687275142363022,41
,5.274583,,-0.0104691265,-53.15328626555344,,,,,-40.24900358027483,,100,,-53.15328626555344,0.02765821,,-0.017573869,0.0,4.378780187846917,860000,0.0,-40.24900358027483,,,0.0,0.0071047423,-31.36059366453711,,0.0,0.46255112742933535,,,,,-17.45133853230398,-17.45133853230398,0.0,-31.36059366453711,100,,,42,4.378780187846917,42
,5.2708426,,-0.0065113036,-67.9444301828488,,,,,-47.59819399686859,,100,,-67.9444301828488,0.022583682,,-0.02097396,0.0,8.744849398635633,880000,0.0,-47.59819399686859,,,0.0,0.014462656,-32.21292989236734,,0.0,0.45602496788360525,,,,,-18.89380026754394,-18.89380026754394,0.0,-32.21292989236734,100,,,43,8.744849398635633,43
,5.2573166,,-0.006187358,-50.073003533039696,,,,,-39.49590500533385,,100,,-50.073003533039696,0.016142393,,-0.0054116338,0.0,3.9014215468906173,900000,0.0,-39.49590500533385,,,0.0,-0.0007757242,-32.06199178122495,,0.0,0.5092252715184516,,,,,-17.180070071948172,-17.180070071948172,0.0,-32.06199178122495,100,,,44,3.9014215468906173,44
,5.2303357,,-0.0040999237,-69.22263380144592,,,,,-44.43382708939554,,100,,-69.22263380144592,0.02088359,,-0.0071178162,0.0,8.227857446290571,920000,0.0,-44.43382708939554,,,0.0,0.0030178926,-33.22803962034289,,0.0,0.4010725679734175,,,,,-18.152883718973687,-18.152883718973687,0.0,-33.22803962034289,100,,,45,8.227857446290571,45
,5.2119303,,-0.0030151748,-52.18014259833835,,,,,-40.82776902188316,,100,,-52.18014259833835,0.018064942,,-0.0044480395,0.0,4.476238122142225,940000,0.0,-40.82776902188316,,,0.0,0.0014328647,-32.7175304061612,,0.0,0.46962978978046876,,,,,-17.588364976246968,-17.588364976246968,0.0,-32.7175304061612,100,,,46,4.476238122142225,46
,5.2025104,,-0.007327761,-66.36626825924571,,,,,-44.00267320711889,,100,,-66.36626825924571,0.020591157,,-0.015588705,0.0,7.96941181708708,960000,0.0,-44.00267320711889,,,0.0,0.008260945,-32.28329763321425,,0.0,0.4967871486811185,,,,,-18.12794443221388,-18.12794443221388,0.0,-32.28329763321425,100,,,47,7.96941181708708,47
,5.195449,,-0.004185729,-50.87180762268489,,,,,-39.8400220590537,,100,,-50.87180762268489,0.020460684,,-0.009755723,0.0,3.9744657992077164,980000,0.0,-39.8400220590537,,,0.0,0.005569994,-31.40330096452631,,0.0,0.5180718502627213,,,,,-17.31970278716075,-17.31970278716075,0.0,-31.40330096452631,100,,,48,3.9744657992077164,48
,5.1907277,,-0.0002564331,-74.19832270662707,,,,,-48.1367805805123,,100,,-74.19832270662707,0.02071729,,-0.011486096,0.0,8.85108998462953,1000000,0.0,-48.1367805805123,,,0.0,0.011229663,-33.39909513449047,,0.0,0.5121096839599505,,,,,-19.03619221007059,-19.03619221007059,0.0,-33.39909513449047,100,,,49,8.85108998462953,49
-37.51859734623904,5.174508,-49.90860250681942,-0.0061877617,-50.43350333844058,-49.90860250681942,-37.51859734623903,0.0,10,-39.289457625216315,5,100,-37.51859734623903,-50.43350333844058,0.019827228,-33.45043369812678,-0.006531671,0.0,4.418947523496616,1020000,0.0,-39.289457625216315,-37.51859734623904,4.524356674536973,0.0,0.0003439095,-33.1361864537467,-33.45043369812678,0.0,0.46017962133322854,5,0.0,0.0,10,-17.06704942209324,-17.06704942209324,0.0,-33.1361864537467,100,4.524356674536973,0.0,50,4.418947523496616,50
,5.1532087,,-0.0055068815,-70.08794893237618,,,,,-45.84630663058074,,100,,-70.08794893237618,0.018005503,,-0.010657312,0.0,7.972097041992418,1040000,0.0,-45.84630663058074,,,0.0,0.005150431,-31.013765542902505,,0.0,0.42202840085288607,,,,,-18.392477848143713,-18.392477848143713,0.0,-31.013765542902505,100,,,51,7.972097041992418,51
,5.147397,,-0.0072229765,-51.98305756121024,,,,,-39.2089657995149,,100,,-51.98305756121024,0.012048535,,-0.008660118,0.0,4.248895476550688,1060000,0.0,-39.2089657995149,,,0.0,0.0014371416,-31.63750418749584,,0.0,0.2826213820240099,,,,,-16.929739153877723,-16.929739153877723,0.0,-31.63750418749584,100,,,52,4.248895476550688,52
,5.1484194,,-0.008992704,-64.26388010129844,,,,,-43.51139045861467,,100,,-64.26388010129844,0.018189423,,-0.021560362,0.0,7.938082725097983,1080000,0.0,-43.51139045861467,,,0.0,0.012567658,-32.08807898799894,,0.0,0.4485899270231736,,,,,-17.80724267204656,-17.80724267204656,0.0,-32.08807898799894,100,,,53,7.938082725097983,53
,5.141678,,-0.0062821656,-50.2002335195565,,,,,-39.42100721204298,,100,,-50.2002335195565,0.024576407,,-0.011651218,0.0,4.237623002375517,1100000,0.0,-39.42100721204298,,,0.0,0.0053690523,-31.58523237923948,,0.0,0.49799534682815216,,,,,-17.095497052760415,-17.095497052760415,0.0,-31.58523237923948,100,,,54,4.237623002375517,54
,5.140128,,-0.0026636824,-79.4425042401742,,,,,-49.66286905619905,,100,,-79.4425042401742,0.009185833,,-0.023483425,0.0,11.17906506192396,1120000,0.0,-49.66286905619905,,,0.0,0.020819742,-33.10414208978401,,0.0,0.548976574938091,,,,,-19.414523933268317,-19.414523933268317,0.0,-33.10414208978401,100,,,55,11.17906506192396,55
,5.136962,,-0.011276049,-60.61495336412094,,,,,-40.10820726363095,,100,,-60.61495336412094,0.001909201,,-0.01225745,0.0,5.5948281170978005,1140000,0.0,-40.10820726363095,,,0.0,0.0009814017,-32.299193720380366,,0.0,0.4302421014339929,,,,,-17.162398931154474,-17.162398931154474,0.0,-32.299193720380366,100,,,56,5.5948281170978005,56
,5.133324,,-0.0051893587,-77.86865155212314,,,,,-40.22479553623528,,100,,-77.86865155212314,0.005335362,,-0.0079822065,0.0,6.854393153081199,1160000,0.0,-40.22479553623528,,,0.0,0.0027928478,-32.48810686494818,,0.0,0.36327555365212394,,,,,-17.229371317203746,-17.229371317203746,0.0,-32.48810686494818,100,,,57,6.854393153081199,57
,5.1334968,,-0.00536792,-51.80656713607274,,,,,-39.890971214247934,,100,,-51.80656713607274,0.02234529,,-0.012326788,0.0,4.102582520619566,1180000,0.0,-39.890971214247934,,,0.0,0.0069588684,-32.242125509211746,,0.0,0.49143892482089513,,,,,-17.19056180651034,-17.19056180651034,0.0,-32.242125509211746,100,,,58,4.102582520619566,58
,5.1479177,,-0.0049291383,-72.73885609807951,,,,,-47.22483672933829,,100,,-72.73885609807951,0.010764947,,-0.029110217,0.0,10.149322910028546,1200000,0.0,-47.22483672933829,,,0.0,0.02418108,-32.571573215688296,,0.0,0.45444714628949234,,,,,-18.570092490172453,-18.570092490172453,0.0,-32.571573215688296,100,,,59,10.149322910028546,59
-40.0050067785939,5.1577826,-58.71323459063606,-0.0045435303,-55.27416032300776,-58.71323459063606,-40.005006778593895,0.0,10,-39.1999584617127,6,100,-40.005006778593895,-55.27416032300776,0.0116198715,-32.74767661629086,-0.009153183,0.0,4.609803151857166,1220000,0.0,-39.1999584617127,-40.0050067785939,8.210307599891546,0.0,0.0046096523,-32.50948054135285,-32.74767661629086,0.0,0.44783147468139106,6,0.0,0.0,10,-16.914911642908443,-16.914911642908443,0.0,-32.50948054135285,100,8.210307599891546,0.0,60,4.609803151857166,60
,5.1536016,,-0.01108476,-73.04164150390191,,,,,-46.36981718651548,,100,,-73.04164150390191,0.009008997,,-0.02988986,0.0,10.644324163440366,1240000,0.0,-46.36981718651548,,,0.0,0.0188051,-31.526605103106423,,0.0,0.4870788726456018,,,,,-18.558770051157936,-18.558770051157936,0.0,-31.526605103106423,100,,,61,10.644324163440366,61
,5.1501894,,-0.007551831,-65.18132597114094,,,,,-39.02720481689252,,100,,-65.18132597114094,0.0067776567,,-0.0066577788,0.0,5.288406446280194,1260000,0.0,-39.02720481689252,,,0.0,-0.00089405244,-32.36840997992201,,0.0,0.5166251346524466,,,,,-16.924543157210657,-16.924543157210657,0.0,-32.36840997992201,100,,,62,5.288406446280194,62
,5.1393213,,-0.009480839,-78.6642817980757,,,,,-44.66092774805877,,100,,-78.6642817980757,0.009176733,,-0.024997357,0.0,10.404069687180648,1280000,0.0,-44.66092774805877,,,0.0,0.015516519,-32.27998690998165,,0.0,0.45837390445143555,,,,,-18.060282359130326,-18.060282359130326,0.0,-32.27998690998165,100,,,63,10.404069687180648,63
,5.124114,,-0.0028701264,-67.00207541345056,,,,,-39.9975032406233,,100,,-67.00207541345056,0.00715919,,-0.00032992553,0.0,5.621645842461925,1300000,0.0,-39.9975032406233,,,0.0,-0.002540201,-29.48485507967616,,0.0,0.32519473259331155,,,,,-17.061731879000856,-17.061731879000856,0.0,-29.48485507967616,100,,,64,5.621645842461925,64
,5.1039195,,-0.0079126125,-83.37020708406087,,,,,-46.9720409928759,,100,,-83.37020708406087,0.0070002037,,-0.0244935,0.0,12.527780170996257,1320000,0.0,-46.9720409928759,,,0.0,0.016580887,-32.34497623528765,,0.0,0.5285327555646722,,,,,-18.735796416604718,-18.735796416604718,0.0,-32.34497623528765,100,,,65,12.527780170996257,65
