MetaTest/pick-out-of-hole-v1/AverageReturn,policy/Entropy,MetaTest/pick-out-of-hole-v1/MinReturn,policy/LossBefore,Average/MinReturn,MetaTest/Average/MinReturn,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/pick-out-of-hole-v1/NumEpisodes,Average/AverageReturn,MetaTest/pick-out-of-hole-v1/Iteration,pick-out-of-hole-v1/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,pick-out-of-hole-v1/MinReturn,policy/KL,MetaTest/Average/MaxReturn,policy/LossAfter,policy/KLBefore,pick-out-of-hole-v1/StdReturn,TotalEnvSteps,pick-out-of-hole-v1/TerminationRate,pick-out-of-hole-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/pick-out-of-hole-v1/StdReturn,Average/TerminationRate,policy/dLoss,Average/MaxReturn,MetaTest/pick-out-of-hole-v1/MaxReturn,pick-out-of-hole-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/Iteration,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/Average/NumEpisodes,pick-out-of-hole-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,Average/SuccessRate,pick-out-of-hole-v1/MaxReturn,Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,pick-out-of-hole-v1/Iteration,Average/StdReturn,Average/Iteration
,5.0927453,,-0.0035425506,-57.15719322389666,,,,,-39.721475264639885,,100,,-57.15719322389666,0.013912973,,-0.003270224,0.0,4.691593789301958,1340000,0.0,-39.721475264639885,,,0.0,-0.00027232664,-32.490141781012504,,0.0,0.47073480853741434,,,,,-17.022317700052394,-17.022317700052394,0.0,-32.490141781012504,100,,,66,4.691593789301958,66
,5.1095552,,0.0065113204,-90.78283904479783,,,,,-59.532114221077016,,100,,-90.78283904479783,0.013674463,,-0.027716108,0.0,16.43896270532913,1360000,0.0,-59.532114221077016,,,0.0,0.034227427,-31.881361028235816,,0.0,0.5263382157251404,,,,,-21.835705783046695,-21.835705783046695,0.0,-31.881361028235816,100,,,67,16.43896270532913,67
,5.128159,,-0.00022115021,-69.97507685640629,,,,,-40.69610157835163,,100,,-69.97507685640629,0.004708164,,-0.009460018,0.0,5.50799127682341,1380000,0.0,-40.69610157835163,,,0.0,0.009238868,-32.58911404657724,,0.0,0.47377279872806033,,,,,-17.332209449916817,-17.332209449916817,0.0,-32.58911404657724,100,,,68,5.50799127682341,68
,5.1292257,,-0.008137827,-90.39248528717475,,,,,-42.76364100579863,,100,,-90.39248528717475,0.006499623,,-0.019239124,0.0,11.795969204488964,1400000,0.0,-42.76364100579863,,,0.0,0.011101297,-31.70436969247256,,0.0,0.47328282472103633,,,,,-17.740857410860286,-17.740857410860286,0.0,-31.70436969247256,100,,,69,11.795969204488964,69
-40.93733915274906,5.113726,-51.048280843624156,-0.006889592,-76.86698227207619,-51.048280843624156,-40.93733915274907,0.0,10,-40.80451345881734,7,100,-40.93733915274907,-76.86698227207619,0.005094374,-33.27670862009266,-0.005881845,0.0,6.753888813505911,1420000,0.0,-40.80451345881734,-40.93733915274906,4.472613914617554,0.0,-0.0010077469,-31.027205031950157,-33.27670862009266,0.0,0.46965678982426873,7,0.0,0.0,10,-17.310592401942813,-17.310592401942813,0.0,-31.027205031950157,100,4.472613914617554,0.0,70,6.753888813505911,70
,5.096143,,-0.002405255,-71.58906421874094,,,,,-40.00926597974101,,100,,-71.58906421874094,0.0072521246,,-0.0033789398,0.0,7.1021894771141865,1440000,0.0,-40.00926597974101,,,0.0,0.0009736847,-30.923848241169875,,0.0,0.38145666273025636,,,,,-17.04541845769211,-17.04541845769211,0.0,-30.923848241169875,100,,,71,7.1021894771141865,71
,5.0798693,,-0.011842708,-78.31021046286524,,,,,-38.63662597569601,,100,,-78.31021046286524,0.010581572,,-0.012317208,0.0,8.118136595701278,1460000,0.0,-38.63662597569601,,,0.0,0.00047449954,-29.92457719536821,,0.0,0.41050250765697405,,,,,-16.715277564083486,-16.715277564083486,0.0,-29.92457719536821,100,,,72,8.118136595701278,72
,5.0673895,,-0.0040352815,-57.41151471045868,,,,,-37.30909675745757,,100,,-57.41151471045868,0.010023549,,-0.007429007,0.0,4.324051509344253,1480000,0.0,-37.30909675745757,,,0.0,0.0033937255,-27.796714872080077,,0.0,0.4213329181644877,,,,,-16.599294579543287,-16.599294579543287,0.0,-27.796714872080077,100,,,73,4.324051509344253,73
,5.055751,,-0.0027430665,-55.49125647931655,,,,,-35.584846928657356,,100,,-55.49125647931655,0.0017895363,,-0.001166539,0.0,4.328538789731894,1500000,0.0,-35.584846928657356,,,0.0,-0.0015765275,-28.293242888659357,,0.0,0.43072915367503384,,,,,-16.19258989712405,-16.19258989712405,0.0,-28.293242888659357,100,,,74,4.328538789731894,74
,5.0437784,,-0.0032400116,-51.144731298142766,,,,,-35.895830924209285,,100,,-51.144731298142766,0.0029960636,,-0.0021306674,0.0,4.6412947260143085,1520000,0.0,-35.895830924209285,,,0.0,-0.0011093442,-26.58138457524904,,0.0,0.48747952447022636,,,,,-16.172122468875124,-16.172122468875124,0.0,-26.58138457524904,100,,,75,4.6412947260143085,75
,5.0320215,,-0.0030580673,-59.96797377219242,,,,,-34.88013577951578,,100,,-59.96797377219242,0.0028391064,,-0.0019419265,0.0,4.684264174876422,1540000,0.0,-34.88013577951578,,,0.0,-0.0011161407,-25.25724468098319,,0.0,0.42421063451735586,,,,,-15.871319051071618,-15.871319051071618,0.0,-25.25724468098319,100,,,76,4.684264174876422,76
,5.0222006,,-0.0025540688,-45.985047633350355,,,,,-33.82366666484654,,100,,-45.985047633350355,0.0044612647,,-0.0036821216,0.0,3.5914838937831504,1560000,0.0,-33.82366666484654,,,0.0,0.0011280528,-25.328166535283906,,0.0,0.4564699658158978,,,,,-15.492693579123042,-15.492693579123042,0.0,-25.328166535283906,100,,,77,3.5914838937831504,77
,5.0090795,,-0.0034362716,-52.346250388514626,,,,,-34.304982287474466,,100,,-52.346250388514626,0.003364309,,-0.0028757981,0.0,4.675197095378332,1580000,0.0,-34.304982287474466,,,0.0,-0.0005604734,-26.157708507087232,,0.0,0.3212395266556036,,,,,-15.682673224680409,-15.682673224680409,0.0,-26.157708507087232,100,,,78,4.675197095378332,78
,5.0026374,,-0.0065541076,-39.05964310642721,,,,,-32.65101391038068,,100,,-39.05964310642721,0.0025838767,,-0.00774321,0.0,2.6704543457266747,1600000,0.0,-32.65101391038068,,,0.0,0.0011891024,-27.511482368175407,,0.0,0.377557953347466,,,,,-15.034751457538944,-15.034751457538944,0.0,-27.511482368175407,100,,,79,2.6704543457266747,79
-34.514384121193366,4.9970236,-41.15188876019545,-0.0024305123,-49.974380431654744,-41.15188876019545,-34.51438412119336,0.0,10,-33.35781736339452,8,100,-34.51438412119336,-49.974380431654744,0.0060380395,-28.257556265781535,-0.0036557664,0.0,4.437935969477375,1620000,0.0,-33.35781736339452,-34.514384121193366,3.6211133451856075,0.0,0.001225254,-23.002493453672827,-28.257556265781535,0.0,0.24020143930774218,8,0.0,0.0,10,-15.124195374480623,-15.124195374480623,0.0,-23.002493453672827,100,3.6211133451856075,0.0,80,4.437935969477375,80
,4.9826455,,-0.0063299276,-56.14020749521975,,,,,-33.881724057069015,,100,,-56.14020749521975,0.009998007,,-0.009381209,0.0,5.101442309042629,1640000,0.0,-33.881724057069015,,,0.0,0.003051281,-26.43379071873945,,0.0,0.3952157675733238,,,,,-15.312399716914278,-15.312399716914278,0.0,-26.43379071873945,100,,,81,5.101442309042629,81
,4.9771094,,-0.0044811005,-44.9519753165693,,,,,-32.67184863120151,,100,,-44.9519753165693,0.0060669268,,-0.0055891876,0.0,3.508558027387583,1660000,0.0,-32.67184863120151,,,0.0,0.0011080871,-23.671712384155562,,0.0,0.419327086888565,,,,,-14.959685469574724,-14.959685469574724,0.0,-23.671712384155562,100,,,82,3.508558027387583,82
,4.9629793,,-0.00677465,-45.94492914130247,,,,,-33.23821543612086,,100,,-45.94492914130247,0.0092101265,,-0.0058456194,0.0,4.428362047435006,1680000,0.0,-33.23821543612086,,,0.0,-0.0009290306,-23.718258592720126,,0.0,0.4198824757802029,,,,,-15.02025544615756,-15.02025544615756,0.0,-23.718258592720126,100,,,83,4.428362047435006,83
,4.9526587,,-0.0034070504,-44.48509367922925,,,,,-32.37865487424527,,100,,-44.48509367922925,0.009270047,,-0.0048526777,0.0,3.1217024230970707,1700000,0.0,-32.37865487424527,,,0.0,0.0014456273,-26.19923339527762,,0.0,0.43814134883755074,,,,,-14.811883334255203,-14.811883334255203,0.0,-26.19923339527762,100,,,84,3.1217024230970707,84
,4.9545646,,-0.0052384706,-57.270401853180864,,,,,-31.516321478498558,,100,,-57.270401853180864,0.007830114,,-0.00999546,0.0,5.253037437784342,1720000,0.0,-31.516321478498558,,,0.0,0.004756989,-23.112848058629464,,0.0,0.3488957423394682,,,,,-14.546314451113595,-14.546314451113595,0.0,-23.112848058629464,100,,,85,5.253037437784342,85
,4.9565988,,-0.0021689956,-46.276378873124465,,,,,-31.19587893296005,,100,,-46.276378873124465,0.005988888,,-0.0057265437,0.0,3.3519690264403224,1740000,0.0,-31.19587893296005,,,0.0,0.0035575482,-23.478199598016925,,0.0,0.40224338641033575,,,,,-14.435340913785458,-14.435340913785458,0.0,-23.478199598016925,100,,,86,3.3519690264403224,86
,4.9449453,,-0.004335836,-47.054940283225825,,,,,-31.11529005526705,,100,,-47.054940283225825,0.004549543,,-0.0041678646,0.0,4.599439028355706,1760000,0.0,-31.11529005526705,,,0.0,-0.00016797148,-22.486202606451272,,0.0,0.3819477797957386,,,,,-14.361472972982684,-14.361472972982684,0.0,-22.486202606451272,100,,,87,4.599439028355706,87
,4.9338765,,-0.004415542,-52.47568279468443,,,,,-30.22897890521813,,100,,-52.47568279468443,0.0072295326,,-0.0034431224,0.0,4.023137532525263,1780000,0.0,-30.22897890521813,,,0.0,-0.0009724195,-21.744052251542318,,0.0,0.26320692246319577,,,,,-13.990788265690217,-13.990788265690217,0.0,-21.744052251542318,100,,,88,4.023137532525263,88
,4.928561,,-0.0014650894,-45.39383253319562,,,,,-29.71962097030567,,100,,-45.39383253319562,0.0021275873,,-0.0019176697,0.0,3.858149336191858,1800000,0.0,-29.71962097030567,,,0.0,0.00045258028,-21.81403535463395,,0.0,0.31128363166324613,,,,,-13.869131648955367,-13.869131648955367,0.0,-21.81403535463395,100,,,89,3.858149336191858,89
-29.29143637654081,4.923409,-34.04912852191617,-0.0025684882,-41.60426541166213,-34.04912852191617,-29.291436376540815,0.0,10,-29.83913319392707,9,100,-29.291436376540815,-41.60426541166213,0.005192112,-22.958529280727642,-0.003895434,0.0,3.4840197107629476,1820000,0.0,-29.83913319392707,-29.29143637654081,3.1079213525407923,0.0,0.0013269458,-23.883704649280848,-22.958529280727642,0.0,0.22885334215130348,9,0.0,0.0,10,-13.941949035269515,-13.941949035269515,0.0,-23.883704649280848,100,3.1079213525407923,0.0,90,3.4840197107629476,90
,4.913265,,-0.007188069,-41.95790208497556,,,,,-29.414882590715294,,100,,-41.95790208497556,0.013911309,,-0.0036146557,0.0,3.6342048402787324,1840000,0.0,-29.414882590715294,,,0.0,-0.0035734135,-21.290231878609486,,0.0,0.3473108455326196,,,,,-13.86264839087779,-13.86264839087779,0.0,-21.290231878609486,100,,,91,3.6342048402787324,91
,4.905387,,-0.010281364,-45.67712147884492,,,,,-29.71029018689881,,100,,-45.67712147884492,0.018160459,,-0.0034329544,0.0,4.294448894713379,1860000,0.0,-29.71029018689881,,,0.0,-0.00684841,-22.650358871670797,,0.0,0.2961494192739026,,,,,-13.850663014699549,-13.850663014699549,0.0,-22.650358871670797,100,,,92,4.294448894713379,92
,4.9021006,,-0.0029557373,-37.69511302099159,,,,,-28.331174410906215,,100,,-37.69511302099159,0.0079453075,,-0.004249315,0.0,2.5203588445893153,1880000,0.0,-28.331174410906215,,,0.0,0.0012935775,-22.992852142587047,,0.0,0.3307072798180325,,,,,-13.527683990520496,-13.527683990520496,0.0,-22.992852142587047,100,,,93,2.5203588445893153,93
,4.881217,,-0.0070263715,-50.37088646815107,,,,,-29.89912578104601,,100,,-50.37088646815107,0.006314688,,-0.006568811,0.0,5.247315549904169,1900000,0.0,-29.89912578104601,,,0.0,-0.00045756064,-21.77317553412734,,0.0,0.36292445064534673,,,,,-13.87133111134451,-13.87133111134451,0.0,-21.77317553412734,100,,,94,5.247315549904169,94
,4.8624215,,-0.004973459,-39.06125324282988,,,,,-28.873823136362102,,100,,-39.06125324282988,0.008852819,,-0.0022586074,0.0,3.1855155870804186,1920000,0.0,-28.873823136362102,,,0.0,-0.0027148516,-21.918613924847097,,0.0,0.30514954219050183,,,,,-13.668374185036855,-13.668374185036855,0.0,-21.918613924847097,100,,,95,3.1855155870804186,95
,4.848958,,-0.006140404,-51.909761446641404,,,,,-28.776629861471683,,100,,-51.909761446641404,0.0030146395,,-0.0063839057,0.0,4.922217417242758,1940000,0.0,-28.776629861471683,,,0.0,0.00024350174,-21.41507013865696,,0.0,0.4359830084160201,,,,,-13.320233498289745,-13.320233498289745,0.0,-21.41507013865696,100,,,96,4.922217417242758,96
,4.8324575,,-0.0031072395,-40.43624226950901,,,,,-27.651271823254834,,100,,-40.43624226950901,0.007159037,,-0.0012955384,0.0,3.733366126745997,1960000,0.0,-27.651271823254834,,,0.0,-0.0018117011,-20.414769327578423,,0.0,0.37542227277993967,,,,,-12.891307904305679,-12.891307904305679,0.0,-20.414769327578423,100,,,97,3.733366126745997,97
,4.8095045,,-0.00084355543,-35.177970857539776,,,,,-27.221192039313483,,100,,-35.177970857539776,0.009853206,,0.0020710593,0.0,2.8119346938814265,1980000,0.0,-27.221192039313483,,,0.0,-0.0029146147,-21.292159683668224,,0.0,0.4580896285808296,,,,,-12.865048518892838,-12.865048518892838,0.0,-21.292159683668224,100,,,98,2.8119346938814265,98
,4.782195,,-0.006254647,-43.51453051389866,,,,,-27.62547307707884,,100,,-43.51453051389866,0.0052935705,,-0.0022193345,0.0,5.061090598749746,2000000,0.0,-27.62547307707884,,,0.0,-0.0040353127,-20.461628660798297,,0.0,0.37630023519091793,,,,,-12.727412707191199,-12.727412707191199,0.0,-20.461628660798297,100,,,99,5.061090598749746,99
