MetaTest/plate-slide-back-side-v1/MaxReturn,MetaTest/plate-slide-back-side-v1/Iteration,MetaTrain/Average/Alpha,MetaTrain/Average/ContrastiveLoss,MetaTest/plate-slide-back-side-v1/NumEpisodes,MetaTest/Average/MaxReturn,MetaTrain/Average/QfLoss,MetaTest/Average/NumEpisodes,MetaTrain/Average/PolicyLoss,MetaTest/Average/AverageReturn,MetaTest/plate-slide-back-side-v1/MinReturn,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/plate-slide-back-side-v1/TerminationRate,MetaTest/plate-slide-back-side-v1/AverageReturn,MetaTest/Average/MinReturn,MetaTest/plate-slide-back-side-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/plate-slide-back-side-v1/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn
-18.952989444269527,27,0.14920357,30.667425,10,-18.952989444269527,1522.835,10,86.215126,-68.40308583596308,-81.76493186956228,-68.40308583596308,218000,0.0,-68.40308583596308,-81.76493186956228,19.114238817860844,0.0,0.0,0.07842621,27,19.114238817860844,0.0,-68.40308583596308
-16.658334605415714,28,0.1488858,25.285328,10,-16.658334605415714,1382.1123,10,70.49376,-33.928304754997896,-60.136711234501114,-33.9283047549979,224000,0.0,-33.928304754997896,-60.136711234501114,14.740980807374154,0.0,0.0,0.051493455,28,14.740980807374154,0.0,-33.9283047549979
210.0366303809567,29,0.14343408,20.964952,10,210.0366303809567,1374.2308,10,64.62606,-16.251465382396116,-55.5543175181421,-16.25146538239612,230000,0.0,-16.251465382396116,-55.5543175181421,76.51974140127555,0.0,0.0,0.08447946,29,76.51974140127555,0.0,-16.25146538239612
-17.21594999075243,30,0.13503626,35.801636,10,-17.21594999075243,1504.3425,10,64.373055,-20.128427854178536,-23.119623795937382,-20.128427854178533,236000,0.0,-20.128427854178536,-23.119623795937382,2.04021588937416,0.0,0.0,0.053136133,30,2.04021588937416,0.0,-20.128427854178533
-23.644347650041354,31,0.13672312,41.041943,10,-23.644347650041354,1438.7633,10,28.365473,-48.780139670380926,-53.62109811312124,-48.78013967038091,242000,0.0,-48.780139670380926,-53.62109811312124,8.915817636548233,0.0,0.0,-0.0061206836,31,8.915817636548233,0.0,-48.78013967038091
-22.088498895546568,32,0.14381012,41.532555,10,-22.088498895546568,1756.4761,10,-62.261974,-22.577783960903623,-23.085301008130052,-22.577783960903623,248000,0.0,-22.577783960903623,-23.085301008130052,0.25433858428670336,0.0,0.0,-0.173632,32,0.25433858428670336,0.0,-22.577783960903623
79.52506336708134,33,0.17294595,37.315254,10,79.52506336708134,2046.0708,10,-186.57498,-25.52545878877811,-56.420986701505576,-25.525458788778117,254000,0.0,-25.52545878877811,-56.420986701505576,38.575417699211116,0.0,0.0,-0.37158763,33,38.575417699211116,0.0,-25.525458788778117
-70.31510655549296,34,0.21232505,72.98862,10,-70.31510655549296,3791.2866,10,-584.95874,-70.32380324149372,-70.3269068602199,-70.32380324149372,260000,0.0,-70.32380324149372,-70.3269068602199,0.0032052262911511495,0.0,0.0,-1.2530608,34,0.0032052262911511495,0.0,-70.32380324149372
-27.198258055645738,35,0.2554834,103.93656,10,-27.198258055645738,3275.509,10,-894.27386,-57.88410501793978,-70.24928522242077,-57.88410501793978,266000,0.0,-57.88410501793978,-70.24928522242077,12.758262516462445,0.0,0.0,-1.003004,35,12.758262516462445,0.0,-57.88410501793978
-14.936201690521369,36,0.30039918,97.12227,10,-14.936201690521369,7402.306,10,-1487.028,-16.76122474261078,-23.212375376658933,-16.76122474261078,272000,0.0,-16.76122474261078,-23.212375376658933,2.5048913154086807,0.0,0.0,-2.024806,36,2.5048913154086807,0.0,-16.76122474261078
-20.63406113140618,37,0.3671698,101.8126,10,-20.63406113140618,8701.802,10,-1999.5929,-25.938641739921557,-36.19643202347606,-25.938641739921554,278000,0.0,-25.938641739921557,-36.19643202347606,4.515556705139792,0.0,0.0,-2.7229955,37,4.515556705139792,0.0,-25.938641739921554
-27.290584985157192,38,0.43680176,69.92358,10,-27.290584985157192,10930.418,10,-2081.593,-32.51510975675326,-38.755758884612575,-32.51510975675326,284000,0.0,-32.51510975675326,-38.755758884612575,3.5540893541462992,0.0,0.0,-3.0397832,38,3.5540893541462992,0.0,-32.51510975675326
13233.386531166443,39,0.51358825,342.33606,10,13233.386531166443,11556.324,10,-1904.341,1295.9404824923765,-54.344792266873775,1295.9404824923768,290000,0.0,1295.9404824923765,-54.344792266873775,3979.1628870955346,0.0,0.0,-3.1000252,39,3979.1628870955346,0.0,1295.9404824923768
-20.55109996093585,40,0.60325295,161.88914,10,-20.55109996093585,10815.488,10,-2238.5725,-30.748929471838842,-39.71305815070507,-30.748929471838842,296000,0.0,-30.748929471838842,-39.71305815070507,5.429753677561722,0.0,0.0,-3.5989008,40,5.429753677561722,0.0,-30.748929471838842
-20.297400699048485,41,0.70305365,133.58069,10,-20.297400699048485,16805.777,10,-2352.7964,-22.168206765316693,-24.97121015923787,-22.168206765316693,302000,0.0,-22.168206765316693,-24.97121015923787,1.53409927770629,0.0,0.0,-3.4445925,41,1.53409927770629,0.0,-22.168206765316693
106.28683863647399,42,0.81355387,319.03564,10,106.28683863647399,48694.137,10,-1998.0588,-25.31472839679887,-67.4494273969301,-25.314728396798877,308000,0.0,-25.31472839679887,-67.4494273969301,52.870409977263996,0.0,0.0,-2.9953609,42,52.870409977263996,0.0,-25.314728396798877
-26.171707800823413,43,0.8842661,457.58957,10,-26.171707800823413,9196.943,10,-843.2811,-61.622217339658654,-88.36700174905069,-61.622217339658654,314000,0.0,-61.622217339658654,-88.36700174905069,18.76289076588885,0.0,0.0,-0.43264735,43,18.76289076588885,0.0,-61.622217339658654
-35.42796231415241,44,0.8661295,570.9685,10,-35.42796231415241,13267.714,10,-618.77576,-72.14051143332638,-90.5210295659699,-72.14051143332637,320000,0.0,-72.14051143332638,-90.5210295659699,16.741872958224313,0.0,0.0,0.5392312,44,16.741872958224313,0.0,-72.14051143332637
-57.58416466687937,45,0.8563865,1495.6287,10,-57.58416466687937,17443.955,10,-1366.847,-60.173020810150035,-62.21951106367616,-60.17302081015002,326000,0.0,-60.173020810150035,-62.21951106367616,1.4489082426240383,0.0,0.0,-0.10664659,45,1.4489082426240383,0.0,-60.17302081015002
-69.29544288263726,46,0.80201364,1416.0138,10,-69.29544288263726,7921.093,10,-604.2105,-71.09240359206755,-72.5895306603928,-71.09240359206754,332000,0.0,-71.09240359206755,-72.5895306603928,0.9640457923503947,0.0,0.0,0.6482997,46,0.9640457923503947,0.0,-71.09240359206754
-100.56058897502695,47,0.840791,324.38806,10,-100.56058897502695,11015.2,10,-914.7927,-117.24611540568776,-127.99586118010843,-117.24611540568783,338000,0.0,-117.24611540568776,-127.99586118010843,8.903676006396482,0.0,0.0,-0.6240398,47,8.903676006396482,0.0,-117.24611540568783
-48.13477419070695,48,0.77680457,623.4494,10,-48.13477419070695,19371.78,10,-6.1145506,-63.774556848767155,-70.77476269275965,-63.77455684876717,344000,0.0,-63.774556848767155,-70.77476269275965,6.153374962877609,0.0,0.0,2.478111,48,6.153374962877609,0.0,-63.77455684876717
-23.926949844242163,49,0.67720836,213.65147,10,-23.926949844242163,8132.9375,10,-263.2167,-29.26199046475212,-37.30905138184488,-29.261990464752124,350000,0.0,-29.26199046475212,-37.30905138184488,4.116644758996904,0.0,0.0,1.2781255,49,4.116644758996904,0.0,-29.261990464752124
-69.95028123273843,50,0.656855,635.46576,10,-69.95028123273843,18641.947,10,-940.0235,-70.32520085790645,-72.26721604310313,-70.32520085790647,356000,0.0,-70.32520085790645,-72.26721604310313,0.6551601796462367,0.0,0.0,0.040238205,50,0.6551601796462367,0.0,-70.32520085790647
-67.99505854614635,51,0.6188706,855.8527,10,-67.99505854614635,12416.316,10,-168.66486,-75.61697105699189,-80.10059289503931,-75.6169710569919,362000,0.0,-75.61697105699189,-80.10059289503931,3.166029229306666,0.0,0.0,0.8533068,51,3.166029229306666,0.0,-75.6169710569919
-68.33550121931543,52,0.6136215,945.4768,10,-68.33550121931543,22092.787,10,-992.00824,-82.82275495506009,-87.71162488802595,-82.82275495506005,368000,0.0,-82.82275495506009,-87.71162488802595,5.290877543381374,0.0,0.0,-0.20699152,52,5.290877543381374,0.0,-82.82275495506005
20252.27572284559,53,0.64949864,332.27182,10,20252.27572284559,23589.215,10,-1561.788,3467.940078168673,-69.01744717373177,3467.9400781686722,374000,0.0,3467.940078168673,-69.01744717373177,6023.112210760637,0.0,0.0,-0.8688105,53,6023.112210760637,0.0,3467.9400781686722
-69.53347153061712,54,0.73887783,284.41083,10,-69.53347153061712,33755.195,10,-2029.975,-70.45713398928186,-71.08823928833048,-70.45713398928186,380000,0.0,-70.45713398928186,-71.08823928833048,0.4399714691780582,0.0,0.0,-1.1240872,54,0.4399714691780582,0.0,-70.45713398928186
-82.40931843343066,55,0.7726709,1002.089,10,-82.40931843343066,27424.072,10,-586.3916,-87.49533228910299,-90.49736062683972,-87.495332289103,386000,0.0,-87.49533228910299,-90.49736062683972,2.1115202460341895,0.0,0.0,-0.10885617,55,2.1115202460341895,0.0,-87.495332289103
-32.634260962453254,56,0.83436924,886.56305,10,-32.634260962453254,36830.742,10,-1554.8547,-71.13982795100917,-82.56269386312651,-71.13982795100915,392000,0.0,-71.13982795100917,-82.56269386312651,15.503038311287689,0.0,0.0,-0.77243894,56,15.503038311287689,0.0,-71.13982795100915
-53.54375233663158,57,0.9463051,530.9998,10,-53.54375233663158,60025.703,10,-3368.0806,-65.75877708448138,-85.64353618080672,-65.75877708448137,398000,0.0,-65.75877708448138,-85.64353618080672,8.240643904594997,0.0,0.0,-2.38644,57,8.240643904594997,0.0,-65.75877708448137
-15.204955913862806,58,1.1230643,513.171,10,-15.204955913862806,59110.996,10,-3455.6206,-18.984307465864852,-21.01750161623647,-18.984307465864852,404000,0.0,-18.984307465864852,-21.01750161623647,1.7148162203092663,0.0,0.0,-3.1198432,58,1.7148162203092663,0.0,-18.984307465864852
2829.235182064395,59,1.2659854,879.0601,10,2829.235182064395,120247.234,10,-1826.2023,204.41397364267894,-131.5337532428984,204.41397364267908,410000,0.0,204.41397364267894,-131.5337532428984,876.3423609352029,0.0,0.0,-1.2026983,59,876.3423609352029,0.0,204.41397364267908
-39.20262975502167,60,1.3905367,970.69037,10,-39.20262975502167,122519.95,10,-3939.7744,-41.23980011355147,-45.18088680658828,-41.239800113551475,416000,0.0,-41.23980011355147,-45.18088680658828,1.6278427348194449,0.0,0.0,-3.9932754,60,1.6278427348194449,0.0,-41.239800113551475
-30.291533793688405,61,1.6745186,770.22363,10,-30.291533793688405,190023.75,10,-8001.798,-31.32358672845864,-31.765976119129135,-31.323586728458643,422000,0.0,-31.32358672845864,-31.765976119129135,0.38174075191858703,0.0,0.0,-8.997265,61,0.38174075191858703,0.0,-31.323586728458643
-19.56688896227683,62,2.0335505,423.2653,10,-19.56688896227683,165854.47,10,-10242.478,-20.688833989152066,-24.05563880556299,-20.688833989152066,428000,0.0,-20.688833989152066,-24.05563880556299,1.3080139445036847,0.0,0.0,-11.785429,62,1.3080139445036847,0.0,-20.688833989152066
-54.41577643129686,63,2.4158044,383.9991,10,-54.41577643129686,175657.31,10,-10467.494,-75.34402800055629,-83.91681561495565,-75.34402800055629,434000,0.0,-75.34402800055629,-83.91681561495565,9.076121986567596,0.0,0.0,-12.855607,63,9.076121986567596,0.0,-75.34402800055629
-26.468478263251313,64,2.799249,534.98444,10,-26.468478263251313,259785.36,10,-9539.302,-54.929173783148556,-70.135409149145,-54.92917378314853,440000,0.0,-54.929173783148556,-70.135409149145,10.836427134496214,0.0,0.0,-10.733945,64,10.836427134496214,0.0,-54.92917378314853
55.68567968071355,65,3.2231166,340.02518,10,55.68567968071355,172227.44,10,-10156.646,-10.26059674884292,-19.39531931468877,-10.260596748842916,446000,0.0,-10.26059674884292,-19.39531931468877,22.004991659167292,0.0,0.0,-11.884752,65,22.004991659167292,0.0,-10.260596748842916
3272.1789862943688,66,3.7667809,188.44182,10,3272.1789862943688,195671.75,10,-11038.175,320.0642318225158,-19.39057454183416,320.06423182251535,452000,0.0,320.0642318225158,-19.39057454183416,984.2566251969255,0.0,0.0,-12.111844,66,984.2566251969255,0.0,320.06423182251535
-29.267285161461334,67,4.2596793,3682.4646,10,-29.267285161461334,721117.56,10,-7624.04,-37.66636900946109,-51.36927890312344,-37.6663690094611,458000,0.0,-37.66636900946109,-51.36927890312344,5.742496653029439,0.0,0.0,-4.210079,67,5.742496653029439,0.0,-37.6663690094611
-15.731943782914867,68,4.4460917,1979.076,10,-15.731943782914867,221793.84,10,-6089.149,-31.592124539430245,-52.3905496371997,-31.592124539430245,464000,0.0,-31.592124539430245,-52.3905496371997,15.18903341564773,0.0,0.0,-6.4774384,68,15.18903341564773,0.0,-31.592124539430245
-15.997061048110305,69,4.297658,2782.257,10,-15.997061048110305,112349.36,10,-1354.8029,-33.08041144757626,-52.60127523334966,-33.08041144757627,470000,0.0,-33.08041144757626,-52.60127523334966,14.706853136156107,0.0,0.0,12.088118,69,14.706853136156107,0.0,-33.08041144757627
-1.495566190971734,70,4.0026503,960.06555,10,-1.495566190971734,133979.7,10,-3907.0454,-38.039695641235134,-44.65486063148118,-38.03969564123513,476000,0.0,-38.039695641235134,-44.65486063148118,12.255942664325726,0.0,0.0,0.810722,70,12.255942664325726,0.0,-38.03969564123513
10619.458811040275,71,4.317054,1075.1702,10,10619.458811040275,194607.38,10,-8301.579,2782.0389829509554,-24.016891180765402,2782.038982950955,482000,0.0,2782.0389829509554,-24.016891180765402,4067.229678738566,0.0,0.0,-7.2538967,71,4067.229678738566,0.0,2782.038982950955
-39.645874958845056,72,4.887768,1261.7775,10,-39.645874958845056,201913.03,10,-9331.888,-49.103779447784106,-61.61660774723361,-49.103779447784106,488000,0.0,-49.103779447784106,-61.61660774723361,6.2292322085751435,0.0,0.0,-5.766745,72,6.2292322085751435,0.0,-49.103779447784106
45.3631795468824,73,5.453151,1262.1309,10,45.3631795468824,228237.86,10,-10825.874,-30.47047341319894,-51.85127002167217,-30.47047341319894,494000,0.0,-30.47047341319894,-51.85127002167217,26.206915777141415,0.0,0.0,-4.713261,73,26.206915777141415,0.0,-30.47047341319894
-16.332675808548515,74,5.42621,7684.558,10,-16.332675808548515,305641.9,10,-5640.176,-22.497846771079516,-40.42011510542543,-22.49784677107951,500000,0.0,-22.497846771079516,-40.42011510542543,6.344365454603297,0.0,0.0,9.971397,74,6.344365454603297,0.0,-22.49784677107951
-40.37508924452174,75,4.475825,3773.2944,10,-40.37508924452174,105195.11,10,-312.16083,-50.8511120112052,-54.87556114686477,-50.85111201120522,506000,0.0,-50.8511120112052,-54.87556114686477,4.206779442260904,0.0,0.0,17.02516,75,4.206779442260904,0.0,-50.85111201120522
38.55634093851717,76,4.0148325,2205.8047,10,38.55634093851717,140261.39,10,-2341.1794,-38.488314251690284,-58.408847157877425,-38.488314251690284,512000,0.0,-38.488314251690284,-58.408847157877425,28.201926705073745,0.0,0.0,6.5222545,76,28.201926705073745,0.0,-38.488314251690284
-18.2354639546147,77,3.9051871,4070.0535,10,-18.2354639546147,239903.97,10,-5149.755,-28.89485611003378,-47.62984338716273,-28.89485611003378,518000,0.0,-28.89485611003378,-47.62984338716273,9.028522012151813,0.0,0.0,-0.42432672,77,9.028522012151813,0.0,-28.89485611003378
17646.774071976706,78,4.1168585,1194.142,10,17646.774071976706,211037.8,10,-7419.708,1926.981981000576,-20.820341777002866,1926.9819810005745,524000,0.0,1926.981981000576,-20.820341777002866,5246.789725449731,0.0,0.0,-5.5901556,78,5246.789725449731,0.0,1926.9819810005745
11071.154185633728,79,4.746951,986.5139,10,11071.154185633728,237919.06,10,-9755.044,1109.6049472790455,-55.51944395840682,1109.6049472790442,530000,0.0,1109.6049472790455,-55.51944395840682,3322.3281848295305,0.0,0.0,-7.0628858,79,3322.3281848295305,0.0,1109.6049472790442
-41.017696385349474,80,5.208525,2050.418,10,-41.017696385349474,273425.97,10,-6978.088,-49.06987867371729,-56.44089374812735,-49.06987867371729,536000,0.0,-49.06987867371729,-56.44089374812735,4.88356373899417,0.0,0.0,-0.29226246,80,4.88356373899417,0.0,-49.06987867371729
4.5888733915510524,81,4.9104786,1889.7986,10,4.5888733915510524,248923.34,10,-5555.6616,-25.57588582083204,-61.25229998050585,-25.575885820832045,542000,0.0,-25.57588582083204,-61.25229998050585,20.353797337656943,0.0,0.0,3.493614,81,20.353797337656943,0.0,-25.575885820832045
5701.030246462963,82,4.7915096,1168.8041,10,5701.030246462963,225218.08,10,-7693.576,853.5326947849828,-91.07225240139071,853.5326947849832,548000,0.0,853.5326947849828,-91.07225240139071,1886.7666256072675,0.0,0.0,-1.2938933,82,1886.7666256072675,0.0,853.5326947849832
2693.5914521983414,83,5.0834894,917.23926,10,2693.5914521983414,267781.12,10,-6940.759,588.0724033791837,-68.27108355577455,588.0724033791834,554000,0.0,588.0724033791837,-68.27108355577455,1029.799229651913,0.0,0.0,-2.6398442,83,1029.799229651913,0.0,588.0724033791834
35105.48350328365,84,5.532003,898.41724,10,35105.48350328365,247076.92,10,-8137.6655,5199.845439371259,-67.0528220387343,5199.845439371258,560000,0.0,5199.845439371259,-67.0528220387343,10312.349691527806,0.2,0.2,-3.7790835,84,10312.349691527806,0.0,5199.845439371258
-34.62301533580241,85,5.2383566,1680.6136,10,-34.62301533580241,225688.28,10,-885.53345,-53.316603325413666,-65.63999205735809,-53.316603325413666,566000,0.0,-53.316603325413666,-65.63999205735809,10.506914016435315,0.0,0.0,10.701248,85,10.506914016435315,0.0,-53.316603325413666
23453.63049167454,86,4.397915,1074.6703,10,23453.63049167454,129523.61,10,-720.4825,2347.6202624545413,-56.94851251907375,2347.6202624545413,572000,0.0,2347.6202624545413,-56.94851251907375,7035.823974598134,0.0,0.0,10.471884,86,7035.823974598134,0.0,2347.6202624545413
91.06805199408619,87,3.8879168,1012.03735,10,91.06805199408619,134441.28,10,-772.54175,-80.68179766941867,-143.43066673242257,-80.68179766941871,578000,0.0,-80.68179766941867,-143.43066673242257,74.78649039893891,0.0,0.0,5.889065,87,74.78649039893891,0.0,-80.68179766941871
2232.602379270186,88,3.6112726,1248.7885,10,2232.602379270186,156479.2,10,-707.46875,169.0181381209099,-86.90104092392663,169.01813812090987,584000,0.0,169.0181381209099,-86.90104092392663,688.1887516229413,0.0,0.0,2.1586215,88,688.1887516229413,0.0,169.01813812090987
2257.3709461536555,89,3.6405098,912.2606,10,2257.3709461536555,169610.2,10,-1320.436,188.89345864753463,-98.82224044405532,188.89345864753466,590000,0.0,188.89345864753463,-98.82224044405532,689.9077155222843,0.0,0.0,-1.1364349,89,689.9077155222843,0.0,188.89345864753466
