MetaTest/peg-insert-side-v1/StdReturn,MetaTest/peg-insert-side-v1/MaxReturn,MetaTest/peg-insert-side-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/peg-insert-side-v1/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/peg-insert-side-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/peg-insert-side-v1/Iteration,MetaTest/peg-insert-side-v1/MinReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/peg-insert-side-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/peg-insert-side-v1/TerminationRate
6.29258485075645,-15.847861719341035,10,6.29258485075645,-15.847861719341035,0.0,10,-24.88310403293329,-24.88310403293329,-24.883104032933293,0,-36.02179975871162,0,0.0,224000,-24.883104032933293,0.0,-36.02179975871162,0.0
1.6079633634699866,-24.810453196079152,10,1.6079633634699866,-24.810453196079152,0.0,10,-26.69016076981788,-26.69016076981788,-26.690160769817872,1,-29.977140445281115,1,0.0,248000,-26.690160769817872,0.0,-29.977140445281115,0.0
5.588867201630721,-22.189812222741825,10,5.588867201630721,-22.189812222741825,0.0,10,-30.47066349874806,-30.47066349874806,-30.470663498748063,2,-42.76745921970605,2,0.0,272000,-30.470663498748063,0.0,-42.76745921970605,0.0
12.736181045242349,-16.48796181411183,10,12.736181045242349,-16.48796181411183,0.0,10,-30.446748212404287,-30.446748212404287,-30.44674821240428,3,-65.87621923491714,3,0.0,296000,-30.44674821240428,0.0,-65.87621923491714,0.0
4.884340393123616,-21.84205362292564,10,4.884340393123616,-21.84205362292564,0.0,10,-29.51502660637511,-29.51502660637511,-29.515026606375095,4,-40.3161318530906,4,0.0,320000,-29.515026606375095,0.0,-40.3161318530906,0.0
5.3964286893290705,-17.975317174908266,10,5.3964286893290705,-17.975317174908266,0.0,10,-26.027825987891294,-26.027825987891294,-26.027825987891298,5,-31.567875338791175,5,0.0,344000,-26.027825987891298,0.0,-31.567875338791175,0.0
4.007325640438477,-18.00263647452674,10,4.007325640438477,-18.00263647452674,0.0,10,-27.03113052409737,-27.03113052409737,-27.031130524097374,6,-33.96185304719732,6,0.0,368000,-27.031130524097374,0.0,-33.96185304719732,0.0
6.556106051744881,-20.292098406626852,10,6.556106051744881,-20.292098406626852,0.0,10,-29.156148986731004,-29.156148986731004,-29.15614898673101,7,-45.44665580190569,7,0.0,392000,-29.15614898673101,0.0,-45.44665580190569,0.0
4.241239568836722,-18.026659020705146,10,4.241239568836722,-18.026659020705146,0.0,10,-24.51558350363824,-24.51558350363824,-24.515583503638236,8,-31.672254036925484,8,0.0,416000,-24.515583503638236,0.0,-31.672254036925484,0.0
3.146764103490482,-17.65505164392556,10,3.146764103490482,-17.65505164392556,0.0,10,-22.794886425964698,-22.794886425964698,-22.794886425964698,9,-26.91797549076073,9,0.0,440000,-22.794886425964698,0.0,-26.91797549076073,0.0
