GaussianMLPPolicy/LossBefore,MetaTest/push-v1/MinReturn,MetaTest/push-v1/NumEpisodes,Average/MaxReturn,MetaTest/push-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,push-v1/StdReturn,MetaTest/push-v1/TerminationRate,MetaTest/push-v1/SuccessRate,MetaTest/Average/StdReturn,Average/SuccessRate,GaussianMLPPolicy/KLBefore,MetaTest/push-v1/AverageDiscountedReturn,push-v1/AverageReturn,push-v1/AverageDiscountedReturn,Average/TerminationRate,GaussianMLPPolicy/Entropy,Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/NumEpisodes,GaussianMLPPolicy/dLoss,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,Average/AverageReturn,push-v1/NumEpisodes,TotalEnvSteps,MetaTest/push-v1/Iteration,MetaTest/Average/SuccessRate,GaussianMLPPolicy/LossAfter,Average/AverageDiscountedReturn,Average/Iteration,Iteration,push-v1/MaxReturn,MetaTest/push-v1/AverageReturn,GaussianMLPPolicy/KLAfter,MetaTest/Average/AverageReturn,push-v1/SuccessRate,Average/NumEpisodes,push-v1/MinReturn,push-v1/TerminationRate,push-v1/Iteration,MetaTest/Average/Iteration,Average/StdReturn,MetaTest/push-v1/MaxReturn
-1.3174758350942284e-05,,,86231.41944026756,,,9208.568802370577,,,,0.025,0.0,,3772.835185342184,1109.8152090879335,0.0,5.6577653884887695,-22.621432818191053,,,5.173978934180923e-07,,,3772.835185342184,200,1040000,,,-1.3692156244360376e-05,1109.8152090879335,12,12,86231.41944026756,,0.00035779233439825475,,0.025,200,-22.621432818191053,0.0,12,,9208.568802370577,
-4.711453129857546e-06,,,69076.51626161391,,,8789.385852799875,,,,0.035,0.0,,4316.182075321157,1285.223892854163,0.0,5.65137243270874,-40.64474313203363,,,1.292873093916569e-06,,,4316.182075321157,200,1120000,,,-6.004326223774115e-06,1285.223892854163,13,13,69076.51626161391,,0.000767123477999121,,0.035,200,-40.64474313203363,0.0,13,,8789.385852799875,
-3.101566107943654e-06,,,49303.53129335974,,,9010.732569636477,,,,0.04,0.0,,5026.752812044244,1287.685792297614,0.0,5.64971923828125,-26.118742240561,,,2.6943553166347556e-08,,,5026.752812044244,200,1200000,,,-3.1285096611100016e-06,1287.685792297614,14,14,49303.53129335974,,1.9102426449535415e-05,,0.04,200,-26.118742240561,0.0,14,,9010.732569636477,
-7.133143753890181e-06,,,95700.0738069302,,,10552.828457702617,,,,0.04,0.0,,4797.420510180759,1380.2817360600154,0.0,5.638312816619873,-32.43233822200457,,,2.1569617274508346e-06,,,4797.420510180759,200,1280000,,,-9.290105481341016e-06,1380.2817360600154,15,15,95700.0738069302,,0.0011696681613102555,,0.04,200,-32.43233822200457,0.0,15,,10552.828457702617,
5.670684686265304e-07,,,82390.2200260125,,,12077.840599648975,,,,0.045,0.0,,6561.299805217687,1834.8047916789258,0.0,5.638775825500488,-32.511863671192486,,,7.344897312577814e-08,,,6561.299805217687,200,1360000,,,4.936194955007522e-07,1834.8047916789258,16,16,82390.2200260125,,5.185857298783958e-05,,0.045,200,-32.511863671192486,0.0,16,,12077.840599648975,
-3.4000993764493614e-05,,,122085.04524130258,,,12280.081470490199,,,,0.055,0.0,,4984.940550479544,1334.7089263944715,0.0,5.594603538513184,-65.0499245105285,,,2.8981412469875067e-06,,,4984.940550479544,200,1440000,,,-3.689913501148112e-05,1334.7089263944715,17,17,122085.04524130258,,0.0016266442835330963,,0.055,200,-65.0499245105285,0.0,17,,12280.081470490199,
-1.1431230632297229e-05,,,85700.84876715757,,,13869.159130080378,,,,0.065,0.0,,7473.915643414911,2104.714408930682,0.0,5.579033851623535,-25.73139520873788,,,3.4504319046391174e-07,,,7473.915643414911,200,1520000,,,-1.177627382276114e-05,2104.714408930682,18,18,85700.84876715757,,0.0002411518944427371,,0.065,200,-25.73139520873788,0.0,18,,13869.159130080378,
2.10385460377438e-05,,,95655.31074930844,,,11670.199457003493,,,,0.065,0.0,,5332.741612345792,1478.3346647801645,0.0,5.608765125274658,-27.30510423759105,,,5.230122042121366e-07,,,5332.741612345792,200,1600000,,,2.0515533833531663e-05,1478.3346647801645,19,19,95655.31074930844,,0.000364639243343845,,0.065,200,-27.30510423759105,0.0,19,,11670.199457003493,
-1.3760136425844394e-05,14.800046043231228,10,189385.15025321965,9228.903440792003,5057.215137157951,19441.170444536834,0.0,0.0,9228.903440792003,0.065,0.0,5057.215137157951,7568.705457746233,2062.6729822107363,0.0,5.589264869689941,-21.924825687727807,31835.601189882684,10,4.751364031108096e-07,14.800046043231228,0.0,7568.705457746233,200,1680000,2,0.0,-1.4235272828955203e-05,2062.6729822107363,20,20,189385.15025321965,5057.21513715795,0.00033070030622184277,5057.21513715795,0.065,200,-21.924825687727807,0.0,20,2,19441.170444536834,31835.601189882684
-8.83855318534188e-06,,,77755.82475708323,,,11464.740559585904,,,,0.065,0.0,,5298.620847387069,1573.9203040007817,0.0,5.579040050506592,-36.493967642911905,,,4.802659532288089e-06,,,5298.620847387069,200,1760000,,,-1.3641212717629969e-05,1573.9203040007817,21,21,77755.82475708323,,0.0026683290489017963,,0.065,200,-36.493967642911905,0.0,21,,11464.740559585904,
-1.4944511121939286e-06,,,82018.0964058708,,,14218.475260083807,,,,0.045,0.0,,7467.973178765613,2009.2106435062335,0.0,5.577538013458252,-38.96521775011323,,,2.996830517076887e-08,,,7467.973178765613,200,1840000,,,-1.5244194173646974e-06,2009.2106435062335,22,22,82018.0964058708,,2.1208001271588728e-05,,0.045,200,-38.96521775011323,0.0,22,,14218.475260083807,
-7.487878519896185e-06,,,102228.31709599376,,,15833.038386893071,,,,0.055,0.0,,7310.90081078341,2044.2670203818177,0.0,5.566386699676514,-26.331581934684092,,,1.0108874448633287e-06,,,7310.90081078341,200,1920000,,,-8.498765964759514e-06,2044.2670203818177,23,23,102228.31709599376,,0.0006486420170404017,,0.055,200,-26.331581934684092,0.0,23,,15833.038386893071,
-4.097177225048654e-06,,,67665.52201027481,,,9110.420857537192,,,,0.025,0.0,,4755.617824837416,1377.4935028277841,0.0,5.560181140899658,-21.32600272396363,,,1.6726062312955037e-07,,,4755.617824837416,200,2000000,,,-4.264437848178204e-06,1377.4935028277841,24,24,67665.52201027481,,0.00011761420319089666,,0.025,200,-21.32600272396363,0.0,24,,9110.420857537192,
3.954855401389068e-06,,,90660.58351448781,,,13583.079535435541,,,,0.04,0.0,,6814.603353100291,1936.7027904138959,0.0,5.565018177032471,-25.582281496743754,,,1.043313204718288e-07,,,6814.603353100291,200,2080000,,,3.850524080917239e-06,1936.7027904138959,25,25,90660.58351448781,,7.366380305029452e-05,,0.04,200,-25.582281496743754,0.0,25,,13583.079535435541,
-6.594936621695524e-06,,,130470.12806493315,,,15204.305744292655,,,,0.055,0.0,,6258.790326088358,1754.6978055004956,0.0,5.555158615112305,-21.456266688045922,,,1.1529436960699968e-07,,,6258.790326088358,200,2160000,,,-6.710230991302524e-06,1754.6978055004956,26,26,130470.12806493315,,8.120108395814896e-05,,0.055,200,-21.456266688045922,0.0,26,,15204.305744292655,
-9.997268534789328e-06,,,88676.65670511601,,,14010.875848396452,,,,0.07,0.0,,6698.873783413604,1928.3392279799116,0.0,5.540977954864502,-22.594626687863695,,,2.2185668058227748e-07,,,6698.873783413604,200,2240000,,,-1.0219125215371605e-05,1928.3392279799116,27,27,88676.65670511601,,0.0001558175717946142,,0.07,200,-22.594626687863695,0.0,27,,14010.875848396452,
7.660345545446035e-06,,,100068.15571267162,,,14404.980942913435,,,,0.075,0.0,,7222.701670927021,2024.5608976587432,0.0,5.548393726348877,-30.906982414532607,,,5.879383024876006e-08,,,7222.701670927021,200,2320000,,,7.6015517151972745e-06,2024.5608976587432,28,28,100068.15571267162,,4.1492174204904586e-05,,0.075,200,-30.906982414532607,0.0,28,,14404.980942913435,
-1.7032978121278575e-06,,,160862.5958412909,,,18828.444239612323,,,,0.1,0.0,,9082.437038032163,2457.3147763294232,0.0,5.547293186187744,-38.43252014619709,,,2.4161863620975055e-09,,,9082.437038032163,200,2400000,,,-1.705713998489955e-06,2457.3147763294232,29,29,160862.5958412909,,1.7176073470182018e-06,,0.1,200,-38.43252014619709,0.0,29,,18828.444239612323,
1.6852605767780915e-05,460.81084103607554,10,79043.65136825525,13142.223096766756,13076.681451423807,10361.333674812644,0.0,0.1,13142.223096766756,0.04,0.0,13076.681451423807,4844.537611606897,1455.4318518581467,0.0,5.567315101623535,-24.920918560991307,34563.72764318426,10,4.477860784390941e-06,460.81084103607554,0.0,4844.537611606897,200,2480000,3,0.1,1.2374744983389974e-05,1455.4318518581467,30,30,79043.65136825525,13076.681451423807,0.003207107540220022,13076.681451423807,0.04,200,-24.920918560991307,0.0,30,3,10361.333674812644,34563.72764318426
-1.5764202316859155e-06,,,108759.32686344664,,,15627.446942120505,,,,0.085,0.0,,8893.647040446658,2562.0901174585124,0.0,5.566688060760498,-22.375102820547585,,,3.4918912206194364e-09,,,8893.647040446658,200,2560000,,,-1.579912122906535e-06,2562.0901174585124,31,31,108759.32686344664,,2.4679686703166226e-06,,0.085,200,-22.375102820547585,0.0,31,,15627.446942120505,
-1.7819724007495097e-06,,,110737.59502056314,,,15815.257483419762,,,,0.055,0.0,,8436.80797674459,2409.080248620419,0.0,5.565961837768555,-25.477060366609614,,,4.6916511564631946e-08,,,8436.80797674459,200,2640000,,,-1.8288889123141416e-06,2409.080248620419,32,32,110737.59502056314,,3.3157073630718514e-05,,0.055,200,-25.477060366609614,0.0,32,,15815.257483419762,
3.5979694530396955e-06,,,99704.03649474336,,,15357.268775662282,,,,0.085,0.0,,8455.285262693367,2262.1940063117045,0.0,5.570771217346191,-21.658202599220747,,,9.5042196335271e-08,,,8455.285262693367,200,2720000,,,3.5029272567044245e-06,2262.1940063117045,33,33,99704.03649474336,,6.70072840875946e-05,,0.085,200,-21.658202599220747,0.0,33,,15357.268775662282,
-7.255253876792267e-06,,,127418.27204493327,,,16907.86676046734,,,,0.08,0.0,,9202.896967076167,2557.997404176795,0.0,5.561703681945801,-20.374486758124743,,,7.57818270358257e-08,,,9202.896967076167,200,2800000,,,-7.331035703828093e-06,2557.997404176795,34,34,127418.27204493327,,5.345997487893328e-05,,0.08,200,-20.374486758124743,0.0,34,,16907.86676046734,
-2.19611592910951e-07,,,155086.85034188192,,,19580.940376450748,,,,0.07,0.0,,9798.364896848041,2619.3302335314684,0.0,5.561522483825684,-30.95914053077325,,,8.774031812208705e-08,,,9798.364896848041,200,2880000,,,-3.0735191103303805e-07,2619.3302335314684,35,35,155086.85034188192,,6.18382910033688e-05,,0.07,200,-30.95914053077325,0.0,35,,19580.940376450748,
-2.1003290839871624e-06,,,87352.3879200493,,,15096.622590789833,,,,0.065,0.0,,9226.730940705436,2591.4811567267993,0.0,5.560997486114502,-21.562231850203943,,,1.2952114047948271e-08,,,9226.730940705436,200,2960000,,,-2.1132811980351107e-06,2591.4811567267993,36,36,87352.3879200493,,9.183276233670767e-06,,0.065,200,-21.562231850203943,0.0,36,,15096.622590789833,
1.5270674111889093e-06,,,102770.51215769295,,,18949.720424145336,,,,0.115,0.0,,10327.158369401117,2781.063444562112,0.0,5.5616374015808105,-21.24402036080829,,,8.859501576807816e-09,,,10327.158369401117,200,3040000,,,1.5182079096121015e-06,2781.063444562112,37,37,102770.51215769295,,6.256801043491578e-06,,0.115,200,-21.24402036080829,0.0,37,,18949.720424145336,
-4.514659849519376e-06,,,104553.0971865106,,,15463.628972315304,,,,0.065,0.0,,7837.912808941166,2139.1982822037007,0.0,5.555984973907471,-24.618389508787857,,,2.7313490136293694e-08,,,7837.912808941166,200,3120000,,,-4.541973339655669e-06,2139.1982822037007,38,38,104553.0971865106,,1.926376899064053e-05,,0.065,200,-24.618389508787857,0.0,38,,15463.628972315304,
-6.421728926397918e-07,,,115688.41246838504,,,15972.420149008964,,,,0.055,0.0,,7572.2415769675445,2203.1505678469834,0.0,5.555450439453125,-20.058633450352605,,,2.946444510598667e-08,,,7572.2415769675445,200,3200000,,,-6.716373377457785e-07,2203.1505678469834,39,39,115688.41246838504,,2.0848136045970023e-05,,0.055,200,-20.058633450352605,0.0,39,,15972.420149008964,
-4.987662123312475e-06,233.43265152804526,10,74532.8171626778,9679.375010865768,10894.730992537696,16079.83149106922,0.0,0.1,9679.375010865768,0.12,0.0,10894.730992537696,10967.635729258482,2969.522511360691,0.0,5.549300670623779,-21.3071545534015,26545.109122936996,10,1.9546860130503774e-08,233.43265152804526,0.0,10967.635729258482,200,3280000,4,0.1,-5.007208983442979e-06,2969.522511360691,40,40,74532.8171626778,10894.730992537696,1.3812596080242656e-05,10894.730992537696,0.12,200,-21.3071545534015,0.0,40,4,16079.83149106922,26545.109122936996
-9.142559065367095e-07,,,127468.66694922488,,,17583.408565567843,,,,0.08,0.0,,9507.820393390755,2520.01877951685,0.0,5.548630714416504,-24.786187540839602,,,7.058508799673291e-08,,,9507.820393390755,200,3360000,,,-9.848409945334424e-07,2520.01877951685,41,41,127468.66694922488,,4.9696245696395636e-05,,0.08,200,-24.786187540839602,0.0,41,,17583.408565567843,
-4.865799496656109e-07,,,103805.23055427523,,,18403.515435750895,,,,0.12,0.0,,10529.270148131889,2895.4418695733434,0.0,5.548065662384033,-29.304171780209376,,,9.872962891677162e-09,,,10529.270148131889,200,3440000,,,-4.964529125572881e-07,2895.4418695733434,42,42,103805.23055427523,,6.9846805672568735e-06,,0.12,200,-29.304171780209376,0.0,42,,18403.515435750895,
-1.666162233959767e-06,,,155431.99066408552,,,21505.17603376806,,,,0.075,0.0,,10633.731813247265,2840.5415863422545,0.0,5.547632217407227,-21.510749892011017,,,3.49411948263878e-08,,,10633.731813247265,200,3520000,,,-1.7011034287861548e-06,2840.5415863422545,43,43,155431.99066408552,,2.465627585479524e-05,,0.075,200,-21.510749892011017,0.0,43,,21505.17603376806,
