MetaTest/plate-slide-side-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTrain/Average/QfLoss,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-side-v1/MinReturn,MetaTest/plate-slide-side-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/Iteration,MetaTrain/Average/Alpha,MetaTest/plate-slide-side-v1/StdReturn,MetaTest/plate-slide-side-v1/MaxReturn,MetaTest/plate-slide-side-v1/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/NumTrajs,TotalEnvSteps,MetaTest/plate-slide-side-v1/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/plate-slide-side-v1/NumTrajs,MetaTest/plate-slide-side-v1/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTest/Average/MaxReturn
31350.50825506349,30543.00025619502,4564072.0,0.0,-23.689726,31350.50825506347,-32.07202053307665,17,-32.07202053307665,17,nan,30543.00025619502,78114.09460605466,0.0,0.0,31350.50825506349,10,632000,31350.50825506347,45.49981,10,0.0,-39727.68,78114.09460605466
9447.324906480197,7978.457820779708,6289360.5,0.0,-23.781582,9447.324906480195,3441.5931451861525,18,3441.5931451861525,18,nan,7978.457820779708,26029.699458766685,0.0,0.0,9447.324906480197,10,656000,9447.324906480195,29.98675,10,0.0,-42502.1,26029.699458766685
12005.127718412807,8556.913332877843,8360959.5,0.0,-22.777565,12005.127718412812,3121.8291114864865,19,3121.8291114864865,19,nan,8556.913332877843,32361.381691390867,0.2,0.2,12005.127718412807,10,680000,12005.127718412812,33.67067,10,0.0,-48100.64,32361.381691390867
66832.97568271034,12533.130500552177,11602491.0,0.0,-21.963318,66832.97568271034,38430.72081422179,20,38430.72081422179,20,nan,12533.130500552177,80799.42449063726,0.0,0.0,66832.97568271034,10,704000,66832.97568271034,41.007313,10,0.0,-55707.83,80799.42449063726
44786.74660973545,28223.219612594792,14495971.0,0.0,-21.661003,44786.746609735455,-15.126479471606459,21,-15.126479471606459,21,nan,28223.219612594792,74798.27768085286,0.0,0.0,44786.74660973545,10,728000,44786.746609735455,57.912037,10,0.0,-62709.086,74798.27768085286
-55.43708073149993,34.47178239807626,16607104.0,0.0,-21.497257,-55.43708073149992,-107.96732548949417,22,-107.96732548949417,22,nan,34.47178239807626,-16.27610292052666,0.0,0.0,-55.43708073149993,10,752000,-55.43708073149992,131.81094,10,0.0,-67738.96,-16.27610292052666
29531.582240818465,27409.91187544814,16831024.0,0.0,-20.391962,29531.582240818483,-59.642250879730256,23,-59.642250879730256,23,nan,27409.91187544814,65584.42922173934,0.0,0.0,29531.582240818465,10,776000,29531.582240818483,136.08528,10,0.0,-69594.95,65584.42922173934
19307.744312767463,21384.787259744393,17815730.0,0.0,-19.880829,19307.744312767452,1537.9208517368202,24,1537.9208517368202,24,nan,21384.787259744393,66961.50092041408,0.0,0.0,19307.744312767463,10,800000,19307.744312767452,119.4287,10,0.0,-72076.65,66961.50092041408
17139.586052927152,23012.374084149844,16169417.0,0.0,-19.095789,17139.586052927145,-55.176329449259285,25,-55.176329449259285,25,nan,23012.374084149844,69930.79577777158,0.0,0.0,17139.586052927152,10,824000,17139.586052927145,160.53384,10,0.0,-60555.812,69930.79577777158
25041.6356732142,31500.248976655184,19993202.0,0.0,-19.285583,25041.635673214205,-51.88430927530109,26,-51.88430927530109,26,nan,31500.248976655184,77059.07328294133,0.0,0.0,25041.6356732142,10,848000,25041.635673214205,96.34135,10,0.0,-75276.55,77059.07328294133
7834.770750649989,18266.432101762955,22977646.0,0.0,-19.676777,7834.770750649989,-109.78272946702599,27,-109.78272946702599,27,nan,18266.432101762955,59974.330275201355,0.0,0.0,7834.770750649989,10,872000,7834.770750649989,84.52023,10,0.0,-87170.945,59974.330275201355
40942.38754575976,30577.61743517968,25963110.0,0.0,-20.002554,40942.38754575977,-17.72021626824518,28,-17.72021626824518,28,nan,30577.61743517968,77294.47107438001,0.0,0.0,40942.38754575976,10,896000,40942.38754575977,95.84139,10,0.0,-93205.08,77294.47107438001
51402.210113730674,26053.932689641704,28004014.0,0.0,-19.712496,51402.21011373069,7491.884437113282,29,7491.884437113282,29,nan,26053.932689641704,79293.52206404792,0.0,0.0,51402.210113730674,10,920000,51402.21011373069,74.47265,10,0.0,-100148.05,79293.52206404792
26766.858924265147,20067.11983072765,30079178.0,0.0,-19.625961,26766.858924265154,-19.87445092581497,30,-19.87445092581497,30,nan,20067.11983072765,61641.028898392964,0.0,0.0,26766.858924265147,10,944000,26766.858924265154,64.66407,10,0.0,-109786.35,61641.028898392964
38138.124664936215,30339.34302837405,31243908.0,0.0,-19.654535,38138.12466493621,-17.260698690309344,31,-17.260698690309344,31,nan,30339.34302837405,77106.58863688516,0.0,0.0,38138.124664936215,10,968000,38138.12466493621,73.33073,10,0.0,-118504.0,77106.58863688516
36349.52358003212,21338.958705206045,32296570.0,0.0,-19.403252,36349.52358003212,10668.823926463696,32,10668.823926463696,32,nan,21338.958705206045,69925.80003485293,0.0,0.0,36349.52358003212,10,992000,36349.52358003212,324.27026,10,0.0,-122779.56,69925.80003485293
47305.331616469724,30370.179689114208,33572580.0,0.0,-19.490442,47305.331616469746,5326.356745704967,33,5326.356745704967,33,nan,30370.179689114208,76377.50446993325,0.0,0.0,47305.331616469724,10,1016000,47305.331616469746,385.75076,10,0.0,-129071.31,76377.50446993325
17351.221600763212,13138.451026814206,33336006.0,0.0,-18.980415,17351.221600763216,1194.5361962746847,34,1194.5361962746847,34,nan,13138.451026814206,49890.347411897186,0.0,0.0,17351.221600763212,10,1040000,17351.221600763216,93.98599,10,0.0,-131507.19,49890.347411897186
40040.66249651871,28442.085627700442,33921896.0,0.0,-18.794542,40040.662496518715,-52.94481547765251,35,-52.94481547765251,35,nan,28442.085627700442,78915.44156769296,0.0,0.0,40040.66249651871,10,1064000,40040.662496518715,68.777725,10,0.0,-133114.55,78915.44156769296
23366.230282964687,34397.093333988756,33804324.0,0.0,-18.523407,23366.230282964672,-15.672741253465038,36,-15.672741253465038,36,nan,34397.093333988756,121453.46907930868,0.1,0.1,23366.230282964687,10,1088000,23366.230282964672,78.419205,10,0.0,-134274.75,121453.46907930868
22406.919900951667,22573.515249624023,33743404.0,0.0,-18.323593,22406.919900951667,-17.998385779416218,37,-17.998385779416218,37,nan,22573.515249624023,72289.84448837928,0.0,0.0,22406.919900951667,10,1112000,22406.919900951667,84.94336,10,0.0,-135493.7,72289.84448837928
68169.33326027333,8866.21849789159,33409598.0,0.0,-18.398579,68169.33326027336,49402.80705976493,38,49402.80705976493,38,nan,8866.21849789159,76879.12513244753,0.0,0.0,68169.33326027333,10,1136000,68169.33326027336,74.0597,10,0.0,-139333.31,76879.12513244753
53906.89373252025,30267.784803422906,34231670.0,0.0,-18.771406,53906.89373252024,-62.317536195922685,39,-62.317536195922685,39,nan,30267.784803422906,79795.54269507773,0.0,0.0,53906.89373252025,10,1160000,53906.89373252024,65.41585,10,0.0,-140474.75,79795.54269507773
54096.0560161461,30679.909077185,33506120.0,0.0,-19.56405,54096.0560161461,2079.4343616061806,40,2079.4343616061806,40,nan,30679.909077185,81345.66430152867,0.0,0.0,54096.0560161461,10,1184000,54096.0560161461,78.32397,10,0.0,-137828.77,81345.66430152867
53986.06486509913,25399.758042424666,32991630.0,0.0,-19.987814,53986.06486509913,5393.2555820971465,41,5393.2555820971465,41,nan,25399.758042424666,74798.08632223951,0.0,0.0,53986.06486509913,10,1208000,53986.06486509913,78.97355,10,0.0,-138808.94,74798.08632223951
34515.38523047748,35047.56718005137,32513020.0,0.0,-20.213877,34515.38523047746,-50.12538483259832,42,-50.12538483259832,42,nan,35047.56718005137,78530.01679359814,0.0,0.0,34515.38523047748,10,1232000,34515.38523047746,137.14,10,0.0,-128067.2,78530.01679359814
31809.29082530678,37950.743052135826,31694484.0,0.0,-19.867342,31809.290825306794,-57.95280565433171,43,-57.95280565433171,43,nan,37950.743052135826,82560.72485298103,0.0,0.0,31809.29082530678,10,1256000,31809.290825306794,135.63388,10,0.0,-129066.625,82560.72485298103
28928.620466904707,32438.800222047714,32069864.0,0.0,-19.554537,28928.620466904704,-63.115974261822885,44,-63.115974261822885,44,nan,32438.800222047714,71214.621376687,0.0,0.0,28928.620466904707,10,1280000,28928.620466904704,120.18483,10,0.0,-131964.08,71214.621376687
28941.574158765026,29448.78261586759,30193558.0,0.0,-19.264101,28941.57415876502,-40.211614805349186,45,-40.211614805349186,45,nan,29448.78261586759,67481.85821738417,0.0,0.0,28941.574158765026,10,1304000,28941.57415876502,256.43524,10,0.0,-120387.92,67481.85821738417
8036.325630163852,10144.7411730585,23966974.0,0.0,-18.069626,8036.325630163857,-79.56592359752601,46,-79.56592359752601,46,nan,10144.7411730585,24733.09755322689,0.1,0.1,8036.325630163852,10,1328000,8036.325630163857,385.52933,10,0.0,-96152.32,24733.09755322689
35382.48654343879,26768.618419355815,11765205.0,0.0,-17.660402,35382.48654343879,5642.162505059085,47,5642.162505059085,47,nan,26768.618419355815,76915.09791585467,0.0,0.0,35382.48654343879,10,1352000,35382.48654343879,788.93225,10,0.0,-43721.227,76915.09791585467
48207.52599417617,24258.297519888827,10560047.0,0.0,-16.807236,48207.52599417617,6786.585998087846,48,6786.585998087846,48,nan,24258.297519888827,72100.449297862,0.0,0.0,48207.52599417617,10,1376000,48207.52599417617,363.65826,10,0.0,-37568.82,72100.449297862
52254.289963649375,13581.870753267836,15030112.0,0.0,-15.992027,52254.28996364937,15804.76439842742,49,15804.76439842742,49,nan,13581.870753267836,67752.07517307009,0.1,0.1,52254.289963649375,10,1400000,52254.28996364937,214.86967,10,0.0,-49914.09,67752.07517307009
23175.683894941543,32157.56302964036,18080252.0,0.0,-16.927444,23175.683894941543,-92.7312665463652,50,-92.7312665463652,50,nan,32157.56302964036,93310.59194652663,0.3,0.3,23175.683894941543,10,1424000,23175.683894941543,197.88356,10,0.0,-63601.777,93310.59194652663
58072.07756627428,16773.6984090861,21839336.0,0.0,-17.669022,58072.07756627425,11944.035866545495,51,11944.035866545495,51,nan,16773.6984090861,74455.4052426471,0.0,0.0,58072.07756627428,10,1448000,58072.07756627425,87.53678,10,0.0,-79375.94,74455.4052426471
64980.405708599,10326.590271922752,24573390.0,0.0,-18.56215,64980.40570859898,50988.643186250054,52,50988.643186250054,52,nan,10326.590271922752,77060.17301613287,0.0,0.0,64980.405708599,10,1472000,64980.40570859898,77.62247,10,0.0,-92743.79,77060.17301613287
52808.70001288308,17745.237007206248,26740142.0,0.0,-18.411266,52808.70001288308,11663.273477575523,53,11663.273477575523,53,nan,17745.237007206248,74447.74021437022,0.0,0.0,52808.70001288308,10,1496000,52808.70001288308,93.64702,10,0.0,-102767.35,74447.74021437022
63900.77182071472,7422.207207770565,27489562.0,0.0,-17.963757,63900.7718207147,52713.57913783928,54,52713.57913783928,54,nan,7422.207207770565,76339.55334551887,0.0,0.0,63900.77182071472,10,1520000,63900.7718207147,74.69086,10,0.0,-110067.92,76339.55334551887
60974.04007262448,9760.367325049336,28800302.0,0.0,-17.822737,60974.040072624455,39536.70959546456,55,39536.70959546456,55,nan,9760.367325049336,71055.55988983816,0.0,0.0,60974.04007262448,10,1544000,60974.040072624455,71.61665,10,0.0,-116213.84,71055.55988983816
40285.14060051374,29802.973540505245,29802848.0,0.0,-17.936558,40285.14060051375,-15.897573834109657,56,-15.897573834109657,56,nan,29802.973540505245,80918.86898807013,0.3,0.3,40285.14060051374,10,1568000,40285.14060051375,69.6878,10,0.0,-120702.94,80918.86898807013
57604.989301536385,14812.416922229959,30834084.0,0.0,-17.803608,57604.98930153639,27263.705926374234,57,27263.705926374234,57,nan,14812.416922229959,74009.84687924045,0.0,0.0,57604.989301536385,10,1592000,57604.98930153639,79.48081,10,0.0,-126625.055,74009.84687924045
50524.95190067263,20059.100922713675,33543266.0,0.0,-17.419672,50524.95190067265,19822.773923289864,58,19822.773923289864,58,nan,20059.100922713675,71808.46531397438,0.0,0.0,50524.95190067263,10,1616000,50524.95190067265,84.2926,10,0.0,-131346.97,71808.46531397438
41984.42321003291,29329.205914120725,34166870.0,0.0,-17.237852,41984.42321003289,4983.7954650390075,59,4983.7954650390075,59,nan,29329.205914120725,74160.17659942235,0.0,0.0,41984.42321003291,10,1640000,41984.42321003289,83.03987,10,0.0,-134915.2,74160.17659942235
29094.64752977972,9508.343919873287,35462036.0,0.0,-17.727262,29094.64752977971,19267.259181449714,60,19267.259181449714,60,nan,9508.343919873287,54974.38275574264,0.0,0.0,29094.64752977972,10,1664000,29094.64752977971,79.72046,10,0.0,-138825.75,54974.38275574264
40396.10892258184,31162.756541841463,35148692.0,0.0,-17.763237,40396.10892258185,6021.663356177564,61,6021.663356177564,61,nan,31162.756541841463,76513.02776145478,0.0,0.0,40396.10892258184,10,1688000,40396.10892258185,81.70839,10,0.0,-140505.31,76513.02776145478
50176.08985670655,30131.447480499683,35807004.0,0.0,-17.79613,50176.08985670655,4861.308964053941,62,4861.308964053941,62,nan,30131.447480499683,111054.0559125964,0.1,0.1,50176.08985670655,10,1712000,50176.08985670655,92.03836,10,0.0,-143997.17,111054.0559125964
53559.587449385916,24521.184273891693,36648420.0,0.0,-17.87834,53559.587449385916,6907.568419575331,63,6907.568419575331,63,nan,24521.184273891693,77420.9997901735,0.0,0.0,53559.587449385916,10,1736000,53559.587449385916,104.113686,10,0.0,-147824.31,77420.9997901735
41050.524888033935,16384.99228277405,36623860.0,0.0,-18.37236,41050.524888033935,20842.932838381363,64,20842.932838381363,64,nan,16384.99228277405,70395.92772858511,0.0,0.0,41050.524888033935,10,1760000,41050.524888033935,84.75439,10,0.0,-148872.4,70395.92772858511
44910.76780972519,24942.706912572543,37498560.0,0.0,-18.865131,44910.76780972519,7155.344810262413,65,7155.344810262413,65,nan,24942.706912572543,76150.28586858434,0.0,0.0,44910.76780972519,10,1784000,44910.76780972519,89.985,10,0.0,-149849.77,76150.28586858434
45911.70182853299,26062.670118713366,52572580.0,0.0,-19.449345,45911.70182853298,2105.4856723201415,66,2105.4856723201415,66,nan,26062.670118713366,74118.7349980186,0.0,0.0,45911.70182853299,10,1808000,45911.70182853298,257.68732,10,0.0,-151868.77,74118.7349980186
56249.74132543498,13357.315849332172,37060324.0,0.0,-19.674063,56249.74132543498,26766.78837685691,67,26766.78837685691,67,nan,13357.315849332172,72595.58260015646,0.0,0.0,56249.74132543498,10,1832000,56249.74132543498,433.5479,10,0.0,-147495.83,72595.58260015646
28414.42153193325,30833.307106391094,39758988.0,0.0,-19.808949,28414.421531933254,-53.02098380408138,68,-53.02098380408138,68,nan,30833.307106391094,85156.10902488283,0.1,0.1,28414.42153193325,10,1856000,28414.421531933254,1339.0093,10,0.0,-148035.11,85156.10902488283
97644.90904063403,57049.735799843416,38092776.0,0.0,-19.879608,97644.90904063398,9492.36345513568,69,9492.36345513568,69,nan,57049.735799843416,165082.88796096336,0.7,0.7,97644.90904063403,10,1880000,97644.90904063398,350.8615,10,0.0,-150877.52,165082.88796096336
86309.66842201531,64282.059764004036,38778896.0,0.0,-20.087864,86309.66842201533,15435.072292029057,70,15435.072292029057,70,nan,64282.059764004036,206852.87173160064,0.7,0.7,86309.66842201531,10,1904000,86309.66842201533,131.00458,10,0.0,-152771.75,206852.87173160064
75215.31446290834,39537.38344796993,40869670.0,0.0,-20.605228,75215.31446290834,18023.287011486307,71,18023.287011486307,71,nan,39537.38344796993,136302.52026290097,0.4,0.4,75215.31446290834,10,1928000,75215.31446290834,176.02377,10,0.0,-154715.86,136302.52026290097
78713.25324057383,42960.059860916816,43384924.0,0.0,-20.747894,78713.25324057383,17366.89867381344,72,17366.89867381344,72,nan,42960.059860916816,145804.99051879495,0.7,0.7,78713.25324057383,10,1952000,78713.25324057383,154.90501,10,0.0,-159849.38,145804.99051879495
77449.33855777753,49559.52895849206,46032244.0,0.0,-20.999443,77449.33855777752,26873.753049276744,73,26873.753049276744,73,nan,49559.52895849206,173022.9073676919,0.5,0.5,77449.33855777753,10,1976000,77449.33855777752,151.41512,10,0.0,-165700.45,173022.9073676919
62556.59916846866,32222.69830876568,47971370.0,0.0,-21.136282,62556.59916846863,29432.154955267062,74,29432.154955267062,74,nan,32222.69830876568,140019.91762114357,0.5,0.5,62556.59916846866,10,2000000,62556.59916846863,121.88747,10,0.0,-166826.31,140019.91762114357
48678.99617325589,26531.01742671641,50665464.0,0.0,-21.475313,48678.99617325588,12373.92616691123,75,12373.92616691123,75,nan,26531.01742671641,96348.49339569279,0.6,0.6,48678.99617325589,10,2024000,48678.99617325588,113.62668,10,0.0,-172757.44,96348.49339569279
100620.69743808822,49202.317519796205,54060260.0,0.0,-21.74595,100620.69743808825,50630.234978381646,76,50630.234978381646,76,nan,49202.317519796205,174479.8902208814,0.6,0.6,100620.69743808822,10,2048000,100620.69743808825,116.86121,10,0.0,-177890.69,174479.8902208814
67935.82154333798,49725.272964425734,56238844.0,0.0,-21.631992,67935.82154333798,15200.226685872007,77,15200.226685872007,77,nan,49725.272964425734,171228.0442043926,0.3,0.3,67935.82154333798,10,2072000,67935.82154333798,88.964035,10,0.0,-182796.39,171228.0442043926
70345.80485508958,60740.107260523684,58509704.0,0.0,-21.548067,70345.80485508959,5870.46859980006,78,5870.46859980006,78,nan,60740.107260523684,175839.9471737528,0.6,0.6,70345.80485508958,10,2096000,70345.80485508959,93.53585,10,0.0,-181735.69,175839.9471737528
84992.29687515166,42557.1561762724,60608668.0,0.0,-21.48491,84992.29687515165,27821.52204659781,79,27821.52204659781,79,nan,42557.1561762724,164213.99240443888,0.8,0.8,84992.29687515166,10,2120000,84992.29687515165,93.90675,10,0.0,-186893.19,164213.99240443888
107573.70611622398,41977.04953545321,63874524.0,0.0,-21.698044,107573.70611622398,24036.924262911132,80,24036.924262911132,80,nan,41977.04953545321,161391.90048169778,0.9,0.9,107573.70611622398,10,2144000,107573.70611622398,104.66462,10,0.0,-192000.22,161391.90048169778
82786.48845980842,75049.08887784804,66803188.0,0.0,-21.621777,82786.48845980839,10112.230793320457,81,10112.230793320457,81,nan,75049.08887784804,220871.26704029518,0.5,0.5,82786.48845980842,10,2168000,82786.48845980839,122.797554,10,0.0,-199536.7,220871.26704029518
51592.42902131594,36259.94435151063,71282710.0,0.0,-21.712101,51592.429021315955,11326.13285610883,82,11326.13285610883,82,nan,36259.94435151063,119575.9292857268,0.3,0.3,51592.42902131594,10,2192000,51592.429021315955,120.52394,10,0.0,-208531.9,119575.9292857268
69236.5702112315,39658.46135087362,74082520.0,0.0,-21.79756,69236.57021123148,22460.913565677452,83,22460.913565677452,83,nan,39658.46135087362,149426.95849726003,0.4,0.4,69236.5702112315,10,2216000,69236.57021123148,67.19788,10,0.0,-211406.81,149426.95849726003
68071.0651740917,23739.880215169756,77295210.0,0.0,-21.878117,68071.0651740917,42530.89305812729,84,42530.89305812729,84,nan,23739.880215169756,119905.07790526026,0.6,0.6,68071.0651740917,10,2240000,68071.0651740917,60.648445,10,0.0,-214198.4,119905.07790526026
82645.75138462058,42401.573115586565,79046856.0,0.0,-21.99023,82645.75138462055,14308.232113774926,85,14308.232113774926,85,nan,42401.573115586565,150155.0630782562,0.3,0.3,82645.75138462058,10,2264000,82645.75138462055,63.142197,10,0.0,-217468.1,150155.0630782562
79186.73156416215,32346.98213806781,82246550.0,0.0,-22.083918,79186.73156416215,28451.61342531333,86,28451.61342531333,86,nan,32346.98213806781,135076.09123970233,0.3,0.3,79186.73156416215,10,2288000,79186.73156416215,98.17114,10,0.0,-222249.6,135076.09123970233
88972.66616193883,48918.146595649,84288610.0,0.0,-22.009207,88972.66616193885,15037.505479870573,87,15037.505479870573,87,nan,48918.146595649,170017.46941931205,0.5,0.5,88972.66616193883,10,2312000,88972.66616193885,71.39113,10,0.0,-221973.89,170017.46941931205
81299.76216589555,38319.21245814539,86897080.0,0.0,-21.995298,81299.76216589555,46045.00961897763,88,46045.00961897763,88,nan,38319.21245814539,153266.63072537933,0.4,0.4,81299.76216589555,10,2336000,81299.76216589555,79.76334,10,0.0,-226771.31,153266.63072537933
84281.70233946582,53487.689718361464,88085140.0,0.0,-22.125996,84281.70233946582,11279.157472009421,89,11279.157472009421,89,nan,53487.689718361464,153103.52694661418,0.4,0.4,84281.70233946582,10,2360000,84281.70233946582,90.24125,10,0.0,-228091.61,153103.52694661418
85736.16525119316,33847.43780551095,89142344.0,0.0,-22.543617,85736.16525119315,44654.147325958234,90,44654.147325958234,90,nan,33847.43780551095,131810.21756990298,0.4,0.4,85736.16525119316,10,2384000,85736.16525119315,67.85046,10,0.0,-231045.45,131810.21756990298
78554.19154149338,45258.99664676173,89962696.0,0.0,-23.006891,78554.19154149338,29879.243376074053,91,29879.243376074053,91,nan,45258.99664676173,150506.07280633185,0.6,0.6,78554.19154149338,10,2408000,78554.19154149338,56.063572,10,0.0,-233587.08,150506.07280633185
93895.3481230688,60630.936975206954,94895950.0,0.0,-23.165915,93895.34812306879,8252.077741416002,92,8252.077741416002,92,nan,60630.936975206954,213695.32856985324,0.7,0.7,93895.3481230688,10,2432000,93895.34812306879,133.84181,10,0.0,-235910.14,213695.32856985324
96311.75151139317,48623.99481693655,94683144.0,0.0,-23.175701,96311.75151139319,37215.93415769054,93,37215.93415769054,93,nan,48623.99481693655,165078.20613476413,0.9,0.9,96311.75151139317,10,2456000,96311.75151139319,77.55164,10,0.0,-238626.08,165078.20613476413
80557.73729233188,51139.302819544355,96404200.0,0.0,-23.169188,80557.73729233185,21508.88382351366,94,21508.88382351366,94,nan,51139.302819544355,165774.83417090823,0.6,0.6,80557.73729233188,10,2480000,80557.73729233185,69.63817,10,0.0,-241051.39,165774.83417090823
85546.98927013518,52120.403806044975,100851576.0,0.0,-23.500553,85546.98927013513,13815.821932960072,95,13815.821932960072,95,nan,52120.403806044975,170117.14250090515,0.5,0.5,85546.98927013518,10,2504000,85546.98927013513,61.505737,10,0.0,-246997.47,170117.14250090515
