MetaTest/Average/MaxReturn,MetaTest/handle-pull-side-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/NumTrajs,TotalEnvSteps,MetaTest/handle-pull-side-v1/Iteration,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTest/handle-pull-side-v1/StdReturn,MetaTest/handle-pull-side-v1/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/handle-pull-side-v1/AverageReturn,MetaTest/handle-pull-side-v1/TerminationRate,MetaTest/handle-pull-side-v1/MaxReturn,MetaTest/handle-pull-side-v1/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTrain/Average/QfLoss,MetaTest/handle-pull-side-v1/AverageDiscountedReturn,MetaTest/Average/Iteration
-17.994995885714204,-27.64064090124038,-27.64064090124038,-21.908754613216132,10,680000,19,nan,-21.908754613216132,-124369.48,0.0,2.9633604925810393,2.9633604925810393,10,0.0,-21.908754613216132,0.0,-17.994995885714204,0.0,91.15552,-19.510899,7212109.0,-21.908754613216132,19
65564.08760568783,-12.543536432169704,-12.543536432169704,24181.341671036134,10,704000,20,nan,24181.341671036138,-129502.266,0.0,19109.643300648673,19109.643300648673,10,0.0,24181.341671036134,0.0,65564.08760568783,0.0,444.9635,-18.964476,8298350.5,24181.341671036138,20
69620.41366935447,-95.71198713513743,-95.71198713513743,13969.816472291383,10,728000,21,nan,13969.81647229137,-87111.04,0.1,22740.339385183197,22740.339385183197,10,0.0,13969.816472291383,0.0,69620.41366935447,0.1,33611.574,-19.638496,18097850.0,13969.81647229137,21
130175.22846443523,5586.4508318755625,5586.4508318755625,76412.89960920274,10,752000,22,nan,76412.8996092027,-143341.05,0.7,44709.07174295203,44709.07174295203,10,0.0,76412.89960920274,0.0,130175.22846443523,0.7,6242.317,-19.160051,10988632.0,76412.8996092027,22
-88.99140783478174,-99.75116493021781,-99.75116493021781,-94.64973071688419,10,776000,23,nan,-94.64973071688422,-94244.08,0.0,3.9839776516313297,3.9839776516313297,10,0.0,-94.64973071688419,0.0,-88.99140783478174,0.0,322160.7,-23.472965,16515596.0,-94.64973071688422,23
33768.46395765642,-77.64274497444562,-77.64274497444562,4768.165660294357,10,800000,24,nan,4768.165660294359,6560.6543,0.0,9913.318544205431,9913.318544205431,10,0.0,4768.165660294357,0.0,33768.46395765642,0.0,27681.857,-21.765574,6292929.5,4768.165660294359,24
107727.76427047321,-65.93674800442564,-65.93674800442564,15648.72304511043,10,824000,25,nan,15648.723045110435,-46622.543,0.1,33629.49915970305,33629.49915970305,10,0.0,15648.72304511043,0.0,107727.76427047321,0.1,4081.2405,-16.085102,12122052.0,15648.723045110435,25
92526.69114092134,-64.71980357104924,-64.71980357104924,30730.29705595073,10,848000,26,nan,30730.297055950738,-151052.92,0.2,35032.18554899137,35032.18554899137,10,0.0,30730.29705595073,0.0,92526.69114092134,0.2,2696.2869,-20.620296,29177254.0,30730.297055950738,26
45038.896452451096,-59.2444103372195,-59.2444103372195,21655.89932390814,10,872000,27,nan,21655.89932390813,-101999.016,0.0,21751.16955040046,21751.16955040046,10,0.0,21655.89932390814,0.0,45038.896452451096,0.0,16404.043,-23.644258,28062158.0,21655.89932390813,27
41411.96040958469,-32.06818377197551,-32.06818377197551,19801.58288821289,10,896000,28,nan,19801.58288821289,-120646.51,0.0,15560.030803898853,15560.030803898853,10,0.0,19801.58288821289,0.0,41411.96040958469,0.0,3009.5305,-23.296238,34577530.0,19801.58288821289,28
45819.025628487514,-60.55821740569896,-60.55821740569896,14144.32199648664,10,920000,29,nan,14144.321996486648,-205500.42,0.0,20679.447583090285,20679.447583090285,10,0.0,14144.32199648664,0.0,45819.025628487514,0.0,1619.9008,-23.321894,49313330.0,14144.321996486648,29
46210.69885272887,1933.5787352287898,1933.5787352287898,31770.837647846947,10,944000,30,nan,31770.837647846947,-255322.47,0.1,18388.20128216151,18388.20128216151,10,0.0,31770.837647846947,0.0,46210.69885272887,0.1,234.36464,-23.461687,52129612.0,31770.837647846947,30
102822.81446955612,37846.965412890386,37846.965412890386,52187.98126631825,10,968000,31,nan,52187.98126631824,-272582.62,0.2,18698.05323240641,18698.05323240641,10,0.0,52187.98126631825,0.0,102822.81446955612,0.2,182.72801,-24.048582,53517350.0,52187.98126631824,31
34346.87831902161,-14.687228111719202,-14.687228111719202,19134.957556333284,10,992000,32,nan,19134.957556333284,-291619.3,0.0,12368.297913174129,12368.297913174129,10,0.0,19134.957556333284,0.0,34346.87831902161,0.0,99.10365,-24.722353,57241972.0,19134.957556333284,32
104372.01485899571,19147.587189195376,19147.587189195376,71329.96817032418,10,1016000,33,nan,71329.9681703242,-306216.97,0.6,28689.34313251785,28689.34313251785,10,0.0,71329.96817032418,0.0,104372.01485899571,0.6,291.82224,-26.028872,56878908.0,71329.9681703242,33
81376.71707678093,23138.62393732319,23138.62393732319,56124.716514534186,10,1040000,34,nan,56124.716514534186,-322860.62,0.7,18624.78245162028,18624.78245162028,10,0.0,56124.716514534186,0.0,81376.71707678093,0.7,182.41248,-26.625332,60935496.0,56124.716514534186,34
87036.75238095192,28870.251163579414,28870.251163579414,61971.251115416686,10,1064000,35,nan,61971.25111541668,-334903.16,0.6,20836.806005645853,20836.806005645853,10,0.0,61971.251115416686,0.0,87036.75238095192,0.6,191.30397,-25.894516,65808924.0,61971.25111541668,35
60007.30622960917,2906.123382423658,2906.123382423658,28502.734455352933,10,1088000,36,nan,28502.734455352947,-342981.06,0.0,14556.92736541131,14556.92736541131,10,0.0,28502.734455352933,0.0,60007.30622960917,0.0,246.76718,-25.787535,75859310.0,28502.734455352947,36
103624.60058502662,-126.33144710658904,-126.33144710658904,33647.26696814885,10,1112000,37,nan,33647.26696814886,-343830.6,0.3,40134.75692096624,40134.75692096624,10,0.0,33647.26696814885,0.0,103624.60058502662,0.3,1927.6157,-25.73209,82814424.0,33647.26696814886,37
58912.03899195896,-101.00809828174178,-101.00809828174178,11733.52700272413,10,1136000,38,nan,11733.527002724124,-317003.06,0.1,19905.640879004626,19905.640879004626,10,0.0,11733.52700272413,0.0,58912.03899195896,0.1,3687.1487,-26.982761,80286350.0,11733.527002724124,38
158395.89602044527,31338.891335697586,31338.891335697586,66469.5361089499,10,1160000,39,nan,66469.5361089499,-331925.84,1.0,33498.525342259665,33498.525342259665,10,0.0,66469.5361089499,0.0,158395.89602044527,1.0,3988.792,-26.328064,85048420.0,66469.5361089499,39
129779.836863343,959.4679462964144,959.4679462964144,68895.23709797877,10,1184000,40,nan,68895.23709797874,-366280.9,0.3,48471.765668282016,48471.765668282016,10,0.0,68895.23709797877,0.0,129779.836863343,0.3,749.0662,-26.44925,97164890.0,68895.23709797874,40
96522.2673526475,12900.968876159392,12900.968876159392,60948.935447051925,10,1208000,41,nan,60948.93544705191,-375532.94,0.6,26817.673789089065,26817.673789089065,10,0.0,60948.935447051925,0.0,96522.2673526475,0.6,596.651,-25.530924,105055130.0,60948.93544705191,41
65160.55479144291,-98.58212733842227,-98.58212733842227,18977.6215475692,10,1232000,42,nan,18977.621547569193,-368086.6,0.4,23928.455741693022,23928.455741693022,10,0.0,18977.6215475692,0.0,65160.55479144291,0.4,1119.3562,-26.366274,110051250.0,18977.621547569193,42
143133.58719062113,-68.88818072711253,-68.88818072711253,45045.2068409347,10,1256000,43,nan,45045.20684093471,-384014.56,0.3,55236.134017494325,55236.134017494325,10,0.0,45045.2068409347,0.0,143133.58719062113,0.3,507.28238,-26.840801,117968130.0,45045.20684093471,43
63365.33152832942,13242.335328156527,13242.335328156527,35245.5071423507,10,1280000,44,nan,35245.5071423507,-368734.6,0.1,14678.279915811938,14678.279915811938,10,0.0,35245.5071423507,0.0,63365.33152832942,0.1,360.5387,-26.470718,109213160.0,35245.5071423507,44
127603.29397512515,16976.164820681606,16976.164820681606,58112.63768788049,10,1304000,45,nan,58112.6376878805,-301414.25,0.7,33495.64392289716,33495.64392289716,10,0.0,58112.63768788049,0.0,127603.29397512515,0.7,1397.2332,-27.350185,100955736.0,58112.6376878805,45
88204.78840876519,-85.37893010201346,-85.37893010201346,17489.85971313848,10,1328000,46,nan,17489.85971313848,-231328.98,0.0,25889.703033666916,25889.703033666916,10,0.0,17489.85971313848,0.0,88204.78840876519,0.0,5407.878,-28.410368,97247110.0,17489.85971313848,46
134119.713893961,-48.79884382220033,-48.79884382220033,38168.60006711097,10,1352000,47,nan,38168.60006711099,-262397.72,0.4,49595.77036680665,49595.77036680665,10,0.0,38168.60006711097,0.0,134119.713893961,0.4,5191.851,-28.257652,109763704.0,38168.60006711099,47
108565.25689408652,-12.654785352725927,-12.654785352725927,48528.32325150855,10,1376000,48,nan,48528.32325150856,-336345.16,0.3,38208.579828048365,38208.579828048365,10,0.0,48528.32325150855,0.0,108565.25689408652,0.3,2198.028,-26.954626,118157390.0,48528.32325150856,48
107144.61590958753,-113.75388049024548,-113.75388049024548,22932.998960238423,10,1400000,49,nan,22932.998960238416,-364448.2,0.1,37701.111206523274,37701.111206523274,10,0.0,22932.998960238423,0.0,107144.61590958753,0.1,3237.3635,-26.5681,121426050.0,22932.998960238416,49
79937.57172521167,2180.7991659326717,2180.7991659326717,48132.03787620261,10,1424000,50,nan,48132.0378762026,-368727.72,0.7,21617.244701666525,21617.244701666525,10,0.0,48132.03787620261,0.0,79937.57172521167,0.7,3782.7827,-25.83819,120409210.0,48132.0378762026,50
60041.28844594302,20698.654074307822,20698.654074307822,32412.15871348173,10,1448000,51,nan,32412.15871348174,-382447.44,0.3,12728.092971800625,12728.092971800625,10,0.0,32412.15871348173,0.0,60041.28844594302,0.3,1939.9102,-26.01706,129502500.0,32412.15871348174,51
96993.19481784271,-18.291319598538816,-18.291319598538816,51658.82069670934,10,1472000,52,nan,51658.820696709314,-399026.2,0.5,29808.349765988707,29808.349765988707,10,0.0,51658.82069670934,0.0,96993.19481784271,0.5,1589.2697,-26.184052,135493740.0,51658.820696709314,52
194503.43604361737,2424.5363445939925,2424.5363445939925,66875.14543317139,10,1496000,53,nan,66875.14543317139,-419692.22,0.3,60923.60533930137,60923.60533930137,10,0.0,66875.14543317139,0.0,194503.43604361737,0.3,624.6955,-26.247395,136226580.0,66875.14543317139,53
44093.824555806845,-80.45994109276,-80.45994109276,19796.229651538823,10,1520000,54,nan,19796.229651538833,-412415.75,0.0,20047.740261388026,20047.740261388026,10,0.0,19796.229651538823,0.0,44093.824555806845,0.0,3288.809,-26.25982,130799976.0,19796.229651538833,54
46102.815577253794,-14.167601479527566,-14.167601479527566,18441.471751092507,10,1544000,55,nan,18441.471751092507,-387535.44,0.0,13435.18156304429,13435.18156304429,10,0.0,18441.471751092507,0.0,46102.815577253794,0.0,3803.1018,-26.613684,129644040.0,18441.471751092507,55
140472.9798734744,-13.341351095631355,-13.341351095631355,79052.70792746077,10,1568000,56,nan,79052.70792746081,-389338.88,0.6,41504.11550927685,41504.11550927685,10,0.0,79052.70792746077,0.0,140472.9798734744,0.6,432.76932,-25.666725,135108200.0,79052.70792746081,56
141070.21345961525,11438.933420491196,11438.933420491196,72500.47320861788,10,1592000,57,nan,72500.47320861788,-382107.78,0.6,44633.091322306165,44633.091322306165,10,0.0,72500.47320861788,0.0,141070.21345961525,0.6,400.0809,-25.274038,146472290.0,72500.47320861788,57
191595.74262797087,-84.70257014420822,-84.70257014420822,63362.85035273116,10,1616000,58,nan,63362.85035273114,-374299.16,0.4,69138.36161111442,69138.36161111442,10,0.0,63362.85035273116,0.0,191595.74262797087,0.4,1778.9153,-25.534887,159317140.0,63362.85035273114,58
202494.52886502107,-47.36474670274295,-47.36474670274295,63256.35785317173,10,1640000,59,nan,63256.35785317175,-362953.9,0.2,78334.152111148,78334.152111148,10,0.0,63256.35785317173,0.0,202494.52886502107,0.2,3324.9653,-25.867563,163355800.0,63256.35785317175,59
161602.6908891396,-66.13231585537486,-66.13231585537486,55472.03094617253,10,1664000,60,nan,55472.03094617252,-366675.7,0.3,45312.381540377646,45312.381540377646,10,0.0,55472.03094617253,0.0,161602.6908891396,0.3,1918.3542,-26.371534,167132060.0,55472.03094617252,60
173858.27625424456,39219.0189971168,39219.0189971168,100126.63701998505,10,1688000,61,nan,100126.63701998505,-385232.06,0.6,41731.4930971433,41731.4930971433,10,0.0,100126.63701998505,0.0,173858.27625424456,0.6,1822.8179,-26.694038,175806850.0,100126.63701998505,61
205304.9143270121,105643.18458744562,105643.18458744562,167452.20812775425,10,1712000,62,nan,167452.20812775422,-400601.5,1.0,28975.38265148503,28975.38265148503,10,0.0,167452.20812775425,0.0,205304.9143270121,1.0,821.1509,-26.70178,188505230.0,167452.20812775422,62
250709.9147628271,82813.25596701184,82813.25596701184,142057.27080800227,10,1736000,63,nan,142057.27080800227,-406467.44,0.9,49708.67921067822,49708.67921067822,10,0.0,142057.27080800227,0.0,250709.9147628271,0.9,723.0069,-26.71651,200015170.0,142057.27080800227,63
209810.43130726184,25564.42918764859,25564.42918764859,116292.28991597725,10,1760000,64,nan,116292.28991597731,-419082.25,0.6,51448.267710565044,51448.267710565044,10,0.0,116292.28991597725,0.0,209810.43130726184,0.6,948.9865,-27.03172,214413180.0,116292.28991597731,64
221030.02264125625,25298.7344042782,25298.7344042782,126863.18060572201,10,1784000,65,nan,126863.18060572201,-430560.2,0.6,81389.07791394061,81389.07791394061,10,0.0,126863.18060572201,0.0,221030.02264125625,0.6,1024.8402,-27.430012,224862300.0,126863.18060572201,65
145899.62781803883,28063.243778803077,28063.243778803077,101003.94479968716,10,1808000,66,nan,101003.94479968717,-443828.88,0.6,37908.521075875295,37908.521075875295,10,0.0,101003.94479968716,0.0,145899.62781803883,0.6,1045.3944,-27.776485,236508260.0,101003.94479968717,66
189887.53245886095,20740.507271125753,20740.507271125753,53564.11198505218,10,1832000,67,nan,53564.111985052165,-453391.72,0.2,53050.90322812194,53050.90322812194,10,0.0,53564.11198505218,0.0,189887.53245886095,0.2,758.81464,-28.226505,250108320.0,53564.111985052165,67
257750.8939904696,23301.018742691136,23301.018742691136,134148.09517576065,10,1856000,68,nan,134148.09517576062,-469853.44,0.6,86510.7728795657,86510.7728795657,10,0.0,134148.09517576065,0.0,257750.8939904696,0.6,759.0449,-28.419975,256217260.0,134148.09517576062,68
162249.55688096047,23451.96905364004,23451.96905364004,95166.86042433312,10,1880000,69,nan,95166.86042433314,-484595.97,0.7,48632.97357541996,48632.97357541996,10,0.0,95166.86042433312,0.0,162249.55688096047,0.7,761.43823,-28.703098,274200000.0,95166.86042433314,69
246400.64185987672,36636.4671674515,36636.4671674515,111121.61224322984,10,1904000,70,nan,111121.61224322984,-502306.2,0.8,72516.56581778923,72516.56581778923,10,0.0,111121.61224322984,0.0,246400.64185987672,0.8,647.17004,-28.76205,296144400.0,111121.61224322984,70
278102.5871813389,28802.73431399133,28802.73431399133,149128.40300008815,10,1928000,71,nan,149128.40300008815,-519244.25,0.7,87063.15023623806,87063.15023623806,10,0.0,149128.40300008815,0.0,278102.5871813389,0.7,342.45435,-28.799582,324374370.0,149128.40300008815,71
285206.2897328147,62979.123379954915,62979.123379954915,174634.62531610593,10,1952000,72,nan,174634.62531610596,-528932.1,0.9,71560.87277650143,71560.87277650143,10,0.0,174634.62531610593,0.0,285206.2897328147,0.9,359.1197,-28.91693,343914430.0,174634.62531610596,72
276290.758063749,39997.67305212691,39997.67305212691,142919.68949489595,10,1976000,73,nan,142919.68949489598,-537480.0,0.7,83537.75677902796,83537.75677902796,10,0.0,142919.68949489595,0.0,276290.758063749,0.7,581.95154,-29.05543,366036130.0,142919.68949489598,73
299927.09645679797,54978.15201412968,54978.15201412968,209975.09523660812,10,2000000,74,nan,209975.09523660812,-553650.2,0.9,85832.52476757849,85832.52476757849,10,0.0,209975.09523660812,0.0,299927.09645679797,0.9,706.6831,-29.295137,393474660.0,209975.09523660812,74
258933.1108756077,70215.64823893835,70215.64823893835,176701.01631155648,10,2024000,75,nan,176701.0163115565,-561777.06,0.8,71247.36980710023,71247.36980710023,10,0.0,176701.01631155648,0.0,258933.1108756077,0.8,923.09875,-29.78566,423750180.0,176701.0163115565,75
280658.0488179084,92773.95948852309,92773.95948852309,178228.110155526,10,2048000,76,nan,178228.11015552594,-577425.94,0.8,58162.058666087534,58162.058666087534,10,0.0,178228.110155526,0.0,280658.0488179084,0.8,804.21063,-29.955217,447924350.0,178228.11015552594,76
206246.3510904744,73699.58052029478,73699.58052029478,117583.47883265866,10,2072000,77,nan,117583.47883265864,-595010.94,0.4,49066.31641548842,49066.31641548842,10,0.0,117583.47883265866,0.0,206246.3510904744,0.4,744.6474,-30.12184,479869250.0,117583.47883265864,77
308909.52057833754,96158.77891855774,96158.77891855774,217122.52400390097,10,2096000,78,nan,217122.52400390097,-612537.56,0.9,59297.72354369953,59297.72354369953,10,0.0,217122.52400390097,0.0,308909.52057833754,0.9,673.9183,-30.040882,507458300.0,217122.52400390097,78
295628.79367908253,63991.193326747576,63991.193326747576,149738.9082980704,10,2120000,79,nan,149738.9082980704,-624560.1,0.7,82222.44217272592,82222.44217272592,10,0.0,149738.9082980704,0.0,295628.79367908253,0.7,827.89325,-29.89126,543336770.0,149738.9082980704,79
292047.0980797012,83954.48912180793,83954.48912180793,210313.74100209036,10,2144000,80,nan,210313.74100209045,-643426.7,0.9,71435.88976485399,71435.88976485399,10,0.0,210313.74100209036,0.0,292047.0980797012,0.9,550.4419,-29.7857,585220100.0,210313.74100209045,80
276373.5268090371,62815.59881915703,62815.59881915703,201217.3963579339,10,2168000,81,nan,201217.3963579338,-662463.25,0.9,71522.31131344134,71522.31131344134,10,0.0,201217.3963579339,0.0,276373.5268090371,0.9,716.0918,-29.905825,612654500.0,201217.3963579338,81
283726.72666467156,85857.62060009097,85857.62060009097,249675.89169825055,10,2192000,82,nan,249675.89169825046,-682052.2,0.9,58231.604706411366,58231.604706411366,10,0.0,249675.89169825055,0.0,283726.72666467156,0.9,530.6736,-29.783667,601007040.0,249675.89169825046,82
280091.20261812577,33614.43140660635,33614.43140660635,164520.81971718674,10,2216000,83,nan,164520.8197171867,-695062.44,0.6,94312.21614741988,94312.21614741988,10,0.0,164520.81971718674,0.0,280091.20261812577,0.6,577.03973,-29.757082,612322750.0,164520.8197171867,83
305352.6060737768,34670.39737193976,34670.39737193976,164137.41211176565,10,2240000,84,nan,164137.41211176565,-709865.6,0.6,106358.927736211,106358.927736211,10,0.0,164137.41211176565,0.0,305352.6060737768,0.6,856.10034,-29.655258,594616770.0,164137.41211176565,84
294778.88557143003,169095.36428123465,169095.36428123465,236996.26058648145,10,2264000,85,nan,236996.26058648145,-719155.7,1.0,42637.14337264388,42637.14337264388,10,0.0,236996.26058648145,0.0,294778.88557143003,1.0,833.73676,-29.572609,585740350.0,236996.26058648145,85
303760.34330856963,36295.22672558792,36295.22672558792,236626.62372007087,10,2288000,86,nan,236626.6237200709,-727958.6,0.8,100366.01418284894,100366.01418284894,10,0.0,236626.62372007087,0.0,303760.34330856963,0.8,746.17194,-29.305466,594541440.0,236626.6237200709,86
302201.365917298,-16.84826453356158,-16.84826453356158,142231.6006790478,10,2312000,87,nan,142231.6006790478,-731429.8,0.5,134589.04977838913,134589.04977838913,10,0.0,142231.6006790478,0.0,302201.365917298,0.5,1176.3358,-29.32353,605850940.0,142231.6006790478,87
287684.9206168668,78585.73442263392,78585.73442263392,210998.25821992685,10,2336000,88,nan,210998.25821992694,-733520.6,0.8,86663.35351570405,86663.35351570405,10,0.0,210998.25821992685,0.0,287684.9206168668,0.8,903.27185,-29.353176,603776800.0,210998.25821992694,88
300270.2318855254,36223.47248695999,36223.47248695999,163916.16712191963,10,2360000,89,nan,163916.16712191963,-737321.6,0.6,109651.06572560089,109651.06572560089,10,0.0,163916.16712191963,0.0,300270.2318855254,0.6,609.7097,-29.679695,616904000.0,163916.16712191963,89
307677.8327310648,64128.26890314836,64128.26890314836,196406.59618652664,10,2384000,90,nan,196406.59618652659,-739747.56,0.7,91393.6134607532,91393.6134607532,10,0.0,196406.59618652664,0.0,307677.8327310648,0.7,726.5049,-29.888966,629703900.0,196406.59618652659,90
306858.94462245057,85147.70535180328,85147.70535180328,272368.9674470274,10,2408000,91,nan,272368.9674470274,-747939.7,0.9,63243.40312189766,63243.40312189766,10,0.0,272368.9674470274,0.0,306858.94462245057,0.9,794.71,-29.859566,642369340.0,272368.9674470274,91
304954.0362580712,37269.31543884571,37269.31543884571,225007.44669169956,10,2432000,92,nan,225007.44669169956,-756497.06,0.8,96727.1983273996,96727.1983273996,10,0.0,225007.44669169956,0.0,304954.0362580712,0.8,880.2644,-29.705658,666022340.0,225007.44669169956,92
306022.7495214171,161672.58880564917,161672.58880564917,255521.72106778895,10,2456000,93,nan,255521.72106778895,-760982.5,1.0,51971.61094864765,51971.61094864765,10,0.0,255521.72106778895,0.0,306022.7495214171,1.0,731.2163,-29.723883,688685630.0,255521.72106778895,93
305889.1911668608,30594.452077284113,30594.452077284113,194310.09248362939,10,2480000,94,nan,194310.09248362933,-768533.9,0.7,105673.53799289449,105673.53799289449,10,0.0,194310.09248362939,0.0,305889.1911668608,0.7,864.78235,-29.525831,708881340.0,194310.09248362933,94
299219.26036321727,35400.16339684106,35400.16339684106,206962.8532418169,10,2504000,95,nan,206962.85324181695,-776581.6,0.8,97406.92182262697,97406.92182262697,10,0.0,206962.8532418169,0.0,299219.26036321727,0.8,938.2016,-29.473547,745211000.0,206962.85324181695,95
