MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/hand-insert-v1/SuccessRate,policy/KLBefore,MetaTest/Average/MinReturn,policy/Entropy,hand-insert-v1/Iteration,MetaTest/hand-insert-v1/Iteration,MetaTest/hand-insert-v1/MinReturn,MetaTest/hand-insert-v1/StdReturn,MetaTest/Average/SuccessRate,policy/LossAfter,MetaTest/Average/NumEpisodes,hand-insert-v1/MaxReturn,Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,hand-insert-v1/AverageReturn,Average/Iteration,Average/AverageDiscountedReturn,Average/StdReturn,MetaTest/hand-insert-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTest/hand-insert-v1/MaxReturn,MetaTest/Average/MaxReturn,policy/KL,Average/NumEpisodes,policy/LossBefore,hand-insert-v1/StdReturn,hand-insert-v1/AverageDiscountedReturn,policy/dLoss,Average/AverageReturn,hand-insert-v1/NumEpisodes,MetaTest/hand-insert-v1/NumEpisodes,hand-insert-v1/TerminationRate,MetaTest/hand-insert-v1/TerminationRate,LinearFeatureBaseline/ExplainedVariance,Average/SuccessRate,TotalEnvSteps,hand-insert-v1/MinReturn,MetaTest/Average/Iteration,Average/MaxReturn,MetaTest/hand-insert-v1/AverageDiscountedReturn,Average/TerminationRate,hand-insert-v1/SuccessRate
0.0,63060.57105240453,0.9,0.0,-18.725199268927685,5.4157286,10,1,-18.725199268927685,47363.283876851536,0.9,-26.23775,10,239103.3269837705,-30.057497820344466,63060.57105240451,53487.97558133497,10,13222.160283484714,46727.76806848042,63060.57105240453,47363.283876851536,152597.08235257963,152597.08235257963,0.0054648635,100,30.660425,46727.76806848042,13222.160283484714,56.898174,53487.97558133497,100,10,0.0,0.0,0.25706727590542855,0.87,220000,-30.057497820344466,1,239103.3269837705,63060.57105240451,0.0,0.87
,,,0.0,,5.4034185,11,,,,,6.193275,,228742.25385740746,-24.97712471650512,,63606.24761884509,11,15448.20056983602,49741.908593719694,,,,,0.008018536,100,60.83375,49741.908593719694,15448.20056983602,54.640476,63606.24761884509,100,,0.0,,0.21367399151796007,0.9,240000,-24.97712471650512,,228742.25385740746,,0.0,0.9
,,,0.0,,5.383242,12,,,,,-38.094692,,226298.25169638862,-22.23744111821576,,63441.41592997304,12,15987.4277772095,43538.771484878715,,,,,0.007516655,100,1.896,43538.771484878715,15987.4277772095,39.990692,63441.41592997304,100,,0.0,,0.21643608645077206,0.94,260000,-22.23744111821576,,226298.25169638862,,0.0,0.94
,,,0.0,,5.352994,13,,,,,-42.667667,,174669.51656414176,-28.231268117484124,,64900.80986630161,13,17110.061346104085,39735.475133639644,,,,,0.008361055,100,-4.6521,39735.475133639644,17110.061346104085,38.015568,64900.80986630161,100,,0.0,,0.21938890879900697,0.93,280000,-28.231268117484124,,174669.51656414176,,0.0,0.93
,,,0.0,,5.323478,14,,,,,-20.805775,,237219.0513049462,-23.76704046356022,,73829.4273547127,14,19195.71368137202,50291.932201920026,,,,,0.005608019,100,23.568787,50291.932201920026,19195.71368137202,44.37456,73829.4273547127,100,,0.0,,0.2581843512165717,0.89,300000,-23.76704046356022,,237219.0513049462,,0.0,0.89
,,,0.0,,5.289878,15,,,,,-1.1773063,,287607.52062459476,-24.991967261132217,,90641.38453617122,15,25160.483268367454,63291.03316939256,,,,,0.0058828485,100,62.7822,63291.03316939256,25160.483268367454,63.959507,90641.38453617122,100,,0.0,,0.25722414445785413,0.98,320000,-24.991967261132217,,287607.52062459476,,0.0,0.98
,,,0.0,,5.260907,16,,,,,13.522597,,263233.2837651273,-22.37072833197008,,100318.28355822199,16,26066.00914283029,42636.84910313898,,,,,0.008511853,100,53.02125,42636.84910313898,26066.00914283029,39.498653,100318.28355822199,100,,0.0,,0.19090659003456045,0.99,340000,-22.37072833197008,,263233.2837651273,,0.0,0.99
,,,0.0,,5.2319956,17,,,,,-7.591225,,192768.22766528415,-19.565630062136407,,85395.17756440266,17,24129.22304056624,44901.77364738389,,,,,0.007728813,100,31.218325,44901.77364738389,24129.22304056624,38.80955,85395.17756440266,100,,0.0,,0.33128684201243375,0.91,360000,-19.565630062136407,,192768.22766528415,,0.0,0.91
,,,0.0,,5.215965,18,,,,,-3.59645,,285341.5056689216,-22.62799392777833,,108194.15834096228,18,28346.209700393476,60469.911207860634,,,,,0.006882586,100,53.986526,60469.911207860634,28346.209700393476,57.582977,108194.15834096228,100,,0.0,,0.2943065235286566,0.93,380000,-22.62799392777833,,285341.5056689216,,0.0,0.93
,,,0.0,,5.195092,19,,,,,-15.004125,,214000.21444899729,-18.300538439388657,,95200.75152624627,19,26671.631739922283,45075.782715713045,,,,,0.0061984155,100,24.547174,45075.782715713045,26671.631739922283,39.5513,95200.75152624627,100,,0.0,,0.3183809228456105,0.96,400000,-18.300538439388657,,214000.21444899729,,0.0,0.96
0.0,104281.09374177517,0.8,0.0,-20.432658488101985,5.153928,20,2,-20.432658488101985,66812.32976450508,0.8,-19.99775,10,275839.7393037086,-20.410139868110228,104281.09374177514,129436.25459483132,20,34253.516020833755,64723.61667688442,104281.09374177517,66812.32976450508,240320.55429958634,240320.55429958634,0.007129931,100,47.493225,64723.61667688442,34253.516020833755,67.490974,129436.25459483132,100,10,0.0,0.0,0.2323577340004035,0.97,420000,-20.410139868110228,2,275839.7393037086,104281.09374177514,0.0,0.97
,,,0.0,,5.1032114,21,,,,,-74.21055,,277408.1198216266,-21.72816966170765,,95584.31781800982,21,26687.060499629002,62536.716919349405,,,,,0.007711339,100,-26.793188,62536.716919349405,26687.060499629002,47.41736,95584.31781800982,100,,0.0,,0.44416612444530756,0.86,440000,-21.72816966170765,,277408.1198216266,,0.0,0.86
,,,0.0,,5.073993,22,,,,,-46.00593,,296118.32919897494,36555.794726323446,,134842.47334241378,22,35125.02868672504,51284.11231951675,,,,,0.007359709,100,-2.5229876,51284.11231951675,35125.02868672504,43.482944,134842.47334241378,100,,0.0,,0.28856531731378765,1.0,460000,36555.794726323446,,296118.32919897494,,0.0,1.0
,,,0.0,,5.074734,23,,,,,-27.8146,,331369.676220237,291.58264050952243,,144694.3645764106,23,39791.82765617726,63791.42329438992,,,,,0.004983725,100,8.20125,63791.42329438992,39791.82765617726,36.01585,144694.3645764106,100,,0.0,,0.3282348322300118,1.0,480000,291.58264050952243,,331369.676220237,,0.0,1.0
,,,0.0,,5.0622835,24,,,,,-35.2844,,312983.4569399366,-22.618560856333428,,115648.7677241776,24,31302.99183546693,72019.87437915184,,,,,0.0053015463,100,44.091225,72019.87437915184,31302.99183546693,79.375626,115648.7677241776,100,,0.0,,0.3259011207563388,0.89,500000,-22.618560856333428,,312983.4569399366,,0.0,0.89
,,,0.0,,5.044711,25,,,,,-27.94805,,276086.3862053972,5538.543563087375,,127836.14473723125,25,34383.242068056075,49713.46384353534,,,,,0.0070184995,100,15.710275,49713.46384353534,34383.242068056075,43.658325,127836.14473723125,100,,0.0,,0.22343349656615585,1.0,520000,5538.543563087375,,276086.3862053972,,0.0,1.0
,,,0.0,,5.0396504,26,,,,,-45.545624,,311319.09072243754,-22.929292144379083,,114494.68522006008,26,32406.882479679814,66565.87641195476,,,,,0.005918725,100,3.73635,66565.87641195476,32406.882479679814,49.281975,114494.68522006008,100,,0.0,,0.4272933113725813,0.94,540000,-22.929292144379083,,311319.09072243754,,0.0,0.94
,,,0.0,,5.0248957,27,,,,,-25.47625,,298284.0819048405,-20.178449963253783,,118298.63490229461,27,31359.557819125246,62008.79081782216,,,,,0.004605744,100,16.5025,62008.79081782216,31359.557819125246,41.978752,118298.63490229461,100,,0.0,,0.396373819832774,0.99,560000,-20.178449963253783,,298284.0819048405,,0.0,0.99
,,,0.0,,4.997432,28,,,,,-39.6133,,315421.48920576787,-20.695730025326867,,121858.10834395411,28,34453.483271655416,50479.37659747211,,,,,0.0053125424,100,3.500025,50479.37659747211,34453.483271655416,43.113327,121858.10834395411,100,,0.0,,0.27784092246572867,0.99,580000,-20.695730025326867,,315421.48920576787,,0.0,0.99
,,,0.0,,4.9822035,29,,,,,-4.195425,,326349.9272147259,12043.911884828747,,140438.04895508685,29,39150.73581608213,59824.01343141807,,,,,0.0065258993,100,41.950676,59824.01343141807,39150.73581608213,46.146103,140438.04895508685,100,,0.0,,0.3056965940895402,1.0,600000,12043.911884828747,,326349.9272147259,,0.0,1.0
0.0,125813.77089097825,1.0,0.0,24644.54536930119,4.974228,30,3,24644.54536930119,38310.377664381514,1.0,20.75281,10,263931.4471397065,-22.868611170460305,125813.77089097821,133329.05348673067,30,37737.83026148205,58464.95535334773,125813.77089097825,38310.377664381514,184493.9544041659,184493.9544041659,0.004583799,100,61.060883,58464.95535334773,37737.83026148205,40.308075,133329.05348673067,100,10,0.0,0.0,0.2552315012413845,0.97,620000,-22.868611170460305,3,263931.4471397065,125813.77089097821,0.0,0.97
,,,0.0,,4.9606094,31,,,,,-22.271463,,309027.80655346724,-19.31727692703691,,139310.44158509237,31,40124.86413184699,42028.507044703896,,,,,0.004740764,100,14.9349,42028.507044703896,40124.86413184699,37.206364,139310.44158509237,100,,0.0,,0.2643352631124407,0.99,640000,-19.31727692703691,,309027.80655346724,,0.0,0.99
,,,0.0,,4.951808,32,,,,,29.92715,,306207.43283383973,-20.62478330566434,,140739.90779484404,32,40743.47115642204,65157.368124240136,,,,,0.00470957,100,70.206,65157.368124240136,40743.47115642204,40.27885,140739.90779484404,100,,0.0,,0.23554952295025056,0.99,660000,-20.62478330566434,,306207.43283383973,,0.0,0.99
,,,0.0,,4.9293284,33,,,,,-47.463062,,307249.8757396721,-21.697438139549366,,130491.54948335359,33,39053.198098901565,50921.57672715446,,,,,0.004638,100,4.3615627,50921.57672715446,39053.198098901565,51.824623,130491.54948335359,100,,0.0,,0.3461137304948674,0.95,680000,-21.697438139549366,,307249.8757396721,,0.0,0.95
,,,0.0,,4.912269,34,,,,,23.2912,,316788.4598724667,-23.611431804952435,,143780.85677906635,34,42543.320128564534,67205.21741935227,,,,,0.005271402,100,74.79575,67205.21741935227,42543.320128564534,51.504555,143780.85677906635,100,,0.0,,0.37096343094120776,0.97,700000,-23.611431804952435,,316788.4598724667,,0.0,0.97
,,,0.0,,4.8946004,35,,,,,-6.50455,,315861.61636521085,-17.832598027575536,,138216.35048718506,35,41381.63445265387,53054.21379458626,,,,,0.004621228,100,40.244026,53054.21379458626,41381.63445265387,46.748577,138216.35048718506,100,,0.0,,0.35933786354445774,0.97,720000,-17.832598027575536,,315861.61636521085,,0.0,0.97
,,,0.0,,4.868874,36,,,,,-16.29795,,338488.4668941495,17176.887219554894,,172689.07456185188,36,51380.97332391885,81494.00448182777,,,,,0.0044678603,100,41.5808,81494.00448182777,51380.97332391885,57.87875,172689.07456185188,100,,0.0,,0.30685145618043863,1.0,740000,17176.887219554894,,338488.4668941495,,0.0,1.0
,,,0.0,,4.8548427,37,,,,,24.881813,,329075.1210350181,11117.88406913946,,153624.4744819331,37,45263.28382455625,68399.29058336637,,,,,0.0045502638,100,83.6076,68399.29058336637,45263.28382455625,58.725784,153624.4744819331,100,,0.0,,0.24247558202094965,1.0,760000,11117.88406913946,,329075.1210350181,,0.0,1.0
,,,0.0,,4.843074,38,,,,,-10.74555,,312719.67416502285,-17.18852126864934,,160479.87418227972,38,46612.386139326685,49557.09602918628,,,,,0.0046319216,100,41.543175,49557.09602918628,46612.386139326685,52.288727,160479.87418227972,100,,0.0,,0.2547331829935273,0.99,780000,-17.18852126864934,,312719.67416502285,,0.0,0.99
,,,0.0,,4.806015,39,,,,,-28.6476,,342177.8600927307,-21.498636237988055,,176789.93032857514,39,53203.50569665864,77527.37667725269,,,,,0.006028541,100,45.53785,77527.37667725269,53203.50569665864,74.18545,176789.93032857514,100,,0.0,,0.273600588749885,0.99,800000,-21.498636237988055,,342177.8600927307,,0.0,0.99
0.0,143416.9488195626,1.0,0.0,16194.740047395455,4.7724543,40,4,16194.740047395455,77264.7331584686,1.0,-3.434775,10,315700.5135906475,9154.701522634843,143416.9488195625,144751.63627189957,40,43580.109213105025,63551.97072075864,143416.9488195626,77264.7331584686,290233.39061408356,290233.39061408356,0.005158618,100,34.64775,63551.97072075864,43580.109213105025,38.082527,144751.63627189957,100,10,0.0,0.0,0.40502910294880246,1.0,820000,9154.701522634843,4,315700.5135906475,143416.9488195625,0.0,1.0
,,,0.0,,4.7341413,41,,,,,-30.864176,,321492.925951212,28436.182577347863,,173877.37485182262,41,50727.062270802315,56644.49076511715,,,,,0.0050379625,100,47.41044,56644.49076511715,50727.062270802315,78.27461,173877.37485182262,100,,0.0,,0.294782295893257,1.0,840000,28436.182577347863,,321492.925951212,,0.0,1.0
,,,0.0,,4.70861,42,,,,,-31.730925,,285247.5406235136,-23.991879657815776,,125400.59267947933,42,38482.7374505804,60955.93642380095,,,,,0.004627353,100,17.02065,60955.93642380095,38482.7374505804,48.751575,125400.59267947933,100,,0.0,,0.34863780350304485,0.95,860000,-23.991879657815776,,285247.5406235136,,0.0,0.95
,,,0.0,,4.7039003,43,,,,,-4.8811,,303803.12753189326,-24.46518702379003,,137351.67802160085,43,42312.987423471495,57371.53440634301,,,,,0.00993313,100,42.186375,57371.53440634301,42312.987423471495,47.067474,137351.67802160085,100,,0.0,,0.3664768522373133,0.92,880000,-24.46518702379003,,303803.12753189326,,0.0,0.92
,,,0.0,,4.6842985,44,,,,,-6.24975,,332259.9620695443,-18.367466294117634,,162040.0625435503,44,48362.92604519755,71979.51601619672,,,,,0.004961283,100,53.1156,71979.51601619672,48362.92604519755,59.36535,162040.0625435503,100,,0.0,,0.23793368335372944,0.99,900000,-18.367466294117634,,332259.9620695443,,0.0,0.99
,,,0.0,,4.6576166,45,,,,,15.9323,,327701.92690386734,25097.332806692222,,179860.43811928094,45,53614.78146813493,61926.01955541993,,,,,0.0041826707,100,65.348,61926.01955541993,53614.78146813493,49.4157,179860.43811928094,100,,0.0,,0.28602426410740267,1.0,920000,25097.332806692222,,327701.92690386734,,0.0,1.0
,,,0.0,,4.648198,46,,,,,-90.1432,,345108.85146255634,-23.266792578948095,,141363.78899274187,46,43585.61738965794,87681.34123202426,,,,,0.0064033433,100,-20.756676,87681.34123202426,43585.61738965794,69.38653,141363.78899274187,100,,0.0,,0.31536230841540536,0.97,940000,-23.266792578948095,,345108.85146255634,,0.0,0.97
,,,0.0,,4.638481,47,,,,,24.91195,,337902.5616566772,37450.66397610066,,185658.29460771385,47,56174.23058557361,69765.17812427231,,,,,0.0051532816,100,79.625,69765.17812427231,56174.23058557361,54.71305,185658.29460771385,100,,0.0,,0.32550322023375655,1.0,960000,37450.66397610066,,337902.5616566772,,0.0,1.0
,,,0.0,,4.612397,48,,,,,8.799731,,341716.1659054402,-17.08021308132433,,154219.49367510513,48,47715.186939621904,53028.37991161436,,,,,0.0058694887,100,52.489895,53028.37991161436,47715.186939621904,43.690163,154219.49367510513,100,,0.0,,0.3259159102754613,0.98,980000,-17.08021308132433,,341716.1659054402,,0.0,0.98
,,,0.0,,4.6054087,49,,,,,-19.835512,,337792.30255952064,-23.274026578622006,,156735.14436856488,49,48659.62690488842,90613.79167429356,,,,,0.0038303803,100,49.09694,90613.79167429356,48659.62690488842,68.93245,156735.14436856488,100,,0.0,,0.4005545353003832,0.96,1000000,-23.274026578622006,,337792.30255952064,,0.0,0.96
0.0,145212.84473916743,1.0,0.0,13858.204679236353,4.588082,50,5,13858.204679236353,67419.45899759347,1.0,-31.588694,10,324755.0479459843,26909.422347112002,145212.84473916746,176851.86013378936,50,53686.30916783961,64849.16496396507,145212.84473916743,67419.45899759347,211065.89265936392,211065.89265936392,0.0047997334,100,33.048244,64849.16496396507,53686.30916783961,64.63694,176851.86013378936,100,10,0.0,0.0,0.21429828074608637,1.0,1020000,26909.422347112002,5,324755.0479459843,145212.84473916746,0.0,1.0
,,,0.0,,4.5634646,51,,,,,41.0268,,324012.3154308484,-19.61957115261322,,160191.1953745047,51,48381.70980846012,60124.71417375415,,,,,0.0061615254,100,87.701,60124.71417375415,48381.70980846012,46.6742,160191.1953745047,100,,0.0,,0.26372860145849797,0.98,1040000,-19.61957115261322,,324012.3154308484,,0.0,0.98
,,,0.0,,4.5411716,52,,,,,-14.342213,,326860.0042228741,16226.431128799642,,172079.41918930455,52,50539.77593089739,50267.92982962034,,,,,0.005513626,100,31.46178,50267.92982962034,50539.77593089739,45.803993,172079.41918930455,100,,0.0,,0.21997857420277567,1.0,1060000,16226.431128799642,,326860.0042228741,,0.0,1.0
,,,0.0,,4.534194,53,,,,,-61.4746,,325496.41951947025,8652.574962370105,,175311.6159658987,53,53573.31903055078,76043.30958999676,,,,,0.004027108,100,-9.0703,76043.30958999676,53573.31903055078,52.4043,175311.6159658987,100,,0.0,,0.33642427686808973,1.0,1080000,8652.574962370105,,325496.41951947025,,0.0,1.0
,,,0.0,,4.524785,54,,,,,-41.635075,,336450.1539151723,1099.9192045517557,,197374.34000009284,54,60554.74128465983,65940.4442785034,,,,,0.0056544803,100,10.216175,65940.4442785034,60554.74128465983,51.85125,197374.34000009284,100,,0.0,,0.2706784718004063,1.0,1100000,1099.9192045517557,,336450.1539151723,,0.0,1.0
,,,0.0,,4.4925723,55,,,,,-19.381824,,330800.2862688841,14524.131028236223,,182549.969072322,55,54848.62658945847,74082.56687107867,,,,,0.0063877013,100,54.73135,74082.56687107867,54848.62658945847,74.113174,182549.969072322,100,,0.0,,0.17568647823558048,1.0,1120000,14524.131028236223,,330800.2862688841,,0.0,1.0
,,,0.0,,4.4703174,56,,,,,-40.9933,,324731.15356240823,-22.90749256613366,,173679.4216791439,56,52052.07942689622,55385.13822158767,,,,,0.0045141336,100,-3.246775,55385.13822158767,52052.07942689622,37.746525,173679.4216791439,100,,0.0,,0.3008708011174651,0.99,1140000,-22.90749256613366,,324731.15356240823,,0.0,0.99
,,,0.0,,4.455341,57,,,,,31.006556,,317257.3060009827,4444.544623998871,,159866.9555992473,57,49742.5858302941,57615.1545075773,,,,,0.004012471,100,80.37684,57615.1545075773,49742.5858302941,49.370285,159866.9555992473,100,,0.0,,0.1692412121467538,1.0,1160000,4444.544623998871,,317257.3060009827,,0.0,1.0
,,,0.0,,4.4328156,58,,,,,-76.25406,,324935.8100702811,-23.877747219492417,,135267.11666605325,58,41873.94136509521,71212.80723385517,,,,,0.0046335524,100,-3.8183532,71212.80723385517,41873.94136509521,72.43571,135267.11666605325,100,,0.0,,0.39813150017590426,0.95,1180000,-23.877747219492417,,324935.8100702811,,0.0,0.95
,,,0.0,,4.403558,59,,,,,-22.7408,,332008.47552884754,-24.069800455230542,,175213.68460171347,59,52974.36545898256,71224.16376922709,,,,,0.005150656,100,44.8873,71224.16376922709,52974.36545898256,67.6281,175213.68460171347,100,,0.0,,0.27752778063837713,0.99,1200000,-24.069800455230542,,332008.47552884754,,0.0,0.99
0.0,191421.1696722107,1.0,0.0,18914.658297443395,4.375724,60,6,18914.658297443395,77277.41296476767,1.0,45.62255,10,334026.7716406568,106592.10094752048,191421.16967221067,185616.69407603543,60,55674.201494663495,56114.56356936731,191421.1696722107,77277.41296476767,289284.15710294765,289284.15710294765,0.006341549,100,68.53295,56114.56356936731,55674.201494663495,22.9104,185616.69407603543,100,10,0.0,0.0,0.3787336571901795,1.0,1220000,106592.10094752048,6,334026.7716406568,191421.16967221067,0.0,1.0
,,,0.0,,4.3525624,61,,,,,3.101,,321353.61455615493,-21.028580705069917,,155416.20308396584,61,47844.58883007386,57031.634333192334,,,,,0.0035678062,100,48.8142,57031.634333192334,47844.58883007386,45.7132,155416.20308396584,100,,0.0,,0.23071255091641996,0.98,1240000,-21.028580705069917,,321353.61455615493,,0.0,0.98
,,,0.0,,4.315513,62,,,,,-4.8163,,329720.49589082634,5994.167839065655,,172456.64502295156,62,53256.55849700826,71518.43976618099,,,,,0.004834893,100,55.547424,71518.43976618099,53256.55849700826,60.363724,172456.64502295156,100,,0.0,,0.25867137641939797,1.0,1260000,5994.167839065655,,329720.49589082634,,0.0,1.0
,,,0.0,,4.2867846,63,,,,,-24.5162,,339106.7928514353,-24.71792738765446,,170563.97678760183,63,53292.294650523654,91294.49527963591,,,,,0.0055113756,100,74.54562,91294.49527963591,53292.294650523654,99.06182,170563.97678760183,100,,0.0,,0.31750786098448125,0.98,1280000,-24.71792738765446,,339106.7928514353,,0.0,0.98
,,,0.0,,4.2660446,64,,,,,-37.097813,,334688.448569338,-24.70003979150358,,182837.99236315623,64,56268.50649854671,72990.51865485619,,,,,0.0049562487,100,32.441525,72990.51865485619,56268.50649854671,69.53934,182837.99236315623,100,,0.0,,0.29550675456386355,0.99,1300000,-24.70003979150358,,334688.448569338,,0.0,0.99
,,,0.0,,4.2498703,65,,,,,11.50595,,333698.00639495143,-19.569464755718467,,152598.6142699069,65,47938.80377980372,73798.84804578687,,,,,0.0037198658,100,74.6972,73798.84804578687,47938.80377980372,63.191246,152598.6142699069,100,,0.0,,0.3097263330180311,0.98,1320000,-19.569464755718467,,333698.00639495143,,0.0,0.98
,,,0.0,,4.227792,66,,,,,-34.259323,,324799.549519385,5236.768667748123,,186504.13624952835,66,55698.96658941867,77380.56219171437,,,,,0.0055045686,100,35.408237,77380.56219171437,55698.96658941867,69.66756,186504.13624952835,100,,0.0,,0.3370541665731145,1.0,1340000,5236.768667748123,,324799.549519385,,0.0,1.0
,,,0.0,,4.2059665,67,,,,,29.037106,,323515.87584969687,105752.4999945304,,198135.36214582453,67,59863.512775141506,53623.17601153416,,,,,0.00608283,100,73.96026,53623.17601153416,59863.512775141506,44.923153,198135.36214582453,100,,0.0,,0.3678114051145681,1.0,1360000,105752.4999945304,,323515.87584969687,,0.0,1.0
,,,0.0,,4.179496,68,,,,,-7.054925,,318660.64431240805,23677.211078080156,,176492.16383270652,68,53979.30938628239,62296.70216608268,,,,,0.004489157,100,56.706425,62296.70216608268,53979.30938628239,63.76135,176492.16383270652,100,,0.0,,0.25549960666489757,1.0,1380000,23677.211078080156,,318660.64431240805,,0.0,1.0
,,,0.0,,4.15173,69,,,,,-92.280876,,319814.76897392125,-24.50037448324594,,159970.63306896645,69,49851.553893426346,64430.8006199774,,,,,0.0065179695,100,-26.2123,64430.8006199774,49851.553893426346,66.06857,159970.63306896645,100,,0.0,,0.356468793423906,0.95,1400000,-24.50037448324594,,319814.76897392125,,0.0,0.95
0.0,180392.30877152886,1.0,0.0,16369.354840753918,4.11834,70,7,16369.354840753918,75198.7590396616,1.0,-45.891926,10,322128.8845220605,1065.7691154417987,180392.30877152883,142182.97266476683,70,44433.99793031093,79816.77574766245,180392.30877152886,75198.7590396616,296216.25774855167,296216.25774855167,0.0054695196,100,27.271826,79816.77574766245,44433.99793031093,73.16375,142182.97266476683,100,10,0.0,0.0,0.3199769216668037,1.0,1420000,1065.7691154417987,7,322128.8845220605,180392.30877152883,0.0,1.0
