MetaTest/Average/AverageReturn,Average/Iteration,MetaTest/door-lock-v1/AverageReturn,Average/MinReturn,door-lock-v1/StdReturn,MetaTest/door-lock-v1/MaxReturn,door-lock-v1/SuccessRate,policy/LossAfter,MetaTest/door-lock-v1/Iteration,MetaTest/door-lock-v1/TerminationRate,MetaTest/door-lock-v1/NumEpisodes,door-lock-v1/MaxReturn,Average/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/door-lock-v1/StdReturn,policy/KL,MetaTest/door-lock-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,Average/StdReturn,door-lock-v1/Iteration,door-lock-v1/AverageDiscountedReturn,door-lock-v1/NumEpisodes,policy/LossBefore,MetaTest/door-lock-v1/SuccessRate,MetaTest/door-lock-v1/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,LinearFeatureBaseline/ExplainedVariance,Average/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,door-lock-v1/MinReturn,Average/MaxReturn,door-lock-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,policy/Entropy,policy/dLoss,Average/AverageReturn,Average/SuccessRate,policy/KLBefore,door-lock-v1/TerminationRate
13373.930613545352,70,13373.930613545352,-50.01587192894834,57056.96007702191,130699.36736247428,0.52,-17.6088,7,0.0,10,283317.45664709783,0.0,0.0,0.6,1420000,39121.22381763893,0.0070749586,13373.930613545352,-39.625661265495644,57056.96007702191,70,9155.985416274332,100,25.492462,0.6,-39.625661265495644,9155.985416274332,39121.22381763893,0.2867835632034854,100,130699.36736247428,7,10,-50.01587192894834,283317.45664709783,35924.63740936926,13373.930613545352,4.3585315,43.101265,35924.63740936926,0.52,0.0,0.0
,71,,-49.24243038211952,50421.8199576107,,0.4,50.460274,,,,267064.5976321232,0.0,,,1440000,,0.007725444,,,50421.8199576107,71,6952.340735948193,100,93.43775,,,6952.340735948193,,0.35950873616600776,100,,,,-49.24243038211952,267064.5976321232,28541.31174198823,,4.3528895,42.977478,28541.31174198823,0.4,0.0,0.0
,72,,-49.287215762064704,34878.117578787285,,0.48,21.876125,,,,207104.48904580716,0.0,,,1460000,,0.0043439064,,,34878.117578787285,72,3250.387334416118,100,45.034416,,,3250.387334416118,,0.25181890654694405,100,,,,-49.287215762064704,207104.48904580716,13794.55568097631,,4.3410563,23.15829,13794.55568097631,0.48,0.0,0.0
,73,,-49.17206953449617,43046.823223046704,,0.44,-14.46675,,,,174111.47822456833,0.0,,,1480000,,0.005372432,,,43046.823223046704,73,5706.397884559746,100,25.96175,,,5706.397884559746,,0.23359990944143094,100,,,,-49.17206953449617,174111.47822456833,24062.987024034144,,4.3129053,40.4285,24062.987024034144,0.44,0.0,0.0
,74,,-46.503125430187794,51264.57230480107,,0.39,-40.334026,,,,214381.36242646576,0.0,,,1500000,,0.0061213044,,,51264.57230480107,74,7905.031008731533,100,3.6315062,,,7905.031008731533,,0.3424731942937663,100,,,,-46.503125430187794,214381.36242646576,29112.470373382293,,4.2963147,43.965534,29112.470373382293,0.39,0.0,0.0
,75,,-50.009331723060654,46343.88308100966,,0.43,-2.909375,,,,233109.975891172,0.0,,,1520000,,0.0051687746,,,46343.88308100966,75,5195.356207175414,100,25.551,,,5195.356207175414,,0.2772065958661769,100,,,,-50.009331723060654,233109.975891172,20030.188081115306,,4.2627935,28.460375,20030.188081115306,0.43,0.0,0.0
,76,,-50.42876369218915,58257.07285054472,,0.6,-2.9659188,,,,241973.37641060172,0.0,,,1540000,,0.007737161,,,58257.07285054472,76,7799.164979416508,100,36.738506,,,7799.164979416508,,0.30430255618130975,100,,,,-50.42876369218915,241973.37641060172,31731.850812075972,,4.2468677,39.704426,31731.850812075972,0.6,0.0,0.0
,77,,-45.87927897227136,47533.86343651279,,0.42,-56.936775,,,,212090.65986439987,0.0,,,1560000,,0.006007037,,,47533.86343651279,77,6341.84544361882,100,-24.471062,,,6341.84544361882,,0.330049389053792,100,,,,-45.87927897227136,212090.65986439987,22558.301042676074,,4.2305913,32.465714,22558.301042676074,0.42,0.0,0.0
,78,,-48.94384312946309,53340.467589573134,,0.43,-1.9137813,,,,235700.64125446146,0.0,,,1580000,,0.0072119264,,,53340.467589573134,78,8201.202752081743,100,36.0583,,,8201.202752081743,,0.2921059708987165,100,,,,-48.94384312946309,235700.64125446146,31568.626036807123,,4.200494,37.97208,31568.626036807123,0.43,0.0,0.0
,79,,-49.955849428573906,42390.34912995303,,0.43,-4.150009,,,,190600.29655834727,0.0,,,1600000,,0.0062277024,,,42390.34912995303,79,5139.782062917768,100,26.014238,,,5139.782062917768,,0.32919542770392674,100,,,,-49.955849428573906,190600.29655834727,20141.72694569324,,4.175918,30.164248,20141.72694569324,0.43,0.0,0.0
36640.29113429108,80,36640.29113429108,-47.07425381476289,53810.162119163426,251252.47334559556,0.36,-56.72905,8,0.0,10,263355.86447087687,0.0,0.0,0.4,1620000,72947.25012083958,0.006712904,36640.29113429111,-43.6520371685574,53810.162119163426,80,8715.138021065835,100,-11.908463,0.4,-43.6520371685574,8715.138021065835,72947.25012083958,0.378473930963666,100,251252.47334559556,8,10,-47.07425381476289,263355.86447087687,32342.95065566689,36640.29113429111,4.146274,44.820587,32342.95065566689,0.36,0.0,0.0
,81,,-48.673170680185606,59019.57386752766,,0.52,-25.54615,,,,271112.8733205792,0.0,,,1640000,,0.0069519486,,,59019.57386752766,81,9755.5156328691,100,25.9482,,,9755.5156328691,,0.2815696483336879,100,,,,-48.673170680185606,271112.8733205792,37609.98021222753,,4.123264,51.49435,37609.98021222753,0.52,0.0,0.0
,82,,-49.82559090355943,71607.40744788827,,0.42,-36.297237,,,,302194.1950622018,0.0,,,1660000,,0.008257799,,,71607.40744788827,82,12337.028478363249,100,20.959875,,,12337.028478363249,,0.3442951351864523,100,,,,-49.82559090355943,302194.1950622018,44035.813257904825,,4.098472,57.25711,44035.813257904825,0.42,0.0,0.0
,83,,-50.98948046867776,58936.68088675915,,0.41,-13.05805,,,,289041.46935076313,0.0,,,1680000,,0.0065753846,,,58936.68088675915,83,9857.64034884984,100,20.223925,,,9857.64034884984,,0.2706864742342011,100,,,,-50.98948046867776,289041.46935076313,36064.7247541961,,4.067283,33.281975,36064.7247541961,0.41,0.0,0.0
,84,,-47.278694069786496,38202.17864380063,,0.25,3.229475,,,,175641.96637077307,0.0,,,1700000,,0.005022278,,,38202.17864380063,84,4457.5381970743965,100,28.205437,,,4457.5381970743965,,0.25120658185499734,100,,,,-47.278694069786496,175641.96637077307,16798.44731917178,,4.0445895,24.975962,16798.44731917178,0.25,0.0,0.0
,85,,-51.29461513962096,37384.31885953336,,0.31,-28.061312,,,,195061.6483460198,0.0,,,1720000,,0.003808077,,,37384.31885953336,85,4124.526051333343,100,-3.547425,,,4124.526051333343,,0.2643909876460635,100,,,,-51.29461513962096,195061.6483460198,17186.79790220942,,4.027915,24.513887,17186.79790220942,0.31,0.0,0.0
,86,,-49.48451325187625,52968.85923907532,,0.42,-43.889576,,,,250268.25175861228,0.0,,,1740000,,0.006211784,,,52968.85923907532,86,6670.885753971295,100,-7.556125,,,6670.885753971295,,0.2938457044199936,100,,,,-49.48451325187625,250268.25175861228,25807.255632551198,,4.0245395,36.33345,25807.255632551198,0.42,0.0,0.0
,87,,-51.60007545696771,60523.26020351821,,0.43,0.5680063,,,,262148.25215093116,0.0,,,1760000,,0.0063139945,,,60523.26020351821,87,10279.407195811867,100,50.35122,,,10279.407195811867,,0.36357296822000407,100,,,,-51.60007545696771,262148.25215093116,42268.478621628194,,4.03519,49.783215,42268.478621628194,0.43,0.0,0.0
,88,,-51.36394657967895,58094.30029806193,,0.43,-48.343086,,,,213017.7794248326,0.0,,,1780000,,0.006924238,,,58094.30029806193,88,10174.443219946026,100,3.2723875,,,10174.443219946026,,0.32179826109409415,100,,,,-51.36394657967895,213017.7794248326,40805.25045496927,,4.024612,51.615475,40805.25045496927,0.43,0.0,0.0
,89,,-52.10571078083003,44549.71930715782,,0.32,-29.973326,,,,236590.57848428132,0.0,,,1800000,,0.006370259,,,44549.71930715782,89,5227.0865995590775,100,-0.251575,,,5227.0865995590775,,0.26613332095357733,100,,,,-52.10571078083003,236590.57848428132,21360.18259689935,,4.0060463,29.72175,21360.18259689935,0.32,0.0,0.0
16428.96663349182,90,16428.96663349182,-52.93493713117475,37823.669843056494,86005.60442522072,0.24,-33.186436,9,0.0,10,179485.4831084617,0.0,0.0,0.2,1820000,28658.82227652015,0.007287208,16428.96663349181,-44.13534893059454,37823.669843056494,90,5310.989781336101,100,-5.32475,0.2,-44.13534893059454,5310.989781336101,28658.82227652015,0.315927242062887,100,86005.60442522072,9,10,-52.93493713117475,179485.4831084617,21689.369336767188,16428.96663349181,3.9991992,27.861687,21689.369336767188,0.24,0.0,0.0
,91,,-57.635801675531084,31195.361125873882,,0.24,-18.03893,,,,226294.7113830976,0.0,,,1840000,,0.008852729,,,31195.361125873882,91,2904.151332501992,100,2.7787187,,,2904.151332501992,,0.29502448509061263,100,,,,-57.635801675531084,226294.7113830976,12125.594399446445,,3.9999962,20.81765,12125.594399446445,0.24,0.0,0.0
,92,,-50.45737699019655,61862.49999202746,,0.38,-14.6103,,,,252507.90242685706,0.0,,,1860000,,0.004168838,,,61862.49999202746,92,10724.694481197837,100,23.103088,,,10724.694481197837,,0.3733394475972589,100,,,,-50.45737699019655,252507.90242685706,38266.422276055266,,3.976951,37.713387,38266.422276055266,0.38,0.0,0.0
,93,,-51.252018984046515,47272.768779700156,,0.44,15.227387,,,,213088.20324216975,0.0,,,1880000,,0.007304735,,,47272.768779700156,93,6898.306712129743,100,53.31906,,,6898.306712129743,,0.3276133516015708,100,,,,-51.252018984046515,213088.20324216975,27600.770070174014,,3.959282,38.091675,27600.770070174014,0.44,0.0,0.0
,94,,-53.54376066329796,57525.60976510714,,0.27,-61.169014,,,,253024.9736633529,0.0,,,1900000,,0.0046511567,,,57525.60976510714,94,7127.652854339594,100,-23.207125,,,7127.652854339594,,0.3816020757663786,100,,,,-53.54376066329796,253024.9736633529,26658.342848838252,,3.9361231,37.96189,26658.342848838252,0.27,0.0,0.0
,95,,-50.21955523082285,44748.15981513139,,0.31,-14.547425,,,,219593.6429755059,0.0,,,1920000,,0.007579667,,,44748.15981513139,95,6474.88051763893,100,18.394276,,,6474.88051763893,,0.36666748007006655,100,,,,-50.21955523082285,219593.6429755059,24676.000480538307,,3.9127958,32.9417,24676.000480538307,0.31,0.0,0.0
,96,,-55.74713436727456,55393.732447001,,0.42,-53.78525,,,,200101.0334021663,0.0,,,1940000,,0.0056342673,,,55393.732447001,96,7343.350919407548,100,-5.8515625,,,7343.350919407548,,0.38078053766263953,100,,,,-55.74713436727456,200101.0334021663,28604.46178452463,,3.9045782,47.93369,28604.46178452463,0.42,0.0,0.0
,97,,-58.1114323251559,51244.722444465966,,0.45,-20.958158,,,,247277.73630972364,0.0,,,1960000,,0.0068245926,,,51244.722444465966,97,6570.794241733133,100,16.227362,,,6570.794241733133,,0.3498232482159195,100,,,,-58.1114323251559,247277.73630972364,25689.902143244566,,3.8972282,37.18552,25689.902143244566,0.45,0.0,0.0
,98,,-51.68514000447809,48531.13332091349,,0.38,-66.81365,,,,235055.23446513532,0.0,,,1980000,,0.0052174623,,,48531.13332091349,98,7955.36310385588,100,-39.987926,,,7955.36310385588,,0.32391099052575445,100,,,,-51.68514000447809,235055.23446513532,32131.922449034966,,3.8777883,26.825726,32131.922449034966,0.38,0.0,0.0
,99,,-57.214265171559575,63581.88648093753,,0.3,1.9962938,,,,237211.56075083304,0.0,,,2000000,,0.0063222563,,,63581.88648093753,99,8745.82173924694,100,46.895737,,,8745.82173924694,,0.4970362679791519,100,,,,-57.214265171559575,237211.56075083304,34750.51111030897,,3.8692667,44.899445,34750.51111030897,0.3,0.0,0.0
