MetaTest/Average/AverageReturn,Average/Iteration,MetaTest/door-lock-v1/AverageReturn,Average/MinReturn,door-lock-v1/StdReturn,MetaTest/door-lock-v1/MaxReturn,door-lock-v1/SuccessRate,policy/LossAfter,MetaTest/door-lock-v1/Iteration,MetaTest/door-lock-v1/TerminationRate,MetaTest/door-lock-v1/NumEpisodes,door-lock-v1/MaxReturn,Average/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/door-lock-v1/StdReturn,policy/KL,MetaTest/door-lock-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,Average/StdReturn,door-lock-v1/Iteration,door-lock-v1/AverageDiscountedReturn,door-lock-v1/NumEpisodes,policy/LossBefore,MetaTest/door-lock-v1/SuccessRate,MetaTest/door-lock-v1/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,LinearFeatureBaseline/ExplainedVariance,Average/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,door-lock-v1/MinReturn,Average/MaxReturn,door-lock-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,policy/Entropy,policy/dLoss,Average/AverageReturn,Average/SuccessRate,policy/KLBefore,door-lock-v1/TerminationRate
,12,,-60.44382206693454,8328.083100978065,,0.09,-9.768725,,,,66823.54382229864,0.0,,,260000,,0.0066179736,,,8328.083100978065,12,539.6127586934666,100,-2.0815845,,,539.6127586934666,,0.21528060944288596,100,,,,-60.44382206693454,66823.54382229864,1638.3302858542677,,5.4351263,7.687141,1638.3302858542677,0.09,0.0,0.0
,13,,-54.38534022808859,4854.9769169353685,,0.1,-3.070972,,,,39694.57633836155,0.0,,,280000,,0.0053791143,,,4854.9769169353685,13,455.0654206004892,100,0.25561327,,,455.0654206004892,,0.12493847798296809,100,,,,-54.38534022808859,39694.57633836155,1281.2829518393983,,5.4204965,3.3265853,1281.2829518393983,0.1,0.0,0.0
,14,,-48.380138532854,8253.851588398891,,0.13,1.0394031,,,,74159.78764939225,0.0,,,300000,,0.004597493,,,8253.851588398891,14,632.9663027964621,100,6.905253,,,632.9663027964621,,0.17052138329416433,100,,,,-48.380138532854,74159.78764939225,1668.1487243296297,,5.3884654,5.86585,1668.1487243296297,0.13,0.0,0.0
,15,,-63.19863156932282,11908.463483192512,,0.11,-9.446808,,,,88147.94610637384,0.0,,,320000,,0.006366565,,,11908.463483192512,15,575.3865323118672,100,0.6777672,,,575.3865323118672,,0.1815227844538162,100,,,,-63.19863156932282,88147.94610637384,2045.8573150902853,,5.3804927,10.124575,2045.8573150902853,0.11,0.0,0.0
,16,,-51.83073876524688,11232.160134521537,,0.13,4.044408,,,,67682.8818287765,0.0,,,340000,,0.0058376053,,,11232.160134521537,16,750.4369249174939,100,13.135869,,,750.4369249174939,,0.28163516307665715,100,,,,-51.83073876524688,67682.8818287765,2355.3659112182354,,5.380096,9.091461,2355.3659112182354,0.13,0.0,0.0
,17,,-55.978951101072624,7956.116115696098,,0.08,1.1674625,,,,59090.85058516706,0.0,,,360000,,0.008186163,,,7956.116115696098,17,424.3207398685954,100,8.489581,,,424.3207398685954,,0.1586324373577348,100,,,,-55.978951101072624,59090.85058516706,1691.0116183916764,,5.3949895,7.3221188,1691.0116183916764,0.08,0.0,0.0
,18,,-55.480904580907065,9085.943512767853,,0.1,-8.91279,,,,79002.83575421061,0.0,,,380000,,0.0049309735,,,9085.943512767853,18,488.32908592895166,100,-5.0385656,,,488.32908592895166,,0.17268193101604956,100,,,,-55.480904580907065,79002.83575421061,1742.6566648330588,,5.389318,3.8742247,1742.6566648330588,0.1,0.0,0.0
,19,,-51.854963483422544,13005.67097122588,,0.11,-11.733372,,,,77477.5215886846,0.0,,,400000,,0.0075125047,,,13005.67097122588,19,896.2757617343111,100,-1.5929968,,,896.2757617343111,,0.19666874220162278,100,,,,-51.854963483422544,77477.5215886846,2936.9206011348533,,5.367424,10.140375,2936.9206011348533,0.11,0.0,0.0
557.165015377208,20,557.165015377208,-50.965497208327044,12808.226072878391,4802.178903880667,0.13,-8.894783,2,0.0,10,83917.43181643731,0.0,0.0,0.1,420000,1437.0158029717284,0.0056382804,557.1650153772074,-50.3431215283943,12808.226072878391,20,931.2100984457953,100,5.5727983,0.1,-50.3431215283943,931.2100984457953,1437.0158029717284,0.24370876368250083,100,4802.178903880667,2,10,-50.965497208327044,83917.43181643731,2976.772623708551,557.1650153772074,5.329139,14.467581,2976.772623708551,0.13,0.0,0.0
,21,,-54.55161250481553,11879.847679002167,,0.13,0.25298047,,,,97371.07928994118,0.0,,,440000,,0.006411389,,,11879.847679002167,21,891.357236739456,100,12.036367,,,891.357236739456,,0.20976026971298245,100,,,,-54.55161250481553,97371.07928994118,2816.1051454913754,,5.298958,11.783387,2816.1051454913754,0.13,0.0,0.0
,22,,-47.47218834631201,13972.514831505961,,0.25,-10.342175,,,,98077.27910522775,0.0,,,460000,,0.0064732833,,,13972.514831505961,22,1045.144043245757,100,3.2757063,,,1045.144043245757,,0.15313179811906352,100,,,,-47.47218834631201,98077.27910522775,3417.5322192072817,,5.2719264,13.617881,3417.5322192072817,0.25,0.0,0.0
,23,,-52.52731064949495,8205.60448652612,,0.07,-2.4113312,,,,69387.53881481933,0.0,,,480000,,0.008751549,,,8205.60448652612,23,510.23838048632444,100,2.6,,,510.23838048632444,,0.21720277369987195,100,,,,-52.52731064949495,69387.53881481933,1633.4031168425824,,5.2627153,5.011331,1633.4031168425824,0.07,0.0,0.0
,24,,-57.45235840348397,21278.028017033743,,0.16,-2.4319625,,,,173382.67093704065,0.0,,,500000,,0.005869854,,,21278.028017033743,24,1693.6750163977806,100,11.959662,,,1693.6750163977806,,0.26578322632041607,100,,,,-57.45235840348397,173382.67093704065,5155.842076822094,,5.24902,14.391624,5155.842076822094,0.16,0.0,0.0
,25,,-54.09587992039116,18265.205018930665,,0.25,-16.549234,,,,129391.7466361197,0.0,,,520000,,0.006596566,,,18265.205018930665,25,1518.9927058062533,100,-1.3592875,,,1518.9927058062533,,0.23037883372413204,100,,,,-54.09587992039116,129391.7466361197,4879.156194888049,,5.227984,15.189947,4879.156194888049,0.25,0.0,0.0
,26,,-47.424645654248906,22615.37054248469,,0.2,-9.219719,,,,155765.0112210231,0.0,,,540000,,0.005835344,,,22615.37054248469,26,1683.6212311741072,100,10.712587,,,1683.6212311741072,,0.19546426295739194,100,,,,-47.424645654248906,155765.0112210231,4517.070090688252,,5.1938047,19.932306,4517.070090688252,0.2,0.0,0.0
,27,,-62.84706223733657,9981.226880553466,,0.18,-10.801362,,,,78183.10276058693,0.0,,,560000,,0.0059871515,,,9981.226880553466,27,801.1488337123033,100,-1.6717781,,,801.1488337123033,,0.26175586223505054,100,,,,-62.84706223733657,78183.10276058693,2179.752322799548,,5.179124,9.129584,2179.752322799548,0.18,0.0,0.0
,28,,-49.372310378904544,19200.960554512843,,0.2,-23.457512,,,,132985.65360500643,0.0,,,580000,,0.005449287,,,19200.960554512843,28,1076.163743621174,100,-4.553494,,,1076.163743621174,,0.296338604262788,100,,,,-49.372310378904544,132985.65360500643,3542.1587763563807,,5.164826,18.904018,3542.1587763563807,0.2,0.0,0.0
,29,,-53.35634211923638,11761.79779412388,,0.15,-5.5170155,,,,75525.70052938281,0.0,,,600000,,0.006067096,,,11761.79779412388,29,891.5862165027163,100,5.675894,,,891.5862165027163,,0.26194117649172377,100,,,,-53.35634211923638,75525.70052938281,2659.575289776731,,5.1314397,11.192909,2659.575289776731,0.15,0.0,0.0
122.89043655022803,30,122.89043655022803,-59.07556180368798,9755.654277740428,1599.057777606981,0.27,-18.69015,3,0.0,10,58594.51363625953,0.0,0.0,0.0,620000,492.0932872268176,0.0046448647,122.8904365502282,-48.712074923345156,9755.654277740428,30,798.6722393805685,100,-9.289638,0.0,-48.712074923345156,798.6722393805685,492.0932872268176,0.30147509945706563,100,1599.057777606981,3,10,-59.07556180368798,58594.51363625953,2543.1676927609833,122.8904365502282,5.10513,9.400512,2543.1676927609833,0.27,0.0,0.0
,31,,-51.96345978526457,21518.13790423317,,0.17,-12.85875,,,,146920.17103481645,0.0,,,640000,,0.007475761,,,21518.13790423317,31,1218.1936330895846,100,-10.9991,,,1218.1936330895846,,0.30224928320162103,100,,,,-51.96345978526457,146920.17103481645,5241.528085805898,,5.1165648,1.8596506,5241.528085805898,0.17,0.0,0.0
,32,,-53.03686648700786,16926.966117718795,,0.22,-18.711369,,,,150254.2614947717,0.0,,,660000,,0.0058511132,,,16926.966117718795,32,749.5911117611143,100,-4.2070627,,,749.5911117611143,,0.24212893721982542,100,,,,-53.03686648700786,150254.2614947717,2754.233725651669,,5.1226397,14.504306,2754.233725651669,0.22,0.0,0.0
,33,,-47.58042092626885,32634.064968396946,,0.4,-41.333355,,,,170406.88024043432,0.0,,,680000,,0.0058930386,,,32634.064968396946,33,3415.8438571658435,100,-15.393237,,,3415.8438571658435,,0.3114830343804508,100,,,,-47.58042092626885,170406.88024043432,10937.881459172997,,5.110675,25.940117,10937.881459172997,0.4,0.0,0.0
,34,,-46.51253268007931,37768.93082611712,,0.4,-26.176868,,,,200839.66287929515,0.0,,,700000,,0.0072013726,,,37768.93082611712,34,3344.894355677391,100,13.893237,,,3344.894355677391,,0.37562483679619396,100,,,,-46.51253268007931,200839.66287929515,13197.831030988134,,5.0553446,40.070107,13197.831030988134,0.4,0.0,0.0
,35,,-50.65915263645705,18048.531873731965,,0.15,-22.890854,,,,125638.60906149402,0.0,,,720000,,0.0057734735,,,18048.531873731965,35,1144.3988792005098,100,-11.480959,,,1144.3988792005098,,0.3087522942926253,100,,,,-50.65915263645705,125638.60906149402,3531.347158468429,,5.0082293,11.409895,3531.347158468429,0.15,0.0,0.0
,36,,-47.757630109204534,26232.60583462431,,0.22,-3.9947937,,,,161576.2011984627,0.0,,,740000,,0.0063685053,,,26232.60583462431,36,1995.9490544747462,100,10.921009,,,1995.9490544747462,,0.26257768834228445,100,,,,-47.757630109204534,161576.2011984627,7802.877698960174,,4.9904585,14.915803,7802.877698960174,0.22,0.0,0.0
,37,,-54.63065154980505,21964.07222456191,,0.15,-10.662369,,,,138798.20551603648,0.0,,,760000,,0.0076184836,,,21964.07222456191,37,1821.2823761159514,100,4.183694,,,1821.2823761159514,,0.3164456574835047,100,,,,-54.63065154980505,138798.20551603648,6702.641974571752,,4.9753604,14.846063,6702.641974571752,0.15,0.0,0.0
,38,,-48.12141128333637,22919.047150423263,,0.19,-11.542525,,,,108203.41505676007,0.0,,,780000,,0.006355582,,,22919.047150423263,38,2474.5226992776534,100,11.1778345,,,2474.5226992776534,,0.26308952507533157,100,,,,-48.12141128333637,108203.41505676007,9594.176337865794,,4.9256907,22.72036,9594.176337865794,0.19,0.0,0.0
,39,,-48.62709496237294,31359.69176188526,,0.28,-14.958108,,,,195463.3576867115,0.0,,,800000,,0.006501161,,,31359.69176188526,39,2879.933651431013,100,14.343407,,,2879.933651431013,,0.32160183662446573,100,,,,-48.62709496237294,195463.3576867115,10784.116950217787,,4.8887453,29.301514,10784.116950217787,0.28,0.0,0.0
24160.846561086633,40,24160.846561086633,-57.04999969586342,15845.61827932059,158166.47460975507,0.26,-4.1912127,4,0.0,10,114054.29523712916,0.0,0.0,0.5,820000,50387.039050422914,0.0063665304,24160.846561086637,-46.13835172859213,15845.61827932059,40,788.2725021563875,100,4.85738,0.5,-46.13835172859213,788.2725021563875,50387.039050422914,0.25438613669717136,100,158166.47460975507,4,10,-57.04999969586342,114054.29523712916,2647.8552922051317,24160.846561086637,4.877487,9.048593,2647.8552922051317,0.26,0.0,0.0
,41,,-53.37188765413317,9755.461812881336,,0.2,-8.436923,,,,65385.54162158517,0.0,,,840000,,0.008866681,,,9755.461812881336,41,662.2776080131756,100,-3.5279531,,,662.2776080131756,,0.2494538409181395,100,,,,-53.37188765413317,65385.54162158517,1876.7950698270035,,4.859666,4.90897,1876.7950698270035,0.2,0.0,0.0
,42,,-41.47909033437181,35109.88243324252,,0.29,-70.595375,,,,190625.51086046518,0.0,,,860000,,0.0065529593,,,35109.88243324252,42,4652.600768960575,100,-33.18936,,,4652.600768960575,,0.2676859009190736,100,,,,-41.47909033437181,190625.51086046518,15203.49243191567,,4.842723,37.406013,15203.49243191567,0.29,0.0,0.0
,43,,-44.619879464437794,38869.52386644297,,0.41,-1.754875,,,,216712.00318318792,0.0,,,880000,,0.008451947,,,38869.52386644297,43,5298.8436053058795,100,35.412895,,,5298.8436053058795,,0.25742552654860407,100,,,,-44.619879464437794,216712.00318318792,19159.012926890893,,4.823512,37.16777,19159.012926890893,0.41,0.0,0.0
,44,,-50.90787672480313,20978.82484548905,,0.27,-15.02973,,,,127706.49790745023,0.0,,,900000,,0.006108208,,,20978.82484548905,44,1833.8876111195748,100,-0.91618437,,,1833.8876111195748,,0.3810795480245185,100,,,,-50.90787672480313,127706.49790745023,6416.991299593411,,4.8087187,14.113545,6416.991299593411,0.27,0.0,0.0
,45,,-50.60274049516593,21221.391091608206,,0.23,-11.505356,,,,126911.97842519941,0.0,,,920000,,0.0038063626,,,21221.391091608206,45,1767.6241963026443,100,2.0539374,,,1767.6241963026443,,0.2209802011260208,100,,,,-50.60274049516593,126911.97842519941,6651.932337632148,,4.8009787,13.559294,6651.932337632148,0.23,0.0,0.0
,46,,-49.476111794574024,30727.840315170575,,0.37,-22.650713,,,,196014.7233391439,0.0,,,940000,,0.004754747,,,30727.840315170575,46,2482.46170764578,100,3.0559,,,2482.46170764578,,0.27635634522439156,100,,,,-49.476111794574024,196014.7233391439,9795.770204666931,,4.785554,25.706614,9795.770204666931,0.37,0.0,0.0
,47,,-49.00414697089351,25781.790768960665,,0.25,-4.6997547,,,,173241.52330310305,0.0,,,960000,,0.005473484,,,25781.790768960665,47,1819.2925813250415,100,14.431767,,,1819.2925813250415,,0.2478506750313869,100,,,,-49.00414697089351,173241.52330310305,6920.305784839879,,4.7652655,19.131523,6920.305784839879,0.25,0.0,0.0
,48,,-49.70532111659668,21346.436602415855,,0.2,-29.81179,,,,124970.20044594795,0.0,,,980000,,0.007247185,,,21346.436602415855,48,1554.7672888676555,100,-13.62915,,,1554.7672888676555,,0.26061643176198956,100,,,,-49.70532111659668,124970.20044594795,6730.336199702338,,4.7383165,16.18264,6730.336199702338,0.2,0.0,0.0
,49,,-46.22483502193447,28807.93824418062,,0.26,-23.9876,,,,128256.48888683903,0.0,,,1000000,,0.009065183,,,28807.93824418062,49,2977.1832234474055,100,2.71615,,,2977.1832234474055,,0.23076550081964475,100,,,,-46.22483502193447,128256.48888683903,12299.595146860542,,4.709237,26.70375,12299.595146860542,0.26,0.0,0.0
1132.8178222292702,50,1132.8178222292702,-46.533383687884935,26952.627652446434,10855.84860496709,0.31,3.9156125,5,0.0,10,158870.4171834246,0.0,0.0,0.3,1020000,3245.429882810704,0.0066548195,1132.8178222292704,-49.029551622877726,26952.627652446434,50,2299.3364145344,100,28.8783,0.3,-49.029551622877726,2299.3364145344,3245.429882810704,0.2566873428202866,100,10855.84860496709,5,10,-46.533383687884935,158870.4171834246,8403.44483796047,1132.8178222292704,4.692252,24.962687,8403.44483796047,0.31,0.0,0.0
,51,,-50.5741560717734,35053.70581068861,,0.26,-22.68445,,,,206962.31432809515,0.0,,,1040000,,0.0071056397,,,35053.70581068861,51,3077.0965312602125,100,9.85075,,,3077.0965312602125,,0.30680776845233426,100,,,,-50.5741560717734,206962.31432809515,12609.242322462169,,4.6834984,32.535202,12609.242322462169,0.26,0.0,0.0
,52,,-46.474186607595165,34994.26112914137,,0.37,-2.8657844,,,,167006.33327959685,0.0,,,1060000,,0.006276252,,,34994.26112914137,52,3818.71328803503,100,33.795998,,,3818.71328803503,,0.2375102383293204,100,,,,-46.474186607595165,167006.33327959685,14366.295967580312,,4.6700697,36.66178,14366.295967580312,0.37,0.0,0.0
,53,,-49.83402378955414,27212.020012643137,,0.23,-22.06908,,,,208124.32904417434,0.0,,,1080000,,0.0065303994,,,27212.020012643137,53,1763.8023493998462,100,-1.0384406,,,1763.8023493998462,,0.26981710899740863,100,,,,-49.83402378955414,208124.32904417434,7223.727753171846,,4.653491,21.03064,7223.727753171846,0.23,0.0,0.0
,54,,-48.964579572388736,25680.6439470428,,0.29,-25.212992,,,,133990.9066703709,0.0,,,1100000,,0.007020832,,,25680.6439470428,54,2498.3775575529203,100,-5.020378,,,2498.3775575529203,,0.26277157043129296,100,,,,-48.964579572388736,133990.9066703709,10200.992122477588,,4.635438,20.192614,10200.992122477588,0.29,0.0,0.0
,55,,-47.73229514892927,34767.9817252374,,0.35,0.3440375,,,,163937.44451780897,0.0,,,1120000,,0.0073953215,,,34767.9817252374,55,3442.857806347481,100,27.897106,,,3442.857806347481,,0.31040236024484724,100,,,,-47.73229514892927,163937.44451780897,13946.37783593604,,4.627967,27.553068,13946.37783593604,0.35,0.0,0.0
,56,,-52.02477084287142,22880.11435846037,,0.22,-16.153662,,,,135007.29516652785,0.0,,,1140000,,0.0068792403,,,22880.11435846037,56,2160.0516543538665,100,2.528425,,,2160.0516543538665,,0.23171486779546102,100,,,,-52.02477084287142,135007.29516652785,8524.010161590228,,4.6267195,18.682087,8524.010161590228,0.22,0.0,0.0
,57,,-42.73083987863626,29586.64321468786,,0.38,-5.4298687,,,,139975.13039156373,0.0,,,1160000,,0.006154163,,,29586.64321468786,57,2675.9734324464434,100,22.468056,,,2675.9734324464434,,0.18323460055055174,100,,,,-42.73083987863626,139975.13039156373,11081.032096493085,,4.6140356,27.897924,11081.032096493085,0.38,0.0,0.0
,58,,-51.85319009553158,34968.71528460733,,0.36,-9.463963,,,,138326.7174020283,0.0,,,1180000,,0.0056789694,,,34968.71528460733,58,5129.735417495418,100,26.471731,,,5129.735417495418,,0.2556070727279922,100,,,,-51.85319009553158,138326.7174020283,16533.706104255732,,4.5833483,35.93569,16533.706104255732,0.36,0.0,0.0
,59,,-46.749634027832975,37949.81559740027,,0.4,0.94470936,,,,168280.84084959797,0.0,,,1200000,,0.007951404,,,37949.81559740027,59,5328.637956329045,100,33.239277,,,5328.637956329045,,0.31136597650490716,100,,,,-46.749634027832975,168280.84084959797,19709.53271759347,,4.5496593,32.294567,19709.53271759347,0.4,0.0,0.0
26312.877835279818,60,26312.877835279818,-51.96493735746876,37551.91073581345,222686.97052654903,0.38,-5.131053,6,0.0,10,170276.65384879173,0.0,0.0,0.6,1220000,66306.30648191855,0.0054621208,26312.877835279818,-40.6399261197614,37551.91073581345,60,4766.2683481779895,100,30.75308,0.6,-40.6399261197614,4766.2683481779895,66306.30648191855,0.3338316823136688,100,222686.97052654903,6,10,-51.96493735746876,170276.65384879173,15670.86357963936,26312.877835279818,4.5198674,35.884132,15670.86357963936,0.38,0.0,0.0
,61,,-51.14346927914568,35268.590779222206,,0.37,6.511675,,,,182134.55279451274,0.0,,,1240000,,0.0053872145,,,35268.590779222206,61,5862.216185487645,100,32.34148,,,5862.216185487645,,0.21063869613927755,100,,,,-51.14346927914568,182134.55279451274,20897.589590734788,,4.492436,25.829805,20897.589590734788,0.37,0.0,0.0
,62,,-44.34813040930947,24808.07830414759,,0.31,-5.67615,,,,119132.44428277155,0.0,,,1260000,,0.005938956,,,24808.07830414759,62,4115.473880458848,100,17.10445,,,4115.473880458848,,0.23093119146987584,100,,,,-44.34813040930947,119132.44428277155,13583.291908436307,,4.5011835,22.7806,13583.291908436307,0.31,0.0,0.0
,63,,-44.59626550955651,26350.411714118967,,0.27,-0.345925,,,,134165.07147995895,0.0,,,1280000,,0.0043444014,,,26350.411714118967,63,3905.9136623354348,100,17.0224,,,3905.9136623354348,,0.3244793772600466,100,,,,-44.59626550955651,134165.07147995895,14309.04333309715,,4.499633,17.368324,14309.04333309715,0.27,0.0,0.0
,64,,-44.26108286943937,41136.466781884315,,0.32,-19.782688,,,,269022.9641332028,0.0,,,1300000,,0.005870055,,,41136.466781884315,64,5424.671232158739,100,9.42135,,,5424.671232158739,,0.27901546928275733,100,,,,-44.26108286943937,269022.9641332028,19320.23844969064,,4.495976,29.204037,19320.23844969064,0.32,0.0,0.0
,65,,-46.00925853543113,37333.1081168009,,0.31,-58.586025,,,,222197.84783208187,0.0,,,1320000,,0.0052358145,,,37333.1081168009,65,4648.399014553378,100,-24.699852,,,4648.399014553378,,0.25865154908234744,100,,,,-46.00925853543113,222197.84783208187,18780.167748176154,,4.4770894,33.886173,18780.167748176154,0.31,0.0,0.0
,66,,-48.60898015008152,53515.446391209865,,0.45,-65.626816,,,,266316.4564587946,0.0,,,1340000,,0.0069195116,,,53515.446391209865,66,6724.775136046632,100,-21.013725,,,6724.775136046632,,0.3170254205242363,100,,,,-48.60898015008152,266316.4564587946,24992.83855785656,,4.457734,44.61309,24992.83855785656,0.45,0.0,0.0
,67,,-46.69517153400647,62298.02385940203,,0.35,-84.53366,,,,257169.24280511145,0.0,,,1360000,,0.006657763,,,62298.02385940203,67,9763.646083564656,100,-30.841438,,,9763.646083564656,,0.35366879127455253,100,,,,-46.69517153400647,257169.24280511145,34671.52638028031,,4.4301443,53.692223,34671.52638028031,0.35,0.0,0.0
,68,,-47.978078308846875,40267.71199346222,,0.28,-15.257875,,,,189840.7250901576,0.0,,,1380000,,0.0062952465,,,40267.71199346222,68,6176.285386368438,100,16.616062,,,6176.285386368438,,0.3016935670099622,100,,,,-47.978078308846875,189840.7250901576,24981.38747684975,,4.403373,31.873938,24981.38747684975,0.28,0.0,0.0
,69,,-46.94817958122761,44933.09225081925,,0.36,-38.744186,,,,214601.39424165257,0.0,,,1400000,,0.007919955,,,44933.09225081925,69,6143.100093525218,100,3.47755,,,6143.100093525218,,0.3387999141440654,100,,,,-46.94817958122761,214601.39424165257,22783.122151480344,,4.3763547,42.221737,22783.122151480344,0.36,0.0,0.0
