MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageReturn,MetaTrain/Average/ContrastiveLoss,TotalEnvSteps,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/coffee-pull-v1/MaxReturn,MetaTest/coffee-pull-v1/StdReturn,MetaTest/coffee-pull-v1/Iteration,MetaTest/coffee-pull-v1/AverageReturn,MetaTest/coffee-pull-v1/MinReturn,MetaTest/coffee-pull-v1/TerminationRate,MetaTest/coffee-pull-v1/AverageDiscountedReturn,MetaTest/coffee-pull-v1/NumTrajs,MetaTest/Average/Iteration,MetaTest/coffee-pull-v1/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/NumTrajs
6763.198480642522,1106.6493139039628,-14.476192,1106.6493139039628,99.38164,896000,nan,-26226.746,6763.198480642522,2007.4059103891116,28,1106.6493139039628,-43.44998527080192,0.0,1106.6493139039628,10,28,0.1,1617963.8,2007.4059103891116,0.1,0.0,-43.44998527080192,10
112265.77337148265,20605.212545137223,-14.679742,20605.212545137223,104.22871,920000,nan,-29540.309,112265.77337148265,34717.241352750076,29,20605.212545137223,-54.43173652832419,0.0,20605.212545137223,10,29,0.3,2169652.0,34717.241352750076,0.3,0.0,-54.43173652832419,10
31975.278611621758,7844.170757891976,-15.458864,7844.170757891979,61.706173,944000,nan,-30661.305,31975.278611621758,10911.049414948155,30,7844.170757891979,-41.638390943538425,0.0,7844.170757891976,10,30,0.4,2766561.8,10911.049414948155,0.4,0.0,-41.638390943538425,10
6641.9297673524725,1893.2545863555763,-16.63681,1893.2545863555763,61.515144,968000,nan,-34526.484,6641.9297673524725,2069.507695000498,31,1893.2545863555763,-43.473342358206864,0.0,1893.2545863555763,10,31,0.1,3562941.5,2069.507695000498,0.1,0.0,-43.473342358206864,10
1541.9405205570606,171.08377678870076,-16.59126,171.08377678870085,87.64978,992000,nan,-35388.36,1541.9405205570606,480.4662382373915,32,171.08377678870085,-45.56573729741898,0.0,171.08377678870076,10,32,0.0,4299708.0,480.4662382373915,0.0,0.0,-45.56573729741898,10
37208.46407351614,8806.456056978072,-17.264011,8806.456056978064,64.590034,1016000,nan,-41195.664,37208.46407351614,10633.57258875996,33,8806.456056978064,-33.23326574777779,0.0,8806.456056978072,10,33,0.1,5365626.0,10633.57258875996,0.1,0.0,-33.23326574777779,10
72962.01962025967,18175.169641506025,-17.34836,18175.16964150602,76.487236,1040000,nan,-44421.312,72962.01962025967,21809.48520936206,34,18175.16964150602,-54.206801692366966,0.0,18175.169641506025,10,34,0.3,6600663.0,21809.48520936206,0.3,0.0,-54.206801692366966,10
1734.8812444397595,552.6615806167775,-17.346714,552.6615806167774,62.9655,1064000,nan,-44736.273,1734.8812444397595,608.4164221861276,35,552.6615806167774,-73.53590827901158,0.0,552.6615806167775,10,35,0.0,7577621.5,608.4164221861276,0.0,0.0,-73.53590827901158,10
-30.61750127428682,-70.53133068956154,-18.22909,-70.53133068956154,62.371788,1088000,nan,-45057.902,-30.61750127428682,20.262337775075682,36,-70.53133068956154,-88.17583716340123,0.0,-70.53133068956154,10,36,0.0,8081621.5,20.262337775075682,0.0,0.0,-88.17583716340123,10
52103.6945049066,14488.048992293921,-17.482347,14488.048992293921,147.00731,1112000,nan,-43886.496,52103.6945049066,17395.380157297393,37,14488.048992293921,442.12513503036365,0.0,14488.048992293921,10,37,0.1,8601113.0,17395.380157297393,0.1,0.0,442.12513503036365,10
9802.938312170822,2560.9932549496652,-18.829231,2560.9932549496643,103.47792,1136000,nan,-50616.52,9802.938312170822,4008.555097573639,38,2560.9932549496643,-76.60002617097902,0.0,2560.9932549496652,10,38,0.0,10918679.0,4008.555097573639,0.0,0.0,-76.60002617097902,10
-41.6235840106052,-72.03062082617785,-18.123676,-72.03062082617785,291.69733,1160000,nan,-49752.863,-41.6235840106052,14.51499055652379,39,-72.03062082617785,-84.65927211029667,0.0,-72.03062082617785,10,39,0.0,11843451.0,14.51499055652379,0.0,0.0,-84.65927211029667,10
64942.762425899884,9195.86202651365,-17.440937,9195.86202651365,1124.2311,1184000,nan,-45331.297,64942.762425899884,19708.5470624674,40,9195.86202651365,-84.967502684367,0.0,9195.86202651365,10,40,0.2,12829702.0,19708.5470624674,0.2,0.0,-84.967502684367,10
69828.66437870485,8206.562697135492,-20.336765,8206.56269713549,243.67662,1208000,nan,-75901.55,69828.66437870485,20712.376096448286,41,8206.56269713549,-129.72230282033084,0.0,8206.562697135492,10,41,0.0,19432924.0,20712.376096448286,0.0,0.0,-129.72230282033084,10
18341.70022048798,2695.6087761264293,-20.059637,2695.6087761264275,393.1658,1232000,nan,-82637.35,18341.70022048798,5514.0922413113785,42,2695.6087761264275,-41.10101620066308,0.0,2695.6087761264293,10,42,0.2,22588170.0,5514.0922413113785,0.2,0.0,-41.10101620066308,10
72922.97861792955,17461.953898353968,-20.693672,17461.953898353957,72.962814,1256000,nan,-96545.36,72922.97861792955,24177.105850795368,43,17461.953898353957,93.91535670873772,0.0,17461.953898353968,10,43,0.2,28919326.0,24177.105850795368,0.2,0.0,93.91535670873772,10
40748.893135930164,5061.918709759412,-19.842762,5061.91870975941,58.043648,1280000,nan,-97727.93,40748.893135930164,11918.427210986338,44,5061.91870975941,207.15411632453635,0.0,5061.918709759412,10,44,0.2,32741386.0,11918.427210986338,0.2,0.0,207.15411632453635,10
137637.59988309536,18969.13647147436,-19.01573,18969.136471474343,56.19772,1304000,nan,-98224.56,137637.59988309536,41404.344601862496,45,18969.136471474343,286.3694447380516,0.0,18969.13647147436,10,45,0.3,37292964.0,41404.344601862496,0.3,0.0,286.3694447380516,10
167214.98705224087,37241.17716815823,-18.536894,37241.17716815824,51.862694,1328000,nan,-100242.83,167214.98705224087,47565.380501155065,46,37241.17716815824,-47.082740150496655,0.0,37241.17716815823,10,46,0.4,42532810.0,47565.380501155065,0.4,0.0,-47.082740150496655,10
161080.72662301856,24445.896115038235,-18.566286,24445.896115038224,47.124275,1352000,nan,-105109.664,161080.72662301856,50040.469214354176,47,24445.896115038224,-85.03021548761285,0.0,24445.896115038235,10,47,0.2,49004870.0,50040.469214354176,0.2,0.0,-85.03021548761285,10
292111.5974654899,53003.30982648195,-18.485432,53003.30982648196,38.78764,1376000,nan,-108998.38,292111.5974654899,89391.90039757776,48,53003.30982648196,-17.8947608604948,0.0,53003.30982648195,10,48,0.4,56435948.0,89391.90039757776,0.4,0.0,-17.8947608604948,10
37705.15766215053,7263.136335699545,-18.506128,7263.136335699545,53.21275,1400000,nan,-105577.97,37705.15766215053,12805.004899284628,49,7263.136335699545,-90.93615162136861,0.0,7263.136335699545,10,49,0.0,60984068.0,12805.004899284628,0.0,0.0,-90.93615162136861,10
67628.13702676853,12704.879704273675,-19.192793,12704.879704273688,43.830296,1424000,nan,-119268.06,67628.13702676853,21409.92746232805,50,12704.879704273688,-43.28754709797698,0.0,12704.879704273675,10,50,0.1,74103224.0,21409.92746232805,0.1,0.0,-43.28754709797698,10
136740.23475118692,27887.498471573123,-19.092398,27887.498471573133,34.938477,1448000,nan,-128395.34,136740.23475118692,45184.722524768964,51,27887.498471573133,-45.961033044167586,0.0,27887.498471573123,10,51,0.2,86067110.0,45184.722524768964,0.2,0.0,-45.961033044167586,10
50946.78272193505,6137.299994929908,-18.733768,6137.299994929906,31.058075,1472000,nan,-133121.2,50946.78272193505,15036.504874422373,52,6137.299994929906,-74.16015370945956,0.0,6137.299994929908,10,52,0.1,95023050.0,15036.504874422373,0.1,0.0,-74.16015370945956,10
63589.91487410929,11000.59864809901,-18.746971,11000.59864809901,35.61469,1496000,nan,-137014.14,63589.91487410929,18582.348581676055,53,11000.59864809901,96.03922222517514,0.0,11000.59864809901,10,53,0.2,103149950.0,18582.348581676055,0.2,0.0,96.03922222517514,10
16967.612756567218,3409.4883481556412,-18.71534,3409.4883481556403,30.571262,1520000,nan,-136535.27,16967.612756567218,5988.354341294049,54,3409.4883481556403,-122.39232626870677,0.0,3409.4883481556412,10,54,0.0,107789550.0,5988.354341294049,0.0,0.0,-122.39232626870677,10
67283.65889819062,14278.505869771558,-19.448427,14278.505869771561,39.073334,1544000,nan,-135127.39,67283.65889819062,20809.535293943834,55,14278.505869771561,-92.73840220677471,0.0,14278.505869771558,10,55,0.3,109798616.0,20809.535293943834,0.3,0.0,-92.73840220677471,10
11033.338736631162,1311.563527956727,-19.886219,1311.5635279567268,28.11264,1568000,nan,-144528.1,11033.338736631162,3294.9616074878013,56,1311.5635279567268,-97.28564882388498,0.0,1311.563527956727,10,56,0.1,119412210.0,3294.9616074878013,0.1,0.0,-97.28564882388498,10
154444.0096392846,17084.10271552512,-20.356031,17084.10271552513,27.46943,1592000,nan,-148606.66,154444.0096392846,45981.61746585785,57,17084.10271552513,-58.95084925162105,0.0,17084.10271552512,10,57,0.2,121330744.0,45981.61746585785,0.2,0.0,-58.95084925162105,10
175562.4747828293,41882.122893426305,-20.075544,41882.1228934263,33.835884,1616000,nan,-144619.78,175562.4747828293,52610.30435466599,58,41882.1228934263,-15.822901116193373,0.0,41882.122893426305,10,58,0.3,120800790.0,52610.30435466599,0.3,0.0,-15.822901116193373,10
147360.77672824083,14892.095809019569,-20.406202,14892.09580901956,29.190903,1640000,nan,-155724.2,147360.77672824083,44157.589856764665,59,14892.09580901956,-85.46340315192256,0.0,14892.095809019569,10,59,0.2,127153800.0,44157.589856764665,0.2,0.0,-85.46340315192256,10
91181.45635082942,35623.78499057412,-20.420341,35623.78499057412,26.887253,1664000,nan,-156863.27,91181.45635082942,33685.550944009105,60,35623.78499057412,301.0294331122238,0.0,35623.78499057412,10,60,0.3,127353380.0,33685.550944009105,0.3,0.0,301.0294331122238,10
244233.62983955033,56695.88519374832,-20.313473,56695.885193748305,25.597504,1688000,nan,-156780.55,244233.62983955033,77460.82017656982,61,56695.885193748305,286.7517370203341,0.0,56695.88519374832,10,61,0.4,127400216.0,77460.82017656982,0.4,0.0,286.7517370203341,10
150333.91566190877,73153.1086375725,-20.56293,73153.1086375725,29.285624,1712000,nan,-158894.66,150333.91566190877,59585.97170188768,62,73153.1086375725,-42.62437554922407,0.0,73153.1086375725,10,62,0.7,132867440.0,59585.97170188768,0.7,0.0,-42.62437554922407,10
206684.00120673128,110577.06899528718,-20.920813,110577.06899528718,26.979362,1736000,nan,-172243.05,206684.00120673128,58633.96626009348,63,110577.06899528718,27249.20400603076,0.0,110577.06899528718,10,63,0.7,140732700.0,58633.96626009348,0.7,0.0,27249.20400603076,10
242546.98117296302,99852.38853383997,-20.986298,99852.38853384,30.941717,1760000,nan,-182117.17,242546.98117296302,65487.67049425414,64,99852.38853384,124.24233372129967,0.0,99852.38853383997,10,64,0.7,148931840.0,65487.67049425414,0.7,0.0,124.24233372129967,10
277423.6748000068,76692.29504847659,-21.288843,76692.29504847655,39.98582,1784000,nan,-191939.78,277423.6748000068,78266.1684978308,65,76692.29504847655,5351.414545269941,0.0,76692.29504847659,10,65,0.3,154622940.0,78266.1684978308,0.3,0.0,5351.414545269941,10
240706.43979528695,48106.12204118971,-21.609074,48106.12204118972,65.77794,1808000,nan,-204073.53,240706.43979528695,84299.51607046612,66,48106.12204118972,114.69966858237147,0.0,48106.12204118971,10,66,0.3,160812770.0,84299.51607046612,0.3,0.0,114.69966858237147,10
194138.4567731469,89774.90756171194,-21.732855,89774.9075617119,67.8815,1832000,nan,-215296.31,194138.4567731469,60150.33726389957,67,89774.9075617119,5173.447676279225,0.0,89774.90756171194,10,67,0.6,161444400.0,60150.33726389957,0.6,0.0,5173.447676279225,10
146179.13048182966,70132.53598615198,-22.121765,70132.53598615198,70.37962,1856000,nan,-230218.2,146179.13048182966,51486.822997028365,68,70132.53598615198,-34.0838127909375,0.0,70132.53598615198,10,68,0.4,166069650.0,51486.822997028365,0.4,0.0,-34.0838127909375,10
288768.16205555457,94995.87829762105,-22.595263,94995.87829762106,89.08109,1880000,nan,-248761.02,288768.16205555457,93759.19602668373,69,94995.87829762106,8074.774901940229,0.0,94995.87829762105,10,69,0.4,174537940.0,93759.19602668373,0.4,0.0,8074.774901940229,10
128335.03873810178,45047.65723285834,-22.370626,45047.65723285835,56.72194,1904000,nan,-256367.58,128335.03873810178,42944.407675051,70,45047.65723285835,84.9909269513461,0.0,45047.65723285834,10,70,0.3,180124200.0,42944.407675051,0.3,0.0,84.9909269513461,10
104063.59299109338,57633.66006875574,-22.412426,57633.66006875575,69.47415,1928000,nan,-267885.9,104063.59299109338,32933.60373279247,71,57633.66006875575,8668.307924519131,0.0,57633.66006875574,10,71,0.6,184618610.0,32933.60373279247,0.6,0.0,8668.307924519131,10
72958.46999752522,23642.650061792574,-22.126791,23642.650061792563,54.93794,1952000,nan,-271318.4,72958.46999752522,28808.96914214995,72,23642.650061792563,-121.22552490471111,0.0,23642.650061792574,10,72,0.2,185556910.0,28808.96914214995,0.2,0.0,-121.22552490471111,10
195384.3888709889,60608.710099862714,-22.072813,60608.710099862736,35.401516,1976000,nan,-271853.12,195384.3888709889,69597.8329972781,73,60608.710099862736,-83.80376615272387,0.0,60608.710099862714,10,73,0.4,185460850.0,69597.8329972781,0.4,0.0,-83.80376615272387,10
224765.57179673907,77753.12789892104,-22.15556,77753.12789892106,34.695602,2000000,nan,-290737.1,224765.57179673907,53591.96600557306,74,77753.12789892106,20439.36566625422,0.0,77753.12789892104,10,74,0.4,196583650.0,53591.96600557306,0.4,0.0,20439.36566625422,10
159893.7204771557,74743.20885264731,-22.088266,74743.20885264731,41.448994,2024000,nan,-294938.06,159893.7204771557,53456.00353978452,75,74743.20885264731,194.75116597614428,0.0,74743.20885264731,10,75,0.8,196480960.0,53456.00353978452,0.8,0.0,194.75116597614428,10
142228.05261780025,81867.8570430314,-21.608484,81867.8570430314,39.1615,2048000,nan,-294873.1,142228.05261780025,35257.48816010669,76,81867.8570430314,12950.370293218024,0.0,81867.8570430314,10,76,0.8,191795780.0,35257.48816010669,0.8,0.0,12950.370293218024,10
185820.49189168794,97923.65598643586,-21.864145,97923.65598643587,59.720768,2072000,nan,-298400.7,185820.49189168794,59922.58046692374,77,97923.65598643587,9381.48963478096,0.0,97923.65598643586,10,77,0.6,194896530.0,59922.58046692374,0.6,0.0,9381.48963478096,10
189632.28834514206,95857.00234266336,-22.143219,95857.00234266333,49.993607,2096000,nan,-303025.9,189632.28834514206,74533.7820577978,78,95857.00234266333,111.78235948203351,0.0,95857.00234266336,10,78,0.7,195398640.0,74533.7820577978,0.7,0.0,111.78235948203351,10
180154.50543947288,72536.69859672523,-22.51702,72536.69859672521,138.56003,2120000,nan,-301045.94,180154.50543947288,55325.516021104355,79,72536.69859672521,545.982479873134,0.0,72536.69859672523,10,79,0.4,194972740.0,55325.516021104355,0.4,0.0,545.982479873134,10
179625.07772160706,105497.68015713028,-22.59776,105497.68015713026,109.56997,2144000,nan,-298296.25,179625.07772160706,51915.088368347875,80,105497.68015713026,-52.37446273242126,0.0,105497.68015713028,10,80,0.5,187940180.0,51915.088368347875,0.5,0.0,-52.37446273242126,10
209940.4873551927,101598.81877664568,-22.783186,101598.81877664571,55.13406,2168000,nan,-300522.75,209940.4873551927,70201.58720511876,81,101598.81877664571,-71.6099050506647,0.0,101598.81877664568,10,81,0.8,193142740.0,70201.58720511876,0.8,0.0,-71.6099050506647,10
176266.4775558029,23129.90743004089,-23.107988,23129.907430040876,55.672195,2192000,nan,-303533.06,176266.4775558029,51557.168621953744,82,23129.907430040876,-105.17058945843203,0.0,23129.90743004089,10,82,0.1,196322740.0,51557.168621953744,0.1,0.0,-105.17058945843203,10
231716.34958726095,67335.37072771197,-24.967375,67335.37072771198,527.4461,2216000,nan,-228559.94,231716.34958726095,76191.03105132337,83,67335.37072771198,-85.15972061872384,0.0,67335.37072771197,10,83,0.5,164766750.0,76191.03105132337,0.5,0.0,-85.15972061872384,10
-29.611896001432342,-41.43376788373861,-28.352545,-41.43376788373861,2844.3606,2240000,nan,-54877.906,-29.611896001432342,8.142767084479988,84,-41.43376788373861,-50.21432262006021,0.0,-41.43376788373861,10,84,0.0,76083560.0,8.142767084479988,0.0,0.0,-50.21432262006021,10
170820.42934939312,43633.55806842956,-25.206085,43633.558068429586,1087.0016,2264000,nan,-137177.83,170820.42934939312,54312.990435430984,85,43633.558068429586,-68.19225417919722,0.0,43633.55806842956,10,85,0.3,105819096.0,54312.990435430984,0.3,0.0,-68.19225417919722,10
269489.0965926314,102667.01064255652,-23.10891,102667.01064255653,350.36734,2288000,nan,-281418.56,269489.0965926314,65478.33366957243,86,102667.01064255653,21368.412959365767,0.0,102667.01064255652,10,86,0.7,190301440.0,65478.33366957243,0.7,0.0,21368.412959365767,10
127472.81030895146,71321.25132854132,-22.397099,71321.25132854132,154.8229,2312000,nan,-334501.44,127472.81030895146,41986.007135756474,87,71321.25132854132,452.3055497044877,0.0,71321.25132854132,10,87,0.8,209857680.0,41986.007135756474,0.8,0.0,452.3055497044877,10
234811.68110333197,68032.12526873806,-22.679405,68032.12526873805,195.37828,2336000,nan,-318034.12,234811.68110333197,82359.81970990422,88,68032.12526873805,-86.8628384041041,0.0,68032.12526873806,10,88,0.4,202377470.0,82359.81970990422,0.4,0.0,-86.8628384041041,10
254380.4162075256,54917.76718117597,-23.751657,54917.76718117601,652.9574,2360000,nan,-264384.34,254380.4162075256,80708.88570364343,89,54917.76718117601,-83.87083389690692,0.0,54917.76718117597,10,89,0.3,169827710.0,80708.88570364343,0.3,0.0,-83.87083389690692,10
117231.37750271957,30948.851777938067,-25.202435,30948.851777938085,251.61418,2384000,nan,-243198.56,117231.37750271957,38528.273506523285,90,30948.851777938085,94.78164320172563,0.0,30948.851777938067,10,90,0.5,166784740.0,38528.273506523285,0.5,0.0,94.78164320172563,10
179562.95889271755,40005.24426684857,-23.690859,40005.244266848604,235.55342,2408000,nan,-306509.1,179562.95889271755,63590.30662018095,91,40005.244266848604,-36.319102378676504,0.0,40005.24426684857,10,91,0.3,200684580.0,63590.30662018095,0.3,0.0,-36.319102378676504,10
178231.56269597673,69881.69184867704,-22.932167,69881.69184867703,41.73082,2432000,nan,-315843.9,178231.56269597673,67308.83481311728,92,69881.69184867703,138.62919665966254,0.0,69881.69184867704,10,92,0.5,200120770.0,67308.83481311728,0.5,0.0,138.62919665966254,10
130447.7062423369,59250.673103924746,-22.590227,59250.673103924746,35.35769,2456000,nan,-338940.4,130447.7062423369,39121.3566665763,93,59250.673103924746,146.35300797379776,0.0,59250.673103924746,10,93,0.5,206892380.0,39121.3566665763,0.5,0.0,146.35300797379776,10
206005.74706193307,94256.02751804948,-22.7478,94256.02751804946,30.494837,2480000,nan,-348276.88,206005.74706193307,52329.33425808505,94,94256.02751804946,1979.9981331133936,0.0,94256.02751804948,10,94,0.7,206529520.0,52329.33425808505,0.7,0.0,1979.9981331133936,10
146173.33371204388,42929.605711536045,-23.063166,42929.60571153606,32.208824,2504000,nan,-344452.03,146173.33371204388,40090.25015718522,95,42929.60571153606,421.5636310139212,0.0,42929.605711536045,10,95,0.3,201865180.0,40090.25015718522,0.3,0.0,421.5636310139212,10
