MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/faucet-open-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/faucet-open-v1/SuccessRate,MetaTest/faucet-open-v1/TerminationRate,MetaTest/faucet-open-v1/AverageReturn,MetaTest/faucet-open-v1/Iteration,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/Iteration,MetaTest/faucet-open-v1/MinReturn,MetaTest/faucet-open-v1/StdReturn,MetaTest/faucet-open-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/Average/SuccessRate,MetaTest/faucet-open-v1/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,TotalEnvSteps,MetaTrain/Average/AlphaLoss
6260.029305048803,25756.91142433121,19432.929471926174,19432.929471926174,0.0,0.0,19432.929471926174,23,10,19432.929471926174,nan,0.0,7446.809101311325,23,7446.809101311325,6260.029305048803,10,-73589.04,0.0,25756.91142433121,247.09035,29232196.0,776000,-13.45839
8391.718156512163,32122.94614684252,13929.813539886958,13929.813539886964,0.1,0.0,13929.813539886964,24,10,13929.813539886958,nan,0.0,844.5470411569869,24,844.5470411569869,8391.718156512163,10,-75490.29,0.1,32122.94614684252,311.27518,32673414.0,800000,-13.768998
10.580113826978199,-62.89355673357941,-85.40444964438214,-85.40444964438213,0.0,0.0,-85.40444964438213,25,10,-85.40444964438214,nan,0.0,-101.00203481518301,25,-101.00203481518301,10.580113826978199,10,-39867.375,0.0,-62.89355673357941,15053.823,19593842.0,824000,-14.402302
3494.638918739488,9374.917221485228,1697.400972949955,1697.4009729499553,0.0,0.0,1697.4009729499553,26,10,1697.400972949955,nan,0.0,-55.196937929852645,26,-55.196937929852645,3494.638918739488,10,-21683.74,0.0,9374.917221485228,2210.3708,4195739.0,848000,-12.050561
8713.629547695311,20371.750191716113,6990.513969033958,6990.513969033954,0.0,0.0,6990.513969033954,27,10,6990.513969033958,nan,0.0,-75.41863796455394,27,-75.41863796455394,8713.629547695311,10,-30189.195,0.0,20371.750191716113,1937.0669,6547713.0,872000,-11.810746
9966.5892494817,33151.321302588236,6633.806893189487,6633.806893189489,0.1,0.0,6633.806893189489,28,10,6633.806893189487,nan,0.0,-82.18978826701702,28,-82.18978826701702,9966.5892494817,10,-38097.56,0.1,33151.321302588236,2236.1436,9611645.0,896000,-12.984463
10661.009180905083,26687.345209837637,10273.943867160348,10273.943867160346,0.1,0.0,10273.943867160346,29,10,10273.943867160348,nan,0.0,-52.887599085051185,29,-52.887599085051185,10661.009180905083,10,-47473.484,0.1,26687.345209837637,4169.1323,14975837.0,920000,-13.662297
26954.75139872806,93953.71273195218,16258.673451680264,16258.673451680264,0.1,0.0,16258.673451680264,30,10,16258.673451680264,nan,0.0,-67.26490251690183,30,-67.26490251690183,26954.75139872806,10,-55095.24,0.1,93953.71273195218,6172.277,21769862.0,944000,-14.538726
7621.1764190159265,21722.984624923673,3673.810971614229,3673.810971614229,0.0,0.0,3673.810971614229,31,10,3673.810971614229,nan,0.0,-96.84972891206003,31,-96.84972891206003,7621.1764190159265,10,-62736.465,0.0,21722.984624923673,9562.328,30046932.0,968000,-15.286073
6443.201118491961,19511.45338560572,4186.990581669657,4186.990581669658,0.0,0.0,4186.990581669658,32,10,4186.990581669657,nan,0.0,-58.910907625459686,32,-58.910907625459686,6443.201118491961,10,-69287.086,0.0,19511.45338560572,5497.698,37338948.0,992000,-16.196333
8407.301947790113,23491.822874039433,4086.7083487790624,4086.7083487790633,0.0,0.0,4086.7083487790633,33,10,4086.7083487790624,nan,0.0,-91.70136125995887,33,-91.70136125995887,8407.301947790113,10,-74025.27,0.0,23491.822874039433,4523.7197,41331756.0,1016000,-15.61406
3850.8410333277043,22927.495644066614,15863.491816758813,15863.491816758813,0.0,0.0,15863.491816758813,34,10,15863.491816758813,nan,0.0,9679.374461627876,34,9679.374461627876,3850.8410333277043,10,-76475.62,0.0,22927.495644066614,2724.1816,42141756.0,1040000,-14.754494
8316.115727262359,26346.051579166156,3778.5462105299766,3778.5462105299775,0.0,0.0,3778.5462105299775,35,10,3778.5462105299766,nan,0.0,-55.97860371487503,35,-55.97860371487503,8316.115727262359,10,-76542.83,0.0,26346.051579166156,916.0107,40221804.0,1064000,-14.316696
5280.84399927976,17655.190174638567,1959.0066574885957,1959.0066574885964,0.0,0.0,1959.0066574885964,36,10,1959.0066574885957,nan,0.0,-54.719688761437205,36,-54.719688761437205,5280.84399927976,10,-82847.43,0.0,17655.190174638567,609.74225,39883644.0,1088000,-14.769615
29711.03810281952,84904.55262829759,25430.210062334576,25430.210062334576,0.4,0.0,25430.210062334576,37,10,25430.210062334576,nan,0.0,-44.53239538861131,37,-44.53239538861131,29711.03810281952,10,-88188.05,0.4,84904.55262829759,504.57574,41228984.0,1112000,-15.607884
37158.020144014794,102023.50885600458,36570.771589270065,36570.77158927006,0.5,0.0,36570.77158927006,38,10,36570.771589270065,nan,0.0,-53.35436851017911,38,-53.35436851017911,37158.020144014794,10,-91817.875,0.5,102023.50885600458,489.03406,40585780.0,1136000,-16.016016
24375.22944749179,72037.30349028802,27799.90980019761,27799.9098001976,0.5,0.0,27799.9098001976,39,10,27799.90980019761,nan,0.0,-61.849252545852835,39,-61.849252545852835,24375.22944749179,10,-91917.55,0.5,72037.30349028802,538.12854,39124600.0,1160000,-16.918312
24332.416077608024,81360.34303548242,20628.6314914965,20628.631491496497,0.3,0.0,20628.631491496497,40,10,20628.6314914965,nan,0.0,-55.45812414729559,40,-55.45812414729559,24332.416077608024,10,-90751.47,0.3,81360.34303548242,678.48444,36676636.0,1184000,-17.514658
22031.698533183728,73239.46377187772,9032.306816351384,9032.306816351393,0.1,0.0,9032.306816351393,41,10,9032.306816351384,nan,0.0,-53.36723501568685,41,-53.36723501568685,22031.698533183728,10,-91051.95,0.1,73239.46377187772,706.3374,38107172.0,1208000,-17.960539
31679.800740555107,101739.54481262912,26564.983155206886,26564.983155206886,0.4,0.0,26564.983155206886,42,10,26564.983155206886,nan,0.0,-50.33329910625147,42,-50.33329910625147,31679.800740555107,10,-96779.055,0.4,101739.54481262912,579.75977,45677412.0,1232000,-18.981525
32525.481091198268,99754.59716241581,15421.505064119785,15421.505064119783,0.2,0.0,15421.505064119783,43,10,15421.505064119785,nan,0.0,-53.45522883829835,43,-53.45522883829835,32525.481091198268,10,-96507.42,0.2,99754.59716241581,774.2909,49645060.0,1256000,-19.240154
4184.445434451416,13896.905787957656,1343.5972419499951,1343.5972419499954,0.0,0.0,1343.5972419499954,44,10,1343.5972419499951,nan,0.0,-71.91092332992382,44,-71.91092332992382,4184.445434451416,10,-98908.19,0.0,13896.905787957656,1422.7292,54246228.0,1280000,-19.635109
51385.81439947103,142228.78714535755,33918.120528532774,33918.120528532774,0.3,0.0,33918.120528532774,45,10,33918.120528532774,nan,0.0,-52.46186676275903,45,-52.46186676275903,51385.81439947103,10,-104778.75,0.3,142228.78714535755,508.59805,60685216.0,1304000,-19.44697
49010.15248662948,151566.64564790536,28801.407697157072,28801.407697157083,0.3,0.0,28801.407697157083,46,10,28801.407697157072,nan,0.0,-55.817809129444534,46,-55.817809129444534,49010.15248662948,10,-109136.414,0.3,151566.64564790536,303.3849,69441290.0,1328000,-19.630632
31880.834082924837,111114.5511492924,24209.2356977581,24209.235697758104,0.2,0.0,24209.235697758104,47,10,24209.2356977581,nan,0.0,-50.8005276917187,47,-50.8005276917187,31880.834082924837,10,-110929.39,0.2,111114.5511492924,336.93808,76502040.0,1352000,-19.534887
32383.301711663033,87929.02803118218,30662.085232996982,30662.085232996993,0.4,0.0,30662.085232996993,48,10,30662.085232996982,nan,0.0,-51.23797028389072,48,-51.23797028389072,32383.301711663033,10,-115468.35,0.4,87929.02803118218,330.55872,84385560.0,1376000,-19.576008
52274.8842932994,140741.9892021263,36117.93025850183,36117.93025850184,0.4,0.0,36117.93025850184,49,10,36117.93025850183,nan,0.0,-53.78873235958297,49,-53.78873235958297,52274.8842932994,10,-122190.51,0.4,140741.9892021263,324.7435,95628424.0,1400000,-19.545313
32886.495660736706,109876.97027388836,13080.814694064664,13080.814694064662,0.2,0.0,13080.814694064662,50,10,13080.814694064664,nan,0.0,-47.85942938639409,50,-47.85942938639409,32886.495660736706,10,-132135.03,0.2,109876.97027388836,267.09097,106184150.0,1424000,-20.227219
46065.787966634074,127132.0287937842,41926.67977657325,41926.67977657325,0.6,0.0,41926.67977657325,51,10,41926.67977657325,nan,0.0,-49.949110336590905,51,-49.949110336590905,46065.787966634074,10,-137310.27,0.6,127132.0287937842,276.5562,115565810.0,1448000,-20.439644
32237.408383465063,95552.00611877973,15596.882142456621,15596.882142456627,0.2,0.0,15596.882142456627,52,10,15596.882142456621,nan,0.0,-48.90921789363099,52,-48.90921789363099,32237.408383465063,10,-142302.62,0.2,95552.00611877973,264.48083,121634824.0,1472000,-20.456179
16371.61646468634,54521.08331210559,5406.246746278086,5406.246746278084,0.1,0.0,5406.246746278084,53,10,5406.246746278086,nan,0.0,-74.59429956269726,53,-74.59429956269726,16371.61646468634,10,-134616.11,0.1,54521.08331210559,2527.4397,119719300.0,1496000,-20.813046
62475.891880354946,163984.48034340164,37433.94628760971,37433.94628760969,0.3,0.0,37433.94628760969,54,10,37433.94628760971,nan,0.0,-73.5653362974239,54,-73.5653362974239,62475.891880354946,10,-139279.2,0.3,163984.48034340164,2675.2375,121713576.0,1520000,-20.540907
10640.284402303492,28501.50341368477,9948.408103880156,9948.408103880158,0.0,0.0,9948.408103880158,55,10,9948.408103880156,nan,0.0,-38.364800293768035,55,-38.364800293768035,10640.284402303492,10,-142887.05,0.0,28501.50341368477,3164.2373,126938936.0,1544000,-21.03122
45845.082211443834,141735.0139678149,40058.43238874372,40058.432388743706,0.6,0.0,40058.432388743706,56,10,40058.43238874372,nan,0.0,-49.05659828662502,56,-49.05659828662502,45845.082211443834,10,-152216.55,0.6,141735.0139678149,3686.2542,133310280.0,1568000,-21.628944
67193.9287213391,166796.93064188422,55528.02442617468,55528.024426174685,0.4,0.0,55528.024426174685,57,10,55528.02442617468,nan,0.0,-49.79829775069821,57,-49.79829775069821,67193.9287213391,10,-163444.4,0.4,166796.93064188422,202.40945,142396590.0,1592000,-21.869377
43695.33555878009,108478.25198366061,56019.53126323504,56019.53126323504,0.7,0.0,56019.53126323504,58,10,56019.53126323504,nan,0.0,-48.901532078353874,58,-48.901532078353874,43695.33555878009,10,-165892.81,0.7,108478.25198366061,257.03122,141781070.0,1616000,-21.861258
40701.39692609898,132296.27365221086,26956.527899084835,26956.527899084827,0.4,0.0,26956.527899084827,59,10,26956.527899084835,nan,0.0,-48.39732212592637,59,-48.39732212592637,40701.39692609898,10,-166144.83,0.4,132296.27365221086,297.5145,143214140.0,1640000,-21.781693
60876.8689155287,182737.99382540473,67721.61468944921,67721.61468944921,0.7,0.0,67721.61468944921,60,10,67721.61468944921,nan,0.0,-50.7542427121063,60,-50.7542427121063,60876.8689155287,10,-164462.9,0.7,182737.99382540473,301.2044,147046640.0,1664000,-22.058748
43844.90494736048,138084.983282564,52026.112916612634,52026.112916612634,0.7,0.0,52026.112916612634,61,10,52026.112916612634,nan,0.0,-44.629127360000425,61,-44.629127360000425,43844.90494736048,10,-169302.53,0.7,138084.983282564,277.43536,152684460.0,1688000,-22.349524
45071.22407074696,127773.82745941631,30684.923550761876,30684.92355076188,0.4,0.0,30684.92355076188,62,10,30684.923550761876,nan,0.0,-46.84262269392796,62,-46.84262269392796,45071.22407074696,10,-174640.73,0.4,127773.82745941631,234.45158,156601090.0,1712000,-22.230116
44062.23598455148,129782.00012618561,40271.28074311045,40271.28074311047,0.5,0.0,40271.28074311047,63,10,40271.28074311045,nan,0.0,-48.39177540917933,63,-48.39177540917933,44062.23598455148,10,-177107.2,0.5,129782.00012618561,220.78516,160275520.0,1736000,-22.496075
12905.149613895986,40087.91146358641,13698.466658979964,13698.466658979969,0.3,0.0,13698.466658979969,64,10,13698.466658979964,nan,0.0,-59.90949615499342,64,-59.90949615499342,12905.149613895986,10,-178218.66,0.3,40087.91146358641,373.96207,164508110.0,1760000,-22.52962
50025.91294320601,175037.1856328655,66533.53048636032,66533.53048636031,0.8,0.0,66533.53048636031,65,10,66533.53048636032,nan,0.0,-47.95075472932069,65,-47.95075472932069,50025.91294320601,10,-176662.66,0.8,175037.1856328655,598.0835,170953220.0,1784000,-22.661919
57748.08199257479,160217.86128799923,49661.86802608082,49661.86802608085,0.5,0.0,49661.86802608085,66,10,49661.86802608082,nan,0.0,-47.84095586968803,66,-47.84095586968803,57748.08199257479,10,-179284.39,0.5,160217.86128799923,734.7439,176747180.0,1808000,-23.01717
40646.14744523782,112904.57506185732,24676.350683919805,24676.350683919813,0.3,0.0,24676.350683919813,67,10,24676.350683919805,nan,0.0,-54.07363139824658,67,-54.07363139824658,40646.14744523782,10,-183418.02,0.3,112904.57506185732,697.3218,185524860.0,1832000,-23.297234
50150.075690548816,138723.68769545807,70608.54290692887,70608.54290692884,0.7,0.0,70608.54290692884,68,10,70608.54290692887,nan,0.0,-48.81001239480674,68,-48.81001239480674,50150.075690548816,10,-189362.72,0.7,138723.68769545807,493.33688,197637840.0,1856000,-23.568613
60724.18730362409,151344.20920684078,51266.771770542844,51266.771770542844,0.5,0.0,51266.771770542844,69,10,51266.771770542844,nan,0.0,-50.379878239398785,69,-50.379878239398785,60724.18730362409,10,-192558.56,0.5,151344.20920684078,529.3719,214878200.0,1880000,-23.965437
45885.717004372906,129212.35301617546,60980.22372390052,60980.22372390048,0.7,0.0,60980.22372390048,70,10,60980.22372390052,nan,0.0,-45.44415150516077,70,-45.44415150516077,45885.717004372906,10,-191611.52,0.7,129212.35301617546,720.178,222562510.0,1904000,-24.261536
50622.950147186646,134121.92762741103,65681.22726580132,65681.22726580132,0.6,0.0,65681.22726580132,71,10,65681.22726580132,nan,0.0,-45.95086066656625,71,-45.95086066656625,50622.950147186646,10,-189156.88,0.6,134121.92762741103,765.6411,222169540.0,1928000,-24.662985
45722.437157495704,114171.03091496722,43414.743447575616,43414.743447575616,0.5,0.0,43414.743447575616,72,10,43414.743447575616,nan,0.0,-48.824319206502366,72,-48.824319206502366,45722.437157495704,10,-186118.6,0.5,114171.03091496722,566.6085,217024600.0,1952000,-25.056036
56046.210979247786,146318.89585075405,44603.412923075186,44603.41292307518,0.4,0.0,44603.41292307518,73,10,44603.412923075186,nan,0.0,-49.95321297421092,73,-49.95321297421092,56046.210979247786,10,-195852.19,0.4,146318.89585075405,600.6276,230779460.0,1976000,-24.983507
38446.867690914216,136552.7612922708,31072.165396113705,31072.165396113724,0.2,0.0,31072.165396113724,74,10,31072.165396113705,nan,0.0,-61.41494771083843,74,-61.41494771083843,38446.867690914216,10,-192233.33,0.2,136552.7612922708,618.8137,233576000.0,2000000,-25.267727
46271.530601741106,109669.92580757284,67103.25658137289,67103.25658137289,0.7,0.0,67103.25658137289,75,10,67103.25658137289,nan,0.0,-50.716682276367905,75,-50.716682276367905,46271.530601741106,10,-185682.12,0.7,109669.92580757284,452.09012,227694350.0,2024000,-25.131058
51291.25303887633,170879.94618488554,50990.78969817045,50990.78969817045,0.4,0.0,50990.78969817045,76,10,50990.78969817045,nan,0.0,1372.6765015029869,76,1372.6765015029869,51291.25303887633,10,-133663.77,0.4,170879.94618488554,5464.917,172160580.0,2048000,-24.675781
24252.78860664566,70488.29285778652,25409.21073527227,25409.210735272274,0.3,0.0,25409.210735272274,77,10,25409.21073527227,nan,0.0,-49.7216826999238,77,-49.7216826999238,24252.78860664566,10,-171679.11,0.3,70488.29285778652,908.3481,217292860.0,2072000,-24.715696
56190.53797832591,129191.43703805581,55153.91067117377,55153.91067117377,0.5,0.0,55153.91067117377,78,10,55153.91067117377,nan,0.0,-49.517595312746955,78,-49.517595312746955,56190.53797832591,10,-182383.94,0.5,129191.43703805581,517.0142,244600430.0,2096000,-24.209528
20737.779415287034,53185.46776079582,23343.093613328532,23343.09361332853,0.2,0.0,23343.09361332853,79,10,23343.093613328532,nan,0.0,-50.05715700061196,79,-50.05715700061196,20737.779415287034,10,-192370.1,0.2,53185.46776079582,495.87,263385380.0,2120000,-24.729113
44875.9560366189,122788.02481460897,52111.3222178885,52111.322217888504,0.7,0.0,52111.322217888504,80,10,52111.3222178885,nan,0.0,-48.650108480517396,80,-48.650108480517396,44875.9560366189,10,-199556.95,0.7,122788.02481460897,468.20844,271748800.0,2144000,-24.957457
17842.51491035925,55426.84491765952,15990.701904281286,15990.701904281294,0.3,0.0,15990.701904281294,81,10,15990.701904281286,nan,0.0,-49.18522591880945,81,-49.18522591880945,17842.51491035925,10,-210047.45,0.3,55426.84491765952,342.83432,295647400.0,2168000,-25.111313
32497.5304103169,104330.39970738406,29735.048719305534,29735.048719305538,0.4,0.0,29735.048719305538,82,10,29735.048719305534,nan,0.0,-47.59143091326084,82,-47.59143091326084,32497.5304103169,10,-214729.23,0.4,104330.39970738406,463.1315,308415780.0,2192000,-25.38194
45407.14353329579,124924.67762632304,53137.004634235636,53137.00463423565,0.6,0.0,53137.00463423565,83,10,53137.004634235636,nan,0.0,-46.27820882475436,83,-46.27820882475436,45407.14353329579,10,-221305.69,0.6,124924.67762632304,485.73074,318967900.0,2216000,-25.872568
40545.01565765544,113231.40524119254,41629.529606502605,41629.529606502605,0.5,0.0,41629.529606502605,84,10,41629.529606502605,nan,0.0,-50.3952186371866,84,-50.3952186371866,40545.01565765544,10,-227580.19,0.5,113231.40524119254,364.56128,327374430.0,2240000,-26.059734
39674.26470586575,137438.82536051882,43388.599911270416,43388.599911270445,0.8,0.0,43388.599911270445,85,10,43388.599911270416,nan,0.0,-47.82190051238586,85,-47.82190051238586,39674.26470586575,10,-234269.9,0.8,137438.82536051882,312.42957,333739200.0,2264000,-26.267876
14373.980906848765,39622.08619817607,13190.68004932983,13190.680049329832,0.3,0.0,13190.680049329832,86,10,13190.68004932983,nan,0.0,-50.30599000523966,86,-50.30599000523966,14373.980906848765,10,-238393.25,0.3,39622.08619817607,344.184,326632540.0,2288000,-26.540422
13172.771355574327,47018.360882165296,21503.285460655472,21503.285460655476,0.2,0.0,21503.285460655476,87,10,21503.285460655472,nan,0.0,-46.21878943316336,87,-46.21878943316336,13172.771355574327,10,-245516.75,0.2,47018.360882165296,226.15451,338158620.0,2312000,-26.714426
18870.489144486473,57381.68614883168,20463.718692829592,20463.7186928296,0.4,0.0,20463.7186928296,88,10,20463.718692829592,nan,0.0,-47.99978105408212,88,-47.99978105408212,18870.489144486473,10,-247447.58,0.4,57381.68614883168,218.16257,340267230.0,2336000,-27.144508
15869.372983594356,50459.730993231424,7236.397763953299,7236.397763953302,0.1,0.0,7236.397763953302,89,10,7236.397763953299,nan,0.0,-48.774429265718375,89,-48.774429265718375,15869.372983594356,10,-249949.97,0.1,50459.730993231424,269.56677,344113150.0,2360000,-27.45762
35965.00886744331,123785.34459737747,30858.60239205254,30858.60239205255,0.5,0.0,30858.60239205255,90,10,30858.60239205254,nan,0.0,-48.91683159152692,90,-48.91683159152692,35965.00886744331,10,-257482.7,0.5,123785.34459737747,273.70865,358675400.0,2384000,-27.768663
37390.28766476161,111608.76728066991,25858.028045645267,25858.02804564527,0.4,0.0,25858.02804564527,91,10,25858.028045645267,nan,0.0,-72.94233195267147,91,-72.94233195267147,37390.28766476161,10,-253905.31,0.4,111608.76728066991,953.4349,360194530.0,2408000,-28.435383
19153.46465509549,62458.4942306987,8348.54843859085,8348.54843859085,0.1,0.0,8348.54843859085,92,10,8348.54843859085,nan,0.0,-81.38173622692393,92,-81.38173622692393,19153.46465509549,10,-230946.72,0.1,62458.4942306987,6972.1694,348538600.0,2432000,-29.087034
24212.012711437324,81029.3430232773,8420.11566239981,8420.115662399809,0.1,0.0,8420.115662399809,93,10,8420.11566239981,nan,0.0,-85.1270469417188,93,-85.1270469417188,24212.012711437324,10,-232765.78,0.1,81029.3430232773,1095.7986,319215970.0,2456000,-28.517097
15811.49859867452,45287.48154756828,9062.437986006516,9062.437986006522,0.1,0.0,9062.437986006522,94,10,9062.437986006516,nan,0.0,-104.95207418612304,94,-104.95207418612304,15811.49859867452,10,-235622.77,0.1,45287.48154756828,602.7989,327482140.0,2480000,-28.443016
15256.602368180585,42455.97185637558,11361.275762780606,11361.275762780604,0.3,0.0,11361.275762780604,95,10,11361.275762780606,nan,0.0,-52.76736964324458,95,-52.76736964324458,15256.602368180585,10,-228605.52,0.3,42455.97185637558,5479.287,316868060.0,2504000,-28.85739
