MetaTrain/Average/QfLoss,MetaTrain/Average/ContrastiveLoss,TotalEnvSteps,MetaTest/bin-picking-v1/AverageDiscountedReturn,MetaTest/bin-picking-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTest/bin-picking-v1/NumEpisodes,MetaTest/Average/SuccessRate,MetaTest/bin-picking-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/bin-picking-v1/StdReturn,MetaTest/bin-picking-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/NumEpisodes,MetaTest/bin-picking-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/bin-picking-v1/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/bin-picking-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn
17.258493,6.2935243,352000,-53.093850058592885,-53.0938500585929,28.94416188869802,0.042450443,10,0.0,0.0,-99.26831629433376,28.94416188869802,20,-0.0018486001,10,0.0,-53.0938500585929,20,-24.65134557410265,256.90036,-24.65134557410265,0.0,-99.26831629433376,-53.093850058592885
17.082499,6.381696,364000,-45.3539354331127,-45.35393543311271,20.813930268530196,0.04278907,10,0.0,0.0,-83.94345722389909,20.813930268530196,21,0.001275991,10,0.0,-45.35393543311271,21,-25.22869073729415,255.38997,-25.22869073729415,0.0,-83.94345722389909,-45.3539354331127
16.60402,6.3163543,376000,-44.071271655302624,-44.071271655302624,21.344071194457324,0.04135409,10,0.0,0.0,-79.52206779741184,21.344071194457324,22,0.0029938016,10,0.0,-44.071271655302624,22,-22.418178366991697,254.70728,-22.418178366991697,0.0,-79.52206779741184,-44.071271655302624
17.704184,6.3552003,388000,-46.906048095503095,-46.90604809550311,27.257104700816004,0.039951593,10,0.0,0.0,-98.52907936103789,27.257104700816004,23,0.0020347205,10,0.0,-46.90604809550311,23,-19.9170840314564,253.90619,-19.9170840314564,0.0,-98.52907936103789,-46.906048095503095
15.674955,6.337937,400000,-39.50289313069892,-39.50289313069894,16.87985921814864,0.03915115,10,0.0,0.0,-86.62570404992694,16.87985921814864,24,0.0024002758,10,0.0,-39.50289313069894,24,-28.216403105119966,253.48369,-28.216403105119966,0.0,-86.62570404992694,-39.50289313069892
16.52312,6.3667736,412000,-53.4782839065099,-53.47828390650987,28.391428608384157,0.038087755,10,0.0,0.0,-101.77379402913002,28.391428608384157,25,0.0003921954,10,0.0,-53.47828390650987,25,-19.917098003289393,252.40999,-19.917098003289393,0.0,-101.77379402913002,-53.4782839065099
15.954573,6.283992,424000,-35.371579869013715,-35.371579869013715,16.348179355793487,0.03782611,10,0.0,0.0,-80.89010505938396,16.348179355793487,26,0.0013673762,10,0.0,-35.371579869013715,26,-21.842842306231827,249.93675,-21.842842306231827,0.0,-80.89010505938396,-35.371579869013715
15.00845,6.3397746,436000,-43.25966369371909,-43.2596636937191,20.71872067380519,0.037277985,10,0.0,0.0,-86.45485583599483,20.71872067380519,27,0.0010011683,10,0.0,-43.2596636937191,27,-23.211866046816223,248.96016,-23.211866046816223,0.0,-86.45485583599483,-43.25966369371909
16.801949,6.385009,448000,-41.83424380398828,-41.83424380398829,22.015346857112664,0.03597156,10,0.0,0.0,-95.82223455445718,22.015346857112664,28,0.0031063852,10,0.0,-41.83424380398829,28,-25.900915467559557,248.55978,-25.900915467559557,0.0,-95.82223455445718,-41.83424380398828
14.472336,6.340675,460000,-47.06941061616659,-47.0694106161666,21.105686449767024,0.035167307,10,0.0,0.0,-82.58793066925446,21.105686449767024,29,0.0012799196,10,0.0,-47.0694106161666,29,-26.536863413073448,248.94812,-26.536863413073448,0.0,-82.58793066925446,-47.06941061616659
15.896562,6.2916036,472000,-42.957668165377285,-42.95766816537728,24.521591991553052,0.03367309,10,0.0,0.0,-89.90342554441071,24.521591991553052,30,0.0020707583,10,0.0,-42.95766816537728,30,-21.616662879062304,246.40646,-21.616662879062304,0.0,-89.90342554441071,-42.957668165377285
14.950456,6.396987,484000,-39.80919909918028,-39.80919909918028,20.86360449834583,0.033682205,10,0.0,0.0,-86.29903068124663,20.86360449834583,31,-0.00064623787,10,0.0,-39.80919909918028,31,-18.47461089899806,246.93529,-18.47461089899806,0.0,-86.29903068124663,-39.80919909918028
16.107912,6.3422036,496000,-54.076329868028516,-54.07632986802854,19.95259048564765,0.03330901,10,0.0,0.0,-91.56096984617409,19.95259048564765,32,0.00055077416,10,0.0,-54.07632986802854,32,-27.19701778658232,245.21175,-27.19701778658232,0.0,-91.56096984617409,-54.076329868028516
15.268305,6.5149627,508000,-41.14220151082617,-41.142201510826176,20.316219187382345,0.034097824,10,0.0,0.0,-87.78068734595738,20.316219187382345,33,-0.00027443276,10,0.0,-41.142201510826176,33,-21.242249704654736,245.22607,-21.242249704654736,0.0,-87.78068734595738,-41.14220151082617
14.617467,6.355949,520000,-38.78615837020826,-38.78615837020824,17.720534478575654,0.033697106,10,0.0,0.0,-79.43944819471754,17.720534478575654,34,0.0015033722,10,0.0,-38.78615837020824,34,-26.7998842280722,243.4715,-26.7998842280722,0.0,-79.43944819471754,-38.78615837020826
14.667892,6.3895907,532000,-39.78395556083692,-39.78395556083692,19.975042525557324,0.032865074,10,0.0,0.0,-90.09099282659137,19.975042525557324,35,0.0014564798,10,0.0,-39.78395556083692,35,-20.716625750532174,241.66428,-20.716625750532174,0.0,-90.09099282659137,-39.78395556083692
15.037549,6.3238034,544000,-43.39985919184123,-43.399859191841216,22.18862388503915,0.032281306,10,0.0,0.0,-80.60986687165872,22.18862388503915,36,0.0022042105,10,0.0,-43.399859191841216,36,-23.173874892883674,242.52505,-23.173874892883674,0.0,-80.60986687165872,-43.39985919184123
14.979273,6.299461,556000,-36.477481115752084,-36.477481115752106,17.73071153329327,0.031036062,10,0.0,0.0,-86.66635427131749,17.73071153329327,37,0.000120651064,10,0.0,-36.477481115752106,37,-25.36899134786416,240.48784,-25.36899134786416,0.0,-86.66635427131749,-36.477481115752084
15.767949,6.118604,568000,-43.0537699361001,-43.0537699361001,21.15745628785619,0.03082571,10,0.0,0.0,-93.6307436542537,21.15745628785619,38,0.0009318084,10,0.0,-43.0537699361001,38,-17.023097707576934,240.04109,-17.023097707576934,0.0,-93.6307436542537,-43.0537699361001
14.288668,6.546099,580000,-52.61339515854174,-52.613395158541735,23.51754682916529,0.030307217,10,0.0,0.0,-88.82211944788459,23.51754682916529,39,0.0006580705,10,0.0,-52.613395158541735,39,-22.156548895921492,237.65648,-22.156548895921492,0.0,-88.82211944788459,-52.61339515854174
14.1446085,6.0815015,592000,-39.1588506277824,-39.15885062778241,16.637413820332934,0.029737212,10,0.0,0.0,-67.78855461804619,16.637413820332934,40,0.0018271554,10,0.0,-39.15885062778241,40,-18.592265100742626,236.05263,-18.592265100742626,0.0,-67.78855461804619,-39.1588506277824
15.5316925,5.982104,604000,-43.78552998938186,-43.78552998938187,25.76805382201707,0.029594319,10,0.0,0.0,-95.2114075092604,25.76805382201707,41,0.0025684575,10,0.0,-43.78552998938187,41,-25.41734565041201,236.98505,-25.41734565041201,0.0,-95.2114075092604,-43.78552998938186
14.956451,6.0547247,616000,-52.47713746987279,-52.47713746987279,24.25891027697993,0.02826164,10,0.0,0.0,-89.20794482089266,24.25891027697993,42,0.00026486997,10,0.0,-52.47713746987279,42,-20.201561832746115,234.35,-20.201561832746115,0.0,-89.20794482089266,-52.47713746987279
13.879219,6.0280185,628000,-36.38507161241052,-36.38507161241053,19.667622987435227,0.027687168,10,0.0,0.0,-89.13582527735733,19.667622987435227,43,0.0014218729,10,0.0,-36.38507161241053,43,-18.604293494753676,233.40607,-18.604293494753676,0.0,-89.13582527735733,-36.38507161241052
14.736935,5.9969797,640000,-42.15474613784322,-42.154746137843226,20.811569578833637,0.026830178,10,0.0,0.0,-82.57282060994419,20.811569578833637,44,0.0005502838,10,0.0,-42.154746137843226,44,-27.045393056470537,231.2839,-27.045393056470537,0.0,-82.57282060994419,-42.15474613784322
15.052707,6.049487,652000,-41.55182980997386,-41.55182980997387,17.811169972450845,0.026838828,10,0.0,0.0,-78.0051736823657,17.811169972450845,45,0.0022577522,10,0.0,-41.55182980997387,45,-22.58873812983719,232.41219,-22.58873812983719,0.0,-78.0051736823657,-41.55182980997386
14.627093,6.058605,664000,-40.69391427615288,-40.69391427615288,25.076846305097302,0.02592459,10,0.0,0.0,-91.06111396647586,25.076846305097302,46,0.0016961748,10,0.0,-40.69391427615288,46,-21.20058564071805,230.75056,-21.20058564071805,0.0,-91.06111396647586,-40.69391427615288
14.962816,6.011779,676000,-39.53606234110882,-39.536062341108824,17.219900218688014,0.025290817,10,0.0,0.0,-81.19619923794309,17.219900218688014,47,0.0001708994,10,0.0,-39.536062341108824,47,-20.30040512734129,231.02538,-20.30040512734129,0.0,-81.19619923794309,-39.53606234110882
14.334268,5.9977727,688000,-43.57255141685075,-43.57255141685074,25.320133267482596,0.024788251,10,0.0,0.0,-95.26113324653342,25.320133267482596,48,6.604681e-05,10,0.0,-43.57255141685074,48,-19.372027515382598,228.80003,-19.372027515382598,0.0,-95.26113324653342,-43.57255141685075
14.004891,6.2088213,700000,-47.71119539402689,-47.711195394026895,26.546632562562614,0.024445212,10,0.0,0.0,-93.97984631240728,26.546632562562614,49,0.001000489,10,0.0,-47.711195394026895,49,-18.436328633333563,227.41495,-18.436328633333563,0.0,-93.97984631240728,-47.71119539402689
16.191175,5.9313874,712000,-39.73219974974616,-39.73219974974616,25.370282743603777,0.02380825,10,0.0,0.0,-93.60194467044485,25.370282743603777,50,0.0013455705,10,0.0,-39.73219974974616,50,-17.868982906412693,227.27318,-17.868982906412693,0.0,-93.60194467044485,-39.73219974974616
13.860338,5.999166,724000,-32.953159702858315,-32.953159702858315,10.39678995236934,0.023492623,10,0.0,0.0,-58.5533244902578,10.39678995236934,51,-0.00058606925,10,0.0,-32.953159702858315,51,-18.63023560685144,227.04312,-18.63023560685144,0.0,-58.5533244902578,-32.953159702858315
13.462051,6.017839,736000,-37.5179373610326,-37.517937361032615,20.245681916653687,0.023781475,10,0.0,0.0,-79.44448533594368,20.245681916653687,52,0.0011858696,10,0.0,-37.517937361032615,52,-20.59980035583478,225.7835,-20.59980035583478,0.0,-79.44448533594368,-37.5179373610326
14.780434,6.102455,748000,-48.797809839756546,-48.79780983975653,25.984942219854624,0.023181869,10,0.0,0.0,-93.92235576138545,25.984942219854624,53,-8.312255e-06,10,0.0,-48.79780983975653,53,-23.768348283399295,224.18188,-23.768348283399295,0.0,-93.92235576138545,-48.797809839756546
14.216303,6.089676,760000,-52.12227409936005,-52.12227409936007,22.392467878609754,0.023118475,10,0.0,0.0,-89.58489884529641,22.392467878609754,54,0.00078800914,10,0.0,-52.12227409936007,54,-20.380786927911632,223.79837,-20.380786927911632,0.0,-89.58489884529641,-52.12227409936005
13.808808,6.025567,772000,-40.32687463097757,-40.32687463097757,22.76684938665925,0.022847682,10,0.0,0.0,-88.43093341532793,22.76684938665925,55,-0.00034338157,10,0.0,-40.32687463097757,55,-18.08448424705266,221.36484,-18.08448424705266,0.0,-88.43093341532793,-40.32687463097757
13.437234,5.970039,784000,-36.273975219302336,-36.27397521930233,13.94364645083263,0.022458356,10,0.0,0.0,-57.85292673696601,13.94364645083263,56,0.0013417292,10,0.0,-36.27397521930233,56,-18.172256030023444,220.61069,-18.172256030023444,0.0,-57.85292673696601,-36.273975219302336
14.202342,6.659259,796000,-47.5651847525413,-47.56518475254129,25.85738806923549,0.021639414,10,0.0,0.0,-93.87767228346586,25.85738806923549,57,-0.00065848086,10,0.0,-47.56518475254129,57,-20.168060333274934,220.97043,-20.168060333274934,0.0,-93.87767228346586,-47.5651847525413
14.932096,6.332042,808000,-50.98466509784957,-50.98466509784957,26.480402977318995,0.021980776,10,0.0,0.0,-90.33811128726147,26.480402977318995,58,0.00047994952,10,0.0,-50.98466509784957,58,-25.466060621170822,219.17924,-25.466060621170822,0.0,-90.33811128726147,-50.98466509784957
12.456435,6.021001,820000,-35.16288836179225,-35.16288836179225,13.707763273812777,0.021902006,10,0.0,0.0,-58.71987248815958,13.707763273812777,59,0.00014207017,10,0.0,-35.16288836179225,59,-20.304511577783046,217.40843,-20.304511577783046,0.0,-58.71987248815958,-35.16288836179225
16.860418,6.1503234,832000,-53.20198420439847,-53.20198420439849,26.434266087317127,0.021502718,10,0.0,0.0,-94.43344680759384,26.434266087317127,60,-9.721243e-05,10,0.0,-53.20198420439849,60,-22.21249871042349,216.67355,-22.21249871042349,0.0,-94.43344680759384,-53.20198420439847
12.268961,6.311841,844000,-34.382529174058355,-34.382529174058355,11.823416570131672,0.021210613,10,0.0,0.0,-58.46057675813103,11.823416570131672,61,-0.0007723818,10,0.0,-34.382529174058355,61,-20.538268096046338,216.42056,-20.538268096046338,0.0,-58.46057675813103,-34.382529174058355
13.480934,6.008821,856000,-38.03049958944085,-38.030499589440865,17.128075854364837,0.022070518,10,0.0,0.0,-71.44316403034922,17.128075854364837,62,0.00057887647,10,0.0,-38.030499589440865,62,-21.995569047520846,214.75504,-21.995569047520846,0.0,-71.44316403034922,-38.03049958944085
13.315086,6.147858,868000,-48.746579440336326,-48.746579440336326,22.046145716075483,0.0212043,10,0.0,0.0,-89.56079179038406,22.046145716075483,63,-0.0010965817,10,0.0,-48.746579440336326,63,-28.999147667619354,214.82375,-28.999147667619354,0.0,-89.56079179038406,-48.746579440336326
14.818431,6.2395077,880000,-37.26838804401064,-37.26838804401062,25.567066499493627,0.02221776,10,0.0,0.0,-88.51969259202096,25.567066499493627,64,0.0016537313,10,0.0,-37.26838804401062,64,-16.241440730913652,213.91064,-16.241440730913652,0.0,-88.51969259202096,-37.26838804401064
12.755491,5.9897256,892000,-46.73020071891836,-46.73020071891836,22.382670555468835,0.021624455,10,0.0,0.0,-88.74522147778974,22.382670555468835,65,0.0013387142,10,0.0,-46.73020071891836,65,-22.526252743366094,213.31163,-22.526252743366094,0.0,-88.74522147778974,-46.73020071891836
13.128543,6.0058703,904000,-54.46127285837035,-54.46127285837035,29.36755179973017,0.020400964,10,0.0,0.0,-101.01720217870543,29.36755179973017,66,0.00018223656,10,0.0,-54.46127285837035,66,-19.547882049258558,211.94472,-19.547882049258558,0.0,-101.01720217870543,-54.46127285837035
15.139582,6.0610127,916000,-40.3096246176401,-40.309624617640104,23.87704634223571,0.020373974,10,0.0,0.0,-84.47446379627652,23.87704634223571,67,0.00060925435,10,0.0,-40.309624617640104,67,-16.670720890604304,211.09497,-16.670720890604304,0.0,-84.47446379627652,-40.3096246176401
13.160891,6.0450344,928000,-39.77622986544558,-39.77622986544557,20.05319584486649,0.021053445,10,0.0,0.0,-85.72075424893768,20.05319584486649,68,0.0018638921,10,0.0,-39.77622986544557,68,-20.654647820447693,210.86685,-20.654647820447693,0.0,-85.72075424893768,-39.77622986544558
13.864942,5.938082,940000,-29.494585662616355,-29.494585662616362,8.517814668063508,0.02004251,10,0.0,0.0,-50.43427084438229,8.517814668063508,69,-0.0009948954,10,0.0,-29.494585662616362,69,-19.841045507891067,210.49979,-19.841045507891067,0.0,-50.43427084438229,-29.494585662616355
11.763043,6.2779727,952000,-33.14206286959201,-33.14206286959201,11.045002049086282,0.020280963,10,0.0,0.0,-59.18050548094501,11.045002049086282,70,-0.001979316,10,0.0,-33.14206286959201,70,-20.702551088039506,209.27364,-20.702551088039506,0.0,-59.18050548094501,-33.14206286959201
15.365217,5.741088,964000,-46.68573845412666,-46.685738454126636,28.38144052542163,0.020840866,10,0.0,0.0,-89.96153367441939,28.38144052542163,71,0.00059024146,10,0.0,-46.685738454126636,71,-21.146212866438486,209.24706,-21.146212866438486,0.0,-89.96153367441939,-46.68573845412666
12.120668,5.7641454,976000,-56.74068672294128,-56.74068672294127,20.837204892112698,0.019990582,10,0.0,0.0,-95.00971827417108,20.837204892112698,72,-0.0008522811,10,0.0,-56.74068672294127,72,-21.74743183687072,207.34717,-21.74743183687072,0.0,-95.00971827417108,-56.74068672294128
16.64604,6.1511126,988000,-31.396871751526067,-31.396871751526067,16.418067566119294,0.021208905,10,0.0,0.0,-79.82591344195836,16.418067566119294,73,0.0015002391,10,0.0,-31.396871751526067,73,-21.87573918727082,206.86447,-21.87573918727082,0.0,-79.82591344195836,-31.396871751526067
11.593114,5.814111,1000000,-42.29809005604994,-42.29809005604993,21.523982832803124,0.020589966,10,0.0,0.0,-82.17805062435556,21.523982832803124,74,0.002305288,10,0.0,-42.29809005604993,74,-16.534302182718847,206.57956,-16.534302182718847,0.0,-82.17805062435556,-42.29809005604994
12.409164,5.881393,1012000,-31.628577433314213,-31.628577433314216,15.665963248571776,0.019658525,10,0.0,0.0,-77.21437929847802,15.665963248571776,75,0.00024488955,10,0.0,-31.628577433314216,75,-19.410873358600195,206.33922,-19.410873358600195,0.0,-77.21437929847802,-31.628577433314213
14.145202,5.863419,1024000,-47.343560898967965,-47.34356089896797,23.718673441201254,0.018692704,10,0.0,0.0,-87.73784797119936,23.718673441201254,76,-0.00015224545,10,0.0,-47.34356089896797,76,-21.538583895997096,205.50914,-21.538583895997096,0.0,-87.73784797119936,-47.343560898967965
16.528666,6.3386974,1036000,-46.08364777352607,-46.08364777352606,27.712496227378388,0.018859409,10,0.0,0.0,-92.09930699177582,27.712496227378388,77,0.00011910134,10,0.0,-46.08364777352606,77,-16.9005225169928,204.70389,-16.9005225169928,0.0,-92.09930699177582,-46.08364777352607
9.809824,5.6447177,1048000,-45.59210571805494,-45.59210571805494,20.955430805159445,0.018869186,10,0.0,0.0,-88.68719537789192,20.955430805159445,78,-0.00064288825,10,0.0,-45.59210571805494,78,-19.953095784872424,203.41196,-19.953095784872424,0.0,-88.68719537789192,-45.59210571805494
11.765866,5.6951404,1060000,-39.34338843378059,-39.34338843378059,19.824270074606726,0.01959906,10,0.0,0.0,-87.48793910095013,19.824270074606726,79,0.0006104501,10,0.0,-39.34338843378059,79,-21.325632922442352,203.45187,-21.325632922442352,0.0,-87.48793910095013,-39.34338843378059
12.526351,5.641586,1072000,-32.10212407374415,-32.10212407374415,16.249801026520373,0.01840677,10,0.0,0.0,-78.311850931143,16.249801026520373,80,-0.0009193084,10,0.0,-32.10212407374415,80,-17.206888390378563,202.24207,-17.206888390378563,0.0,-78.311850931143,-32.10212407374415
13.849451,5.964777,1084000,-47.892862552893305,-47.89286255289329,24.831300686578135,0.019007716,10,0.0,0.0,-92.65143616219454,24.831300686578135,81,0.0014325278,10,0.0,-47.89286255289329,81,-20.489072972039434,202.47708,-20.489072972039434,0.0,-92.65143616219454,-47.892862552893305
11.2913475,5.673205,1096000,-41.64161147096587,-41.64161147096586,21.36173759177483,0.018808955,10,0.0,0.0,-86.86513602939884,21.36173759177483,82,5.5441917e-05,10,0.0,-41.64161147096586,82,-20.49617090207341,201.92796,-20.49617090207341,0.0,-86.86513602939884,-41.64161147096587
11.637825,5.678286,1108000,-48.83150894457518,-48.831508944575184,24.410179197012432,0.018528271,10,0.0,0.0,-88.02691674023997,24.410179197012432,83,0.00037071944,10,0.0,-48.831508944575184,83,-22.730412410874674,201.58376,-22.730412410874674,0.0,-88.02691674023997,-48.83150894457518
11.981192,5.988595,1120000,-39.45471091152673,-39.45471091152673,19.012195867413546,0.018142866,10,0.0,0.0,-74.55284843812056,19.012195867413546,84,-0.000839666,10,0.0,-39.45471091152673,84,-20.644682123055663,200.06,-20.644682123055663,0.0,-74.55284843812056,-39.45471091152673
12.638744,5.6580234,1132000,-41.9624859560023,-41.96248595600229,23.168501541160882,0.01878676,10,0.0,0.0,-77.16109958873717,23.168501541160882,85,0.00021908236,10,0.0,-41.96248595600229,85,-19.722942352607095,199.2535,-19.722942352607095,0.0,-77.16109958873717,-41.9624859560023
11.178637,5.9001412,1144000,-34.96298898423062,-34.96298898423063,19.13079207125447,0.01890892,10,0.0,0.0,-87.57281665591171,19.13079207125447,86,-0.00027151025,10,0.0,-34.96298898423063,86,-16.955195397868312,199.3295,-16.955195397868312,0.0,-87.57281665591171,-34.96298898423062
12.478437,5.732638,1156000,-40.41416372233912,-40.414163722339104,18.883909276283237,0.018560492,10,0.0,0.0,-75.31516672077721,18.883909276283237,87,-0.0005013976,10,0.0,-40.414163722339104,87,-19.79909721109762,198.43073,-19.79909721109762,0.0,-75.31516672077721,-40.41416372233912
10.550064,5.7735863,1168000,-48.41219882473384,-48.41219882473382,22.5207226650062,0.019422712,10,0.0,0.0,-88.34254323547034,22.5207226650062,88,0.00050861324,10,0.0,-48.41219882473382,88,-22.1157209702051,197.98901,-22.1157209702051,0.0,-88.34254323547034,-48.41219882473384
12.755908,6.228427,1180000,-40.319026910874584,-40.31902691087459,25.1901369696288,0.019180324,10,0.0,0.0,-92.89661219489713,25.1901369696288,89,-0.0005072586,10,0.0,-40.31902691087459,89,-19.74198019958337,198.48315,-19.74198019958337,0.0,-92.89661219489713,-40.319026910874584
12.470267,5.8136115,1192000,-43.19890008845881,-43.198900088458785,20.106723895734618,0.01917757,10,0.0,0.0,-82.94688574188747,20.106723895734618,90,-0.000120408535,10,0.0,-43.198900088458785,90,-24.46775455344814,196.02069,-24.46775455344814,0.0,-82.94688574188747,-43.19890008845881
