MetaTest/box-close-v1/AverageReturn,MetaTest/box-close-v1/NumTrajs,MetaTest/box-close-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/box-close-v1/AverageDiscountedReturn,MetaTest/box-close-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/box-close-v1/StdReturn,MetaTrain/Average/QfLoss,MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/box-close-v1/SuccessRate,MetaTest/Average/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/MinReturn,MetaTest/box-close-v1/Iteration,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTrain/Average/Alpha,MetaTest/box-close-v1/MinReturn
-5.952546765909532,10,0.0,-5.95254676590953,-5.95254676590953,-4.283607069738167,1.042712900640851,6.2046695,1.042712900640851,55.87872,10,0.0,0.0,0.0,10,7.624668,-4.283607069738167,1.088487,-7.111224009302124,10,-5.952546765909532,464000,nan,-7.111224009302124
-4.59089159766397,10,0.0,-4.59089159766397,-4.59089159766397,-4.39638684203062,0.13610363546100684,6.1760235,0.13610363546100684,60.487072,10,0.0,0.0,0.0,11,7.624632,-4.39638684203062,-7.7932377,-4.785530145364261,11,-4.59089159766397,488000,nan,-4.785530145364261
-4.796314648714937,10,0.0,-4.796314648714936,-4.796314648714936,-4.396466980885283,0.3871739536150786,6.151968,0.3871739536150786,64.43909,10,0.0,0.0,0.0,12,7.624632,-4.396466980885283,-16.331436,-5.827956706702394,12,-4.796314648714937,512000,nan,-5.827956706702394
-5.372248118438145,10,0.0,-5.372248118438145,-5.372248118438145,-5.221173302420349,0.11712293905114206,6.1355815,0.11712293905114206,65.74305,10,0.0,0.0,0.0,13,7.624632,-5.221173302420349,-26.354984,-5.6020652786559655,13,-5.372248118438145,536000,nan,-5.6020652786559655
-5.671426113210568,10,0.0,-5.671426113210567,-5.671426113210567,-5.323953162049286,0.21491917616950557,6.1371627,0.21491917616950557,66.79516,10,0.0,0.0,0.0,14,7.624632,-5.323953162049286,-35.8381,-6.084824023217605,14,-5.671426113210568,560000,nan,-6.084824023217605
-5.720868816789702,10,0.0,-5.720868816789705,-5.720868816789705,-5.004586755877933,0.4461875138894727,6.1356587,0.4461875138894727,67.648285,10,0.0,0.0,0.0,15,7.624632,-5.004586755877933,-43.484108,-6.506657011568332,15,-5.720868816789702,584000,nan,-6.506657011568332
-6.333794596102934,10,0.0,-6.333794596102933,-6.333794596102933,-5.969925042090716,0.3659101930558085,6.1387653,0.3659101930558085,66.76314,10,0.0,0.0,0.0,16,7.624632,-5.969925042090716,-49.86535,-7.051007054268576,16,-6.333794596102934,608000,nan,-7.051007054268576
-7.519306258580725,10,0.0,-7.519306258580724,-7.519306258580724,-4.638977257934267,1.0670336914878102,6.1502676,1.0670336914878102,66.4215,10,0.0,0.0,0.0,17,7.624632,-4.638977257934267,-57.21022,-8.333067696177194,17,-7.519306258580725,632000,nan,-8.333067696177194
-6.8989474605884755,10,0.0,-6.898947460588476,-6.898947460588476,-5.847334509274831,0.5249884294633924,6.1569505,0.5249884294633924,67.01429,10,0.0,0.0,0.0,18,7.624632,-5.847334509274831,-63.277576,-7.491043113827228,18,-6.8989474605884755,656000,nan,-7.491043113827228
-6.267943688749639,10,0.0,-6.267943688749638,-6.267943688749638,-3.8555370930053865,1.469492654874723,6.1693163,1.469492654874723,65.18393,10,0.0,0.0,0.0,19,7.624632,-3.8555370930053865,-68.29667,-8.229012925157715,19,-6.267943688749639,680000,nan,-8.229012925157715
-4.757352980713953,10,0.0,-4.757352980713952,-4.757352980713952,-3.8555910856454756,0.8621435082717476,6.1798906,0.8621435082717476,64.46638,10,0.0,0.0,0.0,20,7.624632,-3.8555910856454756,-72.95828,-6.9361221755074665,20,-4.757352980713953,704000,nan,-6.9361221755074665
-4.186973165872907,10,0.0,-4.1869731658729075,-4.1869731658729075,-2.946132261251249,0.9057847965972261,6.1877246,0.9057847965972261,63.70648,10,0.0,0.0,0.0,21,7.624632,-2.946132261251249,-77.03472,-5.9047136025113405,21,-4.186973165872907,728000,nan,-5.9047136025113405
-2.7469018912989442,10,0.0,-2.746901891298944,-2.746901891298944,-1.5608448187883062,0.5673162757083907,6.196007,0.5673162757083907,62.941483,10,0.0,0.0,0.0,22,7.624632,-1.5608448187883062,-81.347626,-3.3282252189648243,22,-2.7469018912989442,752000,nan,-3.3282252189648243
-2.6060334315933837,10,0.0,-2.6060334315933833,-2.6060334315933833,-1.805917732479424,0.6357219703864289,6.2018223,0.6357219703864289,62.21415,10,0.0,0.0,0.0,23,7.624632,-1.805917732479424,-85.30302,-3.988019548152656,23,-2.6060334315933837,776000,nan,-3.988019548152656
-3.1590427451387777,10,0.0,-3.1590427451387777,-3.1590427451387777,-2.28354306990658,0.6999944491719139,6.2049794,0.6999944491719139,61.29492,10,0.0,0.0,0.0,24,7.624632,-2.28354306990658,-88.689354,-4.23261977207085,24,-3.1590427451387777,800000,nan,-4.23261977207085
-5.441883442530414,10,0.0,-5.441883442530417,-5.441883442530417,-3.79109817874293,1.701556020052769,6.209809,1.701556020052769,62.390575,10,0.0,0.0,0.0,25,25.83877,-3.79109817874293,-92.62642,-8.636880442010252,25,-5.441883442530414,824000,nan,-8.636880442010252
-3.2280430355208276,10,0.0,-3.228043035520828,-3.228043035520828,-2.7631423674073288,0.36973829393861674,6.215754,0.36973829393861674,60.204258,10,0.0,0.0,0.0,26,9.931648,-2.7631423674073288,-96.13406,-4.1017761475255465,26,-3.2280430355208276,848000,nan,-4.1017761475255465
-4.018570032165735,10,0.0,-4.018570032165737,-4.018570032165737,-3.261400612089372,0.5491772443398336,6.221256,0.5491772443398336,65.444336,10,0.0,0.0,0.0,27,37.949852,-3.261400612089372,-98.83412,-4.775658485071787,27,-4.018570032165735,872000,nan,-4.775658485071787
-3.371917336962022,10,0.0,-3.3719173369620217,-3.3719173369620217,-2.664656071900214,0.3635503493163938,6.2298446,0.3635503493163938,59.541466,10,0.0,0.0,0.0,28,8.759897,-2.664656071900214,-102.117485,-3.9277336118854813,28,-3.371917336962022,896000,nan,-3.9277336118854813
-3.205238681879244,10,0.0,-3.205238681879244,-3.205238681879244,-2.4661149568180516,0.5381614595312744,6.2382283,0.5381614595312744,58.222267,10,0.0,0.0,0.0,29,7.6250157,-2.4661149568180516,-105.39264,-4.240309264081704,29,-3.205238681879244,920000,nan,-4.240309264081704
-3.137343719389796,10,0.0,-3.137343719389796,-3.137343719389796,-2.846148392722407,0.1894819449686647,6.244501,0.1894819449686647,57.69081,10,0.0,0.0,0.0,30,8.41582,-2.846148392722407,-108.93989,-3.485393012834523,30,-3.137343719389796,944000,nan,-3.485393012834523
-3.706290256287727,10,0.0,-3.706290256287727,-3.706290256287727,-3.077019711400705,0.4955702818299759,6.245497,0.4955702818299759,56.926937,10,0.0,0.0,0.0,31,7.7551723,-3.077019711400705,-111.85332,-4.501243896959342,31,-3.706290256287727,968000,nan,-4.501243896959342
-3.8933626065965043,10,0.0,-3.8933626065965052,-3.8933626065965052,-3.4567199113550995,0.31348400040661667,6.25049,0.31348400040661667,65.58859,10,0.0,0.0,0.0,32,20.875645,-3.4567199113550995,-114.15098,-4.430776141805126,32,-3.8933626065965043,992000,nan,-4.430776141805126
-3.112032415950167,10,0.0,-3.112032415950167,-3.112032415950167,-2.4499965186465804,0.47941156407976365,6.275684,0.47941156407976365,128.48697,10,0.0,0.0,0.0,33,90.10385,-2.4499965186465804,-116.581314,-3.7551532757093296,33,-3.112032415950167,1016000,nan,-3.7551532757093296
-4.001773368324379,10,0.0,-4.001773368324379,-4.001773368324379,-3.1564049034805524,0.5557031489910924,6.2646422,0.5557031489910924,70.46253,10,0.0,0.0,0.0,34,54.686905,-3.1564049034805524,-114.26267,-4.90969592302025,34,-4.001773368324379,1040000,nan,-4.90969592302025
-4.188555270996207,10,0.0,-4.188555270996207,-4.188555270996207,-3.367244118410074,0.6388353609463354,6.2643223,0.6388353609463354,64.76598,10,0.0,0.0,0.0,35,18.763428,-3.367244118410074,-117.593796,-5.104829617870606,35,-4.188555270996207,1064000,nan,-5.104829617870606
-3.4215893749644053,10,0.0,-3.4215893749644053,-3.4215893749644053,-3.1559475171938445,0.2857037805696538,6.267289,0.2857037805696538,55.783024,10,0.0,0.0,0.0,36,9.86442,-3.1559475171938445,-121.383194,-4.0561274238221285,36,-3.4215893749644053,1088000,nan,-4.0561274238221285
-3.427818348426726,10,0.0,-3.427818348426726,-3.427818348426726,-3.0081771049816566,0.21292697645552727,6.2726398,0.21292697645552727,52.878468,10,0.0,0.0,0.0,37,7.696045,-3.0081771049816566,-123.73967,-3.7532024437958977,37,-3.427818348426726,1112000,nan,-3.7532024437958977
-2.9142943911663246,10,0.0,-2.9142943911663246,-2.9142943911663246,-2.4035539381790834,0.3850080412566358,6.274915,0.3850080412566358,52.147102,10,0.0,0.0,0.0,38,7.8193007,-2.4035539381790834,-126.21484,-3.5716286213165436,38,-2.9142943911663246,1136000,nan,-3.5716286213165436
-3.6613962134776488,10,0.0,-3.661396213477649,-3.661396213477649,-3.382440244702899,0.15557834508882565,6.2786427,0.15557834508882565,52.254215,10,0.0,0.0,0.0,39,7.951462,-3.382440244702899,-128.22523,-3.84131099628875,39,-3.6613962134776488,1160000,nan,-3.84131099628875
-4.032589315250388,10,0.0,-4.032589315250389,-4.032589315250389,-3.4856497651666785,0.2998938564122948,6.2873597,0.2998938564122948,51.29233,10,0.0,0.0,0.0,40,7.6277256,-3.4856497651666785,-130.34227,-4.597167354134411,40,-4.032589315250388,1184000,nan,-4.597167354134411
-3.7804558662836056,10,0.0,-3.7804558662836065,-3.7804558662836065,-2.949162456309945,0.3506622533151435,6.288358,0.3506622533151435,50.414135,10,0.0,0.0,0.0,41,7.721402,-2.949162456309945,-132.56293,-4.286214531429021,41,-3.7804558662836056,1208000,nan,-4.286214531429021
-2.950804115210108,10,0.0,-2.9508041152101083,-2.9508041152101083,-2.517161210442055,0.3723482991792115,6.2957716,0.3723482991792115,51.010117,10,0.0,0.0,0.0,42,7.7304883,-2.517161210442055,-134.2733,-3.5043234616458037,42,-2.950804115210108,1232000,nan,-3.5043234616458037
-3.9296675479869685,10,0.0,-3.9296675479869676,-3.9296675479869676,-3.496899978602158,0.18979351863438526,6.3020606,0.18979351863438526,50.539577,10,0.0,0.0,0.0,43,7.624764,-3.496899978602158,-135.49606,-4.116103858944852,43,-3.9296675479869685,1256000,nan,-4.116103858944852
-4.079951579716424,10,0.0,-4.079951579716423,-4.079951579716423,-3.3999909006809568,0.6953335763877062,6.298542,0.6953335763877062,51.285656,10,0.0,0.0,0.0,44,7.6248274,-3.3999909006809568,-136.35986,-5.734973425429055,44,-4.079951579716424,1280000,nan,-5.734973425429055
-3.7955265564525087,10,0.0,-3.795526556452508,-3.795526556452508,-3.3294531980030952,0.28385161590410884,6.302108,0.28385161590410884,52.261337,10,0.0,0.0,0.0,45,7.624632,-3.3294531980030952,-137.2251,-4.305885795181927,45,-3.7955265564525087,1304000,nan,-4.305885795181927
-4.227456596623262,10,0.0,-4.227456596623261,-4.227456596623261,-3.2634207123579655,0.5151556615573335,6.3041387,0.5151556615573335,53.186253,10,0.0,0.0,0.0,46,7.624632,-3.2634207123579655,-138.13185,-4.960148307848431,46,-4.227456596623262,1328000,nan,-4.960148307848431
-4.128798322328341,10,0.0,-4.128798322328341,-4.128798322328341,-3.1334957900670535,0.6038078868590921,6.3095856,0.6038078868590921,54.57975,10,0.0,0.0,0.0,47,7.624632,-3.1334957900670535,-139.25243,-4.8254079356466875,47,-4.128798322328341,1352000,nan,-4.8254079356466875
-4.485197124767099,10,0.0,-4.485197124767101,-4.485197124767101,-3.3041535815849405,0.9244294164919816,6.310127,0.9244294164919816,55.416782,10,0.0,0.0,0.0,48,7.624632,-3.3041535815849405,-139.95563,-6.3224902767160085,48,-4.485197124767099,1376000,nan,-6.3224902767160085
-4.149094197339673,10,0.0,-4.149094197339673,-4.149094197339673,-3.4041857714450896,0.3787757415686783,6.312241,0.3787757415686783,57.389744,10,0.0,0.0,0.0,49,7.624632,-3.4041857714450896,-140.89072,-4.699686244548937,49,-4.149094197339673,1400000,nan,-4.699686244548937
-5.137907275885668,10,0.0,-5.137907275885668,-5.137907275885668,-4.394383461905147,0.3686093050682443,6.310709,0.3686093050682443,59.20632,10,0.0,0.0,0.0,50,7.624632,-4.394383461905147,-141.73494,-5.673820996134935,50,-5.137907275885668,1424000,nan,-5.673820996134935
-3.918598080864643,10,0.0,-3.918598080864642,-3.918598080864642,-3.351511307425633,0.31439079655809515,6.309954,0.31439079655809515,61.51874,10,0.0,0.0,0.0,51,7.624632,-3.351511307425633,-142.40369,-4.405286538686176,51,-3.918598080864643,1448000,nan,-4.405286538686176
-4.5031571130959716,10,0.0,-4.503157113095972,-4.503157113095972,-3.6008319250596563,0.4851525160713521,6.3135457,0.4851525160713521,63.205257,10,0.0,0.0,0.0,52,7.624632,-3.6008319250596563,-143.08415,-5.330623610526439,52,-4.5031571130959716,1472000,nan,-5.330623610526439
-4.26124997516331,10,0.0,-4.261249975163308,-4.261249975163308,-3.599361543890237,0.6070972987764033,6.3082542,0.6070972987764033,70.71307,10,0.0,0.0,0.0,53,7.624632,-3.599361543890237,-143.35725,-5.50943487118364,53,-4.26124997516331,1496000,nan,-5.50943487118364
-2.457646612929591,10,0.0,-2.4576466129295897,-2.4576466129295897,-1.7267493085002281,0.7055449546049112,6.3010836,0.7055449546049112,193.65031,10,0.0,0.0,0.0,54,7.624632,-1.7267493085002281,-141.95656,-3.479807029750357,54,-2.457646612929591,1520000,nan,-3.479807029750357
-111.42843232379396,10,0.0,-111.42843232379388,-111.42843232379388,-5.21793916518842,69.18647951736214,5.7622337,69.18647951736214,2103.952,10,0.0,0.0,0.0,55,13.063072,-5.21793916518842,-134.21751,-161.36654483217913,55,-111.42843232379396,1544000,nan,-161.36654483217913
-9.33187305740014,10,0.0,-9.331873057400141,-9.331873057400141,-3.5572945371652462,5.938318573455446,4.6093,5.938318573455446,3766.036,10,0.0,0.0,0.0,56,9.210496,-3.5572945371652462,-130.34277,-21.708950094492877,56,-9.33187305740014,1568000,nan,-21.708950094492877
-84.42740913121861,10,0.0,-84.42740913121862,-84.42740913121862,-22.42311842146021,46.77690600347169,2.8077116,46.77690600347169,16387.533,10,0.0,0.0,0.0,57,7.624491,-22.42311842146021,-168.5759,-154.82655178233148,57,-84.42740913121861,1592000,nan,-154.82655178233148
-93.85038305245328,10,0.0,-93.85038305245325,-93.85038305245325,-35.468215179831375,53.60777147101256,-0.71512425,53.60777147101256,57431.734,10,0.0,0.0,0.0,58,7.6279287,-35.468215179831375,-447.71082,-161.57808120489628,58,-93.85038305245328,1616000,nan,-161.57808120489628
-88.25738286954457,10,0.0,-88.25738286954461,-88.25738286954461,-7.492895508686556,62.1776913580366,-6.275948,62.1776913580366,197317.4,10,0.0,0.0,0.0,59,74.886444,-7.492895508686556,-2067.1172,-174.1568938777695,59,-88.25738286954457,1640000,nan,-174.1568938777695
2023.4699675392462,10,0.0,2023.4699675392462,2023.4699675392462,10871.526093644441,4266.5190645678495,-10.311651,4266.5190645678495,280709.88,10,0.0,0.0,0.0,60,1991.6533,10871.526093644441,-5283.884,-171.54190159348974,60,2023.4699675392462,1664000,nan,-171.54190159348974
-66.37302617356436,10,0.0,-66.37302617356434,-66.37302617356434,-11.507760365382715,61.345926953051574,-12.725209,61.345926953051574,487669.3,10,0.0,0.0,0.0,61,874.91547,-11.507760365382715,-6936.215,-164.9173451517772,61,-66.37302617356436,1688000,nan,-164.9173451517772
11862.781445860715,10,0.0,11862.781445860715,11862.781445860715,40609.79156643189,16211.291034363265,-15.317152,16211.291034363265,1286377.1,10,0.0,0.1,0.1,62,3145.2556,40609.79156643189,-18994.445,-176.21703807425968,62,11862.781445860715,1712000,nan,-176.21703807425968
2078.7156256127237,10,0.0,2078.715625612724,2078.715625612724,21617.018914795233,6513.060816241386,-18.792564,6513.060816241386,2857677.5,10,0.0,0.0,0.0,63,1160.8052,21617.018914795233,-41544.223,-168.88407027612797,63,2078.7156256127237,1736000,nan,-168.88407027612797
4457.52972093774,10,0.0,4457.529720937743,4457.529720937743,26340.663638362745,9274.748977449337,-20.369495,9274.748977449337,5855163.5,10,0.0,0.0,0.0,64,1209.8059,26340.663638362745,-63635.785,-172.64230544812045,64,4457.52972093774,1760000,nan,-172.64230544812045
4633.139233577699,10,0.0,4633.139233577696,4633.139233577696,17087.559020613186,7275.298084818789,-20.889597,7275.298084818789,9902853.0,10,0.0,0.0,0.0,65,7818.138,17087.559020613186,-93040.53,-152.2102151983557,65,4633.139233577699,1784000,nan,-152.2102151983557
4776.0795140412065,10,0.0,4776.079514041205,4776.079514041205,35934.0965708515,11078.164096880459,-18.8414,11078.164096880459,10327874.0,10,0.0,0.0,0.0,66,13546.314,35934.0965708515,-108509.69,-168.61703732110922,66,4776.0795140412065,1808000,nan,-168.61703732110922
3599.8361623927767,10,0.0,3599.8361623927776,3599.8361623927776,11038.875258683656,4719.892157176795,-20.08895,4719.892157176795,14504550.0,10,0.0,0.0,0.0,67,26906.148,11038.875258683656,-133513.17,-171.8815015149656,67,3599.8361623927767,1832000,nan,-171.8815015149656
6701.531284627776,10,0.0,6701.531284627776,6701.531284627776,23193.659284757432,8707.043140079717,-20.679949,8707.043140079717,18880156.0,10,0.0,0.0,0.0,68,13696.453,23193.659284757432,-158852.48,-187.07660081531708,68,6701.531284627776,1856000,nan,-187.07660081531708
6860.015812130274,10,0.0,6860.015812130265,6860.015812130265,36946.712795101885,11352.307410942105,-22.597338,11352.307410942105,23154012.0,10,0.0,0.0,0.0,69,23879.22,36946.712795101885,-191402.44,-153.60735452875397,69,6860.015812130274,1880000,nan,-153.60735452875397
2861.977183754724,10,0.0,2861.9771837547237,2861.9771837547237,29207.220613764446,8782.908205489224,-23.547045,8782.908205489224,23087182.0,10,0.0,0.0,0.0,70,10956.833,29207.220613764446,-192841.5,-177.32931554345663,70,2861.977183754724,1904000,nan,-177.32931554345663
-26.698193087953094,10,0.0,-26.698193087953086,-26.698193087953086,-14.53359045724831,12.727391705325276,-20.761812,12.727391705325276,10447278.0,10,0.0,0.0,0.0,71,7453.963,-14.53359045724831,-88341.234,-51.593202059626,71,-26.698193087953094,1928000,nan,-51.593202059626
4017.868052377687,10,0.0,4017.8680523776857,4017.8680523776857,21060.61790879507,6963.303439680951,-23.47403,6963.303439680951,24054730.0,10,0.0,0.0,0.0,72,45974.664,21060.61790879507,-192699.34,-191.73733209371485,72,4017.868052377687,1952000,nan,-191.73733209371485
1089.765862552999,10,0.0,1089.7658625529996,1089.7658625529996,12012.906320311247,3641.6663360004986,-22.986921,3641.6663360004986,31059506.0,10,0.0,0.0,0.0,73,8219.129,12012.906320311247,-271834.12,-187.28383623452453,73,1089.765862552999,1976000,nan,-187.28383623452453
5433.751667397162,10,0.0,5433.751667397162,5433.751667397162,15381.04413100387,6862.754531770413,-24.229105,6862.754531770413,30756094.0,10,0.0,0.0,0.0,74,58531.543,15381.04413100387,-262099.14,-168.0689427965912,74,5433.751667397162,2000000,nan,-168.0689427965912
1649.8399988666872,10,0.0,1649.8399988666868,1649.8399988666868,6012.721684081351,2325.613205829271,-24.150434,2325.613205829271,30922932.0,10,0.0,0.0,0.0,75,3045.8447,6012.721684081351,-260501.97,-162.7910340560679,75,1649.8399988666872,2024000,nan,-162.7910340560679
2935.247433921652,10,0.0,2935.2474339216506,2935.2474339216506,16874.43223707217,5491.569465189276,-25.461317,5491.569465189276,32311630.0,10,0.0,0.0,0.0,76,9399.768,16874.43223707217,-267759.06,-157.21575074745152,76,2935.247433921652,2048000,nan,-157.21575074745152
3618.2743146606635,10,0.0,3618.2743146606635,3618.2743146606635,17880.675906544413,7096.7974358738375,-24.237274,7096.7974358738375,29280908.0,10,0.0,0.2,0.2,77,13838.918,17880.675906544413,-250721.62,-172.88722954849402,77,3618.2743146606635,2072000,nan,-172.88722954849402
186.26849903250917,10,0.0,186.26849903250914,186.26849903250914,1375.537293626192,520.3589667127329,-26.322037,520.3589667127329,26175280.0,10,0.0,0.0,0.0,78,1965.0472,1375.537293626192,-213194.36,-174.1619323006017,78,186.26849903250917,2096000,nan,-174.1619323006017
-132.7267047639646,10,0.0,-132.72670476396453,-132.72670476396453,-116.38564309281358,19.98920620869863,-16.416306,19.98920620869863,4298600.0,10,0.0,0.0,0.0,79,17439.225,-116.38564309281358,-2926.0544,-190.7991124447842,79,-132.7267047639646,2120000,nan,-190.7991124447842
294.2955638309086,10,0.0,294.2955638309089,294.2955638309089,3395.198214115706,1044.1196157677048,-26.640905,1044.1196157677048,16913790.0,10,0.0,0.0,0.0,80,2717.6074,3395.198214115706,-33947.11,-162.1766387597806,80,294.2955638309086,2144000,nan,-162.1766387597806
-113.86802297554758,10,0.0,-113.86802297554758,-113.86802297554758,-8.375843598914908,36.370700734736566,-26.732304,36.370700734736566,12648321.0,10,0.0,0.0,0.0,81,5207.586,-8.375843598914908,-65477.406,-139.15147364993803,81,-113.86802297554758,2168000,nan,-139.15147364993803
-99.85632697962977,10,0.0,-99.85632697962977,-99.85632697962977,-82.01278341651745,6.127364097231967,-13.638283,6.127364097231967,4195349.5,10,0.0,0.0,0.0,82,5896.9126,-82.01278341651745,-17172.432,-104.24420610963227,82,-99.85632697962977,2192000,nan,-104.24420610963227
-35.707139655659226,10,0.0,-35.70713965565923,-35.70713965565923,-15.775287280660912,19.894075916824836,-5.291407,19.894075916824836,108705.57,10,0.0,0.0,0.0,83,1373.533,-15.775287280660912,10922.499,-69.16123410491699,83,-35.707139655659226,2216000,nan,-69.16123410491699
10145.058997194921,10,0.0,10145.058997194923,10145.058997194923,43877.601313522326,13633.055546287773,-16.711823,13633.055546287773,6135405.0,10,0.0,0.0,0.0,84,3265.61,43877.601313522326,-29627.96,-67.5967762474124,84,10145.058997194921,2240000,nan,-67.5967762474124
-26.429945108881547,10,0.0,-26.429945108881547,-26.429945108881547,150.2123630768405,66.23370060624954,-26.894844,66.23370060624954,9014056.0,10,0.0,0.0,0.0,85,4211.228,150.2123630768405,-95856.49,-73.437679672517,85,-26.429945108881547,2264000,nan,-73.437679672517
32386.117760346817,10,0.0,32386.117760346817,32386.117760346817,44895.67124445888,13607.06903438514,-26.615782,13607.06903438514,8364761.0,10,0.0,0.0,0.0,86,1411.3812,44895.67124445888,-89274.71,2.5508098465849853,86,32386.117760346817,2288000,nan,2.5508098465849853
21424.95431261414,10,0.0,21424.954312614136,21424.954312614136,40402.17301975688,15914.634377342909,-26.724337,15914.634377342909,10576349.0,10,0.0,0.0,0.0,87,824.1076,40402.17301975688,-101345.68,-44.24697534075665,87,21424.95431261414,2312000,nan,-44.24697534075665
35186.792592980375,10,0.0,35186.792592980375,35186.792592980375,43359.45804839019,4601.308358040184,-26.311996,4601.308358040184,12558833.0,10,0.0,0.0,0.0,88,3048.2742,43359.45804839019,-103230.195,26439.05878838376,88,35186.792592980375,2336000,nan,26439.05878838376
27942.48215852706,10,0.0,27942.482158527047,27942.482158527047,45361.28615170793,15519.00486515221,-23.444704,15519.00486515221,12483213.0,10,0.0,0.0,0.0,89,5144.4937,45361.28615170793,-107270.84,-11.629297035042889,89,27942.48215852706,2360000,nan,-11.629297035042889
33371.66635064581,10,0.0,33371.66635064581,33371.66635064581,42204.28653309137,8716.458454714262,-20.20968,8716.458454714262,10247747.0,10,0.0,0.0,0.0,90,2864.1882,42204.28653309137,-87910.31,19811.504755434722,90,33371.66635064581,2384000,nan,19811.504755434722
27703.05982778682,10,0.0,27703.05982778682,27703.05982778682,52395.88342368607,16124.318687908777,-24.128492,16124.318687908777,10229010.0,10,0.0,0.0,0.0,91,2294.1282,52395.88342368607,-72928.29,-153.1195567974838,91,27703.05982778682,2408000,nan,-153.1195567974838
