door-lock-v1/MaxReturn,Average/MaxReturn,door-lock-v1/AverageReturn,door-lock-v1/TerminationRate,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/KLBefore,MetaTest/Average/SuccessRate,door-lock-v1/SuccessRate,Average/NumEpisodes,door-lock-v1/MinReturn,MetaTest/Average/Iteration,door-lock-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/door-lock-v1/SuccessRate,door-lock-v1/NumEpisodes,MetaTest/Average/StdReturn,GaussianMLPPolicy/dLoss,Average/AverageDiscountedReturn,Average/AverageReturn,Average/Iteration,GaussianMLPPolicy/Entropy,MetaTest/door-lock-v1/NumEpisodes,MetaTest/door-lock-v1/AverageDiscountedReturn,MetaTest/door-lock-v1/TerminationRate,Iteration,MetaTest/Average/AverageReturn,Average/TerminationRate,GaussianMLPPolicy/LossAfter,MetaTest/Average/AverageDiscountedReturn,Average/MinReturn,MetaTest/Average/MaxReturn,TotalEnvSteps,GaussianMLPPolicy/KLAfter,door-lock-v1/AverageDiscountedReturn,MetaTest/door-lock-v1/AverageReturn,door-lock-v1/Iteration,MetaTest/Average/TerminationRate,MetaTest/door-lock-v1/MaxReturn,MetaTest/door-lock-v1/MinReturn,MetaTest/door-lock-v1/StdReturn,Average/SuccessRate,Average/StdReturn,MetaTest/door-lock-v1/Iteration
81836.49490807326,81836.49490807326,4182.472648174113,0.0,1.9661956685013138e-06,0.0,0.0,0.0,200,-36.05703600497032,10,8794.180448243009,-17.32149056877019,1,0.0,200,0.0,2.1111168280185666e-07,1174.7457519082102,4182.472648174113,10,5.652525901794434,1,-17.3214905687702,0.0,10,-17.32149056877019,0.0,1.7550839856994571e-06,-17.3214905687702,-36.05703600497032,-17.32149056877019,880000,0.00014758009638171643,1174.7457519082102,-17.32149056877019,10,0.0,-17.32149056877019,-17.32149056877019,0.0,0.0,8794.180448243009,10
98041.16094954648,98041.16094954648,4324.950463175109,0.0,-1.0082746939588105e-06,0.0,0.0,0.005,200,-33.85057223122356,11,9498.163666982999,581.8498380785948,1,0.0,200,0.0,2.3091160983312875e-08,1223.3354580884425,4324.950463175109,11,5.652083873748779,1,581.8498380785952,0.0,11,581.8498380785948,0.0,-1.0313658549421234e-06,581.8498380785952,-33.85057223122356,581.8498380785948,960000,1.6300480638165027e-05,1223.3354580884425,581.8498380785948,11,0.0,581.8498380785948,581.8498380785948,0.0,0.005,9498.163666982999,11
116032.74537981885,116032.74537981885,5601.704144499471,0.0,1.9509100184222916e-06,0.0,0.0,0.01,200,-37.20930899146753,12,11744.186796682885,8316.05661790557,1,0.0,200,0.0,2.369938556512352e-08,1577.958936544578,5601.704144499471,12,5.6532135009765625,1,8316.056617905564,0.0,12,8316.05661790557,0.0,1.927210632857168e-06,8316.056617905564,-37.20930899146753,8316.05661790557,1040000,1.672643884376157e-05,1577.958936544578,8316.05661790557,12,0.0,8316.05661790557,8316.05661790557,0.0,0.01,11744.186796682885,12
62706.16694435423,62706.16694435423,3908.6318218960487,0.0,-6.139891297607392e-07,0.0,0.0,0.01,200,-36.24488106370594,13,7384.108557619186,644.5887104292229,1,0.0,200,0.0,6.167658739286708e-08,1165.3581729661032,3908.6318218960487,13,5.652974605560303,1,644.5887104292227,0.0,13,644.5887104292229,0.0,-6.756657171536062e-07,644.5887104292227,-36.24488106370594,644.5887104292229,1120000,4.3378695409046486e-05,1165.3581729661032,644.5887104292229,13,0.0,644.5887104292229,644.5887104292229,0.0,0.01,7384.108557619186,13
35281.865566729146,35281.865566729146,4617.700241066819,0.0,-1.0807202670548577e-06,0.0,0.0,0.015,200,-38.916667747645086,14,7080.407178157258,1228.182924554192,1,0.0,200,0.0,1.598891685716808e-08,1364.9653755236643,4617.700241066819,14,5.652280807495117,1,1228.1829245541908,0.0,14,1228.182924554192,0.0,-1.0967091839120258e-06,1228.1829245541908,-38.916667747645086,1228.182924554192,1200000,1.128337680711411e-05,1364.9653755236643,1228.182924554192,14,0.0,1228.182924554192,1228.182924554192,0.0,0.015,7080.407178157258,14
56496.10657815284,56496.10657815284,3645.00273475215,0.0,7.351490694418317e-06,0.0,0.0,0.005,200,-32.19416731108017,15,7444.036641540046,-19.938932381770048,1,0.0,200,0.0,1.850717126217205e-07,1066.5868062218658,3645.00273475215,15,5.661909103393555,1,-19.938932381770048,0.0,15,-19.938932381770048,0.0,7.166418981796596e-06,-19.938932381770048,-32.19416731108017,-19.938932381770048,1280000,0.00012947604409419,1066.5868062218658,-19.938932381770048,15,0.0,-19.938932381770048,-19.938932381770048,0.0,0.005,7444.036641540046,15
140379.14031193207,140379.14031193207,5928.559639779064,0.0,-3.914752960554324e-05,0.0,0.0,0.025,200,-36.4368619968542,16,15497.719949529657,-26.59939214891628,1,0.0,200,0.0,2.924720320152119e-06,1707.1132343806737,5928.559639779064,16,5.61199951171875,1,-26.599392148916266,0.0,16,-26.59939214891628,0.0,-4.207224992569536e-05,-26.599392148916266,-36.4368619968542,-26.59939214891628,1360000,0.0019473735010251403,1707.1132343806737,-26.59939214891628,16,0.0,-26.59939214891628,-26.59939214891628,0.0,0.025,15497.719949529657,16
70221.82850662555,70221.82850662555,5237.972059232049,0.0,2.836343583112466e-06,0.0,0.0,0.015,200,-36.99235235768218,17,9841.846452042306,-19.991458711138733,1,0.0,200,0.0,7.653693501197267e-08,1462.4886212438896,5237.972059232049,17,5.613669395446777,1,-19.99145871113875,0.0,17,-19.991458711138733,0.0,2.7598066481004935e-06,-19.99145871113875,-36.99235235768218,-19.991458711138733,1440000,5.386061820900068e-05,1462.4886212438896,-19.991458711138733,17,0.0,-19.991458711138733,-19.991458711138733,0.0,0.015,9841.846452042306,17
54787.508997027595,54787.508997027595,5189.840509977216,0.0,5.68474661122309e-07,0.0,0.0,0.0,200,-38.706772796971684,18,8652.308875905217,9001.380658831506,1,0.0,200,0.0,1.9373885606910335e-08,1474.2678314616307,5189.840509977216,18,5.613881587982178,1,9001.380658831513,0.0,18,9001.380658831506,0.0,5.491007755153987e-07,9001.380658831513,-38.706772796971684,9001.380658831506,1520000,1.3670534826815128e-05,1474.2678314616307,9001.380658831506,18,0.0,9001.380658831506,9001.380658831506,0.0,0.0,8652.308875905217,18
88806.83145690727,88806.83145690727,5683.638451847973,0.0,5.307271294441307e-06,0.0,0.0,0.02,200,-32.6710337598966,19,12526.856708545716,4493.295932042718,1,0.0,200,0.0,3.864579412038438e-08,1573.6788587459992,5683.638451847973,19,5.618468761444092,1,4493.2959320427235,0.0,19,4493.295932042718,0.0,5.268625500320923e-06,4493.2959320427235,-32.6710337598966,4493.295932042718,1600000,2.7215657610213384e-05,1573.6788587459992,4493.295932042718,19,0.0,4493.295932042718,4493.295932042718,0.0,0.02,12526.856708545716,19
60525.88913531563,60525.88913531563,4728.4123042185765,0.0,4.005838491139002e-06,0.0,0.0,0.015,200,-34.62023235469162,20,8172.193142819293,1254.739355157258,1,0.0,200,0.0,3.1062427297001705e-08,1336.6222426781244,4728.4123042185765,20,5.620018005371094,1,1254.739355157258,0.0,20,1254.739355157258,0.0,3.9747760638420004e-06,1254.739355157258,-34.62023235469162,1254.739355157258,1680000,2.1897812985116616e-05,1336.6222426781244,1254.739355157258,20,0.0,1254.739355157258,1254.739355157258,0.0,0.015,8172.193142819293,20
107124.96895655697,107124.96895655697,5538.31131599748,0.0,-5.904688350710785e-06,0.0,0.0,0.015,200,-36.90677651891137,21,10393.215126462093,-22.305466349079488,1,0.0,200,0.0,5.961692295386456e-08,1510.6386673911877,5538.31131599748,21,5.613034725189209,1,-22.3054663490795,0.0,21,-22.305466349079488,0.0,-5.9643052736646496e-06,-22.3054663490795,-36.90677651891137,-22.305466349079488,1760000,4.2041407141368836e-05,1510.6386673911877,-22.305466349079488,21,0.0,-22.305466349079488,-22.305466349079488,0.0,0.015,10393.215126462093,21
46196.43572023516,46196.43572023516,3550.4983048302133,0.0,-2.0071561266377103e-06,0.0,0.0,0.0,200,-45.63820028010434,22,6994.297171619384,-22.586829816273976,1,0.0,200,0.0,1.0285191365255741e-06,999.7779784559374,3550.4983048302133,22,5.611115455627441,1,-22.58682981627397,0.0,22,-22.586829816273976,0.0,-3.0356752631632844e-06,-22.58682981627397,-45.63820028010434,-22.586829816273976,1840000,0.0006716338684782386,999.7779784559374,-22.586829816273976,22,0.0,-22.586829816273976,-22.586829816273976,0.0,0.0,6994.297171619384,22
49672.26014153276,49672.26014153276,5938.980807685504,0.0,-9.718811270431615e-06,0.0,0.0,0.01,200,-33.58846005701606,23,8693.650460354578,645.883133376983,1,0.0,200,0.0,1.1101838026661426e-07,1653.488119166091,5938.980807685504,23,5.599627494812012,1,645.8831333769826,0.0,23,645.883133376983,0.0,-9.82982965069823e-06,645.8831333769826,-33.58846005701606,645.883133376983,1920000,7.810756505932659e-05,1653.488119166091,645.883133376983,23,0.0,645.883133376983,645.883133376983,0.0,0.01,8693.650460354578,23
57668.078470419125,57668.078470419125,6781.346356690255,0.0,-4.5661608965019695e-06,0.0,0.0,0.02,200,-32.229690035596185,24,10603.905343327662,64365.789484250854,1,0.0,200,0.0,5.78384060645476e-08,1952.9984945307317,6781.346356690255,24,5.594874382019043,1,64365.78948425087,0.0,24,64365.789484250854,0.0,-4.623999302566517e-06,64365.78948425087,-32.229690035596185,64365.789484250854,2000000,4.0758484828984365e-05,1952.9984945307317,64365.789484250854,24,0.0,64365.789484250854,64365.789484250854,0.0,0.02,10603.905343327662,24
193313.14124089683,193313.14124089683,7945.0617821442875,0.0,-5.591759872913826e-06,0.0,0.0,0.015,200,-37.58437353327249,25,18273.510702024625,-19.498789511529935,1,0.0,200,0.0,7.259995982167311e-08,2295.0469524902755,7945.0617821442875,25,5.588169574737549,1,-19.498789511529928,0.0,25,-19.498789511529935,0.0,-5.664359832735499e-06,-19.498789511529928,-37.58437353327249,-19.498789511529935,2080000,5.108138429932296e-05,2295.0469524902755,-19.498789511529935,25,0.0,-19.498789511529935,-19.498789511529935,0.0,0.015,18273.510702024625,25
157909.19123359252,157909.19123359252,8051.9397201325955,0.0,-5.991464604448993e-06,0.0,0.0,0.015,200,-30.878781062781187,26,15982.254680309485,277.52132387483937,1,0.0,200,0.0,3.0793671612627804e-08,2173.6887611651914,8051.9397201325955,26,5.583063125610352,1,277.5213238748389,0.0,26,277.52132387483937,0.0,-6.0222582760616206e-06,277.5213238748389,-30.878781062781187,277.52132387483937,2160000,2.1721578377764672e-05,2173.6887611651914,277.52132387483937,26,0.0,277.52132387483937,277.52132387483937,0.0,0.015,15982.254680309485,26
78459.69557153035,78459.69557153035,5773.486951240443,0.0,-4.746254035126185e-06,0.0,0.0,0.01,200,-38.78881969623832,27,10801.336057655297,-26.611028833607964,1,0.0,200,0.0,2.708247848204337e-08,1764.8843450909394,5773.486951240443,27,5.575944423675537,1,-26.611028833607982,0.0,27,-26.611028833607964,0.0,-4.773336513608228e-06,-26.611028833607982,-38.78881969623832,-26.611028833607964,2240000,1.908331978484057e-05,1764.8843450909394,-26.611028833607964,27,0.0,-26.611028833607964,-26.611028833607964,0.0,0.01,10801.336057655297,27
38555.447122619706,38555.447122619706,4404.350055619426,0.0,-4.556296971713891e-06,0.0,0.0,0.01,200,-34.04998553800711,28,7341.318046769242,8123.41858291861,1,0.0,200,0.0,9.866562322713435e-08,1334.9318485786084,4404.350055619426,28,5.573212146759033,1,8123.418582918613,0.0,28,8123.41858291861,0.0,-4.654962594941026e-06,8123.418582918613,-34.04998553800711,8123.41858291861,2320000,6.912717071827501e-05,1334.9318485786084,8123.41858291861,28,0.0,8123.41858291861,8123.41858291861,0.0,0.01,7341.318046769242,28
78095.47571423247,78095.47571423247,5484.922909194542,0.0,3.608083261497086e-06,0.0,0.0,0.015,200,-32.425576525285074,29,9740.878515908298,2378.2876385812656,1,0.0,200,0.0,9.39619440032402e-08,1642.9115529179405,5484.922909194542,29,5.576774597167969,1,2378.2876385812633,0.0,29,2378.2876385812656,0.0,3.5141213174938457e-06,2378.2876385812633,-32.425576525285074,2378.2876385812656,2400000,6.607612886000425e-05,1642.9115529179405,2378.2876385812656,29,0.0,2378.2876385812656,2378.2876385812656,0.0,0.015,9740.878515908298,29
98243.20212008705,98243.20212008705,5890.080983971513,0.0,-3.028682385775028e-06,0.0,0.0,0.02,200,-41.39482704495936,30,12423.739312742437,991.9050562361361,1,0.0,200,0.0,4.9975824367720634e-08,1665.737122392284,5890.080983971513,30,5.573699474334717,1,991.9050562361363,0.0,30,991.9050562361361,0.0,-3.0786582101427484e-06,991.9050562361363,-41.39482704495936,991.9050562361361,2480000,3.5203334846301004e-05,1665.737122392284,991.9050562361361,30,0.0,991.9050562361361,991.9050562361361,0.0,0.02,12423.739312742437,30
117881.49728921232,117881.49728921232,8977.228765356564,0.0,2.736714577622479e-06,0.0,0.0,0.02,200,-33.17875973526904,31,17576.70733994079,-23.50195174771724,1,0.0,200,0.0,1.8241962607135065e-08,2594.996089789949,8977.228765356564,31,5.574755668640137,1,-23.501951747717257,0.0,31,-23.50195174771724,0.0,2.7184726150153438e-06,-23.501951747717257,-33.17875973526904,-23.50195174771724,2560000,1.287736085942015e-05,2594.996089789949,-23.50195174771724,31,0.0,-23.50195174771724,-23.50195174771724,0.0,0.02,17576.70733994079,31
89807.9172303466,89807.9172303466,7116.849486006687,0.0,9.450387778997538e-07,0.0,0.0,0.03,200,-35.7782815726397,32,12886.029343262682,15500.760903871418,1,0.0,200,0.0,7.805613222444663e-08,1931.6202691741148,7116.849486006687,32,5.575699329376221,1,15500.760903871414,0.0,32,15500.760903871418,0.0,8.669826456753071e-07,15500.760903871414,-35.7782815726397,15500.760903871418,2640000,5.491449701366946e-05,1931.6202691741148,15500.760903871418,32,0.0,15500.760903871418,15500.760903871418,0.0,0.03,12886.029343262682,32
70624.98723100632,70624.98723100632,6526.186930369635,0.0,-3.820489382633241e-06,0.0,0.0,0.02,200,-33.61189550103225,33,10908.529437372992,1614.164315432747,1,0.0,200,0.0,1.0414169082650915e-08,1786.4124266921856,6526.186930369635,33,5.573662281036377,1,1614.164315432747,0.0,33,1614.164315432747,0.0,-3.830903551715892e-06,1614.164315432747,-33.61189550103225,1614.164315432747,2720000,7.356338755926117e-06,1786.4124266921856,1614.164315432747,33,0.0,1614.164315432747,1614.164315432747,0.0,0.02,10908.529437372992,33
111747.60566440503,111747.60566440503,7686.100827282606,0.0,-1.475404815209913e-06,0.0,1.0,0.025,200,-34.03384490806783,34,14907.722060164553,8700.906978667066,1,1.0,200,0.0,6.049162948329467e-09,2069.8022541409814,7686.100827282606,34,5.5726752281188965,1,8700.906978667063,0.0,34,8700.906978667066,0.0,-1.4814539781582425e-06,8700.906978667063,-34.03384490806783,8700.906978667066,2800000,4.2629385461623315e-06,2069.8022541409814,8700.906978667066,34,0.0,8700.906978667066,8700.906978667066,0.0,0.025,14907.722060164553,34
157934.8364289562,157934.8364289562,6848.7388165414295,0.0,-2.1032323616054782e-07,0.0,1.0,0.015,200,-31.77233301533049,35,15267.351276811094,204580.7168193464,1,1.0,200,0.0,3.0212646606742055e-08,1904.759154576226,6848.7388165414295,35,5.572603702545166,1,204580.7168193464,0.0,35,204580.7168193464,0.0,-2.405358827672899e-07,204580.7168193464,-31.77233301533049,204580.7168193464,2880000,2.1314315745257773e-05,1904.759154576226,204580.7168193464,35,0.0,204580.7168193464,204580.7168193464,0.0,0.015,15267.351276811094,35
200315.209019752,200315.209019752,8579.89297392787,0.0,-1.8904636363004101e-06,0.0,0.0,0.025,200,-29.681038888593648,36,18374.35329917816,-23.461183419925455,1,0.0,200,0.0,1.725470610836055e-08,2354.5259025115247,8579.89297392787,36,5.5717315673828125,1,-23.46118341992544,0.0,36,-23.461183419925455,0.0,-1.9077183424087707e-06,-23.46118341992544,-29.681038888593648,-23.461183419925455,2960000,1.2183188118797261e-05,2354.5259025115247,-23.461183419925455,36,0.0,-23.461183419925455,-23.461183419925455,0.0,0.025,18374.35329917816,36
57285.70657466587,57285.70657466587,6101.199274307648,0.0,-1.4262751619753544e-06,0.0,0.0,0.015,200,-35.21853675356372,37,9106.188206125093,-16.258035635424456,1,0.0,200,0.0,4.055061708641006e-08,1710.4534555879134,6101.199274307648,37,5.570619583129883,1,-16.258035635424452,0.0,37,-16.258035635424456,0.0,-1.4668257790617645e-06,-16.258035635424452,-35.21853675356372,-16.258035635424456,3040000,2.854740341717843e-05,1710.4534555879134,-16.258035635424456,37,0.0,-16.258035635424456,-16.258035635424456,0.0,0.015,9106.188206125093,37
145926.50769451106,145926.50769451106,6978.02449400733,0.0,-1.3299501915753353e-05,0.0,1.0,0.015,200,-39.466283861223985,38,15836.17492213861,71354.03028054086,1,1.0,200,0.0,1.4284159988164902e-07,2068.831908347864,6978.02449400733,38,5.552924633026123,1,71354.03028054087,0.0,38,71354.03028054086,0.0,-1.3442343515635002e-05,71354.03028054087,-39.466283861223985,71354.03028054086,3120000,0.00010029748955275863,2068.831908347864,71354.03028054086,38,0.0,71354.03028054086,71354.03028054086,0.0,0.015,15836.17492213861,38
67298.50164782669,67298.50164782669,7281.5959764764775,0.0,-5.230365786701441e-06,0.0,0.0,0.015,200,-42.42961298911357,39,11329.633683883261,27128.263682502486,1,0.0,200,0.0,5.3060830396134406e-08,2067.04341185616,7281.5959764764775,39,5.546900272369385,1,27128.263682502475,0.0,39,27128.263682502486,0.0,-5.283426617097575e-06,27128.263682502475,-42.42961298911357,27128.263682502486,3200000,3.7383179005701095e-05,2067.04341185616,27128.263682502486,39,0.0,27128.263682502486,27128.263682502486,0.0,0.015,11329.633683883261,39
114813.47965571977,114813.47965571977,7983.699578697092,0.0,3.651450128927536e-07,0.0,0.0,0.04,200,-34.31819736578504,40,15395.618629029494,-22.81976532065118,1,0.0,200,0.0,1.0373497616456007e-08,2235.9639882014176,7983.699578697092,40,5.547141075134277,1,-22.819765320651175,0.0,40,-22.81976532065118,0.0,3.547715152762976e-07,-22.819765320651175,-34.31819736578504,-22.81976532065118,3280000,7.324510988837574e-06,2235.9639882014176,-22.81976532065118,40,0.0,-22.81976532065118,-22.81976532065118,0.0,0.04,15395.618629029494,40
125092.1974550097,125092.1974550097,6434.8151699209575,0.0,-3.24644020111009e-06,0.0,0.0,0.03,200,-32.12494711843899,41,13192.962022495434,14402.795207443121,1,0.0,200,0.0,2.2810581867815927e-08,1829.3975434670183,6434.8151699209575,41,5.5460686683654785,1,14402.795207443127,0.0,41,14402.795207443121,0.0,-3.269250782977906e-06,14402.795207443127,-32.12494711843899,14402.795207443121,3360000,1.6078123735496774e-05,1829.3975434670183,14402.795207443121,41,0.0,14402.795207443121,14402.795207443121,0.0,0.03,13192.962022495434,41
56079.55342381999,56079.55342381999,6430.452049892191,0.0,4.669902295972861e-07,0.0,0.0,0.01,200,-31.213951329044157,42,11052.362845136508,797.3990541913654,1,0.0,200,0.0,9.922672461470938e-09,1805.739700450884,6430.452049892191,42,5.546331882476807,1,797.3990541913649,0.0,42,797.3990541913654,0.0,4.5706755713581515e-07,797.3990541913649,-31.213951329044157,797.3990541913654,3440000,7.00750160831376e-06,1805.739700450884,797.3990541913654,42,0.0,797.3990541913654,797.3990541913654,0.0,0.01,11052.362845136508,42
113741.19888241998,113741.19888241998,8241.672923765642,0.0,2.0194850094412686e-06,0.0,0.0,0.025,200,-30.175304495276055,43,16044.941873041606,93050.23638348162,1,0.0,200,0.0,2.0252628019079566e-08,2351.637249296562,8241.672923765642,43,5.547646522521973,1,93050.23638348174,0.0,43,93050.23638348162,0.0,1.999232381422189e-06,93050.23638348174,-30.175304495276055,93050.23638348162,3520000,1.4278678463597316e-05,2351.637249296562,93050.23638348162,43,0.0,93050.23638348162,93050.23638348162,0.0,0.025,16044.941873041606,43
101751.50711250737,101751.50711250737,6929.802475644029,0.0,-2.3596480787091423e-06,0.0,0.0,0.01,200,-35.77230869342171,44,13767.109474274159,2736.6672535935895,1,0.0,200,0.0,1.3903445506002754e-08,1969.16775143801,6929.802475644029,44,5.546418190002441,1,2736.6672535935895,0.0,44,2736.6672535935895,0.0,-2.373551524215145e-06,2736.6672535935895,-35.77230869342171,2736.6672535935895,3600000,9.81158791546477e-06,1969.16775143801,2736.6672535935895,44,0.0,2736.6672535935895,2736.6672535935895,0.0,0.01,13767.109474274159,44
93062.69412434935,93062.69412434935,8100.799255355105,0.0,1.7122604845098977e-07,0.0,0.0,0.01,200,-30.445748418675326,45,13576.316400270322,-17.959148271803116,1,0.0,200,0.0,1.811565653042635e-08,2258.3530602077763,8100.799255355105,45,5.546515941619873,1,-17.959148271803123,0.0,45,-17.959148271803116,0.0,1.5311039192056342e-07,-17.959148271803123,-30.445748418675326,-17.959148271803116,3680000,1.2792021152563393e-05,2258.3530602077763,-17.959148271803116,45,0.0,-17.959148271803116,-17.959148271803116,0.0,0.01,13576.316400270322,45
