MetaTest/Average/StdReturn,MetaTest/door-lock-v1/Iteration,MetaTest/Average/Iteration,MetaTest/door-lock-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTest/Average/MinReturn,MetaTest/door-lock-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/Average/SuccessRate,MetaTrain/Average/PolicyLoss,MetaTest/door-lock-v1/StdReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTrain/Average/QfLoss,MetaTest/door-lock-v1/AverageDiscountedReturn,MetaTest/door-lock-v1/MaxReturn,MetaTest/door-lock-v1/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTest/door-lock-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/door-lock-v1/AverageReturn
9.942290665887327,0,0,0.0,0.9355087,-94.93957482798025,0.0,10,0.0,-24.187202,9.942290665887327,-74.98507689051704,56000,17197.732,-74.98507689051704,-57.94955074272092,10,-74.98507689051704,0.0,25.33608,4.9518137,-94.93957482798025,-57.94955074272092,-74.98507689051704
9.501797736137853,1,1,0.0,0.8324453,-80.37150979365225,0.0,10,0.0,-80.85262,9.501797736137853,-60.032641221003544,62000,14466.714,-60.032641221003516,-44.56133922903095,10,-60.032641221003516,0.0,77.646935,3.4414341,-80.37150979365225,-44.56133922903095,-60.032641221003544
96.77718067663788,2,2,0.0,0.7403704,-134.9396705175853,0.0,10,0.0,-187.36377,96.77718067663788,-46.607095577628314,68000,14921.145,-46.60709557762832,209.2341359819141,10,-46.60709557762832,0.0,108.36515,2.7770762,-134.9396705175853,209.2341359819141,-46.607095577628314
40.586248483768735,3,3,0.0,0.6698063,-130.37134476795993,0.2,10,0.2,-355.7849,40.586248483768735,-61.41041783630984,74000,16995.568,-61.41041783630984,-30.97698238064712,10,-61.41041783630984,0.0,280.538,1.4162153,-130.37134476795993,-30.97698238064712,-61.41041783630984
8.972543441716189,4,4,0.0,0.64351827,-48.76725770108035,0.0,10,0.0,-534.91504,8.972543441716189,-28.2224466744842,80000,27809.684,-28.222446674484207,-18.43957782364745,10,-28.222446674484207,0.0,199.86685,0.030677315,-48.76725770108035,-18.43957782364745,-28.2224466744842
3521.7083730570225,5,5,0.0,0.6506459,-45.24788984130465,0.2,10,0.2,-674.19165,3521.7083730570225,1683.4028313902,86000,27204.469,1683.4028313902,10281.545321808151,10,1683.4028313902,0.0,51.277622,-0.18468921,-45.24788984130465,10281.545321808151,1683.4028313902
4540.414203873015,6,6,0.0,0.68903154,-75.04409782764384,0.0,10,0.0,-907.9377,4540.414203873015,1474.872078886087,92000,30898.914,1474.872078886087,15095.63640650843,10,1474.872078886087,0.0,74.41745,-0.8088317,-75.04409782764384,15095.63640650843,1474.872078886087
892.9304446354295,7,7,0.0,0.8135443,-100.27527298391506,0.0,10,0.0,-1004.26514,892.9304446354295,219.61601452582823,98000,41805.31,219.61601452582835,2898.2956130702332,10,219.61601452582835,0.0,132.02213,-1.9436139,-100.27527298391506,2898.2956130702332,219.61601452582823
10.542143516274432,8,8,0.0,0.9341645,-56.44328655104492,0.1,10,0.1,-1650.6184,10.542143516274432,-35.91380813337149,104000,46070.48,-35.91380813337149,-18.183333810369323,10,-35.91380813337149,0.0,127.943596,-2.5081124,-56.44328655104492,-18.183333810369323,-35.91380813337149
15.867833123424884,9,9,0.0,1.0356685,-68.01761623376373,0.0,10,0.0,-1545.6326,15.867833123424884,-48.00481067376918,110000,123251.28,-48.00481067376918,-16.508053163470343,10,-48.00481067376918,0.0,1401.8187,-0.073215455,-68.01761623376373,-16.508053163470343,-48.00481067376918
