MetaTest/coffee-pull-v1/MaxReturn,MetaTest/coffee-pull-v1/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/coffee-pull-v1/Iteration,MetaTest/Average/MaxReturn,MetaTrain/Average/Alpha,MetaTest/Average/NumTrajs,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/coffee-pull-v1/AverageReturn,MetaTest/coffee-pull-v1/NumTrajs,MetaTest/coffee-pull-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/coffee-pull-v1/SuccessRate,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/coffee-pull-v1/StdReturn,MetaTest/Average/Iteration,MetaTrain/Average/PolicyLoss,MetaTrain/Average/AlphaLoss,MetaTest/coffee-pull-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn
17822.210455557917,5944.2856583904995,152.70354,17,17822.210455557917,nan,10,632000,5944.285658390498,0.0,5944.285658390498,10,0.0,5944.2856583904995,0.0,0.0,171133.66,6283.2020909838875,17,-13411.281,-8.2828455,-20.474633447926024,-20.474633447926024,6283.2020909838875
-20.4258865859083,-41.29892339147328,1946.7037,18,-20.4258865859083,nan,10,656000,-41.29892339147328,0.0,-41.29892339147328,10,0.0,-41.29892339147328,0.0,0.0,51705.926,15.869349460176094,18,-940.7197,-0.5561716,-73.10514577530384,-73.10514577530384,15.869349460176094
515.9164001084789,31.49547415950992,350.3849,19,515.9164001084789,nan,10,680000,31.495474159509875,0.0,31.495474159509875,10,0.0,31.49547415950992,0.0,0.0,55277.28,170.6254532114935,19,-513.0311,-0.44162792,-76.07389893905857,-76.07389893905857,170.6254532114935
-43.03067348623517,-56.07161650856786,462.487,20,-43.03067348623517,nan,10,704000,-56.071616508567864,0.0,-56.071616508567864,10,0.0,-56.07161650856786,0.0,0.0,90690.33,7.957870478630886,20,55.95035,1.1039668,-68.28707051950882,-68.28707051950882,7.957870478630886
-40.98148306112859,-64.3444016604976,495.4435,21,-40.98148306112859,nan,10,728000,-64.34440166049758,0.0,-64.34440166049758,10,0.0,-64.3444016604976,0.0,0.0,42193.68,11.84661357250315,21,175.10353,2.0171072,-77.47540079585507,-77.47540079585507,11.84661357250315
96.28215621014843,-18.909346877223975,573.2976,22,96.28215621014843,nan,10,752000,-18.909346877223985,0.0,-18.909346877223985,10,0.0,-18.909346877223975,0.0,0.0,74547.58,38.51864599903816,22,-233.20692,0.07619779,-40.110789425981984,-40.110789425981984,38.51864599903816
1425.2756987259584,194.60715900788574,438.98557,23,1425.2756987259584,nan,10,776000,194.607159007886,0.0,194.607159007886,10,0.0,194.60715900788574,0.0,0.0,108403.41,461.48870502142915,23,-418.40573,-1.2155337,-45.622667998128875,-45.622667998128875,461.48870502142915
3311.6153204281754,878.2845157551856,427.90994,24,3311.6153204281754,nan,10,800000,878.2845157551852,0.0,878.2845157551852,10,0.0,878.2845157551856,0.0,0.0,116012.13,1198.5582091394404,24,-388.84518,-1.0592477,-61.4675704021805,-61.4675704021805,1198.5582091394404
-25.585137459015826,-77.11810056696723,486.9501,25,-25.585137459015826,nan,10,824000,-77.11810056696723,0.0,-77.11810056696723,10,0.0,-77.11810056696723,0.0,0.0,231908.48,32.606544468834464,25,-1298.7942,-3.3067832,-112.85724539944967,-112.85724539944967,32.606544468834464
696.1355102995112,84.56963322202748,346.81033,26,696.1355102995112,nan,10,848000,84.56963322202742,0.0,84.56963322202742,10,0.0,84.56963322202748,0.0,0.0,325908.8,279.393746882276,26,-3810.1145,-5.989485,-118.22766388667786,-118.22766388667786,279.393746882276
3586.2019486643794,395.1730481683498,852.363,27,3586.2019486643794,nan,10,872000,395.17304816834996,0.0,395.17304816834996,10,0.0,395.1730481683498,0.0,0.0,426204.0,1102.1437367343283,27,-7765.558,-8.264558,-131.47075074475563,-131.47075074475563,1102.1437367343283
2413.692429502877,619.9241687337519,3829.482,28,2413.692429502877,nan,10,896000,619.9241687337521,0.0,619.9241687337521,10,0.0,619.9241687337519,0.0,0.0,301055.5,902.2989646452177,28,-5335.178,-5.514787,-126.75855622482082,-126.75855622482082,902.2989646452177
-28.895248899447836,-65.10552708018383,3062.627,29,-28.895248899447836,nan,10,920000,-65.10552708018386,0.0,-65.10552708018386,10,0.0,-65.10552708018383,0.0,0.0,817825.44,34.02442477791629,29,-8982.808,-10.904045,-119.37441697674718,-119.37441697674718,34.02442477791629
505.07247141471845,-6.366872743652495,2660.628,30,505.07247141471845,nan,10,944000,-6.366872743652466,0.0,-6.366872743652466,10,0.0,-6.366872743652495,0.0,0.0,1468793.8,172.62743302605966,30,-14017.456,-14.27599,-92.89975095494846,-92.89975095494846,172.62743302605966
13044.439893053162,1649.6865477813128,1399.5823,31,13044.439893053162,nan,10,968000,1649.686547781313,0.0,1649.686547781313,10,0.0,1649.6865477813128,0.0,0.0,2443873.8,3878.273190847951,31,-18116.05,-16.426819,-125.72162687024318,-125.72162687024318,3878.273190847951
79.42386157895659,-62.03123828582112,2370.0708,32,79.42386157895659,nan,10,992000,-62.03123828582112,0.0,-62.03123828582112,10,0.0,-62.03123828582112,0.0,0.0,3075385.8,51.3701385756744,32,-19276.62,-18.095503,-118.83075732042563,-118.83075732042563,51.3701385756744
-14.482221403263164,-52.99564146299822,3450.2566,33,-14.482221403263164,nan,10,1016000,-52.995641462998194,0.0,-52.995641462998194,10,0.0,-52.99564146299822,0.0,0.0,1819474.0,22.037785612598867,33,-7649.235,-12.180442,-82.0911114059903,-82.0911114059903,22.037785612598867
4037.4665534272167,671.3320356883937,10920.942,34,4037.4665534272167,nan,10,1040000,671.3320356883937,0.0,671.3320356883937,10,0.0,671.3320356883937,0.0,0.0,2282142.5,1258.4925108604625,34,-12942.105,-14.600332,-109.54790332508085,-109.54790332508085,1258.4925108604625
-92.09205383516061,-110.61029145195171,6343.268,35,-92.09205383516061,nan,10,1064000,-110.61029145195168,0.0,-110.61029145195168,10,0.0,-110.61029145195171,0.0,0.0,1820875.5,6.697718876040536,35,-5409.942,-8.2221985,-117.11299121797028,-117.11299121797028,6.697718876040536
1108.6069551788628,160.8132202590007,15507.492,36,1108.6069551788628,nan,10,1088000,160.8132202590005,0.0,160.8132202590005,10,0.0,160.8132202590007,0.0,0.0,1586276.9,420.4642384344491,36,-4901.884,-9.568227,-93.4149736457463,-93.4149736457463,420.4642384344491
2803.5524583691054,231.5903147518245,10527.78,37,2803.5524583691054,nan,10,1112000,231.59031475182465,0.0,231.59031475182465,10,0.0,231.5903147518245,0.0,0.0,2456967.0,857.9386515171951,37,-7936.3633,-11.227321,-116.3442233412909,-116.3442233412909,857.9386515171951
19316.365223401983,2656.330507118196,18580.484,38,19316.365223401983,nan,10,1136000,2656.3305071181935,0.0,2656.3305071181935,10,0.0,2656.330507118196,0.1,0.1,1961873.4,5863.980140091935,38,-15336.057,-13.992457,-86.15385548481113,-86.15385548481113,5863.980140091935
12243.47888840545,3034.220376317043,5587.717,39,12243.47888840545,nan,10,1160000,3034.220376317043,0.0,3034.220376317043,10,0.0,3034.220376317043,0.2,0.2,2530030.0,4163.518952842375,39,-15226.734,-14.658928,-119.05606353635254,-119.05606353635254,4163.518952842375
22760.083080436863,5980.154388155324,15985.314,40,22760.083080436863,nan,10,1184000,5980.154388155324,0.0,5980.154388155324,10,0.0,5980.154388155324,0.2,0.2,3285150.8,7083.564238734051,40,-20492.396,-15.782862,-38.6852809628342,-38.6852809628342,7083.564238734051
5023.268383221582,448.66405752464516,18592.639,41,5023.268383221582,nan,10,1208000,448.66405752464505,0.0,448.66405752464505,10,0.0,448.66405752464516,0.1,0.1,9749030.0,1525.1907118520041,41,-12438.542,-10.730842,-118.76369184225312,-118.76369184225312,1525.1907118520041
5298.190574351208,1235.0937415467126,10660.438,42,5298.190574351208,nan,10,1232000,1235.0937415467126,0.0,1235.0937415467126,10,0.0,1235.0937415467126,0.0,0.0,3588926.8,2047.752365832813,42,-16420.979,-12.143002,-108.16566207233397,-108.16566207233397,2047.752365832813
2157.9487029477978,229.65738156815186,6904.052,43,2157.9487029477978,nan,10,1256000,229.65738156815195,0.0,229.65738156815195,10,0.0,229.65738156815186,0.0,0.0,3805428.8,672.8416052336,43,-20965.26,-14.995252,-94.29154098596354,-94.29154098596354,672.8416052336
8550.512157347914,2780.0170843146625,10456.103,44,8550.512157347914,nan,10,1280000,2780.0170843146616,0.0,2780.0170843146616,10,0.0,2780.0170843146625,0.0,0.0,3956697.2,3722.1002379885394,44,-25703.672,-14.873513,-98.10718865293396,-98.10718865293396,3722.1002379885394
5061.923621941181,1144.3479463575,21209.047,45,5061.923621941181,nan,10,1304000,1144.3479463574993,0.0,1144.3479463574993,10,0.0,1144.3479463575,0.0,0.0,4436091.0,1721.688887148052,45,-27520.146,-16.39925,-86.35585309045406,-86.35585309045406,1721.688887148052
30325.76776808153,5531.36646096956,43381.934,46,30325.76776808153,nan,10,1328000,5531.366460969558,0.0,5531.366460969558,10,0.0,5531.36646096956,0.2,0.2,5516221.5,9536.932527476938,46,-36457.91,-19.182417,-74.21802712270781,-74.21802712270781,9536.932527476938
6383.796470800524,748.212472401251,27391.637,47,6383.796470800524,nan,10,1352000,748.2124724012506,0.0,748.2124724012506,10,0.0,748.212472401251,0.0,0.0,7185792.0,1916.040676190353,47,-50331.633,-20.647943,-69.51511945910694,-69.51511945910694,1916.040676190353
33906.188115080084,7292.502519244069,64072.945,48,33906.188115080084,nan,10,1376000,7292.502519244069,0.0,7292.502519244069,10,0.0,7292.502519244069,0.3,0.3,8304412.5,10902.001162970459,48,-50738.81,-21.52839,-121.81800805201168,-121.81800805201168,10902.001162970459
68086.59169974801,12960.927862941895,5052.827,49,68086.59169974801,nan,10,1400000,12960.927862941888,0.0,12960.927862941888,10,0.0,12960.927862941895,0.2,0.2,9304937.0,22162.251447088405,49,-53970.594,-22.423456,-79.38239579231494,-79.38239579231494,22162.251447088405
12181.501630658624,1312.3048617703666,5448.977,50,12181.501630658624,nan,10,1424000,1312.3048617703657,0.0,1312.3048617703657,10,0.0,1312.3048617703666,0.0,0.0,10971095.0,3645.603499801922,50,-60240.87,-22.624557,-79.93822126549341,-79.93822126549341,3645.603499801922
20349.40682266716,3247.8943848877398,15492.004,51,20349.40682266716,nan,10,1448000,3247.8943848877375,0.0,3247.8943848877375,10,0.0,3247.8943848877398,0.2,0.2,11600815.0,6690.827082472465,51,-61209.87,-22.760239,-79.54420072671621,-79.54420072671621,6690.827082472465
172876.82373613794,28732.71740919007,16539.799,52,172876.82373613794,nan,10,1472000,28732.717409190074,0.0,28732.717409190074,10,0.0,28732.71740919007,0.3,0.3,12279602.0,56477.53232734306,52,-64966.426,-22.537691,-81.60994003394077,-81.60994003394077,56477.53232734306
24218.428584178077,5700.953300287234,16468.422,53,24218.428584178077,nan,10,1496000,5700.953300287234,0.0,5700.953300287234,10,0.0,5700.953300287234,0.1,0.1,14641582.0,7082.155379479677,53,-69885.36,-22.515251,-25.92448004050301,-25.92448004050301,7082.155379479677
50968.49645085578,9671.55043073901,2745.434,54,50968.49645085578,nan,10,1520000,9671.550430739004,0.0,9671.550430739004,10,0.0,9671.55043073901,0.1,0.1,18134718.0,14056.493498869362,54,-75583.57,-23.044582,782.0596440778111,782.0596440778111,14056.493498869362
64591.20857783452,10359.363230705832,2625.0874,55,64591.20857783452,nan,10,1544000,10359.36323070584,0.0,10359.36323070584,10,0.0,10359.363230705832,0.2,0.2,18539930.0,19705.37848477682,55,-75068.29,-22.61582,-47.27068292070669,-47.27068292070669,19705.37848477682
34224.3054811863,3881.178956969645,3406.8972,56,34224.3054811863,nan,10,1568000,3881.1789569696475,0.0,3881.1789569696475,10,0.0,3881.178956969645,0.2,0.2,20503818.0,10157.932648924612,56,-79420.85,-21.617157,-40.96022897793687,-40.96022897793687,10157.932648924612
21478.605909705948,2428.054839220645,2390.4143,57,21478.605909705948,nan,10,1592000,2428.0548392206456,0.0,2428.0548392206456,10,0.0,2428.054839220645,0.1,0.1,20734474.0,6359.471438002842,57,-79883.76,-21.134441,-42.87582105460981,-42.87582105460981,6359.471438002842
80291.89725432056,16287.300103803933,2694.2395,58,80291.89725432056,nan,10,1616000,16287.300103803946,0.0,16287.300103803946,10,0.0,16287.300103803933,0.2,0.2,23309254.0,25510.75845564189,58,-84386.72,-20.671852,-62.72467887928346,-62.72467887928346,25510.75845564189
6832.834557097684,1053.065615723976,3465.5974,59,6832.834557097684,nan,10,1640000,1053.0656157239769,0.0,1053.0656157239769,10,0.0,1053.065615723976,0.0,0.0,27067206.0,2021.1313423188217,59,-90121.37,-20.332653,-34.32600359566631,-34.32600359566631,2021.1313423188217
177588.57744268255,30323.032786136428,4141.053,60,177588.57744268255,nan,10,1664000,30323.032786136428,0.0,30323.032786136428,10,0.0,30323.032786136428,0.4,0.4,28550750.0,51259.71207093008,60,-88950.82,-19.780567,-89.42530003541964,-89.42530003541964,51259.71207093008
38790.33730920616,14596.36040939578,29710.492,61,38790.33730920616,nan,10,1688000,14596.360409395773,0.0,14596.360409395773,10,0.0,14596.36040939578,0.5,0.5,31250854.0,15642.071256291809,61,-89723.6,-19.146545,-39.32505480735451,-39.32505480735451,15642.071256291809
52891.65983409807,7597.932854648374,4091.8215,62,52891.65983409807,nan,10,1712000,7597.932854648372,0.0,7597.932854648372,10,0.0,7597.932854648374,0.2,0.2,36239524.0,16490.369322963896,62,-94597.695,-19.639515,-80.45607839045233,-80.45607839045233,16490.369322963896
34618.79508379367,9814.736305427532,2531.7156,63,34618.79508379367,nan,10,1736000,9814.73630542753,0.0,9814.73630542753,10,0.0,9814.736305427532,0.2,0.2,39650030.0,13421.821056258043,63,-103461.45,-19.848677,-41.36951054742368,-41.36951054742368,13421.821056258043
87240.30614579291,18456.30510182931,7079.9175,64,87240.30614579291,nan,10,1760000,18456.30510182931,0.0,18456.30510182931,10,0.0,18456.30510182931,0.4,0.4,41782330.0,26684.652766851497,64,-108290.016,-20.262068,-45.10639974901074,-45.10639974901074,26684.652766851497
114059.9699182769,34970.79140089416,21911.977,65,114059.9699182769,nan,10,1784000,34970.791400894166,0.0,34970.791400894166,10,0.0,34970.79140089416,0.4,0.4,44809184.0,44511.14869634145,65,-112616.69,-20.380152,-76.13562103319097,-76.13562103319097,44511.14869634145
113305.20333835775,24386.096256899174,9735.405,66,113305.20333835775,nan,10,1808000,24386.09625689918,0.0,24386.09625689918,10,0.0,24386.096256899174,0.2,0.2,48860860.0,40286.60468758987,66,-115156.625,-21.07336,-69.32147555338535,-69.32147555338535,40286.60468758987
59229.05199817082,20764.315266974925,3575.8477,67,59229.05199817082,nan,10,1832000,20764.315266974936,0.0,20764.315266974936,10,0.0,20764.315266974925,0.2,0.2,53275100.0,23687.944360549154,67,-119356.516,-21.039068,-122.52487297565644,-122.52487297565644,23687.944360549154
55258.45397515445,15087.16989804935,61262.324,68,55258.45397515445,nan,10,1856000,15087.169898049353,0.0,15087.169898049353,10,0.0,15087.16989804935,0.1,0.1,54075700.0,22761.3166084206,68,-117689.57,-20.687042,-90.86957772777622,-90.86957772777622,22761.3166084206
180004.47266566585,25140.5459707082,18853.63,69,180004.47266566585,nan,10,1880000,25140.545970708226,0.0,25140.545970708226,10,0.0,25140.5459707082,0.4,0.4,58600236.0,53466.60114505817,69,-125305.6,-20.826273,-98.39942273410547,-98.39942273410547,53466.60114505817
109049.5684003656,28337.243193068756,12187.424,70,109049.5684003656,nan,10,1904000,28337.243193068756,0.0,28337.243193068756,10,0.0,28337.243193068756,0.4,0.4,63998870.0,37632.05179534995,70,-133706.06,-21.253384,-127.9118878542366,-127.9118878542366,37632.05179534995
181348.04466748153,84283.09925246217,8278.312,71,181348.04466748153,nan,10,1928000,84283.09925246213,0.0,84283.09925246213,10,0.0,84283.09925246217,0.7,0.7,67301390.0,56034.30542536158,71,-138506.9,-21.817303,3533.824319260065,3533.824319260065,56034.30542536158
85053.02897806403,51579.79086727145,1127.0978,72,85053.02897806403,nan,10,1952000,51579.790867271455,0.0,51579.790867271455,10,0.0,51579.79086727145,0.4,0.4,72215190.0,22679.19347793475,72,-150753.39,-22.347395,5795.933847599898,5795.933847599898,22679.19347793475
127780.9515877632,21127.62204465176,108800.16,73,127780.9515877632,nan,10,1976000,21127.622044651744,0.0,21127.622044651744,10,0.0,21127.62204465176,0.2,0.2,69757256.0,38255.05362222813,73,-145981.89,-21.952267,-102.69182686784211,-102.69182686784211,38255.05362222813
138194.98757928275,65484.302678860666,11327.905,74,138194.98757928275,nan,10,2000000,65484.30267886068,0.0,65484.30267886068,10,0.0,65484.302678860666,0.4,0.4,76436710.0,41697.428241964844,74,-165729.92,-22.467987,547.0420409531633,547.0420409531633,41697.428241964844
116594.80296812953,48234.5411494765,1462.1818,75,116594.80296812953,nan,10,2024000,48234.54114947649,0.0,48234.54114947649,10,0.0,48234.5411494765,0.4,0.4,80607830.0,32966.57017295661,75,-175070.02,-22.540707,361.303101506028,361.303101506028,32966.57017295661
58127.80733708449,34131.238818682265,1297.1267,76,58127.80733708449,nan,10,2048000,34131.238818682265,0.0,34131.238818682265,10,0.0,34131.238818682265,0.5,0.5,87639370.0,13356.838115585504,76,-183297.33,-22.529444,16851.890715084992,16851.890715084992,13356.838115585504
-76.50154497913529,-83.09208384620025,16157.568,77,-76.50154497913529,nan,10,2072000,-83.09208384620025,0.0,-83.09208384620025,10,0.0,-83.09208384620025,0.0,0.0,69180000.0,2.46583090624945,77,-132960.22,-18.738956,-85.81236802170697,-85.81236802170697,2.46583090624945
113330.51408453753,49442.36525842733,10546.924,78,113330.51408453753,nan,10,2096000,49442.365258427344,0.0,49442.365258427344,10,0.0,49442.36525842733,0.9,0.9,80831464.0,33570.44854864204,78,-156808.89,-21.75415,4451.991674775964,4451.991674775964,33570.44854864204
121158.29944596339,36319.0699200699,5069.056,79,121158.29944596339,nan,10,2120000,36319.06992006989,0.0,36319.06992006989,10,0.0,36319.0699200699,0.4,0.4,94255400.0,44904.775156081196,79,-201628.73,-22.832996,-100.22405549654137,-100.22405549654137,44904.775156081196
143447.83433054166,53136.91102739464,2154.5413,80,143447.83433054166,nan,10,2144000,53136.91102739466,0.0,53136.91102739466,10,0.0,53136.91102739464,0.6,0.6,96466160.0,43780.87257080104,80,-210955.6,-22.995419,2321.625424855213,2321.625424855213,43780.87257080104
66657.50731386704,25975.64472539659,4427.137,81,66657.50731386704,nan,10,2168000,25975.644725396596,0.0,25975.644725396596,10,0.0,25975.64472539659,0.5,0.5,90496584.0,23955.837856402846,81,-206325.2,-23.36372,643.5671262253918,643.5671262253918,23955.837856402846
105558.74793041113,40940.01203580418,4539.7627,82,105558.74793041113,nan,10,2192000,40940.012035804204,0.0,40940.012035804204,10,0.0,40940.01203580418,0.4,0.4,86721510.0,24937.525617375562,82,-210709.4,-23.188805,16047.52838520015,16047.52838520015,24937.525617375562
90843.8707657639,36641.53513792054,3638.327,83,90843.8707657639,nan,10,2216000,36641.53513792054,0.0,36641.53513792054,10,0.0,36641.53513792054,0.6,0.6,79989710.0,30966.96826634508,83,-206905.4,-22.526676,-34.59195962318316,-34.59195962318316,30966.96826634508
68780.38850831271,26356.71816997094,50585.36,84,68780.38850831271,nan,10,2240000,26356.718169970925,0.0,26356.718169970925,10,0.0,26356.71816997094,0.1,0.1,71924270.0,28510.875508741807,84,-185283.08,-21.252695,-124.06195190506577,-124.06195190506577,28510.875508741807
99911.2263535007,24066.96236759743,93231.87,85,99911.2263535007,nan,10,2264000,24066.962367597444,0.0,24066.962367597444,10,0.0,24066.96236759743,0.4,0.4,77435064.0,33797.3978911415,85,-207323.8,-21.870813,-90.6863390458385,-90.6863390458385,33797.3978911415
141019.06297879395,50647.67848077947,3810.3584,86,141019.06297879395,nan,10,2288000,50647.67848077948,0.0,50647.67848077948,10,0.0,50647.67848077947,0.6,0.6,75539360.0,34719.16077151371,86,-214504.42,-21.666433,20373.82107922665,20373.82107922665,34719.16077151371
103373.32713078731,65716.89587788878,2727.624,87,103373.32713078731,nan,10,2312000,65716.89587788876,0.0,65716.89587788876,10,0.0,65716.89587788878,0.8,0.8,71704740.0,24216.15695246924,87,-212727.47,-21.598246,23177.425422951463,23177.425422951463,24216.15695246924
158634.72417765137,93815.59209175312,2840.5186,88,158634.72417765137,nan,10,2336000,93815.59209175313,0.0,93815.59209175313,10,0.0,93815.59209175312,0.9,0.9,69412830.0,37260.0849149868,88,-212061.62,-21.54461,31769.440488376917,31769.440488376917,37260.0849149868
164779.07726143068,93766.53434405747,2414.4922,89,164779.07726143068,nan,10,2360000,93766.53434405747,0.0,93766.53434405747,10,0.0,93766.53434405747,0.8,0.8,69739390.0,38820.57867664913,89,-209239.48,-21.450516,44223.00283646154,44223.00283646154,38820.57867664913
199911.14454251574,88713.6946587142,2617.1702,90,199911.14454251574,nan,10,2384000,88713.6946587142,0.0,88713.6946587142,10,0.0,88713.6946587142,0.6,0.6,69641080.0,44906.10214463174,90,-209726.84,-21.338814,19023.955503903122,19023.955503903122,44906.10214463174
157939.48675277136,91346.83794501926,3089.0935,91,157939.48675277136,nan,10,2408000,91346.83794501927,0.0,91346.83794501927,10,0.0,91346.83794501926,0.8,0.8,71346056.0,41808.676475933964,91,-210281.92,-21.527206,31689.37387356884,31689.37387356884,41808.676475933964
136424.0583992287,44244.94158560666,31702.945,92,136424.0583992287,nan,10,2432000,44244.94158560668,0.0,44244.94158560668,10,0.0,44244.94158560666,0.6,0.6,72499690.0,40203.78555337238,92,-204780.73,-21.501535,-26.327930219392353,-26.327930219392353,40203.78555337238
108488.43111244762,52636.61275019415,4634.2676,93,108488.43111244762,nan,10,2456000,52636.61275019414,0.0,52636.61275019414,10,0.0,52636.61275019415,0.5,0.5,72793690.0,38614.34578258795,93,-208425.53,-21.43359,3792.760761327759,3792.760761327759,38614.34578258795
201286.1620972061,92418.99340194483,7145.184,94,201286.1620972061,nan,10,2480000,92418.99340194483,0.0,92418.99340194483,10,0.0,92418.99340194483,0.8,0.8,73574630.0,56334.08757031806,94,-209266.88,-21.982677,1410.7184250866528,1410.7184250866528,56334.08757031806
