MetaTest/faucet-open-v1/SuccessRate,MetaTest/faucet-open-v1/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/faucet-open-v1/AverageReturn,MetaTest/faucet-open-v1/MaxReturn,TotalEnvSteps,MetaTest/faucet-open-v1/NumTrajs,MetaTest/faucet-open-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-open-v1/MinReturn,MetaTest/Average/NumTrajs,MetaTest/faucet-open-v1/StdReturn,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTest/faucet-open-v1/AverageDiscountedReturn,MetaTest/Average/Iteration
0.0,0.0,7821.35513159091,-42.74755975501966,0.0,3438.809146296319,7821.35513159091,704000,10,20,0.0,3438.8091462963193,-42.74755975501966,10,3283.2379079416864,3283.2379079416864,3438.809146296319,3438.8091462963193,20
0.0,0.0,13323.999798943121,-99.28067992966658,0.0,2452.8432344686553,13323.999798943121,728000,10,21,0.0,2452.8432344686557,-99.28067992966658,10,4575.542090256611,4575.542090256611,2452.8432344686553,2452.8432344686557,21
0.0,0.0,38436.715067840625,-88.69022859091794,0.0,7581.165705129795,38436.715067840625,752000,10,22,0.0,7581.165705129795,-88.69022859091794,10,11913.640975565499,11913.640975565499,7581.165705129795,7581.165705129795,22
0.0,0.0,39694.88125818825,-70.12020550246642,0.0,9713.62564170282,39694.88125818825,776000,10,23,0.0,9713.625641702823,-70.12020550246642,10,13586.6045945589,13586.6045945589,9713.62564170282,9713.625641702823,23
0.0,0.0,20132.714208584308,-31.805441983157245,0.0,10029.42109654567,20132.714208584308,800000,10,24,0.0,10029.42109654567,-31.805441983157245,10,8543.98839992039,8543.98839992039,10029.42109654567,10029.42109654567,24
0.0,0.0,19389.04253031436,-14.296811338517918,0.0,10299.331211554923,19389.04253031436,824000,10,25,0.0,10299.331211554923,-14.296811338517918,10,8273.71577310406,8273.71577310406,10299.331211554923,10299.331211554923,25
0.0,0.0,19857.807821287653,-27.063454935703597,0.0,9701.272415937114,19857.807821287653,848000,10,26,0.0,9701.272415937116,-27.063454935703597,10,7733.273287257889,7733.273287257889,9701.272415937114,9701.272415937116,26
0.0,0.0,21342.80128423212,930.7357765190548,0.0,11427.361892668005,21342.80128423212,872000,10,27,0.0,11427.361892668005,930.7357765190548,10,7144.729654096198,7144.729654096198,11427.361892668005,11427.361892668005,27
0.0,0.0,30319.546809847725,-14.65485062674916,0.0,9823.243692517988,30319.546809847725,896000,10,28,0.0,9823.243692517988,-14.65485062674916,10,8364.505493333327,8364.505493333327,9823.243692517988,9823.243692517988,28
0.0,0.0,18927.36382292903,6150.529003117105,0.0,11414.528846321655,18927.36382292903,920000,10,29,0.0,11414.528846321653,6150.529003117105,10,3799.7601861170083,3799.7601861170083,11414.528846321655,11414.528846321653,29
0.1,0.0,18537.794705583743,7554.9709003397575,0.0,11738.573528321072,18537.794705583743,944000,10,30,0.1,11738.573528321076,7554.9709003397575,10,3611.906176424595,3611.906176424595,11738.573528321072,11738.573528321076,30
0.0,0.0,20316.65735515837,1740.9908805521536,0.0,12616.656867572437,20316.65735515837,968000,10,31,0.0,12616.656867572437,1740.9908805521536,10,5931.275114111945,5931.275114111945,12616.656867572437,12616.656867572437,31
0.1,0.0,22978.373902236308,-25.538939094580243,0.0,11841.445179662356,22978.373902236308,992000,10,32,0.1,11841.445179662356,-25.538939094580243,10,7984.012490193563,7984.012490193563,11841.445179662356,11841.445179662356,32
0.0,0.0,23722.603991814078,7257.397738520857,0.0,14740.109616637375,23722.603991814078,1016000,10,33,0.0,14740.109616637375,7257.397738520857,10,5167.260122301665,5167.260122301665,14740.109616637375,14740.109616637375,33
0.0,0.0,22997.479519930148,4183.108099090636,0.0,12361.688028606342,22997.479519930148,1040000,10,34,0.0,12361.688028606346,4183.108099090636,10,6445.4897998028655,6445.4897998028655,12361.688028606342,12361.688028606346,34
0.0,0.0,15286.99304196203,-12.687241582546763,0.0,6636.598558601802,15286.99304196203,1064000,10,35,0.0,6636.598558601804,-12.687241582546763,10,5471.020393531976,5471.020393531976,6636.598558601802,6636.598558601804,35
0.0,0.0,19077.08172421774,6665.701098305152,0.0,13782.614913541445,19077.08172421774,1088000,10,36,0.0,13782.61491354145,6665.701098305152,10,4035.7124002710975,4035.7124002710975,13782.614913541445,13782.61491354145,36
0.0,0.0,20920.96908563122,6515.864000914627,0.0,12238.475464245932,20920.96908563122,1112000,10,37,0.0,12238.47546424593,6515.864000914627,10,5957.404606728069,5957.404606728069,12238.475464245932,12238.47546424593,37
0.0,0.0,24664.49375172891,6655.641617744007,0.0,14929.11658701208,24664.49375172891,1136000,10,38,0.0,14929.116587012084,6655.641617744007,10,5351.088879947021,5351.088879947021,14929.11658701208,14929.116587012084,38
0.0,0.0,20669.742270814135,4416.882228234397,0.0,12806.894125287494,20669.742270814135,1160000,10,39,0.0,12806.894125287494,4416.882228234397,10,5594.374410575494,5594.374410575494,12806.894125287494,12806.894125287494,39
0.0,0.0,29951.638352374408,2191.6130023492024,0.0,8866.340615719677,29951.638352374408,1184000,10,40,0.0,8866.340615719679,2191.6130023492024,10,7461.095640866449,7461.095640866449,8866.340615719677,8866.340615719679,40
0.0,0.0,19758.088763888914,6677.065992355603,0.0,11140.57114396182,19758.088763888914,1208000,10,41,0.0,11140.571143961817,6677.065992355603,10,4668.493751734925,4668.493751734925,11140.57114396182,11140.571143961817,41
0.0,0.0,19872.6249115692,-27.996969300215248,0.0,9961.058234867056,19872.6249115692,1232000,10,42,0.0,9961.058234867056,-27.996969300215248,10,7075.659455814937,7075.659455814937,9961.058234867056,9961.058234867056,42
0.0,0.0,21747.601074457125,5978.033155284348,0.0,13985.141399687544,21747.601074457125,1256000,10,43,0.0,13985.141399687545,5978.033155284348,10,4650.071042871513,4650.071042871513,13985.141399687544,13985.141399687545,43
0.0,0.0,19319.040052393826,4684.8426309021925,0.0,11407.64602387829,19319.040052393826,1280000,10,44,0.0,11407.64602387829,4684.8426309021925,10,4818.81848751149,4818.81848751149,11407.64602387829,11407.64602387829,44
0.0,0.0,18714.475347893447,5467.850218117291,0.0,11273.822450174992,18714.475347893447,1304000,10,45,0.0,11273.822450174992,5467.850218117291,10,4633.053579041154,4633.053579041154,11273.822450174992,11273.822450174992,45
0.0,0.0,6174.29011778503,-51.21446567789375,0.0,4733.747523605724,6174.29011778503,1328000,10,46,0.0,4733.7475236057235,-51.21446567789375,10,1753.6269824343874,1753.6269824343874,4733.747523605724,4733.7475236057235,46
0.0,0.0,18185.403840819632,3752.902036087209,0.0,6338.60999720302,18185.403840819632,1352000,10,47,0.0,6338.609997203021,3752.902036087209,10,4038.0304078603262,4038.0304078603262,6338.60999720302,6338.609997203021,47
0.0,0.0,25823.452543480133,-20.394231269490234,0.0,8969.509128599893,25823.452543480133,1376000,10,48,0.0,8969.50912859989,-20.394231269490234,10,7761.470437936829,7761.470437936829,8969.509128599893,8969.50912859989,48
0.0,0.0,18240.75715873681,5052.329479317594,0.0,13566.462052137265,18240.75715873681,1400000,10,49,0.0,13566.462052137267,5052.329479317594,10,4883.1098381876345,4883.1098381876345,13566.462052137265,13566.462052137267,49
0.0,0.0,22435.610608727322,8674.79322817823,0.0,16062.117493448866,22435.610608727322,1424000,10,50,0.0,16062.11749344887,8674.79322817823,10,5591.695921132342,5591.695921132342,16062.117493448866,16062.11749344887,50
0.0,0.0,18235.978846589303,-50.12705638369483,0.0,8266.544738313796,18235.978846589303,1448000,10,51,0.0,8266.544738313796,-50.12705638369483,10,5270.021547570699,5270.021547570699,8266.544738313796,8266.544738313796,51
0.0,0.0,27051.431904195375,9547.332670444554,0.0,16995.797158767873,27051.431904195375,1472000,10,52,0.0,16995.79715876787,9547.332670444554,10,4674.045839749767,4674.045839749767,16995.797158767873,16995.79715876787,52
0.0,0.0,19774.56278307742,4626.388294725192,0.0,13162.50812926578,19774.56278307742,1496000,10,53,0.0,13162.508129265776,4626.388294725192,10,5181.941697284231,5181.941697284231,13162.50812926578,13162.508129265776,53
0.0,0.0,20427.29199048074,-52.56506715414683,0.0,14640.434244204042,20427.29199048074,1520000,10,54,0.0,14640.434244204042,-52.56506715414683,10,6623.24980433761,6623.24980433761,14640.434244204042,14640.434244204042,54
0.0,0.0,23291.045417837373,-47.85356680640137,0.0,9791.68265831576,23291.045417837373,1544000,10,55,0.0,9791.68265831576,-47.85356680640137,10,7813.484087155326,7813.484087155326,9791.68265831576,9791.68265831576,55
0.0,0.0,19832.681265370746,4399.10280431929,0.0,11231.8895608642,19832.681265370746,1568000,10,56,0.0,11231.889560864196,4399.10280431929,10,5507.251492253675,5507.251492253675,11231.8895608642,11231.889560864196,56
0.0,0.0,22524.71343706962,4191.508879975456,0.0,11385.463166866939,22524.71343706962,1592000,10,57,0.0,11385.463166866935,4191.508879975456,10,5904.1332258496295,5904.1332258496295,11385.463166866939,11385.463166866935,57
0.0,0.0,17379.704911448396,944.600251663303,0.0,9429.828674511473,17379.704911448396,1616000,10,58,0.0,9429.828674511473,944.600251663303,10,6238.038529916185,6238.038529916185,9429.828674511473,9429.828674511473,58
0.0,0.0,20127.97629679855,-55.96367543003496,0.0,11742.459760630318,20127.97629679855,1640000,10,59,0.0,11742.459760630318,-55.96367543003496,10,5688.763430118896,5688.763430118896,11742.459760630318,11742.459760630318,59
0.0,0.0,22394.669071242715,2915.5649622538726,0.0,11035.883251036234,22394.669071242715,1664000,10,60,0.0,11035.883251036235,2915.5649622538726,10,7013.37413340798,7013.37413340798,11035.883251036234,11035.883251036235,60
0.0,0.0,21770.822685797644,7488.826769881912,0.0,12466.547615203348,21770.822685797644,1688000,10,61,0.0,12466.547615203344,7488.826769881912,10,4106.648091556391,4106.648091556391,12466.547615203348,12466.547615203344,61
0.0,0.0,17842.29154261656,410.2681833469231,0.0,10851.475718174235,17842.29154261656,1712000,10,62,0.0,10851.475718174235,410.2681833469231,10,6192.539581383916,6192.539581383916,10851.475718174235,10851.475718174235,62
0.0,0.0,21653.957702337204,5547.537875900053,0.0,10439.041802633932,21653.957702337204,1736000,10,63,0.0,10439.041802633928,5547.537875900053,10,5579.805130244305,5579.805130244305,10439.041802633932,10439.041802633928,63
0.0,0.0,24303.548889266363,4953.677085850374,0.0,14485.047148635358,24303.548889266363,1760000,10,64,0.0,14485.04714863536,4953.677085850374,10,7235.746670819248,7235.746670819248,14485.047148635358,14485.04714863536,64
0.0,0.0,24845.90816300895,2890.68794966076,0.0,11848.960471166265,24845.90816300895,1784000,10,65,0.0,11848.960471166261,2890.68794966076,10,6918.59488026416,6918.59488026416,11848.960471166265,11848.960471166261,65
0.0,0.0,17029.235365206536,5248.920696306595,0.0,10345.028188540136,17029.235365206536,1808000,10,66,0.0,10345.028188540136,5248.920696306595,10,4237.711227851943,4237.711227851943,10345.028188540136,10345.028188540136,66
0.0,0.0,30581.414785428293,5602.522531225387,0.0,16722.21790279448,30581.414785428293,1832000,10,67,0.0,16722.217902794484,5602.522531225387,10,8588.235412187963,8588.235412187963,16722.21790279448,16722.217902794484,67
0.0,0.0,24180.916719865436,3029.5794497348234,0.0,9925.225741386203,24180.916719865436,1856000,10,68,0.0,9925.225741386204,3029.5794497348234,10,6775.45865976699,6775.45865976699,9925.225741386203,9925.225741386204,68
0.0,0.0,20716.05567175779,3036.2228469256565,0.0,13012.16765018457,20716.05567175779,1880000,10,69,0.0,13012.167650184574,3036.2228469256565,10,7639.755566248823,7639.755566248823,13012.16765018457,13012.167650184574,69
0.0,0.0,27540.89612204849,-121.55684617422715,0.0,11826.930967963757,27540.89612204849,1904000,10,70,0.0,11826.930967963755,-121.55684617422715,10,12033.570524358236,12033.570524358236,11826.930967963757,11826.930967963755,70
0.0,0.0,22475.801635204894,-40.091789891854475,0.0,8856.209299988002,22475.801635204894,1928000,10,71,0.0,8856.209299988002,-40.091789891854475,10,8653.506560567692,8653.506560567692,8856.209299988002,8856.209299988002,71
0.0,0.0,25560.769362645937,-48.2785821954893,0.0,14139.616057613195,25560.769362645937,1952000,10,72,0.0,14139.61605761319,-48.2785821954893,10,9803.733791113855,9803.733791113855,14139.616057613195,14139.61605761319,72
0.0,0.0,21341.2449188911,2208.4245174473494,0.0,13060.60624705617,21341.2449188911,1976000,10,73,0.0,13060.606247056168,2208.4245174473494,10,7321.755098245555,7321.755098245555,13060.60624705617,13060.606247056168,73
0.0,0.0,23704.68508125066,3145.2456652669052,0.0,14008.731172626887,23704.68508125066,2000000,10,74,0.0,14008.731172626885,3145.2456652669052,10,7511.57970165542,7511.57970165542,14008.731172626887,14008.731172626885,74
0.0,0.0,31628.673154432297,-40.21127118800042,0.0,17423.907682608322,31628.673154432297,2024000,10,75,0.0,17423.907682608326,-40.21127118800042,10,8887.94603136295,8887.94603136295,17423.907682608322,17423.907682608326,75
0.0,0.0,30795.6928085391,-36.95284970493615,0.0,13295.39843349918,30795.6928085391,2048000,10,76,0.0,13295.398433499178,-36.95284970493615,10,10280.86722312025,10280.86722312025,13295.39843349918,13295.398433499178,76
0.0,0.0,29955.136073936606,-38.576378909324966,0.0,11789.103473488205,29955.136073936606,2072000,10,77,0.0,11789.1034734882,-38.576378909324966,10,9161.054211342785,9161.054211342785,11789.103473488205,11789.1034734882,77
0.0,0.0,32338.483221857885,3228.8605268899087,0.0,14221.581383033956,32338.483221857885,2096000,10,78,0.0,14221.581383033952,3228.8605268899087,10,8868.362428297807,8868.362428297807,14221.581383033956,14221.581383033952,78
0.0,0.0,40001.79845280797,-16.21744832045015,0.0,15786.639032115543,40001.79845280797,2120000,10,79,0.0,15786.639032115538,-16.21744832045015,10,10373.628261280386,10373.628261280386,15786.639032115543,15786.639032115538,79
0.0,0.0,39969.05659139009,-41.572536203660654,0.0,17999.480818060787,39969.05659139009,2144000,10,80,0.0,17999.48081806078,-41.572536203660654,10,12832.749640170314,12832.749640170314,17999.480818060787,17999.48081806078,80
0.0,0.0,23405.302160256466,3196.722601223861,0.0,15649.83923337677,23405.302160256466,2168000,10,81,0.0,15649.839233376764,3196.722601223861,10,6646.222243524718,6646.222243524718,15649.83923337677,15649.839233376764,81
0.0,0.0,24669.40150280513,6929.370904741073,0.0,14149.840637275649,24669.40150280513,2192000,10,82,0.0,14149.840637275649,6929.370904741073,10,5926.25863434184,5926.25863434184,14149.840637275649,14149.840637275649,82
0.0,0.0,23625.380347422342,-36.38385241444722,0.0,12727.307979627814,23625.380347422342,2216000,10,83,0.0,12727.307979627818,-36.38385241444722,10,7783.120530058625,7783.120530058625,12727.307979627814,12727.307979627818,83
0.0,0.0,21617.078850501508,5381.001273639527,0.0,12775.89820407516,21617.078850501508,2240000,10,84,0.0,12775.898204075162,5381.001273639527,10,5191.908343359711,5191.908343359711,12775.89820407516,12775.898204075162,84
0.0,0.0,25954.278583489096,5098.846469270925,0.0,15587.656965209866,25954.278583489096,2264000,10,85,0.0,15587.656965209864,5098.846469270925,10,6977.360148962112,6977.360148962112,15587.656965209866,15587.656965209864,85
0.0,0.0,19954.1801475677,4007.7321931680117,0.0,10826.455994191387,19954.1801475677,2288000,10,86,0.0,10826.455994191387,4007.7321931680117,10,6001.425971245359,6001.425971245359,10826.455994191387,10826.455994191387,86
0.0,0.0,22626.962495410204,-49.03458787998723,0.0,9089.301375377425,22626.962495410204,2312000,10,87,0.0,9089.301375377427,-49.03458787998723,10,8102.420332093351,8102.420332093351,9089.301375377425,9089.301375377427,87
0.0,0.0,21420.390921359995,2673.3589907152427,0.0,14345.805824242261,21420.390921359995,2336000,10,88,0.0,14345.805824242261,2673.3589907152427,10,6144.479461708168,6144.479461708168,14345.805824242261,14345.805824242261,88
0.0,0.0,25211.915639898976,5157.484198916241,0.0,16462.51554378512,25211.915639898976,2360000,10,89,0.0,16462.515543785117,5157.484198916241,10,6094.856319300026,6094.856319300026,16462.51554378512,16462.515543785117,89
0.0,0.0,20530.717822322946,-44.64382123849825,0.0,10091.03731687312,20530.717822322946,2384000,10,90,0.0,10091.037316873124,-44.64382123849825,10,7665.900238173102,7665.900238173102,10091.03731687312,10091.037316873124,90
0.1,0.0,24416.737148774057,509.414837391355,0.0,10083.498972140653,24416.737148774057,2408000,10,91,0.1,10083.498972140655,509.414837391355,10,8082.363896535138,8082.363896535138,10083.498972140653,10083.498972140655,91
0.0,0.0,22666.71845337713,-49.103800109508,0.0,6626.481823232973,22666.71845337713,2432000,10,92,0.0,6626.481823232973,-49.103800109508,10,8664.331713181999,8664.331713181999,6626.481823232973,6626.481823232973,92
0.0,0.0,28730.159334952492,-43.719839689038565,0.0,12331.684174493561,28730.159334952492,2456000,10,93,0.0,12331.684174493557,-43.719839689038565,10,8817.741819251849,8817.741819251849,12331.684174493561,12331.684174493557,93
0.0,0.0,22085.277125945413,-45.88482440058792,0.0,10534.326480587075,22085.277125945413,2480000,10,94,0.0,10534.326480587077,-45.88482440058792,10,8688.137075695187,8688.137075695187,10534.326480587075,10534.326480587077,94
0.0,0.0,20166.189049835426,-52.680419956265,0.0,11686.409378573017,20166.189049835426,2504000,10,95,0.0,11686.409378573015,-52.680419956265,10,8487.533214282326,8487.533214282326,11686.409378573017,11686.409378573015,95
0.0,0.0,21808.392158115475,92.16727431634148,0.0,13385.440730842407,21808.392158115475,2528000,10,96,0.0,13385.440730842402,92.16727431634148,10,7228.975273678814,7228.975273678814,13385.440730842407,13385.440730842402,96
0.0,0.0,23870.17605291995,-49.49035864276512,0.0,12306.878028802845,23870.17605291995,2552000,10,97,0.0,12306.878028802845,-49.49035864276512,10,8217.101697965816,8217.101697965816,12306.878028802845,12306.878028802845,97
0.0,0.0,28788.449522909934,-47.21740916428792,0.0,17995.607783661235,28788.449522909934,2576000,10,98,0.0,17995.60778366123,-47.21740916428792,10,8419.024207695036,8419.024207695036,17995.607783661235,17995.60778366123,98
0.0,0.0,22029.22416532343,2850.992157756998,0.0,15812.271856052892,22029.22416532343,2600000,10,99,0.0,15812.271856052892,2850.992157756998,10,6669.417094337673,6669.417094337673,15812.271856052892,15812.271856052892,99
0.0,0.0,21861.976238973162,-11.51642364805931,0.0,11825.914168745156,21861.976238973162,2624000,10,100,0.0,11825.914168745152,-11.51642364805931,10,8422.758415265933,8422.758415265933,11825.914168745156,11825.914168745152,100
0.0,0.0,32110.695279376407,5004.165671410682,0.0,19799.459178152872,32110.695279376407,2648000,10,101,0.0,19799.45917815288,5004.165671410682,10,8861.874418789965,8861.874418789965,19799.459178152872,19799.45917815288,101
0.0,0.0,21860.480941562204,-47.03994920179836,0.0,13909.611564907527,21860.480941562204,2672000,10,102,0.0,13909.611564907525,-47.03994920179836,10,6761.848979774849,6761.848979774849,13909.611564907527,13909.611564907525,102
0.0,0.0,24363.302360107267,-49.43013410142154,0.0,11533.036216226712,24363.302360107267,2696000,10,103,0.0,11533.036216226708,-49.43013410142154,10,9361.285138424408,9361.285138424408,11533.036216226712,11533.036216226708,103
0.0,0.0,31380.7372479985,1655.4993870841786,0.0,16963.019234045416,31380.7372479985,2720000,10,104,0.0,16963.01923404542,1655.4993870841786,10,7576.436022933831,7576.436022933831,16963.019234045416,16963.01923404542,104
0.0,0.0,29512.900351559652,3289.4658962406957,0.0,18428.164768184808,29512.900351559652,2744000,10,105,0.0,18428.164768184808,3289.4658962406957,10,7230.351596478112,7230.351596478112,18428.164768184808,18428.164768184808,105
0.0,0.0,21361.710541349075,9324.012364751214,0.0,17654.26124009584,21361.710541349075,2768000,10,106,0.0,17654.26124009584,9324.012364751214,10,3739.9000520254535,3739.9000520254535,17654.26124009584,17654.26124009584,106
0.0,0.0,20001.23740122646,-48.595337986133394,0.0,10173.547267900356,20001.23740122646,2792000,10,107,0.0,10173.547267900356,-48.595337986133394,10,8380.017468360353,8380.017468360353,10173.547267900356,10173.547267900356,107
0.0,0.0,20601.336223427996,1029.0159062562282,0.0,11645.002680276431,20601.336223427996,2816000,10,108,0.0,11645.002680276437,1029.0159062562282,10,7509.327730611643,7509.327730611643,11645.002680276431,11645.002680276437,108
0.0,0.0,22536.03230824683,-26.907782723322075,0.0,14602.225688066997,22536.03230824683,2840000,10,109,0.0,14602.225688066997,-26.907782723322075,10,7092.494600472984,7092.494600472984,14602.225688066997,14602.225688066997,109
0.0,0.0,19256.91391958058,-40.87189867564808,0.0,8870.581874093445,19256.91391958058,2864000,10,110,0.0,8870.581874093445,-40.87189867564808,10,7562.398321461398,7562.398321461398,8870.581874093445,8870.581874093445,110
0.0,0.0,27889.275151382964,2893.8598321125983,0.0,13743.492058381304,27889.275151382964,2888000,10,111,0.0,13743.492058381307,2893.8598321125983,10,7385.2902286616145,7385.2902286616145,13743.492058381304,13743.492058381307,111
0.0,0.0,32862.68747666263,-45.81891794802857,0.0,13070.177435179196,32862.68747666263,2912000,10,112,0.0,13070.177435179194,-45.81891794802857,10,9609.755492607283,9609.755492607283,13070.177435179196,13070.177435179194,112
0.0,0.0,28068.629266764,-46.37413215867602,0.0,15391.181599014428,28068.629266764,2936000,10,113,0.0,15391.181599014428,-46.37413215867602,10,8412.005967617655,8412.005967617655,15391.181599014428,15391.181599014428,113
0.0,0.0,25980.127916510057,-49.76226008309295,0.0,14426.938712242507,25980.127916510057,2960000,10,114,0.0,14426.938712242505,-49.76226008309295,10,7138.436830344685,7138.436830344685,14426.938712242507,14426.938712242505,114
0.0,0.0,22166.79630126028,-47.38433656654007,0.0,12453.16969904905,22166.79630126028,2984000,10,115,0.0,12453.169699049055,-47.38433656654007,10,6928.596737778322,6928.596737778322,12453.16969904905,12453.169699049055,115
0.0,0.0,25166.350250667812,2890.6294835654226,0.0,8457.286973019502,25166.350250667812,3008000,10,116,0.0,8457.286973019505,2890.6294835654226,10,7047.629113694311,7047.629113694311,8457.286973019502,8457.286973019505,116
0.0,0.0,20761.301045539913,3630.0499624916247,0.0,10842.528851427469,20761.301045539913,3032000,10,117,0.0,10842.528851427469,3630.0499624916247,10,6494.4354522406475,6494.4354522406475,10842.528851427469,10842.528851427469,117
0.0,0.0,22678.402446537202,1019.6513705078914,0.0,16309.091455206997,22678.402446537202,3056000,10,118,0.0,16309.091455206999,1019.6513705078914,10,7324.681292058021,7324.681292058021,16309.091455206997,16309.091455206999,118
0.0,0.0,22860.667764603404,8901.454808301512,0.0,16944.474247131562,22860.667764603404,3080000,10,119,0.0,16944.47424713156,8901.454808301512,10,4264.663289158393,4264.663289158393,16944.474247131562,16944.47424713156,119
0.0,0.0,23026.49059550443,-80.69231955236651,0.0,6083.857456663996,23026.49059550443,3104000,10,120,0.0,6083.857456663996,-80.69231955236651,10,8175.028998519759,8175.028998519759,6083.857456663996,6083.857456663996,120
