MetaTest/sweep-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/SuccessRate,MetaTest/sweep-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/sweep-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/sweep-v1/NumEpisodes,MetaTest/sweep-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/sweep-v1/StdReturn,MetaTrain/Average/QfLoss,MetaTrain/Average/Alpha,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/NumEpisodes,MetaTest/sweep-v1/AverageReturn,TotalEnvSteps,MetaTest/Average/MinReturn,MetaTest/sweep-v1/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTest/sweep-v1/Iteration
-47.436670881121465,-20.217477034967846,0.0,-3.2543066,0.0,0.0,-47.43667088112146,-58.42093603382476,-47.436670881121465,11.607083998140483,10,-20.217477034967846,10,11.607083998140483,13457.19,0.86222243,44.047222,10,-47.43667088112146,232000,-58.42093603382476,0.0,-3552.7654,10
-19.340355947450647,32.038218816966825,0.0,-0.46398386,0.0,0.0,-19.34035594745064,-57.892932154878196,-19.340355947450647,22.38180429492696,10,32.038218816966825,11,22.38180429492696,7677.2715,1.023686,161.90816,10,-19.34035594745064,244000,-57.892932154878196,0.0,-2361.2952,11
-26.7845286501214,13.25894827476981,0.0,-0.3138788,0.0,0.0,-26.7845286501214,-50.04651977595934,-26.7845286501214,18.221257869559377,10,13.25894827476981,12,18.221257869559377,8318.291,1.107669,46.30464,10,-26.7845286501214,256000,-50.04651977595934,0.0,-2534.743,12
-27.78067101036304,-11.776792394670505,0.0,-0.3607545,0.0,0.0,-27.78067101036304,-52.29180091470979,-27.78067101036304,14.628791695004212,10,-11.776792394670505,13,14.628791695004212,10492.992,1.1939031,58.09875,10,-27.78067101036304,268000,-52.29180091470979,0.0,-2935.195,13
-37.43214723423095,-28.424779547205574,0.0,-0.8778656,0.0,0.0,-37.43214723423096,-48.420593591382506,-37.43214723423095,6.129222914364953,10,-28.424779547205574,14,6.129222914364953,11589.646,1.431698,61.486877,10,-37.43214723423096,280000,-48.420593591382506,0.0,-3301.814,14
229.56518190958144,1406.2090845936896,0.0,0.020792793,0.0,0.0,229.56518190958155,-58.311638455464475,229.56518190958144,477.21546976902073,10,1406.2090845936896,15,477.21546976902073,13666.196,1.6442295,47.045673,10,229.56518190958155,292000,-58.311638455464475,0.0,-3314.9307,15
123.72643081012768,863.3140152922937,0.0,0.18740991,0.0,0.0,123.72643081012772,-35.68192969644994,123.72643081012768,296.44281067507734,10,863.3140152922937,16,296.44281067507734,14953.179,1.597157,59.63374,10,123.72643081012772,304000,-35.68192969644994,0.0,-3220.88,16
123.40965992935098,1060.4819356720054,0.0,0.6914419,0.0,0.0,123.40965992935094,-26.554742549134453,123.40965992935098,327.1005194462799,10,1060.4819356720054,17,327.1005194462799,14737.874,1.4215842,197.10477,10,123.40965992935094,316000,-26.554742549134453,0.0,-2909.6223,17
-21.31952936752754,-9.439652787215943,0.0,0.64765286,0.0,0.0,-21.31952936752754,-35.7586569603757,-21.31952936752754,7.556569365622646,10,-9.439652787215943,18,7.556569365622646,20191.47,1.2548585,253.72932,10,-21.31952936752754,328000,-35.7586569603757,0.0,-2647.701,18
435.1206533243729,4640.786625380304,0.0,-1.3493664,0.0,0.0,435.12065332437317,-57.97370154990146,435.1206533243729,1401.9452000898305,10,4640.786625380304,19,1401.9452000898305,25026.771,1.3364987,82.83987,10,435.12065332437317,340000,-57.97370154990146,0.0,-3944.742,19
867.0523226376139,8565.781213066231,0.0,-0.33022887,0.0,0.0,867.0523226376139,-73.38012034361724,867.0523226376139,2569.493050020094,10,8565.781213066231,20,2569.493050020094,31928.377,1.5400661,157.73201,10,867.0523226376139,352000,-73.38012034361724,0.0,-3862.004,20
-24.670798171074924,-18.23925465322312,0.0,-1.396107,0.0,0.0,-24.670798171074924,-33.443348540307674,-24.670798171074924,4.565997514734245,10,-18.23925465322312,21,4.565997514734245,36901.97,1.7361293,317.6513,10,-24.670798171074924,364000,-33.443348540307674,0.0,-4362.268,21
-65.05097931939403,-41.84462260197348,0.0,1.3065455,0.0,0.0,-65.05097931939402,-88.04020036419516,-65.05097931939403,14.365827558364087,10,-41.84462260197348,22,14.365827558364087,663920.9,1.9209459,2479.7842,10,-65.05097931939402,376000,-88.04020036419516,0.0,-2020.8975,22
-12.452746119475211,162.6975675609507,0.0,-3.4877794,0.0,0.0,-12.452746119475211,-58.214029935258495,-12.452746119475211,61.543446594037064,10,162.6975675609507,23,61.543446594037064,81697.84,1.9381069,227.67873,10,-12.452746119475211,388000,-58.214029935258495,0.0,-10229.554,23
732.7478655802809,3651.674048929,0.0,-1.5955403,0.0,0.0,732.7478655802809,-36.52830672347575,732.7478655802809,1384.6720663588792,10,3651.674048929,24,1384.6720663588792,89863.97,2.4000206,225.89453,10,732.7478655802809,400000,-36.52830672347575,0.0,-9453.842,24
327.4899900116018,3566.175065825599,0.0,-3.3177886,0.0,0.0,327.4899900116015,-50.61783821913175,327.4899900116018,1079.613967659472,10,3566.175065825599,25,1079.613967659472,80547.04,2.6869726,265.70505,10,327.4899900116015,412000,-50.61783821913175,0.0,-9120.806,25
233.35216840624926,2702.4079330803256,0.0,2.2545118,0.0,0.0,233.3521684062492,-59.39907137155987,233.35216840624926,823.127167176523,10,2702.4079330803256,26,823.127167176523,150936.84,2.9510498,906.5516,10,233.3521684062492,424000,-59.39907137155987,0.0,-8132.8345,26
-34.465618180838426,-22.984382696950348,0.0,1.7760984,0.0,0.0,-34.46561818083841,-50.45637871774724,-34.465618180838426,8.499828670328535,10,-22.984382696950348,27,8.499828670328535,90581.33,2.5582519,517.91394,10,-34.46561818083841,436000,-50.45637871774724,0.0,-8017.534,27
280.85414572907695,3143.127473982609,0.0,0.48012957,0.0,0.0,280.85414572907735,-63.94302030210397,280.85414572907695,954.2727308712259,10,3143.127473982609,28,954.2727308712259,95491.44,2.3406556,253.99365,10,280.85414572907735,448000,-63.94302030210397,0.0,-7814.745,28
614.5484057024149,3367.738076831221,0.0,1.098208,0.0,0.0,614.5484057024148,-98.58039137140618,614.5484057024149,1335.1358923691503,10,3367.738076831221,29,1335.1358923691503,118316.67,2.2180264,332.64868,10,614.5484057024148,460000,-98.58039137140618,0.0,-6477.518,29
2249.511351466614,22975.075007084444,0.0,2.1643457,0.0,0.0,2249.5113514666127,-80.82913778307973,2249.511351466614,6908.53969332444,10,22975.075007084444,30,6908.53969332444,149844.89,1.7839332,298.61508,10,2249.5113514666127,472000,-80.82913778307973,0.0,-4921.983,30
562.5682475206592,3114.4770140856485,0.0,-2.0182362,0.0,0.0,562.5682475206597,-50.392771444752185,562.5682475206592,1175.7681016456681,10,3114.4770140856485,31,1175.7681016456681,206519.1,1.7915281,194.6646,10,562.5682475206597,484000,-50.392771444752185,0.0,-7601.619,31
923.5022206670598,5030.243476853932,0.0,-1.4966433,0.0,0.0,923.5022206670595,-54.00192428128004,923.5022206670598,1636.4135006585088,10,5030.243476853932,32,1636.4135006585088,265913.1,2.201546,253.17903,10,923.5022206670595,496000,-54.00192428128004,0.0,-8014.1743,32
141.29848953153117,1021.6031632024373,0.0,-0.5314831,0.0,0.0,141.29848953153106,-51.96092119508222,141.29848953153117,359.00702837650016,10,1021.6031632024373,33,359.00702837650016,271365.44,2.399415,95.09566,10,141.29848953153106,508000,-51.96092119508222,0.0,-8269.149,33
1465.537926752296,12124.244926065241,0.0,0.70686364,0.0,0.0,1465.5379267522962,-41.792140167601815,1465.537926752296,3582.198505262218,10,12124.244926065241,34,3582.198505262218,275417.6,2.3477407,115.80791,10,1465.5379267522962,520000,-41.792140167601815,0.0,-7760.044,34
1713.6542972876991,11631.831649490598,0.0,-1.4149648,0.0,0.0,1713.654297287699,-51.144712230441336,1713.6542972876991,3553.1315932875286,10,11631.831649490598,35,3553.1315932875286,294306.47,2.3737447,170.00543,10,1713.654297287699,532000,-51.144712230441336,0.0,-8542.508,35
431.29481407532296,2232.526436745065,0.0,-0.41736156,0.0,0.0,431.29481407532285,-103.50738607441436,431.29481407532296,788.0180035705937,10,2232.526436745065,36,788.0180035705937,271089.4,2.7101543,169.51187,10,431.29481407532285,544000,-103.50738607441436,0.0,-7450.2715,36
4829.997695688329,16890.155484909832,0.0,0.3861261,0.0,0.0,4829.997695688331,-52.17519942936773,4829.997695688329,7158.579899612411,10,16890.155484909832,37,7158.579899612411,269537.06,2.705543,288.38574,10,4829.997695688331,556000,-52.17519942936773,0.0,-6792.123,37
3209.2523322466573,11192.86622601118,0.0,-2.0693345,0.2,0.2,3209.252332246657,-34.11438219336666,3209.2523322466573,4625.004878529184,10,11192.86622601118,38,4625.004878529184,381067.25,2.9385915,156.7471,10,3209.252332246657,568000,-34.11438219336666,0.0,-9168.68,38
4485.55539746212,21890.226464781626,0.0,-1.0156827,0.0,0.0,4485.555397462121,-19.27094652050006,4485.55539746212,6965.890409525329,10,21890.226464781626,39,6965.890409525329,369218.2,3.3741903,167.36824,10,4485.555397462121,580000,-19.27094652050006,0.0,-8236.849,39
10049.86986291049,52313.84459650664,0.0,-1.2913519,0.0,0.0,10049.86986291049,-21.853569038603364,10049.86986291049,18389.284575170113,10,52313.84459650664,40,18389.284575170113,417089.4,3.6567116,139.68533,10,10049.86986291049,592000,-21.853569038603364,0.0,-8608.74,40
3421.5464819615527,18760.05791194052,0.0,-2.0190248,0.0,0.0,3421.546481961554,-48.31055730279678,3421.5464819615527,5639.1647876155275,10,18760.05791194052,41,5639.1647876155275,531825.9,4.2563486,190.22546,10,3421.546481961554,604000,-48.31055730279678,0.0,-10181.482,41
12338.86931620981,54984.61811655012,0.0,-0.5819353,0.1,0.1,12338.869316209808,-51.10254581250109,12338.86931620981,18386.011763446055,10,54984.61811655012,42,18386.011763446055,615943.3,4.6160254,232.04749,10,12338.869316209808,616000,-51.10254581250109,0.0,-10091.537,42
2012.5253909475468,11294.528289416166,0.0,-1.5538367,0.1,0.1,2012.5253909475468,-43.511421944606724,2012.5253909475468,4091.086843132936,10,11294.528289416166,43,4091.086843132936,757687.56,4.956341,224.20563,10,2012.5253909475468,628000,-43.511421944606724,0.0,-11642.504,43
2069.6454258333483,18569.67868952641,0.0,-1.8616979,0.0,0.0,2069.6454258333474,-26.1063989353333,2069.6454258333483,5510.627115685088,10,18569.67868952641,44,5510.627115685088,887057.94,5.5499277,171.4178,10,2069.6454258333474,640000,-26.1063989353333,0.0,-12371.816,44
4766.464421924785,14343.555884017866,0.0,-1.5852439,0.0,0.0,4766.4644219247875,-52.326009052874475,4766.464421924785,5452.704652409268,10,14343.555884017866,45,5452.704652409268,990460.06,6.190567,88.81115,10,4766.4644219247875,652000,-52.326009052874475,0.0,-13360.077,45
2292.156330632473,22072.159593521475,0.0,-2.4952564,0.1,0.1,2292.156330632474,-69.56920094920035,2292.156330632473,6598.967328575566,10,22072.159593521475,46,6598.967328575566,1196148.8,6.855422,201.3614,10,2292.156330632474,664000,-69.56920094920035,0.0,-14623.494,46
1975.7548271074465,7379.131735171641,0.0,-0.8419518,0.0,0.0,1975.754827107446,-103.6778732234123,1975.7548271074465,2863.056140128247,10,7379.131735171641,47,2863.056140128247,1139342.2,7.8561325,275.74792,10,1975.754827107446,676000,-103.6778732234123,0.0,-15761.682,47
5770.112849982377,42362.976387508155,0.0,2.4174774,0.0,0.0,5770.112849982375,-47.196303962367,5770.112849982377,12397.315363651805,10,42362.976387508155,48,12397.315363651805,1150751.6,7.402405,269.18576,10,5770.112849982375,688000,-47.196303962367,0.0,-15008.461,48
5207.071932623542,45491.05321032903,0.0,-1.1469302,0.0,0.0,5207.071932623544,-95.72757895862287,5207.071932623542,13452.238448540998,10,45491.05321032903,49,13452.238448540998,1145791.8,7.1935606,156.51231,10,5207.071932623544,700000,-95.72757895862287,0.0,-17215.88,49
10105.513692911434,40295.39678580193,0.0,0.6725098,0.0,0.0,10105.513692911438,-69.43238955771562,10105.513692911434,14117.468173709056,10,40295.39678580193,50,14117.468173709056,1346875.1,7.6536994,129.09445,10,10105.513692911438,712000,-69.43238955771562,0.0,-16128.194,50
6480.66242730971,55861.175636414446,0.0,2.1933887,0.0,0.0,6480.662427309702,-120.76706772824838,6480.66242730971,16568.71979006882,10,55861.175636414446,51,16568.71979006882,1281413.8,6.786865,138.12148,10,6480.662427309702,724000,-120.76706772824838,0.0,-14816.66,51
2505.043443497546,17372.0829704039,0.0,-3.413898,0.0,0.0,2505.043443497546,-87.56560945332006,2505.043443497546,5330.71652926843,10,17372.0829704039,52,5330.71652926843,1416036.4,6.9868855,128.82053,10,2505.043443497546,736000,-87.56560945332006,0.0,-16619.146,52
1668.4022739210686,8780.112956542605,0.0,0.4039126,0.0,0.0,1668.402273921068,16.19891956265248,1668.4022739210686,2569.564140221944,10,8780.112956542605,53,2569.564140221944,1689966.2,8.06853,172.89912,10,1668.402273921068,748000,16.19891956265248,0.0,-16723.72,53
2328.9340813664976,7183.242189948752,0.0,-1.7140065,0.0,0.0,2328.9340813664976,-83.70773442538592,2328.9340813664976,2844.1608543920215,10,7183.242189948752,54,2844.1608543920215,1640575.4,7.8162656,171.33826,10,2328.9340813664976,760000,-83.70773442538592,0.0,-18177.717,54
2082.4284942125855,7924.165259285558,0.0,-1.6355553,0.0,0.0,2082.428494212586,-54.93985427609508,2082.4284942125855,3002.471191863874,10,7924.165259285558,55,3002.471191863874,1735861.2,8.652949,123.15577,10,2082.428494212586,772000,-54.93985427609508,0.0,-19514.572,55
6758.566223676802,42417.83646036882,0.0,0.40680617,0.2,0.2,6758.566223676802,-97.72210821929819,6758.566223676802,12368.25908358416,10,42417.83646036882,56,12368.25908358416,1939982.9,9.005256,195.76744,10,6758.566223676802,784000,-97.72210821929819,0.0,-18536.018,56
529.1707351011313,5624.74944711834,0.0,19.278364,0.1,0.1,529.1707351011312,-75.02975968355993,529.1707351011313,1699.6031602816886,10,5624.74944711834,57,1699.6031602816886,3870219.0,8.416241,541.2543,10,529.1707351011312,796000,-75.02975968355993,0.0,-8123.8066,57
221.3562059158382,1922.8050746821239,0.0,12.017173,0.0,0.0,221.35620591583816,-127.27014755612167,221.3562059158382,592.2285359159924,10,1922.8050746821239,58,592.2285359159924,1435465.5,6.4641757,298.2973,10,221.35620591583816,808000,-127.27014755612167,0.0,-8026.715,58
2039.7858079661412,14154.250035316792,0.0,-0.97780275,0.1,0.1,2039.7858079661419,-105.97018958434016,2039.7858079661412,4390.315632092696,10,14154.250035316792,59,4390.315632092696,2183770.5,6.199897,276.6712,10,2039.7858079661419,820000,-105.97018958434016,0.0,-16861.213,59
12365.92934287576,52930.57289902974,0.0,-3.426459,0.0,0.0,12365.929342875768,-78.07073877530102,12365.92934287576,19927.628155580045,10,52930.57289902974,60,19927.628155580045,2226516.5,6.850134,446.0093,10,12365.929342875768,832000,-78.07073877530102,0.0,-20370.062,60
5702.862743139173,46929.46945953394,0.0,0.22339551,0.0,0.0,5702.862743139174,-104.20050743472844,5702.862743139173,13889.212023964652,10,46929.46945953394,61,13889.212023964652,2005930.4,7.2634325,682.38586,10,5702.862743139174,844000,-104.20050743472844,0.0,-17512.648,61
4507.54796893808,10985.53469917986,0.0,1.621835,0.1,0.1,4507.547968938079,-102.64044153672118,4507.54796893808,3984.602039576187,10,10985.53469917986,62,3984.602039576187,2049599.4,6.977833,598.92615,10,4507.547968938079,856000,-102.64044153672118,0.0,-14866.044,62
1219.4302955757037,7908.963564220749,0.0,-0.13661689,0.0,0.0,1219.4302955757034,-106.67386912155278,1219.4302955757037,2449.53182033748,10,7908.963564220749,63,2449.53182033748,2299586.2,6.958695,387.1763,10,1219.4302955757034,868000,-106.67386912155278,0.0,-15176.306,63
8676.69339962136,65372.31468440517,0.0,-8.590176,0.0,0.0,8676.693399621361,-86.75921484174094,8676.69339962136,19468.54588491299,10,65372.31468440517,64,19468.54588491299,2528027.2,7.832155,332.2133,10,8676.693399621361,880000,-86.75921484174094,0.0,-21016.377,64
11876.20825697852,60839.44989681361,0.0,-8.108165,0.1,0.1,11876.208256978516,-80.11806234725701,11876.20825697852,20135.70874164258,10,60839.44989681361,65,20135.70874164258,2962576.8,10.186918,371.6,10,11876.208256978516,892000,-80.11806234725701,0.0,-25929.834,65
18643.27664872511,57037.51846828387,0.0,-4.3012323,0.0,0.0,18643.276648725114,-93.88165504173502,18643.27664872511,23713.76769120412,10,57037.51846828387,66,23713.76769120412,3079042.0,12.130652,358.21,10,18643.276648725114,904000,-93.88165504173502,0.0,-24492.582,66
6812.15870649053,49496.793762362606,0.0,-2.4583013,0.0,0.0,6812.1587064905325,-89.60252007165873,6812.15870649053,15077.0609104459,10,49496.793762362606,67,15077.0609104459,3328346.0,13.407307,378.85187,10,6812.1587064905325,916000,-89.60252007165873,0.0,-26408.799,67
702.6569032677243,4100.47241555701,0.0,-2.3068466,0.0,0.0,702.6569032677245,-116.95147112652134,702.6569032677243,1511.367581031985,10,4100.47241555701,68,1511.367581031985,3489326.0,14.287352,590.494,10,702.6569032677245,928000,-116.95147112652134,0.0,-29355.232,68
16423.13720008629,73599.01890462793,0.0,-1.0284413,0.0,0.0,16423.137200086298,-80.84681363946655,16423.13720008629,26410.138044091447,10,73599.01890462793,69,26410.138044091447,3544033.8,14.640735,379.326,10,16423.137200086298,940000,-80.84681363946655,0.0,-30243.115,69
7.269226995638083,338.16683920189024,0.0,-0.26620093,0.0,0.0,7.26922699563808,-73.27820331989793,7.269226995638083,112.434303508153,10,338.16683920189024,70,112.434303508153,3728850.8,15.210404,503.8857,10,7.26922699563808,952000,-73.27820331989793,0.0,-29664.434,70
8345.304262376803,43333.592743162146,0.0,-1.092998,0.0,0.0,8345.304262376801,-79.19029907420497,8345.304262376803,16520.991388073602,10,43333.592743162146,71,16520.991388073602,3959223.8,15.57225,359.3608,10,8345.304262376801,964000,-79.19029907420497,0.0,-30372.422,71
13772.789249400568,67769.62864375685,0.0,-3.0741978,0.0,0.0,13772.789249400568,-37.94739917278086,13772.789249400568,22093.448528214063,10,67769.62864375685,72,22093.448528214063,4252555.0,16.65884,401.153,10,13772.789249400568,976000,-37.94739917278086,0.0,-31726.26,72
14493.633880466918,59563.9575462973,0.0,-2.1960986,0.1,0.1,14493.633880466916,387.75473556013964,14493.633880466918,17488.87514698854,10,59563.9575462973,73,17488.87514698854,4275724.5,18.438972,360.92633,10,14493.633880466916,988000,387.75473556013964,0.0,-36029.914,73
11719.883524093995,62118.18250054654,0.0,-0.9946481,0.0,0.0,11719.883524094006,-81.06806506599327,11719.883524093995,22573.236638121914,10,62118.18250054654,74,22573.236638121914,4364643.5,19.419052,383.11014,10,11719.883524094006,1000000,-81.06806506599327,0.0,-37786.098,74
1089.3934077507379,7501.5500324405375,0.0,0.76448315,0.1,0.1,1089.393407750738,-78.758834600119,1089.3934077507379,2269.985388858481,10,7501.5500324405375,75,2269.985388858481,4371577.0,18.903954,569.41504,10,1089.393407750738,1012000,-78.758834600119,0.0,-36895.77,75
1408.1892395065065,8608.710303075064,0.0,-0.5619453,0.0,0.0,1408.1892395065063,-55.24932067974964,1408.1892395065065,2603.1526816678397,10,8608.710303075064,76,2603.1526816678397,4660464.5,19.354183,674.8602,10,1408.1892395065063,1024000,-55.24932067974964,0.0,-38244.613,76
19832.41276127359,43844.22251465609,0.0,-1.2627145,0.0,0.0,19832.412761273597,-86.71145717001001,19832.41276127359,18219.42250664229,10,43844.22251465609,77,18219.42250664229,4476610.5,20.04348,371.7342,10,19832.412761273597,1036000,-86.71145717001001,0.0,-40288.043,77
