MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/plate-slide-side-v1/StdReturn,MetaTest/plate-slide-side-v1/NumTrajs,MetaTest/plate-slide-side-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/plate-slide-side-v1/TerminationRate,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/plate-slide-side-v1/MinReturn,MetaTest/plate-slide-side-v1/AverageReturn,MetaTest/plate-slide-side-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/plate-slide-side-v1/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/plate-slide-side-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/Iteration
10,10224.157143056642,10224.157143056642,10,6293.529807554173,6293.529807554173,6293.529807554174,0.0,0.0,1736000,-125.36738717819796,6293.529807554174,33926.998716950315,33926.998716950315,0.1,0.1,63,-125.36738717819796,63
10,35230.75653461315,35230.75653461315,10,22755.042363526147,22755.042363526147,22755.042363526147,0.0,0.0,1760000,-109.48804743500843,22755.042363526147,84914.05378836965,84914.05378836965,0.2,0.2,64,-109.48804743500843,64
10,54305.289167632676,54305.289167632676,10,36708.58777609547,36708.58777609547,36708.5877760955,0.0,0.0,1784000,-107.98908698973747,36708.5877760955,159508.7017789134,159508.7017789134,0.2,0.2,65,-107.98908698973747,65
10,26211.184334238034,26211.184334238034,10,20343.118014661493,20343.118014661493,20343.118014661493,0.0,0.0,1808000,-125.93979221952146,20343.118014661493,74935.00275558767,74935.00275558767,0.0,0.0,66,-125.93979221952146,66
10,62796.803333497985,62796.803333497985,10,47652.40914353345,47652.40914353345,47652.409143533456,0.0,0.0,1832000,-95.46274310943059,47652.409143533456,164122.2299410454,164122.2299410454,0.2,0.2,67,-95.46274310943059,67
10,52017.36407290888,52017.36407290888,10,38678.40483773863,38678.40483773863,38678.40483773865,0.0,0.0,1856000,-64.35556479596988,38678.40483773865,164178.7664221507,164178.7664221507,0.3,0.3,68,-64.35556479596988,68
10,54214.416278929064,54214.416278929064,10,45264.29446668886,45264.29446668886,45264.29446668885,0.0,0.0,1880000,-69.43770413217861,45264.29446668885,125932.78061973973,125932.78061973973,0.4,0.4,69,-69.43770413217861,69
10,83040.71384131153,83040.71384131153,10,58978.91355469484,58978.91355469484,58978.91355469484,0.0,0.0,1904000,-116.55455387940913,58978.91355469484,243674.86483388714,243674.86483388714,0.3,0.3,70,-116.55455387940913,70
10,57129.8377054314,57129.8377054314,10,90417.21544268518,90417.21544268518,90417.21544268518,0.0,0.0,1928000,14413.154572090632,90417.21544268518,175262.5838467978,175262.5838467978,0.5,0.5,71,14413.154572090632,71
10,38251.99175462172,38251.99175462172,10,26870.78313406543,26870.78313406543,26870.783134065434,0.0,0.0,1952000,-125.73906243796792,26870.783134065434,116508.3014673605,116508.3014673605,0.2,0.2,72,-125.73906243796792,72
10,48438.99768709,48438.99768709,10,91003.87003616158,91003.87003616158,91003.87003616155,0.0,0.0,1976000,6801.61511087866,91003.87003616155,196501.34721176853,196501.34721176853,0.5,0.5,73,6801.61511087866,73
10,51263.917378773054,51263.917378773054,10,80416.99733696751,80416.99733696751,80416.99733696753,0.0,0.0,2000000,37485.80626436059,80416.99733696753,209831.9533699005,209831.9533699005,0.5,0.5,74,37485.80626436059,74
10,56233.28937418411,56233.28937418411,10,81762.50610685517,81762.50610685517,81762.50610685514,0.0,0.0,2024000,18286.167607183623,81762.50610685514,187249.30060667146,187249.30060667146,0.3,0.3,75,18286.167607183623,75
10,29297.64503089753,29297.64503089753,10,24827.87734128278,24827.87734128278,24827.87734128279,0.0,0.0,2048000,-126.30776030581902,24827.87734128279,74177.09740731044,74177.09740731044,0.0,0.0,76,-126.30776030581902,76
10,53741.50192098245,53741.50192098245,10,39401.4732376458,39401.4732376458,39401.473237645805,0.0,0.0,2072000,-126.04802269040731,39401.473237645805,160393.51191819803,160393.51191819803,0.4,0.4,77,-126.04802269040731,77
10,34741.39088898499,34741.39088898499,10,21391.037168559462,21391.037168559462,21391.037168559462,0.0,0.0,2096000,-126.05565597709547,21391.037168559462,114206.7777191593,114206.7777191593,0.2,0.2,78,-126.05565597709547,78
10,31864.650155611933,31864.650155611933,10,22395.54329366667,22395.54329366667,22395.543293666673,0.0,0.0,2120000,-82.81953156707961,22395.543293666673,101156.0318455849,101156.0318455849,0.2,0.2,79,-82.81953156707961,79
10,53278.144560089655,53278.144560089655,10,37379.098429344536,37379.098429344536,37379.09842934455,0.0,0.0,2144000,-114.40363835515416,37379.09842934455,139488.61431183483,139488.61431183483,0.2,0.2,80,-114.40363835515416,80
10,48696.738723774506,48696.738723774506,10,42425.19288948278,42425.19288948278,42425.19288948276,0.0,0.0,2168000,-99.62560972934162,42425.19288948276,140362.55277187636,140362.55277187636,0.2,0.2,81,-99.62560972934162,81
10,41350.453308638935,41350.453308638935,10,23531.892470415893,23531.892470415893,23531.8924704159,0.0,0.0,2192000,-93.59489333287627,23531.8924704159,107650.02713228532,107650.02713228532,0.1,0.1,82,-93.59489333287627,82
10,62276.26442677625,62276.26442677625,10,48965.087421459975,48965.087421459975,48965.087421459975,0.0,0.0,2216000,-71.47125264209815,48965.087421459975,188125.19787109832,188125.19787109832,0.3,0.3,83,-71.47125264209815,83
10,70619.46490530521,70619.46490530521,10,50350.4062915098,50350.4062915098,50350.40629150979,0.0,0.0,2240000,-52.214345624440796,50350.40629150979,213730.46704466845,213730.46704466845,0.5,0.5,84,-52.214345624440796,84
10,68189.87235712608,68189.87235712608,10,105647.23611820684,105647.23611820684,105647.23611820687,0.0,0.0,2264000,29325.176014397264,105647.23611820687,208193.06820344584,208193.06820344584,0.8,0.8,85,29325.176014397264,85
10,44368.06707148093,44368.06707148093,10,79004.2975062418,79004.2975062418,79004.29750624178,0.0,0.0,2288000,30114.190996365534,79004.29750624178,181884.2048256531,181884.2048256531,0.6,0.6,86,30114.190996365534,86
10,53090.51681310491,53090.51681310491,10,83636.0268045862,83636.0268045862,83636.02680458622,0.0,0.0,2312000,23647.63520668753,83636.02680458622,220136.8781081484,220136.8781081484,0.8,0.8,87,23647.63520668753,87
10,41555.57239345265,41555.57239345265,10,76689.74598668647,76689.74598668647,76689.74598668651,0.0,0.0,2336000,12564.685970693954,76689.74598668651,156428.87989701156,156428.87989701156,0.7,0.7,88,12564.685970693954,88
10,46537.44638117084,46537.44638117084,10,97498.54777528858,97498.54777528858,97498.54777528855,0.0,0.0,2360000,20020.532278122973,97498.54777528855,161657.58050788805,161657.58050788805,0.6,0.6,89,20020.532278122973,89
10,52422.47287779335,52422.47287779335,10,88947.12254032267,88947.12254032267,88947.12254032266,0.0,0.0,2384000,21471.20556247944,88947.12254032266,179063.7740352395,179063.7740352395,0.6,0.6,90,21471.20556247944,90
10,54642.739189144355,54642.739189144355,10,104479.89812965071,104479.89812965071,104479.89812965065,0.0,0.0,2408000,26848.061821413943,104479.89812965065,176519.86971232187,176519.86971232187,0.8,0.8,91,26848.061821413943,91
10,37545.278667604754,37545.278667604754,10,73795.64417781499,73795.64417781499,73795.64417781497,0.0,0.0,2432000,28928.31797055558,73795.64417781497,138531.2455379356,138531.2455379356,0.6,0.6,92,28928.31797055558,92
10,61737.208929706496,61737.208929706496,10,104811.90909527757,104811.90909527757,104811.90909527759,0.0,0.0,2456000,36398.15694110837,104811.90909527759,206193.51483371024,206193.51483371024,0.4,0.4,93,36398.15694110837,93
10,61932.36636986375,61932.36636986375,10,81597.94306594772,81597.94306594772,81597.94306594774,0.0,0.0,2480000,28935.413172928722,81597.94306594774,201516.42707425926,201516.42707425926,0.5,0.5,94,28935.413172928722,94
10,40340.5742070859,40340.5742070859,10,70379.10313682722,70379.10313682722,70379.10313682721,0.0,0.0,2504000,7068.19061165517,70379.10313682721,134556.64976698702,134556.64976698702,0.7,0.7,95,7068.19061165517,95
10,37438.61944315775,37438.61944315775,10,66841.59090788293,66841.59090788293,66841.59090788294,0.0,0.0,2528000,19775.977317169447,66841.59090788294,143135.60617488745,143135.60617488745,0.6,0.6,96,19775.977317169447,96
10,52721.50166725772,52721.50166725772,10,106291.88748033924,106291.88748033924,106291.8874803392,0.0,0.0,2552000,16120.42414336732,106291.8874803392,199791.21774534893,199791.21774534893,0.7,0.7,97,16120.42414336732,97
10,61429.20018790161,61429.20018790161,10,78572.22944714184,78572.22944714184,78572.22944714186,0.0,0.0,2576000,902.3566160427672,78572.22944714186,187187.64973089425,187187.64973089425,0.8,0.8,98,902.3566160427672,98
10,61191.95458609781,61191.95458609781,10,79308.47448717282,79308.47448717282,79308.47448717283,0.0,0.0,2600000,13881.42194818164,79308.47448717283,235071.31745629918,235071.31745629918,0.7,0.7,99,13881.42194818164,99
