MetaTest/stick-push-v1/MaxReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/stick-push-v1/AverageReturn,MetaTest/stick-push-v1/AverageDiscountedReturn,MetaTest/stick-push-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/stick-push-v1/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/stick-push-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/stick-push-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/stick-push-v1/Iteration,MetaTest/Average/NumTrajs,MetaTest/stick-push-v1/NumTrajs
-26.7334576458643,0.0,1088000,-30.33350972308252,-30.33350972308251,-35.276107473663714,-30.33350972308251,0.0,36,-35.276107473663714,0.0,-30.33350972308252,2.3023306257171128,2.3023306257171128,-26.7334576458643,0.0,36,10,10
-22.599763085663415,0.0,1112000,-30.129569248328817,-30.129569248328814,-37.92149440650386,-30.129569248328814,0.0,37,-37.92149440650386,0.0,-30.129569248328817,4.633855837766264,4.633855837766264,-22.599763085663415,0.0,37,10,10
-23.74191183846139,0.0,1136000,-27.796637486174024,-27.796637486174024,-37.9776238897761,-27.796637486174024,0.0,38,-37.9776238897761,0.0,-27.796637486174024,4.0431451727525625,4.0431451727525625,-23.74191183846139,0.0,38,10,10
311.90713439480794,0.0,1160000,13.724262643296203,13.724262643296214,-23.201286862514547,13.724262643296214,0.0,39,-23.201286862514547,0.0,13.724262643296203,99.48192792418664,99.48192792418664,311.90713439480794,0.0,39,10,10
36.28486224906457,0.0,1184000,-5.8922351395823,-5.892235139582295,-27.010531314865666,-5.892235139582295,0.0,40,-27.010531314865666,0.0,-5.8922351395823,21.567652272171507,21.567652272171507,36.28486224906457,0.0,40,10,10
0.12740096817745414,0.0,1208000,-15.366607470308953,-15.366607470308955,-22.617767395081845,-15.366607470308955,0.0,41,-22.617767395081845,0.0,-15.366607470308953,7.53617999252668,7.53617999252668,0.12740096817745414,0.0,41,10,10
66.79424953484944,0.0,1232000,-1.2845351146689659,-1.28453511466897,-30.81159864460292,-1.28453511466897,0.0,42,-30.81159864460292,0.0,-1.2845351146689659,29.64269869936119,29.64269869936119,66.79424953484944,0.0,42,10,10
227.20602536480624,0.0,1256000,20.860536774638543,20.860536774638526,-77.32582470275717,20.860536774638526,0.0,43,-77.32582470275717,0.0,20.860536774638543,104.02384247367662,104.02384247367662,227.20602536480624,0.0,43,10,10
-1.1567997717704277,0.0,1280000,-24.78020824452542,-24.78020824452542,-42.84346730716823,-24.78020824452542,0.0,44,-42.84346730716823,0.0,-24.78020824452542,13.141475359595976,13.141475359595976,-1.1567997717704277,0.0,44,10,10
182.2554718597926,0.0,1304000,-4.435481425419832,-4.435481425419818,-87.83347629292543,-4.435481425419818,0.0,45,-87.83347629292543,0.0,-4.435481425419832,79.10901958608771,79.10901958608771,182.2554718597926,0.0,45,10,10
189.91379781219572,0.0,1328000,12.89806202742371,12.898062027423723,-101.08297351595901,12.898062027423723,0.0,46,-101.08297351595901,0.0,12.89806202742371,77.28124104765455,77.28124104765455,189.91379781219572,0.0,46,10,10
-22.008508597490863,0.0,1352000,-35.14232204324791,-35.14232204324791,-42.72302991452,-35.14232204324791,0.0,47,-42.72302991452,0.0,-35.14232204324791,6.409094615034857,6.409094615034857,-22.008508597490863,0.0,47,10,10
-17.45982500835693,0.0,1376000,-33.49708842450434,-33.497088424504355,-43.23826281978698,-33.497088424504355,0.0,48,-43.23826281978698,0.0,-33.49708842450434,7.168829517048193,7.168829517048193,-17.45982500835693,0.0,48,10,10
-23.799803454877704,0.0,1400000,-42.92843988666159,-42.9284398866616,-73.08492274868915,-42.9284398866616,0.0,49,-73.08492274868915,0.0,-42.92843988666159,11.800201956053991,11.800201956053991,-23.799803454877704,0.0,49,10,10
-9.144888873790114,0.0,1424000,-35.269229929408816,-35.26922992940882,-63.11082731969734,-35.26922992940882,0.0,50,-63.11082731969734,0.0,-35.269229929408816,12.43876845679484,12.43876845679484,-9.144888873790114,0.0,50,10,10
806.2119894862838,0.0,1448000,56.068476198372494,56.06847619837256,-78.52145184431443,56.06847619837256,0.0,51,-78.52145184431443,0.0,56.068476198372494,251.66640778170003,251.66640778170003,806.2119894862838,0.0,51,10,10
-27.20128858874302,0.0,1472000,-35.756361120284936,-35.75636112028494,-40.73259068082389,-35.75636112028494,0.0,52,-40.73259068082389,0.0,-35.756361120284936,4.863594086851352,4.863594086851352,-27.20128858874302,0.0,52,10,10
-17.378041443699857,0.0,1496000,-23.609044337963294,-23.60904433796329,-28.397991621402024,-23.60904433796329,0.0,53,-28.397991621402024,0.0,-23.609044337963294,3.082246499986732,3.082246499986732,-17.378041443699857,0.0,53,10,10
-41.17447126492888,0.0,1520000,-56.045595141990944,-56.045595141990916,-64.98798702617329,-56.045595141990916,0.0,54,-64.98798702617329,0.0,-56.045595141990944,6.986335376530778,6.986335376530778,-41.17447126492888,0.0,54,10,10
-33.65512046346709,0.0,1544000,-43.83559574019233,-43.83559574019233,-59.35775134893547,-43.83559574019233,0.0,55,-59.35775134893547,0.0,-43.83559574019233,9.137151919320006,9.137151919320006,-33.65512046346709,0.0,55,10,10
-22.56934211028211,0.0,1568000,-39.25988906286749,-39.25988906286747,-74.52276986720828,-39.25988906286747,0.0,56,-74.52276986720828,0.0,-39.25988906286749,19.26578648691159,19.26578648691159,-22.56934211028211,0.0,56,10,10
-37.30464043561329,0.0,1592000,-80.35815776208474,-80.35815776208474,-88.45439672635025,-80.35815776208474,0.0,57,-88.45439672635025,0.0,-80.35815776208474,14.616215356863137,14.616215356863137,-37.30464043561329,0.0,57,10,10
-34.296585731728996,0.0,1616000,-47.70545873749775,-47.70545873749774,-73.92207371263056,-47.70545873749774,0.0,58,-73.92207371263056,0.0,-47.70545873749775,9.686247290818667,9.686247290818667,-34.296585731728996,0.0,58,10,10
-22.990743908961136,0.0,1640000,-52.5462185908195,-52.546218590819514,-103.25054776471458,-52.546218590819514,0.0,59,-103.25054776471458,0.0,-52.5462185908195,32.084885473712134,32.084885473712134,-22.990743908961136,0.0,59,10,10
141.7398109252774,0.0,1664000,9.83360055122041,9.83360055122039,-13.619496618197143,9.83360055122039,0.0,60,-13.619496618197143,0.0,9.83360055122041,45.394478556179244,45.394478556179244,141.7398109252774,0.0,60,10,10
-6.995959665013476,0.0,1688000,-32.09670360886534,-32.09670360886534,-73.67882452376257,-32.09670360886534,0.0,61,-73.67882452376257,0.0,-32.09670360886534,19.114037732098495,19.114037732098495,-6.995959665013476,0.0,61,10,10
-16.95594221102608,0.0,1712000,-43.203162436030674,-43.20316243603069,-92.60149157268755,-43.20316243603069,0.0,62,-92.60149157268755,0.0,-43.203162436030674,21.149837612362056,21.149837612362056,-16.95594221102608,0.0,62,10,10
-4.886037743296968,0.0,1736000,-50.076995132967056,-50.07699513296704,-94.11073143102794,-50.07699513296704,0.0,63,-94.11073143102794,0.0,-50.076995132967056,25.878089894003566,25.878089894003566,-4.886037743296968,0.0,63,10,10
-7.413825545231498,0.0,1760000,-31.934667498010917,-31.934667498010914,-79.48780902455562,-31.934667498010914,0.0,64,-79.48780902455562,0.0,-31.934667498010917,24.176054101126994,24.176054101126994,-7.413825545231498,0.0,64,10,10
-36.6647918936164,0.0,1784000,-51.895653486352685,-51.89565348635269,-93.74751390708876,-51.89565348635269,0.0,65,-93.74751390708876,0.0,-51.895653486352685,14.958304507944746,14.958304507944746,-36.6647918936164,0.0,65,10,10
-13.129077070142182,0.0,1808000,-22.777880039373787,-22.777880039373787,-88.86423390955596,-22.777880039373787,0.0,66,-88.86423390955596,0.0,-22.777880039373787,22.09768883621674,22.09768883621674,-13.129077070142182,0.0,66,10,10
-10.710539746667134,0.0,1832000,-53.72665788127248,-53.72665788127248,-89.01070810354122,-53.72665788127248,0.0,67,-89.01070810354122,0.0,-53.72665788127248,29.599328512504577,29.599328512504577,-10.710539746667134,0.0,67,10,10
-50.6277303274583,0.0,1856000,-74.2492049922776,-74.2492049922776,-81.68399035948605,-74.2492049922776,0.0,68,-81.68399035948605,0.0,-74.2492049922776,8.965222799438529,8.965222799438529,-50.6277303274583,0.0,68,10,10
-4.6522818228921485,0.0,1880000,-51.88579376377079,-51.8857937637708,-101.97170412954395,-51.8857937637708,0.0,69,-101.97170412954395,0.0,-51.88579376377079,38.428609709803276,38.428609709803276,-4.6522818228921485,0.0,69,10,10
844.3096582759122,0.0,1904000,269.4749466586219,269.47494665862183,-49.409392749410664,269.47494665862183,0.0,70,-49.409392749410664,0.0,269.4749466586219,369.80850452482326,369.80850452482326,844.3096582759122,0.0,70,10,10
1388.345559364077,0.0,1928000,122.01709272000821,122.0170927200081,-23.154330062815895,122.0170927200081,0.0,71,-23.154330062815895,0.0,122.01709272000821,422.1181712552814,422.1181712552814,1388.345559364077,0.0,71,10,10
-18.07648226299991,0.0,1952000,-43.41196942674593,-43.41196942674593,-88.40492723650287,-43.41196942674593,0.0,72,-88.40492723650287,0.0,-43.41196942674593,22.1711643819315,22.1711643819315,-18.07648226299991,0.0,72,10,10
0.6218204221319719,0.0,1976000,-49.35590594617289,-49.3559059461729,-96.69352858539128,-49.3559059461729,0.0,73,-96.69352858539128,0.0,-49.35590594617289,33.376452328475274,33.376452328475274,0.6218204221319719,0.0,73,10,10
-9.727443047871953,0.0,2000000,-63.69456763187755,-63.69456763187757,-95.34753099699842,-63.69456763187757,0.0,74,-95.34753099699842,0.0,-63.69456763187755,28.684947145056125,28.684947145056125,-9.727443047871953,0.0,74,10,10
-22.726772108191938,0.0,2024000,-30.11654489537642,-30.11654489537642,-34.767177079791104,-30.11654489537642,0.0,75,-34.767177079791104,0.0,-30.11654489537642,3.849808896884291,3.849808896884291,-22.726772108191938,0.0,75,10,10
-7.754529082449445,0.0,2048000,-55.16815400379166,-55.16815400379168,-113.60277168274553,-55.16815400379168,0.0,76,-113.60277168274553,0.0,-55.16815400379166,40.98939980812018,40.98939980812018,-7.754529082449445,0.0,76,10,10
-2.89520848917976,0.0,2072000,-67.63036651131601,-67.63036651131598,-131.1267935444512,-67.63036651131598,0.0,77,-131.1267935444512,0.0,-67.63036651131601,41.34849853354635,41.34849853354635,-2.89520848917976,0.0,77,10,10
-20.89434717184381,0.0,2096000,-39.24188621216376,-39.241886212163735,-103.29090024747697,-39.241886212163735,0.0,78,-103.29090024747697,0.0,-39.24188621216376,23.990134565452394,23.990134565452394,-20.89434717184381,0.0,78,10,10
-89.98868139830726,0.0,2120000,-101.51465115293014,-101.51465115293017,-116.77696591873423,-101.51465115293017,0.0,79,-116.77696591873423,0.0,-101.51465115293014,8.113633355576646,8.113633355576646,-89.98868139830726,0.0,79,10,10
-14.92886111476851,0.0,2144000,-51.7661827098752,-51.76618270987517,-122.25619502206895,-51.76618270987517,0.0,80,-122.25619502206895,0.0,-51.7661827098752,37.67587318505931,37.67587318505931,-14.92886111476851,0.0,80,10,10
-105.28105400607575,0.0,2168000,-122.63728528213429,-122.63728528213419,-126.65751848075382,-122.63728528213419,0.0,81,-126.65751848075382,0.0,-122.63728528213429,6.147629368840356,6.147629368840356,-105.28105400607575,0.0,81,10,10
-18.960876516334057,0.0,2192000,-51.02802166605538,-51.02802166605537,-100.38566467232495,-51.02802166605537,0.0,82,-100.38566467232495,0.0,-51.02802166605538,30.623720023740585,30.623720023740585,-18.960876516334057,0.0,82,10,10
1995.5898894470195,0.0,2216000,139.72432573612224,139.7243257361223,-119.43184021808368,139.7243257361223,0.0,83,-119.43184021808368,0.0,139.72432573612224,619.7683540994369,619.7683540994369,1995.5898894470195,0.0,83,10,10
-29.493983982932104,0.0,2240000,-39.68666892925945,-39.68666892925943,-48.07933040018224,-39.68666892925943,0.0,84,-48.07933040018224,0.0,-39.68666892925945,6.539411329179947,6.539411329179947,-29.493983982932104,0.0,84,10,10
8.782905939227337,0.0,2264000,-58.416968944049,-58.416968944048975,-125.28498054657403,-58.416968944048975,0.0,85,-125.28498054657403,0.0,-58.416968944049,54.84563644049117,54.84563644049117,8.782905939227337,0.0,85,10,10
736.0735917230444,0.0,2288000,34.73614385756579,34.73614385756571,-93.60340979196415,34.73614385756571,0.0,86,-93.60340979196415,0.0,34.73614385756579,235.45771228282575,235.45771228282575,736.0735917230444,0.0,86,10,10
-15.623833013477148,0.0,2312000,-37.651152629155845,-37.651152629155845,-98.82607556486026,-37.651152629155845,0.0,87,-98.82607556486026,0.0,-37.651152629155845,24.313511836815607,24.313511836815607,-15.623833013477148,0.0,87,10,10
-17.870692196765,0.0,2336000,-23.153324983385083,-23.15332498338508,-29.006641106444334,-23.15332498338508,0.0,88,-29.006641106444334,0.0,-23.153324983385083,3.4177123149476776,3.4177123149476776,-17.870692196765,0.0,88,10,10
-16.20840262180824,0.0,2360000,-50.21549401571772,-50.21549401571769,-121.4134698735755,-50.21549401571769,0.0,89,-121.4134698735755,0.0,-50.21549401571772,39.05544423749768,39.05544423749768,-16.20840262180824,0.0,89,10,10
-28.339358916125327,0.0,2384000,-47.82485651256291,-47.8248565125629,-65.0465972284107,-47.8248565125629,0.0,90,-65.0465972284107,0.0,-47.82485651256291,11.969757993832973,11.969757993832973,-28.339358916125327,0.0,90,10,10
-27.432132686043104,0.0,2408000,-76.43028018237756,-76.43028018237757,-121.18269926243059,-76.43028018237757,0.0,91,-121.18269926243059,0.0,-76.43028018237756,37.049538292379594,37.049538292379594,-27.432132686043104,0.0,91,10,10
-45.168817066392,0.0,2432000,-101.78710988466986,-101.78710988466989,-135.4396110946148,-101.78710988466989,0.0,92,-135.4396110946148,0.0,-101.78710988466986,34.23220460368832,34.23220460368832,-45.168817066392,0.0,92,10,10
-15.790159034782313,0.0,2456000,-47.613116946502934,-47.61311694650295,-97.27204033844828,-47.61311694650295,0.0,93,-97.27204033844828,0.0,-47.613116946502934,24.558718096551164,24.558718096551164,-15.790159034782313,0.0,93,10,10
-25.71805623059986,0.0,2480000,-47.79319688751294,-47.79319688751294,-74.02497768431263,-47.79319688751294,0.0,94,-74.02497768431263,0.0,-47.79319688751294,14.769825546068745,14.769825546068745,-25.71805623059986,0.0,94,10,10
-34.971854269388054,0.0,2504000,-42.96873190459998,-42.96873190459998,-57.22840870726798,-42.96873190459998,0.0,95,-57.22840870726798,0.0,-42.96873190459998,6.208514964695081,6.208514964695081,-34.971854269388054,0.0,95,10,10
-17.877689875271756,0.0,2528000,-35.84321108004346,-35.84321108004345,-67.71629333944594,-35.84321108004345,0.0,96,-67.71629333944594,0.0,-35.84321108004346,12.592549503952693,12.592549503952693,-17.877689875271756,0.0,96,10,10
242.4946313321125,0.0,2552000,4.194765428879052,4.194765428879063,-68.27946912058573,4.194765428879063,0.0,97,-68.27946912058573,0.0,4.194765428879052,81.51905578462214,81.51905578462214,242.4946313321125,0.0,97,10,10
-2.5984949650604507,0.0,2576000,-37.547788145787834,-37.547788145787806,-105.20845481132567,-37.547788145787806,0.0,98,-105.20845481132567,0.0,-37.547788145787834,31.803247761705016,31.803247761705016,-2.5984949650604507,0.0,98,10,10
-3.8555787452496713,0.0,2600000,-8.372253755660717,-8.372253755660715,-9.555839323406412,-8.372253755660715,0.0,99,-9.555839323406412,0.0,-8.372253755660717,1.5518718659195314,1.5518718659195314,-3.8555787452496713,0.0,99,10,10
288.4328597181667,0.0,2624000,66.1787351861689,66.17873518616884,-26.160699245075307,66.17873518616884,0.0,100,-26.160699245075307,0.0,66.1787351861689,119.69620019960361,119.69620019960361,288.4328597181667,0.0,100,10,10
9.977661052447322,0.0,2648000,-17.455513993653845,-17.455513993653835,-21.280210648035027,-17.455513993653835,0.0,101,-21.280210648035027,0.0,-17.455513993653845,9.166379379955144,9.166379379955144,9.977661052447322,0.0,101,10,10
11.443023168893875,0.0,2672000,-8.652452019149608,-8.652452019149607,-15.175480896552196,-8.652452019149607,0.0,102,-15.175480896552196,0.0,-8.652452019149608,8.565331055141558,8.565331055141558,11.443023168893875,0.0,102,10,10
-13.482679386413512,0.0,2696000,-23.202794291386432,-23.202794291386432,-36.769113868514395,-23.202794291386432,0.0,103,-36.769113868514395,0.0,-23.202794291386432,9.532343507874003,9.532343507874003,-13.482679386413512,0.0,103,10,10
35.40709219106453,0.0,2720000,-10.103950260724824,-10.103950260724822,-19.10260330133498,-10.103950260724822,0.0,104,-19.10260330133498,0.0,-10.103950260724824,15.885552371767258,15.885552371767258,35.40709219106453,0.0,104,10,10
1139.7932725853884,0.0,2744000,257.77739162612113,257.77739162612124,-31.53441870838052,257.77739162612124,0.0,105,-31.53441870838052,0.0,257.77739162612113,399.9562906190385,399.9562906190385,1139.7932725853884,0.0,105,10,10
-4.787852845358832,0.0,2768000,-31.133417012160386,-31.13341701216038,-111.72067159073667,-31.13341701216038,0.0,106,-111.72067159073667,0.0,-31.133417012160386,27.948515442971914,27.948515442971914,-4.787852845358832,0.0,106,10,10
-15.110492982529248,0.0,2792000,-16.6030370547189,-16.60303705471889,-18.74028569206431,-16.60303705471889,0.0,107,-18.74028569206431,0.0,-16.6030370547189,1.019510938346652,1.019510938346652,-15.110492982529248,0.0,107,10,10
-9.005648853654987,0.0,2816000,-12.333488331410681,-12.333488331410681,-13.673070523544219,-12.333488331410681,0.0,108,-13.673070523544219,0.0,-12.333488331410681,1.366160367921738,1.366160367921738,-9.005648853654987,0.0,108,10,10
-59.51132527016044,0.0,2840000,-101.95032129841971,-101.95032129841971,-113.2111158283174,-101.95032129841971,0.0,109,-113.2111158283174,0.0,-101.95032129841971,14.886694500077951,14.886694500077951,-59.51132527016044,0.0,109,10,10
-17.368560415310633,0.0,2864000,-39.85798744881435,-39.85798744881435,-77.7682920045838,-39.85798744881435,0.0,110,-77.7682920045838,0.0,-39.85798744881435,17.407932970002605,17.407932970002605,-17.368560415310633,0.0,110,10,10
-46.61789584921988,0.0,2888000,-72.78030661969109,-72.78030661969107,-91.14938870023188,-72.78030661969107,0.0,111,-91.14938870023188,0.0,-72.78030661969109,15.769898026353035,15.769898026353035,-46.61789584921988,0.0,111,10,10
-17.08845136256865,0.0,2912000,-51.687344526536755,-51.687344526536755,-91.67106511353099,-51.687344526536755,0.0,112,-91.67106511353099,0.0,-51.687344526536755,28.30859756701151,28.30859756701151,-17.08845136256865,0.0,112,10,10
-29.17393140820863,0.0,2936000,-76.08902355446676,-76.08902355446675,-105.19050344775725,-76.08902355446675,0.0,113,-105.19050344775725,0.0,-76.08902355446676,26.555753796529046,26.555753796529046,-29.17393140820863,0.0,113,10,10
-15.698133935212438,0.0,2960000,-31.597934101640625,-31.59793410164063,-58.369536413676826,-31.59793410164063,0.0,114,-58.369536413676826,0.0,-31.597934101640625,14.994550635598154,14.994550635598154,-15.698133935212438,0.0,114,10,10
