Average/SuccessRate,Average/AverageReturn,push-v1/AverageDiscountedReturn,push-v1/Iteration,MetaTest/push-v1/StdReturn,push-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/push-v1/NumEpisodes,push-v1/StdReturn,push-v1/SuccessRate,GaussianMLPPolicy/Entropy,MetaTest/push-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,GaussianMLPPolicy/KLBefore,MetaTest/push-v1/AverageDiscountedReturn,Average/MaxReturn,push-v1/AverageReturn,MetaTest/push-v1/MaxReturn,Iteration,push-v1/MaxReturn,Average/StdReturn,MetaTest/Average/Iteration,push-v1/NumEpisodes,Average/NumEpisodes,Average/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/push-v1/AverageReturn,Average/MinReturn,GaussianMLPPolicy/LossBefore,Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,Average/Iteration,GaussianMLPPolicy/dLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/SuccessRate,GaussianMLPPolicy/LossAfter,push-v1/TerminationRate,MetaTest/push-v1/Iteration,MetaTest/push-v1/MinReturn
0.14,15296.679099925796,4322.781944537291,48,,-27.860951466028347,,,3920000,,24787.243216410538,0.14,5.5638651847839355,,,,,0.0,,184170.1907832386,15296.679099925796,,48,184170.1907832386,24787.243216410538,,200,200,4322.781944537291,1.9729430277948268e-05,,-27.860951466028347,2.2946703666093526e-06,0.0,,,48,2.7896930987481028e-08,,,2.2667734356218716e-06,0.0,,
0.13,13964.876450926606,3914.8336085096507,49,,-22.361932777659135,,,4000000,,24158.485063324508,0.13,5.5640153884887695,,,,,0.0,,172580.9808677916,13964.876450926606,,49,172580.9808677916,24158.485063324508,,200,200,3914.8336085096507,6.594259957637405e-06,,-22.361932777659135,3.99028238007304e-07,0.0,,,49,9.306660331276362e-09,,,3.8972157767602766e-07,0.0,,
0.1,10165.084836476035,2858.20665680642,50,21798.183597537416,-27.15085032487391,-19.38892905059015,0.0,4080000,50,20365.152281611612,0.1,5.56887149810791,0.0,21798.183597537416,138638.75571194963,11695.352919119192,0.0,11695.352919119192,136196.6395948239,10165.084836476035,138638.75571194963,50,136196.6395948239,20365.152281611612,5,200,200,2858.20665680642,3.22707746818196e-05,11695.352919119192,-27.15085032487391,4.449416337592993e-06,0.0,0.14,50,50,4.5627530198544264e-08,11695.352919119192,0.14,4.403788807394449e-06,0.0,5,-19.38892905059015
0.14,14539.88467016578,4237.16385183697,51,,-34.976940668544316,,,4160000,,22822.996366506595,0.14,5.568964958190918,,,,,0.0,,162073.22222209699,14539.88467016578,,51,162073.22222209699,22822.996366506595,,200,200,4237.16385183697,1.150748175859917e-05,,-34.976940668544316,2.7810457936539024e-07,0.0,,,51,1.627262236070237e-08,,,2.6183195700468787e-07,0.0,,
0.065,9132.220818717367,2673.3397916057515,52,,-29.809072482136372,,,4240000,,16297.802825824661,0.065,5.556983947753906,,,,,0.0,,104406.4597498879,9132.220818717367,,52,104406.4597498879,16297.802825824661,,200,200,2673.3397916057515,7.811323303030804e-05,,-29.809072482136372,-8.522769348928705e-06,0.0,,,52,1.1084102879976854e-07,,,-8.633610377728473e-06,0.0,,
0.145,13524.280741459468,3873.9454395059333,53,,-21.263780422335753,,,4320000,,23738.879330127824,0.145,5.556565284729004,,,,,0.0,,127690.33181258816,13524.280741459468,,53,127690.33181258816,23738.879330127824,,200,200,3873.9454395059333,2.1001967979827896e-05,,-21.263780422335753,-1.4989329883974278e-06,0.0,,,53,2.9738430384895764e-08,,,-1.5286714187823236e-06,0.0,,
0.12,13237.164801843448,3826.068655734564,54,,-20.119710167149005,,,4400000,,24692.55382525026,0.12,5.55658483505249,,,,,0.0,,215479.77248222384,13237.164801843448,,54,215479.77248222384,24692.55382525026,,200,200,3826.068655734564,2.5884705792122986e-06,,-20.119710167149005,4.199318937025964e-08,0.0,,,54,3.656374758520542e-09,,,3.83368146117391e-08,0.0,,
0.13,13889.703942734724,3871.8436603701125,55,,-47.94623898357047,,,4480000,,20795.433896928604,0.13,5.556394100189209,,,,,0.0,,121714.91018635406,13889.703942734724,,55,121714.91018635406,20795.433896928604,,200,200,3871.8436603701125,2.5016521249199286e-05,,-47.94623898357047,-5.264331548460177e-07,0.0,,,55,3.536399617587449e-08,,,-5.617971510218922e-07,0.0,,
0.14,15506.469636185928,4212.730753549189,56,,-25.78198135282379,,,4560000,,26593.056876891795,0.14,5.555384159088135,,,,,0.0,,211079.0021805721,15506.469636185928,,56,211079.0021805721,26593.056876891795,,200,200,4212.730753549189,8.383096428588033e-06,,-25.78198135282379,-2.384089839324588e-06,0.0,,,56,1.1855036063934676e-08,,,-2.3959448753885226e-06,0.0,,
0.09,13121.828129399952,3834.9620169276973,57,,-22.917994005662496,,,4640000,,21258.443097592244,0.09,5.5532755851745605,,,,,0.0,,119278.36901278884,13121.828129399952,,57,119278.36901278884,21258.443097592244,,200,200,3834.9620169276973,1.7296686564804986e-05,,-22.917994005662496,-3.1492909329244867e-06,0.0,,,57,2.4439941626042128e-08,,,-3.173730874550529e-06,0.0,,
0.08,7328.067507132227,2234.9544824829727,58,,-24.580791300236573,,,4720000,,12115.8286938119,0.08,5.5604400634765625,,,,,0.0,,74290.33607544452,7328.067507132227,,58,74290.33607544452,12115.8286938119,,200,200,2234.9544824829727,3.813549847109243e-05,,-24.580791300236573,4.898211955151055e-06,0.0,,,58,5.408128345152363e-08,,,4.844130671699531e-06,0.0,,
0.135,13773.477318667692,3955.7838744799865,59,,-62.77521893168776,,,4800000,,22608.08928808206,0.135,5.559775352478027,,,,,0.0,,113206.09116255412,13773.477318667692,,59,113206.09116255412,22608.08928808206,,200,200,3955.7838744799865,1.1012884897354525e-05,,-62.77521893168776,-1.7455693068768596e-06,0.0,,,59,1.5553837329207454e-08,,,-1.761123144206067e-06,0.0,,
0.135,14682.50959889437,4153.587838901401,60,31306.15850716389,-24.490345624103618,-22.121055438244387,0.0,4880000,50,22939.654397078273,0.135,5.546319484710693,0.0,31306.15850716389,178853.18643009607,17253.149323168,0.0,17253.149323168,121335.66221972056,14682.50959889437,178853.18643009607,60,121335.66221972056,22939.654397078273,6,200,200,4153.587838901401,8.63141831359826e-05,17253.149323168,-24.490345624103618,-7.953769454616122e-06,0.0,0.16,50,60,1.2294913176447153e-07,17253.149323168,0.16,-8.076718586380593e-06,0.0,6,-22.121055438244387
0.08,11209.514903200823,3105.70401872356,61,,-23.111537421989954,,,4960000,,21613.122091254307,0.08,5.54373836517334,,,,,0.0,,151115.04039319628,11209.514903200823,,61,151115.04039319628,21613.122091254307,,200,200,3105.70401872356,6.690290319966152e-06,,-23.111537421989954,-3.379655481694499e-06,0.0,,,61,9.457608030061238e-09,,,-3.3891130897245603e-06,0.0,,
0.1,13236.44340410687,3911.6689346027333,62,,-54.417520019105794,,,5040000,,19518.842140239878,0.1,5.542458534240723,,,,,0.0,,106806.29040403909,13236.44340410687,,62,106806.29040403909,19518.842140239878,,200,200,3911.6689346027333,1.3118324204697274e-05,,-54.417520019105794,-2.75084812528803e-06,0.0,,,62,1.8543232727097347e-08,,,-2.7693913580151275e-06,0.0,,
0.11,13683.60065904821,3866.61881785844,63,,-43.52928901022427,,,5120000,,26932.925206780663,0.11,5.542022228240967,,,,,0.0,,173393.27198956953,13683.60065904821,,63,173393.27198956953,26932.925206780663,,200,200,3866.61881785844,7.070125320751686e-06,,-43.52928901022427,-1.0510120773687959e-06,0.0,,,63,9.994323590944987e-09,,,-1.0610064009597409e-06,0.0,,
0.125,13134.850135901426,3724.80614181767,64,,-35.92278969855835,,,5200000,,20879.405134908367,0.125,5.545608997344971,,,,,0.0,,134419.26286047645,13134.850135901426,,64,134419.26286047645,20879.405134908367,,200,200,3724.80614181767,1.116342446039198e-05,,-35.92278969855835,4.504433945839992e-06,0.0,,,64,1.5767000149935484e-08,,,4.488666945690056e-06,0.0,,
0.12,12873.00487949252,3619.355710866586,65,,-21.159700579610515,,,5280000,,23802.80573968765,0.12,5.544118404388428,,,,,0.0,,203732.3603139827,12873.00487949252,,65,203732.3603139827,23802.80573968765,,200,200,3619.355710866586,5.257984412310179e-06,,-21.159700579610515,-3.29324802805786e-06,0.0,,,65,7.474909580196254e-09,,,-3.3007229376380565e-06,0.0,,
0.085,13180.629583607151,3869.097969470674,66,,-31.27617158601775,,,5360000,,23011.669379311374,0.085,5.5435309410095215,,,,,0.0,,188987.66860192968,13180.629583607151,,66,188987.66860192968,23011.669379311374,,200,200,3869.097969470674,4.711602741735987e-06,,-31.27617158601775,-1.251435833182768e-06,0.0,,,66,6.662958185188472e-09,,,-1.2580987913679564e-06,0.0,,
0.13,14050.519560683808,4103.114433197981,67,,-29.937562747800115,,,5440000,,24983.933966168406,0.13,5.53498649597168,,,,,0.0,,152490.81726864862,14050.519560683808,,67,152490.81726864862,24983.933966168406,,200,200,4103.114433197981,3.1082141504157335e-05,,-29.937562747800115,-6.423558261303697e-06,0.0,,,67,4.401636033435352e-08,,,-6.46757462163805e-06,0.0,,
0.11,12908.900971491457,3548.7690574432713,68,,-24.96662330789763,,,5520000,,23848.586556787723,0.11,5.533088207244873,,,,,0.0,,173082.92572304065,12908.900971491457,,68,173082.92572304065,23848.586556787723,,200,200,3548.7690574432713,6.310139724519104e-06,,-24.96662330789763,-3.0253272598201875e-06,0.0,,,68,8.913730198401026e-09,,,-3.0342409900185885e-06,0.0,,
0.095,10340.662520334236,2961.026802659461,69,,-25.332997385703543,,,5600000,,17093.54142775233,0.095,5.5331339836120605,,,,,0.0,,123932.93250641873,10340.662520334236,,69,123932.93250641873,17093.54142775233,,200,200,2961.026802659461,4.288743366487324e-05,,-25.332997385703543,3.993054775719429e-08,0.0,,,69,6.071813984931396e-08,,,-2.0787592092119667e-08,0.0,,
0.135,15168.373161511861,4222.528482743664,70,15335.377452985436,-28.933295525699563,-24.57487655589,0.0,5680000,50,25239.587092580357,0.135,5.528249740600586,0.0,15335.377452985436,71744.11872740858,9718.733708007301,0.0,9718.733708007301,134661.07982244046,15168.373161511861,71744.11872740858,70,134661.07982244046,25239.587092580357,7,200,200,4222.528482743664,1.3890753507439513e-05,9718.733708007301,-28.933295525699563,-4.461394837562693e-06,0.0,0.1,50,70,1.9643266568891704e-08,9718.733708007301,0.1,-4.481038104131585e-06,0.0,7,-24.57487655589
0.165,14453.873800600255,4082.2546909760695,71,,-42.98663148799359,,,5760000,,24478.150023132413,0.165,5.525918006896973,,,,,0.0,,140185.39690745447,14453.873800600255,,71,140185.39690745447,24478.150023132413,,200,200,4082.2546909760695,2.1984513296047226e-05,,-42.98663148799359,-5.044200406700838e-06,0.0,,,71,3.107061274931766e-08,,,-5.075271019450156e-06,0.0,,
0.1,11941.067381524956,3470.973208165424,72,,-31.684958896091377,,,5840000,,19885.571183127515,0.1,5.526074409484863,,,,,0.0,,121505.07025784692,11941.067381524956,,72,121505.07025784692,19885.571183127515,,200,200,3470.973208165424,2.15211675822502e-05,,-31.684958896091377,1.8419305547467957e-07,0.0,,,72,3.053146713227761e-08,,,1.5366158834240196e-07,0.0,,
0.125,12609.525233113183,3540.794482103983,73,,-38.51461252285524,,,5920000,,22870.385439813057,0.125,5.505921363830566,,,,,0.0,,165785.16265332402,12609.525233113183,,73,165785.16265332402,22870.385439813057,,200,200,3540.794482103983,0.002999053103849292,,-38.51461252285524,-1.6620580936432816e-05,0.0,,,73,4.252282451489009e-06,,,-2.0872863387921825e-05,0.0,,
0.12,16793.666866344996,4725.268005921123,74,,-32.683640535277185,,,6000000,,27582.523891969162,0.12,5.5057525634765625,,,,,0.0,,135391.63080969406,16793.666866344996,,74,135391.63080969406,27582.523891969162,,200,200,4725.268005921123,2.9879179237468634e-06,,-32.683640535277185,-5.159698730494711e-07,0.0,,,74,4.215507942717522e-09,,,-5.201853809921886e-07,0.0,,
0.125,13870.195530867726,3863.2373939621752,75,,-25.234918834968667,,,6080000,,24471.428892328295,0.125,5.5061116218566895,,,,,0.0,,176574.4572684383,13870.195530867726,,75,176574.4572684383,24471.428892328295,,200,200,3863.2373939621752,6.192768523760606e-06,,-25.234918834968667,1.1538767239471781e-06,0.0,,,75,8.75149908097228e-09,,,1.1451252248662058e-06,0.0,,
0.125,15164.66475141967,4195.631602424304,76,,-42.10400077577478,,,6160000,,27027.679206064236,0.125,5.505065441131592,,,,,0.0,,162880.54798348635,15164.66475141967,,76,162880.54798348635,27027.679206064236,,200,200,4195.631602424304,1.1844325854326598e-05,,-42.10400077577478,-2.640620778038283e-06,0.0,,,76,1.6738567865104415e-08,,,-2.6573593459033873e-06,0.0,,
0.15,15614.965353655345,4406.080749726372,77,,-29.432655042401265,,,6240000,,25885.551913407555,0.15,5.506647109985352,,,,,0.0,,165466.07942473452,15614.965353655345,,77,165466.07942473452,25885.551913407555,,200,200,4406.080749726372,9.045676961250138e-06,,-29.432655042401265,2.159306404792005e-06,0.0,,,77,1.2773853086400777e-08,,,2.1465325517056044e-06,0.0,,
0.085,12457.992835627068,3400.6656823971775,78,,-30.897778905923346,,,6320000,,20347.50435287829,0.085,5.506752967834473,,,,,0.0,,132660.81094310025,12457.992835627068,,78,132660.81094310025,20347.50435287829,,200,200,3400.6656823971775,7.3355281529075e-06,,-30.897778905923346,1.6392625923344895e-07,0.0,,,78,1.036949015542632e-08,,,1.5355676907802263e-07,0.0,,
0.11,13727.460667628022,4011.2579600374597,79,,-27.472212853890134,,,6400000,,21081.651085438003,0.11,5.506509780883789,,,,,0.0,,114650.64684992161,13727.460667628022,,79,114650.64684992161,21081.651085438003,,200,200,4011.2579600374597,3.2064403967524413e-06,,-27.472212853890134,-9.623224741517333e-07,0.0,,,79,4.52700987807475e-09,,,-9.66849484029808e-07,0.0,,
0.13,14324.204932723604,4038.396128141608,80,24800.772123702274,-30.149098149362036,-23.018699362537664,0.0,6480000,50,22682.765328575893,0.13,5.50623083114624,0.0,24800.772123702274,123669.62050939568,15941.003980446583,0.0,15941.003980446583,135320.5503826801,14324.204932723604,123669.62050939568,80,135320.5503826801,22682.765328575893,8,200,200,4038.396128141608,3.1107078939385246e-06,15941.003980446583,-30.149098149362036,-3.6203135778123396e-07,0.0,0.1,50,80,4.393172048366978e-09,15941.003980446583,0.1,-3.6642452982960094e-07,0.0,8,-23.018699362537664
0.115,13741.061426176595,3741.9439786058065,81,,-34.49809017999839,,,6560000,,21834.362651615585,0.115,5.505731582641602,,,,,0.0,,103626.72017665092,13741.061426176595,,81,103626.72017665092,21834.362651615585,,200,200,3741.9439786058065,4.744646503240801e-06,,-34.49809017999839,-1.8232560705655487e-06,0.0,,,81,6.70638655719813e-09,,,-1.8299624571227469e-06,0.0,,
0.17,17757.611830935017,4899.269556568638,82,,-40.86225159177879,,,6640000,,26477.368297758887,0.17,5.504669189453125,,,,,0.0,,136801.39522704546,17757.611830935017,,82,136801.39522704546,26477.368297758887,,200,200,4899.269556568638,1.3919129742134828e-06,,-40.86225159177879,-1.5368963204309694e-06,0.0,,,82,1.982016328838654e-09,,,-1.538878336759808e-06,0.0,,
0.18,18504.462857649443,5129.335533229479,83,,-37.538605079449304,,,6720000,,31935.263088473752,0.18,5.504305839538574,,,,,0.0,,177272.8725646009,18504.462857649443,,83,177272.8725646009,31935.263088473752,,200,200,5129.335533229479,1.4447240573645104e-05,,-37.538605079449304,-9.043286581800203e-07,0.0,,,83,2.0427933122846298e-08,,,-9.247565913028666e-07,0.0,,
0.145,15491.799986224407,4306.573555425819,84,,-42.979830045930605,,,6800000,,26689.037923635304,0.145,5.499380588531494,,,,,0.0,,151380.7695725642,15491.799986224407,,84,151380.7695725642,26689.037923635304,,200,200,4306.573555425819,1.4142728105071e-05,,-42.979830045930605,-3.850348548439797e-06,0.0,,,84,2.0027982827741653e-08,,,-3.870376531267539e-06,0.0,,
0.185,16662.635327202115,4533.274061074585,85,,-25.255794458617313,,,6880000,,24811.602686821967,0.185,5.497658729553223,,,,,0.0,,123926.61300894068,16662.635327202115,,85,123926.61300894068,24811.602686821967,,200,200,4533.274061074585,1.356846587441396e-05,,-25.255794458617313,-3.931704668502789e-06,0.0,,,85,1.920125214383006e-08,,,-3.950905920646619e-06,0.0,,
0.17,19433.375638270798,5397.990532573987,86,,-23.554190242768584,,,6960000,,29516.2972747297,0.17,5.497425556182861,,,,,0.0,,133946.15120786702,19433.375638270798,,86,133946.15120786702,29516.2972747297,,200,200,5397.990532573987,6.665187356702518e-06,,-23.554190242768584,-5.437556183096603e-07,0.0,,,86,9.410314305569045e-09,,,-5.531659326152294e-07,0.0,,
0.145,13696.826515745664,3822.058668195702,87,,-34.6470340064413,,,7040000,,21418.47329072665,0.145,5.494397163391113,,,,,0.0,,115773.9647645028,13696.826515745664,,87,115773.9647645028,21418.47329072665,,200,200,3822.058668195702,3.324297722429037e-05,,-34.6470340064413,-3.5099219530820847e-06,0.0,,,87,4.7085904952837154e-08,,,-3.557007858034922e-06,0.0,,
0.18,19532.338183625332,5554.146345859652,88,,-141.8967681011604,,,7120000,,26738.087821713452,0.18,5.49384069442749,,,,,0.0,,129453.00187082311,19532.338183625332,,88,129453.00187082311,26738.087821713452,,200,200,5554.146345859652,6.969747573748464e-06,,-141.8967681011604,-2.2068916223361157e-06,0.0,,,88,9.843688530963846e-09,,,-2.2167353108670795e-06,0.0,,
0.105,12177.796381476766,3318.957205813287,89,,-48.83887788710093,,,7200000,,20312.683219556577,0.105,5.494324207305908,,,,,0.0,,97575.54277842861,12177.796381476766,,89,97575.54277842861,20312.683219556577,,200,200,3318.957205813287,3.1893650884740055e-06,,-48.83887788710093,1.8156745227315696e-06,0.0,,,89,4.493699634622317e-09,,,1.8111808230969473e-06,0.0,,
0.15,15916.550721321872,4359.097796106973,90,35468.93874687196,-26.29180409186163,-16.808756744870404,0.0,7280000,50,26064.9156844026,0.15,5.492812633514404,0.0,35468.93874687196,151985.10749639742,18775.12062446984,0.0,18775.12062446984,184674.0105741978,15916.550721321872,151985.10749639742,90,184674.0105741978,26064.9156844026,9,200,200,4359.097796106973,4.502979572862387e-05,18775.12062446984,-26.29180409186163,-2.2458689272752963e-06,0.0,0.14,50,90,6.366394700307865e-08,18775.12062446984,0.14,-2.309532874278375e-06,0.0,9,-16.808756744870404
0.125,17398.662023138466,4846.299989219886,91,,-36.03071339882559,,,7360000,,26069.78967221025,0.125,5.492752552032471,,,,,0.0,,140025.29798860574,17398.662023138466,,91,140025.29798860574,26069.78967221025,,200,200,4846.299989219886,9.515362762613222e-06,,-36.03071339882559,-1.6621920906345622e-07,0.0,,,91,1.3448214986055973e-08,,,-1.796674240495122e-07,0.0,,
