MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/StdReturn,MetaTest/push-wall-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/push-wall-v1/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/push-wall-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTest/push-wall-v1/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/push-wall-v1/TerminationRate,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/push-wall-v1/MaxReturn,MetaTest/push-wall-v1/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/push-wall-v1/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-wall-v1/AverageReturn,MetaTest/Average/AverageReturn,TotalEnvSteps
-36.623601712150645,333.64444,48558.06590790264,48558.06590790264,163713.40235993624,20,-36.623601712150645,-92296.06,20,-17.314997,nan,0.1,0.0,0.0,0.1,21716586.0,163713.40235993624,18764.29223350116,10,10,18764.29223350116,18764.29223350114,18764.29223350114,704000
-125.97164435749211,158.24838,12333.71871555597,12333.71871555597,39174.542874493054,21,-125.97164435749211,-93349.984,21,-18.61991,nan,0.2,0.0,0.0,0.2,23859742.0,39174.542874493054,6299.1462136962555,10,10,6299.1462136962555,6299.146213696261,6299.146213696261,728000
-50.84923245702412,520.22076,44871.80305690554,44871.80305690554,119613.20203740634,22,-50.84923245702412,-94312.34,22,-17.962208,nan,0.2,0.0,0.0,0.2,24999294.0,119613.20203740634,24069.196196766094,10,10,24069.196196766094,24069.196196766094,24069.196196766094,752000
-131.353321127907,1260.5935,23995.76989621499,23995.76989621499,74968.54211689209,23,-131.353321127907,-91476.54,23,-16.660013,nan,0.1,0.0,0.0,0.1,26011574.0,74968.54211689209,11508.10115929418,10,10,11508.10115929418,11508.101159294176,11508.101159294176,776000
-72.6818629627143,3557.463,63505.73731299379,63505.73731299379,212088.58284390072,24,-72.6818629627143,-102330.336,24,-17.148712,nan,0.2,0.0,0.0,0.2,31943468.0,212088.58284390072,21596.25916662334,10,10,21596.25916662334,21596.259166623342,21596.259166623342,800000
-98.11942369513137,412.24063,97821.79767558917,97821.79767558917,266132.65141885757,25,-98.11942369513137,-113371.56,25,-18.013357,nan,0.3,0.0,0.0,0.3,39261756.0,266132.65141885757,67863.22036896195,10,10,67863.22036896195,67863.22036896192,67863.22036896192,824000
-95.49774103742473,230.94913,69615.6526897538,69615.6526897538,223846.39769313947,26,-95.49774103742473,-115387.3,26,-17.254078,nan,0.3,0.0,0.0,0.3,44092440.0,223846.39769313947,32054.26861801334,10,10,32054.26861801334,32054.26861801334,32054.26861801334,848000
-35.32199187536267,371.9611,93561.89441467122,93561.89441467122,301688.614825215,27,-35.32199187536267,-116915.59,27,-16.404387,nan,0.3,0.0,0.0,0.3,49905436.0,301688.614825215,59988.42373773056,10,10,59988.42373773056,59988.423737730525,59988.423737730525,872000
-54.144772661740504,88.568535,35708.00637082214,35708.00637082214,107610.0155845465,28,-54.144772661740504,-115440.8,28,-16.166887,nan,0.3,0.0,0.0,0.3,53297988.0,107610.0155845465,18676.00269022151,10,10,18676.00269022151,18676.002690221507,18676.002690221507,896000
-69.76428589938897,140.91333,85744.76046013566,85744.76046013566,268982.57385161275,29,-69.76428589938897,-122904.05,29,-15.470059,nan,0.3,0.0,0.0,0.3,62965704.0,268982.57385161275,43047.00268482936,10,10,43047.00268482936,43047.00268482933,43047.00268482933,920000
-82.62361406596811,79.57394,4340.423728549042,4340.423728549042,14334.074182157527,30,-82.62361406596811,-126339.12,30,-15.370532,nan,0.5,0.0,0.0,0.5,69236024.0,14334.074182157527,1790.1083861206334,10,10,1790.1083861206334,1790.1083861206346,1790.1083861206346,944000
-93.77489518670082,286.11844,7047.216819695441,7047.216819695441,23992.920056670446,31,-93.77489518670082,-130519.914,31,-15.524035,nan,0.1,0.0,0.0,0.1,77631500.0,23992.920056670446,3332.443512249064,10,10,3332.443512249064,3332.443512249064,3332.443512249064,968000
-68.17692220528815,260.8472,81572.66312384442,81572.66312384442,231556.6574947972,32,-68.17692220528815,-135264.42,32,-16.25863,nan,0.4,0.0,0.0,0.4,85160120.0,231556.6574947972,69166.79756309258,10,10,69166.79756309258,69166.79756309258,69166.79756309258,992000
-46.696109556086945,62.934696,60101.44936291737,60101.44936291737,187781.60738852824,33,-46.696109556086945,-139760.38,33,-16.91443,nan,0.5,0.0,0.0,0.5,91465180.0,187781.60738852824,33830.61708578145,10,10,33830.61708578145,33830.61708578145,33830.61708578145,1016000
-96.79800958766619,54.451725,60540.71516263374,60540.71516263374,195102.43552150772,34,-96.79800958766619,-151873.19,34,-17.04784,nan,0.2,0.0,0.0,0.2,103796216.0,195102.43552150772,45690.156951461235,10,10,45690.156951461235,45690.15695146124,45690.15695146124,1040000
-53.8653996980669,113.160736,56555.382576151125,56555.382576151125,188973.9626424694,35,-53.8653996980669,-151268.03,35,-17.06393,nan,0.3,0.0,0.0,0.3,104342260.0,188973.9626424694,19330.892577164628,10,10,19330.892577164628,19330.89257716463,19330.89257716463,1064000
-86.07124526750289,84.5368,42800.70723007729,42800.70723007729,118062.12436797377,36,-86.07124526750289,-155945.55,36,-16.055206,nan,0.5,0.0,0.0,0.5,112647580.0,118062.12436797377,35398.089968640656,10,10,35398.089968640656,35398.08996864065,35398.08996864065,1088000
-104.98759224176278,58.294827,46507.252754549656,46507.252754549656,159098.56110440602,37,-104.98759224176278,-166008.78,37,-15.91048,nan,0.3,0.0,0.0,0.3,128242750.0,159098.56110440602,21724.956519323612,10,10,21724.956519323612,21724.956519323612,21724.956519323612,1112000
-63.38396770960657,46.61788,63407.52683758959,63407.52683758959,171728.9327288951,38,-63.38396770960657,-170876.89,38,-16.461231,nan,0.4,0.0,0.0,0.4,144253060.0,171728.9327288951,65582.54441345399,10,10,65582.54441345399,65582.54441345399,65582.54441345399,1136000
-96.85133487303855,47.23189,43525.91182985336,43525.91182985336,150861.93119233902,39,-96.85133487303855,-173489.47,39,-16.940304,nan,0.2,0.0,0.0,0.2,154313620.0,150861.93119233902,24415.09574110585,10,10,24415.09574110585,24415.09574110584,24415.09574110584,1160000
-101.74888681077033,46.58775,68432.44037023041,68432.44037023041,198328.6971865191,40,-101.74888681077033,-178078.1,40,-17.31679,nan,0.4,0.0,0.0,0.4,171374480.0,198328.6971865191,51209.5749104671,10,10,51209.5749104671,51209.57491046708,51209.57491046708,1184000
683.5506522922115,46.413136,94091.33006116275,94091.33006116275,293969.57106521877,41,683.5506522922115,-186929.44,41,-18.082544,nan,0.6,0.0,0.0,0.6,190629220.0,293969.57106521877,103326.22572241873,10,10,103326.22572241873,103326.22572241866,103326.22572241866,1208000
-54.10547832005889,41.44126,21871.977246686514,21871.977246686514,58601.37706405964,42,-54.10547832005889,-191177.03,42,-18.659355,nan,0.4,0.0,0.0,0.4,194060080.0,58601.37706405964,19238.785409593052,10,10,19238.785409593052,19238.785409593052,19238.785409593052,1232000
1140.0453664636675,39.759663,54008.84296110133,54008.84296110133,191327.28114327468,43,1140.0453664636675,-191014.83,43,-18.972757,nan,0.7,0.0,0.0,0.7,202568860.0,191327.28114327468,57937.18366898426,10,10,57937.18366898426,57937.18366898424,57937.18366898424,1256000
-86.33493499760469,39.001663,83503.10984501065,83503.10984501065,240315.58126891198,44,-86.33493499760469,-191651.11,44,-18.250063,nan,0.6,0.0,0.0,0.6,211542740.0,240315.58126891198,65647.07055807133,10,10,65647.07055807133,65647.07055807131,65647.07055807131,1280000
-147.12877995126718,29.980453,92805.7018354067,92805.7018354067,306321.25681754726,45,-147.12877995126718,-193371.14,45,-17.596186,nan,0.2,0.0,0.0,0.2,210071700.0,306321.25681754726,68158.90277723057,10,10,68158.90277723057,68158.90277723057,68158.90277723057,1304000
-24.940628090014577,42.407024,98821.71530612234,98821.71530612234,336059.49702286936,46,-24.940628090014577,-195572.12,46,-17.689352,nan,0.7,0.0,0.0,0.7,227480530.0,336059.49702286936,116065.8341046767,10,10,116065.8341046767,116065.8341046767,116065.8341046767,1328000
-30.571910857649268,31.650637,76612.72814339348,76612.72814339348,268471.53914982255,47,-30.571910857649268,-202551.81,47,-18.412489,nan,0.6,0.0,0.0,0.6,240599410.0,268471.53914982255,85834.53936496271,10,10,85834.53936496271,85834.53936496271,85834.53936496271,1352000
-47.73990713630175,54.29619,94787.95770029578,94787.95770029578,302536.4214362065,48,-47.73990713630175,-205950.89,48,-18.64455,nan,0.3,0.0,0.0,0.3,251421810.0,302536.4214362065,58285.30680616609,10,10,58285.30680616609,58285.306806166096,58285.306806166096,1376000
-24.03267393596647,44.378235,45206.4468664985,45206.4468664985,126917.36143858812,49,-24.03267393596647,-201776.89,49,-18.871803,nan,0.1,0.0,0.0,0.1,248239060.0,126917.36143858812,23946.839168879458,10,10,23946.839168879458,23946.839168879458,23946.839168879458,1400000
-51.13165262500361,44.396725,86633.84344697499,86633.84344697499,293875.25085827836,50,-51.13165262500361,-212332.28,50,-19.219234,nan,0.3,0.0,0.0,0.3,277570620.0,293875.25085827836,53991.96056199819,10,10,53991.96056199819,53991.9605619982,53991.9605619982,1424000
-19.73499856109922,61.037754,102807.69646458898,102807.69646458898,306681.15713319625,51,-19.73499856109922,-220586.78,51,-19.37059,nan,0.7,0.0,0.0,0.7,301953060.0,306681.15713319625,131876.87629820834,10,10,131876.87629820834,131876.8762982083,131876.8762982083,1448000
66.1120092146087,40.76778,50210.68042197205,50210.68042197205,126436.10972920197,52,66.1120092146087,-225740.38,52,-19.79802,nan,0.4,0.0,0.0,0.4,311729660.0,126436.10972920197,43844.397601005694,10,10,43844.397601005694,43844.397601005694,43844.397601005694,1472000
-19.93370015179452,28.938488,81374.73817038642,81374.73817038642,264119.07281034754,53,-19.93370015179452,-244563.44,53,-19.994814,nan,0.3,0.0,0.0,0.3,334539600.0,264119.07281034754,57324.57087638895,10,10,57324.57087638895,57324.57087638891,57324.57087638891,1496000
-56.66483613585753,31.295605,76005.4082266434,76005.4082266434,178053.51322166823,54,-56.66483613585753,-247110.17,54,-19.815998,nan,0.5,0.0,0.0,0.5,342729000.0,178053.51322166823,63459.94825474116,10,10,63459.94825474116,63459.94825474111,63459.94825474111,1520000
3954.0267724152563,30.960285,89458.20817874998,89458.20817874998,252937.93923659736,55,3954.0267724152563,-254264.97,55,-19.801508,nan,0.4,0.0,0.0,0.4,356106300.0,252937.93923659736,82992.67544115448,10,10,82992.67544115448,82992.67544115447,82992.67544115447,1544000
-21.382292010935096,197.40335,71144.37383983209,71144.37383983209,243357.45227820353,56,-21.382292010935096,-255961.98,56,-19.691788,nan,0.3,0.0,0.0,0.3,366053400.0,243357.45227820353,71238.94343999524,10,10,71238.94343999524,71238.94343999526,71238.94343999526,1568000
21408.851423668322,69.38945,83885.50808456945,83885.50808456945,297262.22890200885,57,21408.851423668322,-258950.3,57,-19.696678,nan,0.6,0.0,0.0,0.6,373104320.0,297262.22890200885,117953.56664953436,10,10,117953.56664953436,117953.56664953435,117953.56664953435,1592000
-55.625083006906614,269.4743,67502.82466524937,67502.82466524937,200008.75103046026,58,-55.625083006906614,-258405.45,58,-19.456476,nan,0.4,0.0,0.0,0.4,363560160.0,200008.75103046026,58133.93183990176,10,10,58133.93183990176,58133.931839901765,58133.931839901765,1616000
-22.015545180098005,192.10425,100941.97808519255,100941.97808519255,298543.2122025449,59,-22.015545180098005,-266380.1,59,-19.336319,nan,0.5,0.0,0.0,0.5,370116200.0,298543.2122025449,123336.22848395845,10,10,123336.22848395845,123336.22848395843,123336.22848395843,1640000
-33.22676254643962,83.79431,73966.39484408079,73966.39484408079,191089.10917660454,60,-33.22676254643962,-265987.38,60,-19.573463,nan,0.5,0.0,0.0,0.5,377687780.0,191089.10917660454,70807.22765218164,10,10,70807.22765218164,70807.22765218164,70807.22765218164,1664000
-84.95560850643649,207.72,75462.55828668732,75462.55828668732,236595.886149369,61,-84.95560850643649,-264787.94,61,-19.652155,nan,0.5,0.0,0.0,0.5,387922400.0,236595.886149369,82459.67293883071,10,10,82459.67293883071,82459.67293883071,82459.67293883071,1688000
-45.80000345307894,191.8066,106065.41661798314,106065.41661798314,281026.8294742789,62,-45.80000345307894,-258120.19,62,-19.028946,nan,0.5,0.0,0.0,0.5,379836600.0,281026.8294742789,85826.55232144085,10,10,85826.55232144085,85826.5523214408,85826.5523214408,1712000
-34.57046720247359,51.471188,80887.58870921655,80887.58870921655,233180.3071702996,63,-34.57046720247359,-258940.66,63,-18.917208,nan,0.5,0.0,0.0,0.5,386896480.0,233180.3071702996,89114.08817951482,10,10,89114.08817951482,89114.08817951486,89114.08817951486,1736000
-33.519216043682846,33.98893,95370.32314815793,95370.32314815793,266272.2534934265,64,-33.519216043682846,-267824.8,64,-19.293123,nan,0.5,0.0,0.0,0.5,397549380.0,266272.2534934265,81478.8669331698,10,10,81478.8669331698,81478.8669331698,81478.8669331698,1760000
-54.70772531919408,31.36658,41438.811838582114,41438.811838582114,116961.34063472788,65,-54.70772531919408,-274045.8,65,-19.661345,nan,0.3,0.0,0.0,0.3,415691230.0,116961.34063472788,30028.707474600647,10,10,30028.707474600647,30028.707474600633,30028.707474600633,1784000
-34.9075576094645,30.551497,68653.86478564491,68653.86478564491,187951.49115902427,66,-34.9075576094645,-278706.25,66,-19.772684,nan,0.4,0.0,0.0,0.4,426570430.0,187951.49115902427,45834.79948326596,10,10,45834.79948326596,45834.799483265975,45834.799483265975,1808000
-22.05959883635419,33.408173,92868.24885090829,92868.24885090829,250042.8490647715,67,-22.05959883635419,-281849.1,67,-19.925879,nan,0.5,0.0,0.0,0.5,425078750.0,250042.8490647715,87975.44624129313,10,10,87975.44624129313,87975.44624129316,87975.44624129316,1832000
-87.53670072514939,29.32547,49053.308883559184,49053.308883559184,166198.95182682315,68,-87.53670072514939,-282919.22,68,-19.771736,nan,0.3,0.0,0.0,0.3,424935100.0,166198.95182682315,25659.678336586345,10,10,25659.678336586345,25659.678336586352,25659.678336586352,1856000
-115.98220299116727,24.424812,33925.472441827726,33925.472441827726,93050.1905578862,69,-115.98220299116727,-290365.44,69,-20.037046,nan,0.1,0.0,0.0,0.1,436100380.0,93050.1905578862,21542.86253073694,10,10,21542.86253073694,21542.86253073693,21542.86253073693,1880000
-84.54308662523624,25.288765,86687.34408610234,86687.34408610234,207442.08890957804,70,-84.54308662523624,-290935.7,70,-20.263975,nan,0.4,0.0,0.0,0.4,440331550.0,207442.08890957804,83265.17491662926,10,10,83265.17491662926,83265.17491662924,83265.17491662924,1904000
875.2495055100505,24.816376,91837.66485313525,91837.66485313525,299925.9267940519,71,875.2495055100505,-298273.25,71,-20.556376,nan,0.5,0.0,0.0,0.5,447012160.0,299925.9267940519,53061.89751204844,10,10,53061.89751204844,53061.89751204846,53061.89751204846,1928000
-132.8923396680973,27.576368,74098.71028296683,74098.71028296683,219370.688407268,72,-132.8923396680973,-297091.0,72,-20.725399,nan,0.7,0.0,0.0,0.7,442295040.0,219370.688407268,75518.11046399626,10,10,75518.11046399626,75518.11046399626,75518.11046399626,1952000
959.1823605924963,25.91051,57576.52378639053,57576.52378639053,150023.37473725958,73,959.1823605924963,-296466.66,73,-20.73757,nan,0.4,0.0,0.0,0.4,448474240.0,150023.37473725958,51964.42319609394,10,10,51964.42319609394,51964.42319609393,51964.42319609393,1976000
-16.868617451738913,22.98939,60999.603304002885,60999.603304002885,172275.95167133218,74,-16.868617451738913,-298001.03,74,-20.931042,nan,0.4,0.0,0.0,0.4,455228400.0,172275.95167133218,61689.687475542516,10,10,61689.687475542516,61689.687475542516,61689.687475542516,2000000
-41.26254653377967,23.985132,60034.87587927867,60034.87587927867,165124.3696287764,75,-41.26254653377967,-300376.38,75,-21.14407,nan,0.5,0.0,0.0,0.5,472099400.0,165124.3696287764,64773.8886124197,10,10,64773.8886124197,64773.88861241968,64773.88861241968,2024000
314.6140963381859,24.10359,91713.30060886152,91713.30060886152,220503.00450968157,76,314.6140963381859,-310528.03,76,-21.487865,nan,0.6,0.0,0.0,0.6,492024770.0,220503.00450968157,98712.73249673686,10,10,98712.73249673686,98712.73249673685,98712.73249673685,2048000
-28.579253840566057,57.946213,50980.128300238044,50980.128300238044,178244.11653400984,77,-28.579253840566057,-314132.22,77,-21.761187,nan,0.2,0.0,0.0,0.2,513374750.0,178244.11653400984,27178.25184194806,10,10,27178.25184194806,27178.25184194807,27178.25184194807,2072000
-50.103022762450315,23.857395,74752.63074995633,74752.63074995633,223879.13038699699,78,-50.103022762450315,-320863.16,78,-21.877024,nan,0.5,0.0,0.0,0.5,519102200.0,223879.13038699699,72434.7777408885,10,10,72434.7777408885,72434.77774088852,72434.77774088852,2096000
24.23878396056627,368.7405,37167.44130335436,37167.44130335436,102673.8671213842,79,24.23878396056627,-316964.53,79,-22.481699,nan,0.4,0.0,0.0,0.4,531033120.0,102673.8671213842,39685.72985487255,10,10,39685.72985487255,39685.72985487257,39685.72985487257,2120000
-92.49539031586033,303.05722,71387.11416529975,71387.11416529975,201557.42320993147,80,-92.49539031586033,-311431.7,80,-23.053648,nan,0.4,0.0,0.0,0.4,504803620.0,201557.42320993147,49405.91212144226,10,10,49405.91212144226,49405.91212144228,49405.91212144228,2144000
1298.5073104173102,53.525726,86066.48326812602,86066.48326812602,291067.3164036281,81,1298.5073104173102,-316280.7,81,-23.250397,nan,0.8,0.0,0.0,0.8,519924350.0,291067.3164036281,108222.86189280388,10,10,108222.86189280388,108222.86189280383,108222.86189280383,2168000
-43.837931022557484,26.10478,78227.17237259925,78227.17237259925,257751.68613182657,82,-43.837931022557484,-331633.1,82,-22.956573,nan,0.6,0.0,0.0,0.6,527319040.0,257751.68613182657,99654.38294160481,10,10,99654.38294160481,99654.38294160485,99654.38294160485,2192000
-66.99131119617853,24.597116,27809.80728430897,27809.80728430897,87130.00564275593,83,-66.99131119617853,-332624.25,83,-22.946587,nan,0.4,0.0,0.0,0.4,533321570.0,87130.00564275593,17652.812041198948,10,10,17652.812041198948,17652.812041198944,17652.812041198944,2216000
-13.044003575847565,947.52295,65813.30429438758,65813.30429438758,186753.90433342743,84,-13.044003575847565,-331668.6,84,-23.299416,nan,0.4,0.0,0.0,0.4,655735550.0,186753.90433342743,55476.439686571786,10,10,55476.439686571786,55476.43968657176,55476.43968657176,2240000
-21.165559328537118,1542.2264,98929.74922160708,98929.74922160708,320272.07009106904,85,-21.165559328537118,-323654.34,85,-23.201698,nan,0.4,0.0,0.0,0.4,582359040.0,320272.07009106904,80999.03004624878,10,10,80999.03004624878,80999.03004624874,80999.03004624874,2264000
68.05007862195319,263.0474,86619.46543322578,86619.46543322578,239427.96560405294,86,68.05007862195319,-334809.6,86,-23.000082,nan,0.7,0.0,0.0,0.7,547183360.0,239427.96560405294,102051.48990365189,10,10,102051.48990365189,102051.48990365188,102051.48990365188,2288000
-32.17599852267324,248.41473,43911.02510738491,43911.02510738491,141256.14619194297,87,-32.17599852267324,-332157.8,87,-23.220573,nan,0.3,0.0,0.0,0.3,545816260.0,141256.14619194297,62287.61551227863,10,10,62287.61551227863,62287.61551227865,62287.61551227865,2312000
50.407417609382556,246.30106,73874.08692725602,73874.08692725602,243801.88132429804,88,50.407417609382556,-331315.2,88,-23.694817,nan,0.3,0.0,0.0,0.3,549108100.0,243801.88132429804,38698.40049422274,10,10,38698.40049422274,38698.40049422278,38698.40049422278,2336000
512.8725008179167,212.28754,74787.84932878055,74787.84932878055,227175.5320009216,89,512.8725008179167,-331696.75,89,-23.46349,nan,0.6,0.0,0.0,0.6,529399940.0,227175.5320009216,117751.90290202445,10,10,117751.90290202445,117751.90290202448,117751.90290202448,2360000
-71.68646957695971,97.16217,87711.29048780329,87711.29048780329,310945.32049646106,90,-71.68646957695971,-332846.97,90,-23.653122,nan,0.5,0.0,0.0,0.5,537920830.0,310945.32049646106,79192.17781317004,10,10,79192.17781317004,79192.17781317003,79192.17781317003,2384000
-34.65630233294604,42.839043,75196.57450732669,75196.57450732669,256351.61448805087,91,-34.65630233294604,-338384.38,91,-23.651497,nan,0.2,0.0,0.0,0.2,543642800.0,256351.61448805087,32099.296414017772,10,10,32099.296414017772,32099.296414017757,32099.296414017757,2408000
192.1533596257681,364.5336,70121.1810550585,70121.1810550585,196154.50002884242,92,192.1533596257681,-337050.3,92,-23.780293,nan,0.7,0.0,0.0,0.7,547138050.0,196154.50002884242,101919.26508478218,10,10,101919.26508478218,101919.26508478215,101919.26508478215,2432000
-26.555223822361345,285.4183,76851.84178700017,76851.84178700017,203449.50338172755,93,-26.555223822361345,-338462.84,93,-23.906883,nan,0.4,0.0,0.0,0.4,551624400.0,203449.50338172755,67042.55007975794,10,10,67042.55007975794,67042.55007975792,67042.55007975792,2456000
389.81838273305186,432.2235,44493.28901819524,44493.28901819524,120615.06778493557,94,389.81838273305186,-340013.1,94,-24.138762,nan,0.3,0.0,0.0,0.3,597485600.0,120615.06778493557,29484.41888722176,10,10,29484.41888722176,29484.41888722176,29484.41888722176,2480000
-66.40829905068045,122.96861,84356.99881644831,84356.99881644831,214650.7285025023,95,-66.40829905068045,-337912.3,95,-24.4678,nan,0.4,0.0,0.0,0.4,561302600.0,214650.7285025023,73515.47798806841,10,10,73515.47798806841,73515.47798806842,73515.47798806842,2504000
