Average/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/handle-pull-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,handle-pull-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/handle-pull-v1/TerminationRate,policy/dLoss,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,Average/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/handle-pull-v1/NumEpisodes,TotalEnvSteps,MetaTest/handle-pull-v1/MaxReturn,Average/Iteration,MetaTest/handle-pull-v1/MinReturn,handle-pull-v1/SuccessRate,handle-pull-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,handle-pull-v1/StdReturn,policy/KL,policy/LossBefore,handle-pull-v1/AverageReturn,MetaTest/handle-pull-v1/AverageDiscountedReturn,MetaTest/handle-pull-v1/AverageReturn,MetaTest/Average/NumEpisodes,policy/LossAfter,Average/StdReturn,MetaTest/handle-pull-v1/Iteration,handle-pull-v1/MinReturn,Average/MaxReturn,policy/Entropy,Average/NumEpisodes,MetaTest/handle-pull-v1/StdReturn,handle-pull-v1/NumEpisodes,handle-pull-v1/AverageDiscountedReturn,Average/SuccessRate,Average/MinReturn,Average/AverageReturn,handle-pull-v1/MaxReturn,policy/KLBefore
0.0,,,,,11,,,22.387918,,,,6576.410145792681,0.41349751760348874,,240000,,11,,0.15,0.0,,26887.54242091551,0.0059555895,30.718447,18360.604856985956,,,,8.330528,26887.54242091551,,-37.072683033277166,117967.2845296327,5.5447993,100,,100,6576.410145792681,0.15,-37.072683033277166,18360.604856985956,117967.2845296327,0.0
0.0,,,,,12,,,30.461308,,,,6855.895575035236,0.38407205513207676,,260000,,12,,0.21,0.0,,29595.61698712159,0.007131781,-4.6058545,20672.219816562774,,,,-35.06716,29595.61698712159,,-36.25488838289743,131456.4862410221,5.5240326,100,,100,6855.895575035236,0.21,-36.25488838289743,20672.219816562774,131456.4862410221,0.0
0.0,,,,,13,,,26.172525,,,,8522.103594124874,0.3464819371229011,,280000,,13,,0.21,0.0,,32711.11763925553,0.0058842124,-23.6374,27025.42767114295,,,,-49.809925,32711.11763925553,,-33.16301387075553,144940.49027503698,5.5175962,100,,100,8522.103594124874,0.21,-33.16301387075553,27025.42767114295,144940.49027503698,0.0
0.0,,,,,14,,,33.10086,,,,10628.405495187326,0.3931794866213786,,300000,,14,,0.27,0.0,,37547.81478389954,0.0056442427,-10.435432,34105.405111218926,,,,-43.536293,37547.81478389954,,-36.36202927465252,131942.01814262953,5.518438,100,,100,10628.405495187326,0.27,-36.36202927465252,34105.405111218926,131942.01814262953,0.0
0.0,,,,,15,,,38.649086,,,,10568.097360780199,0.38878359108183225,,320000,,15,,0.3,0.0,,39198.386988421495,0.0053831446,26.532228,33223.51087316008,,,,-12.116859,39198.386988421495,,-23.644844852419606,163133.5383853036,5.5049615,100,,100,10568.097360780199,0.3,-23.644844852419606,33223.51087316008,163133.5383853036,0.0
0.0,,,,,16,,,39.42746,,,,14707.784971491368,0.5050963029747522,,340000,,16,,0.41,0.0,,46613.913416152216,0.0075150267,23.370012,46095.718958203026,,,,-16.05745,46613.913416152216,,-19.350579904134314,183819.25874044132,5.493325,100,,100,14707.784971491368,0.41,-19.350579904134314,46095.718958203026,183819.25874044132,0.0
0.0,,,,,17,,,25.035519,,,,15117.583173620396,0.5415762664825958,,360000,,17,,0.33,0.0,,52553.09557502815,0.0047860444,28.138805,49259.94093026128,,,,3.1032875,52553.09557502815,,-16.277323350139692,178756.34282590452,5.45845,100,,100,15117.583173620396,0.33,-16.277323350139692,49259.94093026128,178756.34282590452,0.0
0.0,,,,,18,,,31.443163,,,,10040.23098172262,0.4046480823905828,,380000,,18,,0.18,0.0,,38791.70127996825,0.00546164,31.109756,32015.440203405546,,,,-0.33340624,38791.70127996825,,-26.836383549096112,169021.88202163047,5.4333467,100,,100,10040.23098172262,0.18,-26.836383549096112,32015.440203405546,169021.88202163047,0.0
0.0,,,,,19,,,45.843338,,,,14906.70364929547,0.475204998479979,,400000,,19,,0.35,0.0,,49159.75042468387,0.006556995,-4.2401314,46237.74157912712,,,,-50.08347,49159.75042468387,,-21.748919307891043,167268.70290098837,5.4146576,100,,100,14906.70364929547,0.35,-21.748919307891043,46237.74157912712,167268.70290098837,0.0
0.0,0.0,0.6,2,0.6,20,33180.09891432009,0.0,44.191597,112501.32597977191,61294.35202830481,5830.771885882061,16100.188713190884,0.5605755180959223,10,420000,112501.32597977191,20,5830.771885882061,0.39,0.0,61294.35202830483,60031.83663706824,0.0061354805,-47.039375,56643.89698088532,61294.35202830483,61294.35202830481,10,-91.23097,60031.83663706824,2,-18.89678411736685,218185.78282775416,5.4155135,100,33180.09891432009,100,16100.188713190884,0.39,-18.89678411736685,56643.89698088532,218185.78282775416,0.0
0.0,,,,,21,,,55.98608,,,,18599.151477444073,0.4807230470602265,,440000,,21,,0.49,0.0,,62426.27588112994,0.0064982665,19.712505,68358.05237863421,,,,-36.273575,62426.27588112994,,-34.3102916302703,203122.06621692562,5.405106,100,,100,18599.151477444073,0.49,-34.3102916302703,68358.05237863421,203122.06621692562,0.0
0.0,,,,,22,,,57.8436,,,,19585.3563707416,0.4975376840809581,,460000,,22,,0.49,0.0,,63128.279925748975,0.0057820203,25.45885,71929.60030222562,,,,-32.38475,63128.279925748975,,-23.383168290074767,221577.71230689474,5.376226,100,,100,19585.3563707416,0.49,-23.383168290074767,71929.60030222562,221577.71230689474,0.0
0.0,,,,,23,,,54.043262,,,,16835.7235691855,0.5411871543466211,,480000,,23,,0.39,0.0,,65798.95194049386,0.0054024667,16.250187,63256.459625610376,,,,-37.793076,65798.95194049386,,-23.274139679801966,219706.93516111205,5.3504,100,,100,16835.7235691855,0.39,-23.274139679801966,63256.459625610376,219706.93516111205,0.0
0.0,,,,,24,,,52.67061,,,,26681.687010145346,0.5330470495744553,,500000,,24,,0.65,0.0,,70979.93164155852,0.0064222603,-34.721657,101318.84483473744,,,,-87.392265,70979.93164155852,,-26.14738908604311,261624.07583831967,5.345825,100,,100,26681.687010145346,0.65,-26.14738908604311,101318.84483473744,261624.07583831967,0.0
0.0,,,,,25,,,69.8439,,,,29827.63522564179,0.47976881453869147,,520000,,25,,0.61,0.0,,73738.30039933643,0.0065146284,57.045525,102089.40521362348,,,,-12.798375,73738.30039933643,,-24.654535844838765,244207.21092415747,5.34893,100,,100,29827.63522564179,0.61,-24.654535844838765,102089.40521362348,244207.21092415747,0.0
0.0,,,,,26,,,25.627865,,,,25684.157837096816,0.5458458835418893,,540000,,26,,0.68,0.0,,70715.01693807951,0.010303916,-51.235386,102029.31717892541,,,,-76.86325,70715.01693807951,,-32.66153487180741,235810.73119308965,5.3366704,100,,100,25684.157837096816,0.68,-32.66153487180741,102029.31717892541,235810.73119308965,0.0
0.0,,,,,27,,,73.736824,,,,25710.510335074578,0.5709062474534712,,560000,,27,,0.56,0.0,,75249.15698876376,0.0063971966,-4.939775,95378.92354473905,,,,-78.6766,75249.15698876376,,-21.683628282624078,270490.87470248964,5.3149233,100,,100,25710.510335074578,0.56,-21.683628282624078,95378.92354473905,270490.87470248964,0.0
0.0,,,,,28,,,64.27172,,,,32123.528054746188,0.5026631848101744,,580000,,28,,0.74,0.0,,71092.68715394812,0.0053707953,93.30395,125109.7886447641,,,,29.032225,71092.68715394812,,-23.12810638311762,245081.26859922768,5.275155,100,,100,32123.528054746188,0.74,-23.12810638311762,125109.7886447641,245081.26859922768,0.0
0.0,,,,,29,,,48.163864,,,,27667.31618841723,0.5475135381696501,,600000,,29,,0.62,0.0,,75778.26748892399,0.00434894,-17.134888,106069.65049807134,,,,-65.29875,75778.26748892399,,-21.883496094044677,236307.0262783589,5.235446,100,,100,27667.31618841723,0.62,-21.883496094044677,106069.65049807134,236307.0262783589,0.0
0.0,0.0,0.9,3,0.9,30,65098.60706183504,0.0,56.667686,247190.1340270393,140157.5519106932,11048.184177914958,30218.103898553756,0.4873946442609426,10,620000,247190.1340270393,30,11048.184177914958,0.75,0.0,140157.55191069323,69033.94621642868,0.007128879,-33.012054,121447.90084065004,140157.55191069323,140157.5519106932,10,-89.67974,69033.94621642868,3,-21.14189309995419,256535.96543936335,5.192775,100,65098.60706183504,100,30218.103898553756,0.75,-21.14189309995419,121447.90084065004,256535.96543936335,0.0
0.0,,,,,31,,,70.59085,,,,30434.073823933642,0.6232981191742104,,640000,,31,,0.61,0.0,,88504.85662250422,0.0065136314,1.433825,111913.25416484993,,,,-69.15703,88504.85662250422,,-19.485142073815823,257057.93006810974,5.1626596,100,,100,30434.073823933642,0.61,-19.485142073815823,111913.25416484993,257057.93006810974,0.0
0.0,,,,,32,,,13.04071,,,,31532.67941253409,0.5463200438461782,,660000,,32,,0.62,0.0,,88072.21431381254,0.013786703,58.90548,117111.93604391659,,,,45.86477,88072.21431381254,,-23.636614759525205,257216.17122329035,5.132339,100,,100,31532.67941253409,0.62,-23.636614759525205,117111.93604391659,257216.17122329035,0.0
0.0,,,,,33,,,51.417175,,,,34112.51869726175,0.5209314689750698,,680000,,33,,0.63,0.0,,82682.29202231846,0.01032985,17.3468,132228.6894342426,,,,-34.070374,82682.29202231846,,-24.12732459401858,294990.0253434768,5.1129713,100,,100,34112.51869726175,0.63,-24.12732459401858,132228.6894342426,294990.0253434768,0.0
0.0,,,,,34,,,55.783424,,,,38124.28887706,0.5791842095375598,,700000,,34,,0.73,0.0,,85223.00501388482,0.0050336947,85.52982,145560.85203198594,,,,29.7464,85223.00501388482,,-24.027539780640105,287005.75560560386,5.1020813,100,,100,38124.28887706,0.73,-24.027539780640105,145560.85203198594,287005.75560560386,0.0
0.0,,,,,35,,,67.757225,,,,33907.49830716019,0.605038160351571,,720000,,35,,0.74,0.0,,82890.36820295616,0.006434732,66.0785,130846.43354982954,,,,-1.678725,82890.36820295616,,-22.777668323592916,263617.89794607146,5.0824003,100,,100,33907.49830716019,0.74,-22.777668323592916,130846.43354982954,263617.89794607146,0.0
0.0,,,,,36,,,72.562035,,,,36677.69073991132,0.507839191008592,,740000,,36,,0.73,0.0,,83929.93984559584,0.0070949295,70.72805,138885.02471307068,,,,-1.8339875,83929.93984559584,,-19.213629718348173,289550.42624790606,5.052005,100,,100,36677.69073991132,0.73,-19.213629718348173,138885.02471307068,289550.42624790606,0.0
0.0,,,,,37,,,73.84469,,,,35965.88597130538,0.5692348792666766,,760000,,37,,0.72,0.0,,88852.40489568537,0.005558707,-18.739237,137401.58733860275,,,,-92.58392,88852.40489568537,,-19.593736533437216,275485.8537530222,5.0407205,100,,100,35965.88597130538,0.72,-19.593736533437216,137401.58733860275,275485.8537530222,0.0
0.0,,,,,38,,,68.156876,,,,43119.463242723235,0.5618129127623015,,780000,,38,,0.82,0.0,,78869.52508015287,0.005288842,-48.91557,164300.4860291659,,,,-117.07244,78869.52508015287,,-26.813809200970653,267396.08143532474,5.0464096,100,,100,43119.463242723235,0.82,-26.813809200970653,164300.4860291659,267396.08143532474,0.0
0.0,,,,,39,,,66.694824,,,,39153.5724883195,0.5255441515060358,,800000,,39,,0.87,0.0,,64017.474640017106,0.0058155265,33.77605,160407.46737898124,,,,-32.918774,64017.474640017106,,-29.298661428052146,248517.96938885146,5.0435114,100,,100,39153.5724883195,0.87,-29.298661428052146,160407.46737898124,248517.96938885146,0.0
0.0,0.0,0.8,4,0.8,40,78221.37477219157,0.0,55.641502,285772.9416345,172210.79477088543,30129.537640111095,45233.96229461264,0.521068818698382,10,820000,285772.9416345,40,30129.537640111095,0.88,0.0,172210.79477088538,69500.59225513357,0.005552478,53.752827,176680.2994893984,172210.79477088538,172210.79477088543,10,-1.888675,69500.59225513357,4,-20.20346860315768,286024.5663355722,5.044555,100,78221.37477219157,100,45233.96229461264,0.88,-20.20346860315768,176680.2994893984,286024.5663355722,0.0
0.0,,,,,41,,,61.479645,,,,44415.151385237004,0.48253188200137165,,840000,,41,,0.82,0.0,,79363.2353048287,0.0060537984,-69.10828,167513.82101032394,,,,-130.58792,79363.2353048287,,-19.67874361317223,273276.8879492102,5.021912,100,,100,44415.151385237004,0.82,-19.67874361317223,167513.82101032394,273276.8879492102,0.0
0.0,,,,,42,,,52.308876,,,,51062.418475928076,0.46008868485372967,,860000,,42,,0.87,0.0,,75653.26580405043,0.0057157893,14.02215,190379.26785715483,,,,-38.286724,75653.26580405043,,-14.712977357783174,287439.41250034206,5.0049047,100,,100,51062.418475928076,0.87,-14.712977357783174,190379.26785715483,287439.41250034206,0.0
0.0,,,,,43,,,88.39288,,,,43447.68420260071,0.4957295955897665,,880000,,43,,0.79,0.0,,90875.81240359796,0.0060761115,25.306126,164595.56580115718,,,,-63.08676,90875.81240359796,,-24.03260179030582,289620.85161828384,5.000928,100,,100,43447.68420260071,0.79,-24.03260179030582,164595.56580115718,289620.85161828384,0.0
0.0,,,,,44,,,67.15312,,,,44966.11183146709,0.4881614813403806,,900000,,44,,0.81,0.0,,90209.66471171098,0.0041285455,4.5959125,155682.9788647243,,,,-62.557213,90209.66471171098,,-21.972674347362105,296309.8219159662,4.983784,100,,100,44966.11183146709,0.81,-21.972674347362105,155682.9788647243,296309.8219159662,0.0
0.0,,,,,45,,,77.78219,,,,47685.358773631684,0.4933726091588694,,920000,,45,,0.86,0.0,,79229.42812897696,0.0070258155,-31.301,176435.0854238352,,,,-109.08319,79229.42812897696,,-23.61131070129907,263573.0681034497,4.9707823,100,,100,47685.358773631684,0.86,-23.61131070129907,176435.0854238352,263573.0681034497,0.0
0.0,,,,,46,,,55.834373,,,,50478.78211788025,0.4586532069879208,,940000,,46,,0.89,0.0,,76221.66078441107,0.00889775,21.355337,182757.69548877302,,,,-34.47904,76221.66078441107,,-14.601036905626525,285811.5201357178,4.9663725,100,,100,50478.78211788025,0.89,-14.601036905626525,182757.69548877302,285811.5201357178,0.0
0.0,,,,,47,,,67.292404,,,,50747.710148820675,0.4624857953052003,,960000,,47,,0.84,0.0,,81362.17019881951,0.0071416413,61.7279,181788.75284908514,,,,-5.5645,81362.17019881951,,-18.178517218914738,295309.8601110476,4.9545603,100,,100,50747.710148820675,0.84,-18.178517218914738,181788.75284908514,295309.8601110476,0.0
0.0,,,,,48,,,68.88648,,,,51102.27696251878,0.3844827243104463,,980000,,48,,0.91,0.0,,65441.48027974673,0.007411229,70.53238,187726.663353691,,,,1.6459,65441.48027974673,,1449.2542384097746,272437.79903536476,4.9538827,100,,100,51102.27696251878,0.91,1449.2542384097746,187726.663353691,272437.79903536476,0.0
0.0,,,,,49,,,76.263824,,,,58714.82805309413,0.39489546800465936,,1000000,,49,,0.91,0.0,,69854.13389541529,0.005555745,27.3554,207701.28033648842,,,,-48.908424,69854.13389541529,,-16.00992225185145,290596.9185452832,4.950612,100,,100,58714.82805309413,0.91,-16.00992225185145,207701.28033648842,290596.9185452832,0.0
0.0,0.0,1.0,5,1.0,50,45598.62319594889,0.0,64.28714,266265.1628582361,227574.12693375195,115770.38510098564,58968.87858011182,0.4851492586164745,10,1020000,266265.1628582361,50,115770.38510098564,0.9,0.0,227574.126933752,69663.34366751577,0.0056981994,23.392756,212400.2019172742,227574.126933752,227574.12693375195,10,-40.894386,69663.34366751577,5,220.79346931157392,288060.84487784165,4.9258504,100,45598.62319594889,100,58968.87858011182,0.9,220.79346931157392,212400.2019172742,288060.84487784165,0.0
0.0,,,,,51,,,64.34071,,,,54496.71992241269,0.4924936042806868,,1040000,,51,,0.84,0.0,,87211.77545263468,0.007773407,95.71585,193250.16522406804,,,,31.375137,87211.77545263468,,-22.496144357336924,291822.7820705253,4.906827,100,,100,54496.71992241269,0.84,-22.496144357336924,193250.16522406804,291822.7820705253,0.0
0.0,,,,,52,,,70.582245,,,,48053.603552269095,0.5112497707195495,,1060000,,52,,0.76,0.0,,94957.98401145088,0.0050983205,130.7486,170012.4430531479,,,,60.16635,94957.98401145088,,-22.348974510267055,270726.5700182626,4.9053946,100,,100,48053.603552269095,0.76,-22.348974510267055,170012.4430531479,270726.5700182626,0.0
0.0,,,,,53,,,83.4257,,,,54946.40980317993,0.506864950474545,,1080000,,53,,0.89,0.0,,82111.5098224229,0.0055209016,30.047625,193301.1859302199,,,,-53.378075,82111.5098224229,,-14.433746024097259,282213.5275745373,4.916192,100,,100,54946.40980317993,0.89,-14.433746024097259,193301.1859302199,282213.5275745373,0.0
0.0,,,,,54,,,78.14995,,,,60630.99557918389,0.40217527199646586,,1100000,,54,,0.93,0.0,,69114.05479375324,0.0049101175,76.2806,214930.5120590583,,,,-1.8693438,69114.05479375324,,-22.546413484012362,292384.4882183352,4.910235,100,,100,60630.99557918389,0.93,-22.546413484012362,214930.5120590583,292384.4882183352,0.0
0.0,,,,,55,,,75.478424,,,,54672.94698486782,0.5157109871450334,,1120000,,55,,0.8,0.0,,95737.46260795018,0.004768368,126.9541,186019.8717772588,,,,51.475674,95737.46260795018,,-21.81767496860098,299668.5175829386,4.8840666,100,,100,54672.94698486782,0.8,-21.81767496860098,186019.8717772588,299668.5175829386,0.0
0.0,,,,,56,,,101.60441,,,,51361.31392922343,0.4654297046161693,,1140000,,56,,0.79,0.0,,92446.19782431763,0.006272518,29.539438,174164.86294104735,,,,-72.06497,92446.19782431763,,-14.307940567368735,288082.77056009,4.8543468,100,,100,51361.31392922343,0.79,-14.307940567368735,174164.86294104735,288082.77056009,0.0
0.0,,,,,57,,,21.112225,,,,54773.09253190519,0.5332305494352182,,1160000,,57,,0.84,0.0,,87717.30143533554,0.01016604,24.868975,188641.6624419797,,,,3.75675,87717.30143533554,,-16.672386201362563,288949.9095831319,4.8446126,100,,100,54773.09253190519,0.84,-16.672386201362563,188641.6624419797,288949.9095831319,0.0
0.0,,,,,58,,,-98.51812,,,,64090.7196887173,0.46507444474308,,1180000,,58,,0.92,0.0,,76783.21037237543,0.016315125,58.59548,215179.6480781018,,,,157.1136,76783.21037237543,,-15.871713739608271,296140.69095169264,4.833335,100,,100,64090.7196887173,0.92,-15.871713739608271,215179.6480781018,296140.69095169264,0.0
0.0,,,,,59,,,-134.68388,,,,49866.79863606093,0.4425311734568974,,1200000,,59,,0.75,0.0,,99531.09373690384,0.028713861,127.0276,161535.15487752753,,,,261.7115,99531.09373690384,,-17.743547822171443,303522.09938345524,4.837051,100,,100,49866.79863606093,0.75,-17.743547822171443,161535.15487752753,303522.09938345524,0.0
0.0,0.0,0.9,6,0.9,60,76685.73111880822,0.0,49.363354,272460.8919373279,200983.7882637506,14168.593463124069,59942.95682010988,0.5011166253275714,10,1220000,272460.8919373279,60,14168.593463124069,0.91,0.0,200983.7882637506,83513.33534083918,0.006461147,64.01175,204677.83325657257,200983.7882637506,200983.7882637506,10,14.6483965,83513.33534083918,6,-19.45228944105675,303228.8322785235,4.813224,100,76685.73111880822,100,59942.95682010988,0.91,-19.45228944105675,204677.83325657257,303228.8322785235,0.0
0.0,,,,,61,,,-510.82327,,,,57939.94202386478,0.4793519771585881,,1240000,,61,,0.94,0.0,,72210.50389750082,0.05029486,49.781574,197136.54123766924,,,,560.60486,72210.50389750082,,1068.369524544357,293089.47430790984,4.7967024,100,,100,57939.94202386478,0.94,1068.369524544357,197136.54123766924,293089.47430790984,0.0
0.0,,,,,62,,,54.38999,,,,54479.437346606814,0.43519156613889376,,1260000,,62,,0.89,0.0,,85322.15709687011,0.005023257,61.34152,184099.3810263667,,,,6.951525,85322.15709687011,,17219.09633144432,296622.34538291337,4.7939234,100,,100,54479.437346606814,0.89,17219.09633144432,184099.3810263667,296622.34538291337,0.0
0.0,,,,,63,,,70.466675,,,,59283.989088603834,0.41252637031284345,,1280000,,63,,0.92,0.0,,80060.54032659416,0.005413213,37.12325,196849.8463233303,,,,-33.343426,80060.54032659416,,-14.328659177556684,293509.0085214181,4.7691545,100,,100,59283.989088603834,0.92,-14.328659177556684,196849.8463233303,293509.0085214181,0.0
0.0,,,,,64,,,80.0842,,,,52481.68707070401,0.4967955331202085,,1300000,,64,,0.83,0.0,,91729.80072442797,0.0057454812,37.258373,172855.4533337292,,,,-42.825825,91729.80072442797,,-13.401671985857392,294301.2852426036,4.7392497,100,,100,52481.68707070401,0.83,-13.401671985857392,172855.4533337292,294301.2852426036,0.0
0.0,,,,,65,,,83.96326,,,,55104.90081799964,0.431025265637051,,1320000,,65,,0.82,0.0,,94359.60298222052,0.0071176956,35.951923,180250.16703448034,,,,-48.011337,94359.60298222052,,-14.041376470786835,295761.2255140855,4.7225943,100,,100,55104.90081799964,0.82,-14.041376470786835,180250.16703448034,295761.2255140855,0.0
0.0,,,,,66,,,57.466175,,,,64531.39175717162,0.4107159557286434,,1340000,,66,,0.93,0.0,,74016.92423706205,0.004646081,99.500114,216134.96636614844,,,,42.03394,74016.92423706205,,-13.716298001982592,303602.4445424218,4.7143745,100,,100,64531.39175717162,0.93,-13.716298001982592,216134.96636614844,303602.4445424218,0.0
0.0,,,,,67,,,59.145897,,,,62165.31517065188,0.37701917046148303,,1360000,,67,,0.91,0.0,,75581.18753714074,0.004513157,73.43292,205584.22432044748,,,,14.287025,75581.18753714074,,-16.564460352380987,304349.7571241386,4.703841,100,,100,62165.31517065188,0.91,-16.564460352380987,205584.22432044748,304349.7571241386,0.0
0.0,,,,,68,,,68.48951,,,,59550.299647972155,0.48149413818153397,,1380000,,68,,0.85,0.0,,90887.42868636873,0.005890054,14.7891,193743.69344813642,,,,-53.700413,90887.42868636873,,-13.401292336480504,302272.8218450637,4.687431,100,,100,59550.299647972155,0.85,-13.401292336480504,193743.69344813642,302272.8218450637,0.0
0.0,,,,,69,,,94.544304,,,,53632.432030513824,0.5010655144866207,,1400000,,69,,0.78,0.0,,95014.22375960632,0.0053622313,31.6312,174080.29997843454,,,,-62.9131,95014.22375960632,,-16.451882694246628,307545.37118581537,4.669625,100,,100,53632.432030513824,0.78,-16.451882694246628,174080.29997843454,307545.37118581537,0.0
0.0,0.0,0.9,7,0.9,70,86337.93885830286,0.0,61.588577,292936.7035947809,181812.30047664596,36446.42272207975,60265.994457744964,0.4142103005199208,10,1420000,292936.7035947809,70,36446.42272207975,0.88,0.0,181812.30047664596,85327.67162169529,0.004709967,106.83893,196094.13642984748,181812.30047664596,181812.30047664596,10,45.25035,85327.67162169529,7,13116.375786146615,301842.1416996547,4.66183,100,86337.93885830286,100,60265.994457744964,0.88,13116.375786146615,196094.13642984748,301842.1416996547,0.0
