Average/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/handle-pull-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,handle-pull-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/handle-pull-v1/TerminationRate,policy/dLoss,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,Average/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/handle-pull-v1/NumEpisodes,TotalEnvSteps,MetaTest/handle-pull-v1/MaxReturn,Average/Iteration,MetaTest/handle-pull-v1/MinReturn,handle-pull-v1/SuccessRate,handle-pull-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,handle-pull-v1/StdReturn,policy/KL,policy/LossBefore,handle-pull-v1/AverageReturn,MetaTest/handle-pull-v1/AverageDiscountedReturn,MetaTest/handle-pull-v1/AverageReturn,MetaTest/Average/NumEpisodes,policy/LossAfter,Average/StdReturn,MetaTest/handle-pull-v1/Iteration,handle-pull-v1/MinReturn,Average/MaxReturn,policy/Entropy,Average/NumEpisodes,MetaTest/handle-pull-v1/StdReturn,handle-pull-v1/NumEpisodes,handle-pull-v1/AverageDiscountedReturn,Average/SuccessRate,Average/MinReturn,Average/AverageReturn,handle-pull-v1/MaxReturn,policy/KLBefore
0.0,,,,,71,,,72.3065,,,,65315.50995892293,0.4588233421731911,,1440000,,71,,0.9,0.0,,82158.33447075576,0.0075961426,50.446625,211643.31120900996,,,,-21.859875,82158.33447075576,,-17.132978352757874,302218.08110455814,4.658286,100,,100,65315.50995892293,0.9,-17.132978352757874,211643.31120900996,302218.08110455814,0.0
0.0,,,,,72,,,84.7945,,,,54795.0764071602,0.5283635614529191,,1460000,,72,,0.78,0.0,,99187.84536682077,0.0078764865,12.098775,168949.68124341872,,,,-72.695724,99187.84536682077,,-13.585398504732595,311465.20199864655,4.6385775,100,,100,54795.0764071602,0.78,-13.585398504732595,168949.68124341872,311465.20199864655,0.0
0.0,,,,,73,,,90.434814,,,,55151.27197779343,0.49240565007163106,,1480000,,73,,0.81,0.0,,101535.55628069566,0.0077825026,62.51355,175368.24755892553,,,,-27.921263,101535.55628069566,,-23.06425138311159,309981.44957754924,4.6157236,100,,100,55151.27197779343,0.81,-23.06425138311159,175368.24755892553,309981.44957754924,0.0
0.0,,,,,74,,,54.546402,,,,58217.111269438334,0.45795685720712587,,1500000,,74,,0.87,0.0,,91553.78959201855,0.006390984,-61.29,183519.3988329843,,,,-115.8364,91553.78959201855,,-16.55956655715894,310167.0757598606,4.5947866,100,,100,58217.111269438334,0.87,-16.55956655715894,183519.3988329843,310167.0757598606,0.0
0.0,,,,,75,,,69.993835,,,,52167.02095635876,0.4066629159115621,,1520000,,75,,0.79,0.0,,95901.96463053572,0.0055542993,110.98075,167464.40623863984,,,,40.98691,95901.96463053572,,14101.432142002746,305710.10503315914,4.5897627,100,,100,52167.02095635876,0.79,14101.432142002746,167464.40623863984,305710.10503315914,0.0
0.0,,,,,76,,,91.38997,,,,61513.16609870713,0.43561692809649444,,1540000,,76,,0.86,0.0,,94337.10113289549,0.005158339,-0.6338625,198318.49015320503,,,,-92.023834,94337.10113289549,,-12.921321193334263,310863.03182368755,4.598811,100,,100,61513.16609870713,0.86,-12.921321193334263,198318.49015320503,310863.03182368755,0.0
0.0,,,,,77,,,82.645004,,,,57901.48067669937,0.381403771796786,,1560000,,77,,0.84,0.0,,90268.22746407552,0.0067239623,59.94955,185741.44433925342,,,,-22.69545,90268.22746407552,,-12.743138301892452,305647.37774429005,4.591911,100,,100,57901.48067669937,0.84,-12.743138301892452,185741.44433925342,305647.37774429005,0.0
0.0,,,,,78,,,85.16892,,,,62689.90331294284,0.4044461359384459,,1580000,,78,,0.83,0.0,,95889.72285320178,0.0046027577,54.60966,195201.44394234833,,,,-30.559263,95889.72285320178,,2708.5535567697375,307957.91948182427,4.575027,100,,100,62689.90331294284,0.83,2708.5535567697375,195201.44394234833,307957.91948182427,0.0
0.0,,,,,79,,,95.154976,,,,68518.89423160025,0.4933030408550422,,1600000,,79,,0.88,0.0,,86491.63648231633,0.0067370026,17.381662,215903.51313643146,,,,-77.773315,86491.63648231633,,3298.8523021564956,311770.264558813,4.5456586,100,,100,68518.89423160025,0.88,3298.8523021564956,215903.51313643146,311770.264558813,0.0
0.0,0.0,1.0,8,1.0,80,97426.48713487384,0.0,75.36905,308067.05951887474,194438.65042014682,41153.44968856871,70087.46262403346,0.48711310913656725,10,1620000,308067.05951887474,80,41153.44968856871,0.87,0.0,194438.65042014676,92425.12961347762,0.006011504,150.92229,220835.91723898315,194438.65042014676,194438.65042014682,10,75.55324,92425.12961347762,8,-15.625017573983463,315686.7414837721,4.519868,100,97426.48713487384,100,70087.46262403346,0.87,-15.625017573983463,220835.91723898315,315686.7414837721,0.0
0.0,,,,,81,,,77.89144,,,,63775.86509444943,0.43229588923884155,,1640000,,81,,0.86,0.0,,93913.67025318294,0.0048414627,101.93603,199422.39665593405,,,,24.044588,93913.67025318294,,-14.478099350214993,314839.60966471396,4.4970818,100,,100,63775.86509444943,0.86,-14.478099350214993,199422.39665593405,314839.60966471396,0.0
0.0,,,,,82,,,52.559605,,,,60711.192085124145,0.5108125156085273,,1660000,,82,,0.8,0.0,,102725.27415207616,0.005882243,111.33658,188092.26674861513,,,,58.776974,102725.27415207616,,-14.537271807547752,315211.1907207877,4.4846764,100,,100,60711.192085124145,0.8,-14.537271807547752,188092.26674861513,315211.1907207877,0.0
0.0,,,,,83,,,97.04113,,,,60800.523408461195,0.4664449693904763,,1680000,,83,,0.82,0.0,,98886.35940549769,0.0047707865,78.80695,188174.0141419292,,,,-18.234175,98886.35940549769,,11111.6240297496,316476.33509367076,4.4784093,100,,100,60800.523408461195,0.82,11111.6240297496,188174.0141419292,316476.33509367076,0.0
0.0,,,,,84,,,93.95706,,,,62262.30713127893,0.4485603847870143,,1700000,,84,,0.86,0.0,,95923.45023886375,0.0061002104,36.647564,194879.61819199575,,,,-57.3095,95923.45023886375,,224.54129791239725,312326.6176384201,4.4624286,100,,100,62262.30713127893,0.86,224.54129791239725,194879.61819199575,312326.6176384201,0.0
0.0,,,,,85,,,78.31911,,,,64864.175766284345,0.4150355858132164,,1720000,,85,,0.87,0.0,,90184.19870050062,0.0059961714,82.21072,198353.4727144856,,,,3.8916125,90184.19870050062,,13619.020094896483,315375.9346771421,4.44851,100,,100,64864.175766284345,0.87,13619.020094896483,198353.4727144856,315375.9346771421,0.0
0.0,,,,,86,,,87.80881,,,,58307.77692978619,0.46971372569571657,,1740000,,86,,0.78,0.0,,98762.17096293512,0.0072759995,-10.995625,180069.12553191223,,,,-98.80443,98762.17096293512,,8022.7620733596,313325.2796319296,4.437087,100,,100,58307.77692978619,0.78,8022.7620733596,180069.12553191223,313325.2796319296,0.0
0.0,,,,,87,,,87.132996,,,,61310.37091529721,0.45292688782308466,,1760000,,87,,0.87,0.0,,96824.30944476266,0.0061584464,19.597925,188119.9881180448,,,,-67.53507,96824.30944476266,,-12.74930092472382,321584.5928312223,4.41661,100,,100,61310.37091529721,0.87,-12.74930092472382,188119.9881180448,321584.5928312223,0.0
0.0,,,,,88,,,75.94071,,,,60772.719341453405,0.45915579796508144,,1780000,,88,,0.81,0.0,,103310.29527710531,0.0053913156,55.5999,183256.57212185432,,,,-20.340813,103310.29527710531,,-13.09228707409979,318143.3944401622,4.406043,100,,100,60772.719341453405,0.81,-13.09228707409979,183256.57212185432,318143.3944401622,0.0
0.0,,,,,89,,,98.0119,,,,61232.32446533018,0.45290593238111365,,1800000,,89,,0.87,0.0,,93717.83650949463,0.0053992965,-23.008076,187788.0893761758,,,,-121.01997,93717.83650949463,,-14.19031604047566,321440.6455507531,4.3965645,100,,100,61232.32446533018,0.87,-14.19031604047566,187788.0893761758,321440.6455507531,0.0
0.0,0.0,0.8,9,0.8,90,108495.85651721028,0.0,76.71487,304128.9819690831,212955.01723881098,16550.4453839704,62731.69839242697,0.44700329266285643,10,1820000,304128.9819690831,90,16550.4453839704,0.89,0.0,212955.01723881095,95750.0414841168,0.0060838456,62.55169,198250.70450656212,212955.01723881095,212955.01723881098,10,-14.163175,95750.0414841168,9,-13.501948835298673,314692.2614429097,4.3918257,100,108495.85651721028,100,62731.69839242697,0.89,-13.501948835298673,198250.70450656212,314692.2614429097,0.0
0.0,,,,,91,,,80.24176,,,,55121.69538352616,0.4964987989708167,,1840000,,91,,0.8,0.0,,103763.3390680092,0.004915982,52.868137,170265.13763870113,,,,-27.373625,103763.3390680092,,-12.88881259303641,315263.2604809056,4.3862762,100,,100,55121.69538352616,0.8,-12.88881259303641,170265.13763870113,315263.2604809056,0.0
0.0,,,,,92,,,83.54811,,,,56640.406050171005,0.4774428532834615,,1860000,,92,,0.85,0.0,,96703.57368167634,0.006641278,-48.949276,175764.6299816499,,,,-132.49739,96703.57368167634,,-13.616755442908849,314785.7821050784,4.368721,100,,100,56640.406050171005,0.85,-13.616755442908849,175764.6299816499,314785.7821050784,0.0
0.0,,,,,93,,,78.64879,,,,55147.80842163237,0.5005788147734003,,1880000,,93,,0.81,0.0,,103967.41481681204,0.0060989135,-14.954275,173203.80201892124,,,,-93.603065,103967.41481681204,,1448.3638635574027,323943.1124113845,4.356716,100,,100,55147.80842163237,0.81,1448.3638635574027,173203.80201892124,323943.1124113845,0.0
0.0,,,,,94,,,76.89024,,,,54636.79871467801,0.5025225819860331,,1900000,,94,,0.81,0.0,,97190.43574813861,0.005403893,131.12042,168322.86191778502,,,,54.230183,97190.43574813861,,1449.3583988583098,316864.10488875845,4.368806,100,,100,54636.79871467801,0.81,1449.3583988583098,168322.86191778502,316864.10488875845,0.0
0.0,,,,,95,,,76.39717,,,,45720.07867583736,0.36545501282722326,,1920000,,95,,0.75,0.0,,95819.92259063467,0.005426212,38.496964,143638.76792336578,,,,-37.90021,95819.92259063467,,-14.321246520397253,305227.9100763672,4.3683934,100,,100,45720.07867583736,0.75,-14.321246520397253,143638.76792336578,305227.9100763672,0.0
0.0,,,,,96,,,91.75097,,,,55513.17583243985,0.5294236099787057,,1940000,,96,,0.78,0.0,,108337.81278536144,0.006481314,0.8428,172288.18330307302,,,,-90.90817,108337.81278536144,,-14.858621385369819,317288.4443538711,4.350353,100,,100,55513.17583243985,0.78,-14.858621385369819,172288.18330307302,317288.4443538711,0.0
0.0,,,,,97,,,73.013084,,,,49837.496492265855,0.47239189836648177,,1960000,,97,,0.74,0.0,,101054.45098582351,0.005756065,83.25225,150019.2081700681,,,,10.239169,101054.45098582351,,4233.1949303103875,314421.10789753665,4.3448834,100,,100,49837.496492265855,0.74,4233.1949303103875,150019.2081700681,314421.10789753665,0.0
0.0,,,,,98,,,56.55377,,,,51925.303646414104,0.42495452852230065,,1980000,,98,,0.84,0.0,,89852.66859136864,0.007157149,50.785725,157516.36240134132,,,,-5.7680435,89852.66859136864,,7535.490258480071,313206.9082374842,4.3430257,100,,100,51925.303646414104,0.84,7535.490258480071,157516.36240134132,313206.9082374842,0.0
0.0,,,,,99,,,46.529114,,,,49310.98490889992,0.43802615354264485,,2000000,,99,,0.76,0.0,,98857.71209931186,0.0068249297,31.9311,150220.2024774153,,,,-14.598013,98857.71209931186,,-13.399108445983346,320631.53322170564,4.3327866,100,,100,49310.98490889992,0.76,-13.399108445983346,150220.2024774153,320631.53322170564,0.0
