MetaTrain/Average/Alpha,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/basketball-v1/MinReturn,MetaTest/basketball-v1/NumTrajs,MetaTest/basketball-v1/Iteration,MetaTrain/Average/PolicyLoss,MetaTest/basketball-v1/AverageReturn,MetaTrain/Average/QfLoss,MetaTest/Average/NumTrajs,MetaTest/basketball-v1/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/basketball-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/basketball-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,TotalEnvSteps,MetaTest/Average/TerminationRate,MetaTest/basketball-v1/AverageDiscountedReturn,MetaTest/basketball-v1/StdReturn
nan,0.0,28,-91.11427781374783,-67.70516690551699,-91.11427781374783,10,28,-3074.1357,-67.70516690551699,12059.002,10,0.0,-36.888558040624574,-36.888558040624574,20.344001664791815,-2.2847602,0.0,-67.70516690551698,7.624632,896000,0.0,-67.70516690551698,20.344001664791815
nan,0.0,29,-50.562053949732515,7.123542796039234,-50.562053949732515,10,29,-3050.7637,7.123542796039234,9200.486,10,0.0,57.08866214557738,57.08866214557738,34.00445125502925,-1.2860659,0.0,7.123542796039223,7.624632,920000,0.0,7.123542796039223,34.00445125502925
nan,0.0,30,-78.37375177392012,-8.865876145022508,-78.37375177392012,10,30,-2847.9033,-8.865876145022508,6045.749,10,0.0,191.8666843906204,191.8666843906204,70.82705023173095,0.2337596,0.0,-8.865876145022517,7.624632,944000,0.0,-8.865876145022517,70.82705023173095
nan,0.0,31,-68.94144676523821,-39.707618004170634,-68.94144676523821,10,31,-2601.21,-39.707618004170634,5174.32,10,0.0,2.4234595569626265,2.4234595569626265,25.750494751094585,0.5757966,0.0,-39.70761800417063,7.624632,968000,0.0,-39.70761800417063,25.750494751094585
nan,0.0,32,-51.52006258565233,-13.505581509692547,-51.52006258565233,10,32,-2434.885,-13.505581509692547,6225.284,10,0.0,7.682469772611875,7.682469772611875,17.218615229240864,0.14256345,0.0,-13.505581509692556,7.624627,992000,0.0,-13.505581509692556,17.218615229240864
nan,0.0,33,-104.20189665791631,-54.514740581781,-104.20189665791631,10,33,-2423.791,-54.514740581781,8724.381,10,0.0,5.837840617891855,5.837840617891855,30.763736128451626,-1.5425779,0.0,-54.51474058178102,7.624632,1016000,0.0,-54.51474058178102,30.763736128451626
nan,0.0,34,-94.81935172572538,-63.94703088806851,-94.81935172572538,10,34,-2565.675,-63.94703088806851,11998.726,10,0.0,-28.56922960419358,-28.56922960419358,21.19686148741874,-3.3047438,0.0,-63.94703088806851,7.624632,1040000,0.0,-63.94703088806851,21.19686148741874
nan,0.0,35,-163.7233804604397,17.72307059887596,-163.7233804604397,10,35,-2852.0884,17.72307059887596,15159.266,10,0.0,917.66832828957,917.66832828957,301.29067971750504,-4.279091,0.0,17.723070598875942,7.624632,1064000,0.0,17.723070598875942,301.29067971750504
nan,0.0,36,-84.11258186294683,-60.52106902794715,-84.11258186294683,10,36,-3042.1355,-60.52106902794715,15779.339,10,0.0,-11.462257276862063,-11.462257276862063,25.599737459198266,-3.9018989,0.0,-60.521069027947135,7.624632,1088000,0.0,-60.521069027947135,25.599737459198266
nan,0.0,37,-91.74828508011265,-77.39974184823602,-91.74828508011265,10,37,-3056.439,-77.39974184823602,15320.406,10,0.0,-62.39201574580378,-62.39201574580378,10.819023575091238,-3.0255606,0.0,-77.39974184823603,7.624632,1112000,0.0,-77.39974184823603,10.819023575091238
nan,0.0,38,-103.77432404085623,-81.37156944567887,-103.77432404085623,10,38,-2940.2522,-81.37156944567887,14543.256,10,0.0,-53.26094721356876,-53.26094721356876,11.507245479304796,-2.7019672,0.0,-81.37156944567883,7.624632,1136000,0.0,-81.37156944567883,11.507245479304796
nan,0.0,39,-64.04634667809931,12.039166491198554,-64.04634667809931,10,39,-2781.347,12.039166491198554,15895.139,10,0.0,155.83336257936097,155.83336257936097,86.79005884141303,-2.1916535,0.0,12.039166491198568,7.624632,1160000,0.0,12.039166491198568,86.79005884141303
nan,0.0,40,-50.20927881230371,224.17941216853706,-50.20927881230371,10,40,-2617.992,224.17941216853706,18784.553,10,0.0,1459.936778274716,1459.936778274716,428.372171709419,-1.8925481,0.0,224.17941216853714,7.624632,1184000,0.0,224.17941216853714,428.372171709419
nan,0.0,41,-164.01095227791635,-48.3647343532745,-164.01095227791635,10,41,-2572.0398,-48.3647343532745,25265.406,10,0.0,102.42414905146306,102.42414905146306,77.16302920401907,-2.69145,0.0,-48.36473435327448,7.624632,1208000,0.0,-48.36473435327448,77.16302920401907
nan,0.0,42,-70.35955427535416,113.19762175104321,-70.35955427535416,10,42,-2601.0461,113.19762175104321,44536.816,10,0.0,490.9519781279773,490.9519781279773,214.09936991962783,-3.6882906,0.0,113.19762175104327,121.25181,1232000,0.0,113.19762175104327,214.09936991962783
nan,0.0,43,-92.68096996189273,-54.31163246127744,-92.68096996189273,10,43,-2768.4263,-54.31163246127744,37936.82,10,0.0,6.725264411208711,6.725264411208711,28.611734037663712,-4.1321564,0.0,-54.311632461277455,8.260949,1256000,0.0,-54.311632461277455,28.611734037663712
nan,0.0,44,-88.27435426771441,-56.75142150540789,-88.27435426771441,10,44,-2917.3516,-56.75142150540789,43520.543,10,0.0,-15.478428678889344,-15.478428678889344,30.128869723539722,-4.159302,0.0,-56.75142150540789,7.650801,1280000,0.0,-56.75142150540789,30.128869723539722
nan,0.0,45,-82.90266407759363,-69.04311516747046,-82.90266407759363,10,45,-3072.8896,-69.04311516747046,56708.945,10,0.0,-37.15660182240596,-37.15660182240596,14.56580131376944,-3.4105597,0.0,-69.04311516747046,7.700009,1304000,0.0,-69.04311516747046,14.56580131376944
nan,0.0,46,-90.19665826546596,-73.71204478341619,-90.19665826546596,10,46,-3265.7725,-73.71204478341619,62387.16,10,0.0,-61.223236147323526,-61.223236147323526,8.415002019008313,-3.6147192,0.0,-73.71204478341616,7.652457,1328000,0.0,-73.71204478341616,8.415002019008313
nan,0.0,47,-58.77299335434355,46.971957843934675,-58.77299335434355,10,47,-3627.1638,46.971957843934675,77377.09,10,0.0,758.28474588892,758.28474588892,239.40846314383802,-4.3120728,0.0,46.9719578439347,7.6246314,1352000,0.0,46.9719578439347,239.40846314383802
nan,0.0,48,-83.2833819102515,-48.928716871152844,-83.2833819102515,10,48,-4122.4263,-48.928716871152844,105162.97,10,0.0,-0.6263235710606081,-0.6263235710606081,23.99588645517959,-5.2277746,0.0,-48.928716871152844,7.624632,1376000,0.0,-48.928716871152844,23.99588645517959
nan,0.0,49,-84.38650752376546,203.145412903789,-84.38650752376546,10,49,-4725.214,203.145412903789,135672.27,10,0.0,1030.7763688632874,1030.7763688632874,404.01244808373656,-6.0546756,0.0,203.14541290378895,7.624632,1400000,0.0,203.14541290378895,404.01244808373656
nan,0.0,50,-98.71293783744441,633.3800804333558,-98.71293783744441,10,50,-5315.518,633.3800804333558,190853.58,10,0.0,6606.434342980736,6606.434342980736,1991.9700217469667,-6.0961037,0.0,633.3800804333558,7.624632,1424000,0.0,633.3800804333558,1991.9700217469667
nan,0.0,51,-56.87565518028294,6118.338692641774,-56.87565518028294,10,51,-6034.757,6118.338692641774,361861.34,10,0.0,30225.505019130993,30225.505019130993,10741.18354487472,-7.4640117,0.0,6118.338692641776,7.624633,1448000,0.0,6118.338692641776,10741.18354487472
nan,0.0,52,-51.09860864375144,11318.678795485283,-51.09860864375144,10,52,-7640.3633,11318.678795485283,775852.2,10,0.0,36951.75559945395,36951.75559945395,12057.190522342731,-9.338788,0.0,11318.678795485279,7.624632,1472000,0.0,11318.678795485279,12057.190522342731
nan,0.0,53,-108.87358291700272,7052.4197036115165,-108.87358291700272,10,53,-10844.972,7052.4197036115165,1840417.8,10,0.0,32209.701990519297,32209.701990519297,12436.148408183964,-11.305394,0.0,7052.4197036115165,7.624632,1496000,0.0,7052.4197036115165,12436.148408183964
nan,0.0,54,-83.1372743210765,90.35111375152935,-83.1372743210765,10,54,-16682.436,90.35111375152935,3353334.8,10,0.0,903.2111684649855,903.2111684649855,278.65964433952485,-13.304378,0.0,90.35111375152941,7.624632,1520000,0.0,90.35111375152941,278.65964433952485
nan,0.0,55,-84.33174025636329,2073.477548470872,-84.33174025636329,10,55,-24778.633,2073.477548470872,5094364.0,10,0.0,20561.178321841766,20561.178321841766,6164.608685007048,-15.635289,0.0,2073.4775484708725,7.624632,1544000,0.0,2073.4775484708725,6164.608685007048
nan,0.0,56,-81.82312548190833,1674.3950611103708,-81.82312548190833,10,56,-34832.52,1674.3950611103708,6458466.5,10,0.0,16341.539775515126,16341.539775515126,4890.304091088815,-16.899063,0.0,1674.3950611103712,7.624632,1568000,0.0,1674.3950611103712,4890.304091088815
nan,0.0,57,-44.99003656807038,10487.223579467987,-44.99003656807038,10,57,-43534.51,10487.223579467987,7377047.0,10,0.0,47356.490293824674,47356.490293824674,17072.272024193866,-17.161453,0.0,10487.22357946799,7.624632,1592000,0.0,10487.22357946799,17072.272024193866
nan,0.0,58,-97.25605630809898,8313.807831333252,-97.25605630809898,10,58,-49228.113,8313.807831333252,8062289.5,10,0.0,46448.54699716545,46448.54699716545,16745.648450775167,-17.29746,0.0,8313.807831333248,7.624632,1616000,0.0,8313.807831333248,16745.648450775167
nan,0.0,59,-94.08485648386409,5377.18257022077,-94.08485648386409,10,59,-53740.008,5377.18257022077,8273734.5,10,0.0,26357.557739301832,26357.557739301832,9100.274047335757,-17.424871,0.0,5377.182570220769,7.624632,1640000,0.0,5377.182570220769,9100.274047335757
nan,0.0,60,-104.50041147947374,-72.37559241487413,-104.50041147947374,10,60,-56384.66,-72.37559241487413,8023254.0,10,0.0,-0.1383475642506141,-0.1383475642506141,26.86321038401433,-17.240437,0.0,-72.37559241487415,7.624632,1664000,0.0,-72.37559241487415,26.86321038401433
nan,0.0,61,-82.89830232960988,-51.3070877055416,-82.89830232960988,10,61,-57934.08,-51.3070877055416,7519926.5,10,0.0,38.420743147367894,38.420743147367894,43.96124185660933,-17.629728,0.0,-51.3070877055416,7.624632,1688000,0.0,-51.3070877055416,43.96124185660933
nan,0.0,62,-20.145760465475835,2602.3695136336514,-20.145760465475835,10,62,-59311.164,2602.3695136336514,7099446.5,10,0.0,25359.881997624627,25359.881997624627,7586.250768399343,-18.065208,0.0,2602.369513633653,7.624632,1712000,0.0,2602.369513633653,7586.250768399343
nan,0.0,63,-77.36560654066648,7601.839297784814,-77.36560654066648,10,63,-59745.223,7601.839297784814,6870345.5,10,0.0,40554.9538631134,40554.9538631134,13038.743753425471,-17.530176,0.0,7601.839297784811,7.624632,1736000,0.0,7601.839297784811,13038.743753425471
nan,0.1,64,-77.021818118174,17912.542422541395,-77.021818118174,10,64,-58980.273,17912.542422541395,7094851.5,10,0.0,63417.08276543478,63417.08276543478,23350.763649727265,-17.675152,0.1,17912.542422541395,7.624632,1760000,0.0,17912.542422541395,23350.763649727265
nan,0.0,65,-78.35377970644412,990.0404422692548,-78.35377970644412,10,65,-59138.746,990.0404422692548,7417812.5,10,0.0,2731.084020961271,2731.084020961271,1126.017884111128,-18.890388,0.0,990.0404422692543,7.624632,1784000,0.0,990.0404422692543,1126.017884111128
nan,0.0,66,21.87138570689045,3396.3612930355075,21.87138570689045,10,66,-60608.688,3396.3612930355075,7840235.5,10,0.0,16301.833613279061,16301.833613279061,4397.4840779245715,-19.460386,0.0,3396.3612930355075,7.624632,1808000,0.0,3396.3612930355075,4397.4840779245715
nan,0.0,67,-76.27642233293675,1624.0959369848576,-76.27642233293675,10,67,-62880.27,1624.0959369848576,8187122.0,10,0.0,2886.531210318472,2886.531210318472,1133.5327334687431,-19.749258,0.0,1624.095936984857,7.624632,1832000,0.0,1624.095936984857,1133.5327334687431
nan,0.0,68,-6.34813037809051,32470.580832266143,-6.34813037809051,10,68,-64961.406,32470.580832266143,7892596.5,10,0.0,48989.06305204774,48989.06305204774,14211.91264289744,-19.586927,0.0,32470.580832266132,7.624632,1856000,0.0,32470.580832266132,14211.91264289744
nan,0.0,69,22040.19309706348,34625.181370095685,22040.19309706348,10,69,-66636.82,34625.181370095685,8499952.0,10,0.0,49354.03372263271,49354.03372263271,9937.370590357026,-19.988922,0.0,34625.18137009567,7.624632,1880000,0.0,34625.18137009567,9937.370590357026
nan,0.0,70,19333.71225338364,28271.706206182967,19333.71225338364,10,70,-69923.67,28271.706206182967,10697950.0,10,0.0,42339.57189906679,42339.57189906679,7215.159680479977,-20.218046,0.0,28271.706206182967,7.624632,1904000,0.0,28271.706206182967,7215.159680479977
nan,0.0,71,281.7611014658033,30927.63814388276,281.7611014658033,10,71,-74671.57,30927.63814388276,13789322.0,10,0.0,47729.19829069286,47729.19829069286,13279.610465155489,-20.877817,0.0,30927.63814388276,7.624632,1928000,0.0,30927.63814388276,13279.610465155489
nan,0.0,72,86.4630380439468,30784.68181088782,86.4630380439468,10,72,-82116.99,30784.68181088782,15608357.0,10,0.0,47427.316231319244,47427.316231319244,12330.524328054827,-21.379915,0.0,30784.68181088782,7.624632,1952000,0.0,30784.68181088782,12330.524328054827
nan,0.0,73,26794.318755151427,33963.99681328811,26794.318755151427,10,73,-90306.14,33963.99681328811,15832786.0,10,0.0,51365.130776886755,51365.130776886755,7550.755682864482,-21.271614,0.0,33963.99681328812,7.624632,1976000,0.0,33963.99681328812,7550.755682864482
nan,0.0,74,-1.1144210102406351,21990.087509721638,-1.1144210102406351,10,74,-96786.53,21990.087509721638,15976905.0,10,0.0,45135.853151881856,45135.853151881856,15563.156415127552,-20.358414,0.0,21990.08750972164,7.624632,2000000,0.0,21990.08750972164,15563.156415127552
nan,0.0,75,240.71855261794883,28393.090907251015,240.71855261794883,10,75,-101624.23,28393.090907251015,16788598.0,10,0.0,46510.59057562154,46510.59057562154,13771.092128911632,-20.212639,0.0,28393.090907251026,7.624632,2024000,0.0,28393.090907251026,13771.092128911632
nan,0.0,76,33.10612080271074,23383.04894785067,33.10612080271074,10,76,-105406.43,23383.04894785067,17820102.0,10,0.0,34143.8512828975,34143.8512828975,12216.319340139533,-20.30816,0.0,23383.04894785067,7.624632,2048000,0.0,23383.04894785067,12216.319340139533
nan,0.0,77,44.188514403695045,27169.034199410242,44.188514403695045,10,77,-109660.29,27169.034199410242,18192430.0,10,0.0,36883.63766623523,36883.63766623523,10301.091865417604,-20.487179,0.0,27169.034199410242,7.624632,2072000,0.0,27169.034199410242,10301.091865417604
nan,0.0,78,-9.195644989207713,26641.13432927237,-9.195644989207713,10,78,-113597.92,26641.13432927237,18277082.0,10,0.0,46318.672820526896,46318.672820526896,12176.259014837327,-20.962738,0.0,26641.13432927237,7.624632,2096000,0.0,26641.13432927237,12176.259014837327
nan,0.0,79,1623.157789267166,29323.376322216365,1623.157789267166,10,79,-117436.195,29323.376322216365,18885238.0,10,0.0,47867.37572044874,47867.37572044874,15119.650642662446,-20.965399,0.0,29323.376322216383,7.624632,2120000,0.0,29323.376322216383,15119.650642662446
nan,0.0,80,17541.64648845858,33181.574719153345,17541.64648845858,10,80,-119411.875,33181.574719153345,18417020.0,10,0.0,49501.40535733751,49501.40535733751,9211.71973838223,-20.984528,0.0,33181.574719153345,7.624632,2144000,0.0,33181.574719153345,9211.71973838223
nan,0.0,81,-7.247143258855771,26112.160075167158,-7.247143258855771,10,81,-120927.93,26112.160075167158,18572690.0,10,0.0,51076.491330936915,51076.491330936915,19803.89599405971,-21.521399,0.0,26112.160075167158,7.624632,2168000,0.0,26112.160075167158,19803.89599405971
nan,0.2,82,-62.712276540115795,24772.580787790193,-62.712276540115795,10,82,-123014.09,24772.580787790193,19192786.0,10,0.0,52828.83952909096,52828.83952909096,16374.836568443492,-22.134933,0.2,24772.58078779019,7.624632,2192000,0.0,24772.58078779019,16374.836568443492
nan,0.3,83,13747.652479558215,29724.58838003655,13747.652479558215,10,83,-124724.36,29724.58838003655,20003296.0,10,0.0,92486.67923194796,92486.67923194796,22058.54722834853,-22.958914,0.3,29724.588380036537,7.624632,2216000,0.0,29724.588380036537,22058.54722834853
nan,0.5,84,-7.139978164624976,15395.977668024509,-7.139978164624976,10,84,-127025.07,15395.977668024509,21147852.0,10,0.0,54854.85034959905,54854.85034959905,20393.7168553391,-22.992815,0.5,15395.977668024501,7.624632,2240000,0.0,15395.977668024501,20393.7168553391
nan,0.2,85,11.331461502401941,28033.48107193028,11.331461502401941,10,85,-126105.42,28033.48107193028,21503004.0,10,0.0,46149.28947827434,46149.28947827434,16190.013634825102,-22.404781,0.2,28033.48107193028,7.624632,2264000,0.0,28033.48107193028,16190.013634825102
nan,0.3,86,-5.749157326396828,25272.45831894337,-5.749157326396828,10,86,-123085.71,25272.45831894337,21124702.0,10,0.0,54714.733838141976,54714.733838141976,20800.630923930385,-22.323816,0.3,25272.45831894337,7.624632,2288000,0.0,25272.45831894337,20800.630923930385
nan,0.0,87,-32.030842449279696,24041.64465866253,-32.030842449279696,10,87,-122154.0,24041.64465866253,20585004.0,10,0.0,53541.62104848439,53541.62104848439,21703.60829133595,-22.424324,0.0,24041.644658662535,7.624632,2312000,0.0,24041.644658662535,21703.60829133595
nan,0.0,88,811.2526661783444,33601.68025093421,811.2526661783444,10,88,-121602.93,33601.68025093421,19221536.0,10,0.0,51859.3565847696,51859.3565847696,18648.00311037651,-22.045687,0.0,33601.680250934194,7.624632,2336000,0.0,33601.680250934194,18648.00311037651
nan,0.0,89,168.7460978410474,27056.925371553138,168.7460978410474,10,89,-120027.42,27056.925371553138,17570448.0,10,0.0,54375.604405153375,54375.604405153375,20181.286583428784,-21.701704,0.0,27056.925371553138,7.624632,2360000,0.0,27056.925371553138,20181.286583428784
nan,0.0,90,402.45584639298437,28282.038764724413,402.45584639298437,10,90,-117925.41,28282.038764724413,17487874.0,10,0.0,55382.45226391111,55382.45226391111,19274.917687107347,-22.124802,0.0,28282.03876472441,7.624632,2384000,0.0,28282.03876472441,19274.917687107347
nan,0.1,91,1308.1443518384513,29152.94702404033,1308.1443518384513,10,91,-116923.484,29152.94702404033,18188438.0,10,0.0,48676.73530367672,48676.73530367672,14752.394694246026,-22.902853,0.1,29152.947024040343,7.624632,2408000,0.0,29152.947024040343,14752.394694246026
nan,0.0,92,28.569599648405493,20994.29325768415,28.569599648405493,10,92,-116075.09,20994.29325768415,18190136.0,10,0.0,51021.916621020486,51021.916621020486,15452.007717437833,-22.719131,0.0,20994.29325768415,7.624632,2432000,0.0,20994.29325768415,15452.007717437833
nan,0.0,93,9.27642092005018,33188.31001731099,9.27642092005018,10,93,-114590.21,33188.31001731099,18742060.0,10,0.0,56724.24331781075,56724.24331781075,16033.814176028292,-22.230707,0.0,33188.31001731099,7.624632,2456000,0.0,33188.31001731099,16033.814176028292
nan,0.1,94,22149.329164835523,38910.433656055306,22149.329164835523,10,94,-112671.266,38910.433656055306,20319314.0,10,0.0,54634.31556976907,54634.31556976907,10519.271061641302,-22.092531,0.1,38910.433656055306,7.624632,2480000,0.0,38910.433656055306,10519.271061641302
