MetaTest/pick-out-of-hole-v1/Iteration,TotalEnvSteps,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/Average/StdReturn,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/NumTrajs,MetaTrain/Average/Alpha,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,MetaTest/Average/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/MaxReturn
185,4664000,0.03930703566556644,0.03930703566556644,-22.539370866624807,7.539665,0.0,10,nan,-22.432047627042316,-22.539370866624807,0.0,12.810489,0.0,10,6.520769,-22.473992372619698,0.0,-22.473992372619694,185,-22.473992372619694,-22.473992372619698,-131.48888,-22.432047627042316
186,4688000,0.054672932102667104,0.054672932102667104,-22.087825492432412,7.5360627,0.0,10,nan,-21.884237631669734,-22.087825492432412,0.0,12.738275,0.0,10,6.522692,-22.02575328688559,0.0,-22.025753286885596,186,-22.025753286885596,-22.02575328688559,-131.60648,-21.884237631669734
187,4712000,0.04260047406669218,0.04260047406669218,-21.460842393827203,7.540541,0.0,10,nan,-21.332711417950083,-21.460842393827203,0.0,12.699603,0.0,10,6.524633,-21.395636145931,0.0,-21.395636145931,187,-21.395636145931,-21.395636145931,-131.66216,-21.332711417950083
188,4736000,0.07408288803189535,0.07408288803189535,-21.622984485789914,7.5319295,0.0,10,nan,-21.39287516000526,-21.622984485789914,0.0,12.67517,0.0,10,6.523165,-21.49248669183809,0.0,-21.49248669183809,188,-21.49248669183809,-21.49248669183809,-131.79044,-21.39287516000526
189,4760000,0.04766711265276162,0.04766711265276162,-21.466230325997458,7.526057,0.0,10,nan,-21.292691567883832,-21.466230325997458,0.0,12.735361,0.0,10,6.524273,-21.405227552051503,0.0,-21.4052275520515,189,-21.4052275520515,-21.405227552051503,-131.88312,-21.292691567883832
190,4784000,0.05179522520890265,0.05179522520890265,-21.619822546374376,7.53388,0.0,10,nan,-21.457498707609027,-21.619822546374376,0.0,12.663615,0.0,10,6.524615,-21.540997641421818,0.0,-21.54099764142182,190,-21.54099764142182,-21.540997641421818,-132.00626,-21.457498707609027
191,4808000,0.1199705691579875,0.1199705691579875,-22.011676655640432,7.5386972,0.0,10,nan,-21.596780750690826,-22.011676655640432,0.0,12.690678,0.0,10,6.5243926,-21.825756320671825,0.0,-21.82575632067182,191,-21.82575632067182,-21.825756320671825,-132.0726,-21.596780750690826
192,4832000,0.046998507651568,0.046998507651568,-22.67166090109388,7.5417714,0.0,10,nan,-22.52829065501308,-22.67166090109388,0.0,12.646283,0.0,10,6.5261617,-22.625566991923463,0.0,-22.62556699192346,192,-22.62556699192346,-22.625566991923463,-132.20247,-22.52829065501308
193,4856000,0.1326974483910914,0.1326974483910914,-21.94447307365573,7.5331984,0.0,10,nan,-21.51177124535986,-21.94447307365573,0.0,12.639837,0.0,10,6.526972,-21.746200028794014,0.0,-21.746200028794007,193,-21.746200028794007,-21.746200028794014,-132.27744,-21.51177124535986
194,4880000,0.07174798338194453,0.07174798338194453,-20.995392994866165,7.5293107,0.0,10,nan,-20.807142046201303,-20.995392994866165,0.0,12.574992,0.0,10,6.5258517,-20.913220121267635,0.0,-20.913220121267635,194,-20.913220121267635,-20.913220121267635,-132.38393,-20.807142046201303
195,4904000,0.052624238299453376,0.052624238299453376,-22.107646743642373,7.526112,0.0,10,nan,-21.91581288880592,-22.107646743642373,0.0,12.477371,0.0,10,6.5242505,-22.00143235415417,0.0,-22.001432354154172,195,-22.001432354154172,-22.00143235415417,-132.52682,-21.91581288880592
196,4928000,0.03942945740433186,0.03942945740433186,-22.417888391592474,7.527374,0.0,10,nan,-22.297928311206253,-22.417888391592474,0.0,12.422244,0.0,10,6.5270853,-22.346264388726098,0.0,-22.346264388726105,196,-22.346264388726105,-22.346264388726098,-132.63979,-22.297928311206253
197,4952000,0.06893312560535984,0.06893312560535984,-23.087874046661227,7.533191,0.0,10,nan,-22.82734248750008,-23.087874046661227,0.0,12.401147,0.0,10,6.527348,-23.00778067225564,0.0,-23.007780672255635,197,-23.007780672255635,-23.00778067225564,-132.74454,-22.82734248750008
198,4976000,0.047225596309618804,0.047225596309618804,-22.098584938297186,7.537116,0.0,10,nan,-21.934912574556424,-22.098584938297186,0.0,12.455235,0.0,10,6.5269465,-21.98653498810136,0.0,-21.98653498810136,198,-21.98653498810136,-21.98653498810136,-132.80678,-21.934912574556424
199,5000000,0.11158530330448793,0.11158530330448793,-23.014000224170193,7.5380244,0.0,10,nan,-22.635433877161365,-23.014000224170193,0.0,12.3199215,0.0,10,6.5267425,-22.820850498570866,0.0,-22.82085049857087,199,-22.82085049857087,-22.820850498570866,-133.00612,-22.635433877161365
