policy/LossBefore,TotalEnvSteps,Average/Iteration,Average/StdReturn,door-lock-v1/MinReturn,MetaTest/door-lock-v1/SuccessRate,Average/AverageReturn,MetaTest/door-lock-v1/StdReturn,door-lock-v1/StdReturn,door-lock-v1/AverageDiscountedReturn,door-lock-v1/AverageReturn,MetaTest/door-lock-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,policy/LossAfter,MetaTest/Average/Iteration,policy/KLBefore,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/AverageDiscountedReturn,MetaTest/door-lock-v1/AverageReturn,MetaTest/door-lock-v1/MaxReturn,door-lock-v1/TerminationRate,policy/dLoss,policy/Entropy,MetaTest/Average/AverageReturn,MetaTest/door-lock-v1/MinReturn,Average/SuccessRate,MetaTest/door-lock-v1/TerminationRate,MetaTest/Average/SuccessRate,Average/TerminationRate,MetaTest/door-lock-v1/Iteration,Average/NumEpisodes,door-lock-v1/SuccessRate,policy/KL,door-lock-v1/Iteration,door-lock-v1/NumEpisodes,MetaTest/door-lock-v1/NumEpisodes,MetaTest/Average/MinReturn,Average/MaxReturn,Average/MinReturn,MetaTest/Average/StdReturn,door-lock-v1/MaxReturn,MetaTest/Average/MaxReturn,Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes
0.7161576,220000,10,716.6808806029818,-50.425527828311466,0.0,187.46379701498813,1597.3683739813966,716.6808806029818,77.18040780543123,187.46379701498813,821.0678688609657,0.0,0.15036768,1,0.0,0.07306277215820667,821.0678688609657,821.0678688609645,4717.08034116833,0.0,0.56578994,5.66289,821.0678688609645,-41.713408799686995,0.03,0.0,0.0,0.0,1,100,0.03,0.007953781,10,100,10,-41.713408799686995,4671.230774593639,-50.425527828311466,1597.3683739813966,4671.230774593639,4717.08034116833,77.18040780543123,10
0.43847647,240000,11,367.5074299740024,-51.35110555588537,,118.20704664184171,,367.5074299740024,66.38984101298104,118.20704664184171,,,0.3075831,,0.0,0.13118889069133788,,,,0.0,0.13089338,5.661094,,,0.02,,,0.0,,100,0.02,0.008065662,11,100,,,1678.5626543548617,-51.35110555588537,,1678.5626543548617,,66.38984101298104,
-0.653725,260000,12,3100.012989053297,-50.69993816022197,,541.4176946615385,,3100.012989053297,228.80017516902288,541.4176946615385,,,-3.4065578,,0.0,0.13468959951450044,,,,0.0,2.752833,5.6491017,,,0.03,,,0.0,,100,0.03,0.007164775,12,100,,,30727.111420476074,-50.69993816022197,,30727.111420476074,,228.80017516902288,
2.6953316,280000,13,4453.241501109787,-54.956270570742376,,641.4226126293139,,4453.241501109787,242.29479024804846,641.4226126293139,,,-0.5023203,,0.0,0.15112222199017256,,,,0.0,3.1976519,5.6413445,,,0.06,,,0.0,,100,0.06,0.005753955,13,100,,,43638.732529147135,-54.956270570742376,,43638.732529147135,,242.29479024804846,
0.0413957,300000,14,2196.1609297023174,-43.88326177084574,,611.2606649866423,,2196.1609297023174,228.29960815772475,611.2606649866423,,,-1.5661691,,0.0,0.14694657702082825,,,,0.0,1.6075648,5.6308584,,,0.03,,,0.0,,100,0.03,0.008682211,14,100,,,17104.437403377673,-43.88326177084574,,17104.437403377673,,228.29960815772475,
1.2595359,320000,15,1006.1093991176625,-51.015351276980134,,199.7458966755383,,1006.1093991176625,95.98457169891174,199.7458966755383,,,0.7272781,,0.0,0.05197236182593035,,,,0.0,0.5322578,5.623673,,,0.09,,,0.0,,100,0.09,0.010698209,15,100,,,8300.52841745639,-51.015351276980134,,8300.52841745639,,95.98457169891174,
-0.64798903,340000,16,1382.395956548912,-63.437383625394176,,364.7041690306542,,1382.395956548912,146.51846275911092,364.7041690306542,,,-1.8351445,,0.0,0.11952339709700954,,,,0.0,1.1871555,5.6146,,,0.02,,,0.0,,100,0.02,0.009494443,16,100,,,11210.830765033812,-63.437383625394176,,11210.830765033812,,146.51846275911092,
-4.196853,360000,17,11393.980724609271,-53.93137448028026,,1924.3007490890734,,11393.980724609271,584.3446589874754,1924.3007490890734,,,-13.479446,,0.0,0.21128325370739043,,,,0.0,9.282593,5.5950136,,,0.04,,,0.0,,100,0.04,0.008265705,17,100,,,111971.70634544805,-53.93137448028026,,111971.70634544805,,584.3446589874754,
4.0554156,380000,18,4627.026717237494,-52.326067739372846,,1076.8824730393085,,4627.026717237494,425.69940753378097,1076.8824730393085,,,0.34299687,,0.0,0.1779139413385208,,,,0.0,3.7124188,5.578468,,,0.08,,,0.0,,100,0.08,0.00865485,18,100,,,39968.79970597689,-52.326067739372846,,39968.79970597689,,425.69940753378097,
-1.576636,400000,19,2868.015591116302,-50.65288773564083,,713.5957278012701,,2868.015591116302,226.640929286669,713.5957278012701,,,-3.7508376,,0.0,0.10289298877766617,,,,0.0,2.1742015,5.568062,,,0.08,,,0.0,,100,0.08,0.0080441,19,100,,,19109.642747551316,-50.65288773564083,,19109.642747551316,,226.640929286669,
1.5471516,420000,20,2100.2255026627654,-60.6472961581544,0.0,715.8187063753685,2902.43439832362,2100.2255026627654,339.18105186712205,715.8187063753685,937.9003826103756,0.0,-0.040190626,2,0.0,0.13050906158175768,937.9003826103756,937.9003826103751,9645.177267600335,0.0,1.5873421,5.562302,937.9003826103751,-43.310377298193096,0.07,0.0,0.0,0.0,2,100,0.07,0.0053960974,20,100,10,-43.310377298193096,12064.308674846781,-60.6472961581544,2902.43439832362,12064.308674846781,9645.177267600335,339.18105186712205,10
0.28304845,440000,21,8590.445890075067,-66.74983008941108,,2056.5549135039882,,8590.445890075067,795.1348691132912,2056.5549135039882,,,-7.6822376,,0.0,0.17716399555923734,,,,0.0,7.9652863,5.5194983,,,0.06,,,0.0,,100,0.06,0.0064904885,21,100,,,73735.08614329717,-66.74983008941108,,73735.08614329717,,795.1348691132912,
0.39555645,460000,22,3194.7014085132614,-47.28367367336275,,660.2426371951369,,3194.7014085132614,368.74455847889936,660.2426371951369,,,-1.6748334,,0.0,0.13764504794532106,,,,0.0,2.0703897,5.493502,,,0.05,,,0.0,,100,0.05,0.008470813,22,100,,,26955.611268116838,-47.28367367336275,,26955.611268116838,,368.74455847889936,
1.6393125,480000,23,2954.471911861025,-57.3012708122671,,511.5842313406231,,2954.471911861025,251.9955814149889,511.5842313406231,,,0.17331327,,0.0,0.08268335620601297,,,,0.0,1.4659992,5.4843955,,,0.09,,,0.0,,100,0.09,0.0063675074,23,100,,,28378.3724055325,-57.3012708122671,,28378.3724055325,,251.9955814149889,
5.296525,500000,24,4079.8249794289522,-52.41623964378265,,947.4036953794662,,4079.8249794289522,445.9580464047226,947.4036953794662,,,0.8740609,,0.0,0.098259469877793,,,,0.0,4.422464,5.4630384,,,0.06,,,0.0,,100,0.06,0.008149065,24,100,,,35240.26522976566,-52.41623964378265,,35240.26522976566,,445.9580464047226,
2.805618,520000,25,8430.176904514154,-55.495055633717016,,1950.749183695913,,8430.176904514154,783.2004529872777,1950.749183695913,,,-5.2891407,,0.0,0.19401906310786143,,,,0.0,8.094759,5.4051523,,,0.05,,,0.0,,100,0.05,0.007096457,25,100,,,79993.60070550944,-55.495055633717016,,79993.60070550944,,783.2004529872777,
0.8627988,540000,26,1685.1886459744687,-46.92201928672174,,414.8523198529035,,1685.1886459744687,229.58362515926208,414.8523198529035,,,0.32415158,,0.0,0.09134759696017203,,,,0.0,0.53864723,5.369695,,,0.1,,,0.0,,100,0.1,0.009626248,26,100,,,13780.397989003794,-46.92201928672174,,13780.397989003794,,229.58362515926208,
9.512022,560000,27,8370.273488595029,-48.74590186165295,,2210.192356527605,,8370.273488595029,914.5337948485337,2210.192356527605,,,1.5888274,,0.0,0.2354763465749392,,,,0.0,7.923195,5.3478293,,,0.08,,,0.0,,100,0.08,0.004569005,27,100,,,62310.449727153224,-48.74590186165295,,62310.449727153224,,914.5337948485337,
-3.1926696,580000,28,3489.7122692339844,-43.26902945190774,,928.1354141649707,,3489.7122692339844,421.2924298241851,928.1354141649707,,,-5.8267875,,0.0,0.14218886771364503,,,,0.0,2.6341178,5.3197865,,,0.08,,,0.0,,100,0.08,0.008928283,28,100,,,31388.179733608442,-43.26902945190774,,31388.179733608442,,421.2924298241851,
1.2350187,600000,29,17122.467754569407,-45.81116830359651,,3745.668534357302,,17122.467754569407,1497.3187483739257,3745.668534357302,,,-14.1085,,0.0,0.24270390724777524,,,,0.0,15.343518,5.2580953,,,0.08,,,0.0,,100,0.08,0.007579219,29,100,,,141738.0760030273,-45.81116830359651,,141738.0760030273,,1497.3187483739257,
-4.4498954,620000,30,9337.125305409478,-51.391526390645794,0.0,2445.4129575154825,35381.31147107806,9337.125305409478,876.0087914890725,2445.4129575154825,11839.547574676344,0.0,-12.892127,3,0.0,0.35810224680113123,11839.547574676344,11839.547574676351,117982.36222604281,0.0,8.442232,5.222725,11839.547574676351,-47.883065190310305,0.03,0.0,0.0,0.0,3,100,0.03,0.006540209,30,100,10,-47.883065190310305,80508.29167542545,-51.391526390645794,35381.31147107806,80508.29167542545,117982.36222604281,876.0087914890725,10
2.3999462,640000,31,1324.6101740050792,-49.05913720248819,,363.86315840751683,,1324.6101740050792,169.1302537611217,363.86315840751683,,,2.219133,,0.0,0.08419380224700779,,,,0.0,0.18081331,5.2138314,,,0.04,,,0.0,,100,0.04,0.010391147,31,100,,,9435.049211407304,-49.05913720248819,,9435.049211407304,,169.1302537611217,
-8.211461,660000,32,10349.284231281046,-50.67182633309221,,2169.6646489684704,,10349.284231281046,862.1221862141558,2169.6646489684704,,,-18.94835,,0.0,0.2799467502404779,,,,0.0,10.73689,5.204765,,,0.05,,,0.0,,100,0.05,0.0047992086,32,100,,,93663.07610111267,-50.67182633309221,,93663.07610111267,,862.1221862141558,
2.5073547,680000,33,9107.715935706565,-43.923575504484354,,3077.6143627285805,,9107.715935706565,1355.0344786968171,3077.6143627285805,,,-7.5010686,,0.0,0.18297710908511255,,,,0.0,10.008423,5.1861773,,,0.1,,,0.0,,100,0.1,0.007181016,33,100,,,50308.36810899068,-43.923575504484354,,50308.36810899068,,1355.0344786968171,
-8.712666,700000,34,15425.956802248622,-47.13697649117487,,3623.0277030917073,,15425.956802248622,1462.834184141373,3623.0277030917073,,,-20.505196,,0.0,0.2820747563243874,,,,0.0,11.79253,5.180428,,,0.06,,,0.0,,100,0.06,0.008954915,34,100,,,140723.31912428,-47.13697649117487,,140723.31912428,,1462.834184141373,
-3.8593328,720000,35,12118.69325247795,-50.313534407592066,,4867.209636643141,,12118.69325247795,1650.4100697949723,4867.209636643141,,,-17.374893,,0.0,0.2962582027599332,,,,0.0,13.51556,5.1678286,,,0.05,,,0.0,,100,0.05,0.008440129,35,100,,,63131.85807451571,-50.313534407592066,,63131.85807451571,,1650.4100697949723,
9.955159,740000,36,11274.607444557732,-41.971988944615894,,4423.328033678529,,11274.607444557732,1901.9375776343245,4423.328033678529,,,-2.601489,,0.0,0.20004207690747866,,,,0.0,12.556648,5.1252437,,,0.11,,,0.0,,100,0.11,0.005505577,36,100,,,81718.80475364429,-41.971988944615894,,81718.80475364429,,1901.9375776343245,
10.565944,760000,37,15679.046453746885,-42.397302966391884,,6894.081511093353,,15679.046453746885,2488.3177165616307,6894.081511093353,,,-6.6797876,,0.0,0.27364764733831415,,,,0.0,17.245731,5.10086,,,0.1,,,0.0,,100,0.1,0.0052334294,37,100,,,81196.94768506225,-42.397302966391884,,81196.94768506225,,2488.3177165616307,
-3.2673266,780000,38,10960.220135341302,-46.61303524202018,,3429.218301669778,,10960.220135341302,1450.536836042605,3429.218301669778,,,-12.264468,,0.0,0.1895205542666869,,,,0.0,8.997142,5.08286,,,0.08,,,0.0,,100,0.08,0.007647216,38,100,,,80539.45342439778,-46.61303524202018,,80539.45342439778,,1450.536836042605,
25.466034,800000,39,19920.65901157223,-45.74437824971914,,8291.99102305785,,19920.65901157223,2932.2964193475495,8291.99102305785,,,5.9033375,,0.0,0.2420371376421625,,,,0.0,19.562696,5.055234,,,0.2,,,0.0,,100,0.2,0.00728152,39,100,,,104387.2299037454,-45.74437824971914,,104387.2299037454,,2932.2964193475495,
-10.2608185,820000,40,13020.709613026218,-54.47680948287766,0.3,6279.653214368304,25249.981180315845,13020.709613026218,1940.4044380007542,6279.653214368304,16182.9217099107,0.0,-22.502182,4,0.0,0.26120818386463085,16182.9217099107,16182.921709910705,76065.4450435669,0.0,12.241364,5.0441236,16182.921709910705,-45.46240283193229,0.26,0.0,0.3,0.0,4,100,0.26,0.0067152986,40,100,10,-45.46240283193229,58194.322501118084,-54.47680948287766,25249.981180315845,58194.322501118084,76065.4450435669,1940.4044380007542,10
3.1567626,840000,41,23102.864959891733,-41.226776729885266,,10973.720406213251,,23102.864959891733,3431.376962590249,10973.720406213251,,,-19.795876,,0.0,0.330201237734172,,,,0.0,22.952639,5.03804,,,0.23,,,0.0,,100,0.23,0.005668682,41,100,,,133355.78475472744,-41.226776729885266,,133355.78475472744,,3431.376962590249,
-17.298166,860000,42,14147.050193053245,-43.252354745805945,,6797.444069377398,,14147.050193053245,2204.930352801378,6797.444069377398,,,-31.892944,,0.0,0.20160235823713146,,,,0.0,14.594778,5.002212,,,0.22,,,0.0,,100,0.22,0.00626294,42,100,,,72048.46627326241,-43.252354745805945,,72048.46627326241,,2204.930352801378,
11.300725,880000,43,23928.649120641527,-50.03271856401518,,11474.501858736685,,23928.649120641527,3202.16823572041,11474.501858736685,,,-7.8216124,,0.0,0.22612006227893489,,,,0.0,19.122337,4.947685,,,0.25,,,0.0,,100,0.25,0.008363143,43,100,,,125977.53717854056,-50.03271856401518,,125977.53717854056,,3202.16823572041,
-2.1068,900000,44,13678.723265944662,-56.12224091014593,,4686.950566266243,,13678.723265944662,1324.3915140998536,4686.950566266243,,,-14.221863,,0.0,0.18498516769092377,,,,0.0,12.115063,4.9179454,,,0.22,,,0.0,,100,0.22,0.007784642,44,100,,,87091.5647802754,-56.12224091014593,,87091.5647802754,,1324.3915140998536,
5.0256686,920000,45,21266.12890700778,-45.69554757831352,,8456.98078945305,,21266.12890700778,2087.2092621037864,8456.98078945305,,,-13.313525,,0.0,0.31098497464908714,,,,0.0,18.339193,4.90594,,,0.21,,,0.0,,100,0.21,0.004214311,45,100,,,111515.07622919665,-45.69554757831352,,111515.07622919665,,2087.2092621037864,
-0.6026,940000,46,17481.01230168907,-43.97725601483939,,6665.7671185449835,,17481.01230168907,1948.1299239839873,6665.7671185449835,,,-14.096763,,0.0,0.20846716026045442,,,,0.0,13.494163,4.894361,,,0.21,,,0.0,,100,0.21,0.004946657,46,100,,,101543.89241024636,-43.97725601483939,,101543.89241024636,,1948.1299239839873,
6.12875,960000,47,28551.784822504258,-48.045741327661254,,12182.622796534397,,28551.784822504258,3640.0794223558028,12182.622796534397,,,-23.690218,,0.0,0.2770857498346563,,,,0.0,29.818968,4.859481,,,0.24,,,0.0,,100,0.24,0.006488555,47,100,,,156313.98830299667,-48.045741327661254,,156313.98830299667,,3640.0794223558028,
-27.511906,980000,48,26491.038955385404,-47.09853364174638,,11345.833090672453,,26491.038955385404,3287.1632883896464,11345.833090672453,,,-52.840187,,0.0,0.2547449378659751,,,,0.0,25.328281,4.8134413,,,0.22,,,0.0,,100,0.22,0.0074732346,48,100,,,146675.6280038517,-47.09853364174638,,146675.6280038517,,3287.1632883896464,
43.298183,1000000,49,27953.748243020524,-45.10561121673208,,14032.271858013202,,27953.748243020524,4690.507852408058,14032.271858013202,,,16.193216,,0.0,0.25489247420856975,,,,0.0,27.104967,4.790738,,,0.21,,,0.0,,100,0.21,0.009678946,49,100,,,156591.26782461378,-45.10561121673208,,156591.26782461378,,4690.507852408058,
21.279713,1020000,50,32252.349924980135,-46.583674509964915,0.1,12950.480491952263,4095.477078340954,32252.349924980135,3733.219496330683,12950.480491952263,1967.6165570919943,0.0,-6.907175,5,0.0,0.400802768989278,1967.6165570919943,1967.6165570919936,13661.388150305918,0.0,28.186888,4.7858553,1967.6165570919936,-43.05245162984098,0.27,0.0,0.1,0.0,5,100,0.27,0.0059119803,50,100,10,-43.05245162984098,148540.11508495815,-46.583674509964915,4095.477078340954,148540.11508495815,13661.388150305918,3733.219496330683,10
6.3583565,1040000,51,28246.791742316604,-47.0215936434284,,13472.72131813726,,28246.791742316604,4039.592812128095,13472.72131813726,,,-18.169495,,0.0,0.36260500342248747,,,,0.0,24.527851,4.774209,,,0.21,,,0.0,,100,0.21,0.009609985,51,100,,,133379.06140985026,-47.0215936434284,,133379.06140985026,,4039.592812128095,
26.57976,1060000,52,25575.450310746797,-46.027593035965104,,11799.173304554102,,25575.450310746797,3189.25737957172,11799.173304554102,,,7.371669,,0.0,0.3120784082388596,,,,0.0,19.208092,4.740054,,,0.18,,,0.0,,100,0.18,0.0051315315,52,100,,,174172.06356146885,-46.027593035965104,,174172.06356146885,,3189.25737957172,
13.780016,1080000,53,20008.728793604507,-46.07922579482771,,9158.27843442752,,20008.728793604507,2691.3494341393257,9158.27843442752,,,-3.330475,,0.0,0.28839298558900794,,,,0.0,17.11049,4.7111278,,,0.2,,,0.0,,100,0.2,0.0064660353,53,100,,,98746.24549713083,-46.07922579482771,,98746.24549713083,,2691.3494341393257,
11.175697,1100000,54,24232.626817533524,-45.04221485482359,,13669.909922007111,,24232.626817533524,3463.512089818791,13669.909922007111,,,-7.4411626,,0.0,0.32104048212101544,,,,0.0,18.61686,4.6917143,,,0.22,,,0.0,,100,0.22,0.004697237,54,100,,,126237.4450635165,-45.04221485482359,,126237.4450635165,,3463.512089818791,
19.44144,1120000,55,15200.641140558853,-44.19871664625254,,8014.371253073394,,15200.641140558853,2200.5822989425747,8014.371253073394,,,5.0028033,,0.0,0.2642217112024955,,,,0.0,14.438637,4.6981,,,0.23,,,0.0,,100,0.23,0.0040874886,55,100,,,65367.36022645879,-44.19871664625254,,65367.36022645879,,2200.5822989425747,
-21.539131,1140000,56,27237.26057039332,-45.76820076881164,,13684.554386445909,,27237.26057039332,3864.5575618494227,13684.554386445909,,,-49.54934,,0.0,0.37118156051494033,,,,0.0,28.010208,4.6954727,,,0.28,,,0.0,,100,0.28,0.005953618,56,100,,,107264.28357065914,-45.76820076881164,,107264.28357065914,,3864.5575618494227,
-27.138994,1160000,57,38736.65664198338,-46.63331415716416,,15214.245824684287,,38736.65664198338,4312.094939490295,15214.245824684287,,,-62.358505,,0.0,0.39386741684942983,,,,0.0,35.219513,4.6757708,,,0.28,,,0.0,,100,0.28,0.006575106,57,100,,,207689.8240546582,-46.63331415716416,,207689.8240546582,,4312.094939490295,
-2.6894126,1180000,58,25863.21854126414,-44.830231074200945,,12562.843834096193,,25863.21854126414,2948.7646390828204,12562.843834096193,,,-23.207413,,0.0,0.2912386648622777,,,,0.0,20.518,4.6645,,,0.37,,,0.0,,100,0.37,0.005069861,58,100,,,111068.72003002912,-44.830231074200945,,111068.72003002912,,2948.7646390828204,
-7.8154373,1200000,59,30681.645112287133,-46.73301343605165,,12787.697167232946,,30681.645112287133,3312.962985788538,12787.697167232946,,,-32.74335,,0.0,0.29363670885648707,,,,0.0,24.927914,4.652171,,,0.33,,,0.0,,100,0.33,0.005493901,59,100,,,204108.50430877984,-46.73301343605165,,204108.50430877984,,3312.962985788538,
22.382666,1220000,60,27796.34012591642,-48.275863978046985,0.1,11443.9184465627,23876.77532369127,27796.34012591642,2982.63477068184,11443.9184465627,8724.553273207088,0.0,1.1643156,6,0.0,0.258996563635021,8724.553273207088,8724.553273207091,80037.43825801439,0.0,21.21835,4.63955,8724.553273207091,-44.59910094139731,0.26,0.0,0.1,0.0,6,100,0.26,0.0053270534,60,100,10,-44.59910094139731,180170.91209848822,-48.275863978046985,23876.77532369127,180170.91209848822,80037.43825801439,2982.63477068184,10
-28.867874,1240000,61,30003.477773899525,-46.11149327286133,,12576.699645457007,,30003.477773899525,3581.472088989513,12576.699645457007,,,-50.070423,,0.0,0.26370967998812467,,,,0.0,21.202549,4.6203604,,,0.29,,,0.0,,100,0.29,0.005523033,61,100,,,210170.79737985285,-46.11149327286133,,210170.79737985285,,3581.472088989513,
1.020425,1260000,62,24511.172568608836,-45.64243838780859,,10602.617975993655,,24511.172568608836,2498.4316379387774,10602.617975993655,,,-21.231106,,0.0,0.2747202519589558,,,,0.0,22.251532,4.5913916,,,0.3,,,0.0,,100,0.3,0.0045501078,62,100,,,128434.58146383268,-45.64243838780859,,128434.58146383268,,2498.4316379387774,
39.555683,1280000,63,32960.41322584429,-47.31964253887312,,12023.248897973514,,32960.41322584429,3132.3214480602073,12023.248897973514,,,10.931947,,0.0,0.3935246315552735,,,,0.0,28.623737,4.5747194,,,0.3,,,0.0,,100,0.3,0.006302616,63,100,,,165802.25040760654,-47.31964253887312,,165802.25040760654,,3132.3214480602073,
6.4818673,1300000,64,29161.12279195584,-45.91201480833535,,14139.918520902007,,29161.12279195584,3487.2020679725397,14139.918520902007,,,-21.438532,,0.0,0.28840989284330587,,,,0.0,27.920399,4.5805626,,,0.29,,,0.0,,100,0.29,0.005507168,64,100,,,139344.26558722826,-45.91201480833535,,139344.26558722826,,3487.2020679725397,
-0.920525,1320000,65,43525.26948329351,-46.77132495344948,,19225.72379927505,,43525.26948329351,5103.88893273148,19225.72379927505,,,-19.793526,,0.0,0.3087371715053244,,,,0.0,18.873001,4.5590625,,,0.31,,,0.0,,100,0.31,0.012998683,65,100,,,203250.39448777793,-46.77132495344948,,203250.39448777793,,5103.88893273148,
-3.3197124,1340000,66,47296.4660875421,-49.391381610459966,,18251.892135079554,,47296.4660875421,4676.782900072302,18251.892135079554,,,-43.601173,,0.0,0.42127281686885487,,,,0.0,40.28146,4.5609426,,,0.29,,,0.0,,100,0.29,0.0062165647,66,100,,,231337.3623650799,-49.391381610459966,,231337.3623650799,,4676.782900072302,
-12.782988,1360000,67,33688.52160731382,-48.640880144568115,,15032.009685592104,,33688.52160731382,4513.020804988918,15032.009685592104,,,-43.59837,,0.0,0.28021107454526584,,,,0.0,30.815382,4.531704,,,0.26,,,0.0,,100,0.26,0.0064188973,67,100,,,199033.13772481494,-48.640880144568115,,199033.13772481494,,4513.020804988918,
10.572163,1380000,68,41088.152680091225,-48.44800576454198,,19244.612443075388,,41088.152680091225,5367.085947010986,19244.612443075388,,,-25.907537,,0.0,0.34587293925433515,,,,0.0,36.4797,4.5010486,,,0.27,,,0.0,,100,0.27,0.006621881,68,100,,,232961.8493007296,-48.44800576454198,,232961.8493007296,,5367.085947010986,
14.625213,1400000,69,39316.17467595302,-44.836795264014015,,17950.33633167614,,39316.17467595302,5225.904634464733,17950.33633167614,,,-20.49405,,0.0,0.3283068535694079,,,,0.0,35.119263,4.500243,,,0.4,,,0.0,,100,0.4,0.008495837,69,100,,,197758.08895882557,-44.836795264014015,,197758.08895882557,,5225.904634464733,
