MetaTest/Average/AverageReturn,policy/Entropy,MetaTest/handle-pull-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,handle-pull-v1/NumEpisodes,policy/dLoss,handle-pull-v1/TerminationRate,Average/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/handle-pull-v1/MaxReturn,handle-pull-v1/AverageReturn,MetaTest/handle-pull-v1/Iteration,Average/NumEpisodes,Average/TerminationRate,Average/Iteration,Average/MinReturn,Average/AverageDiscountedReturn,MetaTest/handle-pull-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,policy/KL,Average/StdReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/handle-pull-v1/TerminationRate,handle-pull-v1/MinReturn,MetaTest/handle-pull-v1/MinReturn,policy/KLBefore,handle-pull-v1/MaxReturn,MetaTest/handle-pull-v1/SuccessRate,handle-pull-v1/Iteration,handle-pull-v1/AverageDiscountedReturn,MetaTest/handle-pull-v1/NumEpisodes,MetaTest/Average/MinReturn,policy/LossBefore,MetaTest/handle-pull-v1/AverageReturn,Average/MaxReturn,MetaTest/Average/MaxReturn,handle-pull-v1/SuccessRate,policy/LossAfter,handle-pull-v1/StdReturn,Average/AverageReturn,TotalEnvSteps
2559.0344228382755,5.541207,3642.333252176992,0.0,1,100,5.7988386,0.0,0.0,0.0,10,10935.223977119873,4067.1429321891355,1,100,0.0,10,-43.04790369029614,1806.002438943058,2559.0344228382755,2559.0344228382755,3642.333252176992,0.0053722844,4780.792901753686,0.26025160753610654,0.0,-43.04790369029614,-26.30730963609125,0.0,28944.620443952943,0.0,10,1806.002438943058,10,-26.30730963609125,1.6961734,2559.0344228382755,28944.620443952943,10935.223977119873,0.0,-4.102665,4780.792901753686,4067.1429321891355,220000
,5.5232625,,,,100,6.4917955,0.0,0.0,,,,4453.921372293713,,100,0.0,11,-37.80528635878875,1917.0054552720198,,,,0.0075154207,5199.325555385145,0.1778675875715957,,-37.80528635878875,,0.0,21066.3135193412,,11,1917.0054552720198,,,1.129236,,21066.3135193412,,0.0,-5.3625593,5199.325555385145,4453.921372293713,240000
,5.518105,,,,100,5.1178837,0.0,0.0,,,,4236.769796411212,,100,0.0,12,-49.24706431505945,2027.3343128439824,,,,0.00505083,5734.049892642881,0.2362419918737847,,-49.24706431505945,,0.0,20919.63828181563,,12,2027.3343128439824,,,1.4819257,,20919.63828181563,,0.0,-3.6359577,5734.049892642881,4236.769796411212,260000
,5.5112076,,,,100,7.408113,0.0,0.0,,,,6968.970671848299,,100,0.0,13,-33.58490332594744,3258.1684259377757,,,,0.0053987703,6954.007785781903,0.27252691970208587,,-33.58490332594744,,0.0,29998.10090704035,,13,3258.1684259377757,,,-1.5132843,,29998.10090704035,,0.0,-8.921397,6954.007785781903,6968.970671848299,280000
,5.4981484,,,,100,7.2893186,0.0,0.0,,,,7376.39230934621,,100,0.0,14,-31.87146290751469,3033.931572700256,,,,0.003777706,7424.587923811282,0.22904657067473821,,-31.87146290751469,,0.0,31860.934041720346,,14,3033.931572700256,,,6.616631,,31860.934041720346,,0.0,-0.6726875,7424.587923811282,7376.39230934621,300000
,5.493171,,,,100,7.683075,0.0,0.0,,,,8303.513676379654,,100,0.0,15,-40.34845871417873,3899.7103969184564,,,,0.005640822,7768.590951461997,0.3869457752065706,,-40.34845871417873,,0.0,26579.611161022,,15,3899.7103969184564,,,2.397289,,26579.611161022,,0.0,-5.285786,7768.590951461997,8303.513676379654,320000
,5.4617834,,,,100,9.747641,0.0,0.0,,,,9738.58253898148,,100,0.0,16,-27.21175930298761,3968.7182433887206,,,,0.0072422433,8375.239230165485,0.2818944128839497,,-27.21175930298761,,0.0,34539.0028873302,,16,3968.7182433887206,,,5.9667406,,34539.0028873302,,0.0,-3.7809,8375.239230165485,9738.58253898148,340000
,5.429067,,,,100,12.666824,0.0,0.0,,,,12222.811314243356,,100,0.0,17,-27.40182509275459,4581.022219339196,,,,0.007845775,10548.591401385895,0.2673712347257702,,-27.40182509275459,,0.0,65726.67375072633,,17,4581.022219339196,,,4.65305,,65726.67375072633,,0.0,-8.013775,10548.591401385895,12222.811314243356,360000
,5.384651,,,,100,11.532767,0.0,0.0,,,,12879.442409791769,,100,0.0,18,-29.860817072358774,4911.474754467767,,,,0.006344796,9973.11805340527,0.34604532682582345,,-29.860817072358774,,0.0,47747.02713889488,,18,4911.474754467767,,,3.7137046,,47747.02713889488,,0.0,-7.8190627,9973.11805340527,12879.442409791769,380000
,5.3288126,,,,100,14.741247,0.0,0.01,,,,14171.810530157445,,100,0.0,19,-25.422136753159414,5577.575220053129,,,,0.007996196,13601.294672002188,0.23719963498311425,,-25.422136753159414,,0.0,97137.36206439542,,19,5577.575220053129,,,-3.2759173,,97137.36206439542,,0.01,-18.017164,13601.294672002188,14171.810530157445,400000
20147.475881001967,5.294434,12312.622991783193,0.0,2,100,10.360945,0.0,0.0,0.0,10,44710.48461403041,16947.075469652595,2,100,0.0,20,-20.056580986231953,6450.479470098933,20147.475881001963,20147.475881001963,12312.622991783193,0.006216772,10747.887149536396,0.3844956758813669,0.0,-20.056580986231953,-15.42124627933839,0.0,63005.84315015514,0.0,20,6450.479470098933,10,-15.42124627933839,1.0141164,20147.475881001967,63005.84315015514,44710.48461403041,0.0,-9.346828,10747.887149536396,16947.075469652595,420000
,5.2753377,,,,100,12.015388,0.0,0.03,,,,19299.760717235044,,100,0.0,21,-22.0941846795329,7167.772537932913,,,,0.0058583044,14326.723244381732,0.27812291541589473,,-22.0941846795329,,0.0,77383.73328897817,,21,7167.772537932913,,,6.028144,,77383.73328897817,,0.03,-5.9872437,14326.723244381732,19299.760717235044,440000
,5.2487173,,,,100,14.329022,0.0,0.0,,,,20522.94144546021,,100,0.0,22,-16.59831323153321,7994.230659369952,,,,0.00794654,12495.207764466155,0.2790075513378122,,-16.59831323153321,,0.0,68675.7939355834,,22,7994.230659369952,,,-1.9821156,,68675.7939355834,,0.0,-16.311138,12495.207764466155,20522.94144546021,460000
,5.216674,,,,100,14.727671,0.0,0.01,,,,23499.46499193693,,100,0.0,23,-19.595028255349746,8847.521542314376,,,,0.005963547,16984.371587721966,0.29596355264113394,,-19.595028255349746,,0.0,101927.48155222817,,23,8847.521542314376,,,-1.8890246,,101927.48155222817,,0.01,-16.616695,16984.371587721966,23499.46499193693,480000
,5.1869326,,,,100,17.160015,0.0,0.01,,,,23377.72168812387,,100,0.0,24,-22.719905961705006,9364.564687193195,,,,0.00721242,14761.40594548579,0.28484554056036704,,-22.719905961705006,,0.0,93106.98745340868,,24,9364.564687193195,,,-12.465684,,93106.98745340868,,0.01,-29.6257,14761.40594548579,23377.72168812387,500000
,5.1479387,,,,100,14.126338,0.0,0.0,,,,25208.67686072323,,100,0.0,25,-17.792234298054385,10053.889738166396,,,,0.0071492996,12262.877574041682,0.34431979246206557,,-17.792234298054385,,0.0,64374.64790413332,,25,10053.889738166396,,,5.377619,,64374.64790413332,,0.0,-8.748719,12262.877574041682,25208.67686072323,520000
,5.109978,,,,100,11.8575,0.0,0.0,,,,21734.979508133634,,100,0.0,26,-23.241990258753322,8917.739488549163,,,,0.005434925,14294.31376085125,0.32793269898500454,,-23.241990258753322,,0.0,68190.41254287008,,26,8917.739488549163,,,6.52625,,68190.41254287008,,0.0,-5.33125,14294.31376085125,21734.979508133634,540000
,5.084206,,,,100,11.159086,0.0,0.01,,,,26202.95063195403,,100,0.0,27,-19.582694679303398,10756.702036649747,,,,0.0045898966,13124.105968314674,0.31664778376925673,,-19.582694679303398,,0.0,56524.84171199749,,27,10756.702036649747,,,4.4763236,,56524.84171199749,,0.01,-6.6827626,13124.105968314674,26202.95063195403,560000
,5.069363,,,,100,12.667955,0.0,0.01,,,,28788.128026655162,,100,0.0,28,-28.920158426350817,10956.149163084607,,,,0.0072095008,14701.296399703688,0.2623419663022488,,-28.920158426350817,,0.0,67176.41928442015,,28,10956.149163084607,,,-3.3699813,,67176.41928442015,,0.01,-16.037937,14701.296399703688,28788.128026655162,580000
,5.0620875,,,,100,17.101694,0.0,0.03,,,,30618.86278458607,,100,0.0,29,-21.98289782869282,12055.363681832927,,,,0.005441624,16999.298815394435,0.2663248984272868,,-21.98289782869282,,0.0,105103.04030166964,,29,12055.363681832927,,,24.236864,,105103.04030166964,,0.03,7.1351705,16999.298815394435,30618.86278458607,600000
45874.833842955784,5.020806,34716.81326783648,0.0,3,100,18.618044,0.0,0.05,0.1,10,131563.2106524904,36287.71317767711,3,100,0.0,30,-14.88621416025703,13147.857915805194,45874.83384295578,45874.83384295578,34716.81326783648,0.008982703,29390.32613020822,0.3347799183818555,0.0,-14.88621416025703,-15.393204842654123,0.0,194327.3477484354,0.1,30,13147.857915805194,10,-15.393204842654123,-24.575678,45874.833842955784,194327.3477484354,131563.2106524904,0.05,-43.19372,29390.32613020822,36287.71317767711,620000
,5.028964,,,,100,25.096897,0.0,0.15,,,,41161.28997587711,,100,0.0,31,-23.343901335118915,14932.714458674127,,,,0.006954824,30568.269510133032,0.40105663622109045,,-23.343901335118915,,0.0,156055.58388406364,,31,14932.714458674127,,,-1.2047,,156055.58388406364,,0.15,-26.301598,30568.269510133032,41161.28997587711,640000
,5.00945,,,,100,44.74891,0.0,0.22,,,,49529.89172569575,,100,0.0,32,-18.425706722360534,17047.208194754672,,,,0.0062910775,43187.29586059002,0.43838964617812537,,-18.425706722360534,,0.0,205486.56323496476,,32,17047.208194754672,,,-31.404512,,205486.56323496476,,0.22,-76.15342,43187.29586059002,49529.89172569575,660000
,4.972305,,,,100,34.663147,0.0,0.2,,,,44200.685446151074,,100,0.0,33,-21.830561708301854,14745.19531458598,,,,0.0068901787,46128.17270778059,0.4975549768181313,,-21.830561708301854,,0.0,193321.48127618755,,33,14745.19531458598,,,1.1974063,,193321.48127618755,,0.2,-33.46574,46128.17270778059,44200.685446151074,680000
,4.9568324,,,,100,52.912926,0.0,0.43,,,,73144.70631134984,,100,0.0,34,-24.055326850900393,20728.997812787125,,,,0.006191592,52303.74314083967,0.48277140154637566,,-24.055326850900393,,0.0,219451.52214146947,,34,20728.997812787125,,,16.582712,,219451.52214146947,,0.43,-36.33021,52303.74314083967,73144.70631134984,700000
,4.9248667,,,,100,34.235188,0.0,0.4,,,,58891.02419989948,,100,0.0,35,-20.536618540299028,18445.632663292203,,,,0.0053277407,53548.017322251755,0.6074845797349171,,-20.536618540299028,,0.0,194877.87440339697,,35,18445.632663292203,,,-6.424772,,194877.87440339697,,0.4,-40.659958,53548.017322251755,58891.02419989948,720000
,4.8867006,,,,100,44.79358,0.0,0.55,,,,82142.55163682373,,100,0.0,36,-18.89330002757442,25050.62258688245,,,,0.007165979,56767.1384550649,0.5181273846612896,,-18.89330002757442,,0.0,200733.21306433098,,36,25050.62258688245,,,-25.33375,,200733.21306433098,,0.55,-70.12733,56767.1384550649,82142.55163682373,740000
,4.870437,,,,100,40.67904,0.0,0.44,,,,73784.86551769159,,100,0.0,37,-19.76927630305164,22996.02124591363,,,,0.0063019996,63542.240441804526,0.6422676249063978,,-19.76927630305164,,0.0,213064.1253056156,,37,22996.02124591363,,,-14.226288,,213064.1253056156,,0.44,-54.905327,63542.240441804526,73784.86551769159,760000
,4.86905,,,,100,53.4187,0.0,0.68,,,,103707.74396923346,,100,0.0,38,-18.0025682625956,29057.445169268747,,,,0.0064183944,66297.54643594233,0.5351038691264033,,-18.0025682625956,,0.0,232595.16346611996,,38,29057.445169268747,,,-4.677925,,232595.16346611996,,0.68,-58.096626,66297.54643594233,103707.74396923346,780000
,4.8492346,,,,100,39.831326,0.0,0.6,,,,94286.49582316769,,100,0.0,39,-19.31872781766569,28652.395840295874,,,,0.0070309294,66777.04803058879,0.5835240041447127,,-19.31872781766569,,0.0,212050.56391633526,,39,28652.395840295874,,,0.9113,,212050.56391633526,,0.6,-38.920025,66777.04803058879,94286.49582316769,800000
71140.35287310989,4.830796,66554.78753216843,0.0,4,100,52.501423,0.0,0.58,0.4,10,223820.3802075321,94500.79450622376,4,100,0.0,40,-21.444381103894276,28128.498861577107,71140.35287310989,71140.35287310989,66554.78753216843,0.005447603,72050.00139064546,0.5371490934790413,0.0,-21.444381103894276,468.1844651512558,0.0,220737.59061031239,0.4,40,28128.498861577107,10,468.1844651512558,33.0594,71140.35287310989,220737.59061031239,223820.3802075321,0.58,-19.442024,72050.00139064546,94500.79450622376,820000
,4.801557,,,,100,60.178,0.0,0.58,,,,90916.5744224112,,100,0.0,41,-25.378638479013127,25061.93427472448,,,,0.005625187,68803.84578604429,0.5673965180708053,,-25.378638479013127,,0.0,239713.6286334827,,41,25061.93427472448,,,28.509863,,239713.6286334827,,0.58,-31.668137,68803.84578604429,90916.5744224112,840000
,4.774331,,,,100,45.396587,0.0,0.64,,,,99188.07340432995,,100,0.0,42,-16.249512029897662,26284.521337037575,,,,0.007167504,67009.4635561242,0.5682018690046207,,-16.249512029897662,,0.0,240832.52621151734,,42,26284.521337037575,,,-37.699963,,240832.52621151734,,0.64,-83.09655,67009.4635561242,99188.07340432995,860000
,4.768058,,,,100,54.030434,0.0,0.59,,,,100696.05246974935,,100,0.0,43,-27.20051733104277,27769.315849051956,,,,0.0064354646,72480.90027220127,0.5523330909297239,,-27.20051733104277,,0.0,223773.1222084166,,43,27769.315849051956,,,-6.08915,,223773.1222084166,,0.59,-60.119583,72480.90027220127,100696.05246974935,880000
,4.7726088,,,,100,53.312874,0.0,0.6,,,,90317.17913297778,,100,0.0,44,-16.198087189549234,24169.78066762445,,,,0.0055473894,70361.0888622138,0.6289238633805545,,-16.198087189549234,,0.0,244193.77385780594,,44,24169.78066762445,,,11.025125,,244193.77385780594,,0.6,-42.28775,70361.0888622138,90317.17913297778,900000
,4.7722597,,,,100,63.44114,0.0,0.61,,,,106223.01587134552,,100,0.0,45,-14.159332639446287,29832.601829817762,,,,0.006658905,74902.380229571,0.6993745715149513,,-14.159332639446287,,0.0,223890.24571814676,,45,29832.601829817762,,,-18.900793,,223890.24571814676,,0.61,-82.341934,74902.380229571,106223.01587134552,920000
,4.7534285,,,,100,54.072025,0.0,0.66,,,,107836.04653482033,,100,0.0,46,-16.635666202355253,30075.61965306423,,,,0.0054761097,68906.22518095007,0.6438445398341825,,-16.635666202355253,,0.0,236667.1507124775,,46,30075.61965306423,,,32.10824,,236667.1507124775,,0.66,-21.963787,68906.22518095007,107836.04653482033,940000
,4.718562,,,,100,50.961006,0.0,0.54,,,,88668.84920466904,,100,0.0,47,-17.065380990740884,25264.17584835211,,,,0.0050122063,73246.24260704982,0.5794754869386634,,-17.065380990740884,,0.0,229468.69252971243,,47,25264.17584835211,,,98.1627,,229468.69252971243,,0.54,47.20169,73246.24260704982,88668.84920466904,960000
,4.7129283,,,,100,60.54345,0.0,0.57,,,,97949.8977319395,,100,0.0,48,-30.283931933281295,28335.05534106688,,,,0.006052288,72793.43039440828,0.5240357333735378,,-30.283931933281295,,0.0,257634.45723186323,,48,28335.05534106688,,,29.834787,,257634.45723186323,,0.57,-30.708662,72793.43039440828,97949.8977319395,980000
,4.702355,,,,100,52.594337,0.0,0.54,,,,91605.40374621982,,100,0.0,49,-19.52742826699688,26403.13802610288,,,,0.004090971,73969.00975301636,0.6084638969327596,,-19.52742826699688,,0.0,253699.83879481285,,49,26403.13802610288,,,-6.0701,,253699.83879481285,,0.54,-58.664436,73969.00975301636,91605.40374621982,1000000
84399.35708689844,4.6934175,78288.04173243903,0.0,5,100,59.927876,0.0,0.5,0.6,10,223820.7345497376,91144.41571579974,5,100,0.0,50,-30.00152390755858,26932.631831798797,84399.35708689844,84399.35708689844,78288.04173243903,0.0058250143,84466.67218823827,0.602657303780493,0.0,-30.00152390755858,-33.28108957408723,0.0,261384.74304551515,0.6,50,26932.631831798797,10,-33.28108957408723,-20.150326,84399.35708689844,261384.74304551515,223820.7345497376,0.5,-80.0782,84466.67218823827,91144.41571579974,1020000
,4.684852,,,,100,64.4016,0.0,0.69,,,,104288.29401533792,,100,0.0,51,-13.679862568328392,29287.852348889806,,,,0.006216788,73757.34587450715,0.5257128992285374,,-13.679862568328392,,0.0,277842.91340906074,,51,29287.852348889806,,,14.73765,,277842.91340906074,,0.69,-49.66395,73757.34587450715,104288.29401533792,1040000
,4.6881866,,,,100,55.217293,0.0,0.67,,,,106998.3938824979,,100,0.0,52,-19.754872004159477,30264.78280117641,,,,0.007185131,72498.62042430004,0.5896142433603835,,-19.754872004159477,,0.0,248867.03309204127,,52,30264.78280117641,,,-44.513023,,248867.03309204127,,0.67,-99.730316,72498.62042430004,106998.3938824979,1060000
,4.671142,,,,100,53.535774,0.0,0.69,,,,111467.29281441287,,100,0.0,53,-24.6726597693661,30377.93016372157,,,,0.0062510637,75529.19501429735,0.6394161147924007,,-24.6726597693661,,0.0,256501.75593448253,,53,30377.93016372157,,,44.85515,,256501.75593448253,,0.69,-8.680625,75529.19501429735,111467.29281441287,1080000
,4.6767244,,,,100,52.82006,0.0,0.63,,,,106581.14606896404,,100,0.0,54,-28.350670424206697,30624.122711264212,,,,0.0036619392,75755.5536839587,0.5702793655522467,,-28.350670424206697,,0.0,259415.22354980197,,54,30624.122711264212,,,22.394224,,259415.22354980197,,0.63,-30.425837,75755.5536839587,106581.14606896404,1100000
,4.666877,,,,100,54.14186,0.0,0.65,,,,108642.29036751216,,100,0.0,55,-22.61205216595366,30454.594823243464,,,,0.006060312,79455.8916738048,0.5791642606284781,,-22.61205216595366,,0.0,252797.9222533271,,55,30454.594823243464,,,-15.16945,,252797.9222533271,,0.65,-69.31131,79455.8916738048,108642.29036751216,1120000
,4.6417,,,,100,59.210636,0.0,0.68,,,,121930.13531466476,,100,0.0,56,382.7928029797743,33135.49787814654,,,,0.007244502,83816.97414763043,0.5664509873809005,,382.7928029797743,,0.0,279967.72101322544,,56,33135.49787814654,,,21.700874,,279967.72101322544,,0.68,-37.50976,83816.97414763043,121930.13531466476,1140000
,4.6171265,,,,100,88.44819,0.0,0.67,,,,130297.55982985017,,100,0.0,57,-17.63145128539148,35060.33025904168,,,,0.0055527445,90267.4075853785,0.6313636676286085,,-17.63145128539148,,0.0,258549.93202293967,,57,35060.33025904168,,,26.74325,,258549.93202293967,,0.67,-61.704937,90267.4075853785,130297.55982985017,1160000
,4.5801167,,,,100,53.352825,0.0,0.89,,,,153390.05137242127,,100,0.0,58,-33.09687164757015,37904.84809605216,,,,0.005376443,65117.61463596157,0.5981436905177204,,-33.09687164757015,,0.0,258320.20357937197,,58,37904.84809605216,,,21.5195,,258320.20357937197,,0.89,-31.833324,65117.61463596157,153390.05137242127,1180000
,4.5333567,,,,100,69.5687,0.0,0.73,,,,132723.50599113439,,100,0.0,59,355.32712575170183,34786.17361232674,,,,0.006980671,86371.11332772447,0.5658130826288391,,355.32712575170183,,0.0,273736.75980478874,,59,34786.17361232674,,,43.84104,,273736.75980478874,,0.73,-25.727663,86371.11332772447,132723.50599113439,1200000
130689.33627947028,4.4805026,87346.95176083088,0.0,6,100,79.0063,0.0,0.76,0.8,10,225359.16304806384,141004.7960414975,6,100,0.0,60,-34.56843813602353,37056.53777363502,130689.33627947028,130689.33627947028,87346.95176083088,0.0061062505,88448.69877412383,0.647915533595335,0.0,-34.56843813602353,1923.6761903999384,0.0,266072.08968624676,0.8,60,37056.53777363502,10,1923.6761903999384,-13.066225,130689.33627947028,266072.08968624676,225359.16304806384,0.76,-92.072525,88448.69877412383,141004.7960414975,1220000
,4.4327326,,,,100,56.87825,0.0,0.75,,,,150915.65845155946,,100,0.0,61,213.75516650451982,40779.024441063695,,,,0.0074409484,90519.4363699946,0.561665722702557,,213.75516650451982,,0.0,272866.4056057374,,61,40779.024441063695,,,22.29275,,272866.4056057374,,0.75,-34.5855,90519.4363699946,150915.65845155946,1240000
,4.3985147,,,,100,55.320786,0.0,0.78,,,,149325.5620250361,,100,0.0,62,-14.365263282265603,42428.66315588525,,,,0.007652581,82390.54756922733,0.6219453220005117,,-14.365263282265603,,0.0,276956.99731910997,,62,42428.66315588525,,,23.585537,,276956.99731910997,,0.78,-31.73525,82390.54756922733,149325.5620250361,1260000
,4.364303,,,,100,91.8572,0.0,0.66,,,,140737.87847904227,,100,0.0,63,-15.298724023507466,39319.502959327496,,,,0.005942056,99577.92439594574,0.7153441312481008,,-15.298724023507466,,0.0,283952.12980311585,,63,39319.502959327496,,,8.362363,,283952.12980311585,,0.66,-83.494835,99577.92439594574,140737.87847904227,1280000
,4.346516,,,,100,78.63881,0.0,0.74,,,,155908.22718291436,,100,0.0,64,-14.02901129258874,42842.328502477685,,,,0.006096615,90690.78582491084,0.6416254501182805,,-14.02901129258874,,0.0,278686.1137311671,,64,42842.328502477685,,,-42.536823,,278686.1137311671,,0.74,-121.17563,90690.78582491084,155908.22718291436,1300000
,4.335716,,,,100,51.254272,0.0,0.83,,,,172363.23049134854,,100,0.0,65,641.1983012109316,45935.365419292124,,,,0.003730497,74241.83573493919,0.6199273339743079,,641.1983012109316,,0.0,281057.9253056678,,65,45935.365419292124,,,80.80105,,281057.9253056678,,0.83,29.546776,74241.83573493919,172363.23049134854,1320000
,4.3253865,,,,100,77.40732,0.0,0.84,,,,170410.26486927248,,100,0.0,66,1447.2627253285743,46200.39075341895,,,,0.0049117585,79875.5916043657,0.499258283094118,,1447.2627253285743,,0.0,281626.13808185386,,66,46200.39075341895,,,34.79105,,281626.13808185386,,0.84,-42.616264,79875.5916043657,170410.26486927248,1340000
,4.2956314,,,,100,51.10724,0.0,0.92,,,,200672.23811285198,,100,0.0,67,5099.670983957907,53468.311783459336,,,,0.005963558,61129.233969425106,0.5388298186551486,,5099.670983957907,,0.0,279564.55628000223,,67,53468.311783459336,,,-16.16535,,279564.55628000223,,0.92,-67.27259,61129.233969425106,200672.23811285198,1360000
,4.255761,,,,100,69.99492,0.0,0.89,,,,191027.30868225766,,100,0.0,68,12409.656911904747,50884.26689740709,,,,0.0047972426,72540.05811883586,0.5228233261230883,,12409.656911904747,,0.0,284038.96410060604,,68,50884.26689740709,,,26.7636,,284038.96410060604,,0.89,-43.231323,72540.05811883586,191027.30868225766,1380000
,4.239997,,,,100,61.462498,0.0,0.88,,,,184074.6882749148,,100,0.0,69,4127.670204856334,49253.65926635636,,,,0.0052718534,75409.53320078402,0.5557095050681343,,4127.670204856334,,0.0,282315.87384366855,,69,49253.65926635636,,,-17.0295,,282315.87384366855,,0.88,-78.492,75409.53320078402,184074.6882749148,1400000
