Average/StdReturn,MetaTest/Average/AverageReturn,peg-unplug-side-v1/AverageReturn,Average/MaxReturn,MetaTest/peg-unplug-side-v1/TerminationRate,peg-unplug-side-v1/MinReturn,MetaTest/Average/NumEpisodes,peg-unplug-side-v1/Iteration,Average/NumEpisodes,Average/AverageReturn,policy/KL,MetaTest/Average/Iteration,MetaTest/peg-unplug-side-v1/MaxReturn,MetaTest/peg-unplug-side-v1/MinReturn,MetaTest/Average/MaxReturn,policy/KLBefore,Average/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/peg-unplug-side-v1/AverageDiscountedReturn,peg-unplug-side-v1/TerminationRate,peg-unplug-side-v1/NumEpisodes,TotalEnvSteps,policy/LossBefore,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,Average/SuccessRate,MetaTest/peg-unplug-side-v1/Iteration,MetaTest/peg-unplug-side-v1/NumEpisodes,policy/dLoss,MetaTest/peg-unplug-side-v1/AverageReturn,MetaTest/Average/SuccessRate,peg-unplug-side-v1/StdReturn,Average/MinReturn,peg-unplug-side-v1/SuccessRate,MetaTest/peg-unplug-side-v1/StdReturn,MetaTest/peg-unplug-side-v1/SuccessRate,policy/Entropy,policy/LossAfter,MetaTest/Average/AverageDiscountedReturn,peg-unplug-side-v1/MaxReturn,LinearFeatureBaseline/ExplainedVariance,Average/Iteration,peg-unplug-side-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn
14.322264839799939,-78.50424477808875,-83.75211367346152,-53.51182441190309,0.0,-117.1716486645068,10,0,100,-83.75211367346152,0.0049776253,0,-55.77349113577114,-104.1889178305235,-55.77349113577114,0.0,0.0,0.0,-78.50424477808875,0.0,100,20000,-0.030057037,-104.1889178305235,14.162529117329578,0.0,0,10,0.022166742,-78.50424477808875,0.0,14.322264839799939,-117.1716486645068,0.0,14.162529117329578,0.0,5.6656117,-0.05222378,-78.50424477808875,-53.51182441190309,0.39135430362701806,0,-31.098809510905276,-31.098809510905276
15.006421073464326,,-74.72851555835067,-40.359189320707515,,-111.5714603143922,,1,100,-74.72851555835067,0.01168622,,,,,0.0,0.0,,,0.0,100,40000,-0.01257666,,,0.0,,,0.02118543,,,15.006421073464326,-111.5714603143922,0.0,,,5.6653676,-0.03376209,,-40.359189320707515,0.4559593566491781,1,-28.97110554624669,-28.97110554624669
15.78440310775508,,-64.84150660077754,-33.738798216131606,,-109.74563765107327,,2,100,-64.84150660077754,0.018310068,,,,,0.0,0.0,,,0.0,100,60000,-0.032427985,,,0.0,,,0.020881157,,,15.78440310775508,-109.74563765107327,0.0,,,5.6703577,-0.053309143,,-33.738798216131606,0.5562238796873882,2,-26.0107208143003,-26.0107208143003
10.06695897592816,,-47.765417041612885,-27.710878063404596,,-82.95084789930495,,3,100,-47.765417041612885,0.009350817,,,,,0.0,0.0,,,0.0,100,80000,-0.011673724,,,0.0,,,0.0075463355,,,10.06695897592816,-82.95084789930495,0.0,,,5.6637063,-0.01922006,,-27.710878063404596,0.35981792110094346,3,-20.534990071428957,-20.534990071428957
147.0705924291122,,-24.77635189945062,1328.5710741075247,,-76.05731542419808,,4,100,-24.77635189945062,0.008859987,,,,,0.0,0.0,,,0.0,100,100000,-0.10486853,,,0.0,,,0.16995412,,,147.0705924291122,-76.05731542419808,0.0,,,5.650004,-0.27482265,,1328.5710741075247,0.1339270077814365,4,-9.5848273833045,-9.5848273833045
364.34357997935604,,52.02060735493864,2015.6845284457056,,-97.90266791917708,,5,100,52.02060735493864,0.010632805,,,,,0.0,0.0,,,0.0,100,120000,0.003326465,,,0.01,,,0.5406618,,,364.34357997935604,-97.90266791917708,0.01,,,5.606994,-0.53733534,,2015.6845284457056,0.14808302615642488,5,6.569175429853087,6.569175429853087
2262.6346180260625,,461.17194499457634,20305.730746844743,,-103.66637212694685,,6,100,461.17194499457634,0.0073519987,,,,,0.0,0.0,,,0.0,100,140000,-0.12239375,,,0.02,,,2.4508953,,,2262.6346180260625,-103.66637212694685,0.02,,,5.5870767,-2.5732892,,20305.730746844743,0.22807063308164177,6,115.11295237644892,115.11295237644892
3639.2257801187225,,909.4730894955724,30718.71311466372,,-122.30446357179396,,7,100,909.4730894955724,0.007531859,,,,,0.0,0.0,,,0.0,100,160000,-0.31786212,,,0.05,,,4.2983456,,,3639.2257801187225,-122.30446357179396,0.05,,,5.5575104,-4.6162076,,30718.71311466372,0.1768590259016023,7,246.07417128535639,246.07417128535639
2413.7164898222077,,897.4653973299809,22205.686004851173,,-120.33428741307927,,8,100,897.4653973299809,0.008870302,,,,,0.0,0.0,,,0.0,100,180000,-0.26524884,,,0.03,,,3.0405316,,,2413.7164898222077,-120.33428741307927,0.03,,,5.525787,-3.3057804,,22205.686004851173,0.17799335912465708,8,231.5292633765491,231.5292633765491
4901.0496560325755,,1726.8227820153736,42079.09941564158,,-122.77730756871732,,9,100,1726.8227820153736,0.006780923,,,,,0.0,0.0,,,0.0,100,200000,1.8413719,,,0.08,,,5.282131,,,4901.0496560325755,-122.77730756871732,0.08,,,5.5204244,-3.4407594,,42079.09941564158,0.1003294328446428,9,397.0173637153207,397.0173637153207
4497.5303799540225,973.4930420776112,1720.5386283001708,32618.052354626143,0.0,-126.274620435801,10,10,100,1720.5386283001708,0.0047387,1,3517.779216616903,-107.20157561143685,3517.779216616903,0.0,0.0,0.0,973.4930420776109,0.0,100,220000,3.4081445,-107.20157561143685,1359.220199841151,0.08,1,10,5.3083477,973.4930420776112,0.0,4497.5303799540225,-126.274620435801,0.08,1359.220199841151,0.0,5.5049896,-1.9002031,973.4930420776109,32618.052354626143,0.19440002830202108,10,391.76749085923007,391.76749085923007
4932.358817777763,,2172.6382778898537,37501.64221480523,,-102.93760942678828,,11,100,2172.6382778898537,0.006498236,,,,,0.0,0.0,,,0.0,100,240000,-0.83612186,,,0.06,,,5.7305794,,,4932.358817777763,-102.93760942678828,0.06,,,5.4524565,-6.5667014,,37501.64221480523,0.24997736730502396,11,581.0856660162158,581.0856660162158
7005.795137314337,,3964.888943027882,31898.668473221696,,-106.20610635252096,,12,100,3964.888943027882,0.0071874955,,,,,0.0,0.0,,,0.0,100,260000,-4.2808657,,,0.14,,,9.656903,,,7005.795137314337,-106.20610635252096,0.14,,,5.3985753,-13.937769,,31898.668473221696,0.15562665580425983,12,1025.7692942593537,1025.7692942593537
5389.809210318884,,3115.082934662735,28622.816236570856,,-107.5659016655228,,13,100,3115.082934662735,0.0073422953,,,,,0.0,0.0,,,0.0,100,280000,0.15234062,,,0.1,,,7.2907186,,,5389.809210318884,-107.5659016655228,0.1,,,5.375755,-7.138378,,28622.816236570856,0.19094411564081437,13,795.6606894845979,795.6606894845979
7923.93829603436,,4938.477713779352,44856.12729708527,,-113.04114903224496,,14,100,4938.477713779352,0.00729228,,,,,0.0,0.0,,,0.0,100,300000,-3.595278,,,0.17,,,9.771202,,,7923.93829603436,-113.04114903224496,0.17,,,5.3518825,-13.36648,,44856.12729708527,0.13720871140529245,14,1340.3585164065041,1340.3585164065041
9250.011221461671,,6165.101932405215,40264.604294648976,,-97.77770865062551,,15,100,6165.101932405215,0.0072371,,,,,0.0,0.0,,,0.0,100,320000,8.090113,,,0.21,,,11.171307,,,9250.011221461671,-97.77770865062551,0.21,,,5.3119326,-3.0811942,,40264.604294648976,0.2025435417228968,15,1642.8141322776216,1642.8141322776216
11406.329195260614,,9665.173134964223,39393.16239060865,,-100.89167043615062,,16,100,9665.173134964223,0.008508282,,,,,0.0,0.0,,,0.0,100,340000,7.882542,,,0.33,,,15.766394,,,11406.329195260614,-100.89167043615062,0.33,,,5.287011,-7.8838515,,39393.16239060865,0.2460621936377384,16,2435.7167804577216,2435.7167804577216
8613.532030884086,,6360.939681917447,37847.360021640976,,-96.00080433687944,,17,100,6360.939681917447,0.0067355223,,,,,0.0,0.0,,,0.0,100,360000,4.865397,,,0.25,,,8.94315,,,8613.532030884086,-96.00080433687944,0.25,,,5.272025,-4.077753,,37847.360021640976,0.20445713472057547,17,1567.205036695575,1567.205036695575
11919.390026449884,,10857.73993047278,49891.300009052495,,-89.64048894675872,,18,100,10857.73993047278,0.006035134,,,,,0.0,0.0,,,0.0,100,380000,6.215653,,,0.39,,,16.232872,,,11919.390026449884,-89.64048894675872,0.39,,,5.2414713,-10.017219,,49891.300009052495,0.24712731044555614,18,2962.254387351981,2962.254387351981
12229.620087494204,,12143.262164542377,44806.75044753123,,-84.93245233819619,,19,100,12143.262164542377,0.006618705,,,,,0.0,0.0,,,0.0,100,400000,10.546682,,,0.48,,,15.67098,,,12229.620087494204,-84.93245233819619,0.48,,,5.2049766,-5.1242986,,44806.75044753123,0.16750812545759053,19,3208.3253735564776,3208.3253735564776
11601.445590365089,6753.133111486039,11656.537097732045,35390.70241820952,0.0,-103.77233499735937,10,20,100,11656.537097732045,0.005539604,2,23266.682550622998,790.747046960759,23266.682550622998,0.0,0.0,0.0,6753.1331114860395,0.0,100,420000,-2.396825,790.747046960759,6200.104619941861,0.44,2,10,13.724126,6753.133111486039,0.5,11601.445590365089,-103.77233499735937,0.44,6200.104619941861,0.5,5.1702657,-16.12095,6753.1331114860395,35390.70241820952,0.19822869698481738,20,2897.6968867896335,2897.6968867896335
11436.972713931787,,11980.681799257247,43797.28494572824,,-90.67295115513745,,21,100,11980.681799257247,0.008732394,,,,,0.0,0.0,,,0.0,100,440000,-6.609625,,,0.53,,,12.328295,,,11436.972713931787,-90.67295115513745,0.53,,,5.129458,-18.93792,,43797.28494572824,0.2591405562543092,21,3418.911782055754,3418.911782055754
11864.567336590133,,12658.630437733913,41993.83043542923,,-90.65389677898514,,22,100,12658.630437733913,0.008667369,,,,,0.0,0.0,,,0.0,100,460000,18.924644,,,0.46,,,17.516851,,,11864.567336590133,-90.65389677898514,0.46,,,5.102188,1.4077922,,41993.83043542923,0.28335022653424335,22,3791.186668093325,3791.186668093325
12911.445438522405,,17415.76247143391,57128.316996790265,,-96.28426406393044,,23,100,17415.76247143391,0.0103300605,,,,,0.0,0.0,,,0.0,100,480000,8.626834,,,0.69,,,17.593378,,,12911.445438522405,-96.28426406393044,0.69,,,5.0704417,-8.966544,,57128.316996790265,0.2629581344951569,23,5572.04945572025,5572.04945572025
13021.845929189822,,19050.607172449007,59351.82262878557,,-102.77256186981423,,24,100,19050.607172449007,0.0058159824,,,,,0.0,0.0,,,0.0,100,500000,4.3055687,,,0.69,,,16.646877,,,13021.845929189822,-102.77256186981423,0.69,,,5.028598,-12.34131,,59351.82262878557,0.2075869996310431,24,6197.8189808913585,6197.8189808913585
13470.440713014726,,17920.214070213107,50244.79250738447,,-103.18477890816872,,25,100,17920.214070213107,0.009847162,,,,,0.0,0.0,,,0.0,100,520000,6.886175,,,0.72,,,20.759712,,,13470.440713014726,-103.18477890816872,0.72,,,5.016473,-13.873537,,50244.79250738447,0.2996658534241263,25,5811.771042250697,5811.771042250697
11763.49096165063,,20577.105062845007,41393.273198992865,,-96.28042776383029,,26,100,20577.105062845007,0.0052877357,,,,,0.0,0.0,,,0.0,100,540000,6.105453,,,0.77,,,18.148335,,,11763.49096165063,-96.28042776383029,0.77,,,5.024314,-12.042881,,41393.273198992865,0.26233371257579463,26,6522.932324913066,6522.932324913066
11999.644017266637,,19171.53672841819,39128.64019459633,,853.7529895480686,,27,100,19171.53672841819,0.0062936507,,,,,0.0,0.0,,,0.0,100,560000,-1.1211313,,,0.75,,,18.81539,,,11999.644017266637,853.7529895480686,0.75,,,4.9996405,-19.936522,,39128.64019459633,0.24654461739348732,27,5724.535459097854,5724.535459097854
11641.10673721913,,22281.798151447136,39227.29618817609,,-92.91374017873011,,28,100,22281.798151447136,0.007934488,,,,,0.0,0.0,,,0.0,100,580000,12.330663,,,0.81,,,19.6753,,,11641.10673721913,-92.91374017873011,0.81,,,4.981768,-7.3446374,,39227.29618817609,0.2787405126266177,28,7575.614559941398,7575.614559941398
12886.9279103535,,21656.659228642093,49444.962404702084,,-102.93048158767633,,29,100,21656.659228642093,0.0061019026,,,,,0.0,0.0,,,0.0,100,600000,-2.3078,,,0.81,,,17.515106,,,12886.9279103535,-102.93048158767633,0.81,,,4.978404,-19.822906,,49444.962404702084,0.265008092217476,29,7161.271685657279,7161.271685657279
11754.916391275085,26179.561508360006,24511.99407263536,53861.33396590882,0.0,-97.49219328897044,10,30,100,24511.99407263536,0.007882994,3,32362.37711941843,8874.627837270911,32362.37711941843,0.0,0.0,0.0,26179.561508360006,0.0,100,620000,15.695594,8874.627837270911,6642.823193112092,0.85,3,10,18.6239,26179.561508360006,1.0,11754.916391275085,-97.49219328897044,0.85,6642.823193112092,1.0,4.9429502,-2.9283063,26179.561508360006,53861.33396590882,0.3472141278561085,30,8698.109737208913,8698.109737208913
13491.031931842821,,25379.91655928595,86275.1573530157,,-103.7894317783427,,31,100,25379.91655928595,0.00654265,,,,,0.0,0.0,,,0.0,100,640000,7.506731,,,0.88,,,23.13752,,,13491.031931842821,-103.7894317783427,0.88,,,4.907258,-15.630788,,86275.1573530157,0.3184380326132138,31,9202.325762942459,9202.325762942459
13682.158855293703,,21395.197552528367,43299.659280748114,,-105.53357698852898,,32,100,21395.197552528367,0.006855434,,,,,0.0,0.0,,,0.0,100,660000,5.0619874,,,0.77,,,22.375374,,,13682.158855293703,-105.53357698852898,0.77,,,4.87551,-17.313387,,43299.659280748114,0.3536521071868771,32,7664.720644081043,7664.720644081043
13808.83277362767,,24421.3909662029,48374.0555029134,,-103.24231758239682,,33,100,24421.3909662029,0.007074508,,,,,0.0,0.0,,,0.0,100,680000,19.760853,,,0.8,,,22.070837,,,13808.83277362767,-103.24231758239682,0.8,,,4.8654947,-2.3099844,,48374.0555029134,0.29670668265596656,33,8939.398231152829,8939.398231152829
13625.563294005418,,27678.499963785856,70020.912868924,,-102.54412634566947,,34,100,27678.499963785856,0.008050996,,,,,0.0,0.0,,,0.0,100,700000,-10.56449,,,0.88,,,22.949844,,,13625.563294005418,-102.54412634566947,0.88,,,4.8458858,-33.514336,,70020.912868924,0.35070578721874524,34,10099.49246616771,10099.49246616771
13218.898852463242,,27294.039207909274,67950.86191692231,,-100.3402025708796,,35,100,27294.039207909274,0.008862996,,,,,0.0,0.0,,,0.0,100,720000,10.761731,,,0.86,,,15.24176,,,13218.898852463242,-100.3402025708796,0.86,,,4.814271,-4.4800296,,67950.86191692231,0.3271232053722738,35,10109.014617458894,10109.014617458894
16365.512290567289,,24226.903356424147,63941.20289279194,,-105.38964103546832,,36,100,24226.903356424147,0.006391621,,,,,0.0,0.0,,,0.0,100,740000,-3.638225,,,0.77,,,22.092419,,,16365.512290567289,-105.38964103546832,0.77,,,4.803899,-25.730644,,63941.20289279194,0.29518637127387537,36,9293.004544663794,9293.004544663794
11945.66375785592,,27913.714714625465,52618.58189832147,,-102.2605108378094,,37,100,27913.714714625465,0.0055576414,,,,,0.0,0.0,,,0.0,100,760000,13.193582,,,0.92,,,19.757647,,,11945.66375785592,-102.2605108378094,0.92,,,4.781704,-6.5640655,,52618.58189832147,0.37261814219179357,37,11082.22554133088,11082.22554133088
17908.126201976742,,25991.868882485887,74106.2250069322,,-104.44428074947099,,38,100,25991.868882485887,0.010276665,,,,,0.0,0.0,,,0.0,100,780000,-16.406143,,,0.77,,,19.545406,,,17908.126201976742,-104.44428074947099,0.77,,,4.7649846,-35.95155,,74106.2250069322,0.21422117848854672,38,10569.79976760152,10569.79976760152
15463.17329471809,,31451.325665365974,77148.84413047663,,-22.74860216555579,,39,100,31451.325665365974,0.0052275793,,,,,0.0,0.0,,,0.0,100,800000,8.14415,,,0.86,,,17.592186,,,15463.17329471809,-22.74860216555579,0.86,,,4.737887,-9.448037,,77148.84413047663,0.243533041414993,39,11760.909100782303,11760.909100782303
16111.29464818943,30455.92570053538,29511.606201892082,75222.2819907485,0.0,-105.58985297329711,10,40,100,29511.606201892082,0.0069064437,4,37786.827048788786,10801.836951240892,37786.827048788786,0.0,0.0,0.0,30455.925700535387,0.0,100,820000,5.0809407,10801.836951240892,7956.1978838630275,0.84,4,10,21.009466,30455.92570053538,1.0,16111.29464818943,-105.58985297329711,0.84,7956.1978838630275,1.0,4.7167215,-15.928525,30455.925700535387,75222.2819907485,0.31174861156533806,40,11833.627890673095,11833.627890673095
15871.087858987297,,32735.75295131941,83457.25553868814,,-103.81269045681645,,41,100,32735.75295131941,0.0061400733,,,,,0.0,0.0,,,0.0,100,840000,19.171062,,,0.92,,,19.624525,,,15871.087858987297,-103.81269045681645,0.92,,,4.6981363,-0.4534625,,83457.25553868814,0.3313394494248384,41,13127.680076818753,13127.680076818753
17027.464909748018,,28725.238496532053,79246.78817188855,,-101.67347094552274,,42,100,28725.238496532053,0.0060216123,,,,,0.0,0.0,,,0.0,100,860000,-6.4422064,,,0.89,,,24.540306,,,17027.464909748018,-101.67347094552274,0.89,,,4.657378,-30.982513,,79246.78817188855,0.25016575506673877,42,11745.760983982922,11745.760983982922
16579.413252659593,,29604.033763890886,72884.9424882661,,-102.10385681380872,,43,100,29604.033763890886,0.0065981443,,,,,0.0,0.0,,,0.0,100,880000,7.6716,,,0.85,,,19.091463,,,16579.413252659593,-102.10385681380872,0.85,,,4.632637,-11.419863,,72884.9424882661,0.3075689502637994,43,11013.764884079243,11013.764884079243
16767.370134532837,,31385.050937056065,90202.63331139558,,-94.41644252446979,,44,100,31385.050937056065,0.010878488,,,,,0.0,0.0,,,0.0,100,900000,27.733044,,,0.93,,,12.0339575,,,16767.370134532837,-94.41644252446979,0.93,,,4.604472,15.699086,,90202.63331139558,0.2846346282492742,44,12531.229538741889,12531.229538741889
19398.26629245507,,29898.870160669692,88162.57067546091,,-105.71072644698147,,45,100,29898.870160669692,0.0070509794,,,,,0.0,0.0,,,0.0,100,920000,1.0774344,,,0.82,,,14.597128,,,19398.26629245507,-105.71072644698147,0.82,,,4.5853205,-13.519693,,88162.57067546091,0.24764717027823435,45,11556.977629424644,11556.977629424644
