MetaTest/Average/NumTrajs,MetaTest/Average/Iteration,MetaTest/soccer-v1/NumTrajs,MetaTest/Average/SuccessRate,MetaTrain/Average/PolicyLoss,MetaTrain/Average/QfLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/soccer-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/soccer-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/soccer-v1/AverageReturn,MetaTest/soccer-v1/StdReturn,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/soccer-v1/Iteration,MetaTest/soccer-v1/MaxReturn,MetaTest/soccer-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/soccer-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha
10,17,10,0.0,-14058.9,692104.56,287.21182,-134.64399592306358,-6.7345786,0.0,-108.66489960779673,-134.64399592306358,0.0,-108.66489960779673,15.069657166448344,-90.13785508261239,632000,17,-90.13785508261239,0.0,15.069657166448344,-108.6648996077967,-108.6648996077967,nan
10,18,10,0.0,-13483.626,826236.6,136.00003,-105.31618433338296,-7.3057785,0.0,2442.1082849901127,-105.31618433338296,0.0,2442.1082849901127,6346.219211009756,21160.780789660057,656000,18,21160.780789660057,0.0,6346.219211009756,2442.1082849901127,2442.1082849901127,nan
10,19,10,0.1,-17215.883,1290512.4,55.761993,-94.55261452098843,-7.838626,0.1,1627.0092916552917,-94.55261452098843,0.0,1627.0092916552917,3558.0059880970657,10905.894137605597,680000,19,10905.894137605597,0.0,3558.0059880970657,1627.0092916552924,1627.0092916552924,nan
10,20,10,0.0,-15380.945,1422438.5,1185.6403,-97.96690493936752,-6.399222,0.0,-59.521602360992475,-97.96690493936752,0.0,-59.521602360992475,32.20965846390299,-23.143906346715685,704000,20,-23.143906346715685,0.0,32.20965846390299,-59.521602360992475,-59.521602360992475,nan
10,21,10,0.0,-19574.807,1703475.0,468.3643,-96.46871138473165,-5.552575,0.0,-81.40145069394029,-96.46871138473165,0.0,-81.40145069394029,14.863432275986645,-52.10423666120863,728000,21,-52.10423666120863,0.0,14.863432275986645,-81.40145069394032,-81.40145069394032,nan
10,22,10,0.1,-27409.531,2491284.5,261.05728,-98.37691714301836,-7.875116,0.1,-31.249104012336893,-98.37691714301836,0.0,-31.249104012336893,118.46040979895251,314.30285356637324,752000,22,314.30285356637324,0.0,118.46040979895251,-31.24910401233687,-31.24910401233687,nan
10,23,10,0.0,-40171.0,3275530.8,223.43575,-81.51380853874731,-9.659191,0.0,1634.6139090428026,-81.51380853874731,0.0,1634.6139090428026,3438.857893016206,10993.246554128602,776000,23,10993.246554128602,0.0,3438.857893016206,1634.613909042802,1634.613909042802,nan
10,24,10,0.4,-44108.016,3858482.8,473.96088,-67.63344780908281,-10.571294,0.4,7486.934831120687,-67.63344780908281,0.0,7486.934831120687,17302.57465453372,58491.91516907643,800000,24,58491.91516907643,0.0,17302.57465453372,7486.934831120685,7486.934831120685,nan
10,25,10,0.0,-61709.89,4662063.0,206.52057,-28.073408337801553,-12.435787,0.0,1053.682717740275,-28.073408337801553,0.0,1053.682717740275,1458.2189987031816,4022.0468488074466,824000,25,4022.0468488074466,0.0,1458.2189987031816,1053.6827177402752,1053.6827177402752,nan
10,26,10,0.0,-59778.65,4487765.0,1109.366,-31.185044883427796,-11.088841,0.0,11270.251519963018,-31.185044883427796,0.0,11270.251519963018,19599.66672847114,67136.40533911697,848000,26,67136.40533911697,0.0,19599.66672847114,11270.251519963018,11270.251519963018,nan
10,27,10,0.0,-66192.77,4765650.0,214.93987,-45.7362266044975,-11.248593,0.0,12514.98654174174,-45.7362266044975,0.0,12514.98654174174,30483.78062131743,103267.96003123542,872000,27,103267.96003123542,0.0,30483.78062131743,12514.986541741733,12514.986541741733,nan
10,28,10,0.1,-87658.53,6229843.5,152.48819,-51.48736663879973,-13.158326,0.1,6901.727931480986,-51.48736663879973,0.0,6901.727931480986,8347.640958988528,28672.959195882235,896000,28,28672.959195882235,0.0,8347.640958988528,6901.7279314809875,6901.7279314809875,nan
10,29,10,0.2,-92179.25,6381508.5,116.37693,-91.9642506526152,-14.088466,0.2,7335.893507266609,-91.9642506526152,0.0,7335.893507266609,19626.72281004413,65876.96240226486,920000,29,65876.96240226486,0.0,19626.72281004413,7335.893507266619,7335.893507266619,nan
10,30,10,0.2,-86486.53,6222935.5,121.37764,-57.04552519646358,-13.768799,0.2,36315.49084532111,-57.04552519646358,0.0,36315.49084532111,57063.59432954107,160509.16903858082,944000,30,160509.16903858082,0.0,57063.59432954107,36315.49084532111,36315.49084532111,nan
10,31,10,0.0,-87747.805,6836326.5,146.52928,230.94429138446603,-14.085533,0.0,18661.34082884613,230.94429138446603,0.0,18661.34082884613,34769.10969818784,103838.02287450769,968000,31,103838.02287450769,0.0,34769.10969818784,18661.340828846118,18661.340828846118,nan
10,32,10,0.5,-83478.49,7031086.5,197.83871,516.432211956796,-14.265793,0.5,35908.91345501582,516.432211956796,0.0,35908.91345501582,41111.490857115175,137202.74292694425,992000,32,137202.74292694425,0.0,41111.490857115175,35908.913455015805,35908.913455015805,nan
10,33,10,0.7,-83449.36,7822896.0,244.44878,-41.627151938964595,-14.907012,0.7,53251.03262584926,-41.627151938964595,0.0,53251.03262584926,42605.83751285154,120254.12499430715,1016000,33,120254.12499430715,0.0,42605.83751285154,53251.032625849264,53251.032625849264,nan
10,34,10,0.5,-95113.29,9730525.0,163.49034,2472.3032725900307,-16.419031,0.5,49302.62852123174,2472.3032725900307,0.0,49302.62852123174,47321.69716901184,136717.8779764447,1040000,34,136717.8779764447,0.0,47321.69716901184,49302.62852123176,49302.62852123176,nan
10,35,10,0.1,-95838.27,11391437.0,188.04175,942.673686486062,-17.00656,0.1,14849.715442235392,942.673686486062,0.0,14849.715442235392,20767.8644727255,57422.64825405065,1064000,35,57422.64825405065,0.0,20767.8644727255,14849.715442235389,14849.715442235389,nan
10,36,10,0.3,-109039.07,13606817.0,149.2625,-93.24420091326446,-18.093164,0.3,43329.37057964955,-93.24420091326446,0.0,43329.37057964955,49700.72040386652,126845.43188178321,1088000,36,126845.43188178321,0.0,49700.72040386652,43329.37057964955,43329.37057964955,nan
10,37,10,0.6,-120462.99,15803960.0,118.396675,1881.3219347995864,-19.200632,0.6,40364.21014116029,1881.3219347995864,0.0,40364.21014116029,34418.05126623353,104302.49625932102,1112000,37,104302.49625932102,0.0,34418.05126623353,40364.21014116029,40364.21014116029,nan
10,38,10,0.4,-131876.95,17524224.0,157.7305,-12.74801523017307,-20.059956,0.4,18695.8204927191,-12.74801523017307,0.0,18695.8204927191,21096.423183107836,68660.29877037604,1136000,38,68660.29877037604,0.0,21096.423183107836,18695.820492719107,18695.820492719107,nan
10,39,10,0.4,-138024.6,18586088.0,109.71058,1928.2552203127325,-20.969044,0.4,25748.096066510985,1928.2552203127325,0.0,25748.096066510985,29472.14488867214,99904.85473817356,1160000,39,99904.85473817356,0.0,29472.14488867214,25748.09606651099,25748.09606651099,nan
10,40,10,0.4,-142523.89,18482070.0,124.01561,-33.371587343454806,-20.407036,0.4,21968.744276579244,-33.371587343454806,0.0,21968.744276579244,19602.50056192349,61282.95486837958,1184000,40,61282.95486837958,0.0,19602.50056192349,21968.744276579244,21968.744276579244,nan
10,41,10,0.4,-146032.94,18742812.0,87.95269,-132.19642675354658,-20.8795,0.4,35194.8464146581,-132.19642675354658,0.0,35194.8464146581,30286.752455123584,101144.51969458135,1208000,41,101144.51969458135,0.0,30286.752455123584,35194.84641465811,35194.84641465811,nan
10,42,10,0.2,-143945.16,18540400.0,95.62056,-23.61326848728996,-20.721294,0.2,18540.9386540085,-23.61326848728996,0.0,18540.9386540085,16733.816497913278,50997.98116187859,1232000,42,50997.98116187859,0.0,16733.816497913278,18540.938654008503,18540.938654008503,nan
10,43,10,0.9,-137779.33,18081046.0,126.67331,-24.776984572476817,-20.098106,0.9,22864.686765198665,-24.776984572476817,0.0,22864.686765198665,29462.313470609995,81379.82513704624,1256000,43,81379.82513704624,0.0,29462.313470609995,22864.68676519866,22864.68676519866,nan
10,44,10,0.6,-138722.84,18559988.0,484.4106,0.1754651037986119,-20.050297,0.6,35503.46744917112,0.1754651037986119,0.0,35503.46744917112,27692.837464936914,87238.52650184589,1280000,44,87238.52650184589,0.0,27692.837464936914,35503.46744917112,35503.46744917112,nan
10,45,10,0.7,-138642.02,18556948.0,81.03753,-15.664935398342356,-19.730274,0.7,33777.335993471905,-15.664935398342356,0.0,33777.335993471905,23270.11536396358,69533.4458854616,1304000,45,69533.4458854616,0.0,23270.11536396358,33777.33599347191,33777.33599347191,nan
10,46,10,0.3,-140074.95,18853234.0,64.74193,-17.154319428098734,-20.017012,0.3,17447.74497051273,-17.154319428098734,0.0,17447.74497051273,25565.422661270568,85967.90351451932,1328000,46,85967.90351451932,0.0,25565.422661270568,17447.744970512726,17447.744970512726,nan
10,47,10,0.4,-132572.28,17912626.0,55.532196,-17.45145104248376,-19.889101,0.4,6440.108812036432,-17.45145104248376,0.0,6440.108812036432,9874.344060789272,35278.14954510913,1352000,47,35278.14954510913,0.0,9874.344060789272,6440.108812036432,6440.108812036432,nan
10,48,10,0.5,-119856.414,16795632.0,71.637405,-158.87293359937345,-19.190943,0.5,13547.994736782906,-158.87293359937345,0.0,13547.994736782906,17342.544743755727,47237.30561001699,1376000,48,47237.30561001699,0.0,17342.544743755727,13547.9947367829,13547.9947367829,nan
10,49,10,0.6,-111386.76,16167558.0,1301.4536,-92.05352261843953,-18.53791,0.6,7910.784045339021,-92.05352261843953,0.0,7910.784045339021,20190.07289213723,68288.81278956676,1400000,49,68288.81278956676,0.0,20190.07289213723,7910.784045339022,7910.784045339022,nan
10,50,10,0.7,-108593.32,16204780.0,1258.0283,2034.503307576828,-18.493895,0.7,47337.4657799322,2034.503307576828,0.0,47337.4657799322,32976.12698140011,90727.3674373959,1424000,50,90727.3674373959,0.0,32976.12698140011,47337.46577993221,47337.46577993221,nan
10,51,10,0.7,-110341.33,17330688.0,58.057156,-17.217434043672426,-19.421402,0.7,52838.29333767501,-17.217434043672426,0.0,52838.29333767501,49125.642644924825,142003.84045820744,1448000,51,142003.84045820744,0.0,49125.642644924825,52838.293337675,52838.293337675,nan
10,52,10,0.8,-109759.03,18214952.0,93.121124,5874.150169370995,-19.639496,0.8,67948.76191034542,5874.150169370995,0.0,67948.76191034542,54643.22952582589,175240.3217493281,1472000,52,175240.3217493281,0.0,54643.22952582589,67948.7619103454,67948.7619103454,nan
10,53,10,0.2,-108787.17,19387144.0,108.018456,-12.767106440411734,-19.110235,0.2,20308.035553603833,-12.767106440411734,0.0,20308.035553603833,21867.587254150538,71508.80655685379,1496000,53,71508.80655685379,0.0,21867.587254150538,20308.035553603826,20308.035553603826,nan
10,54,10,0.4,-107113.9,20412210.0,55.27382,-13.783294259538346,-18.447742,0.4,34701.44136794815,-13.783294259538346,0.0,34701.44136794815,44432.04226709488,153812.9038393433,1520000,54,153812.9038393433,0.0,44432.04226709488,34701.44136794815,34701.44136794815,nan
10,55,10,0.2,-107889.484,21356680.0,52.28764,-21.26016947869919,-17.659435,0.2,28627.6220999061,-21.26016947869919,0.0,28627.6220999061,45699.62388548767,153560.99633946698,1544000,55,153560.99633946698,0.0,45699.62388548767,28627.6220999061,28627.6220999061,nan
10,56,10,0.0,-109412.29,22990674.0,55.3473,-16.57241556779567,-17.391613,0.0,6577.8892678814445,-16.57241556779567,0.0,6577.8892678814445,10208.77411683461,34340.87216363198,1568000,56,34340.87216363198,0.0,10208.77411683461,6577.889267881446,6577.889267881446,nan
10,57,10,0.1,-108489.8,23845724.0,48.765675,-27.950880589510334,-16.813023,0.1,52638.59852697047,-27.950880589510334,0.0,52638.59852697047,38750.565100814165,110795.48451198291,1592000,57,110795.48451198291,0.0,38750.565100814165,52638.59852697046,52638.59852697046,nan
10,58,10,0.4,-106200.06,24222094.0,55.119614,198.4684192997556,-16.57054,0.4,39587.45312935561,198.4684192997556,0.0,39587.45312935561,44091.16185954028,119029.6606642391,1616000,58,119029.6606642391,0.0,44091.16185954028,39587.45312935562,39587.45312935562,nan
10,59,10,0.2,-102917.77,24554640.0,46.684944,1125.6665566259041,-16.55446,0.2,28933.735144097,1125.6665566259041,0.0,28933.735144097,37619.63876962538,121632.72054325389,1640000,59,121632.72054325389,0.0,37619.63876962538,28933.735144096998,28933.735144096998,nan
10,60,10,0.2,-102490.24,25536962.0,39.68607,760.7747707707883,-16.093088,0.2,45071.34591329232,760.7747707707883,0.0,45071.34591329232,40736.115645497426,119685.27105778277,1664000,60,119685.27105778277,0.0,40736.115645497426,45071.34591329234,45071.34591329234,nan
10,61,10,0.2,-101964.6,26585986.0,200.42972,956.3305280189101,-15.96609,0.2,34204.44106679463,956.3305280189101,0.0,34204.44106679463,36899.29100226574,98059.89758024701,1688000,61,98059.89758024701,0.0,36899.29100226574,34204.44106679463,34204.44106679463,nan
10,62,10,0.2,-97828.81,27571468.0,3740.8806,1254.7010517838269,-15.851283,0.2,27689.747195119602,1254.7010517838269,0.0,27689.747195119602,35493.58564568068,113872.5833446672,1712000,62,113872.5833446672,0.0,35493.58564568068,27689.7471951196,27689.7471951196,nan
10,63,10,0.4,-100883.484,29459114.0,1313.3043,2424.9843804026336,-15.493539,0.4,51258.35993038469,2424.9843804026336,0.0,51258.35993038469,41079.054748621835,152972.07396220122,1736000,63,152972.07396220122,0.0,41079.054748621835,51258.359930384686,51258.359930384686,nan
10,64,10,0.5,-102384.05,31061164.0,41.387806,-11.916133752352323,-15.478208,0.5,19422.208802466048,-11.916133752352323,0.0,19422.208802466048,21669.96334043655,59278.964569562406,1760000,64,59278.964569562406,0.0,21669.96334043655,19422.208802466055,19422.208802466055,nan
10,65,10,0.2,-104215.44,33107624.0,42.398857,733.9820701406036,-15.777068,0.2,38082.83837527113,733.9820701406036,0.0,38082.83837527113,32134.579866513657,93354.20895703515,1784000,65,93354.20895703515,0.0,32134.579866513657,38082.83837527113,38082.83837527113,nan
10,66,10,0.6,-105886.59,35685220.0,41.933804,-40.55506738942618,-16.029083,0.6,34752.434692154064,-40.55506738942618,0.0,34752.434692154064,41207.04507236165,128396.94656880954,1808000,66,128396.94656880954,0.0,41207.04507236165,34752.43469215406,34752.43469215406,nan
10,67,10,0.5,-102825.31,36257884.0,43.021324,-38.93138215135995,-16.46368,0.5,54246.09966248435,-38.93138215135995,0.0,54246.09966248435,44102.92128844842,159571.1701419777,1832000,67,159571.1701419777,0.0,44102.92128844842,54246.099662484354,54246.099662484354,nan
10,68,10,0.5,-104678.81,37885316.0,70.46881,-13.636524171465153,-16.431385,0.5,10427.476335710799,-13.636524171465153,0.0,10427.476335710799,12055.625875610602,34991.93311506753,1856000,68,34991.93311506753,0.0,12055.625875610602,10427.4763357108,10427.4763357108,nan
10,69,10,0.3,-104441.07,38122144.0,39.04521,1451.424681086503,-16.556496,0.3,17177.61507778879,1451.424681086503,0.0,17177.61507778879,17794.411192956453,49298.871565940404,1880000,69,49298.871565940404,0.0,17794.411192956453,17177.61507778879,17177.61507778879,nan
10,70,10,0.5,-102634.67,39400110.0,40.50488,4411.575292059166,-16.646235,0.5,28898.9364088626,4411.575292059166,0.0,28898.9364088626,25584.45049067573,68639.39509162781,1904000,70,68639.39509162781,0.0,25584.45049067573,28898.936408862588,28898.936408862588,nan
10,71,10,0.5,-103365.9,40523560.0,432.57452,-31.890398594710504,-16.465641,0.5,52532.74048148752,-31.890398594710504,0.0,52532.74048148752,38969.218338115454,116875.03097905277,1928000,71,116875.03097905277,0.0,38969.218338115454,52532.74048148751,52532.74048148751,nan
10,72,10,0.3,-102044.25,41995890.0,315.53857,3819.8992739109794,-16.233864,0.3,64567.758252901454,3819.8992739109794,0.0,64567.758252901454,48980.90629664377,171288.2465256984,1952000,72,171288.2465256984,0.0,48980.90629664377,64567.75825290147,64567.75825290147,nan
10,73,10,0.8,-103597.95,44633228.0,241.09613,14388.848856696437,-16.21217,0.8,80625.87138160256,14388.848856696437,0.0,80625.87138160256,77243.12601723253,277458.2680263731,1976000,73,277458.2680263731,0.0,77243.12601723253,80625.87138160254,80625.87138160254,nan
10,74,10,0.5,-105907.086,47913240.0,33.672516,-35.960726635499945,-16.425394,0.5,33236.50351956342,-35.960726635499945,0.0,33236.50351956342,43104.55031069065,113154.74762680587,2000000,74,113154.74762680587,0.0,43104.55031069065,33236.503519563405,33236.503519563405,nan
10,75,10,0.4,-106081.62,49998676.0,36.3783,2645.316768895129,-17.024887,0.4,38639.00894519929,2645.316768895129,0.0,38639.00894519929,24576.976114642137,71943.81369485837,2024000,75,71943.81369485837,0.0,24576.976114642137,38639.008945199275,38639.008945199275,nan
10,76,10,0.6,-109256.67,54414564.0,41.78307,-12.145183191952919,-17.07788,0.6,123392.67171410975,-12.145183191952919,0.0,123392.67171410975,99563.56708218354,274360.61017868895,2048000,76,274360.61017868895,0.0,99563.56708218354,123392.67171410976,123392.67171410976,nan
10,77,10,0.4,-112002.516,59200720.0,44.5126,825.2544606495183,-17.479372,0.4,77725.21662720942,825.2544606495183,0.0,77725.21662720942,74014.9360908684,229612.58325582522,2072000,77,229612.58325582522,0.0,74014.9360908684,77725.2166272094,77725.2166272094,nan
10,78,10,0.8,-116838.9,65361840.0,45.735836,2737.762304099216,-17.91713,0.8,57772.131711700975,2737.762304099216,0.0,57772.131711700975,64033.27734828895,159108.52268383454,2096000,78,159108.52268383454,0.0,64033.27734828895,57772.13171170097,57772.13171170097,nan
10,79,10,0.7,-121666.734,69768560.0,45.60929,5141.71639660937,-18.369703,0.7,71586.6207457498,5141.71639660937,0.0,71586.6207457498,76240.89026888034,216897.66008465772,2120000,79,216897.66008465772,0.0,76240.89026888034,71586.62074574981,71586.62074574981,nan
10,80,10,0.3,-125427.86,73024650.0,47.89399,-31.812605384545904,-18.744818,0.3,54147.47045429249,-31.812605384545904,0.0,54147.47045429249,95301.91968169517,322072.88583755423,2144000,80,322072.88583755423,0.0,95301.91968169517,54147.47045429247,54147.47045429247,nan
10,81,10,0.5,-133399.72,75984070.0,43.517853,399.5392919174576,-18.880262,0.5,73916.43973207862,399.5392919174576,0.0,73916.43973207862,95272.41413005683,285921.7629963328,2168000,81,285921.7629963328,0.0,95272.41413005683,73916.43973207865,73916.43973207865,nan
10,82,10,0.7,-140332.28,79895260.0,42.89003,1312.1123184089813,-18.974123,0.7,65401.03835590965,1312.1123184089813,0.0,65401.03835590965,72746.63033443221,196820.9905891933,2192000,82,196820.9905891933,0.0,72746.63033443221,65401.03835590964,65401.03835590964,nan
10,83,10,0.8,-148267.83,84164690.0,33.488384,-12.652276295083222,-19.062498,0.8,29516.674324200703,-12.652276295083222,0.0,29516.674324200703,44595.199710707406,121440.25737321097,2216000,83,121440.25737321097,0.0,44595.199710707406,29516.6743242007,29516.6743242007,nan
10,84,10,0.5,-154581.53,87857760.0,32.04737,-36.81299640617422,-19.126675,0.5,41314.319065906864,-36.81299640617422,0.0,41314.319065906864,59367.474435824675,166878.29334859824,2240000,84,166878.29334859824,0.0,59367.474435824675,41314.319065906864,41314.319065906864,nan
10,85,10,0.9,-156571.3,88735560.0,34.67233,8506.90672557155,-19.351667,0.9,64416.63612358975,8506.90672557155,0.0,64416.63612358975,75085.1795821049,217484.5782918142,2264000,85,217484.5782918142,0.0,75085.1795821049,64416.636123589786,64416.636123589786,nan
10,86,10,0.6,-153207.17,88110270.0,560.2291,-32.47276025099806,-19.33454,0.6,82009.62917226493,-32.47276025099806,0.0,82009.62917226493,107047.63496710031,298755.1217828959,2288000,86,298755.1217828959,0.0,107047.63496710031,82009.62917226492,82009.62917226492,nan
10,87,10,0.8,-153059.52,88301630.0,35.05199,1164.0586871779537,-19.138964,0.8,51490.60709406938,1164.0586871779537,0.0,51490.60709406938,55230.08928541655,133689.61739001708,2312000,87,133689.61739001708,0.0,55230.08928541655,51490.60709406939,51490.60709406939,nan
10,88,10,0.7,-150618.64,87747920.0,34.337025,1737.7395341756346,-19.056816,0.7,37960.69433576929,1737.7395341756346,0.0,37960.69433576929,42297.32857977141,130784.18359209427,2336000,88,130784.18359209427,0.0,42297.32857977141,37960.69433576928,37960.69433576928,nan
10,89,10,0.5,-157525.6,91568620.0,31.6864,258.3564345157047,-19.006874,0.5,48044.894159712894,258.3564345157047,0.0,48044.894159712894,65708.35021212927,186127.91797884327,2360000,89,186127.91797884327,0.0,65708.35021212927,48044.89415971288,48044.89415971288,nan
10,90,10,0.6,-156868.0,93859390.0,29.704672,1669.3653763752848,-18.88145,0.6,50624.23547977527,1669.3653763752848,0.0,50624.23547977527,62502.263658727075,191622.13144373268,2384000,90,191622.13144373268,0.0,62502.263658727075,50624.235479775285,50624.235479775285,nan
10,91,10,0.4,-160747.05,95169230.0,27.371601,52.348588756478506,-18.838385,0.4,34878.20920744829,52.348588756478506,0.0,34878.20920744829,35716.69785190003,105761.91210951793,2408000,91,105761.91210951793,0.0,35716.69785190003,34878.209207448286,34878.209207448286,nan
10,92,10,0.0,-163444.77,99873440.0,26.246626,75.9008311641306,-18.881145,0.0,30618.713300325006,75.9008311641306,0.0,30618.713300325006,40420.79514012024,111240.28947147116,2432000,92,111240.28947147116,0.0,40420.79514012024,30618.713300324995,30618.713300324995,nan
10,93,10,0.7,-161062.2,99890370.0,27.799086,1405.9049746750857,-18.715134,0.7,77031.15034450429,1405.9049746750857,0.0,77031.15034450429,75281.41572215289,214997.90781776025,2456000,93,214997.90781776025,0.0,75281.41572215289,77031.15034450426,77031.15034450426,nan
10,94,10,0.4,-162177.6,103082940.0,30.430029,4860.055822722462,-18.533234,0.4,64461.88774233203,4860.055822722462,0.0,64461.88774233203,80085.28372290284,254512.10793992897,2480000,94,254512.10793992897,0.0,80085.28372290284,64461.887742332045,64461.887742332045,nan
10,95,10,0.4,-160452.05,102777816.0,31.644035,-119.45029980740995,-18.44373,0.4,89489.06699652552,-119.45029980740995,0.0,89489.06699652552,113495.94687183082,315892.9150755476,2504000,95,315892.9150755476,0.0,113495.94687183082,89489.06699652551,89489.06699652551,nan
