Average/StdReturn,MetaTest/Average/TerminationRate,Average/AverageReturn,assembly-v1/MinReturn,GaussianMLPPolicy/dLoss,MetaTest/assembly-v1/StdReturn,Average/TerminationRate,assembly-v1/TerminationRate,Average/AverageDiscountedReturn,Average/SuccessRate,Average/MaxReturn,MetaTest/assembly-v1/SuccessRate,GaussianMLPPolicy/Entropy,Average/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,GaussianMLPPolicy/LossAfter,Iteration,assembly-v1/StdReturn,GaussianMLPPolicy/KLAfter,GaussianMLPPolicy/KLBefore,MetaTest/assembly-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,assembly-v1/AverageDiscountedReturn,assembly-v1/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,GaussianMLPPolicy/LossBefore,MetaTest/assembly-v1/MinReturn,MetaTest/assembly-v1/AverageReturn,MetaTest/Average/Iteration,assembly-v1/NumEpisodes,MetaTest/assembly-v1/NumEpisodes,assembly-v1/MaxReturn,Average/Iteration,MetaTest/assembly-v1/AverageDiscountedReturn,assembly-v1/SuccessRate,MetaTest/assembly-v1/TerminationRate,assembly-v1/AverageReturn,MetaTest/assembly-v1/MaxReturn,Average/MinReturn
11.371631764711276,0.0,-39.01391500613674,-65.81478644584872,0.0012658012565225363,10.932960576546492,0.0,0.0,-14.551189778520083,0.0,-2.7627370562164253,0.0,5.648496627807617,200,1.77604396236208,0.0,80000,-0.0030089663341641426,0,11.371631764711276,0.00985744409263134,0.0,0,10.932960576546492,-32.32429219510741,-14.551189778520083,0,50,-32.324292195107404,-61.22332719128933,-0.0017431650776416063,-61.22332719128933,-32.32429219510741,0,200,50,-2.7627370562164253,0,-32.324292195107404,0.0,0.0,-39.01391500613674,1.77604396236208,-65.81478644584872
12.777284653952979,,-31.173710431778527,-61.67025560337429,0.0007453569560311735,,0.0,0.0,-12.227999174905598,0.0,65.77039430372518,,5.687192916870117,200,,,160000,0.0009730959427542984,1,12.777284653952979,0.006727796979248524,0.0,,,,-12.227999174905598,1,,,,0.001718452898785472,,,,200,,65.77039430372518,1,,0.0,,-31.173710431778527,,-61.67025560337429
6.811681653654883,,-27.344275657820653,-48.037420432689906,0.0011851972667500377,,0.0,0.0,-11.19498334718251,0.0,5.665017417019519,,5.679227828979492,200,,,240000,-0.001997109968215227,2,6.811681653654883,0.008050444535911083,0.0,,,,-11.19498334718251,2,,,,-0.0008119127014651895,,,,200,,5.665017417019519,2,,0.0,,-27.344275657820653,,-48.037420432689906
11.628343103664077,,-23.68216003123645,-43.00315804400567,0.0014305920922197402,,0.0,0.0,-10.303295613342593,0.0,66.56105695890332,,5.687591075897217,200,,,320000,-0.0007859680918045342,3,11.628343103664077,0.00890223030000925,0.0,,,,-10.303295613342593,3,,,,0.000644624000415206,,,,200,,66.56105695890332,3,,0.0,,-23.68216003123645,,-43.00315804400567
9.624944509850932,,-21.913389326626028,-38.121248410052594,0.0015641464851796627,,0.0,0.0,-9.619414613907885,0.0,80.94716122505523,,5.64111328125,200,,,400000,-0.005485480185598135,4,9.624944509850932,0.007763332221657038,0.0,,,,-9.619414613907885,4,,,,-0.003921333700418472,,,,200,,80.94716122505523,4,,0.0,,-21.913389326626028,,-38.121248410052594
8.039415517521068,,-21.27927410911414,-33.36568631261617,0.0015383564168587327,,0.0,0.0,-9.459368186181685,0.0,57.342227866602784,,5.669052600860596,200,,,480000,0.0011972965439781547,5,8.039415517521068,0.006778448820114136,0.0,,,,-9.459368186181685,5,,,,0.0027356529608368874,,,,200,,57.342227866602784,5,,0.0,,-21.27927410911414,,-33.36568631261617
14.153459246988524,,-18.263232974057786,-35.11045467192828,0.001932789571583271,,0.0,0.0,-8.411628063459183,0.0,104.66808164387653,,5.6464691162109375,200,,,560000,-0.004360025282949209,6,14.153459246988524,0.007907548919320107,0.0,,,,-8.411628063459183,6,,,,-0.002427235711365938,,,,200,,104.66808164387653,6,,0.0,,-18.263232974057786,,-35.11045467192828
15.259193985639127,,-13.62866295037249,-35.15170535997275,0.0013204471906647086,,0.0,0.0,-7.170162562616926,0.0,74.04092296941998,,5.631606578826904,200,,,640000,-0.0028568613342940807,7,15.259193985639127,0.0072952015325427055,0.0,,,,-7.170162562616926,7,,,,-0.0015364141436293721,,,,200,,74.04092296941998,7,,0.0,,-13.62866295037249,,-35.15170535997275
20.322606322318673,,-6.602585239518407,-43.91434021661276,0.0011226703936699778,,0.0,0.0,-4.857766959923801,0.0,112.32688596003875,,5.635371208190918,200,,,720000,-0.0009272300521843135,8,20.322606322318673,0.007135292980819941,0.0,,,,-4.857766959923801,8,,,,0.00019544034148566425,,,,200,,112.32688596003875,8,,0.0,,-6.602585239518407,,-43.91434021661276
25.27402780390331,,0.08435508936600207,-41.31158333469618,0.0009072045795619488,,0.0,0.0,-2.167334676269205,0.0,159.36187558426266,,5.633530616760254,200,,,800000,-0.0010172473266720772,9,25.27402780390331,0.007221677806228399,0.0,,,,-2.167334676269205,9,,,,-0.0001100427471101284,,,,200,,159.36187558426266,9,,0.0,,0.08435508936600207,,-41.31158333469618
