MetaTest/door-open-v1/MaxReturn,MetaTest/door-open-v1/MinReturn,MetaTest/door-open-v1/TerminationRate,MetaTest/door-open-v1/AverageReturn,MetaTest/door-open-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/door-open-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/door-open-v1/StdReturn,MetaTest/door-open-v1/AverageDiscountedReturn,MetaTest/door-open-v1/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate
-21.144712552304064,-33.19337500749053,0.0,-25.682543996069,0,-21.144712552304064,0.0,3.731530826704481,0,-25.682543996069,0.0,224000,10,3.731530826704481,-25.682543996069,10,-25.682543996069,-33.19337500749053,0.0
-36.200444490939454,-47.34219433125278,0.0,-41.65364219483981,1,-36.200444490939454,0.0,3.4848095605614913,1,-41.653642194839804,0.0,248000,10,3.4848095605614913,-41.653642194839804,10,-41.65364219483981,-47.34219433125278,0.0
-25.258538958659713,-53.18274994516543,0.0,-45.49356003618235,2,-25.258538958659713,0.2,7.66964061739995,2,-45.49356003618235,0.2,272000,10,7.66964061739995,-45.49356003618235,10,-45.49356003618235,-53.18274994516543,0.0
-54.01006248190851,-61.59160579524434,0.0,-58.836265622617404,3,-54.01006248190851,0.0,2.1542478163765866,3,-58.8362656226174,0.0,296000,10,2.1542478163765866,-58.8362656226174,10,-58.836265622617404,-61.59160579524434,0.0
-38.04976854148492,-51.35447821651883,0.0,-44.43401129975748,4,-38.04976854148492,0.0,3.969236981339094,4,-44.43401129975749,0.0,320000,10,3.969236981339094,-44.43401129975749,10,-44.43401129975748,-51.35447821651883,0.0
-19.757383746875018,-38.09599400573787,0.0,-30.675873446029165,5,-19.757383746875018,0.0,5.890391343875814,5,-30.675873446029165,0.0,344000,10,5.890391343875814,-30.675873446029165,10,-30.675873446029165,-38.09599400573787,0.0
-44.58380794687915,-65.2149353306364,0.0,-52.64666154901607,6,-44.58380794687915,0.0,5.578435252875677,6,-52.64666154901606,0.0,368000,10,5.578435252875677,-52.64666154901606,10,-52.64666154901607,-65.2149353306364,0.0
-18.9552532608384,-101.0687546986938,0.0,-72.17754655495692,7,-18.9552532608384,0.8,25.978910866445297,7,-72.17754655495693,0.8,392000,10,25.978910866445297,-72.17754655495693,10,-72.17754655495692,-101.0687546986938,0.0
-6.864295857270418,-101.98183566743873,0.0,-52.821601823579705,8,-6.864295857270418,0.5,34.12291410745152,8,-52.821601823579705,0.5,416000,10,34.12291410745152,-52.821601823579705,10,-52.821601823579705,-101.98183566743873,0.0
-5.492384362069225,-122.58683775908165,0.0,-56.80639019586148,9,-5.492384362069225,0.2,38.626843659697535,9,-56.80639019586149,0.2,440000,10,38.626843659697535,-56.80639019586149,10,-56.80639019586148,-122.58683775908165,0.0
-40.011462817242645,-77.75698076723741,0.0,-55.917526921339366,10,-40.011462817242645,0.0,14.178888832102992,10,-55.917526921339366,0.0,464000,10,14.178888832102992,-55.917526921339366,10,-55.917526921339366,-77.75698076723741,0.0
-41.76660706928924,-57.186679396870005,0.0,-47.16511205269745,11,-41.76660706928924,0.0,4.279992846332573,11,-47.16511205269745,0.0,488000,10,4.279992846332573,-47.16511205269745,10,-47.16511205269745,-57.186679396870005,0.0
7749.617384254822,-51.94490081859555,0.0,1424.7579000057272,12,7749.617384254822,0.0,2935.489993395732,12,1424.757900005727,0.0,512000,10,2935.489993395732,1424.757900005727,10,1424.7579000057272,-51.94490081859555,0.0
-32.65869008143221,-83.34136024861964,0.0,-56.44645181628407,13,-32.65869008143221,0.0,16.711245441580196,13,-56.44645181628407,0.0,536000,10,16.711245441580196,-56.44645181628407,10,-56.44645181628407,-83.34136024861964,0.0
6667.259882234857,-80.4903812800538,0.0,623.9734286638056,14,6667.259882234857,0.0,2014.5367604658613,14,623.9734286638059,0.0,560000,10,2014.5367604658613,623.9734286638059,10,623.9734286638056,-80.4903812800538,0.0
-58.43611118527602,-85.08350872444475,0.0,-74.38306160625228,15,-58.43611118527602,0.0,8.348325037497508,15,-74.38306160625228,0.0,584000,10,8.348325037497508,-74.38306160625228,10,-74.38306160625228,-85.08350872444475,0.0
7405.730044935207,-57.27826686664065,0.0,1540.6453881969592,16,7405.730044935207,0.0,2630.940242452725,16,1540.6453881969587,0.0,608000,10,2630.940242452725,1540.6453881969587,10,1540.6453881969592,-57.27826686664065,0.0
18271.85843601451,-34.3132699120957,0.0,3891.8972396528675,17,18271.85843601451,0.0,6109.513198161053,17,3891.897239652869,0.0,632000,10,6109.513198161053,3891.897239652869,10,3891.8972396528675,-34.3132699120957,0.0
419.4602496544244,-75.52554558933097,0.0,69.95150738751047,18,419.4602496544244,0.1,170.4172914097278,18,69.95150738751047,0.1,656000,10,170.4172914097278,69.95150738751047,10,69.95150738751047,-75.52554558933097,0.0
114.01271579658288,-47.334587168114915,0.0,-14.643117148638321,19,114.01271579658288,0.0,44.204848319651916,19,-14.643117148638316,0.0,680000,10,44.204848319651916,-14.643117148638316,10,-14.643117148638321,-47.334587168114915,0.0
25288.924690484586,-60.73189314791837,0.0,3772.326064506484,20,25288.924690484586,0.1,7608.5584644715545,20,3772.3260645064847,0.1,704000,10,7608.5584644715545,3772.3260645064847,10,3772.326064506484,-60.73189314791837,0.0
12159.841464849484,-81.53205998448485,0.0,1249.1887969557488,21,12159.841464849484,0.0,3639.560099115819,21,1249.188796955749,0.0,728000,10,3639.560099115819,1249.188796955749,10,1249.1887969557488,-81.53205998448485,0.0
-21.622624400104566,-41.71827359262626,0.0,-26.3010619131524,22,-21.622624400104566,0.0,5.664459560640572,22,-26.3010619131524,0.0,752000,10,5.664459560640572,-26.3010619131524,10,-26.3010619131524,-41.71827359262626,0.0
9053.833921123933,-28.691456310454868,0.0,2213.9422782827924,23,9053.833921123933,0.0,3474.611019720099,23,2213.9422782827914,0.0,776000,10,3474.611019720099,2213.9422782827914,10,2213.9422782827924,-28.691456310454868,0.0
-21.72194416378861,-83.9332135025462,0.0,-39.401791208126795,24,-21.72194416378861,0.0,23.588810955528707,24,-39.4017912081268,0.0,800000,10,23.588810955528707,-39.4017912081268,10,-39.401791208126795,-83.9332135025462,0.0
