MetaTest/Average/SuccessRate,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTest/drawer-open-v1/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/drawer-open-v1/MinReturn,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/drawer-open-v1/TerminationRate,MetaTest/drawer-open-v1/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTest/Average/MinReturn,MetaTest/drawer-open-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/drawer-open-v1/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/drawer-open-v1/Iteration,MetaTest/drawer-open-v1/StdReturn,MetaTest/Average/NumTrajs,MetaTest/drawer-open-v1/NumTrajs
0.0,1.7195259,224000,23.92374090196389,0.0,456.4452949018548,-26.421073829197226,144.18310316428477,nan,0,23.92374090196386,0.0,456.4452949018548,8.489678,6.729327,-26.421073829197226,23.92374090196386,23.92374090196389,0.0,1.9823525,0,144.18310316428477,10,10
0.0,6.9806633,248000,2984.1418720692695,0.0,3032.446816137472,2885.8840012520977,41.01119205457937,nan,1,2984.1418720692695,0.0,3032.446816137472,7.780862,6.7038994,2885.8840012520977,2984.1418720692695,2984.1418720692695,0.0,39.88522,1,41.01119205457937,10,10
0.0,-33.583374,272000,3191.3708308507876,0.0,3242.2085477965607,3026.1622438157015,66.21077330741204,nan,2,3191.3708308507876,0.0,3242.2085477965607,8.387615,6.280698,3026.1622438157015,3191.3708308507876,3191.3708308507876,0.0,489.54855,2,66.21077330741204,10,10
0.0,-230.80411,296000,3141.5894211153704,0.0,3219.81237985453,2574.9348476915993,190.1104513906677,nan,3,3141.5894211153704,0.0,3219.81237985453,11.335121,5.642963,2574.9348476915993,3141.5894211153704,3141.5894211153704,0.0,1428.7509,3,190.1104513906677,10,10
0.0,-839.4274,320000,3405.5352287541937,0.0,4058.881102707566,3103.0024813737355,263.70489366231357,nan,4,3405.5352287541937,0.0,4058.881102707566,13.870272,3.6238277,3103.0024813737355,3405.5352287541937,3405.5352287541937,0.0,6080.679,4,263.70489366231357,10,10
0.0,-1980.2341,344000,2329.893008172162,0.0,4489.651959628701,-30.08690184226828,1737.163791429954,nan,5,2329.893008172162,0.0,4489.651959628701,13.235061,-0.702452,-30.08690184226828,2329.893008172162,2329.893008172162,0.0,26965.195,5,1737.163791429954,10,10
0.0,-3398.2285,368000,1635.2692953392975,0.0,3377.3216317173574,-13.17382107691309,1395.4061001490447,nan,6,1635.2692953392977,0.0,3377.3216317173574,20.368778,-3.8133535,-13.17382107691309,1635.2692953392977,1635.2692953392975,0.0,36690.363,6,1395.4061001490447,10,10
0.0,-4921.441,392000,-56.47504421997562,0.0,-46.42950207296829,-67.08137902458812,6.990347655686383,nan,7,-56.47504421997563,0.0,-46.42950207296829,23.320845,-6.119176,-67.08137902458812,-56.47504421997563,-56.47504421997562,0.0,47450.81,7,6.990347655686383,10,10
0.0,-3097.4006,416000,3035.1264053315153,0.0,3370.0130135508116,1449.6624907549312,665.9800328180226,nan,8,3035.126405331513,0.0,3370.0130135508116,175.27928,-3.5301733,1449.6624907549312,3035.126405331513,3035.1264053315153,0.0,34245.21,8,665.9800328180226,10,10
0.0,-7741.9,440000,3360.7427655215556,0.0,3408.9068014942304,3249.9819273596327,39.94049205539477,nan,9,3360.742765521555,0.0,3408.9068014942304,9.786517,-7.511616,3249.9819273596327,3360.742765521555,3360.7427655215556,0.0,56035.69,9,39.94049205539477,10,10
0.0,-8177.1123,464000,3419.2184151846895,0.0,3581.825739597454,3362.1309405285283,57.866796306412446,nan,10,3419.2184151846895,0.0,3581.825739597454,10.051423,-6.470908,3362.1309405285283,3419.2184151846895,3419.2184151846895,0.0,58977.88,10,57.866796306412446,10,10
0.0,-8398.05,488000,3292.8933264290076,0.0,4054.411223605215,1911.869916025036,516.009718808386,nan,11,3292.8933264290085,0.0,4054.411223605215,16.823805,-6.161561,1911.869916025036,3292.8933264290085,3292.8933264290076,0.0,66558.17,11,516.009718808386,10,10
0.0,-8844.158,512000,3416.7330671012196,0.0,3603.7709334981096,3369.861764066078,65.03708719189066,nan,12,3416.7330671012196,0.0,3603.7709334981096,28.444876,-6.434269,3369.861764066078,3416.7330671012196,3416.7330671012196,0.0,82589.805,12,65.03708719189066,10,10
0.0,-10152.994,536000,3581.4917456014673,0.0,4627.131766732655,3150.425411811388,403.42801347855027,nan,13,3581.4917456014664,0.0,4627.131766732655,9.499887,-6.2574573,3150.425411811388,3581.4917456014664,3581.4917456014673,0.0,87429.7,13,403.42801347855027,10,10
0.0,-10793.582,560000,2966.1611264591543,0.0,3601.6921261639573,-27.52983116160538,1062.194126309359,nan,14,2966.1611264591543,0.0,3601.6921261639573,9.076887,-6.6151376,-27.52983116160538,2966.1611264591543,2966.1611264591543,0.0,98510.37,14,1062.194126309359,10,10
0.0,-11730.374,584000,3511.4186925025156,0.0,4067.5166289457975,3379.6814535534213,231.48189821653213,nan,15,3511.418692502514,0.0,4067.5166289457975,27.25311,-6.5103645,3379.6814535534213,3511.418692502514,3511.4186925025156,0.0,134237.75,15,231.48189821653213,10,10
0.0,-11024.494,608000,3820.6841132461777,0.0,6981.818929540009,3398.203765857248,1057.7762831640157,nan,16,3820.684113246177,0.0,6981.818929540009,34.503433,-6.042498,3398.203765857248,3820.684113246177,3820.6841132461777,0.0,119813.375,16,1057.7762831640157,10,10
0.0,-12797.354,632000,3746.554918010246,0.0,4902.012828801633,3373.0603187592988,499.3912335143644,nan,17,3746.5549180102453,0.0,4902.012828801633,8.178474,-5.9010487,3373.0603187592988,3746.5549180102453,3746.554918010246,0.0,128189.664,17,499.3912335143644,10,10
0.0,-12868.836,656000,3109.714784117157,0.0,3503.101555355913,1086.6496495230806,722.571589237203,nan,18,3109.7147841171573,0.0,3503.101555355913,8.482197,-6.0034924,1086.6496495230806,3109.7147841171573,3109.714784117157,0.0,133729.95,18,722.571589237203,10,10
0.0,-12907.748,680000,3217.819693882198,0.0,3935.711444990158,931.8465433627318,778.2764201148368,nan,19,3217.8196938821984,0.0,3935.711444990158,9.7785,-5.908425,931.8465433627318,3217.8196938821984,3217.819693882198,0.0,137604.42,19,778.2764201148368,10,10
0.0,-12930.512,704000,3195.095743390683,0.0,3735.93397685509,848.3874411029016,788.9191323299219,nan,20,3195.095743390683,0.0,3735.93397685509,13.225347,-5.9087963,848.3874411029016,3195.095743390683,3195.095743390683,0.0,137563.88,20,788.9191323299219,10,10
0.0,-12630.084,728000,3878.439691122722,0.0,5731.246194103883,3367.94444157604,869.6903712274817,nan,21,3878.439691122723,0.0,5731.246194103883,22.74858,-5.502998,3367.94444157604,3878.439691122723,3878.439691122722,0.0,136891.78,21,869.6903712274817,10,10
0.0,-11791.832,752000,2716.76579295203,0.0,4239.366714788209,-90.01969786770294,1437.7602360621115,nan,22,2716.7657929520306,0.0,4239.366714788209,61.77692,-6.0990877,-90.01969786770294,2716.7657929520306,2716.76579295203,0.0,175140.98,22,1437.7602360621115,10,10
0.0,-11836.258,776000,3176.139788909311,0.0,3707.2914748007456,2040.717451347817,470.4714956510605,nan,23,3176.1397889093105,0.0,3707.2914748007456,12.011827,-5.6851287,2040.717451347817,3176.1397889093105,3176.139788909311,0.0,150594.48,23,470.4714956510605,10,10
0.0,-11550.56,800000,2846.072494003979,0.0,3483.1525676241263,-114.96920782231739,1182.083319765668,nan,24,2846.072494003979,0.0,3483.1525676241263,218.10413,-5.8063107,-114.96920782231739,2846.072494003979,2846.072494003979,0.0,141664.7,24,1182.083319765668,10,10
0.0,-12636.63,824000,3389.5682487102654,0.0,4012.505487178622,2362.6097086617606,491.7099389884044,nan,25,3389.5682487102663,0.0,4012.505487178622,70.69513,-5.1897745,2362.6097086617606,3389.5682487102663,3389.5682487102654,0.0,179206.69,25,491.7099389884044,10,10
0.0,-13001.754,848000,2829.4788217525656,0.0,3477.8227913033948,883.2797695864737,907.9949325566691,nan,26,2829.478821752566,0.0,3477.8227913033948,33.544865,-5.2696395,883.2797695864737,2829.478821752566,2829.4788217525656,0.0,185081.98,26,907.9949325566691,10,10
0.0,-13103.278,872000,3324.474778614315,0.0,3354.022238271873,3291.489006282806,21.213862936600613,nan,27,3324.474778614316,0.0,3354.022238271873,88.92789,-5.408866,3291.489006282806,3324.474778614316,3324.474778614315,0.0,196268.55,27,21.213862936600613,10,10
0.0,-13379.858,896000,2316.222542584791,0.0,4850.332856167206,-87.53795660607904,1358.8256312689293,nan,28,2316.222542584791,0.0,4850.332856167206,24.407816,-5.5821013,-87.53795660607904,2316.222542584791,2316.222542584791,0.0,204812.31,28,1358.8256312689293,10,10
0.0,-13137.01,920000,2405.4902630547813,0.0,4949.808921457821,-54.938740274925074,1678.5617801984529,nan,29,2405.4902630547813,0.0,4949.808921457821,62.647533,-5.47454,-54.938740274925074,2405.4902630547813,2405.4902630547813,0.0,211608.81,29,1678.5617801984529,10,10
0.0,-13347.918,944000,3289.023278813809,0.0,7765.216384348699,728.5322677495259,1798.5121129979116,nan,30,3289.023278813808,0.0,7765.216384348699,59.074905,-5.390662,728.5322677495259,3289.023278813808,3289.023278813809,0.0,219449.95,30,1798.5121129979116,10,10
0.0,-13463.374,968000,3460.4665046398063,0.0,5713.98554706351,2286.676106275432,822.1732929931964,nan,31,3460.4665046398077,0.0,5713.98554706351,45.132042,-5.534077,2286.676106275432,3460.4665046398077,3460.4665046398063,0.0,221685.52,31,822.1732929931964,10,10
0.0,-15636.687,992000,2783.5854052766185,0.0,6010.378248235476,59.58142338150384,1626.9836671201535,nan,32,2783.5854052766194,0.0,6010.378248235476,36.998764,-7.396733,59.58142338150384,2783.5854052766194,2783.5854052766185,0.0,438166.6,32,1626.9836671201535,10,10
0.1,-14648.274,1016000,3191.229454325289,0.0,3463.640466044915,1340.5389490127036,618.7744344476903,nan,33,3191.229454325289,0.0,3463.640466044915,115.43856,-8.302156,1340.5389490127036,3191.229454325289,3191.229454325289,0.1,525610.6,33,618.7744344476903,10,10
0.0,-13545.864,1040000,3080.7215778169584,0.0,6328.129958484245,1001.7034627276638,1431.3099273425414,nan,34,3080.7215778169584,0.0,6328.129958484245,347.3298,-11.139233,1001.7034627276638,3080.7215778169584,3080.7215778169584,0.0,876132.1,34,1431.3099273425414,10,10
0.3,-10806.912,1064000,1967.666984238189,0.0,3367.816343309359,-13.791910562968162,1392.4501834159628,nan,35,1967.6669842381884,0.0,3367.816343309359,975.4409,-13.702489,-13.791910562968162,1967.6669842381884,1967.666984238189,0.3,1706891.5,35,1392.4501834159628,10,10
0.0,-10968.152,1088000,-37.45359568220821,0.0,-23.053352096766613,-46.778827142326044,8.243419765993158,nan,36,-37.4535956822082,0.0,-23.053352096766613,337.1453,-12.748135,-46.778827142326044,-37.4535956822082,-37.45359568220821,0.0,630785.0,36,8.243419765993158,10,10
0.0,-14254.124,1112000,-35.583644067907564,0.0,-28.87832605744093,-46.06624131999656,6.05497521598842,nan,37,-35.58364406790756,0.0,-28.87832605744093,215.84435,-11.83716,-46.06624131999656,-35.58364406790756,-35.583644067907564,0.0,1956677.4,37,6.05497521598842,10,10
0.0,-20506.309,1136000,-52.598883727235716,0.0,-32.895736171383376,-64.53614416452089,12.396637650628668,nan,38,-52.59888372723573,0.0,-32.895736171383376,140.04521,-8.874027,-64.53614416452089,-52.59888372723573,-52.598883727235716,0.0,2834494.5,38,12.396637650628668,10,10
0.0,-32232.918,1160000,-91.35604310536087,0.0,-81.33902433355999,-100.73400598890453,5.869950557691428,nan,39,-91.35604310536085,0.0,-81.33902433355999,9257.123,-10.280786,-100.73400598890453,-91.35604310536085,-91.35604310536087,0.0,101618456.0,39,5.869950557691428,10,10
0.0,-10899.786,1184000,936.5909473845701,0.0,3373.1717883545734,-117.96483903916784,1538.1306943769573,nan,40,936.5909473845701,0.0,3373.1717883545734,304.1768,-3.3344922,-117.96483903916784,936.5909473845701,936.5909473845701,0.0,936630.2,40,1538.1306943769573,10,10
0.0,-5508.686,1208000,905.8560472464202,0.0,3240.1687390560423,-88.15330299927584,1337.8025163269392,nan,41,905.8560472464203,0.0,3240.1687390560423,117.90752,-0.8759824,-88.15330299927584,905.8560472464203,905.8560472464202,0.0,352159.7,41,1337.8025163269392,10,10
0.0,-9554.144,1232000,1585.7670691818744,0.0,3553.077247048579,-50.75934171491905,1550.3644929342536,nan,42,1585.7670691818741,0.0,3553.077247048579,219.00401,-3.5912824,-50.75934171491905,1585.7670691818741,1585.7670691818744,0.0,1030307.2,42,1550.3644929342536,10,10
0.1,-7030.034,1256000,1570.8346455415424,0.0,3317.782669309772,-69.58962195663055,1598.426848360022,nan,43,1570.8346455415424,0.0,3317.782669309772,139.64279,-4.7224565,-69.58962195663055,1570.8346455415424,1570.8346455415424,0.1,245851.2,43,1598.426848360022,10,10
0.0,-7264.1426,1280000,1507.3296483131444,0.0,4471.948695662737,-69.31650132466079,1784.7785181997708,nan,44,1507.3296483131448,0.0,4471.948695662737,732.5215,-6.6174846,-69.31650132466079,1507.3296483131448,1507.3296483131444,0.0,399373.97,44,1784.7785181997708,10,10
0.0,-8863.132,1304000,120.90737253207502,0.0,687.4272525085161,-15.53817608260192,201.671711219929,nan,45,120.90737253207503,0.0,687.4272525085161,768.5585,-9.231586,-15.53817608260192,120.90737253207503,120.90737253207502,0.0,500561.1,45,201.671711219929,10,10
0.0,-11770.866,1328000,2119.414401381552,0.0,3371.5708904072903,625.6341093754759,953.7263797428174,nan,46,2119.414401381552,0.0,3371.5708904072903,520.90247,-10.127426,625.6341093754759,2119.414401381552,2119.414401381552,0.0,371076.75,46,953.7263797428174,10,10
0.3,-7733.6304,1352000,292.1585258664275,0.0,3265.717904497248,-69.2757425438966,991.4047486237489,nan,47,292.1585258664274,0.0,3265.717904497248,224.14705,-10.441767,-69.2757425438966,292.1585258664274,292.1585258664275,0.3,488543.66,47,991.4047486237489,10,10
0.0,1429.8247,1376000,2580.479311243576,0.0,3525.4980092263354,-42.54027813936511,1362.267157891521,nan,48,2580.4793112435755,0.0,3525.4980092263354,1570.6385,-8.462717,-42.54027813936511,2580.4793112435755,2580.479311243576,0.0,412287.38,48,1362.267157891521,10,10
