MetaTest/drawer-open-v1/MinReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/drawer-open-v1/AverageReturn,MetaTest/drawer-open-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/drawer-open-v1/Iteration,MetaTest/Average/NumTrajs,TotalEnvSteps,MetaTest/drawer-open-v1/NumTrajs,MetaTest/drawer-open-v1/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/drawer-open-v1/StdReturn,MetaTest/drawer-open-v1/SuccessRate,MetaTest/drawer-open-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn
-141.34677329814625,31,-129.22576877881653,-129.2257687788165,-119.14423439173748,-141.34677329814625,0.0,31,10,968000,10,0.0,-129.2257687788165,0.0,7.996112363259627,0.0,-129.22576877881653,7.996112363259627,-119.14423439173748
-139.6321680384589,32,-129.40989557113232,-129.40989557113235,-116.3866461184324,-139.6321680384589,0.0,32,10,992000,10,0.0,-129.40989557113235,0.0,7.15853788445175,0.0,-129.40989557113232,7.15853788445175,-116.3866461184324
-138.60187905976449,33,-129.36763330851926,-129.36763330851926,-121.61624385534101,-138.60187905976449,0.0,33,10,1016000,10,0.0,-129.36763330851926,0.0,5.965426842395297,0.0,-129.36763330851926,5.965426842395297,-121.61624385534101
-137.57161579789755,34,-127.45324253289849,-127.45324253289854,-116.60080606715455,-137.57161579789755,0.0,34,10,1040000,10,0.0,-127.45324253289854,0.0,7.03579312092926,0.0,-127.45324253289849,7.03579312092926,-116.60080606715455
-139.55093571921856,35,-130.83285888446557,-130.83285888446565,-117.83679880776322,-139.55093571921856,0.0,35,10,1064000,10,0.0,-130.83285888446565,0.0,6.438647203055221,0.0,-130.83285888446557,6.438647203055221,-117.83679880776322
-139.89850782711744,36,-129.5561783371233,-129.55617833712327,-120.91253103113084,-139.89850782711744,0.0,36,10,1088000,10,0.0,-129.55617833712327,0.0,6.257623073380599,0.0,-129.5561783371233,6.257623073380599,-120.91253103113084
-134.4819457153812,37,-122.765250054061,-122.765250054061,-116.79821600512614,-134.4819457153812,0.0,37,10,1112000,10,0.0,-122.765250054061,0.0,5.281647547421557,0.0,-122.765250054061,5.281647547421557,-116.79821600512614
-139.79786650972366,38,-128.44497741891496,-128.444977418915,-116.62184717605278,-139.79786650972366,0.0,38,10,1136000,10,0.0,-128.444977418915,0.0,7.51913731915039,0.0,-128.44497741891496,7.51913731915039,-116.62184717605278
-136.9720362263611,39,-125.75691245118519,-125.75691245118519,-116.76960185857627,-136.9720362263611,0.0,39,10,1160000,10,0.0,-125.75691245118519,0.0,7.203987595670195,0.0,-125.75691245118519,7.203987595670195,-116.76960185857627
-137.17682705986442,40,-129.04588663190123,-129.04588663190123,-117.51763379913825,-137.17682705986442,0.0,40,10,1184000,10,0.0,-129.04588663190123,0.0,6.845106022415121,0.0,-129.04588663190123,6.845106022415121,-117.51763379913825
-138.67453597148648,41,-129.69625967796796,-129.69625967796793,-119.61835197059702,-138.67453597148648,0.0,41,10,1208000,10,0.0,-129.69625967796793,0.0,6.007812241130483,0.0,-129.69625967796796,6.007812241130483,-119.61835197059702
-140.3834546102663,42,-126.44066114414417,-126.44066114414417,-117.30733399026805,-140.3834546102663,0.0,42,10,1232000,10,0.0,-126.44066114414417,0.0,7.0493314330730135,0.0,-126.44066114414417,7.0493314330730135,-117.30733399026805
-140.64346431264616,43,-127.30159688009007,-127.3015968800901,-118.1072967022709,-140.64346431264616,0.0,43,10,1256000,10,0.0,-127.3015968800901,0.0,7.783608984040928,0.0,-127.30159688009007,7.783608984040928,-118.1072967022709
-139.94922620376298,44,-126.79334963302492,-126.79334963302487,-116.58574498136016,-139.94922620376298,0.0,44,10,1280000,10,0.0,-126.79334963302487,0.0,8.029824075661194,0.0,-126.79334963302492,8.029824075661194,-116.58574498136016
-141.41597705603743,45,-127.75952904058018,-127.75952904058022,-117.07306175303073,-141.41597705603743,0.0,45,10,1304000,10,0.0,-127.75952904058022,0.0,8.859502590848656,0.0,-127.75952904058018,8.859502590848656,-117.07306175303073
-133.86019229432617,46,-124.38723611359401,-124.38723611359401,-117.23380250761785,-133.86019229432617,0.0,46,10,1328000,10,0.0,-124.38723611359401,0.0,4.650705221917368,0.0,-124.38723611359401,4.650705221917368,-117.23380250761785
-126.92421865450041,47,-121.75548252702124,-121.75548252702121,-119.25776463853917,-126.92421865450041,0.0,47,10,1352000,10,0.0,-121.75548252702121,0.0,2.2943128157623347,0.0,-121.75548252702124,2.2943128157623347,-119.25776463853917
-135.7961265097559,48,-126.09888332043036,-126.09888332043037,-117.42392188343315,-135.7961265097559,0.0,48,10,1376000,10,0.0,-126.09888332043037,0.0,6.325818600189211,0.0,-126.09888332043036,6.325818600189211,-117.42392188343315
-141.4071138107185,49,-130.38481242464718,-130.38481242464727,-117.89788740027164,-141.4071138107185,0.0,49,10,1400000,10,0.0,-130.38481242464727,0.0,7.0177216437155705,0.0,-130.38481242464718,7.0177216437155705,-117.89788740027164
-135.82449032135366,50,-127.5063818808283,-127.5063818808283,-117.52426154723182,-135.82449032135366,0.0,50,10,1424000,10,0.0,-127.5063818808283,0.0,6.321596054457566,0.0,-127.5063818808283,6.321596054457566,-117.52426154723182
-138.1796628210002,51,-127.2964469277759,-127.29644692777592,-118.51786933058209,-138.1796628210002,0.0,51,10,1448000,10,0.0,-127.29644692777592,0.0,7.616126101674955,0.0,-127.2964469277759,7.616126101674955,-118.51786933058209
-139.2716998102223,52,-130.4773323427494,-130.47733234274938,-119.82526067572037,-139.2716998102223,0.0,52,10,1472000,10,0.0,-130.47733234274938,0.0,5.030075221135093,0.0,-130.4773323427494,5.030075221135093,-119.82526067572037
-139.54173616948424,53,-131.13987001667928,-131.1398700166793,-120.07005745529901,-139.54173616948424,0.0,53,10,1496000,10,0.0,-131.1398700166793,0.0,7.102813244649759,0.0,-131.13987001667928,7.102813244649759,-120.07005745529901
-141.47324761975176,54,-133.83403632871543,-133.8340363287154,-123.54217864348311,-141.47324761975176,0.0,54,10,1520000,10,0.0,-133.8340363287154,0.0,6.397406070390879,0.0,-133.83403632871543,6.397406070390879,-123.54217864348311
-140.1894517430137,55,-128.38620947145415,-128.38620947145412,-117.76168515868717,-140.1894517430137,0.0,55,10,1544000,10,0.0,-128.38620947145412,0.0,7.199059084454969,0.0,-128.38620947145415,7.199059084454969,-117.76168515868717
-139.00950043109128,56,-129.93221540055742,-129.9322154005574,-119.04507614806383,-139.00950043109128,0.0,56,10,1568000,10,0.0,-129.9322154005574,0.0,7.101042935178023,0.0,-129.93221540055742,7.101042935178023,-119.04507614806383
-138.84046588213195,57,-127.08917351425524,-127.08917351425524,-117.13429083726949,-138.84046588213195,0.0,57,10,1592000,10,0.0,-127.08917351425524,0.0,7.153485270271368,0.0,-127.08917351425524,7.153485270271368,-117.13429083726949
-138.83830764501664,58,-130.81779208247087,-130.81779208247087,-116.76805856762016,-138.83830764501664,0.0,58,10,1616000,10,0.0,-130.81779208247087,0.0,5.5143744890442505,0.0,-130.81779208247087,5.5143744890442505,-116.76805856762016
-138.7570916987227,59,-130.65672976333536,-130.6567297633353,-116.52713707447731,-138.7570916987227,0.0,59,10,1640000,10,0.0,-130.6567297633353,0.0,7.56459218713695,0.0,-130.65672976333536,7.56459218713695,-116.52713707447731
-140.78441076107956,60,-125.57521484190775,-125.5752148419077,-116.47220629157894,-140.78441076107956,0.0,60,10,1664000,10,0.0,-125.5752148419077,0.0,7.05270710467531,0.0,-125.57521484190775,7.05270710467531,-116.47220629157894
-141.3984810278611,61,-130.81185993355783,-130.81185993355786,-118.0348632735863,-141.3984810278611,0.0,61,10,1688000,10,0.0,-130.81185993355786,0.0,8.153370070386712,0.0,-130.81185993355783,8.153370070386712,-118.0348632735863
-139.86232685376245,62,-128.58472939276277,-128.5847293927627,-119.39795924634983,-139.86232685376245,0.0,62,10,1712000,10,0.0,-128.5847293927627,0.0,7.220876090549877,0.0,-128.58472939276277,7.220876090549877,-119.39795924634983
-140.7689106080319,63,-130.06296085507256,-130.06296085507253,-123.35356641250401,-140.7689106080319,0.0,63,10,1736000,10,0.0,-130.06296085507253,0.0,5.921384236539655,0.0,-130.06296085507256,5.921384236539655,-123.35356641250401
-137.74523131003284,64,-126.80074580979392,-126.8007458097939,-117.73337303597086,-137.74523131003284,0.0,64,10,1760000,10,0.0,-126.8007458097939,0.0,6.591423171225288,0.0,-126.80074580979392,6.591423171225288,-117.73337303597086
-137.33080210511574,65,-127.22096666038559,-127.22096666038553,-116.79246806328145,-137.33080210511574,0.0,65,10,1784000,10,0.0,-127.22096666038553,0.0,6.671512091874093,0.0,-127.22096666038559,6.671512091874093,-116.79246806328145
-140.38248009486995,66,-128.02147284486668,-128.02147284486668,-116.40903258323493,-140.38248009486995,0.0,66,10,1808000,10,0.0,-128.02147284486668,0.0,9.14831234692809,0.0,-128.02147284486668,9.14831234692809,-116.40903258323493
-136.8128178700994,67,-130.74435679790045,-130.7443567979004,-120.15687916136986,-136.8128178700994,0.0,67,10,1832000,10,0.0,-130.7443567979004,0.0,5.064988188394341,0.0,-130.74435679790045,5.064988188394341,-120.15687916136986
-139.16113858828638,68,-124.84439265046979,-124.84439265046976,-116.66387440481338,-139.16113858828638,0.0,68,10,1856000,10,0.0,-124.84439265046976,0.0,6.911574845868179,0.0,-124.84439265046979,6.911574845868179,-116.66387440481338
-140.8334667407099,69,-128.13107492879018,-128.13107492879024,-120.66482169347458,-140.8334667407099,0.0,69,10,1880000,10,0.0,-128.13107492879024,0.0,6.386240899193995,0.0,-128.13107492879018,6.386240899193995,-120.66482169347458
-137.00977802896892,70,-125.23833845261088,-125.23833845261088,-117.46511201968902,-137.00977802896892,0.0,70,10,1904000,10,0.0,-125.23833845261088,0.0,6.90067925569695,0.0,-125.23833845261088,6.90067925569695,-117.46511201968902
-140.7337857405054,71,-127.48473053280922,-127.48473053280922,-117.09580643088155,-140.7337857405054,0.0,71,10,1928000,10,0.0,-127.48473053280922,0.0,7.042966002471344,0.0,-127.48473053280922,7.042966002471344,-117.09580643088155
-139.49877302997865,72,-131.01095131403048,-131.01095131403045,-117.97126924346092,-139.49877302997865,0.0,72,10,1952000,10,0.0,-131.01095131403045,0.0,5.916048625847212,0.0,-131.01095131403048,5.916048625847212,-117.97126924346092
-137.5236500515686,73,-126.9044312181409,-126.9044312181409,-117.8109439234648,-137.5236500515686,0.0,73,10,1976000,10,0.0,-126.9044312181409,0.0,6.680967445666197,0.0,-126.9044312181409,6.680967445666197,-117.8109439234648
-139.77292434160714,74,-129.50873889408507,-129.50873889408507,-116.87748296403944,-139.77292434160714,0.0,74,10,2000000,10,0.0,-129.50873889408507,0.0,7.0162267105196605,0.0,-129.50873889408507,7.0162267105196605,-116.87748296403944
-138.76960577967614,75,-128.71711709080964,-128.71711709080964,-121.23372205914843,-138.76960577967614,0.0,75,10,2024000,10,0.0,-128.71711709080964,0.0,5.9832870167128,0.0,-128.71711709080964,5.9832870167128,-121.23372205914843
-37.32691786793421,76,922.3493031943299,922.3493031943301,3279.221072939458,-37.32691786793421,0.0,76,10,2048000,10,0.0,922.3493031943301,0.0,1279.8960236545377,0.0,922.3493031943299,1279.8960236545377,3279.221072939458
-105.25545164432454,77,-46.58925735171798,-46.58925735171796,-12.257311010407943,-105.25545164432454,0.0,77,10,2072000,10,0.0,-46.58925735171796,0.0,37.600762253254246,0.0,-46.58925735171798,37.600762253254246,-12.257311010407943
-70.22168329534253,78,601.8291197333785,601.8291197333788,3279.949738391644,-70.22168329534253,0.0,78,10,2096000,10,0.0,601.8291197333788,0.0,1300.4601275573937,0.0,601.8291197333785,1300.4601275573937,3279.949738391644
-67.7358794322996,79,2099.3337034558162,2099.3337034558162,3340.9723677708294,-67.7358794322996,0.0,79,10,2120000,10,0.0,2099.3337034558162,0.0,1515.2247857307948,0.0,2099.3337034558162,1515.2247857307948,3340.9723677708294
-68.45221739823413,80,1821.6580284288666,1821.6580284288666,3878.923945697841,-68.45221739823413,0.0,80,10,2144000,10,0.0,1821.6580284288666,0.0,1460.80234660545,0.0,1821.6580284288666,1460.80234660545,3878.923945697841
-35.08903830412853,81,1828.5752017968766,1828.575201796876,3351.22933670364,-35.08903830412853,0.0,81,10,2168000,10,0.0,1828.575201796876,0.0,1581.7379988413647,0.0,1828.5752017968766,1581.7379988413647,3351.22933670364
-20.872860743455345,82,3053.9282230949543,3053.928223094954,3847.86792585947,-20.872860743455345,0.0,82,10,2192000,10,0.0,3053.928223094954,0.0,1039.8933785582894,0.0,3053.9282230949543,1039.8933785582894,3847.86792585947
-76.94685117487995,83,1687.141051577772,1687.1410515777716,3341.2606825097955,-76.94685117487995,0.0,83,10,2216000,10,0.0,1687.1410515777716,0.0,1552.721088564701,0.0,1687.141051577772,1552.721088564701,3341.2606825097955
-36.22966717452515,84,380.8532232848657,380.8532232848659,3309.128014689844,-36.22966717452515,0.0,84,10,2240000,10,0.0,380.8532232848659,0.0,1000.6207967287122,0.0,380.8532232848657,1000.6207967287122,3309.128014689844
-21.83621983242569,85,800.2054201896121,800.2054201896119,3378.112829191622,-21.83621983242569,0.0,85,10,2264000,10,0.0,800.2054201896119,0.0,1278.6633946218326,0.0,800.2054201896121,1278.6633946218326,3378.112829191622
2196.0243250343055,86,3226.6317852277043,3226.6317852277048,3409.2251159506295,2196.0243250343055,0.0,86,10,2288000,10,0.0,3226.6317852277048,0.0,345.2029401887222,0.0,3226.6317852277043,345.2029401887222,3409.2251159506295
-20.314711934495016,87,2974.4580657460474,2974.4580657460465,3372.0658588702827,-20.314711934495016,0.0,87,10,2312000,10,0.0,2974.4580657460465,0.0,999.7269360901078,0.0,2974.4580657460474,999.7269360901078,3372.0658588702827
1726.4054014261712,88,3353.2543938800263,3353.2543938800263,5108.42486410649,1726.4054014261712,0.0,88,10,2336000,10,0.0,3353.2543938800263,0.0,766.182782337468,0.0,3353.2543938800263,766.182782337468,5108.42486410649
-67.2074265679577,89,2264.460941629297,2264.4609416292974,3749.8638471773907,-67.2074265679577,0.0,89,10,2360000,10,0.0,2264.4609416292974,0.0,1443.110440604453,0.0,2264.460941629297,1443.110440604453,3749.8638471773907
-68.33144018436951,90,2906.601127742566,2906.601127742566,3407.1437676965743,-68.33144018436951,0.0,90,10,2384000,10,0.0,2906.601127742566,0.0,1013.379385588279,0.0,2906.601127742566,1013.379385588279,3407.1437676965743
-62.23733370040908,91,2492.5828488427132,2492.582848842713,4096.257042382365,-62.23733370040908,0.0,91,10,2408000,10,0.0,2492.582848842713,0.0,1537.7215183374688,0.0,2492.5828488427132,1537.7215183374688,4096.257042382365
-18.588674008362013,92,2396.5664562186316,2396.5664562186316,3335.423969785804,-18.588674008362013,0.1,92,10,2432000,10,0.0,2396.5664562186316,0.0,1241.1369707104693,0.1,2396.5664562186316,1241.1369707104693,3335.423969785804
-75.46456224186932,93,2135.687494217598,2135.6874942175978,3958.026784890635,-75.46456224186932,0.0,93,10,2456000,10,0.0,2135.6874942175978,0.0,1547.352441105647,0.0,2135.687494217598,1547.352441105647,3958.026784890635
-41.64331721732003,94,2976.374011144189,2976.3740111441884,3471.047959730154,-41.64331721732003,0.0,94,10,2480000,10,0.0,2976.3740111441884,0.0,1017.8063471196556,0.0,2976.374011144189,1017.8063471196556,3471.047959730154
-100.06953663439432,95,2631.5291199994253,2631.5291199994253,4080.457014379488,-100.06953663439432,0.0,95,10,2504000,10,0.0,2631.5291199994253,0.0,1191.6554991430244,0.0,2631.5291199994253,1191.6554991430244,4080.457014379488
1431.4479433786871,96,2900.6364344821736,2900.6364344821736,3373.230123956457,1431.4479433786871,0.0,96,10,2528000,10,0.0,2900.6364344821736,0.0,717.3925734710948,0.0,2900.6364344821736,717.3925734710948,3373.230123956457
-128.14766283322032,97,603.4053613970278,603.405361397028,3371.642059556078,-128.14766283322032,0.0,97,10,2552000,10,0.0,603.405361397028,0.0,1384.2865324287723,0.0,603.4053613970278,1384.2865324287723,3371.642059556078
-140.81684588197245,98,206.05808179569422,206.05808179569408,2954.092215403975,-140.81684588197245,0.0,98,10,2576000,10,0.0,206.05808179569408,0.0,916.6444332298571,0.0,206.05808179569422,916.6444332298571,2954.092215403975
-123.4188083107773,99,1325.661808609564,1325.6618086095636,8820.045363099043,-123.4188083107773,0.0,99,10,2600000,10,0.0,1325.6618086095636,0.0,2700.590639742232,0.0,1325.661808609564,2700.590639742232,8820.045363099043
-126.93254715136987,100,958.4943141618045,958.4943141618048,3309.699883529992,-126.93254715136987,0.0,100,10,2624000,10,0.0,958.4943141618048,0.0,1340.1925761462594,0.0,958.4943141618045,1340.1925761462594,3309.699883529992
-118.34691791181358,101,630.9566209186149,630.9566209186149,4904.563838865628,-118.34691791181358,0.0,101,10,2648000,10,0.0,630.9566209186149,0.0,1499.7289694170904,0.0,630.9566209186149,1499.7289694170904,4904.563838865628
702.1898254790785,102,2925.9942432966595,2925.9942432966586,3409.5362361088683,702.1898254790785,0.0,102,10,2672000,10,0.0,2925.9942432966586,0.0,799.052100659328,0.0,2925.9942432966595,799.052100659328,3409.5362361088683
3280.7179760885365,103,3431.869554158936,3431.869554158937,3910.418924817761,3280.7179760885365,0.0,103,10,2696000,10,0.0,3431.869554158937,0.0,171.89317607735947,0.0,3431.869554158936,171.89317607735947,3910.418924817761
-53.14549918372266,104,2177.3202561510875,2177.320256151088,3633.5354086091056,-53.14549918372266,0.0,104,10,2720000,10,0.0,2177.320256151088,0.0,1537.815326421417,0.0,2177.3202561510875,1537.815326421417,3633.5354086091056
-62.031326572394924,105,847.8121906874536,847.8121906874528,3335.988891811852,-62.031326572394924,0.0,105,10,2744000,10,0.0,847.8121906874528,0.0,1363.2912523771731,0.0,847.8121906874536,1363.2912523771731,3335.988891811852
-67.48664033994443,106,234.90970252810575,234.90970252810575,2853.972043092784,-67.48664033994443,0.0,106,10,2768000,10,0.0,234.90970252810575,0.0,873.0626628370283,0.0,234.90970252810575,873.0626628370283,2853.972043092784
-72.22135616810357,107,2335.6650733911224,2335.6650733911233,6461.39694099266,-72.22135616810357,0.0,107,10,2792000,10,0.0,2335.6650733911233,0.0,2161.610060763714,0.0,2335.6650733911224,2161.610060763714,6461.39694099266
-20.673385458870992,108,2933.533329428549,2933.533329428549,6878.750765937047,-20.673385458870992,0.1,108,10,2816000,10,0.0,2933.533329428549,0.0,1875.1482619998956,0.1,2933.533329428549,1875.1482619998956,6878.750765937047
-62.927592783704256,109,1847.0984314993752,1847.0984314993752,6245.345834068099,-62.927592783704256,0.0,109,10,2840000,10,0.0,1847.0984314993752,0.0,2111.9045662023636,0.0,1847.0984314993752,2111.9045662023636,6245.345834068099
-66.38232934729007,110,2791.2800786160333,2791.280078616033,4160.746412629156,-66.38232934729007,0.0,110,10,2864000,10,0.0,2791.280078616033,0.0,1372.5644734783934,0.0,2791.2800786160333,1372.5644734783934,4160.746412629156
-73.77432224140522,111,2085.0839881640704,2085.0839881640723,9064.177766831603,-73.77432224140522,0.0,111,10,2888000,10,0.0,2085.0839881640723,0.0,2757.481759466818,0.0,2085.0839881640704,2757.481759466818,9064.177766831603
-50.09524168361546,112,2131.242028378642,2131.2420283786405,6821.901065027828,-50.09524168361546,0.0,112,10,2912000,10,0.0,2131.2420283786405,0.0,2363.052072867153,0.0,2131.242028378642,2363.052072867153,6821.901065027828
-69.0283870784643,113,2117.510905819524,2117.510905819524,4676.415755608442,-69.0283870784643,0.0,113,10,2936000,10,0.0,2117.510905819524,0.0,1828.7357769449463,0.0,2117.510905819524,1828.7357769449463,4676.415755608442
-86.59542126397335,114,1148.2139111792308,1148.2139111792308,3401.1031368146723,-86.59542126397335,0.0,114,10,2960000,10,0.0,1148.2139111792308,0.0,1481.6653226298376,0.0,1148.2139111792308,1481.6653226298376,3401.1031368146723
-74.40613234726773,115,1761.6303975026326,1761.6303975026324,3384.3517225839632,-74.40613234726773,0.0,115,10,2984000,10,0.0,1761.6303975026324,0.0,1616.6048472408356,0.0,1761.6303975026326,1616.6048472408356,3384.3517225839632
