MetaTest/basketball-v1/NumTrajs,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/NumTrajs,MetaTest/basketball-v1/Iteration,MetaTest/basketball-v1/StdReturn,TotalEnvSteps,MetaTest/basketball-v1/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/basketball-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/basketball-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/basketball-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/basketball-v1/MinReturn,MetaTest/basketball-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate
10,7.624632,10,20,1.8773624955688757,704000,-17.312541459196854,nan,-17.312541459196854,-17.312541459196854,-15.284634622692838,0.0,29.333317,20,6.34306,0.0,-21.674380449484453,-47.56784,1.8773624955688757,-17.312541459196854,-21.674380449484453,-15.284634622692838,0.0,0.0
10,7.624632,10,21,1.8488308583348818,728000,-19.60659314741722,nan,-19.60659314741722,-19.60659314741722,-16.67055114067806,0.0,28.867687,21,6.350093,0.0,-22.866579227426787,-50.835243,1.8488308583348818,-19.60659314741722,-22.866579227426787,-16.67055114067806,0.0,0.0
10,7.624632,10,22,1.577434639334492,752000,-17.396049712092733,nan,-17.396049712092733,-17.396049712092733,-15.141291128763978,0.0,29.009878,22,6.3516736,0.0,-19.921785921205093,-52.63218,1.577434639334492,-17.396049712092733,-19.921785921205093,-15.141291128763978,0.0,0.0
10,7.624632,10,23,4.519204853995987,776000,-21.405265892513462,nan,-21.405265892513462,-21.405265892513462,-16.572150119840742,0.0,28.57844,23,6.354598,0.0,-31.62742090175561,-54.530647,4.519204853995987,-21.405265892513462,-31.62742090175561,-16.572150119840742,0.0,0.0
10,7.624632,10,24,2.063455023069252,800000,-18.367601611202005,nan,-18.367601611202,-18.367601611202,-15.424237400717615,0.0,28.75053,24,6.3582206,0.0,-22.962932645474265,-56.37662,2.063455023069252,-18.367601611202005,-22.962932645474265,-15.424237400717615,0.0,0.0
10,7.624632,10,25,3.5886465973795105,824000,-18.605219003707294,nan,-18.605219003707298,-18.605219003707298,-15.202841981312428,0.0,28.495314,25,6.3613033,0.0,-28.270950023460138,-58.650253,3.5886465973795105,-18.605219003707294,-28.270950023460138,-15.202841981312428,0.0,0.0
10,7.624632,10,26,2.4860334569101386,848000,-17.47222937798209,nan,-17.472229377982096,-17.472229377982096,-14.391042255001716,0.0,28.31152,26,6.362451,0.0,-22.317533167682654,-60.70343,2.4860334569101386,-17.47222937798209,-22.317533167682654,-14.391042255001716,0.0,0.0
10,7.624632,10,27,2.7989667816520076,872000,-17.78569452944908,nan,-17.78569452944908,-17.78569452944908,-14.752273966926749,0.0,28.303679,27,6.3640585,0.0,-23.534202773219864,-62.362595,2.7989667816520076,-17.78569452944908,-23.534202773219864,-14.752273966926749,0.0,0.0
10,7.624632,10,28,2.03226681120643,896000,-16.527926850761595,nan,-16.5279268507616,-16.5279268507616,-13.791430281094952,0.0,28.195976,28,6.3662686,0.0,-20.93812297486743,-64.00421,2.03226681120643,-16.527926850761595,-20.93812297486743,-13.791430281094952,0.0,0.0
10,7.624632,10,29,2.3398295357878833,920000,-16.30565380447146,nan,-16.30565380447147,-16.30565380447147,-13.82695110241502,0.0,28.053738,29,6.3683367,0.0,-21.66481147794758,-65.78932,2.3398295357878833,-16.30565380447146,-21.66481147794758,-13.82695110241502,0.0,0.0
10,7.624632,10,30,1.2288423392303252,944000,-15.031282176059374,nan,-15.031282176059381,-15.031282176059381,-13.291269494391319,0.0,27.825258,30,6.3688974,0.0,-17.065260458402058,-67.36006,1.2288423392303252,-15.031282176059374,-17.065260458402058,-13.291269494391319,0.0,0.0
10,7.624632,10,31,2.533106751605424,968000,-16.119794295051992,nan,-16.119794295051992,-16.119794295051992,-13.233953552290961,0.0,27.770824,31,6.370815,0.0,-21.840890715147648,-69.044914,2.533106751605424,-16.119794295051992,-21.840890715147648,-13.233953552290961,0.0,0.0
10,7.624632,10,32,2.6094327658695917,992000,-16.069658764716607,nan,-16.06965876471661,-16.06965876471661,-13.27714536717856,0.0,27.511541,32,6.3743114,0.0,-20.942003681618065,-70.96705,2.6094327658695917,-16.069658764716607,-20.942003681618065,-13.27714536717856,0.0,0.0
10,7.624632,10,33,1.57572881589731,1016000,-15.92267474541797,nan,-15.922674745417968,-15.922674745417968,-13.735461910988882,0.0,27.319368,33,6.3756237,0.0,-18.861643689759624,-72.71515,1.57572881589731,-15.92267474541797,-18.861643689759624,-13.735461910988882,0.0,0.0
10,7.624632,10,34,1.6207315168513485,1040000,-14.639437215402472,nan,-14.639437215402472,-14.639437215402472,-13.456774357756625,0.0,27.05475,34,6.378576,0.0,-19.113733023594566,-74.68477,1.6207315168513485,-14.639437215402472,-19.113733023594566,-13.456774357756625,0.0,0.0
10,7.624632,10,35,2.1899898283775863,1064000,-15.618646797287123,nan,-15.61864679728713,-15.61864679728713,-13.470027531783016,0.0,26.88145,35,6.37916,0.0,-21.594483709946175,-76.241394,2.1899898283775863,-15.618646797287123,-21.594483709946175,-13.470027531783016,0.0,0.0
10,7.624632,10,36,2.1367728476606187,1088000,-15.040753184913331,nan,-15.040753184913328,-15.040753184913328,-13.093558074236173,0.0,26.662436,36,6.3823047,0.0,-20.129753000946586,-78.0338,2.1367728476606187,-15.040753184913331,-20.129753000946586,-13.093558074236173,0.0,0.0
10,7.624632,10,37,1.3244051592515491,1112000,-15.597194210544455,nan,-15.597194210544455,-15.597194210544455,-13.970701506208982,0.0,26.583605,37,6.3839483,0.0,-17.590076760776707,-79.68472,1.3244051592515491,-15.597194210544455,-17.590076760776707,-13.970701506208982,0.0,0.0
10,7.624632,10,38,1.652239302644677,1136000,-15.422245328679287,nan,-15.422245328679287,-15.422245328679287,-13.255540333289124,0.0,26.341785,38,6.3878503,0.0,-18.26707861416079,-81.1534,1.652239302644677,-15.422245328679287,-18.26707861416079,-13.255540333289124,0.0,0.0
10,7.624632,10,39,2.1325897783345806,1160000,-16.462196003620903,nan,-16.462196003620903,-16.462196003620903,-13.20775919997581,0.0,26.393318,39,6.3860536,0.0,-20.01040864148614,-82.39636,2.1325897783345806,-16.462196003620903,-20.01040864148614,-13.20775919997581,0.0,0.0
10,7.624632,10,40,1.1583707879148777,1184000,-14.500566961646461,nan,-14.500566961646465,-14.500566961646465,-12.873568328787195,0.0,26.29444,40,6.3872275,0.0,-16.803511437273123,-83.717674,1.1583707879148777,-14.500566961646461,-16.803511437273123,-12.873568328787195,0.0,0.0
10,7.624632,10,41,1.2905583027718546,1208000,-14.786597425841682,nan,-14.78659742584168,-14.78659742584168,-13.22729266334149,0.0,26.053799,41,6.3900514,0.0,-17.317593891817037,-85.0762,1.2905583027718546,-14.786597425841682,-17.317593891817037,-13.22729266334149,0.0,0.0
10,7.624632,10,42,2.2912817243317654,1232000,-16.072960499317627,nan,-16.072960499317627,-16.072960499317627,-13.298704084551066,0.0,25.958109,42,6.390744,0.0,-21.24472423221177,-86.36687,2.2912817243317654,-16.072960499317627,-21.24472423221177,-13.298704084551066,0.0,0.0
10,7.624632,10,43,1.087845327143454,1256000,-15.364926923960857,nan,-15.36492692396086,-15.36492692396086,-13.717884202069982,0.0,25.859226,43,6.3911815,0.0,-17.41535866712227,-87.5369,1.087845327143454,-15.364926923960857,-17.41535866712227,-13.717884202069982,0.0,0.0
10,7.624632,10,44,3.16554409837912,1280000,-15.844796927752071,nan,-15.844796927752068,-15.844796927752068,-12.908796402230605,0.0,25.765547,44,6.3930616,0.0,-21.908781523132884,-88.7762,3.16554409837912,-15.844796927752071,-21.908781523132884,-12.908796402230605,0.0,0.0
10,7.624632,10,45,1.898032423663975,1304000,-16.047703155251945,nan,-16.047703155251945,-16.047703155251945,-13.568211410965345,0.0,25.528826,45,6.3954253,0.0,-20.281614641271698,-90.24289,1.898032423663975,-16.047703155251945,-20.281614641271698,-13.568211410965345,0.0,0.0
10,7.624632,10,46,1.8748434885841054,1328000,-15.48375067176993,nan,-15.483750671769926,-15.483750671769926,-13.41418706258354,0.0,25.517656,46,6.395286,0.0,-19.4683137701002,-91.20573,1.8748434885841054,-15.48375067176993,-19.4683137701002,-13.41418706258354,0.0,0.0
10,7.624632,10,47,2.2626639408560822,1352000,-16.387272721632435,nan,-16.387272721632428,-16.387272721632428,-14.344710232344976,0.0,25.373009,47,6.3980656,0.0,-22.645380694389274,-92.055435,2.2626639408560822,-16.387272721632435,-22.645380694389274,-14.344710232344976,0.0,0.0
10,7.624632,10,48,1.3002011709260113,1376000,-15.419561998391199,nan,-15.419561998391197,-15.419561998391197,-13.062678644060805,0.0,25.26875,48,6.4005885,0.0,-17.174520189086547,-93.25266,1.3002011709260113,-15.419561998391199,-17.174520189086547,-13.062678644060805,0.0,0.0
10,7.624632,10,49,1.585264804909351,1400000,-14.623024325167657,nan,-14.623024325167657,-14.623024325167657,-12.744273126926668,0.0,25.11391,49,6.401844,0.0,-17.77886291783826,-94.22713,1.585264804909351,-14.623024325167657,-17.77886291783826,-12.744273126926668,0.0,0.0
10,7.624632,10,50,0.6760958968031571,1424000,-13.619622788092741,nan,-13.619622788092737,-13.619622788092737,-12.99419177701079,0.0,25.062323,50,6.4007072,0.0,-14.995320969768567,-95.301674,0.6760958968031571,-13.619622788092741,-14.995320969768567,-12.99419177701079,0.0,0.0
10,7.624632,10,51,1.790519636767552,1448000,-15.156306006709448,nan,-15.156306006709448,-15.156306006709448,-13.337290377869774,0.0,24.961527,51,6.405582,0.0,-19.188172182225898,-96.20724,1.790519636767552,-15.156306006709448,-19.188172182225898,-13.337290377869774,0.0,0.0
10,7.624632,10,52,2.207614360456351,1472000,-16.34095357727591,nan,-16.340953577275904,-16.340953577275904,-13.345547826982518,0.0,24.909418,52,6.4078007,0.0,-21.11293779457221,-97.06103,2.207614360456351,-16.34095357727591,-21.11293779457221,-13.345547826982518,0.0,0.0
10,7.624632,10,53,0.7813143589943204,1496000,-14.885969658997945,nan,-14.885969658997945,-14.885969658997945,-13.330187976729624,0.0,24.738953,53,6.409586,0.0,-16.05944816574092,-97.934135,0.7813143589943204,-14.885969658997945,-16.05944816574092,-13.330187976729624,0.0,0.0
10,7.624632,10,54,0.7283167580710339,1520000,-14.678070408117586,nan,-14.678070408117586,-14.678070408117586,-13.780694487190017,0.0,24.824492,54,6.4092183,0.0,-16.150448193744364,-98.764305,0.7283167580710339,-14.678070408117586,-16.150448193744364,-13.780694487190017,0.0,0.0
10,7.624632,10,55,1.0887289661892208,1544000,-14.726753881185198,nan,-14.7267538811852,-14.7267538811852,-13.122557388178778,0.0,24.506186,55,6.413041,0.0,-16.758936763794146,-99.66161,1.0887289661892208,-14.726753881185198,-16.758936763794146,-13.122557388178778,0.0,0.0
10,7.624632,10,56,1.8473669559987436,1568000,-14.647757710192767,nan,-14.647757710192767,-14.647757710192767,-12.331652954656864,0.0,24.563547,56,6.4124026,0.0,-19.194652310345415,-100.42833,1.8473669559987436,-14.647757710192767,-19.194652310345415,-12.331652954656864,0.0,0.0
10,7.624632,10,57,1.086999446398918,1592000,-15.23780018852103,nan,-15.237800188521025,-15.237800188521025,-13.732964788537238,0.0,24.57212,57,6.415199,0.0,-16.634379746645095,-101.10634,1.086999446398918,-15.23780018852103,-16.634379746645095,-13.732964788537238,0.0,0.0
10,7.624632,10,58,1.487261843992656,1616000,-15.207326770604817,nan,-15.20732677060482,-15.20732677060482,-13.289406148684876,0.0,24.58143,58,6.4143534,0.0,-17.76680611900727,-101.73933,1.487261843992656,-15.207326770604817,-17.76680611900727,-13.289406148684876,0.0,0.0
10,7.624632,10,59,1.448891361583259,1640000,-14.799838097078242,nan,-14.79983809707824,-14.79983809707824,-13.020054598879986,0.0,24.32411,59,6.420538,0.0,-16.96088860926971,-102.52157,1.448891361583259,-14.799838097078242,-16.96088860926971,-13.020054598879986,0.0,0.0
10,7.624632,10,60,1.1015741259187883,1664000,-15.282069295372446,nan,-15.282069295372446,-15.282069295372446,-13.299301860834603,0.0,24.144508,60,6.4225435,0.0,-16.946529297445682,-103.45259,1.1015741259187883,-15.282069295372446,-16.946529297445682,-13.299301860834603,0.0,0.0
10,7.624632,10,61,1.2645631234850965,1688000,-14.712678709371952,nan,-14.712678709371946,-14.712678709371946,-13.390945137571737,0.0,24.15709,61,6.422614,0.0,-17.756778881946524,-104.03039,1.2645631234850965,-14.712678709371952,-17.756778881946524,-13.390945137571737,0.0,0.0
10,7.624632,10,62,1.6282538966298443,1712000,-15.272652565393466,nan,-15.272652565393471,-15.272652565393471,-13.72178279815598,0.0,24.067144,62,6.4233913,0.0,-18.422905497506253,-104.72191,1.6282538966298443,-15.272652565393466,-18.422905497506253,-13.72178279815598,0.0,0.0
10,7.624632,10,63,1.015813210047267,1736000,-14.559099105460849,nan,-14.559099105460849,-14.559099105460849,-13.170687492941925,0.0,23.986067,63,6.424913,0.0,-16.109882583563977,-105.34531,1.015813210047267,-14.559099105460849,-16.109882583563977,-13.170687492941925,0.0,0.0
10,7.624632,10,64,1.3425542469405505,1760000,-15.211912754397542,nan,-15.21191275439754,-15.21191275439754,-13.610453592358947,0.0,23.771954,64,6.4252696,0.0,-17.929461473761943,-106.06927,1.3425542469405505,-15.211912754397542,-17.929461473761943,-13.610453592358947,0.0,0.0
10,7.624632,10,65,0.8805789330662283,1784000,-15.031621906924585,nan,-15.031621906924581,-15.031621906924581,-13.667153715743682,0.0,23.759495,65,6.4276147,0.0,-17.150656202653682,-106.70484,0.8805789330662283,-15.031621906924585,-17.150656202653682,-13.667153715743682,0.0,0.0
10,7.624632,10,66,0.7235649204078674,1808000,-15.16082739835473,nan,-15.160827398354732,-15.160827398354732,-13.828841577212373,0.0,23.693663,66,6.428914,0.0,-16.27489112118053,-107.309204,0.7235649204078674,-15.16082739835473,-16.27489112118053,-13.828841577212373,0.0,0.0
10,7.624632,10,67,0.9526161350935503,1832000,-13.837660039875212,nan,-13.837660039875217,-13.837660039875217,-12.768063153207665,0.0,23.658422,67,6.429917,0.0,-15.769280296838264,-107.92589,0.9526161350935503,-13.837660039875212,-15.769280296838264,-12.768063153207665,0.0,0.0
10,7.624632,10,68,0.6444070008045087,1856000,-14.590983288611614,nan,-14.59098328861161,-14.59098328861161,-13.714382460212356,0.0,23.680534,68,6.431172,0.0,-15.73875959112002,-108.57078,0.6444070008045087,-14.590983288611614,-15.73875959112002,-13.714382460212356,0.0,0.0
10,7.624632,10,69,0.7181206602061189,1880000,-14.765415769682289,nan,-14.765415769682292,-14.765415769682292,-13.561220204205386,0.0,23.497833,69,6.431577,0.0,-15.963616752964603,-109.15096,0.7181206602061189,-14.765415769682289,-15.963616752964603,-13.561220204205386,0.0,0.0
10,7.624632,10,70,0.9573903143398843,1904000,-15.012130393763396,nan,-15.012130393763396,-15.012130393763396,-13.94114677737332,0.0,23.287502,70,6.43492,0.0,-16.934249089737875,-109.89228,0.9573903143398843,-15.012130393763396,-16.934249089737875,-13.94114677737332,0.0,0.0
10,7.624632,10,71,0.828501969275257,1928000,-14.74251203840782,nan,-14.74251203840782,-14.74251203840782,-12.841344099640203,0.0,23.21271,71,6.433935,0.0,-16.05241049614927,-110.46133,0.828501969275257,-14.74251203840782,-16.05241049614927,-12.841344099640203,0.0,0.0
10,7.624632,10,72,1.030932407769223,1952000,-15.481382002646015,nan,-15.481382002646015,-15.481382002646015,-13.776112138224828,0.0,23.133013,72,6.436105,0.0,-16.588916388454823,-110.95859,1.030932407769223,-15.481382002646015,-16.588916388454823,-13.776112138224828,0.0,0.0
10,7.624632,10,73,0.8297093970213768,1976000,-14.820386066948501,nan,-14.820386066948501,-14.820386066948501,-13.538556192929509,0.0,23.061117,73,6.438035,0.0,-16.571970454612675,-111.60974,0.8297093970213768,-14.820386066948501,-16.571970454612675,-13.538556192929509,0.0,0.0
10,7.624632,10,74,0.8764179474236402,2000000,-14.74694791509187,nan,-14.746947915091862,-14.746947915091862,-13.936287154594387,0.0,23.02187,74,6.439261,0.0,-16.902745721653456,-112.00865,0.8764179474236402,-14.74694791509187,-16.902745721653456,-13.936287154594387,0.0,0.0
10,7.624632,10,75,0.5696682949985422,2024000,-14.025019581961814,nan,-14.025019581961814,-14.025019581961814,-12.990453199571792,0.0,22.816399,75,6.43992,0.0,-14.745317755379823,-112.54327,0.5696682949985422,-14.025019581961814,-14.745317755379823,-12.990453199571792,0.0,0.0
10,7.624632,10,76,1.1842462060782688,2048000,-14.939305963554157,nan,-14.939305963554153,-14.939305963554153,-13.544760135105498,0.0,22.712067,76,6.4410753,0.0,-17.24465282288492,-113.05566,1.1842462060782688,-14.939305963554157,-17.24465282288492,-13.544760135105498,0.0,0.0
10,7.624632,10,77,0.8046676314047754,2072000,-14.807907955859395,nan,-14.807907955859395,-14.807907955859395,-13.179842212512977,0.0,22.655165,77,6.444086,0.0,-15.903283552151148,-113.70839,0.8046676314047754,-14.807907955859395,-15.903283552151148,-13.179842212512977,0.0,0.0
10,7.624632,10,78,0.7358186697439046,2096000,-14.575328987658187,nan,-14.575328987658192,-14.575328987658192,-13.148335085364511,0.0,22.499609,78,6.443215,0.0,-15.740622331910203,-114.279594,0.7358186697439046,-14.575328987658187,-15.740622331910203,-13.148335085364511,0.0,0.0
10,7.624632,10,79,0.7306329808992492,2120000,-14.749329944935283,nan,-14.74932994493528,-14.74932994493528,-13.427429424329523,0.0,22.258242,79,6.4459457,0.0,-16.418238884584202,-114.87205,0.7306329808992492,-14.749329944935283,-16.418238884584202,-13.427429424329523,0.0,0.0
10,7.624632,10,80,0.9881733012856038,2144000,-14.341073796204341,nan,-14.341073796204338,-14.341073796204338,-13.375877985444847,0.0,22.158169,80,6.4487324,0.0,-16.68732752876469,-115.410774,0.9881733012856038,-14.341073796204341,-16.68732752876469,-13.375877985444847,0.0,0.0
10,7.624632,10,81,0.6753847045606132,2168000,-14.104562524127203,nan,-14.104562524127203,-14.104562524127203,-12.845934214693157,0.0,22.167385,81,6.448386,0.0,-15.18883531245436,-115.7489,0.6753847045606132,-14.104562524127203,-15.18883531245436,-12.845934214693157,0.0,0.0
10,7.624632,10,82,0.40936302108799066,2192000,-14.550062659863766,nan,-14.550062659863764,-14.550062659863764,-13.801778070979426,0.0,21.985968,82,6.448013,0.0,-15.080322977054433,-116.27944,0.40936302108799066,-14.550062659863766,-15.080322977054433,-13.801778070979426,0.0,0.0
10,7.624632,10,83,1.2455051571015663,2216000,-14.188978791630868,nan,-14.188978791630868,-14.188978791630868,-12.822378875966956,0.0,21.834253,83,6.4495873,0.0,-16.44441147228757,-116.71511,1.2455051571015663,-14.188978791630868,-16.44441147228757,-12.822378875966956,0.0,0.0
10,7.624632,10,84,0.4482463923204481,2240000,-13.792882986028243,nan,-13.792882986028241,-13.792882986028241,-13.389186922071106,0.0,21.70238,84,6.45255,0.0,-14.94029375396298,-117.329315,0.4482463923204481,-13.792882986028243,-14.94029375396298,-13.389186922071106,0.0,0.0
10,7.624632,10,85,0.6806825005620266,2264000,-16.47121480538123,nan,-16.47121480538123,-16.47121480538123,-15.493173386987806,0.0,21.647133,85,6.452551,0.0,-17.918897979996444,-117.73996,0.6806825005620266,-16.47121480538123,-17.918897979996444,-15.493173386987806,0.0,0.0
10,7.624632,10,86,0.7386313493452081,2288000,-14.146880153240541,nan,-14.146880153240541,-14.146880153240541,-12.742463340907584,0.0,21.579435,86,6.453076,0.0,-15.32011181803697,-118.18527,0.7386313493452081,-14.146880153240541,-15.32011181803697,-12.742463340907584,0.0,0.0
10,7.624632,10,87,0.8657229928560357,2312000,-14.43307124888599,nan,-14.433071248885986,-14.433071248885986,-13.166911372277168,0.0,21.469236,87,6.4539943,0.0,-16.00226839589317,-118.49487,0.8657229928560357,-14.43307124888599,-16.00226839589317,-13.166911372277168,0.0,0.0
10,7.624632,10,88,1.0397386967163145,2336000,-14.858913910404947,nan,-14.858913910404945,-14.858913910404945,-13.032027166173904,0.0,21.373806,88,6.457222,0.0,-16.46171741982511,-118.90269,1.0397386967163145,-14.858913910404947,-16.46171741982511,-13.032027166173904,0.0,0.0
10,7.624632,10,89,0.8662200401065038,2360000,-14.783479900694763,nan,-14.783479900694761,-14.783479900694761,-13.833737356886605,0.0,21.347105,89,6.455872,0.0,-16.318297808999905,-119.258575,0.8662200401065038,-14.783479900694763,-16.318297808999905,-13.833737356886605,0.0,0.0
10,7.624632,10,90,0.7802925077932592,2384000,-14.329307780779052,nan,-14.32930778077905,-14.32930778077905,-12.84273367670445,0.0,21.134495,90,6.456561,0.0,-15.497776245386058,-119.81372,0.7802925077932592,-14.329307780779052,-15.497776245386058,-12.84273367670445,0.0,0.0
10,7.624632,10,91,1.130226918012997,2408000,-13.866518047723506,nan,-13.866518047723506,-13.866518047723506,-12.168070985464484,0.0,21.038458,91,6.458762,0.0,-15.934363110860339,-120.13454,1.130226918012997,-13.866518047723506,-15.934363110860339,-12.168070985464484,0.0,0.0
