MetaTrain/Average/Alpha,MetaTest/Average/MaxReturn,MetaTest/peg-unplug-side-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/peg-unplug-side-v1/TerminationRate,MetaTest/peg-unplug-side-v1/SuccessRate,MetaTest/peg-unplug-side-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTrain/Average/ContrastiveLoss,MetaTest/peg-unplug-side-v1/MaxReturn,MetaTest/peg-unplug-side-v1/NumEpisodes,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/peg-unplug-side-v1/StdReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/NumEpisodes,MetaTrain/Average/AlphaLoss,MetaTest/peg-unplug-side-v1/AverageReturn,MetaTest/peg-unplug-side-v1/Iteration
0.9210395,1552.00334697199,59.138366004937915,59.138366004937915,0.0,0.0,-119.0941766493528,0.0,-119.0941766493528,116000,134.44966,1552.00334697199,10,0.0,7985.182,497.76538456021086,10,59.138366004937986,497.76538456021086,-379.6216,10,-1.704211,59.138366004937986,10
0.96349555,24910.169315733234,2395.097919869771,2395.097919869771,0.0,0.0,-113.33907915559435,0.0,-113.33907915559435,122000,108.799126,24910.169315733234,10,0.0,7972.169,7505.024463598792,11,2395.0979198697723,7505.024463598792,-464.8512,10,0.45422578,2395.0979198697723,11
0.9484972,1782.1199068025073,62.07026498831592,62.07026498831592,0.0,0.0,-140.7430822471011,0.0,-140.7430822471011,128000,187.12161,1782.1199068025073,10,0.0,11667.72,573.3971032783859,12,62.070264988315884,573.3971032783859,-411.4283,10,-0.32235152,62.070264988315884,12
0.9365769,-56.5393054650231,-88.40811169973554,-88.40811169973554,0.0,0.0,-112.58785699108303,0.0,-112.58785699108303,134000,186.0211,-56.5393054650231,10,0.0,8272.222,19.765297451237526,13,-88.40811169973551,19.765297451237526,-455.0634,10,0.58027166,-88.40811169973551,13
0.9100376,15440.72755705762,1620.8994847909375,1620.8994847909375,0.0,0.0,-116.25233298166224,0.0,-116.25233298166224,140000,209.58798,15440.72755705762,10,0.0,8315.372,4620.241602403614,14,1620.8994847909394,4620.241602403614,-620.26636,10,-0.32847193,1620.8994847909394,14
1.054698,22989.29521446252,2757.8275336904617,2757.8275336904617,0.0,0.0,-107.03707417296715,0.0,-107.03707417296715,146000,152.511,22989.29521446252,10,0.0,10054.156,6930.0070567719995,15,2757.8275336904626,6930.0070567719995,-2356.3735,10,-5.273991,2757.8275336904626,15
1.3251394,20402.209048764427,6182.5265959139815,6182.5265959139815,0.0,0.0,-125.7306263155545,0.0,-125.7306263155545,152000,109.69233,20402.209048764427,10,0.0,14353.874,7542.017388268157,16,6182.526595913983,7542.017388268157,-3418.7527,10,-7.7936535,6182.526595913983,16
1.5792192,21152.02890195597,5863.9052785766835,5863.9052785766835,0.0,0.0,-126.757275138499,0.0,-126.757275138499,158000,46.18789,21152.02890195597,10,0.0,23919.78,7663.816054642393,17,5863.905278576682,7663.816054642393,-3833.8455,10,-8.794506,5863.905278576682,17
1.8648442,20951.852076432137,2454.045526878426,2454.045526878426,0.0,0.0,-142.55343421547335,0.0,-142.55343421547335,164000,138.58646,20951.852076432137,10,0.0,26916.16,6320.36398178678,18,2454.0455268784262,6320.36398178678,-4203.091,10,-9.444285,2454.0455268784262,18
2.1820903,21222.294922709207,2443.7505244803915,2443.7505244803915,0.0,0.0,-145.3978368727009,0.0,-145.3978368727009,170000,323.6208,21222.294922709207,10,0.0,35796.95,6341.857674791661,19,2443.750524480392,6341.857674791661,-4818.033,10,-10.181813,2443.750524480392,19
2.5416503,21222.70914922062,2819.440830971126,2819.440830971126,0.0,0.0,-136.0615777796067,0.0,-136.0615777796067,176000,843.6579,21222.70914922062,10,0.0,62837.863,6512.087117241053,20,2819.4408309711266,6512.087117241053,-5932.6733,10,-10.937504,2819.4408309711266,20
2.9894974,21945.38962767326,4397.103975772702,4397.103975772702,0.0,0.0,-125.20185033996056,0.0,-125.20185033996056,182000,661.04065,21945.38962767326,10,0.0,65777.26,8659.510073132762,21,4397.103975772703,8659.510073132762,-7071.626,10,-13.840977,4397.103975772703,21
3.546915,17581.281285893925,2358.6259653703596,2358.6259653703596,0.0,0.1,-112.98296267658401,0.0,-112.98296267658401,188000,647.74036,17581.281285893925,10,0.1,65685.73,5246.867164917693,22,2358.625965370359,5246.867164917693,-8803.409,10,-16.676165,2358.625965370359,22
4.1755314,19980.163327171987,7280.33567483064,7280.33567483064,0.0,0.0,-107.21524677333225,0.0,-107.21524677333225,194000,348.61124,19980.163327171987,10,0.0,73948.15,8259.381456880046,23,7280.335674830641,8259.381456880046,-8609.542,10,-18.890139,7280.335674830641,23
4.895166,15996.588260986526,2775.9857162403473,2775.9857162403473,0.0,0.0,-112.698222301215,0.0,-112.698222301215,200000,459.28378,15996.588260986526,10,0.0,80063.15,5781.985276633709,24,2775.985716240347,5781.985276633709,-9192.364,10,-18.188616,2775.985716240347,24
5.655319,13428.470595352981,2427.9818910127615,2427.9818910127615,0.0,0.1,-109.13158280228723,0.0,-109.13158280228723,206000,457.0772,13428.470595352981,10,0.1,84596.625,4592.736863372345,25,2427.9818910127624,4592.736863372345,-10685.092,10,-19.630014,2427.9818910127624,25
6.509035,29071.53915531002,3233.967748948008,3233.967748948008,0.0,0.0,-102.96462035577673,0.0,-102.96462035577673,212000,345.357,29071.53915531002,10,0.0,95206.766,8651.717564751736,26,3233.967748948008,8651.717564751736,-9581.978,10,-16.607079,3233.967748948008,26
7.411866,31660.193464780834,10756.205737441038,10756.205737441038,0.0,0.0,-100.58888874316892,0.0,-100.58888874316892,218000,505.28293,31660.193464780834,10,0.0,90033.11,10836.099458406416,27,10756.20573744104,10836.099458406416,-10433.262,10,-15.307275,10756.20573744104,27
8.449232,25002.305527647717,4882.472055748586,4882.472055748586,0.0,0.1,-102.95002372347975,0.0,-102.95002372347975,224000,733.5866,25002.305527647717,10,0.1,108296.99,8123.047498114901,28,4882.472055748586,8123.047498114901,-11268.038,10,-15.8214855,4882.472055748586,28
9.727185,18222.878066658635,2197.779528698809,2197.779528698809,0.0,0.0,-106.65100992540317,0.0,-106.65100992540317,230000,615.4819,18222.878066658635,10,0.0,105099.664,5518.848989663344,29,2197.7795286988085,5518.848989663344,-12749.914,10,-15.853591,2197.7795286988085,29
10.660719,18923.127260427293,6077.836422188406,6077.836422188406,0.0,0.0,-90.14458816314635,0.0,-90.14458816314635,236000,1172.5288,18923.127260427293,10,0.0,124151.1,7291.821487064328,30,6077.836422188404,7291.821487064328,-10903.344,10,-4.526284,6077.836422188404,30
11.094215,14621.100700070385,3624.4030805855173,3624.4030805855173,0.0,0.0,-101.9580785460925,0.0,-101.9580785460925,242000,751.80835,14621.100700070385,10,0.0,111756.25,5561.944444663665,31,3624.4030805855205,5561.944444663665,-12146.154,10,-7.2118692,3624.4030805855205,31
11.555812,19930.179358335383,2799.9841108610576,2799.9841108610576,0.0,0.0,-106.970695504066,0.0,-106.970695504066,248000,825.43494,19930.179358335383,10,0.0,110627.62,5902.836514302646,32,2799.9841108610585,5902.836514302646,-9880.75,10,1.1668108,2799.9841108610585,32
11.414055,15179.332808303345,3382.234492550398,3382.234492550398,0.0,0.0,-108.58934455741155,0.0,-108.58934455741155,254000,593.35486,15179.332808303345,10,0.0,115957.71,5312.365132325619,33,3382.2344925503953,5312.365132325619,-9868.8,10,-0.66189116,3382.2344925503953,33
11.756369,16595.238108090158,3871.5364109164134,3871.5364109164134,0.0,0.0,-96.3346061563137,0.0,-96.3346061563137,260000,1269.6017,16595.238108090158,10,0.0,342343.4,6317.118733172922,34,3871.536410916412,6317.118733172922,-13189.744,10,-7.9143634,3871.536410916412,34
13.1253805,17187.283495003503,6081.520360181601,6081.520360181601,0.0,0.0,-96.51293723263623,0.0,-96.51293723263623,266000,535.3496,17187.283495003503,10,0.0,138188.22,6090.54782063296,35,6081.520360181599,6090.54782063296,-13313.565,10,-6.5792074,6081.520360181599,35
13.378744,19231.058559300585,7521.703054005496,7521.703054005496,0.0,0.1,-126.618114665032,0.0,-126.618114665032,272000,682.33575,19231.058559300585,10,0.1,142329.27,7639.204216893525,36,7521.703054005493,7639.204216893525,-12969.326,10,1.1222737,7521.703054005493,36
12.500331,18037.7746414684,7583.010700034154,7583.010700034154,0.0,0.0,-100.6760351706527,0.0,-100.6760351706527,278000,813.5649,18037.7746414684,10,0.0,132635.84,6489.364020303081,37,7583.010700034154,6489.364020303081,-9759.226,10,8.358637,7583.010700034154,37
11.328699,18538.188234049132,6912.8662703221535,6912.8662703221535,0.0,0.0,-94.91986937463254,0.0,-94.91986937463254,284000,568.093,18538.188234049132,10,0.0,131414.94,6932.037208906555,38,6912.8662703221535,6932.037208906555,-8522.548,10,6.04614,6912.8662703221535,38
10.147381,-18.656061739267134,-55.00029822199777,-55.00029822199777,0.0,0.0,-117.65023432705155,0.0,-117.65023432705155,290000,2271.9424,-18.656061739267134,10,0.0,495031.62,33.65613547340916,39,-55.000298221997774,33.65613547340916,-5050.159,10,17.045286,-55.000298221997774,39
8.802443,2636.142598455531,246.27200698704192,246.27200698704192,0.0,0.0,-129.22466425121493,0.0,-129.22466425121493,296000,3391.034,2636.142598455531,10,0.0,361016.78,810.404333736146,40,246.27200698704183,810.404333736146,-3096.6033,10,12.419348,246.27200698704183,40
8.084361,2148.9296808595163,767.0985033420553,767.0985033420553,0.0,0.0,-124.52673374018718,0.0,-124.52673374018718,302000,1682.2223,2148.9296808595163,10,0.0,401055.75,923.0255915842649,41,767.0985033420552,923.0255915842649,-3755.451,10,6.4899435,767.0985033420552,41
7.6382375,20985.663063774886,4837.237880535033,4837.237880535033,0.0,0.0,-99.55302652465946,0.0,-99.55302652465946,308000,1059.9592,20985.663063774886,10,0.0,372641.78,7389.118294013235,42,4837.237880535034,7389.118294013235,-4459.933,10,3.021897,4837.237880535034,42
7.5838037,-98.0425996939887,-167.63727435673462,-167.63727435673462,0.0,0.0,-204.3746166664913,0.0,-204.3746166664913,314000,919.5079,-98.0425996939887,10,0.0,371149.56,33.522198209704705,43,-167.63727435673468,33.522198209704705,-4991.146,10,-0.61363435,-167.63727435673468,43
7.657345,33367.11884023261,7382.814163383507,7382.814163383507,0.0,0.1,-104.0102619697865,0.0,-104.0102619697865,320000,910.35364,33367.11884023261,10,0.1,395142.1,10567.689866501765,44,7382.814163383507,10567.689866501765,-4943.277,10,-0.7332538,7382.814163383507,44
7.947456,6720.4494027742385,1728.6935120417402,1728.6935120417402,0.0,0.0,-109.91712671484319,0.0,-109.91712671484319,326000,780.2729,6720.4494027742385,10,0.0,408011.25,1927.9593179507008,45,1728.6935120417397,1927.9593179507008,-5016.673,10,-3.0738916,1728.6935120417397,45
8.952717,17375.00676300441,8103.444599703044,8103.444599703044,0.0,0.0,-99.13694187415871,0.0,-99.13694187415871,332000,906.6349,17375.00676300441,10,0.0,400493.7,6024.534068999303,46,8103.444599703047,6024.534068999303,-6265.839,10,-5.9971237,8103.444599703047,46
9.944294,15953.590254779301,4572.85097629556,4572.85097629556,0.0,0.0,-141.30849682625137,0.0,-141.30849682625137,338000,1580.2966,15953.590254779301,10,0.0,404051.6,5681.567692587445,47,4572.850976295562,5681.567692587445,-6587.843,10,-1.6214576,4572.850976295562,47
9.814303,18694.78402489726,3837.7189300815094,3837.7189300815094,0.0,0.1,-107.7962561104003,0.0,-107.7962561104003,344000,1392.7689,18694.78402489726,10,0.1,343458.75,5675.740896941918,48,3837.7189300815094,5675.740896941918,-6258.48,10,2.1815557,3837.7189300815094,48
9.007982,12693.968975308684,5653.906946832614,5653.906946832614,0.0,0.0,-180.04589003120904,0.0,-180.04589003120904,350000,1035.0911,12693.968975308684,10,0.0,702050.9,5249.716177360036,49,5653.906946832615,5249.716177360036,-7335.956,10,7.45515,5653.906946832615,49
8.614244,16278.986418939849,4355.391752942358,4355.391752942358,0.0,0.0,-105.40174395872717,0.0,-105.40174395872717,356000,1819.6062,16278.986418939849,10,0.0,389681.4,6722.296456885263,50,4355.391752942358,6722.296456885263,-8833.574,10,-1.1552601,4355.391752942358,50
8.637925,18385.211211903934,6742.678304454532,6742.678304454532,0.0,0.1,-97.58147737616737,0.0,-97.58147737616737,362000,2274.78,18385.211211903934,10,0.1,375451.72,7962.142086838633,51,6742.67830445453,7962.142086838633,-8347.182,10,-2.5157647,6742.67830445453,51
9.316309,15309.23998519484,5808.345123955316,5808.345123955316,0.0,0.0,-87.12568118504043,0.0,-87.12568118504043,368000,1614.0375,15309.23998519484,10,0.0,330052.34,4178.482844927304,52,5808.345123955318,4178.482844927304,-9934.188,10,-3.0321548,5808.345123955318,52
9.83308,29226.43721818045,5224.75802946013,5224.75802946013,0.0,0.1,-97.94503352427877,0.0,-97.94503352427877,374000,1273.7831,29226.43721818045,10,0.1,353605.38,9793.34092760711,53,5224.7580294601285,9793.34092760711,-10005.451,10,-2.3708627,5224.7580294601285,53
10.054826,19281.83147974161,4886.840848086737,4886.840848086737,0.0,0.0,-112.86490421659924,0.0,-112.86490421659924,380000,1423.234,19281.83147974161,10,0.0,348658.3,5815.877691051683,54,4886.840848086735,5815.877691051683,-9298.287,10,2.7856033,4886.840848086735,54
9.028754,16761.77961995389,4237.024411323902,4237.024411323902,0.0,0.0,-83.83480876761921,0.0,-83.83480876761921,386000,10919.908,16761.77961995389,10,0.0,977384.5,5386.413686280585,55,4237.024411323902,5386.413686280585,-6474.905,10,17.672201,4237.024411323902,55
7.4869933,19617.800521369416,10436.273964240965,10436.273964240965,0.0,0.0,-88.7190496529343,0.0,-88.7190496529343,392000,5013.4937,19617.800521369416,10,0.0,289043.97,6822.199009801592,56,10436.273964240962,6822.199009801592,-3745.3203,10,18.904081,10436.273964240962,56
7.4306626,18105.62164283571,6122.5495360770365,6122.5495360770365,0.0,0.0,-96.26856494071411,0.0,-96.26856494071411,398000,1118.7336,18105.62164283571,10,0.0,410000.2,5931.766531632699,57,6122.5495360770365,5931.766531632699,-12357.727,10,-10.071199,6122.5495360770365,57
8.169437,11463.69195675403,2879.3782746026,2879.3782746026,0.0,0.0,-120.90413884219589,0.0,-120.90413884219589,404000,1408.5924,11463.69195675403,10,0.0,499473.72,4021.0821891167975,58,2879.378274602601,4021.0821891167975,-10812.853,10,-4.9966846,2879.378274602601,58
7.49308,-117.28181570859398,-138.94102958738796,-138.94102958738796,0.0,0.0,-162.716169389612,0.0,-162.716169389612,410000,3787.5205,-117.28181570859398,10,0.0,279446.53,10.970014627116738,59,-138.94102958738796,10.970014627116738,-3255.6782,10,21.105305,-138.94102958738796,59
6.7408056,18140.274558959143,8424.614840022845,8424.614840022845,0.0,0.0,-92.6637983900299,0.0,-92.6637983900299,416000,2456.7786,18140.274558959143,10,0.0,347006.22,6233.707800851067,60,8424.614840022841,6233.707800851067,-5705.2427,10,2.838688,8424.614840022841,60
6.657193,21377.49686782787,9219.979160036608,9219.979160036608,0.0,0.1,-102.15691736964958,0.0,-102.15691736964958,422000,5122.279,21377.49686782787,10,0.1,465240.03,7855.397871869467,61,9219.979160036604,7855.397871869467,-5857.955,10,3.869518,9219.979160036604,61
7.0281377,21812.677608407215,7916.469785063571,7916.469785063571,0.0,0.2,-99.91965439919268,0.0,-99.91965439919268,428000,1573.4963,21812.677608407215,10,0.2,382937.1,7980.874355016284,62,7916.469785063573,7980.874355016284,-11192.43,10,-12.956983,7916.469785063573,62
8.315627,27659.89000448952,8900.521132311756,8900.521132311756,0.0,0.0,-110.8187498454495,0.0,-110.8187498454495,434000,1404.8943,27659.89000448952,10,0.0,400273.03,7613.227279226832,63,8900.521132311756,7613.227279226832,-15442.648,10,-15.241279,8900.521132311756,63
9.54394,16154.21396481169,4914.4219971756265,4914.4219971756265,0.0,0.1,-143.00906967726996,0.0,-143.00906967726996,440000,1168.247,16154.21396481169,10,0.1,476121.47,6112.865402467601,64,4914.4219971756265,6112.865402467601,-15628.58,10,-13.18947,4914.4219971756265,64
10.740027,16704.52266501738,7392.311286931853,7392.311286931853,0.0,0.0,-92.32549536157529,0.0,-92.32549536157529,446000,1325.1698,16704.52266501738,10,0.0,480946.25,6393.801031855278,65,7392.311286931855,6393.801031855278,-15492.71,10,-9.037002,7392.311286931855,65
11.795572,26255.04984080834,6052.798431129034,6052.798431129034,0.0,0.0,-127.23741246199413,0.0,-127.23741246199413,452000,1743.5238,26255.04984080834,10,0.0,553970.1,9470.736724917379,66,6052.798431129033,9470.736724917379,-15769.86,10,-3.6961093,6052.798431129033,66
12.12214,14298.150733688179,2724.3384915952593,2724.3384915952593,0.0,0.0,-119.33926749129118,0.0,-119.33926749129118,458000,3264.925,14298.150733688179,10,0.0,531262.75,4273.951837982459,67,2724.3384915952593,4273.951837982459,-15222.83,10,-0.76173073,2724.3384915952593,67
11.294646,14160.504201217642,5274.0807083905165,5274.0807083905165,0.0,0.0,-90.65530855664552,0.0,-90.65530855664552,464000,2357.9155,14160.504201217642,10,0.0,422013.34,5833.217289636836,68,5274.080708390518,5833.217289636836,-12465.632,10,6.6753435,5274.080708390518,68
10.74326,25737.26026633438,10420.14210653957,10420.14210653957,0.0,0.0,-140.06922581434497,0.0,-140.06922581434497,470000,2728.054,25737.26026633438,10,0.0,515021.62,8039.919976940339,69,10420.14210653957,8039.919976940339,-12294.018,10,1.7615288,10420.14210653957,69
9.268073,-73.89716365969198,-94.44416369692344,-94.44416369692344,0.0,0.0,-123.36951612414435,0.0,-123.36951612414435,476000,6454.885,-73.89716365969198,10,0.0,374286.22,16.660993977369156,70,-94.44416369692344,16.660993977369156,-2032.8704,10,29.752886,-94.44416369692344,70
7.8059535,-138.61107618911248,-158.78746679738873,-158.78746679738873,0.0,0.0,-173.39950963836594,0.0,-173.39950963836594,482000,9136.426,-138.61107618911248,10,0.0,659801.5,9.158525080031396,71,-158.78746679738873,9.158525080031396,-3503.1428,10,20.534243,-158.78746679738873,71
6.921872,21800.338664637817,15059.061029067909,15059.061029067909,0.0,0.0,394.8785985004681,0.0,394.8785985004681,488000,10108.683,21800.338664637817,10,0.0,390160.78,7239.194111665908,72,15059.061029067907,7239.194111665908,-3524.0713,10,15.318812,15059.061029067907,72
6.7173176,-98.89345242567373,-111.61575761085476,-111.61575761085476,0.0,0.0,-121.61811327069262,0.0,-121.61811327069262,494000,5457.099,-98.89345242567373,10,0.0,610793.9,8.065010374949589,73,-111.61575761085471,8.065010374949589,-7605.7905,10,-0.6237788,-111.61575761085471,73
6.482405,1021.9015621732143,-2.4956307827857898,-2.4956307827857898,0.0,0.0,-144.72258751769309,0.0,-144.72258751769309,500000,8311.159,1021.9015621732143,10,0.0,356199.22,343.22265871681407,74,-2.4956307827858524,343.22265871681407,-4350.362,10,6.176016,-2.4956307827858524,74
6.4619904,-28.941009723631165,-73.0070314936702,-73.0070314936702,0.0,0.0,-108.90810547184142,0.0,-108.90810547184142,506000,20082.896,-28.941009723631165,10,0.0,377009.06,26.7596453256664,75,-73.0070314936702,26.7596453256664,-5576.558,10,1.7747241,-73.0070314936702,75
6.4863424,8241.335911547661,1693.1918251145999,1693.1918251145999,0.0,0.1,-179.0628569642304,0.0,-179.0628569642304,512000,8672.224,8241.335911547661,10,0.1,454313.8,3084.9754532580732,76,1693.1918251145999,3084.9754532580732,-7804.781,10,-9.521627,1693.1918251145999,76
7.568746,1771.4040231533581,419.47752642502894,419.47752642502894,0.0,0.0,-158.37051509356726,0.0,-158.37051509356726,518000,9786.483,1771.4040231533581,10,0.0,653504.25,754.9159151005617,77,419.477526425029,754.9159151005617,-11114.312,10,-13.668148,419.477526425029,77
7.8399973,19134.704721056154,3876.019046546177,3876.019046546177,0.0,0.0,-108.12553186838728,0.0,-108.12553186838728,524000,9198.064,19134.704721056154,10,0.0,508991.62,6138.004897911496,78,3876.0190465461756,6138.004897911496,-10452.674,10,-1.1523389,3876.0190465461756,78
8.582493,21675.053973485505,10403.723269664373,10403.723269664373,0.0,0.0,-83.92471805973516,0.0,-83.92471805973516,530000,2555.669,21675.053973485505,10,0.0,547018.75,7289.1274563960515,79,10403.723269664371,7289.1274563960515,-12274.388,10,-11.927746,10403.723269664371,79
9.802358,1464.713509213009,42.85616989509708,42.85616989509708,0.0,0.0,-183.34471883723177,0.0,-183.34471883723177,536000,6371.6587,1464.713509213009,10,0.0,669960.7,475.2209149102234,80,42.85616989509704,475.2209149102234,-15463.314,10,-11.799188,42.85616989509704,80
10.994946,74992.70769151853,28343.216106203072,28343.216106203072,0.0,0.0,1858.4256720626986,0.0,1858.4256720626986,542000,1613.4746,74992.70769151853,10,0.0,609262.5,21271.30471797164,81,28343.216106203072,21271.30471797164,-14255.678,10,-9.096801,28343.216106203072,81
11.853229,37098.351480066245,17319.584567866263,17319.584567866263,0.0,0.0,2091.7037381991513,0.0,2091.7037381991513,548000,1534.2557,37098.351480066245,10,0.0,722821.25,9088.94324496731,82,17319.58456786626,9088.94324496731,-12418.68,10,-1.8568462,17319.58456786626,82
12.441474,30134.394628758644,14593.183796518719,14593.183796518719,0.0,0.0,-99.99963958744011,0.0,-99.99963958744011,554000,1600.3094,30134.394628758644,10,0.0,784395.6,10421.304318762492,83,14593.183796518719,10421.304318762492,-14528.17,10,-5.560669,14593.183796518719,83
14.202903,48986.18118586677,19683.40714320707,19683.40714320707,0.0,0.1,-87.64321323248852,0.0,-87.64321323248852,560000,1114.6752,48986.18118586677,10,0.1,825343.5,17328.638313156567,84,19683.407143207063,17328.638313156567,-18354.688,10,-9.896037,19683.407143207063,84
14.739459,35522.594028789215,14460.568768318708,14460.568768318708,0.0,0.0,-78.85158336995126,0.0,-78.85158336995126,566000,3783.556,35522.594028789215,10,0.0,1007040.06,11717.966233456345,85,14460.56876831871,11717.966233456345,-15583.576,10,3.284922,14460.56876831871,85
15.506596,50449.2874613292,17559.588203903975,17559.588203903975,0.0,0.1,-87.87713796226129,0.0,-87.87713796226129,572000,1808.0537,50449.2874613292,10,0.1,1004644.7,15992.929915932336,86,17559.58820390398,15992.929915932336,-23816.264,10,-9.612945,17559.58820390398,86
16.654648,83779.39924170167,15992.647377473102,15992.647377473102,0.0,0.1,-138.10731022919794,0.0,-138.10731022919794,578000,1907.6403,83779.39924170167,10,0.1,1012766.3,24238.47382618565,87,15992.647377473113,24238.47382618565,-22798.355,10,-1.2218378,15992.647377473113,87
16.628616,26251.119647644846,10502.981532919037,10502.981532919037,0.0,0.0,-92.86174760902736,0.0,-92.86174760902736,584000,1571.833,26251.119647644846,10,0.0,1012573.1,9889.328509334639,88,10502.981532919031,9889.328509334639,-22354.66,10,-0.9013683,10502.981532919031,88
16.223055,55812.126308529725,15357.499187131916,15357.499187131916,0.0,0.1,-106.84864903976283,0.0,-106.84864903976283,590000,2303.0974,55812.126308529725,10,0.1,1009679.0,17089.733429207357,89,15357.499187131913,17089.733429207357,-19947.98,10,3.99733,15357.499187131913,89
16.711788,33752.05398727613,12978.250353726507,12978.250353726507,0.0,0.0,-92.31023219879243,0.0,-92.31023219879243,596000,1602.624,33752.05398727613,10,0.0,1221201.1,10875.454677498816,90,12978.250353726507,10875.454677498816,-26136.477,10,-5.3026657,12978.250353726507,90
17.946543,36431.11983557419,7580.466662530949,7580.466662530949,0.0,0.3,-93.32376806078508,0.0,-93.32376806078508,602000,2198.1084,36431.11983557419,10,0.3,1460349.1,10538.408706705444,91,7580.466662530942,10538.408706705444,-24733.236,10,-4.465954,7580.466662530942,91
19.268715,63532.9674630452,19060.63325188853,19060.63325188853,0.0,0.3,666.7550422459469,0.0,666.7550422459469,608000,2517.8464,63532.9674630452,10,0.3,1791608.4,18440.49887734038,92,19060.633251888525,18440.49887734038,-25276.904,10,-3.6470506,19060.633251888525,92
