MetaTest/Average/TerminationRate,MetaTest/faucet-close-v1/AverageReturn,MetaTest/faucet-close-v1/TerminationRate,MetaTest/faucet-close-v1/MaxReturn,MetaTest/faucet-close-v1/Iteration,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/faucet-close-v1/StdReturn,MetaTest/faucet-close-v1/NumTrajs,MetaTest/faucet-close-v1/SuccessRate,MetaTrain/Average/PolicyLoss,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha,MetaTrain/Average/ContrastiveLoss,MetaTest/faucet-close-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTrain/Average/QfLoss,MetaTrain/Average/AlphaLoss,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn
0.0,17159.124062352148,0.0,30594.68340561841,10,0.1,464000,5804.475140676493,10,0.1,-38661.457,5804.475140676493,10,17159.124062352148,nan,67.28585,10112.34464038704,17159.124062352144,30594.68340561841,10,2136139.5,-18.188377,17159.124062352144,10112.34464038704
0.0,19314.092908155802,0.0,31002.89573121076,11,0.0,488000,5912.165449033277,10,0.0,-40443.6,5912.165449033277,10,19314.092908155802,nan,49.06734,9326.447372659006,19314.092908155795,31002.89573121076,11,2475848.8,-17.667759,19314.092908155795,9326.447372659006
0.0,16368.392209724281,0.0,37098.50302083461,12,0.1,512000,9936.563939380776,10,0.1,-41616.766,9936.563939380776,10,16368.392209724281,nan,49.49636,935.9522600922903,16368.392209724287,37098.50302083461,12,2972946.0,-17.195343,16368.392209724287,935.9522600922903
0.0,10187.481596691896,0.0,30426.980033807515,13,0.0,536000,8078.409954768838,10,0.0,-44614.85,8078.409954768838,10,10187.481596691896,nan,80.47783,686.4335424302956,10187.481596691896,30426.980033807515,13,3676823.0,-16.801842,10187.481596691896,686.4335424302956
0.0,16110.863611471752,0.0,24068.527535454443,14,0.1,560000,4684.708417386616,10,0.1,-48479.93,4684.708417386616,10,16110.863611471752,nan,57.464977,8239.642222158833,16110.863611471757,24068.527535454443,14,4169282.2,-15.608422,16110.863611471757,8239.642222158833
0.0,17334.21860391983,0.0,26963.1911743357,15,0.0,584000,6881.267407883284,10,0.0,-50717.773,6881.267407883284,10,17334.21860391983,nan,39.76661,2310.968537262747,17334.218603919835,26963.1911743357,15,4517393.5,-15.487809,17334.218603919835,2310.968537262747
0.0,21545.02231322771,0.0,42919.630046628256,16,0.0,608000,9592.183023334928,10,0.0,-50066.684,9592.183023334928,10,21545.02231322771,nan,40.866367,4492.908610350257,21545.022313227702,42919.630046628256,16,4833839.5,-15.426194,21545.022313227702,4492.908610350257
0.0,19083.344805673125,0.0,25856.399561220744,17,0.0,632000,6191.162593022572,10,0.0,-50517.332,6191.162593022572,10,19083.344805673125,nan,38.769367,9907.741446992828,19083.344805673118,25856.399561220744,17,5185912.0,-15.530018,19083.344805673118,9907.741446992828
0.0,17577.31057403585,0.0,23157.51556275055,18,0.1,656000,4641.806582906887,10,0.1,-51411.105,4641.806582906887,10,17577.31057403585,nan,38.910526,6439.1689378009505,17577.310574035844,23157.51556275055,18,5179460.5,-15.179869,17577.310574035844,6439.1689378009505
0.0,12800.28957899132,0.0,21515.4915391371,19,0.0,680000,6554.979657549626,10,0.0,-52212.91,6554.979657549626,10,12800.28957899132,nan,33.955517,1446.6734571494592,12800.289578991322,21515.4915391371,19,5575573.5,-14.994496,12800.289578991322,1446.6734571494592
0.0,21668.847429174137,0.0,34621.821140723274,20,0.1,704000,7438.6436261963145,10,0.1,-55138.51,7438.6436261963145,10,21668.847429174137,nan,32.730766,8992.485449958696,21668.847429174137,34621.821140723274,20,6082190.5,-14.69097,21668.847429174137,8992.485449958696
0.0,16260.460421239322,0.0,23550.30830406271,21,0.0,728000,5441.971971418718,10,0.0,-58390.984,5441.971971418718,10,16260.460421239322,nan,35.960644,3411.3803045984405,16260.460421239326,23550.30830406271,21,6908463.0,-14.622106,16260.460421239326,3411.3803045984405
0.0,20015.787638566213,0.0,35566.186013528466,22,0.3,752000,8048.3819671150895,10,0.3,-59896.754,8048.3819671150895,10,20015.787638566213,nan,41.13004,7382.51734928549,20015.787638566217,35566.186013528466,22,8016278.5,-14.820816,20015.787638566217,7382.51734928549
0.0,15197.380519866821,0.0,23712.817262238837,23,0.0,776000,6664.767641906965,10,0.0,-60795.03,6664.767641906965,10,15197.380519866821,nan,39.11025,-29.30430720068487,15197.380519866827,23712.817262238837,23,9345718.0,-14.682574,15197.380519866827,-29.30430720068487
0.0,15383.03080659532,0.0,28379.05909290108,24,0.0,800000,6624.97041733421,10,0.0,-60564.16,6624.97041733421,10,15383.03080659532,nan,41.876144,7548.97437841716,15383.03080659532,28379.05909290108,24,10074679.0,-14.789946,15383.03080659532,7548.97437841716
0.0,16303.405747332185,0.0,29748.51380961823,25,0.1,824000,9285.385279428665,10,0.1,-61021.223,9285.385279428665,10,16303.405747332185,nan,79.76252,-54.294294025787224,16303.405747332183,29748.51380961823,25,11186885.0,-15.112884,16303.405747332183,-54.294294025787224
0.0,10811.644974536921,0.0,19047.317391593682,26,0.0,848000,6868.348668627662,10,0.0,-62397.586,6868.348668627662,10,10811.644974536921,nan,51.638844,-57.9265336978771,10811.644974536921,19047.317391593682,26,12490373.0,-15.644032,10811.644974536921,-57.9265336978771
0.0,9579.678655406522,0.0,22646.50282485731,27,0.0,872000,8317.677836146444,10,0.0,-62365.04,8317.677836146444,10,9579.678655406522,nan,44.324997,-71.20104774616962,9579.678655406524,22646.50282485731,27,14201068.0,-16.396997,9579.678655406524,-71.20104774616962
0.0,18657.897509103168,0.0,58356.93780095117,28,0.2,896000,15437.310722431765,10,0.2,-64147.832,15437.310722431765,10,18657.897509103168,nan,45.861984,-72.5082589168446,18657.897509103168,58356.93780095117,28,17179596.0,-16.96979,18657.897509103168,-72.5082589168446
0.0,14396.21267555314,0.0,21778.418406166038,29,0.0,920000,5599.4181370515635,10,0.0,-64427.902,5599.4181370515635,10,14396.21267555314,nan,40.42876,-62.01983304209114,14396.21267555314,21778.418406166038,29,17817240.0,-16.553703,14396.21267555314,-62.01983304209114
0.0,9746.620345306223,0.0,21470.985653188258,30,0.0,944000,9349.841109800069,10,0.0,-65444.113,9349.841109800069,10,9746.620345306223,nan,38.54551,-65.16719936586226,9746.620345306223,21470.985653188258,30,20129580.0,-16.968735,9746.620345306223,-65.16719936586226
0.0,14314.961583665523,0.0,58479.86743625253,31,0.1,968000,17058.30793025132,10,0.1,-64580.426,17058.30793025132,10,14314.961583665523,nan,48.789196,-60.47332146055073,14314.961583665518,58479.86743625253,31,21697242.0,-16.90362,14314.961583665518,-60.47332146055073
0.0,24233.710295573146,0.0,83355.3961848934,32,0.4,992000,27064.637055456715,10,0.4,-62020.45,27064.637055456715,10,24233.710295573146,nan,54.340263,-73.50691008799627,24233.71029557315,83355.3961848934,32,21634740.0,-17.480536,24233.71029557315,-73.50691008799627
0.0,12804.226240963648,0.0,22029.839272774294,33,0.0,1016000,8461.859684445437,10,0.0,-62640.062,8461.859684445437,10,12804.226240963648,nan,43.261295,-58.99624060809461,12804.226240963648,22029.839272774294,33,26402406.0,-17.953245,12804.226240963648,-58.99624060809461
0.0,9720.583223831278,0.0,24364.08123194989,34,0.0,1040000,6491.713055532377,10,0.0,-64300.785,6491.713055532377,10,9720.583223831278,nan,37.636574,-52.09058459114263,9720.58322383128,24364.08123194989,34,31448668.0,-17.509336,9720.58322383128,-52.09058459114263
0.0,13644.557714273813,0.0,27930.343972017068,35,0.0,1064000,7481.205262803571,10,0.0,-65890.6,7481.205262803571,10,13644.557714273813,nan,42.67117,-68.32930275349432,13644.557714273815,27930.343972017068,35,32816734.0,-17.214842,13644.557714273815,-68.32930275349432
0.0,14409.247740157127,0.0,29063.318195329968,36,0.2,1088000,8608.05954247589,10,0.2,-67437.73,8608.05954247589,10,14409.247740157127,nan,38.27551,-53.512136199745335,14409.247740157129,29063.318195329968,36,34174136.0,-16.91054,14409.247740157129,-53.512136199745335
0.0,22658.9535497265,0.0,117978.51392429553,37,0.2,1112000,33008.96800241897,10,0.2,-68476.83,33008.96800241897,10,22658.9535497265,nan,42.298733,-65.18189347030759,22658.953549726506,117978.51392429553,37,37044550.0,-16.286293,22658.953549726506,-65.18189347030759
0.0,19614.06389852937,0.0,29345.586597108526,38,0.5,1136000,6123.147513946858,10,0.5,-70486.43,6123.147513946858,10,19614.06389852937,nan,45.10389,9062.292929989755,19614.063898529363,29345.586597108526,38,39737548.0,-16.098993,19614.063898529363,9062.292929989755
0.0,13840.946836247715,0.0,30215.397432329584,39,0.1,1160000,9568.450362578898,10,0.1,-71830.85,9568.450362578898,10,13840.946836247715,nan,40.52711,-57.77680490149675,13840.946836247716,30215.397432329584,39,41951264.0,-15.781696,13840.946836247716,-57.77680490149675
0.0,16002.070396471056,0.0,79443.03037539619,40,0.2,1184000,22551.592664858315,10,0.2,-73856.336,22551.592664858315,10,16002.070396471056,nan,44.139233,-53.74052941659573,16002.07039647106,79443.03037539619,40,44558796.0,-16.206755,16002.07039647106,-53.74052941659573
0.0,10219.116359507454,0.0,31180.561746407082,41,0.0,1208000,8916.541006077487,10,0.0,-78081.47,8916.541006077487,10,10219.116359507454,nan,45.65733,-60.237908111544655,10219.116359507454,31180.561746407082,41,48149440.0,-16.768513,10219.116359507454,-60.237908111544655
0.0,13341.87238834218,0.0,29593.44743465394,42,0.2,1232000,9647.16613746714,10,0.2,-77960.18,9647.16613746714,10,13341.87238834218,nan,44.659855,-62.24937975115774,13341.872388342183,29593.44743465394,42,43017590.0,-17.125816,13341.872388342183,-62.24937975115774
0.0,17016.686254309338,0.0,59829.63174179556,43,0.3,1256000,20350.787323056607,10,0.3,-79882.86,20350.787323056607,10,17016.686254309338,nan,37.69425,-64.27490296802819,17016.686254309334,59829.63174179556,43,44630468.0,-17.22572,17016.686254309334,-64.27490296802819
0.0,22410.156311318795,0.0,105328.98176092199,44,0.3,1280000,32267.02950226682,10,0.3,-83406.61,32267.02950226682,10,22410.156311318795,nan,39.139675,-57.80557573461945,22410.156311318806,105328.98176092199,44,48867876.0,-17.533585,22410.156311318806,-57.80557573461945
0.0,11864.395859939483,0.0,66400.58934431551,45,0.2,1304000,19566.628967293087,10,0.2,-83794.016,19566.628967293087,10,11864.395859939483,nan,33.261665,-57.92630395668232,11864.395859939486,66400.58934431551,45,47098520.0,-18.035769,11864.395859939486,-57.92630395668232
0.0,41549.499251851885,0.0,131962.9714099153,46,0.5,1328000,46080.827944097306,10,0.5,-85342.8,46080.827944097306,10,41549.499251851885,nan,29.921633,-55.99040610797171,41549.49925185187,131962.9714099153,46,49015090.0,-18.751144,41549.49925185187,-55.99040610797171
0.0,14808.167973386862,0.0,52488.32082637383,47,0.2,1352000,15514.819419077397,10,0.2,-86138.57,15514.819419077397,10,14808.167973386862,nan,32.21539,-55.19584781150368,14808.167973386862,52488.32082637383,47,47720830.0,-18.916672,14808.167973386862,-55.19584781150368
0.0,21105.968310128104,0.0,62872.091414638875,48,0.2,1376000,17184.031416025857,10,0.2,-89630.2,17184.031416025857,10,21105.968310128104,nan,34.52895,-55.46621048625739,21105.9683101281,62872.091414638875,48,56797188.0,-19.212109,21105.9683101281,-55.46621048625739
0.0,12742.57070502637,0.0,91272.44032669578,49,0.2,1400000,26960.240019298344,10,0.2,-93335.47,26960.240019298344,10,12742.57070502637,nan,30.090422,-56.29777112318079,12742.570705026365,91272.44032669578,49,65185212.0,-19.828558,12742.570705026365,-56.29777112318079
0.0,18947.43614314,0.0,145924.23592344107,50,0.2,1424000,42961.613168099975,10,0.2,-98402.625,42961.613168099975,10,18947.43614314,nan,29.408072,-49.09080337532287,18947.43614314001,145924.23592344107,50,74208776.0,-20.221403,18947.43614314001,-49.09080337532287
0.0,13461.868832979922,0.0,97794.23380670542,51,0.2,1448000,28667.319960741177,10,0.2,-104375.45,28667.319960741177,10,13461.868832979922,nan,29.292078,-55.97312277550721,13461.868832979919,97794.23380670542,51,81865340.0,-20.67887,13461.868832979919,-55.97312277550721
0.0,9056.855187110948,0.0,49574.91573466038,52,0.2,1472000,14486.838328858878,10,0.2,-105794.75,14486.838328858878,10,9056.855187110948,nan,29.911505,-54.97552909936412,9056.85518711095,49574.91573466038,52,80495940.0,-21.626726,9056.85518711095,-54.97552909936412
0.0,27415.44506444988,0.0,131922.181213961,53,0.5,1496000,38042.773173470945,10,0.5,-106849.51,38042.773173470945,10,27415.44506444988,nan,29.509619,-51.889090041973645,27415.445064449894,131922.181213961,53,85504420.0,-22.310823,27415.445064449894,-51.889090041973645
0.0,35252.21113654156,0.0,206381.25986578502,54,0.5,1520000,58910.41244225317,10,0.5,-111343.805,58910.41244225317,10,35252.21113654156,nan,27.89594,-50.48032609341479,35252.21113654155,206381.25986578502,54,91969440.0,-22.277546,35252.21113654155,-50.48032609341479
0.0,22097.29888521212,0.0,107764.80558440645,55,0.2,1544000,30922.57429736106,10,0.2,-112854.16,30922.57429736106,10,22097.29888521212,nan,28.475578,-57.30414649173581,22097.29888521211,107764.80558440645,55,98400870.0,-22.014606,22097.29888521211,-57.30414649173581
0.0,45683.882207428396,0.0,117262.8527833117,56,0.6,1568000,45293.288968665394,10,0.6,-114699.6,45293.288968665394,10,45683.882207428396,nan,23.21583,-52.97516206604508,45683.88220742838,117262.8527833117,56,104717384.0,-22.048828,45683.88220742838,-52.97516206604508
0.0,37188.68212212672,0.0,135530.05819372454,57,0.6,1592000,44647.18947031657,10,0.6,-116068.375,44647.18947031657,10,37188.68212212672,nan,24.19773,-51.764703957808585,37188.68212212673,135530.05819372454,57,107587240.0,-22.385021,37188.68212212673,-51.764703957808585
0.0,19020.65677014821,0.0,112952.36909120329,58,0.1,1616000,32013.000430524666,10,0.1,-119342.59,32013.000430524666,10,19020.65677014821,nan,23.112894,-55.57930817234321,19020.656770148213,112952.36909120329,58,112286350.0,-21.798756,19020.656770148213,-55.57930817234321
0.0,18803.970186271392,0.0,45035.647097466375,59,0.4,1640000,15952.575467670613,10,0.4,-121354.945,15952.575467670613,10,18803.970186271392,nan,25.153889,-55.08463107726729,18803.970186271385,45035.647097466375,59,120008730.0,-21.878418,18803.970186271385,-55.08463107726729
0.0,18438.306145399496,0.0,184858.7797333056,60,0.1,1664000,55473.49126248557,10,0.1,-125019.43,55473.49126248557,10,18438.306145399496,nan,25.283907,-57.69209854848185,18438.30614539948,184858.7797333056,60,121990230.0,-21.812061,18438.30614539948,-57.69209854848185
0.0,29183.942688284482,0.0,147859.4540279027,61,0.3,1688000,42734.16586439026,10,0.3,-125634.55,42734.16586439026,10,29183.942688284482,nan,24.165054,-51.14929711247319,29183.94268828446,147859.4540279027,61,121559630.0,-22.347305,29183.94268828446,-51.14929711247319
0.0,34131.27349019017,0.0,163044.4878282747,62,0.4,1712000,45917.246091545196,10,0.4,-131810.84,45917.246091545196,10,34131.27349019017,nan,20.83532,-54.31062588232159,34131.27349019017,163044.4878282747,62,134044424.0,-22.87452,34131.27349019017,-54.31062588232159
0.0,45365.43966338272,0.0,197068.29072382624,63,0.4,1736000,61355.15453474029,10,0.4,-135095.11,61355.15453474029,10,45365.43966338272,nan,20.337877,-52.83890307869982,45365.43966338269,197068.29072382624,63,138065280.0,-23.67534,45365.43966338269,-52.83890307869982
0.0,19276.338334623673,0.0,52433.783292685526,64,0.3,1760000,19363.703556572702,10,0.3,-138521.62,19363.703556572702,10,19276.338334623673,nan,18.935396,-50.610961640622996,19276.338334623673,52433.783292685526,64,149089000.0,-23.258492,19276.338334623673,-50.610961640622996
0.0,24934.78575098719,0.0,81652.92121828857,65,0.3,1784000,27281.5795492924,10,0.3,-142104.47,27281.5795492924,10,24934.78575098719,nan,19.559246,-51.8898009255032,24934.785750987186,81652.92121828857,65,166293920.0,-23.37587,24934.785750987186,-51.8898009255032
0.0,22240.44166958582,0.0,62005.67821862557,66,0.3,1808000,26572.6551529969,10,0.3,-143761.17,26572.6551529969,10,22240.44166958582,nan,20.083708,-53.28292696567064,22240.441669585816,62005.67821862557,66,173814850.0,-23.38198,22240.441669585816,-53.28292696567064
0.0,53442.10974034108,0.0,184159.5579658005,67,0.5,1832000,57443.207666595175,10,0.5,-145774.0,57443.207666595175,10,53442.10974034108,nan,19.780714,-52.17697520861954,53442.10974034107,184159.5579658005,67,181620600.0,-23.128973,53442.10974034107,-52.17697520861954
0.0,7963.4255149899545,0.0,22858.84514765775,68,0.2,1856000,9877.845966891235,10,0.2,-147733.36,9877.845966891235,10,7963.4255149899545,nan,22.365866,-54.03202526712599,7963.425514989953,22858.84514765775,68,192825660.0,-22.961788,7963.425514989953,-54.03202526712599
0.0,35078.74955835015,0.0,109988.81297072687,69,0.3,1880000,46964.26308631169,10,0.3,-151451.27,46964.26308631169,10,35078.74955835015,nan,21.530453,-50.42996433986314,35078.74955835016,109988.81297072687,69,203517580.0,-23.139791,35078.74955835016,-50.42996433986314
0.0,28652.823781385512,0.0,122552.16676884034,70,0.3,1904000,45993.75383456572,10,0.3,-153470.61,45993.75383456572,10,28652.823781385512,nan,20.937614,-59.10119543572677,28652.823781385516,122552.16676884034,70,209613170.0,-23.025063,28652.823781385516,-59.10119543572677
0.0,24271.312559253736,0.0,76361.61397756771,71,0.5,1928000,29086.845772372162,10,0.5,-158008.89,29086.845772372162,10,24271.312559253736,nan,22.581614,-54.6323667610772,24271.31255925374,76361.61397756771,71,216868200.0,-23.503569,24271.31255925374,-54.6323667610772
0.0,70785.41153223604,0.0,134526.24926749867,72,0.7,1952000,48058.78240794016,10,0.7,-162985.28,48058.78240794016,10,70785.41153223604,nan,25.943426,-52.060841203488195,70785.41153223603,134526.24926749867,72,228786580.0,-24.281708,70785.41153223603,-52.060841203488195
0.0,42501.128290172914,0.0,146281.64067076845,73,0.5,1976000,51733.27211127252,10,0.5,-165661.53,51733.27211127252,10,42501.128290172914,nan,53.91217,-54.78616494393303,42501.1282901729,146281.64067076845,73,231757760.0,-24.613714,42501.1282901729,-54.78616494393303
0.0,7870.0888581964155,0.0,39665.60339787378,74,0.1,2000000,12487.550682620114,10,0.1,-170334.98,12487.550682620114,10,7870.0888581964155,nan,75.812515,-56.93088927082121,7870.088858196415,39665.60339787378,74,240143000.0,-24.83614,7870.088858196415,-56.93088927082121
0.0,18908.136033244147,0.0,61206.921678664236,75,0.1,2024000,24023.765668901317,10,0.1,-171197.83,24023.765668901317,10,18908.136033244147,nan,96.26248,-52.435505028817225,18908.136033244133,61206.921678664236,75,238762780.0,-25.44572,18908.136033244133,-52.435505028817225
0.0,24454.6201865946,0.0,99907.23943298931,76,0.2,2048000,33413.28617154078,10,0.2,-171883.6,33413.28617154078,10,24454.6201865946,nan,97.031425,-51.328180725520404,24454.6201865946,99907.23943298931,76,240906860.0,-25.447765,24454.6201865946,-51.328180725520404
0.0,26604.97101918895,0.0,134598.95483785204,77,0.3,2072000,39253.80153901588,10,0.3,-178159.25,39253.80153901588,10,26604.97101918895,nan,88.54839,-51.067591156838745,26604.97101918895,134598.95483785204,77,247304260.0,-25.430384,26604.97101918895,-51.067591156838745
0.0,12085.673486624288,0.0,64228.47838635791,78,0.1,2096000,19355.163052394873,10,0.1,-182359.69,19355.163052394873,10,12085.673486624288,nan,87.72011,-54.27131040523858,12085.673486624288,64228.47838635791,78,249355100.0,-25.345901,12085.673486624288,-54.27131040523858
0.0,21621.95591845708,0.0,86538.7548514655,79,0.3,2120000,31152.47019970195,10,0.3,-181762.36,31152.47019970195,10,21621.95591845708,nan,65.58657,-60.907559572898066,21621.95591845709,86538.7548514655,79,243912620.0,-25.188194,21621.95591845709,-60.907559572898066
0.0,2016.9726567723762,0.0,20617.53186778195,80,0.0,2144000,6200.18697247962,10,0.0,-189792.7,6200.18697247962,10,2016.9726567723762,nan,48.386326,-55.511286567136764,2016.9726567723767,20617.53186778195,80,250724380.0,-24.949505,2016.9726567723767,-55.511286567136764
0.0,34203.24496038517,0.0,123761.5292660831,81,0.3,2168000,37980.425533706904,10,0.3,-192818.48,37980.425533706904,10,34203.24496038517,nan,40.28414,-49.032517207651935,34203.244960385164,123761.5292660831,81,248451700.0,-24.951496,34203.244960385164,-49.032517207651935
0.0,17977.560313439102,0.0,88156.01779199517,82,0.2,2192000,29367.915732008933,10,0.2,-199530.44,29367.915732008933,10,17977.560313439102,nan,41.918774,-58.550469584521935,17977.5603134391,88156.01779199517,82,266180560.0,-25.189558,17977.5603134391,-58.550469584521935
0.0,56637.035858301526,0.0,120386.65629685974,83,0.6,2216000,41121.247692834004,10,0.6,-205347.25,41121.247692834004,10,56637.035858301526,nan,64.56128,-45.80275269930508,56637.035858301526,120386.65629685974,83,271257380.0,-25.146696,56637.035858301526,-45.80275269930508
0.0,37819.2845389659,0.0,129134.01780112204,84,0.4,2240000,43399.01655678019,10,0.4,-206021.22,43399.01655678019,10,37819.2845389659,nan,86.12178,-55.9874742824948,37819.28453896589,129134.01780112204,84,271883970.0,-25.557734,37819.28453896589,-55.9874742824948
0.0,26510.481368744386,0.0,105060.6406619875,85,0.2,2264000,33426.365679974115,10,0.2,-207867.84,33426.365679974115,10,26510.481368744386,nan,70.062355,-49.013817597184655,26510.48136874439,105060.6406619875,85,274370300.0,-25.72062,26510.48136874439,-49.013817597184655
0.0,23951.876749146213,0.0,43153.127688817134,86,0.3,2288000,12844.72196472566,10,0.3,-208751.36,12844.72196472566,10,23951.876749146213,nan,80.451706,-54.40443918016133,23951.8767491462,43153.127688817134,86,277084580.0,-25.610424,23951.8767491462,-54.40443918016133
0.0,28691.93517754549,0.0,95500.98058612304,87,0.4,2312000,27507.006950560437,10,0.4,-210224.36,27507.006950560437,10,28691.93517754549,nan,73.20145,-57.836286130639394,28691.93517754549,95500.98058612304,87,277331400.0,-25.732512,28691.93517754549,-57.836286130639394
0.0,29181.38952701799,0.0,130247.50121862524,88,0.2,2336000,49649.1294337479,10,0.2,-208824.19,49649.1294337479,10,29181.38952701799,nan,39.79469,-58.7202799645016,29181.38952701799,130247.50121862524,88,275294900.0,-25.620653,29181.38952701799,-58.7202799645016
0.0,17870.443126880244,0.0,55791.27590444494,89,0.1,2360000,17523.906112020475,10,0.1,-204227.5,17523.906112020475,10,17870.443126880244,nan,30.198187,-57.41259186983825,17870.44312688026,55791.27590444494,89,273549920.0,-25.696423,17870.44312688026,-57.41259186983825
0.0,19764.461559302064,0.0,37026.63149935938,90,0.0,2384000,9332.909625116417,10,0.0,-203470.7,9332.909625116417,10,19764.461559302064,nan,37.875343,-56.732756474262466,19764.46155930206,37026.63149935938,90,274296030.0,-25.783714,19764.46155930206,-56.732756474262466
0.0,17547.078632835426,0.0,49577.336673006816,91,0.1,2408000,14878.839459761199,10,0.1,-206514.05,14878.839459761199,10,17547.078632835426,nan,33.060204,-53.9937688986061,17547.078632835426,49577.336673006816,91,279470400.0,-25.99558,17547.078632835426,-53.9937688986061
0.0,22808.200201028594,0.0,55523.94855028055,92,0.4,2432000,21370.98271864015,10,0.4,-208794.52,21370.98271864015,10,22808.200201028594,nan,36.61927,-57.667897084993,22808.20020102859,55523.94855028055,92,296442370.0,-26.308098,22808.20020102859,-57.667897084993
0.0,18621.365208198888,0.0,44856.73700074154,93,0.1,2456000,13750.425849261106,10,0.1,-213442.14,13750.425849261106,10,18621.365208198888,nan,38.585407,-59.02657983388738,18621.365208198888,44856.73700074154,93,308577600.0,-26.498507,18621.365208198888,-59.02657983388738
0.0,10497.766230956495,0.0,25925.711719898885,94,0.1,2480000,10712.351056949528,10,0.1,-213977.83,10712.351056949528,10,10497.766230956495,nan,31.712555,-59.314603749741316,10497.766230956495,25925.711719898885,94,303553570.0,-26.693382,10497.766230956495,-59.314603749741316
0.0,19146.76525007318,0.0,60377.06923916731,95,0.3,2504000,22750.286563634854,10,0.3,-214849.61,22750.286563634854,10,19146.76525007318,nan,33.00073,-57.85636191417582,19146.76525007317,60377.06923916731,95,303852740.0,-26.913582,19146.76525007317,-57.85636191417582
