MetaTest/Average/TerminationRate,MetaTest/faucet-close-v1/AverageReturn,MetaTest/faucet-close-v1/TerminationRate,MetaTest/faucet-close-v1/MaxReturn,MetaTest/faucet-close-v1/Iteration,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/faucet-close-v1/StdReturn,MetaTest/faucet-close-v1/NumTrajs,MetaTest/faucet-close-v1/SuccessRate,MetaTrain/Average/PolicyLoss,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha,MetaTrain/Average/ContrastiveLoss,MetaTest/faucet-close-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTrain/Average/QfLoss,MetaTrain/Average/AlphaLoss,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn
0.0,18278.89668452447,0.0,86955.01808228344,96,0.2,2528000,24853.726880461294,10,0.2,-212817.6,24853.726880461294,10,18278.89668452447,nan,34.12782,-50.888230130890854,18278.89668452448,86955.01808228344,96,302656540.0,-27.002756,18278.89668452448,-50.888230130890854
0.0,23552.2957496953,0.0,137161.8225866134,97,0.2,2552000,43310.371604278516,10,0.2,-206114.5,43310.371604278516,10,23552.2957496953,nan,39.431477,-51.53263355146084,23552.29574969531,137161.8225866134,97,294316400.0,-27.70092,23552.29574969531,-51.53263355146084
0.0,25750.755610484117,0.0,97941.86635743768,98,0.3,2576000,27898.24512802795,10,0.3,-208177.17,27898.24512802795,10,25750.755610484117,nan,38.254063,-54.81218203026269,25750.755610484113,97941.86635743768,98,304062800.0,-27.596472,25750.755610484113,-54.81218203026269
0.0,15529.419039104894,0.0,131236.50090858564,99,0.1,2600000,39003.19401306566,10,0.1,-209056.84,39003.19401306566,10,15529.419039104894,nan,31.971935,-53.16803875514599,15529.419039104896,131236.50090858564,99,314218140.0,-27.545218,15529.419039104896,-53.16803875514599
0.0,13883.115388075234,0.0,39418.13174107284,100,0.2,2624000,12637.627410743593,10,0.2,-198063.44,12637.627410743593,10,13883.115388075234,nan,44.427338,-47.589646271398365,13883.115388075228,39418.13174107284,100,299129760.0,-27.706495,13883.115388075228,-47.589646271398365
0.0,21724.29118242453,0.0,41176.849293714906,101,0.2,2648000,13798.162908063276,10,0.2,-204143.33,13798.162908063276,10,21724.29118242453,nan,688.3174,-53.40890582781045,21724.291182424528,41176.849293714906,101,317457900.0,-28.157482,21724.291182424528,-53.40890582781045
0.0,14648.094740319055,0.0,43529.60329498033,102,0.2,2672000,14860.745559382938,10,0.2,-208721.4,14860.745559382938,10,14648.094740319055,nan,303.05515,-53.390559516751864,14648.094740319055,43529.60329498033,102,317731700.0,-28.182178,14648.094740319055,-53.390559516751864
0.0,16800.058721948495,0.0,34282.31179062675,103,0.3,2696000,10117.396480257801,10,0.3,-208205.9,10117.396480257801,10,16800.058721948495,nan,24.393179,-56.748578176777045,16800.0587219485,34282.31179062675,103,336206180.0,-28.389433,16800.0587219485,-56.748578176777045
0.0,35034.73330984035,0.0,122020.63510489013,104,0.3,2720000,39294.27087219302,10,0.3,-207064.1,39294.27087219302,10,35034.73330984035,nan,24.064953,-51.13365710660461,35034.73330984033,122020.63510489013,104,312507100.0,-28.461683,35034.73330984033,-51.13365710660461
0.0,25280.661973196133,0.0,137393.70613540162,105,0.2,2744000,46920.84643825449,10,0.2,-209090.58,46920.84643825449,10,25280.661973196133,nan,24.164438,-55.57677815948019,25280.66197319614,137393.70613540162,105,311954180.0,-27.9935,25280.66197319614,-55.57677815948019
0.0,23577.73183101851,0.0,107365.3985698507,106,0.2,2768000,33499.167321835426,10,0.2,-211114.08,33499.167321835426,10,23577.73183101851,nan,23.590572,-51.8502458612354,23577.73183101852,107365.3985698507,106,320733660.0,-27.910816,23577.73183101852,-51.8502458612354
0.0,21956.078637484163,0.0,93517.68362380382,107,0.2,2792000,26372.848366972685,10,0.2,-213790.98,26372.848366972685,10,21956.078637484163,nan,24.78793,-55.420888254084566,21956.078637484163,93517.68362380382,107,329092500.0,-27.715904,21956.078637484163,-55.420888254084566
0.0,9096.575819548021,0.0,30805.585545777296,108,0.1,2816000,11744.934416770147,10,0.1,-212370.97,11744.934416770147,10,9096.575819548021,nan,20.760551,-55.525558745146505,9096.57581954802,30805.585545777296,108,323917220.0,-27.61832,9096.57581954802,-55.525558745146505
0.0,12292.894388166798,0.0,47145.26617360625,109,0.1,2840000,14235.852837458442,10,0.1,-210254.23,14235.852837458442,10,12292.894388166798,nan,21.506641,-57.63401528855276,12292.894388166798,47145.26617360625,109,319382620.0,-27.644852,12292.894388166798,-57.63401528855276
0.0,17609.074979516234,0.0,65094.555601435175,110,0.1,2864000,19420.8003655336,10,0.1,-208893.98,19420.8003655336,10,17609.074979516234,nan,20.570078,-52.015907211314584,17609.07497951624,65094.555601435175,110,314405220.0,-27.389694,17609.07497951624,-52.015907211314584
0.0,7934.166081186707,0.0,35769.6659625772,111,0.2,2888000,12925.321144625052,10,0.2,-207160.73,12925.321144625052,10,7934.166081186707,nan,18.364761,-55.79915383252197,7934.166081186707,35769.6659625772,111,313774500.0,-27.363468,7934.166081186707,-55.79915383252197
0.0,15348.531433124523,0.0,34211.203291884114,112,0.1,2912000,12235.454834758826,10,0.1,-208223.27,12235.454834758826,10,15348.531433124523,nan,16.905529,-52.34655679012663,15348.53143312452,34211.203291884114,112,327901020.0,-27.447887,15348.53143312452,-52.34655679012663
0.0,8483.931393930538,0.0,45411.514189225505,113,0.1,2936000,17114.97296397729,10,0.1,-205877.72,17114.97296397729,10,8483.931393930538,nan,17.216003,-55.477543538257876,8483.931393930536,45411.514189225505,113,322215000.0,-27.418152,8483.931393930536,-55.477543538257876
0.0,27762.76745313922,0.0,98877.50064277662,114,0.2,2960000,30324.22760954609,10,0.2,-205218.1,30324.22760954609,10,27762.76745313922,nan,17.812023,-56.651861205975074,27762.76745313921,98877.50064277662,114,321206620.0,-27.472279,27762.76745313921,-56.651861205975074
0.0,27859.570188113605,0.0,94771.47300075354,115,0.1,2984000,29471.75430981831,10,0.1,-197670.53,29471.75430981831,10,27859.570188113605,nan,17.768257,-52.10668541233517,27859.570188113605,94771.47300075354,115,304335040.0,-27.673243,27859.570188113605,-52.10668541233517
0.0,24704.417641849086,0.0,84993.30121508556,116,0.3,3008000,32412.958848090566,10,0.3,-190952.25,32412.958848090566,10,24704.417641849086,nan,16.534285,-56.762620106824855,24704.41764184909,84993.30121508556,116,292680300.0,-27.786705,24704.41764184909,-56.762620106824855
0.0,22048.809757064188,0.0,103290.01347642619,117,0.1,3032000,32188.514932586273,10,0.1,-187174.92,32188.514932586273,10,22048.809757064188,nan,16.379229,-55.15476470770194,22048.809757064206,103290.01347642619,117,286342240.0,-27.771042,22048.809757064206,-55.15476470770194
0.0,9178.515324456119,0.0,20183.333816414546,118,0.0,3056000,7986.3451747499885,10,0.0,-186866.3,7986.3451747499885,10,9178.515324456119,nan,16.74489,-50.102505215426895,9178.51532445612,20183.333816414546,118,290271970.0,-27.79856,9178.51532445612,-50.102505215426895
0.0,4727.665932580928,0.0,20911.150399423153,119,0.0,3080000,8250.314844316268,10,0.0,-194370.88,8250.314844316268,10,4727.665932580928,nan,17.22536,-56.31498930969238,4727.665932580929,20911.150399423153,119,308056160.0,-27.830452,4727.665932580929,-56.31498930969238
0.0,26187.92991897514,0.0,83130.12813810987,120,0.3,3104000,26682.425377181433,10,0.3,-191857.98,26682.425377181433,10,26187.92991897514,nan,16.229418,-50.05458643176993,26187.92991897514,83130.12813810987,120,311833900.0,-27.602036,26187.92991897514,-50.05458643176993
0.0,12402.512550845928,0.0,29595.118665254693,121,0.1,3128000,10634.656682529105,10,0.1,-194329.23,10634.656682529105,10,12402.512550845928,nan,14.800055,-52.350043877678644,12402.512550845926,29595.118665254693,121,322247970.0,-27.61991,12402.512550845926,-52.350043877678644
0.0,20637.256131390124,0.0,127329.51438121177,122,0.1,3152000,36794.72706434684,10,0.1,-194972.1,36794.72706434684,10,20637.256131390124,nan,14.118891,-53.830910327224025,20637.256131390124,127329.51438121177,122,323212320.0,-27.397251,20637.256131390124,-53.830910327224025
0.0,19052.131859822308,0.0,94662.23167802092,123,0.1,3176000,27306.468506294314,10,0.1,-193223.11,27306.468506294314,10,19052.131859822308,nan,15.574282,-53.34345313613764,19052.131859822308,94662.23167802092,123,328372800.0,-27.457735,19052.131859822308,-53.34345313613764
0.0,13587.590093845607,0.0,19886.77485909358,124,0.0,3200000,7422.456609528804,10,0.0,-194947.4,7422.456609528804,10,13587.590093845607,nan,14.289441,-54.19330779671955,13587.590093845603,19886.77485909358,124,327210980.0,-27.522652,13587.590093845603,-54.19330779671955
0.0,43107.17093955332,0.0,113866.90440604166,125,0.3,3224000,44376.605916755965,10,0.3,-194634.2,44376.605916755965,10,43107.17093955332,nan,13.851953,-50.97442776662136,43107.170939553325,113866.90440604166,125,328653980.0,-27.405191,43107.170939553325,-50.97442776662136
0.0,24662.655747229506,0.0,116489.7128223431,126,0.2,3248000,34021.60487911174,10,0.2,-190918.88,34021.60487911174,10,24662.655747229506,nan,13.714045,-56.57583805986203,24662.655747229503,116489.7128223431,126,325002530.0,-27.654085,24662.655747229503,-56.57583805986203
0.0,27405.305504282762,0.0,145301.7927658542,127,0.3,3272000,42427.88026831342,10,0.3,-189274.27,42427.88026831342,10,27405.305504282762,nan,13.309906,-57.69968294612247,27405.30550428275,145301.7927658542,127,328092960.0,-27.341702,27405.30550428275,-57.69968294612247
0.0,18660.241132661216,0.0,87044.45080066263,128,0.1,3296000,25554.97886180902,10,0.1,-186129.86,25554.97886180902,10,18660.241132661216,nan,13.415487,-58.38566299732842,18660.241132661213,87044.45080066263,128,331445570.0,-27.246107,18660.241132661213,-58.38566299732842
0.0,20729.990967935675,0.0,69724.26932192202,129,0.1,3320000,24915.19665419786,10,0.1,-185208.2,24915.19665419786,10,20729.990967935675,nan,14.243529,-52.448708707972294,20729.99096793568,69724.26932192202,129,340428220.0,-27.352627,20729.99096793568,-52.448708707972294
0.0,55020.821755266224,0.0,157873.12726288903,130,0.4,3344000,64276.5758763697,10,0.4,-183915.05,64276.5758763697,10,55020.821755266224,nan,15.063246,-53.167779362659005,55020.82175526624,157873.12726288903,130,346676160.0,-27.353378,55020.82175526624,-53.167779362659005
0.0,46264.02283549994,0.0,139788.8512239277,131,0.3,3368000,42399.0662294461,10,0.3,-186991.08,42399.0662294461,10,46264.02283549994,nan,14.813429,-53.906141768349336,46264.02283549994,139788.8512239277,131,351812380.0,-27.18205,46264.02283549994,-53.906141768349336
0.0,41772.11661771122,0.0,123531.72029035058,132,0.2,3392000,42824.98072050444,10,0.2,-190739.45,42824.98072050444,10,41772.11661771122,nan,13.363732,-57.18836094196895,41772.11661771122,123531.72029035058,132,369777950.0,-27.158632,41772.11661771122,-57.18836094196895
0.0,39676.42302411272,0.0,142725.8324472762,133,0.2,3416000,49213.99172860294,10,0.2,-193598.55,49213.99172860294,10,39676.42302411272,nan,12.480076,-58.40348236009738,39676.42302411272,142725.8324472762,133,380289660.0,-27.226492,39676.42302411272,-58.40348236009738
0.0,54547.70202563092,0.0,155025.67243415673,134,0.3,3440000,58168.90544819917,10,0.3,-195351.47,58168.90544819917,10,54547.70202563092,nan,12.002214,-57.179168007522925,54547.70202563092,155025.67243415673,134,372337800.0,-27.316435,54547.70202563092,-57.179168007522925
0.0,45962.582395426754,0.0,153514.68293351962,135,0.3,3464000,56239.89743597969,10,0.3,-193667.88,56239.89743597969,10,45962.582395426754,nan,12.56024,-53.860193245950455,45962.58239542675,153514.68293351962,135,355338370.0,-27.610132,45962.58239542675,-53.860193245950455
0.0,44145.52942012953,0.0,166048.2020349697,136,0.3,3488000,56743.4304244881,10,0.3,-191878.88,56743.4304244881,10,44145.52942012953,nan,11.971704,-55.15647716174838,44145.52942012954,166048.2020349697,136,344105760.0,-27.968597,44145.52942012954,-55.15647716174838
0.0,33919.50794510363,0.0,127955.50605815618,137,0.3,3512000,42175.83658224141,10,0.3,-190354.8,42175.83658224141,10,33919.50794510363,nan,13.001709,-56.702634154915735,33919.50794510364,127955.50605815618,137,341802430.0,-27.983286,33919.50794510364,-56.702634154915735
0.0,21693.56088206068,0.0,43551.34378941711,138,0.1,3536000,10891.344350192767,10,0.1,-192618.23,10891.344350192767,10,21693.56088206068,nan,16.346643,-55.336013767497455,21693.560882060683,43551.34378941711,138,352641760.0,-27.915956,21693.560882060683,-55.336013767497455
0.0,42619.99007802052,0.0,116739.12713375391,139,0.7,3560000,29839.022917827966,10,0.7,-192024.3,29839.022917827966,10,42619.99007802052,nan,16.82268,-50.40082003000905,42619.99007802052,116739.12713375391,139,350425100.0,-27.88077,42619.99007802052,-50.40082003000905
0.0,24626.598377081602,0.0,88789.11031209894,140,0.1,3584000,24307.277615934086,10,0.1,-199771.89,24307.277615934086,10,24626.598377081602,nan,15.389108,-53.41042222894097,24626.5983770816,88789.11031209894,140,383139300.0,-27.805899,24626.5983770816,-53.41042222894097
0.0,40832.30468693633,0.0,116982.607789492,141,0.3,3608000,37309.42730387709,10,0.3,-201751.36,37309.42730387709,10,40832.30468693633,nan,13.688455,11741.338238265917,40832.30468693632,116982.607789492,141,379554240.0,-27.903294,40832.30468693632,11741.338238265917
0.0,13122.264844681325,0.0,51431.07350456462,142,0.2,3632000,14257.226647287258,10,0.2,-202076.98,14257.226647287258,10,13122.264844681325,nan,15.329872,-59.07559185718542,13122.264844681325,51431.07350456462,142,382701400.0,-28.019278,13122.264844681325,-59.07559185718542
0.0,36380.21141012106,0.0,89339.89051530868,143,0.5,3656000,34333.82900326904,10,0.5,-202597.53,34333.82900326904,10,36380.21141012106,nan,14.319395,-56.592912429530706,36380.21141012106,89339.89051530868,143,386878460.0,-28.188025,36380.21141012106,-56.592912429530706
0.0,36760.06222944987,0.0,152372.67486226794,144,0.3,3680000,52134.593327764014,10,0.3,-202892.44,52134.593327764014,10,36760.06222944987,nan,13.352889,-57.42453935575452,36760.06222944988,152372.67486226794,144,388303200.0,-28.059395,36760.06222944988,-57.42453935575452
0.0,19718.577690113347,0.0,68662.84842951153,145,0.2,3704000,23035.84077937677,10,0.2,-204015.5,23035.84077937677,10,19718.577690113347,nan,11.748183,-57.664782204990416,19718.577690113358,68662.84842951153,145,391810200.0,-28.083433,19718.577690113358,-57.664782204990416
0.0,64921.39293027962,0.0,165725.48770830772,146,0.5,3728000,58823.28134307067,10,0.5,-204917.44,58823.28134307067,10,64921.39293027962,nan,11.938098,8563.19066387569,64921.392930279624,165725.48770830772,146,396832540.0,-28.106863,64921.392930279624,8563.19066387569
0.0,32403.05659946815,0.0,135310.170900047,147,0.2,3752000,40248.425793012735,10,0.2,-207080.52,40248.425793012735,10,32403.05659946815,nan,13.0898485,-55.162564924556186,32403.056599468146,135310.170900047,147,407676220.0,-28.148376,32403.056599468146,-55.162564924556186
0.0,23598.720205697202,0.0,134092.9525019004,148,0.1,3776000,38801.42304361569,10,0.1,-210137.28,38801.42304361569,10,23598.720205697202,nan,14.6368065,-53.542957128725774,23598.72020569719,134092.9525019004,148,416906000.0,-28.28814,23598.72020569719,-53.542957128725774
0.0,44318.71142305403,0.0,170869.4881389717,149,0.2,3800000,55796.619722421005,10,0.2,-211648.8,55796.619722421005,10,44318.71142305403,nan,16.031061,-56.18303215093599,44318.71142305403,170869.4881389717,149,431755140.0,-28.201715,44318.71142305403,-56.18303215093599
0.0,22017.68818531982,0.0,80796.24965078644,150,0.2,3824000,20359.430036810798,10,0.2,-208463.55,20359.430036810798,10,22017.68818531982,nan,14.684976,-55.01385356299949,22017.688185319814,80796.24965078644,150,424655970.0,-28.299025,22017.688185319814,-55.01385356299949
0.0,3760.704766458229,0.0,17056.79712630014,151,0.0,3848000,6369.359467389006,10,0.0,-177258.72,6369.359467389006,10,3760.704766458229,nan,281.6937,-70.4351768523291,3760.7047664582306,17056.79712630014,151,475057760.0,-28.654415,3760.7047664582306,-70.4351768523291
0.0,6260.409958903672,0.0,39378.51210970983,152,0.0,3872000,11956.768257916932,10,0.0,-73594.375,11956.768257916932,10,6260.409958903672,nan,891.44696,-91.74711672538758,6260.40995890367,39378.51210970983,152,374482980.0,-30.018124,6260.40995890367,-91.74711672538758
0.0,4408.011035642287,0.0,19867.026840353166,153,0.0,3896000,6599.404321877142,10,0.0,-157585.44,6599.404321877142,10,4408.011035642287,nan,76.13168,-55.43070212815975,4408.0110356422865,19867.026840353166,153,379784500.0,-28.739725,4408.0110356422865,-55.43070212815975
0.0,14692.453293509214,0.0,51981.39284621989,154,0.2,3920000,16105.066496346386,10,0.2,-196161.17,16105.066496346386,10,14692.453293509214,nan,80.07754,-54.880725263852604,14692.453293509214,51981.39284621989,154,475135580.0,-27.85867,14692.453293509214,-54.880725263852604
0.0,13950.519850381874,0.0,73127.12986617557,155,0.1,3944000,21125.011653806923,10,0.1,-213094.27,21125.011653806923,10,13950.519850381874,nan,47.974735,-56.047852256673266,13950.519850381888,73127.12986617557,155,515658080.0,-28.11132,13950.519850381888,-56.047852256673266
0.0,19078.007749671968,0.0,104924.81475093987,156,0.1,3968000,29479.909278124705,10,0.1,-214353.38,29479.909278124705,10,19078.007749671968,nan,27.835848,-52.26797293516732,19078.00774967197,104924.81475093987,156,530331800.0,-28.055496,19078.00774967197,-52.26797293516732
0.0,14285.685404626176,0.0,32744.991578888974,157,0.0,3992000,10551.449381711243,10,0.0,-215491.42,10551.449381711243,10,14285.685404626176,nan,29.834826,-54.28223173510171,14285.685404626172,32744.991578888974,157,532951040.0,-27.926916,14285.685404626172,-54.28223173510171
0.0,12083.220357772721,0.0,30180.420561423583,158,0.0,4016000,10019.817219124563,10,0.0,-216789.12,10019.817219124563,10,12083.220357772721,nan,22.090456,-52.62439947591728,12083.220357772723,30180.420561423583,158,542447900.0,-27.952211,12083.220357772723,-52.62439947591728
0.0,13596.927529956456,0.0,75865.63830668193,159,0.1,4040000,21585.004151377114,10,0.1,-220340.92,21585.004151377114,10,13596.927529956456,nan,30.734495,-56.45907401618502,13596.927529956462,75865.63830668193,159,551187140.0,-27.862103,13596.927529956462,-56.45907401618502
0.0,26154.354581647716,0.0,111416.4109012988,160,0.2,4064000,41643.81020215937,10,0.2,-225987.75,41643.81020215937,10,26154.354581647716,nan,34.662758,-54.01147239595145,26154.35458164772,111416.4109012988,160,580546240.0,-27.997747,26154.35458164772,-54.01147239595145
0.0,19702.793682833297,0.0,159879.70645788437,161,0.1,4088000,47102.55522772322,10,0.1,-226431.98,47102.55522772322,10,19702.793682833297,nan,21.37259,-52.55931352496168,19702.79368283329,159879.70645788437,161,575638500.0,-27.912014,19702.79368283329,-52.55931352496168
0.0,13763.60539177144,0.0,24319.746693583933,162,0.1,4112000,5337.4437356341505,10,0.1,-227708.75,5337.4437356341505,10,13763.60539177144,nan,18.242008,4338.322949294115,13763.605391771436,24319.746693583933,162,567764160.0,-27.796804,13763.605391771436,4338.322949294115
0.0,2090.3296074660175,0.0,7900.756212019256,163,0.0,4136000,3308.423096257055,10,0.0,-226535.3,3308.423096257055,10,2090.3296074660175,nan,22.36156,-103.56943745419909,2090.3296074660175,7900.756212019256,163,586439740.0,-27.900097,2090.3296074660175,-103.56943745419909
0.0,23999.513771034126,0.0,106320.57818597005,164,0.2,4160000,29148.34233097563,10,0.2,-220287.52,29148.34233097563,10,23999.513771034126,nan,16.663528,-39.464201566980975,23999.513771034122,106320.57818597005,164,546124500.0,-27.931164,23999.513771034122,-39.464201566980975
0.0,5489.998985775734,0.0,20208.804287057468,165,0.0,4184000,7340.980139670095,10,0.0,-225540.47,7340.980139670095,10,5489.998985775734,nan,16.19351,-58.09771746634272,5489.998985775735,20208.804287057468,165,570423400.0,-27.974977,5489.998985775735,-58.09771746634272
0.0,12033.343412176828,0.0,37522.9874922589,166,0.0,4208000,11740.999335262177,10,0.0,-229226.12,11740.999335262177,10,12033.343412176828,nan,13.509541,-58.13130215911601,12033.343412176828,37522.9874922589,166,581761660.0,-27.94743,12033.343412176828,-58.13130215911601
0.0,10446.419591261494,0.0,28992.859265324736,167,0.0,4232000,9551.97154766225,10,0.0,-231352.22,9551.97154766225,10,10446.419591261494,nan,21.28257,-57.63148981090523,10446.419591261492,28992.859265324736,167,601589300.0,-27.94173,10446.419591261492,-57.63148981090523
0.0,18850.255578285636,0.0,48200.95506163519,168,0.1,4256000,14458.911489208276,10,0.1,-232499.52,14458.911489208276,10,18850.255578285636,nan,25.778479,-55.17696337808794,18850.255578285633,48200.95506163519,168,622173630.0,-27.882536,18850.255578285633,-55.17696337808794
0.0,16382.38585661376,0.0,63735.87267279856,169,0.2,4280000,19864.149971428586,10,0.2,-233640.67,19864.149971428586,10,16382.38585661376,nan,21.439953,-56.892363454074435,16382.385856613759,63735.87267279856,169,635635600.0,-27.900625,16382.385856613759,-56.892363454074435
0.0,25710.649495832316,0.0,77436.52000575504,170,0.3,4304000,25648.143285610757,10,0.3,-234166.62,25648.143285610757,10,25710.649495832316,nan,14.638035,-55.927739278351304,25710.649495832302,77436.52000575504,170,651163650.0,-27.907417,25710.649495832302,-55.927739278351304
0.0,10920.954651702838,0.0,75913.51418314283,171,0.0,4328000,23426.057889710766,10,0.0,-230682.81,23426.057889710766,10,10920.954651702838,nan,22.214184,-82.70997193598251,10920.954651702843,75913.51418314283,171,645362300.0,-27.957376,10920.954651702843,-82.70997193598251
0.0,21946.016855181926,0.0,153523.394632862,172,0.1,4352000,44380.16844224351,10,0.1,-201714.03,44380.16844224351,10,21946.016855181926,nan,34.00796,-42.80522303965849,21946.01685518191,153523.394632862,172,574059650.0,-28.237707,21946.01685518191,-42.80522303965849
0.0,37976.53275757337,0.0,151300.1682887805,173,0.2,4376000,50473.20615868688,10,0.2,-214391.78,50473.20615868688,10,37976.53275757337,nan,23.574972,-49.005396990295864,37976.53275757338,151300.1682887805,173,609395400.0,-27.69844,37976.53275757338,-49.005396990295864
0.0,16609.966992355206,0.0,78092.42913022963,174,0.1,4400000,21836.752614173896,10,0.1,-225327.77,21836.752614173896,10,16609.966992355206,nan,26.626522,-55.81647962432978,16609.96699235521,78092.42913022963,174,645869060.0,-27.637016,16609.96699235521,-55.81647962432978
0.0,42134.022572173286,0.0,186560.47687088672,175,0.2,4424000,62289.71489895742,10,0.2,-221146.36,62289.71489895742,10,42134.022572173286,nan,34.664185,-54.62725542311852,42134.022572173286,186560.47687088672,175,632179600.0,-27.661545,42134.022572173286,-54.62725542311852
0.0,31445.233691486173,0.0,141206.900645366,176,0.2,4448000,44146.584508928165,10,0.2,-224775.61,44146.584508928165,10,31445.233691486173,nan,28.385347,-55.18120887471083,31445.23369148618,141206.900645366,176,649733600.0,-27.816336,31445.23369148618,-55.18120887471083
0.0,61075.55120302647,0.0,150686.61850093916,177,0.6,4472000,50235.725264898996,10,0.6,-226291.17,50235.725264898996,10,61075.55120302647,nan,23.473402,-52.21581722876437,61075.55120302648,150686.61850093916,177,638590000.0,-27.503004,61075.55120302648,-52.21581722876437
0.0,56138.59344741092,0.0,174689.0651017009,178,0.3,4496000,66165.71893421476,10,0.3,-231072.36,66165.71893421476,10,56138.59344741092,nan,28.352411,-53.68007101118954,56138.593447410945,174689.0651017009,178,661215200.0,-27.630465,56138.593447410945,-53.68007101118954
0.0,4725.172311142474,0.0,19306.589351922834,179,0.1,4520000,5491.021663557773,10,0.1,-163442.39,5491.021663557773,10,4725.172311142474,nan,136.02504,-18.25184213537316,4725.172311142473,19306.589351922834,179,492795940.0,-25.661427,4725.172311142473,-18.25184213537316
0.0,14299.344280453588,0.0,55191.749016601796,180,0.1,4544000,15907.352192173747,10,0.1,-151288.84,15907.352192173747,10,14299.344280453588,nan,10509.413,-51.05056716682983,14299.344280453592,55191.749016601796,180,458817730.0,-26.264181,14299.344280453592,-51.05056716682983
0.0,27073.42800233879,0.0,111497.66513919621,181,0.4,4568000,35675.93730049405,10,0.4,-190457.2,35675.93730049405,10,27073.42800233879,nan,8088.858,-54.40635672374779,27073.428002338787,111497.66513919621,181,572110140.0,-27.260199,27073.428002338787,-54.40635672374779
0.0,75140.46209978478,0.0,163341.65874790962,182,0.5,4592000,62827.046562463605,10,0.5,-227518.23,62827.046562463605,10,75140.46209978478,nan,1985.8502,-47.5011073055824,75140.46209978478,163341.65874790962,182,667664100.0,-27.554766,75140.46209978478,-47.5011073055824
0.0,46810.23808362309,0.0,151212.44784383854,183,0.4,4616000,54761.2337769706,10,0.4,-240835.16,54761.2337769706,10,46810.23808362309,nan,559.3473,-49.93740953455641,46810.238083623095,151212.44784383854,183,682080700.0,-27.597113,46810.238083623095,-49.93740953455641
0.0,57718.885836634785,0.0,148554.1830799452,184,0.4,4640000,66798.96305068085,10,0.4,-248778.31,66798.96305068085,10,57718.885836634785,nan,22.696426,-54.15061127868394,57718.885836634785,148554.1830799452,184,710010750.0,-27.526949,57718.885836634785,-54.15061127868394
0.0,60379.85989270059,0.0,160407.31461699467,185,0.5,4664000,54221.837231099125,10,0.5,-250705.8,54221.837231099125,10,60379.85989270059,nan,24.647509,-53.13826176035431,60379.85989270061,160407.31461699467,185,722770240.0,-27.783894,60379.85989270061,-53.13826176035431
0.0,43087.961326391116,0.0,182028.69242534306,186,0.2,4688000,62508.77628811204,10,0.2,-250748.72,62508.77628811204,10,43087.961326391116,nan,32.063465,-51.3485234347137,43087.96132639113,182028.69242534306,186,739457100.0,-27.929789,43087.96132639113,-51.3485234347137
0.0,73083.46028675567,0.0,160004.9790569909,187,0.6,4712000,63242.241515119655,10,0.6,-251616.56,63242.241515119655,10,73083.46028675567,nan,29.093094,-55.17201746334628,73083.46028675567,160004.9790569909,187,748258940.0,-27.973076,73083.46028675567,-55.17201746334628
0.0,16163.571749395156,0.0,96449.80740433437,188,0.2,4736000,30342.790763484267,10,0.2,-251380.48,30342.790763484267,10,16163.571749395156,nan,27.330359,-54.146831413388675,16163.571749395152,96449.80740433437,188,746372800.0,-28.0075,16163.571749395152,-54.146831413388675
0.0,61677.19839068559,0.0,156762.70197140976,189,0.4,4760000,60439.64569574574,10,0.4,-248947.8,60439.64569574574,10,61677.19839068559,nan,26.708067,-55.95264005800689,61677.19839068558,156762.70197140976,189,741749440.0,-27.953049,61677.19839068558,-55.95264005800689
0.0,52760.69828914951,0.0,159664.85186126985,190,0.4,4784000,54483.717003919286,10,0.4,-250926.94,54483.717003919286,10,52760.69828914951,nan,27.214333,-53.84317021186097,52760.69828914951,159664.85186126985,190,723403840.0,-27.933899,52760.69828914951,-53.84317021186097
0.0,35097.83508940147,0.0,184042.78681241316,191,0.2,4808000,53354.224866019074,10,0.2,-248304.05,53354.224866019074,10,35097.83508940147,nan,34.251595,-52.8339502060454,35097.83508940147,184042.78681241316,191,705972030.0,-28.08986,35097.83508940147,-52.8339502060454
0.0,22407.38273810573,0.0,112769.86806352856,192,0.2,4832000,35065.5558706923,10,0.2,-248851.66,35065.5558706923,10,22407.38273810573,nan,42.752743,-54.394763288970616,22407.38273810573,112769.86806352856,192,693758460.0,-28.083612,22407.38273810573,-54.394763288970616
0.0,53397.094321872864,0.0,164691.51042333985,193,0.3,4856000,63550.19597252037,10,0.3,-247569.83,63550.19597252037,10,53397.094321872864,nan,27.117266,-49.30514590810843,53397.09432187288,164691.51042333985,193,678434300.0,-28.105019,53397.09432187288,-49.30514590810843
0.0,51174.303795162865,0.0,164764.5808861213,194,0.4,4880000,65107.48493613128,10,0.4,-248401.55,65107.48493613128,10,51174.303795162865,nan,25.92431,-51.962662720554455,51174.30379516284,164764.5808861213,194,686033540.0,-27.998238,51174.30379516284,-51.962662720554455
