MetaTest/coffee-pull-v1/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/coffee-pull-v1/AverageReturn,MetaTest/coffee-pull-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/coffee-pull-v1/AverageDiscountedReturn,MetaTest/coffee-pull-v1/MaxReturn,MetaTest/coffee-pull-v1/MinReturn,MetaTest/coffee-pull-v1/Iteration,MetaTest/Average/NumTrajs,MetaTest/coffee-pull-v1/TerminationRate,MetaTest/coffee-pull-v1/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration
10,0.0,-45.00742155753709,-53.255857807919185,2.841042894198081,-53.255857807919185,2.841042894198081,-55.29876385079652,728000,-53.25585780791921,-45.00742155753709,-55.29876385079652,21,10,0.0,0.0,0.0,-53.25585780791921,21
10,0.0,-27.46388969320557,-30.81219278557871,3.3017350611122867,-30.81219278557871,3.3017350611122867,-36.4337818095865,752000,-30.812192785578695,-27.46388969320557,-36.4337818095865,22,10,0.0,0.0,0.0,-30.812192785578695,22
10,0.0,-14.208254277576087,-16.485321523775788,1.9022583506904949,-16.485321523775788,1.9022583506904949,-19.17994828530553,776000,-16.485321523775788,-14.208254277576087,-19.17994828530553,23,10,0.0,0.0,0.0,-16.485321523775788,23
10,0.0,1908.5576327844346,208.092404716913,570.7231113558051,208.092404716913,570.7231113558051,-67.25498698687518,800000,208.092404716913,1908.5576327844346,-67.25498698687518,24,10,0.0,0.0,0.0,208.092404716913,24
10,0.0,6469.563748585356,828.6835430027495,1903.5336832057199,828.6835430027495,1903.5336832057199,-51.414130004122164,824000,828.6835430027497,6469.563748585356,-51.414130004122164,25,10,0.0,0.0,0.0,828.6835430027497,25
10,0.0,9714.279916054922,1687.1367500771782,3025.308227363508,1687.1367500771782,3025.308227363508,-44.94715125480238,848000,1687.136750077179,9714.279916054922,-44.94715125480238,26,10,0.0,0.0,0.0,1687.136750077179,26
10,0.0,3225.5309450660143,496.0896641538203,943.4486835252185,496.0896641538203,943.4486835252185,-39.36647987737297,872000,496.0896641538203,3225.5309450660143,-39.36647987737297,27,10,0.0,0.0,0.0,496.0896641538203,27
10,0.0,6590.393717109234,1369.0816868940856,1846.6540462861756,1369.0816868940856,1846.6540462861756,-39.693777841182076,896000,1369.0816868940851,6590.393717109234,-39.693777841182076,28,10,0.0,0.0,0.0,1369.0816868940851,28
10,0.0,1739.8953246729925,295.0673858392894,582.7190498675034,295.0673858392894,582.7190498675034,-43.17246739209141,920000,295.06738583928956,1739.8953246729925,-43.17246739209141,29,10,0.0,0.0,0.0,295.06738583928956,29
10,0.0,4355.937477432013,1517.2013375994243,1801.7218825901068,1517.2013375994243,1801.7218825901068,-40.21149594351912,944000,1517.2013375994238,4355.937477432013,-40.21149594351912,30,10,0.0,0.0,0.0,1517.2013375994238,30
10,0.0,4838.017454905804,977.8755520096381,1536.4569978039137,977.8755520096381,1536.4569978039137,-41.01873277369819,968000,977.8755520096389,4838.017454905804,-41.01873277369819,31,10,0.0,0.0,0.0,977.8755520096389,31
10,0.0,6234.338444360596,579.1771513566828,1885.1027207785055,579.1771513566828,1885.1027207785055,-75.48665652178032,992000,579.1771513566825,6234.338444360596,-75.48665652178032,32,10,0.0,0.0,0.0,579.1771513566825,32
10,0.0,2891.8794402405574,396.4135078448086,876.4765425201817,396.4135078448086,876.4765425201817,-41.880771796614546,1016000,396.4135078448086,2891.8794402405574,-41.880771796614546,33,10,0.0,0.0,0.0,396.4135078448086,33
10,0.0,1763.9870039410564,443.2093452367343,695.7816010871406,443.2093452367343,695.7816010871406,-44.92328015975497,1040000,443.2093452367341,1763.9870039410564,-44.92328015975497,34,10,0.0,0.0,0.0,443.2093452367341,34
10,0.1,9835.054052762578,1245.5984888707833,2930.966870989288,1245.5984888707833,2930.966870989288,-41.05158299855311,1064000,1245.5984888707828,9835.054052762578,-41.05158299855311,35,10,0.0,0.1,0.0,1245.5984888707828,35
10,0.0,46356.9376068849,5283.723190929147,13746.827621434591,5283.723190929147,13746.827621434591,-39.69822952620953,1088000,5283.723190929149,46356.9376068849,-39.69822952620953,36,10,0.0,0.0,0.0,5283.723190929149,36
10,0.0,19765.00530235619,3240.5048366535525,6025.224427689277,3240.5048366535525,6025.224427689277,-35.436341003676965,1112000,3240.504836653553,19765.00530235619,-35.436341003676965,37,10,0.0,0.0,0.0,3240.504836653553,37
10,0.0,5008.802664524004,2115.8303986184533,1925.1645817150302,2115.8303986184533,1925.1645817150302,-40.2843588045696,1136000,2115.8303986184533,5008.802664524004,-40.2843588045696,38,10,0.0,0.0,0.0,2115.8303986184533,38
10,0.0,7823.907184310691,961.4168457218345,2312.091183284616,961.4168457218345,2312.091183284616,-50.9611379644192,1160000,961.4168457218344,7823.907184310691,-50.9611379644192,39,10,0.0,0.0,0.0,961.4168457218344,39
10,0.0,5773.285570437436,1109.7486025411247,1937.3224762917919,1109.7486025411247,1937.3224762917919,-91.93532867345165,1184000,1109.7486025411242,5773.285570437436,-91.93532867345165,40,10,0.0,0.0,0.0,1109.7486025411242,40
10,0.0,18398.753253551095,2877.8907112695256,5342.558847414651,2877.8907112695256,5342.558847414651,-38.67482438486559,1208000,2877.890711269526,18398.753253551095,-38.67482438486559,41,10,0.0,0.0,0.0,2877.890711269526,41
10,0.0,9688.965017732142,2837.144001556374,3836.3747696463665,2837.144001556374,3836.3747696463665,-49.17928791983855,1232000,2837.144001556375,9688.965017732142,-49.17928791983855,42,10,0.0,0.0,0.0,2837.144001556375,42
10,0.0,11789.015801616859,2752.7982351478663,4068.6935496387155,2752.7982351478663,4068.6935496387155,-54.50670808466129,1256000,2752.7982351478677,11789.015801616859,-54.50670808466129,43,10,0.0,0.0,0.0,2752.7982351478677,43
10,0.0,239.09186131416942,-24.243348405263788,87.98736320186399,-24.243348405263788,87.98736320186399,-61.012206457357806,1280000,-24.243348405263777,239.09186131416942,-61.012206457357806,44,10,0.0,0.0,0.0,-24.243348405263777,44
10,0.0,8372.273632360659,916.9325524897719,2511.3720742352,916.9325524897719,2511.3720742352,-60.08800104678969,1304000,916.9325524897715,8372.273632360659,-60.08800104678969,45,10,0.0,0.0,0.0,916.9325524897715,45
10,0.0,6811.21259775465,1290.8479652093079,2181.7357024881603,1290.8479652093079,2181.7357024881603,-39.469559448250166,1328000,1290.8479652093079,6811.21259775465,-39.469559448250166,46,10,0.0,0.0,0.0,1290.8479652093079,46
10,0.0,2357.9468787030582,447.8663334024557,795.5751213940257,447.8663334024557,795.5751213940257,-40.74437623131263,1352000,447.8663334024559,2357.9468787030582,-40.74437623131263,47,10,0.0,0.0,0.0,447.8663334024559,47
10,0.0,-27.175254588927658,-41.45565090736085,13.300864186637098,-41.45565090736085,13.300864186637098,-64.28053397181546,1376000,-41.45565090736086,-27.175254588927658,-64.28053397181546,48,10,0.0,0.0,0.0,-41.45565090736086,48
10,0.0,-14.076372283125385,-37.31225045806497,16.421038788920548,-37.31225045806497,16.421038788920548,-62.71863815698053,1400000,-37.31225045806496,-14.076372283125385,-62.71863815698053,49,10,0.0,0.0,0.0,-37.31225045806496,49
10,0.0,574.4340220459064,247.33982931495993,227.4975050492267,247.33982931495993,227.4975050492267,-51.823263884522454,1424000,247.33982931496,574.4340220459064,-51.823263884522454,50,10,0.0,0.0,0.0,247.33982931496,50
10,0.0,-9.535358461297493,-30.21167825160807,27.507567173580338,-30.21167825160807,27.507567173580338,-91.22723481042964,1448000,-30.21167825160805,-9.535358461297493,-91.22723481042964,51,10,0.0,0.0,0.0,-30.21167825160805,51
10,0.0,605.2866728944527,228.28623507888307,160.82219606785213,228.28623507888307,160.82219606785213,39.29433185471588,1472000,228.2862350788831,605.2866728944527,39.29433185471588,52,10,0.0,0.0,0.0,228.2862350788831,52
10,0.0,366.2327299546262,78.6186237904639,163.0958670858254,78.6186237904639,163.0958670858254,-30.261160022783915,1496000,78.61862379046391,366.2327299546262,-30.261160022783915,53,10,0.0,0.0,0.0,78.61862379046391,53
10,0.0,22.918792158044294,-18.092353910842466,18.412691606503902,-18.092353910842466,18.412691606503902,-47.7182390065049,1520000,-18.092353910842462,22.918792158044294,-47.7182390065049,54,10,0.0,0.0,0.0,-18.092353910842462,54
10,0.0,9.351868036151547,-46.83531194472489,36.75759143751718,-46.83531194472489,36.75759143751718,-99.53936572578833,1544000,-46.835311944724864,9.351868036151547,-99.53936572578833,55,10,0.0,0.0,0.0,-46.835311944724864,55
10,0.0,131.64113549902592,-31.03337846966245,62.49584221615831,-31.03337846966245,62.49584221615831,-94.59962676801369,1568000,-31.033378469662445,131.64113549902592,-94.59962676801369,56,10,0.0,0.0,0.0,-31.033378469662445,56
10,0.0,-16.981773912929714,-59.230883325580464,27.188714582626915,-59.230883325580464,27.188714582626915,-99.04060323432701,1592000,-59.23088332558045,-16.981773912929714,-99.04060323432701,57,10,0.0,0.0,0.0,-59.23088332558045,57
10,0.0,315.5393901382205,22.19299442576213,109.76143287949465,22.19299442576213,109.76143287949465,-51.018423444424776,1616000,22.192994425762187,315.5393901382205,-51.018423444424776,58,10,0.0,0.0,0.0,22.192994425762187,58
10,0.0,17492.970903961475,1795.1518447768074,5234.34301043636,1795.1518447768074,5234.34301043636,-91.77044421914843,1640000,1795.1518447768085,17492.970903961475,-91.77044421914843,59,10,0.0,0.0,0.0,1795.1518447768085,59
10,0.0,40.699125791879304,-32.690816155936666,29.317699679810026,-32.690816155936666,29.317699679810026,-80.62004436844961,1664000,-32.69081615593665,40.699125791879304,-80.62004436844961,60,10,0.0,0.0,0.0,-32.69081615593665,60
10,0.0,4512.582448570316,1266.7989060513455,1965.3948752051758,1266.7989060513455,1965.3948752051758,-93.59346513031211,1688000,1266.7989060513448,4512.582448570316,-93.59346513031211,61,10,0.0,0.0,0.0,1266.7989060513448,61
10,0.0,5478.423782300226,1063.2764434697513,2068.11176477441,1063.2764434697513,2068.11176477441,-48.11565208055293,1712000,1063.2764434697506,5478.423782300226,-48.11565208055293,62,10,0.0,0.0,0.0,1063.2764434697506,62
10,0.0,5013.5082157617735,543.9152423366919,1495.0543101985968,543.9152423366919,1495.0543101985968,-26.72071898927883,1736000,543.915242336692,5013.5082157617735,-26.72071898927883,63,10,0.0,0.0,0.0,543.915242336692,63
10,0.0,295.7817683817856,64.03124820515269,119.47857998522176,64.03124820515269,119.47857998522176,-93.23955585523164,1760000,64.03124820515268,295.7817683817856,-93.23955585523164,64,10,0.0,0.0,0.0,64.03124820515268,64
10,0.0,581.3889844484659,133.1994486878031,213.22103848305295,133.1994486878031,213.22103848305295,-38.45886453389617,1784000,133.19944868780303,581.3889844484659,-38.45886453389617,65,10,0.0,0.0,0.0,133.19944868780303,65
10,0.1,235548.3733990799,23819.14289859116,70577.96750142776,23819.14289859116,70577.96750142776,-33.76784667072774,1808000,23819.14289859114,235548.3733990799,-33.76784667072774,66,10,0.0,0.1,0.0,23819.14289859114,66
10,0.0,4205.028554016076,1255.7847550033043,1541.9957142820072,1255.7847550033043,1541.9957142820072,-53.241470583216945,1832000,1255.7847550033043,4205.028554016076,-53.241470583216945,67,10,0.0,0.0,0.0,1255.7847550033043,67
10,0.0,13478.106237347814,2264.953072478098,4174.482659946308,2264.953072478098,4174.482659946308,-41.62846353482117,1856000,2264.953072478097,13478.106237347814,-41.62846353482117,68,10,0.0,0.0,0.0,2264.953072478097,68
10,0.0,11934.464540002418,2240.6028989172596,3613.6658460454314,2240.6028989172596,3613.6658460454314,-34.14014852451188,1880000,2240.602898917262,11934.464540002418,-34.14014852451188,69,10,0.0,0.0,0.0,2240.602898917262,69
10,0.0,3394.5954894448278,653.386845598048,1138.1951922660433,653.386845598048,1138.1951922660433,-42.49480964912329,1904000,653.3868455980481,3394.5954894448278,-42.49480964912329,70,10,0.0,0.0,0.0,653.3868455980481,70
10,0.0,3575.691240451679,880.2797905434347,1161.2046335833782,880.2797905434347,1161.2046335833782,-36.15873950241537,1928000,880.2797905434345,3575.691240451679,-36.15873950241537,71,10,0.0,0.0,0.0,880.2797905434345,71
10,0.0,20630.55128440511,3466.3971089134952,5938.4460347572185,3466.3971089134952,5938.4460347572185,-25.116867584142806,1952000,3466.3971089134966,20630.55128440511,-25.116867584142806,72,10,0.0,0.0,0.0,3466.3971089134966,72
10,0.0,1180.1440625485104,186.41814568487933,437.06520591114554,186.41814568487933,437.06520591114554,-67.38081393982287,1976000,186.41814568487925,1180.1440625485104,-67.38081393982287,73,10,0.0,0.0,0.0,186.41814568487925,73
10,0.0,17561.93567864573,3140.9121975510543,5216.702421264775,3140.9121975510543,5216.702421264775,-21.73219835367763,2000000,3140.9121975510557,17561.93567864573,-21.73219835367763,74,10,0.0,0.0,0.0,3140.9121975510557,74
10,0.0,16.365169252390174,-19.610335626340287,12.680288590726779,-19.610335626340287,12.680288590726779,-34.533217044523546,2024000,-19.61033562634028,16.365169252390174,-34.533217044523546,75,10,0.0,0.0,0.0,-19.61033562634028,75
10,0.1,24877.507836700523,5500.0823315694915,8541.203557458148,5500.0823315694915,8541.203557458148,-82.28729937778897,2048000,5500.0823315694915,24877.507836700523,-82.28729937778897,76,10,0.0,0.1,0.0,5500.0823315694915,76
10,0.1,42686.01226794577,5244.948974469544,12517.456188045515,5244.948974469544,12517.456188045515,-39.290804004376376,2072000,5244.948974469546,42686.01226794577,-39.290804004376376,77,10,0.0,0.1,0.0,5244.948974469546,77
10,0.5,43752.72012814115,17799.724969186027,15478.554067451987,17799.724969186027,15478.554067451987,-69.67552315115351,2096000,17799.724969186027,43752.72012814115,-69.67552315115351,78,10,0.0,0.5,0.0,17799.724969186027,78
10,0.2,48006.226812084875,8097.733069013388,13726.962418145193,8097.733069013388,13726.962418145193,-76.03977560229227,2120000,8097.733069013388,48006.226812084875,-76.03977560229227,79,10,0.0,0.2,0.0,8097.733069013388,79
10,0.2,48872.267675416835,13582.123118187965,18885.136913324248,13582.123118187965,18885.136913324248,-79.98811848311428,2144000,13582.12311818797,48872.267675416835,-79.98811848311428,80,10,0.0,0.2,0.0,13582.12311818797,80
10,0.0,2557.7972500981873,275.05779944155336,775.0684073509046,275.05779944155336,775.0684073509046,-37.21946090694588,2168000,275.0577994415531,2557.7972500981873,-37.21946090694588,81,10,0.0,0.0,0.0,275.0577994415531,81
10,0.3,22910.763633512262,3701.658179940893,6568.048995548935,3701.658179940893,6568.048995548935,-35.706250556707204,2192000,3701.6581799408914,22910.763633512262,-35.706250556707204,82,10,0.0,0.3,0.0,3701.6581799408914,82
10,0.2,80285.83792465295,8498.44862101439,23955.61875866354,8498.44862101439,23955.61875866354,-60.30609280718725,2216000,8498.448621014391,80285.83792465295,-60.30609280718725,83,10,0.0,0.2,0.0,8498.448621014391,83
10,0.2,20083.920793687168,4879.570562981904,7414.279039441334,4879.570562981904,7414.279039441334,-55.478733911025735,2240000,4879.570562981901,20083.920793687168,-55.478733911025735,84,10,0.0,0.2,0.0,4879.570562981901,84
10,0.3,20828.23710233826,3021.4958455757214,6099.469229022364,3021.4958455757214,6099.469229022364,-43.812579232723266,2264000,3021.495845575721,20828.23710233826,-43.812579232723266,85,10,0.0,0.3,0.0,3021.495845575721,85
10,0.2,2599.2265724775148,463.5417144411655,766.667271806614,463.5417144411655,766.667271806614,-54.23336594974947,2288000,463.54171444116565,2599.2265724775148,-54.23336594974947,86,10,0.0,0.2,0.0,463.54171444116565,86
10,0.0,3120.7155968010316,772.2265248667209,937.5984506617023,772.2265248667209,937.5984506617023,-90.27612876678022,2312000,772.2265248667208,3120.7155968010316,-90.27612876678022,87,10,0.0,0.0,0.0,772.2265248667208,87
10,0.1,50216.27740336158,10737.572908855664,18170.250921666408,10737.572908855664,18170.250921666408,-71.15836602346391,2336000,10737.57290885566,50216.27740336158,-71.15836602346391,88,10,0.0,0.1,0.0,10737.57290885566,88
10,0.4,82290.91809973832,9008.803082412956,24457.760074503316,9008.803082412956,24457.760074503316,-75.17065491397713,2360000,9008.803082412956,82290.91809973832,-75.17065491397713,89,10,0.0,0.4,0.0,9008.803082412956,89
10,0.5,145381.32968016717,24267.489641977303,41995.35776065151,24267.489641977303,41995.35776065151,986.915132445861,2384000,24267.4896419773,145381.32968016717,986.915132445861,90,10,0.0,0.5,0.0,24267.4896419773,90
10,0.3,68626.60918868131,13361.263211579857,25677.444802370268,13361.263211579857,25677.444802370268,-26.597303494264573,2408000,13361.263211579851,68626.60918868131,-26.597303494264573,91,10,0.0,0.3,0.0,13361.263211579851,91
10,0.2,101912.2411396748,20812.251856269933,37818.7890939201,20812.251856269933,37818.7890939201,-76.89155269921714,2432000,20812.25185626994,101912.2411396748,-76.89155269921714,92,10,0.0,0.2,0.0,20812.25185626994,92
10,0.2,21287.08354484865,2834.7182855239544,6270.856474671105,2834.7182855239544,6270.856474671105,-57.07217641573188,2456000,2834.718285523956,21287.08354484865,-57.07217641573188,93,10,0.0,0.2,0.0,2834.718285523956,93
10,0.2,134176.19088852982,26117.241059551343,47115.34541871862,26117.241059551343,47115.34541871862,-74.54721121133802,2480000,26117.241059551332,134176.19088852982,-74.54721121133802,94,10,0.0,0.2,0.0,26117.241059551332,94
10,0.3,172034.86373738892,26843.12087893532,50203.3788142176,26843.12087893532,50203.3788142176,-72.47019790047867,2504000,26843.12087893532,172034.86373738892,-72.47019790047867,95,10,0.0,0.3,0.0,26843.12087893532,95
10,0.2,27883.60052011803,5189.044171836584,8929.282467356405,5189.044171836584,8929.282467356405,-121.57611536072689,2528000,5189.044171836581,27883.60052011803,-121.57611536072689,96,10,0.0,0.2,0.0,5189.044171836581,96
10,0.1,76783.81711954484,10095.421144348595,23013.53439383868,10095.421144348595,23013.53439383868,-114.80697295216007,2552000,10095.421144348584,76783.81711954484,-114.80697295216007,97,10,0.0,0.1,0.0,10095.421144348584,97
10,0.3,156594.47235053184,21386.020662872797,45411.63844551901,21386.020662872797,45411.63844551901,203.96412432840398,2576000,21386.02066287281,156594.47235053184,203.96412432840398,98,10,0.0,0.3,0.0,21386.02066287281,98
10,0.0,1665.1247840039955,255.61248792470616,532.3334896642632,255.61248792470616,532.3334896642632,-111.27999415849715,2600000,255.61248792470616,1665.1247840039955,-111.27999415849715,99,10,0.0,0.0,0.0,255.61248792470616,99
10,0.1,204780.13011521476,21161.163581467612,61223.20286951507,21161.163581467612,61223.20286951507,-91.59413152217373,2624000,21161.163581467605,204780.13011521476,-91.59413152217373,100,10,0.0,0.1,0.0,21161.163581467605,100
10,0.2,169925.352821405,31650.531269613664,49759.203566013384,31650.531269613664,49759.203566013384,-78.73096419943754,2648000,31650.531269613646,169925.352821405,-78.73096419943754,101,10,0.0,0.2,0.0,31650.531269613646,101
10,0.1,87380.47280888668,8818.800703861938,26188.662991839563,8818.800703861938,26188.662991839563,-77.85436339552179,2672000,8818.800703861945,87380.47280888668,-77.85436339552179,102,10,0.0,0.1,0.0,8818.800703861945,102
10,0.3,126413.59058879314,45481.07020092937,43340.94839765613,45481.07020092937,43340.94839765613,-61.853635512731614,2696000,45481.07020092936,126413.59058879314,-61.853635512731614,103,10,0.0,0.3,0.0,45481.07020092936,103
10,0.2,165613.30735349748,20476.183161653236,48731.62491508331,20476.183161653236,48731.62491508331,-82.4927039407047,2720000,20476.183161653207,165613.30735349748,-82.4927039407047,104,10,0.0,0.2,0.0,20476.183161653207,104
10,0.3,164507.4608526987,28612.735808550322,51696.93722112052,28612.735808550322,51696.93722112052,-75.66888426479068,2744000,28612.73580855034,164507.4608526987,-75.66888426479068,105,10,0.0,0.3,0.0,28612.73580855034,105
10,0.2,82353.60120876973,12537.68619078857,24963.01675371169,12537.68619078857,24963.01675371169,-19.865537659264913,2768000,12537.686190788576,82353.60120876973,-19.865537659264913,106,10,0.0,0.2,0.0,12537.686190788576,106
10,0.7,130772.84783988637,41883.422468352306,40755.113624307705,41883.422468352306,40755.113624307705,451.0005264020404,2792000,41883.42246835233,130772.84783988637,451.0005264020404,107,10,0.0,0.7,0.0,41883.42246835233,107
10,0.3,162287.3752606179,29950.244735047076,47428.49229375425,29950.244735047076,47428.49229375425,468.65176484715334,2816000,29950.244735047076,162287.3752606179,468.65176484715334,108,10,0.0,0.3,0.0,29950.244735047076,108
10,0.2,158379.26100771417,31475.2530360523,49207.552810667694,31475.2530360523,49207.552810667694,143.57361387514212,2840000,31475.25303605231,158379.26100771417,143.57361387514212,109,10,0.0,0.2,0.0,31475.25303605231,109
10,0.2,17772.683720466594,5402.797583528866,6282.215487399916,5402.797583528866,6282.215487399916,-65.78399396589181,2864000,5402.797583528867,17772.683720466594,-65.78399396589181,110,10,0.0,0.2,0.0,5402.797583528867,110
10,0.3,138130.74755413653,19005.348050601475,41960.186121602055,19005.348050601475,41960.186121602055,-92.04332303567755,2888000,19005.34805060148,138130.74755413653,-92.04332303567755,111,10,0.0,0.3,0.0,19005.34805060148,111
10,0.2,65860.68253297106,18833.790088019527,26330.84887676172,18833.790088019527,26330.84887676172,-89.83257321680354,2912000,18833.790088019523,65860.68253297106,-89.83257321680354,112,10,0.0,0.2,0.0,18833.790088019523,112
10,0.2,31180.07258543991,8294.18300459577,9335.036405252313,8294.18300459577,9335.036405252313,120.45953197584645,2936000,8294.18300459577,31180.07258543991,120.45953197584645,113,10,0.0,0.2,0.0,8294.18300459577,113
10,0.5,158867.86596708314,50438.15063912354,53600.23912641122,50438.15063912354,53600.23912641122,332.34725805753277,2960000,50438.15063912354,158867.86596708314,332.34725805753277,114,10,0.0,0.5,0.0,50438.15063912354,114
10,0.1,71256.92290047243,7623.318626024103,21238.043100774797,7623.318626024103,21238.043100774797,-91.7722419496928,2984000,7623.318626024103,71256.92290047243,-91.7722419496928,115,10,0.0,0.1,0.0,7623.318626024103,115
10,0.2,156851.03470832045,36498.34414013218,50005.548283794255,36498.34414013218,50005.548283794255,-96.87981216807685,3008000,36498.3441401322,156851.03470832045,-96.87981216807685,116,10,0.0,0.2,0.0,36498.3441401322,116
10,0.2,100245.97307932767,18095.216911106294,35522.52622772041,18095.216911106294,35522.52622772041,-41.195796030915645,3032000,18095.21691110629,100245.97307932767,-41.195796030915645,117,10,0.0,0.2,0.0,18095.21691110629,117
10,0.2,111366.1436757358,43410.32316412197,37168.191170532205,43410.32316412197,37168.191170532205,544.1744084590873,3056000,43410.32316412197,111366.1436757358,544.1744084590873,118,10,0.0,0.2,0.0,43410.32316412197,118
