MetaTest/push-v1/AverageReturn,MetaTest/push-v1/SuccessRate,MetaTest/push-v1/TerminationRate,MetaTest/push-v1/MaxReturn,MetaTest/push-v1/StdReturn,MetaTest/push-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/push-v1/NumEpisodes,MetaTrain/Average/QfLoss,MetaTrain/Average/AlphaLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/push-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/push-v1/MinReturn,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn
-40.58687407022592,0.0,0.0,94.46171395808881,46.05614388066093,-40.58687407022593,632000,10,391031.03,6.133237,9647.593,17,0.0,-73.94110736999215,94.46171395808881,-2664.7715,-40.58687407022592,1.5644056,-40.58687407022593,0.0,-73.94110736999215,17,10,46.05614388066093
-46.02347070692473,0.0,0.0,-21.81474155489313,10.70563099528925,-46.02347070692474,656000,10,414660.22,0.90504384,27332.441,18,0.0,-60.730877693351665,-21.81474155489313,-4087.3855,-46.02347070692473,1.0906414,-46.02347070692474,0.0,-60.730877693351665,18,10,10.70563099528925
-62.12368843466707,0.0,0.0,-45.174621416128204,9.367672618147806,-62.12368843466707,680000,10,310910.34,1.1371492,8074.683,19,0.0,-77.38213142361637,-45.174621416128204,-1896.9261,-62.12368843466707,0.9805052,-62.12368843466707,0.0,-77.38213142361637,19,10,9.367672618147806
103.51462333123739,0.1,0.0,1929.9531014124543,609.4714179454195,103.51462333123746,704000,10,187923.45,-1.3966882,7369.31,20,0.1,-140.22327426111752,1929.9531014124543,-852.18976,103.51462333123739,0.8246092,103.51462333123746,0.0,-140.22327426111752,20,10,609.4714179454195
362.339901230046,0.1,0.0,2507.8395587452005,782.8944300860235,362.33990123004617,728000,10,326634.6,-4.6713552,6035.964,21,0.1,-103.6729426108637,2507.8395587452005,-4461.478,362.339901230046,1.2879785,362.33990123004617,0.0,-103.6729426108637,21,10,782.8944300860235
-45.45051144239842,0.0,0.0,-22.870042496578698,11.086028275218128,-45.45051144239842,752000,10,501755.8,-6.0056963,9897.937,22,0.0,-65.51925595733049,-22.870042496578698,-9993.244,-45.45051144239842,2.1894765,-45.45051144239842,0.0,-65.51925595733049,22,10,11.086028275218128
-36.26270786535091,0.0,0.0,-21.6264936597694,7.3682867769771825,-36.26270786535092,776000,10,383363.97,6.4316106,11021.354,23,0.0,-46.29489535450124,-21.6264936597694,-4111.3784,-36.26270786535091,2.6468687,-36.26270786535092,0.0,-46.29489535450124,23,10,7.3682867769771825
-20.242240385379375,0.0,0.0,114.91011330503113,45.60713756513863,-20.24224038537938,800000,10,598288.75,1.7678837,16241.936,24,0.0,-47.55644673974323,114.91011330503113,-4059.0217,-20.242240385379375,1.7386726,-20.24224038537938,0.0,-47.55644673974323,24,10,45.60713756513863
-62.80466808445188,0.0,0.0,-56.234942370432826,5.833126982968868,-62.8046680844519,824000,10,992875.9,-8.641725,12399.468,25,0.0,-71.88700677558948,-56.234942370432826,-17466.926,-62.80466808445188,2.4761167,-62.8046680844519,0.0,-71.88700677558948,25,10,5.833126982968868
-77.04974164094212,0.0,0.0,-53.73532546399531,11.688065531398168,-77.04974164094207,848000,10,1136154.5,-3.7363706,4015.5579,26,0.0,-93.36847525099958,-53.73532546399531,-19239.82,-77.04974164094212,3.8600655,-77.04974164094207,0.0,-93.36847525099958,26,10,11.688065531398168
1418.4802358638601,0.2,0.0,10970.422910816833,3313.3455508309735,1418.4802358638601,872000,10,949120.25,3.784528,11808.258,27,0.2,-54.83638539960291,10970.422910816833,-11598.992,1418.4802358638601,3.5902598,1418.4802358638601,0.0,-54.83638539960291,27,10,3313.3455508309735
-54.361143939504416,0.0,0.0,-43.94125492197199,7.346507538893226,-54.361143939504416,896000,10,936058.75,8.113535,36868.87,28,0.0,-64.80318927089768,-43.94125492197199,-3069.1602,-54.361143939504416,2.3357153,-54.361143939504416,0.0,-64.80318927089768,28,10,7.346507538893226
-32.678668222993316,0.0,0.0,34.481443657002444,27.464941772931617,-32.678668222993316,920000,10,733047.94,1.6054145,16329.007,29,0.0,-81.73630196479463,34.481443657002444,-5292.8906,-32.678668222993316,1.6293601,-32.678668222993316,0.0,-81.73630196479463,29,10,27.464941772931617
157.7504813848622,0.1,0.0,1477.4977495363103,458.78771094913503,157.7504813848622,944000,10,1026392.94,-2.089652,13901.0,30,0.1,-88.96939973550633,1477.4977495363103,-7073.9663,157.7504813848622,1.6600211,157.7504813848622,0.0,-88.96939973550633,30,10,458.78771094913503
16191.970615461247,0.5,0.0,61567.33104627561,21466.015920080124,16191.970615461241,968000,10,1587187.2,-9.680545,28112.15,31,0.5,-21.661535084081073,61567.33104627561,-15000.403,16191.970615461247,2.8758993,16191.970615461241,0.0,-21.661535084081073,31,10,21466.015920080124
106.92446755177293,0.0,0.0,1295.8511866388835,396.5868343073261,106.92446755177293,992000,10,2216647.5,-14.113854,27192.184,32,0.0,-52.254982530109004,1295.8511866388835,-22420.264,106.92446755177293,5.099609,106.92446755177293,0.0,-52.254982530109004,32,10,396.5868343073261
119.20407669549601,0.0,0.0,638.1558636332949,287.43773893346054,119.20407669549607,1016000,10,3057033.5,-11.3072815,40721.605,33,0.0,-87.41257209550328,638.1558636332949,-31674.494,119.20407669549601,8.547248,119.20407669549607,0.0,-87.41257209550328,33,10,287.43773893346054
13213.078089738381,0.3,0.0,55828.18497762485,20671.012534965772,13213.078089738377,1040000,10,3803247.0,-5.390282,8186.503,34,0.3,-31.899033436044146,55828.18497762485,-42750.56,13213.078089738381,11.642082,13213.078089738377,0.0,-31.899033436044146,34,10,20671.012534965772
22863.11780983529,0.2,0.0,209055.35442884537,62191.747498750745,22863.11780983529,1064000,10,4752719.0,-13.227568,4355.0684,35,0.2,-61.423523623658255,209055.35442884537,-46597.83,22863.11780983529,16.047577,22863.11780983529,0.0,-61.423523623658255,35,10,62191.747498750745
39574.68941047144,0.2,0.0,212174.1233107555,62673.18092334149,39574.68941047142,1088000,10,6516033.5,-8.968279,4168.6396,36,0.2,-27.911324375333795,212174.1233107555,-56163.28,39574.68941047144,22.477669,39574.68941047142,0.0,-27.911324375333795,36,10,62673.18092334149
4325.394631210948,0.3,0.0,12838.59916660602,4223.336500361955,4325.394631210949,1112000,10,9122105.0,-6.8233857,14545.124,37,0.3,-32.041891317371736,12838.59916660602,-68834.69,4325.394631210948,28.59475,4325.394631210949,0.0,-32.041891317371736,37,10,4223.336500361955
6450.969445085832,0.3,0.0,24632.429620934654,9358.569477016505,6450.969445085835,1136000,10,11853409.0,-4.8285313,3819.531,38,0.3,-44.17688177944504,24632.429620934654,-79182.305,6450.969445085832,33.423515,6450.969445085835,0.0,-44.17688177944504,38,10,9358.569477016505
8995.181239924344,0.5,0.0,50712.92870826458,16747.986246170654,8995.181239924344,1160000,10,14159385.0,2.0472162,23905.643,39,0.5,-50.0090666226216,50712.92870826458,-83880.27,8995.181239924344,34.904102,8995.181239924344,0.0,-50.0090666226216,39,10,16747.986246170654
42341.28730192038,0.7,0.0,200377.24646282688,58081.81396139588,42341.28730192039,1184000,10,16030981.0,-3.5351603,67266.266,40,0.7,-30.656703927914144,200377.24646282688,-91476.69,42341.28730192038,36.65677,42341.28730192039,0.0,-30.656703927914144,40,10,58081.81396139588
2950.2242040684546,0.3,0.0,23665.72553920697,6976.676118112553,2950.2242040684555,1208000,10,16665922.0,4.523523,85438.46,41,0.3,-90.58414173743878,23665.72553920697,-87019.82,2950.2242040684546,33.61139,2950.2242040684555,0.0,-90.58414173743878,41,10,6976.676118112553
22059.35850328405,0.4,0.0,79998.65459649486,30953.71460412544,22059.35850328405,1232000,10,17657410.0,1.6459558,27800.988,42,0.4,-56.58557285091069,79998.65459649486,-90189.31,22059.35850328405,33.375603,22059.35850328405,0.0,-56.58557285091069,42,10,30953.71460412544
24273.453171148227,0.4,0.0,92425.77321494752,33816.33461216405,24273.45317114821,1256000,10,20989784.0,-12.160285,2938.343,43,0.4,-149.56159141905067,92425.77321494752,-106038.67,24273.453171148227,41.80808,24273.45317114821,0.0,-149.56159141905067,43,10,33816.33461216405
5179.313826735988,0.4,0.0,34618.685897586154,11110.409676807638,5179.313826735988,1280000,10,21265294.0,0.6203402,2517.8127,44,0.4,-73.66817657275175,34618.685897586154,-104663.086,5179.313826735988,45.19602,5179.313826735988,0.0,-73.66817657275175,44,10,11110.409676807638
22991.32516719863,0.2,0.0,125790.91211803835,39962.81352140551,22991.32516719863,1304000,10,21909610.0,4.5655365,2365.8823,45,0.2,-56.4501873346607,125790.91211803835,-100424.266,22991.32516719863,41.932793,22991.32516719863,0.0,-56.4501873346607,45,10,39962.81352140551
27057.02975636614,0.3,0.0,201805.02883495478,59143.17698275532,27057.02975636613,1328000,10,22137274.0,5.8677754,7534.1235,46,0.3,-82.87064958324837,201805.02883495478,-91331.555,27057.02975636614,35.686726,27057.02975636613,0.0,-82.87064958324837,46,10,59143.17698275532
9567.735317920828,0.2,0.0,60996.045858120466,18941.751505084907,9567.735317920826,1352000,10,24305334.0,1.1528021,23143.371,47,0.2,-56.929052272920075,60996.045858120466,-85553.69,9567.735317920828,31.397787,9567.735317920826,0.0,-56.929052272920075,47,10,18941.751505084907
22079.939338786608,0.5,0.0,154735.05660818564,46559.57583569562,22079.939338786608,1376000,10,30554902.0,-2.5604248,36686.65,48,0.5,-95.28526072274451,154735.05660818564,-89540.24,22079.939338786608,33.864677,22079.939338786608,0.0,-95.28526072274451,48,10,46559.57583569562
25570.422461989554,0.6,0.0,133007.57418654213,42237.37419432917,25570.42246198957,1400000,10,33106760.0,3.2324185,151528.31,49,0.6,-137.97431246159076,133007.57418654213,-87967.73,25570.422461989554,32.413837,25570.42246198957,0.0,-137.97431246159076,49,10,42237.37419432917
