TotalEnvSteps,MetaTest/button-press-topdown-wall-v1/AverageDiscountedReturn,MetaTest/button-press-topdown-wall-v1/Iteration,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/button-press-topdown-wall-v1/NumTrajs,MetaTest/button-press-topdown-wall-v1/StdReturn,MetaTest/Average/NumTrajs,MetaTest/Average/MinReturn,MetaTest/button-press-topdown-wall-v1/TerminationRate,MetaTest/button-press-topdown-wall-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/button-press-topdown-wall-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-wall-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/button-press-topdown-wall-v1/AverageReturn
3080000,153218.31042373838,119,119,127028.00467044844,0.7,10,127028.00467044844,10,-20.742864486577965,0.0,0.7,314991.6221104987,-20.742864486577965,0.0,153218.31042373844,314991.6221104987,153218.31042373838,153218.31042373844
3104000,283891.7407362621,120,120,20413.473248202565,1.0,10,20413.473248202565,10,248436.0940551575,0.0,1.0,320720.0342000427,248436.0940551575,0.0,283891.74073626223,320720.0342000427,283891.7407362621,283891.74073626223
3128000,200666.77721515152,121,121,112339.9416487596,0.9,10,112339.9416487596,10,20686.015238375596,0.0,0.9,325228.4680527313,20686.015238375596,0.0,200666.77721515158,325228.4680527313,200666.77721515152,200666.77721515158
3152000,230476.87090891422,122,122,85840.01230301287,1.0,10,85840.01230301287,10,62570.18157689829,0.0,1.0,322101.1315624386,62570.18157689829,0.0,230476.87090891422,322101.1315624386,230476.87090891422,230476.87090891422
3176000,234574.73644930698,123,123,58616.078449282584,1.0,10,58616.078449282584,10,134496.40584754676,0.0,1.0,315554.6447697414,134496.40584754676,0.0,234574.73644930698,315554.6447697414,234574.73644930698,234574.73644930698
3200000,217630.0259183704,124,124,101113.0564781736,0.9,10,101113.0564781736,10,71366.75211839979,0.0,0.9,320246.1178155576,71366.75211839979,0.0,217630.02591837035,320246.1178155576,217630.0259183704,217630.02591837035
3224000,223755.07304174168,125,125,114973.5347790499,1.0,10,114973.5347790499,10,20416.584434531866,0.0,1.0,324031.2261174153,20416.584434531866,0.0,223755.07304174165,324031.2261174153,223755.07304174168,223755.07304174165
3248000,245793.4158994556,126,126,90858.04565551931,1.0,10,90858.04565551931,10,66821.4796296257,0.0,1.0,325029.1994402317,66821.4796296257,0.0,245793.4158994556,325029.1994402317,245793.4158994556,245793.4158994556
3272000,291207.20782613644,127,127,59125.75388716032,1.0,10,59125.75388716032,10,115159.7444091225,0.0,1.0,324501.17637036555,115159.7444091225,0.0,291207.20782613644,324501.17637036555,291207.20782613644,291207.20782613644
3296000,255697.93373141057,128,128,111752.1617621779,1.0,10,111752.1617621779,10,13525.902619718501,0.0,1.0,332455.33946976933,13525.902619718501,0.0,255697.9337314107,332455.33946976933,255697.93373141057,255697.9337314107
3320000,255299.81418231042,129,129,90900.73335291476,1.0,10,90900.73335291476,10,72884.61391379639,0.0,1.0,331257.0108720189,72884.61391379639,0.0,255299.81418231042,331257.0108720189,255299.81418231042,255299.81418231042
3344000,287752.1279528976,130,130,75581.24032807727,1.0,10,75581.24032807727,10,66175.26066263772,0.0,1.0,332114.9164684356,66175.26066263772,0.0,287752.12795289763,332114.9164684356,287752.1279528976,287752.12795289763
3368000,238439.81233968277,131,131,121707.35715996478,0.9,10,121707.35715996478,10,26044.83750717578,0.0,0.9,334914.6762937734,26044.83750717578,0.0,238439.81233968283,334914.6762937734,238439.81233968277,238439.81233968283
3392000,318004.71833563974,132,132,16292.31414803318,1.0,10,16292.31414803318,10,275047.0122837452,0.0,1.0,332173.13138433575,275047.0122837452,0.0,318004.71833563957,332173.13138433575,318004.71833563974,318004.71833563957
3416000,295617.01234825363,133,133,30867.555782096988,1.0,10,30867.555782096988,10,227479.43855191817,0.0,1.0,326873.0751528743,227479.43855191817,0.0,295617.0123482536,326873.0751528743,295617.01234825363,295617.0123482536
3440000,306358.5825475615,134,134,16172.749453379054,1.0,10,16172.749453379054,10,278667.163456102,0.0,1.0,321782.76713015576,278667.163456102,0.0,306358.58254756144,321782.76713015576,306358.5825475615,306358.58254756144
3464000,282097.4608651508,135,135,51793.74201627193,1.0,10,51793.74201627193,10,141908.2856076152,0.0,1.0,320112.9903327685,141908.2856076152,0.0,282097.4608651509,320112.9903327685,282097.4608651508,282097.4608651509
3488000,305868.06383673666,136,136,20023.146662441537,1.0,10,20023.146662441537,10,255793.2990075156,0.0,1.0,325803.7758549979,255793.2990075156,0.0,305868.06383673666,325803.7758549979,305868.06383673666,305868.06383673666
3512000,154900.42020060946,137,137,155100.56752706316,0.5,10,155100.56752706316,10,-101.14742892673011,0.0,0.5,324135.555237182,-101.14742892673011,0.0,154900.42020060946,324135.555237182,154900.42020060946,154900.42020060946
3536000,95742.97309487236,138,138,146353.0046164888,0.4,10,146353.0046164888,10,-84.93889802805323,0.0,0.4,322830.00853910804,-84.93889802805323,0.0,95742.97309487229,322830.00853910804,95742.97309487236,95742.97309487229
3560000,82892.13412852367,139,139,123043.02165247386,0.4,10,123043.02165247386,10,-83.72754904856865,0.0,0.4,287746.63759794005,-83.72754904856865,0.0,82892.13412852363,287746.63759794005,82892.13412852367,82892.13412852363
3584000,109347.23159369375,140,140,141193.896203034,0.5,10,141193.896203034,10,-27.009044607919062,0.0,0.5,331525.9347951944,-27.009044607919062,0.0,109347.2315936938,331525.9347951944,109347.23159369375,109347.2315936938
3608000,153580.32123775722,141,141,154752.96297181686,0.5,10,154752.96297181686,10,-69.45779337089613,0.0,0.5,335181.5980474176,-69.45779337089613,0.0,153580.32123775725,335181.5980474176,153580.32123775722,153580.32123775725
3632000,141425.00986342898,142,142,144984.19390728782,0.5,10,144984.19390728782,10,-53.815521365657766,0.0,0.5,324494.00322438264,-53.815521365657766,0.0,141425.00986342898,324494.00322438264,141425.00986342898,141425.00986342898
3656000,166428.31891113298,143,143,123876.6473612052,0.7,10,123876.6473612052,10,867.3343302233976,0.0,0.7,319189.82030768495,867.3343302233976,0.0,166428.31891113298,319189.82030768495,166428.31891113298,166428.31891113298
3680000,317915.7874810768,144,144,12956.745093527097,1.0,10,12956.745093527097,10,284104.29163748294,0.0,1.0,332694.98928296956,284104.29163748294,0.0,317915.7874810767,332694.98928296956,317915.7874810768,317915.7874810767
3704000,301806.79518101126,145,145,30518.541650694122,1.0,10,30518.541650694122,10,222337.87011918935,0.0,1.0,335048.47439250833,222337.87011918935,0.0,301806.79518101126,335048.47439250833,301806.79518101126,301806.79518101126
3728000,293178.54714519373,146,146,28147.790849764162,1.0,10,28147.790849764162,10,242242.72617818697,0.0,1.0,329403.2284789074,242242.72617818697,0.0,293178.5471451937,329403.2284789074,293178.54714519373,293178.5471451937
3752000,296873.3055488854,147,147,18481.83246476304,1.0,10,18481.83246476304,10,265081.154605045,0.0,1.0,326917.0769621783,265081.154605045,0.0,296873.3055488855,326917.0769621783,296873.3055488854,296873.3055488855
3776000,304580.43754950975,148,148,25186.64184865177,1.0,10,25186.64184865177,10,249665.1178768383,0.0,1.0,330492.95920740184,249665.1178768383,0.0,304580.43754950975,330492.95920740184,304580.43754950975,304580.43754950975
3800000,310627.24694721325,149,149,26013.059564769657,1.0,10,26013.059564769657,10,242438.19168241328,0.0,1.0,331585.2195361132,242438.19168241328,0.0,310627.2469472133,331585.2195361132,310627.24694721325,310627.2469472133
3824000,309492.59742056526,150,150,19315.851168729612,1.0,10,19315.851168729612,10,257523.2702856457,0.0,1.0,323604.6748719444,257523.2702856457,0.0,309492.5974205653,323604.6748719444,309492.59742056526,309492.5974205653
3848000,278636.15073298314,151,151,42374.48127843604,1.0,10,42374.48127843604,10,228201.9592959507,0.0,1.0,327719.85339184105,228201.9592959507,0.0,278636.150732983,327719.85339184105,278636.15073298314,278636.150732983
3872000,288534.43674290413,152,152,37079.91926141331,1.0,10,37079.91926141331,10,223507.05561784963,0.0,1.0,333037.67031220027,223507.05561784963,0.0,288534.43674290413,333037.67031220027,288534.43674290413,288534.43674290413
3896000,308518.99091135344,153,153,19531.7044139843,1.0,10,19531.7044139843,10,258534.53027236855,0.0,1.0,326135.9698190956,258534.53027236855,0.0,308518.9909113534,326135.9698190956,308518.99091135344,308518.9909113534
3920000,117668.09875327891,154,154,130990.44157039675,0.5,10,130990.44157039675,10,-57.26214223115499,0.0,0.5,326165.3363103015,-57.26214223115499,0.0,117668.09875327891,326165.3363103015,117668.09875327891,117668.09875327891
3944000,147597.48321476724,155,155,149443.489472448,0.5,10,149443.489472448,10,-99.57309821381811,0.0,0.5,337890.1579514892,-99.57309821381811,0.0,147597.48321476724,337890.1579514892,147597.48321476724,147597.48321476724
3968000,151217.778712834,156,156,151756.86209071102,0.5,10,151756.86209071102,10,-42.666089686654296,0.0,0.5,322906.50395184965,-42.666089686654296,0.0,151217.77871283403,322906.50395184965,151217.778712834,151217.77871283403
3992000,277308.37943212385,157,157,76198.86255942445,0.9,10,76198.86255942445,10,81955.10298486016,0.0,0.9,328420.01757252106,81955.10298486016,0.0,277308.37943212385,328420.01757252106,277308.37943212385,277308.37943212385
4016000,308050.0440924191,158,158,24114.995840257954,1.0,10,24114.995840257954,10,257102.25418122608,0.0,1.0,328993.7084515202,257102.25418122608,0.0,308050.0440924191,328993.7084515202,308050.0440924191,308050.0440924191
4040000,304910.41607015894,159,159,26285.13486810865,0.9,10,26285.13486810865,10,246992.53446939777,0.0,0.9,331218.5897517196,246992.53446939777,0.0,304910.41607015894,331218.5897517196,304910.41607015894,304910.41607015894
4064000,304036.0914088932,160,160,22847.271252197486,1.0,10,22847.271252197486,10,264742.50753757585,0.0,1.0,329601.7587752904,264742.50753757585,0.0,304036.09140889323,329601.7587752904,304036.0914088932,304036.09140889323
4088000,321319.31995748973,161,161,8086.7095267624,1.0,10,8086.7095267624,10,305999.44375369267,0.0,1.0,328953.2094593676,305999.44375369267,0.0,321319.31995748985,328953.2094593676,321319.31995748973,321319.31995748985
4112000,269057.3213187667,162,162,73922.94369298591,0.9,10,73922.94369298591,10,121630.02122598894,0.0,0.9,333380.8156242318,121630.02122598894,0.0,269057.3213187667,333380.8156242318,269057.3213187667,269057.3213187667
4136000,309991.7605716207,163,163,26558.697837066095,1.0,10,26558.697837066095,10,248281.96754803584,0.0,1.0,341073.7638447483,248281.96754803584,0.0,309991.7605716208,341073.7638447483,309991.7605716207,309991.7605716208
4160000,318244.50358075846,164,164,17393.28906810693,1.0,10,17393.28906810693,10,276384.39548989217,0.0,1.0,339254.95234075875,276384.39548989217,0.0,318244.5035807584,339254.95234075875,318244.50358075846,318244.5035807584
4184000,267648.102413865,165,165,89086.0988027565,1.0,10,89086.0988027565,10,71502.1267626221,0.0,1.0,333564.0280242441,71502.1267626221,0.0,267648.102413865,333564.0280242441,267648.102413865,267648.102413865
4208000,294445.03485528094,166,166,41553.639765734304,1.0,10,41553.639765734304,10,191531.63595071758,0.0,1.0,327201.47022605955,191531.63595071758,0.0,294445.034855281,327201.47022605955,294445.03485528094,294445.034855281
4232000,304900.9893783621,167,167,36257.0099803092,1.0,10,36257.0099803092,10,207237.04314348235,0.0,1.0,342854.37973176816,207237.04314348235,0.0,304900.9893783621,342854.37973176816,304900.9893783621,304900.9893783621
4256000,284146.23369815305,168,168,73049.6995234303,1.0,10,73049.6995234303,10,88069.62987265321,0.0,1.0,334213.97662865056,88069.62987265321,0.0,284146.23369815305,334213.97662865056,284146.23369815305,284146.23369815305
4280000,286849.7138277816,169,169,52217.57028520455,1.0,10,52217.57028520455,10,175450.68055977335,0.0,1.0,334299.2048826213,175450.68055977335,0.0,286849.7138277816,334299.2048826213,286849.7138277816,286849.7138277816
4304000,293276.3836758145,170,170,37402.782662126265,1.0,10,37402.782662126265,10,212726.22816225994,0.0,1.0,327401.6625394284,212726.22816225994,0.0,293276.3836758145,327401.6625394284,293276.3836758145,293276.3836758145
4328000,295336.07094170165,171,171,52914.77076499387,1.0,10,52914.77076499387,10,163641.5911583408,0.0,1.0,332262.4650974348,163641.5911583408,0.0,295336.07094170165,332262.4650974348,295336.07094170165,295336.07094170165
4352000,310504.6509500217,172,172,14810.193896315734,1.0,10,14810.193896315734,10,278606.215501784,0.0,1.0,331113.3358769999,278606.215501784,0.0,310504.6509500217,331113.3358769999,310504.6509500217,310504.6509500217
4376000,311140.9614160758,173,173,16644.81010228573,1.0,10,16644.81010228573,10,274086.9415800801,0.0,1.0,334218.95395786816,274086.9415800801,0.0,311140.96141607576,334218.95395786816,311140.9614160758,311140.96141607576
4400000,305463.2538524971,174,174,16610.09919041394,1.0,10,16610.09919041394,10,283222.9643991647,0.0,1.0,329929.1752544602,283222.9643991647,0.0,305463.25385249715,329929.1752544602,305463.2538524971,305463.25385249715
4424000,309813.56757115305,175,175,13123.779393098777,1.0,10,13123.779393098777,10,285200.49112904613,0.0,1.0,332126.14745762444,285200.49112904613,0.0,309813.5675711531,332126.14745762444,309813.56757115305,309813.5675711531
4448000,310055.85090428207,176,176,17352.000555914517,1.0,10,17352.000555914517,10,275472.58573440724,0.0,1.0,336386.0358405981,275472.58573440724,0.0,310055.850904282,336386.0358405981,310055.85090428207,310055.850904282
4472000,309056.19006660476,177,177,19088.560726629632,1.0,10,19088.560726629632,10,280859.48696641286,0.0,1.0,335031.38978341,280859.48696641286,0.0,309056.1900666047,335031.38978341,309056.19006660476,309056.1900666047
4496000,302568.49434744,178,178,36403.74751162755,1.0,10,36403.74751162755,10,198354.0520927299,0.0,1.0,331938.87595039123,198354.0520927299,0.0,302568.49434743996,331938.87595039123,302568.49434744,302568.49434743996
4520000,313391.1938186502,179,179,24384.07643476577,1.0,10,24384.07643476577,10,258239.64397765644,0.0,1.0,340829.7761392787,258239.64397765644,0.0,313391.19381865015,340829.7761392787,313391.1938186502,313391.19381865015
4544000,313763.5086373939,180,180,13728.940365772733,1.0,10,13728.940365772733,10,285967.39595866285,0.0,1.0,333971.862230492,285967.39595866285,0.0,313763.5086373938,333971.862230492,313763.5086373939,313763.5086373938
4568000,118402.70957085572,181,181,126469.50145920296,0.2,10,126469.50145920296,10,-98.8012528979687,0.0,0.2,315470.8746788116,-98.8012528979687,0.0,118402.70957085575,315470.8746788116,118402.70957085572,118402.70957085575
4592000,298224.45582539367,182,182,26642.39352928461,1.0,10,26642.39352928461,10,246245.94923999865,0.0,1.0,329434.02826371795,246245.94923999865,0.0,298224.45582539367,329434.02826371795,298224.45582539367,298224.45582539367
4616000,314972.6885541802,183,183,18461.7951972848,1.0,10,18461.7951972848,10,280631.95548258215,0.0,1.0,334821.7611419106,280631.95548258215,0.0,314972.6885541802,334821.7611419106,314972.6885541802,314972.6885541802
4640000,303120.130893844,184,184,25270.753756106726,1.0,10,25270.753756106726,10,262241.6612415974,0.0,1.0,339429.1287611349,262241.6612415974,0.0,303120.1308938439,339429.1287611349,303120.130893844,303120.1308938439
4664000,318364.00117286853,185,185,10183.226054749852,1.0,10,10183.226054749852,10,300818.93986092857,0.0,1.0,339160.15792193264,300818.93986092857,0.0,318364.00117286865,339160.15792193264,318364.00117286853,318364.00117286865
4688000,82630.3209846728,186,186,108700.86284259065,0.1,10,108700.86284259065,10,-94.75666794045146,0.0,0.1,328222.29202420014,-94.75666794045146,0.0,82630.32098467281,328222.29202420014,82630.3209846728,82630.32098467281
4712000,167044.51520726987,187,187,167120.38702526048,0.5,10,167120.38702526048,10,-66.22172105489987,0.0,0.5,338389.4120135636,-66.22172105489987,0.0,167044.51520726984,338389.4120135636,167044.51520726987,167044.51520726984
4736000,130827.31695289002,188,188,136812.82216852604,0.2,10,136812.82216852604,10,-93.00166237059858,0.0,0.2,332611.79492996685,-93.00166237059858,0.0,130827.31695289002,332611.79492996685,130827.31695289002,130827.31695289002
4760000,267669.49354581925,189,189,62965.47929352784,1.0,10,62965.47929352784,10,86062.94501289229,0.0,1.0,315973.23008498765,86062.94501289229,0.0,267669.4935458194,315973.23008498765,267669.49354581925,267669.4935458194
4784000,290710.48715730256,190,190,22814.036521154867,1.0,10,22814.036521154867,10,256465.43569960247,0.0,1.0,325609.8525687996,256465.43569960247,0.0,290710.48715730256,325609.8525687996,290710.48715730256,290710.48715730256
4808000,216959.65934508838,191,191,67074.46301272484,0.9,10,67074.46301272484,10,51682.5864577014,0.0,0.9,337150.660594166,51682.5864577014,0.0,216959.65934508835,337150.660594166,216959.65934508838,216959.65934508835
4832000,290996.5236820817,192,192,45104.74765191969,1.0,10,45104.74765191969,10,170962.6694713351,0.0,1.0,330943.21654403175,170962.6694713351,0.0,290996.52368208166,330943.21654403175,290996.5236820817,290996.52368208166
4856000,259843.4995295791,193,193,82840.59526625085,0.9,10,82840.59526625085,10,74132.97318497192,0.0,0.9,336918.2879714967,74132.97318497192,0.0,259843.4995295792,336918.2879714967,259843.4995295791,259843.4995295792
4880000,281214.96411550307,194,194,52294.271220121715,0.9,10,52294.271220121715,10,146547.66022765168,0.0,0.9,327718.83920074115,146547.66022765168,0.0,281214.9641155031,327718.83920074115,281214.96411550307,281214.9641155031
4904000,290975.53133259795,195,195,26809.822169634488,1.0,10,26809.822169634488,10,247886.49105976085,0.0,1.0,328051.21260133624,247886.49105976085,0.0,290975.53133259795,328051.21260133624,290975.53133259795,290975.53133259795
4928000,310693.0349501311,196,196,14117.323746073187,1.0,10,14117.323746073187,10,289788.91270151647,0.0,1.0,334882.55286224216,289788.91270151647,0.0,310693.0349501311,334882.55286224216,310693.0349501311,310693.0349501311
4952000,182446.91476853742,197,197,124531.74997252101,0.5,10,124531.74997252101,10,1704.3293945452922,0.0,0.5,323077.8508148488,1704.3293945452922,0.0,182446.91476853733,323077.8508148488,182446.91476853742,182446.91476853733
4976000,278094.15701557015,198,198,94260.70789737154,0.9,10,94260.70789737154,10,1830.0127820274129,0.0,0.9,329777.5740710722,1830.0127820274129,0.0,278094.1570155702,329777.5740710722,278094.15701557015,278094.1570155702
5000000,280274.58614918386,199,199,44168.73013224532,1.0,10,44168.73013224532,10,170310.2059375887,0.0,1.0,324835.1608681279,170310.2059375887,0.0,280274.58614918386,324835.1608681279,280274.58614918386,280274.58614918386
5024000,305599.8663604315,200,200,11774.710380013958,1.0,10,11774.710380013958,10,287026.6620340466,0.0,1.0,333528.54551257775,287026.6620340466,0.0,305599.8663604315,333528.54551257775,305599.8663604315,305599.8663604315
5048000,269441.0545837675,201,201,30885.18894607095,1.0,10,30885.18894607095,10,223202.5029608897,0.0,1.0,313823.9044691448,223202.5029608897,0.0,269441.0545837674,313823.9044691448,269441.0545837675,269441.0545837674
5072000,294012.81427571824,202,202,25619.021564017956,1.0,10,25619.021564017956,10,245224.52637747978,0.0,1.0,319891.84659100475,245224.52637747978,0.0,294012.8142757183,319891.84659100475,294012.81427571824,294012.8142757183
5096000,290159.8009813294,203,203,18868.945770202958,1.0,10,18868.945770202958,10,265600.6478240479,0.0,1.0,333802.51996562723,265600.6478240479,0.0,290159.8009813294,333802.51996562723,290159.8009813294,290159.8009813294
5120000,307760.15789371205,204,204,16996.170421773393,1.0,10,16996.170421773393,10,287225.10915767035,0.0,1.0,338263.07239343703,287225.10915767035,0.0,307760.1578937121,338263.07239343703,307760.15789371205,307760.1578937121
5144000,309986.8952915047,205,205,23118.09760151508,1.0,10,23118.09760151508,10,249645.58424285334,0.0,1.0,334010.2423569496,249645.58424285334,0.0,309986.8952915046,334010.2423569496,309986.8952915047,309986.8952915046
5168000,297631.61363682535,206,206,36437.387523125646,1.0,10,36437.387523125646,10,203631.0663319338,0.0,1.0,330070.30462175235,203631.0663319338,0.0,297631.61363682535,330070.30462175235,297631.61363682535,297631.61363682535
5192000,154762.9959535995,207,207,148061.67307085928,0.5,10,148061.67307085928,10,-43.086757823969315,0.0,0.5,312098.7268116733,-43.086757823969315,0.0,154762.99595359943,312098.7268116733,154762.9959535995,154762.99595359943
5216000,138915.30551070927,208,208,141185.92317158956,0.5,10,141185.92317158956,10,-28.653784771581886,0.0,0.5,326686.3508426137,-28.653784771581886,0.0,138915.30551070924,326686.3508426137,138915.30551070927,138915.30551070924
5240000,151103.45952690666,209,209,153645.9940906069,0.5,10,153645.9940906069,10,-88.26204656026965,0.0,0.5,324547.4489379296,-88.26204656026965,0.0,151103.45952690666,324547.4489379296,151103.45952690666,151103.45952690666
5264000,130316.44731095184,210,210,139048.3726772869,0.5,10,139048.3726772869,10,-31.629742779456663,0.0,0.5,329091.15088564204,-31.629742779456663,0.0,130316.44731095184,329091.15088564204,130316.44731095184,130316.44731095184
5288000,311974.3990879633,211,211,10126.194152878406,1.0,10,10126.194152878406,10,289414.3607857844,0.0,1.0,323614.5090918184,289414.3607857844,0.0,311974.3990879633,323614.5090918184,311974.3990879633,311974.3990879633
5312000,301859.2015352817,212,212,23677.213313399247,1.0,10,23677.213313399247,10,257059.61567710867,0.0,1.0,332927.5433242169,257059.61567710867,0.0,301859.20153528167,332927.5433242169,301859.2015352817,301859.20153528167
5336000,296433.3296178607,213,213,19890.60481595052,1.0,10,19890.60481595052,10,251606.47133411226,0.0,1.0,331617.17179464985,251606.47133411226,0.0,296433.3296178607,331617.17179464985,296433.3296178607,296433.3296178607
5360000,292706.3438806165,214,214,20737.71942805839,1.0,10,20737.71942805839,10,268774.05322892364,0.0,1.0,330775.6836383719,268774.05322892364,0.0,292706.3438806164,330775.6836383719,292706.3438806165,292706.3438806164
5384000,298643.63601313805,215,215,32206.18558893103,1.0,10,32206.18558893103,10,214838.3274974377,0.0,1.0,342268.3022590504,214838.3274974377,0.0,298643.636013138,342268.3022590504,298643.63601313805,298643.636013138
5408000,284248.93801774783,216,216,47144.604807879165,1.0,10,47144.604807879165,10,187921.8615620266,0.0,1.0,321517.7207444899,187921.8615620266,0.0,284248.9380177479,321517.7207444899,284248.93801774783,284248.9380177479
5432000,311255.5527599275,217,217,18966.83397070504,1.0,10,18966.83397070504,10,276958.63105338364,0.0,1.0,343978.6460454465,276958.63105338364,0.0,311255.5527599276,343978.6460454465,311255.5527599275,311255.5527599276
5456000,297052.2136137835,218,218,22780.5126363854,1.0,10,22780.5126363854,10,247628.933367492,0.0,1.0,325700.19862785045,247628.933367492,0.0,297052.2136137835,325700.19862785045,297052.2136137835,297052.2136137835
5480000,279061.6961811936,219,219,43552.8515146017,0.9,10,43552.8515146017,10,182642.5267442956,0.0,0.9,324025.4720333025,182642.5267442956,0.0,279061.6961811936,324025.4720333025,279061.6961811936,279061.6961811936
5504000,301507.2195027614,220,220,40606.21993588187,1.0,10,40606.21993588187,10,215640.35649089815,0.0,1.0,335140.3988597434,215640.35649089815,0.0,301507.2195027615,335140.3988597434,301507.2195027614,301507.2195027615
5528000,294928.64347279415,221,221,37424.027242145174,1.0,10,37424.027242145174,10,201472.3214611106,0.0,1.0,331873.6737474096,201472.3214611106,0.0,294928.64347279415,331873.6737474096,294928.64347279415,294928.64347279415
5552000,301408.7001180826,222,222,41129.299303902,0.9,10,41129.299303902,10,192775.2080845258,0.0,0.9,339808.5212680776,192775.2080845258,0.0,301408.7001180826,339808.5212680776,301408.7001180826,301408.7001180826
5576000,307569.968548363,223,223,23313.274172575315,1.0,10,23313.274172575315,10,250780.34193779592,0.0,1.0,334947.43438493815,250780.34193779592,0.0,307569.96854836313,334947.43438493815,307569.968548363,307569.96854836313
5600000,289159.3640051426,224,224,19171.396704454462,1.0,10,19171.396704454462,10,257301.41026345,0.0,1.0,316001.6867014813,257301.41026345,0.0,289159.3640051426,316001.6867014813,289159.3640051426,289159.3640051426
5624000,297578.4919533384,225,225,30281.372789255805,0.9,10,30281.372789255805,10,227143.16856218711,0.0,0.9,326131.7233819972,227143.16856218711,0.0,297578.4919533384,326131.7233819972,297578.4919533384,297578.4919533384
5648000,261935.29367883265,226,226,54339.90683596743,0.8,10,54339.90683596743,10,177916.44067223294,0.0,0.8,333497.6170916672,177916.44067223294,0.0,261935.29367883256,333497.6170916672,261935.29367883265,261935.29367883256
5672000,250744.18581222938,227,227,61582.5118161037,1.0,10,61582.5118161037,10,187356.26954461721,0.0,1.0,334005.21225596033,187356.26954461721,0.0,250744.1858122293,334005.21225596033,250744.18581222938,250744.1858122293
5696000,280441.3557082315,228,228,51575.90045910888,1.0,10,51575.90045910888,10,200773.64183311324,0.0,1.0,331751.0687208239,200773.64183311324,0.0,280441.35570823157,331751.0687208239,280441.3557082315,280441.35570823157
5720000,296698.29721649643,229,229,26115.24902369551,1.0,10,26115.24902369551,10,253668.3937179074,0.0,1.0,337623.9613217673,253668.3937179074,0.0,296698.29721649643,337623.9613217673,296698.29721649643,296698.29721649643
5744000,307712.0987241204,230,230,17689.098183732494,1.0,10,17689.098183732494,10,277263.4434459529,0.0,1.0,328775.9384913142,277263.4434459529,0.0,307712.0987241205,328775.9384913142,307712.0987241204,307712.0987241205
5768000,318128.00344435405,231,231,9935.70323715991,1.0,10,9935.70323715991,10,296749.68986255856,0.0,1.0,329162.67284162156,296749.68986255856,0.0,318128.00344435417,329162.67284162156,318128.00344435405,318128.00344435417
5792000,308359.9619194376,232,232,34645.35816634956,1.0,10,34645.35816634956,10,218768.52856497213,0.0,1.0,336727.4070994232,218768.52856497213,0.0,308359.96191943757,336727.4070994232,308359.9619194376,308359.96191943757
5816000,309618.0966415795,233,233,18015.776784930167,1.0,10,18015.776784930167,10,271801.3311167407,0.0,1.0,334622.1410599825,271801.3311167407,0.0,309618.09664157947,334622.1410599825,309618.0966415795,309618.09664157947
5840000,313128.00718634867,234,234,23230.31767569305,1.0,10,23230.31767569305,10,250264.81845414653,0.0,1.0,333925.60725020425,250264.81845414653,0.0,313128.00718634867,333925.60725020425,313128.00718634867,313128.00718634867
5864000,70992.25957613732,235,235,71129.10774675115,0.0,10,71129.10774675115,10,-88.44488188692185,0.0,0.0,148929.61695983785,-88.44488188692185,0.0,70992.25957613732,148929.61695983785,70992.25957613732,70992.25957613732
5888000,298881.9554523533,236,236,37337.721166977695,1.0,10,37337.721166977695,10,238500.0862128985,0.0,1.0,335921.07646401547,238500.0862128985,0.0,298881.9554523532,335921.07646401547,298881.9554523533,298881.9554523532
5912000,221718.52392486477,237,237,106053.60466711268,1.0,10,106053.60466711268,10,19936.822470037136,0.0,1.0,335918.4418111643,19936.822470037136,0.0,221718.52392486474,335918.4418111643,221718.52392486477,221718.52392486474
5936000,116746.49615562437,238,238,139237.09878467687,0.4,10,139237.09878467687,10,-74.87613181845585,0.0,0.4,320392.7222485453,-74.87613181845585,0.0,116746.49615562435,320392.7222485453,116746.49615562437,116746.49615562435
5960000,290633.2525959839,239,239,51470.619008730675,1.0,10,51470.619008730675,10,141980.08664168333,0.0,1.0,321254.35700146534,141980.08664168333,0.0,290633.25259598397,321254.35700146534,290633.2525959839,290633.25259598397
5984000,300142.20609144226,240,240,11187.931947012905,1.0,10,11187.931947012905,10,277717.19429206033,0.0,1.0,316875.4567614746,277717.19429206033,0.0,300142.20609144226,316875.4567614746,300142.20609144226,300142.20609144226
6008000,281443.17363133834,241,241,37993.59796817913,1.0,10,37993.59796817913,10,205494.2239075304,0.0,1.0,341043.28354115214,205494.2239075304,0.0,281443.17363133834,341043.28354115214,281443.17363133834,281443.17363133834
6032000,305267.4395235232,242,242,20774.521697041622,1.0,10,20774.521697041622,10,271367.65235299175,0.0,1.0,338013.3224713475,271367.65235299175,0.0,305267.43952352315,338013.3224713475,305267.4395235232,305267.43952352315
6056000,306269.4438493277,243,243,31520.98611289602,1.0,10,31520.98611289602,10,237370.48492793742,0.0,1.0,336932.21915193036,237370.48492793742,0.0,306269.44384932774,336932.21915193036,306269.4438493277,306269.44384932774
