MetaTest/Average/NumTrajs,MetaTest/box-close-v1/StdReturn,MetaTest/box-close-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/box-close-v1/MinReturn,MetaTest/box-close-v1/AverageReturn,MetaTest/box-close-v1/SuccessRate,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/box-close-v1/TerminationRate,MetaTest/box-close-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/box-close-v1/AverageDiscountedReturn,MetaTest/box-close-v1/NumTrajs,MetaTest/Average/StdReturn
10,0.7423778840712513,10,-3.477847016061176,-3.477847016061177,10,0.0,-4.426472103033729,-3.477847016061177,0.0,0.0,464000,0.0,-2.426233123422105,-4.426472103033729,-2.426233123422105,-3.477847016061176,10,0.7423778840712513
10,0.37676855424584743,11,-2.7769429948991755,-2.7769429948991755,11,0.0,-3.395859931222373,-2.7769429948991755,0.0,0.0,488000,0.0,-2.13785859591177,-3.395859931222373,-2.13785859591177,-2.7769429948991755,10,0.37676855424584743
10,0.786719060078168,12,-3.233851242210586,-3.233851242210585,12,0.0,-4.282542238135134,-3.233851242210585,0.0,0.0,512000,0.0,-2.251683622664086,-4.282542238135134,-2.251683622664086,-3.233851242210586,10,0.786719060078168
10,0.5909041353769875,13,-3.0131715793539082,-3.013171579353908,13,0.0,-3.915941431943211,-3.013171579353908,0.0,0.0,536000,0.0,-1.8629652460007908,-3.915941431943211,-1.8629652460007908,-3.0131715793539082,10,0.5909041353769875
10,0.7115660909796165,14,-3.479158882254089,-3.479158882254089,14,0.0,-4.534096278616364,-3.479158882254089,0.0,0.0,560000,0.0,-2.70550690960424,-4.534096278616364,-2.70550690960424,-3.479158882254089,10,0.7115660909796165
10,0.6368424872182612,15,-4.049054565346144,-4.049054565346145,15,0.0,-4.990856780032537,-4.049054565346145,0.0,0.0,584000,0.0,-2.9810959113645774,-4.990856780032537,-2.9810959113645774,-4.049054565346144,10,0.6368424872182612
10,0.5412455165858747,16,-3.877004932324728,-3.877004932324728,16,0.0,-4.820621324514568,-3.877004932324728,0.0,0.0,608000,0.0,-2.8639689114335405,-4.820621324514568,-2.8639689114335405,-3.877004932324728,10,0.5412455165858747
10,0.7165796026631379,17,-5.37790704407984,-5.377907044079842,17,0.0,-6.5772214153629545,-5.377907044079842,0.0,0.0,632000,0.0,-4.433124762882718,-6.5772214153629545,-4.433124762882718,-5.37790704407984,10,0.7165796026631379
10,1.1572625770201512,18,-3.4379507848148094,-3.437950784814808,18,0.0,-5.300115793660525,-3.437950784814808,0.0,0.0,656000,0.0,-2.434705334826821,-5.300115793660525,-2.434705334826821,-3.4379507848148094,10,1.1572625770201512
10,0.5527798203867513,19,-4.62230384623677,-4.622303846236771,19,0.0,-5.789515251196575,-4.622303846236771,0.0,0.0,680000,0.0,-3.5452078163363305,-5.789515251196575,-3.5452078163363305,-4.62230384623677,10,0.5527798203867513
10,0.7419065216979583,20,-3.912190414346793,-3.912190414346793,20,0.0,-5.369227250732509,-3.912190414346793,0.0,0.0,704000,0.0,-3.129422170220894,-5.369227250732509,-3.129422170220894,-3.912190414346793,10,0.7419065216979583
10,0.36674275272982754,21,-3.753704826424053,-3.753704826424052,21,0.0,-4.543223825383639,-3.753704826424052,0.0,0.0,728000,0.0,-3.3254115154891863,-4.543223825383639,-3.3254115154891863,-3.753704826424053,10,0.36674275272982754
10,0.657632740480234,22,-3.4959108482530836,-3.4959108482530845,22,0.0,-5.184743218484521,-3.4959108482530845,0.0,0.0,752000,0.0,-2.786652092542999,-5.184743218484521,-2.786652092542999,-3.4959108482530836,10,0.657632740480234
10,0.42174562986452113,23,-3.415668437452466,-3.4156684374524646,23,0.0,-4.092245739189622,-3.4156684374524646,0.0,0.0,776000,0.0,-2.612882779330036,-4.092245739189622,-2.612882779330036,-3.415668437452466,10,0.42174562986452113
10,0.7917109993408102,24,-5.108173469268658,-5.1081734692686585,24,0.0,-6.321212245015553,-5.1081734692686585,0.0,0.0,800000,0.0,-3.7970247978396787,-6.321212245015553,-3.7970247978396787,-5.108173469268658,10,0.7917109993408102
10,0.8908842622246063,25,-4.6109133720041795,-4.610913372004181,25,0.0,-6.497277086948301,-4.610913372004181,0.0,0.0,824000,0.0,-3.66026898600836,-6.497277086948301,-3.66026898600836,-4.6109133720041795,10,0.8908842622246063
10,0.35486815616026895,26,-3.6156708993494027,-3.6156708993494022,26,0.0,-4.156165254646672,-3.6156708993494022,0.0,0.0,848000,0.0,-3.105938082786945,-4.156165254646672,-3.105938082786945,-3.6156708993494027,10,0.35486815616026895
10,0.6182542787476751,27,-4.10101738828457,-4.101017388284571,27,0.0,-5.501661394986293,-4.101017388284571,0.0,0.0,872000,0.0,-3.5884751685469802,-5.501661394986293,-3.5884751685469802,-4.10101738828457,10,0.6182542787476751
10,0.4633448075133631,28,-3.6657184796591915,-3.6657184796591906,28,0.0,-4.355249561227384,-3.6657184796591906,0.0,0.0,896000,0.0,-2.718286111907185,-4.355249561227384,-2.718286111907185,-3.6657184796591915,10,0.4633448075133631
10,0.6834822059258302,29,-2.8949974741858826,-2.8949974741858835,29,0.0,-4.935196548386678,-2.8949974741858835,0.0,0.0,920000,0.0,-2.57817755120249,-4.935196548386678,-2.57817755120249,-2.8949974741858826,10,0.6834822059258302
10,0.35188623565460087,30,-3.266046880436896,-3.266046880436897,30,0.0,-3.69986744359256,-3.266046880436897,0.0,0.0,944000,0.0,-2.674003273905377,-3.69986744359256,-2.674003273905377,-3.266046880436896,10,0.35188623565460087
10,0.9828160748288869,31,-4.187793537805781,-4.18779353780578,31,0.0,-6.036033726888813,-4.18779353780578,0.0,0.0,968000,0.0,-3.1591093443308016,-6.036033726888813,-3.1591093443308016,-4.187793537805781,10,0.9828160748288869
10,0.834021624062996,32,-3.628827151401081,-3.6288271514010795,32,0.0,-5.277283699676512,-3.6288271514010795,0.0,0.0,992000,0.0,-2.922239473561747,-5.277283699676512,-2.922239473561747,-3.628827151401081,10,0.834021624062996
10,0.4157306756925247,33,-4.855302344358078,-4.855302344358078,33,0.0,-6.076753501943131,-4.855302344358078,0.0,0.0,1016000,0.0,-4.608554664078838,-6.076753501943131,-4.608554664078838,-4.855302344358078,10,0.4157306756925247
10,1.06894630646999,34,-5.1677023698285875,-5.1677023698285875,34,0.0,-6.7046817614932435,-5.1677023698285875,0.0,0.0,1040000,0.0,-3.209621634662666,-6.7046817614932435,-3.209621634662666,-5.1677023698285875,10,1.06894630646999
10,0.740189631730427,35,-3.944635720408723,-3.9446357204087237,35,0.0,-5.241648819804016,-3.9446357204087237,0.0,0.0,1064000,0.0,-2.830008728003679,-5.241648819804016,-2.830008728003679,-3.944635720408723,10,0.740189631730427
10,0.5765188576172893,36,-3.2613212275407895,-3.261321227540789,36,0.0,-4.241132092113284,-3.261321227540789,0.0,0.0,1088000,0.0,-2.5967976547460343,-4.241132092113284,-2.5967976547460343,-3.2613212275407895,10,0.5765188576172893
10,1.0241909288458786,37,-4.242422565961396,-4.2424225659613946,37,0.0,-6.193922449040285,-4.2424225659613946,0.0,0.0,1112000,0.0,-2.759794972703683,-6.193922449040285,-2.759794972703683,-4.242422565961396,10,1.0241909288458786
10,0.5133105776487369,38,-4.374274097941621,-4.374274097941622,38,0.0,-5.4242325486057705,-4.374274097941622,0.0,0.0,1136000,0.0,-3.6608323959370934,-5.4242325486057705,-3.6608323959370934,-4.374274097941621,10,0.5133105776487369
10,0.9071019904302177,39,-3.765888556866723,-3.7658885568667237,39,0.0,-5.961073335369403,-3.7658885568667237,0.0,0.0,1160000,0.0,-2.8596468052424675,-5.961073335369403,-2.8596468052424675,-3.765888556866723,10,0.9071019904302177
10,0.44890268297875546,40,-3.0666058738985718,-3.0666058738985718,40,0.0,-3.933810496368507,-3.0666058738985718,0.0,0.0,1184000,0.0,-2.516736726640316,-3.933810496368507,-2.516736726640316,-3.0666058738985718,10,0.44890268297875546
10,0.592881111121919,41,-4.269629406834505,-4.269629406834505,41,0.0,-5.096137416858116,-4.269629406834505,0.0,0.0,1208000,0.0,-3.4282371778683958,-5.096137416858116,-3.4282371778683958,-4.269629406834505,10,0.592881111121919
10,0.9046225659980291,42,-3.54728873812335,-3.54728873812335,42,0.0,-5.77754401226068,-3.54728873812335,0.0,0.0,1232000,0.0,-2.7956998224148957,-5.77754401226068,-2.7956998224148957,-3.54728873812335,10,0.9046225659980291
10,0.8214656261784722,43,-3.8077366258498073,-3.807736625849807,43,0.0,-5.752254339113859,-3.807736625849807,0.0,0.0,1256000,0.0,-2.7959654697341794,-5.752254339113859,-2.7959654697341794,-3.8077366258498073,10,0.8214656261784722
10,1.0335969196781631,44,-2.735215052947195,-2.7352150529471952,44,0.0,-4.983543748225681,-2.7352150529471952,0.0,0.0,1280000,0.0,-1.5443027375780454,-4.983543748225681,-1.5443027375780454,-2.735215052947195,10,1.0335969196781631
10,0.9912211200366973,45,-4.106772253181856,-4.106772253181856,45,0.0,-6.226908480026932,-4.106772253181856,0.0,0.0,1304000,0.0,-2.954334737994705,-6.226908480026932,-2.954334737994705,-4.106772253181856,10,0.9912211200366973
10,0.7523295045819716,46,-3.6155080337927976,-3.6155080337927963,46,0.0,-4.7109741813870105,-3.6155080337927963,0.0,0.0,1328000,0.0,-2.672959706596454,-4.7109741813870105,-2.672959706596454,-3.6155080337927976,10,0.7523295045819716
10,0.9654378238826411,47,-4.8701360022549185,-4.8701360022549185,47,0.0,-6.754966221025445,-4.8701360022549185,0.0,0.0,1352000,0.0,-3.640412850465812,-6.754966221025445,-3.640412850465812,-4.8701360022549185,10,0.9654378238826411
10,1.3081446706906827,48,-4.649187500621087,-4.649187500621086,48,0.0,-6.508452563941375,-4.649187500621086,0.0,0.0,1376000,0.0,-3.380575421054626,-6.508452563941375,-3.380575421054626,-4.649187500621087,10,1.3081446706906827
10,1.9254422016453763,49,-4.743849138801552,-4.74384913880155,49,0.0,-8.686227569466922,-4.74384913880155,0.0,0.0,1400000,0.0,-2.8460341791828117,-8.686227569466922,-2.8460341791828117,-4.743849138801552,10,1.9254422016453763
10,1.1207194065060686,50,-4.877331108442144,-4.877331108442141,50,0.0,-7.049647143582538,-4.877331108442141,0.0,0.0,1424000,0.0,-3.2250320637474044,-7.049647143582538,-3.2250320637474044,-4.877331108442144,10,1.1207194065060686
10,1.2812190530991197,51,-3.2034231353250773,-3.2034231353250773,51,0.0,-4.925365121892942,-3.2034231353250773,0.0,0.0,1448000,0.0,-1.5380849239118257,-4.925365121892942,-1.5380849239118257,-3.2034231353250773,10,1.2812190530991197
10,0.8596168911981233,52,-4.396931675562772,-4.396931675562773,52,0.0,-5.413008744833403,-4.396931675562773,0.0,0.0,1472000,0.0,-3.018029395886608,-5.413008744833403,-3.018029395886608,-4.396931675562772,10,0.8596168911981233
10,1.4629657381081969,53,-4.247610123672717,-4.247610123672716,53,0.0,-6.43027371537013,-4.247610123672716,0.0,0.0,1496000,0.0,-2.2570580775877076,-6.43027371537013,-2.2570580775877076,-4.247610123672717,10,1.4629657381081969
10,1.892977733317522,54,-3.647379674378955,-3.647379674378955,54,0.0,-7.284139866695055,-3.647379674378955,0.0,0.0,1520000,0.0,-1.3330932681227237,-7.284139866695055,-1.3330932681227237,-3.647379674378955,10,1.892977733317522
10,0.5070552053474924,55,-3.7597962066140034,-3.7597962066140047,55,0.0,-4.376869040967149,-3.7597962066140047,0.0,0.0,1544000,0.0,-2.9450805443091554,-4.376869040967149,-2.9450805443091554,-3.7597962066140034,10,0.5070552053474924
10,1.3637055602306793,56,-2.9251602650543864,-2.9251602650543864,56,0.0,-5.219179953710882,-2.9251602650543864,0.0,0.0,1568000,0.0,-1.1855306202062295,-5.219179953710882,-1.1855306202062295,-2.9251602650543864,10,1.3637055602306793
10,0.44260409041376986,57,-3.6480574256983473,-3.6480574256983482,57,0.0,-4.283893411140219,-3.6480574256983482,0.0,0.0,1592000,0.0,-2.958773946636703,-4.283893411140219,-2.958773946636703,-3.6480574256983473,10,0.44260409041376986
10,0.48424428738359954,58,-2.9357384331988494,-2.9357384331988485,58,0.0,-4.06552257398699,-2.9357384331988485,0.0,0.0,1616000,0.0,-2.4434059808258084,-4.06552257398699,-2.4434059808258084,-2.9357384331988494,10,0.48424428738359954
10,1.1696703930085968,59,-4.992937178161805,-4.992937178161805,59,0.0,-6.6015027350396105,-4.992937178161805,0.0,0.0,1640000,0.0,-3.711599545007029,-6.6015027350396105,-3.711599545007029,-4.992937178161805,10,1.1696703930085968
10,1.363388244550949,60,-3.2571868523755305,-3.2571868523755305,60,0.0,-6.276031235267577,-3.2571868523755305,0.0,0.0,1664000,0.0,-1.4996888691712407,-6.276031235267577,-1.4996888691712407,-3.2571868523755305,10,1.363388244550949
10,4.6442471950913715,61,-8.378165840722264,-8.378165840722263,61,0.0,-15.902802461081938,-8.378165840722263,0.0,0.0,1688000,0.0,-3.407114437629384,-15.902802461081938,-3.407114437629384,-8.378165840722264,10,4.6442471950913715
10,2.468228864860063,62,-6.219736025033722,-6.219736025033722,62,0.0,-13.342668496927287,-6.219736025033722,0.0,0.0,1712000,0.0,-4.135889082582341,-13.342668496927287,-4.135889082582341,-6.219736025033722,10,2.468228864860063
10,6.410514885338641,63,-15.845148920138934,-15.845148920138929,63,0.0,-26.250339962156335,-15.845148920138929,0.0,0.0,1736000,0.0,-5.634098838615505,-26.250339962156335,-5.634098838615505,-15.845148920138934,10,6.410514885338641
10,43.807849672564224,64,-43.33941616323756,-43.339416163237544,64,0.0,-96.0754456905015,-43.339416163237544,0.0,0.0,1760000,0.0,71.37015686461345,-96.0754456905015,71.37015686461345,-43.33941616323756,10,43.807849672564224
10,10.355521645566167,65,-34.85150240768748,-34.85150240768747,65,0.0,-52.89799425646109,-34.85150240768747,0.0,0.0,1784000,0.0,-18.819404079399696,-52.89799425646109,-18.819404079399696,-34.85150240768748,10,10.355521645566167
10,49.338247619381384,66,-74.54248462283827,-74.54248462283827,66,0.0,-188.70803909251808,-74.54248462283827,0.0,0.0,1808000,0.0,-9.02642852319262,-188.70803909251808,-9.02642852319262,-74.54248462283827,10,49.338247619381384
10,31.032143552886584,67,-53.42584220283919,-53.42584220283917,67,0.0,-84.41896410965738,-53.42584220283917,0.0,0.0,1832000,0.0,15.976330838740168,-84.41896410965738,15.976330838740168,-53.42584220283919,10,31.032143552886584
10,36.649524979410934,68,-69.32684235223873,-69.32684235223871,68,0.0,-109.90801506314142,-69.32684235223871,0.0,0.0,1856000,0.0,-5.153101209532078,-109.90801506314142,-5.153101209532078,-69.32684235223873,10,36.649524979410934
10,182.9161829223649,69,-5.30166778086422,-5.301667780864238,69,0.0,-104.47158449861367,-5.301667780864238,0.0,0.0,1880000,0.0,533.7177085366267,-104.47158449861367,533.7177085366267,-5.30166778086422,10,182.9161829223649
10,31.942006021266856,70,-39.988383343901816,-39.9883833439018,70,0.0,-95.57246045990179,-39.9883833439018,0.0,0.0,1904000,0.0,0.8392165939962642,-95.57246045990179,0.8392165939962642,-39.988383343901816,10,31.942006021266856
10,14.844711217931511,71,-33.99596387011569,-33.99596387011569,71,0.0,-59.916158875147914,-33.99596387011569,0.0,0.0,1928000,0.0,-14.300609985801318,-59.916158875147914,-14.300609985801318,-33.99596387011569,10,14.844711217931511
10,6150.696982621025,72,2002.7633464273738,2002.7633464273745,72,0.0,-72.26160768076099,2002.7633464273745,0.0,0.0,1952000,0.0,20454.822684381004,-72.26160768076099,20454.822684381004,2002.7633464273738,10,6150.696982621025
10,38.18960379756708,73,-38.017744535239416,-38.0177445352394,73,0.0,-78.71461333929632,-38.0177445352394,0.0,0.0,1976000,0.0,61.672000251195136,-78.71461333929632,61.672000251195136,-38.017744535239416,10,38.18960379756708
10,70.27851819696802,74,-58.482977886369966,-58.482977886369966,74,0.0,-127.03610595246955,-58.482977886369966,0.0,0.0,2000000,0.0,127.3529641105211,-127.03610595246955,127.3529641105211,-58.482977886369966,10,70.27851819696802
10,14154.996136398544,75,8822.587195523785,8822.587195523785,75,0.0,-173.43182722141054,8822.587195523785,0.0,0.0,2024000,0.0,39457.75873089013,-173.43182722141054,39457.75873089013,8822.587195523785,10,14154.996136398544
10,4180.588799712943,76,1309.5128886533118,1309.5128886533123,76,0.0,-132.77853286742175,1309.5128886533123,0.0,0.0,2048000,0.0,13850.929327791406,-132.77853286742175,13850.929327791406,1309.5128886533118,10,4180.588799712943
10,30.31431842553602,77,-72.07957601383958,-72.0795760138396,77,0.0,-108.70630105707403,-72.0795760138396,0.0,0.0,2072000,0.0,-15.133042454039211,-108.70630105707403,-15.133042454039211,-72.07957601383958,10,30.31431842553602
10,4089.5627124192897,78,1382.12925742111,1382.1292574211116,78,0.0,-107.29955571163124,1382.1292574211116,0.0,0.0,2096000,0.0,13638.625712325369,-107.29955571163124,13638.625712325369,1382.12925742111,10,4089.5627124192897
10,1700.093109197892,79,497.6452104661897,497.6452104661897,79,0.0,-105.21309091038349,497.6452104661897,0.0,0.0,2120000,0.0,5597.621609022102,-105.21309091038349,5597.621609022102,497.6452104661897,10,1700.093109197892
10,6748.261588116055,80,4887.288793676294,4887.288793676291,80,0.0,-81.44146207920761,4887.288793676291,0.0,0.0,2144000,0.0,21229.042025215218,-81.44146207920761,21229.042025215218,4887.288793676294,10,6748.261588116055
10,3235.3135596571656,81,1135.1254521300932,1135.125452130093,81,0.0,-75.32212890972774,1135.125452130093,0.0,0.0,2168000,0.0,10812.957978841338,-75.32212890972774,10812.957978841338,1135.1254521300932,10,3235.3135596571656
10,2903.1013758277386,82,969.0155082988747,969.0155082988749,82,0.0,-70.37513570510603,969.0155082988749,0.0,0.0,2192000,0.0,9667.460713669403,-70.37513570510603,9667.460713669403,969.0155082988747,10,2903.1013758277386
10,15367.586147737124,83,5048.303793901332,5048.303793901331,83,0.0,-146.37332010039222,5048.303793901331,0.0,0.0,2216000,0.0,51150.84361007542,-146.37332010039222,51150.84361007542,5048.303793901332,10,15367.586147737124
10,26.658313853580516,84,-122.81693963439577,-122.8169396343958,84,0.0,-145.5208843684893,-122.8169396343958,0.0,0.0,2240000,0.0,-66.7953616866935,-145.5208843684893,-66.7953616866935,-122.81693963439577,10,26.658313853580516
10,30.707060466852635,85,-86.42224669050246,-86.42224669050243,85,0.0,-133.9104028000846,-86.42224669050243,0.0,0.0,2264000,0.0,-57.09104187819722,-133.9104028000846,-57.09104187819722,-86.42224669050246,10,30.707060466852635
10,19.18136812360055,86,-33.29956514294897,-33.299565142948964,86,0.0,-90.35106001464152,-33.299565142948964,0.0,0.0,2288000,0.0,-21.771169108653577,-90.35106001464152,-21.771169108653577,-33.29956514294897,10,19.18136812360055
10,1193.7610696425381,87,440.51034874187206,440.5103487418722,87,0.0,-71.51389566985817,440.5103487418722,0.0,0.0,2312000,0.0,3993.491791632055,-71.51389566985817,3993.491791632055,440.51034874187206,10,1193.7610696425381
10,409.8748731336221,88,89.73343438527806,89.73343438527816,88,0.0,-112.65292550714372,89.73343438527816,0.0,0.0,2336000,0.0,1304.8066886948802,-112.65292550714372,1304.8066886948802,89.73343438527806,10,409.8748731336221
10,917.4482971611718,89,292.6507938151394,292.6507938151389,89,0.0,-104.58202761092168,292.6507938151389,0.0,0.0,2360000,0.0,2963.74071859302,-104.58202761092168,2963.74071859302,292.6507938151394,10,917.4482971611718
10,691.1242429455513,90,427.0433394611141,427.043339461114,90,0.0,-84.2941209066925,427.043339461114,0.0,0.0,2384000,0.0,1999.603213216159,-84.2941209066925,1999.603213216159,427.0433394611141,10,691.1242429455513
10,4446.781086014491,91,1640.3544426844105,1640.354442684411,91,0.0,-131.6644459137804,1640.354442684411,0.0,0.0,2408000,0.0,14844.67271078614,-131.6644459137804,14844.67271078614,1640.3544426844105,10,4446.781086014491
10,31.03180685853716,92,-99.21591004025865,-99.21591004025868,92,0.0,-142.15431557069078,-99.21591004025868,0.0,0.0,2432000,0.0,-53.24489555127702,-142.15431557069078,-53.24489555127702,-99.21591004025865,10,31.03180685853716
10,20209.385501703062,93,12906.533108022943,12906.533108022948,93,0.0,-85.88138292132408,12906.533108022948,0.0,0.0,2456000,0.0,49677.13128646653,-85.88138292132408,49677.13128646653,12906.533108022943,10,20209.385501703062
10,13785.61142754087,94,5670.097931927769,5670.097931927769,94,0.0,-116.48622593701577,5670.097931927769,0.0,0.0,2480000,0.0,45803.60462545627,-116.48622593701577,45803.60462545627,5670.097931927769,10,13785.61142754087
10,7235.715002195221,95,4431.279909448325,4431.279909448323,95,0.1,-127.1106062473638,4431.279909448323,0.1,0.0,2504000,0.0,20383.256756112536,-127.1106062473638,20383.256756112536,4431.279909448325,10,7235.715002195221
10,631.0187982105025,96,273.90221987403777,273.9022198740377,96,0.0,-120.07223015798935,273.9022198740377,0.0,0.0,2528000,0.0,1699.2214010385978,-120.07223015798935,1699.2214010385978,273.90221987403777,10,631.0187982105025
10,77.24651842829613,97,-21.51250278254104,-21.51250278254101,97,0.0,-88.23960696686825,-21.51250278254101,0.0,0.0,2552000,0.0,191.74917048962718,-88.23960696686825,191.74917048962718,-21.51250278254104,10,77.24651842829613
10,7634.623084854039,98,2534.6955831590067,2534.6955831590085,98,0.0,-42.906262799509044,2534.6955831590085,0.0,0.0,2576000,0.0,25438.44631429887,-42.906262799509044,25438.44631429887,2534.6955831590067,10,7634.623084854039
10,9864.831815845495,99,3252.3721204249505,3252.3721204249514,99,0.0,-84.32902585211538,3252.3721204249514,0.0,0.0,2600000,0.0,32846.80084896298,-84.32902585211538,32846.80084896298,3252.3721204249505,10,9864.831815845495
10,16639.449627264945,100,8401.574175514605,8401.574175514606,100,0.0,-73.55683479769158,8401.574175514606,0.0,0.0,2624000,0.0,49552.45844039006,-73.55683479769158,49552.45844039006,8401.574175514605,10,16639.449627264945
10,16927.35952688791,101,10905.753504410428,10905.753504410428,101,0.0,-88.91565843533282,10905.753504410428,0.0,0.0,2648000,0.0,47292.3844772303,-88.91565843533282,47292.3844772303,10905.753504410428,10,16927.35952688791
10,14273.93887809041,102,10603.517793478144,10603.517793478137,102,0.0,-105.06234714639221,10603.517793478137,0.0,0.0,2672000,0.0,37974.740940521544,-105.06234714639221,37974.740940521544,10603.517793478144,10,14273.93887809041
10,13526.241566371402,103,5143.87514361078,5143.87514361078,103,0.0,-84.09697729936927,5143.87514361078,0.0,0.0,2696000,0.0,45316.27725930139,-84.09697729936927,45316.27725930139,5143.87514361078,10,13526.241566371402
10,50.365045196868316,104,-108.87245642991532,-108.87245642991529,104,0.0,-164.2189291619113,-108.87245642991529,0.0,0.0,2720000,0.0,-15.15977638396215,-164.2189291619113,-15.15977638396215,-108.87245642991532,10,50.365045196868316
10,16782.534466678804,105,8142.64845537918,8142.648455379183,105,0.0,-168.1968163619574,8142.648455379183,0.0,0.0,2744000,0.0,48578.063140817736,-168.1968163619574,48578.063140817736,8142.64845537918,10,16782.534466678804
10,27.274618507264517,106,-26.733449018041807,-26.733449018041785,106,0.0,-100.15742251540706,-26.733449018041785,0.0,0.0,2768000,0.0,-9.66736180627206,-100.15742251540706,-9.66736180627206,-26.733449018041807,10,27.274618507264517
10,17450.681571308833,107,8665.075822533174,8665.075822533174,107,0.0,-146.44285708290258,8665.075822533174,0.0,0.0,2792000,0.0,45025.7438431051,-146.44285708290258,45025.7438431051,8665.075822533174,10,17450.681571308833
10,16728.0753181684,108,10678.275843121864,10678.275843121868,108,0.0,-112.89779725752408,10678.275843121868,0.0,0.0,2816000,0.0,41101.59836520524,-112.89779725752408,41101.59836520524,10678.275843121864,10,16728.0753181684
10,4025.128898175945,109,1372.9125980354781,1372.9125980354784,109,0.0,-74.01606335798387,1372.9125980354784,0.0,0.0,2840000,0.0,13444.472527090422,-74.01606335798387,13444.472527090422,1372.9125980354781,10,4025.128898175945
10,14956.01691767069,110,9925.56985817953,9925.569858179531,110,0.0,-55.71995110113879,9925.569858179531,0.0,0.0,2864000,0.0,37583.00552712442,-55.71995110113879,37583.00552712442,9925.56985817953,10,14956.01691767069
10,20123.978516321422,111,14199.263646983192,14199.263646983198,111,0.0,-79.15384795923805,14199.263646983198,0.0,0.0,2888000,0.0,57164.43727107139,-79.15384795923805,57164.43727107139,14199.263646983192,10,20123.978516321422
10,19613.2416016812,112,16594.907454330772,16594.90745433078,112,0.0,-11.763862131673902,16594.90745433078,0.0,0.0,2912000,0.0,49190.967942297444,-11.763862131673902,49190.967942297444,16594.907454330772,10,19613.2416016812
10,17854.382209618936,113,8792.93769105099,8792.93769105099,113,0.0,-80.11758672246773,8792.93769105099,0.0,0.0,2936000,0.0,51480.13037876726,-80.11758672246773,51480.13037876726,8792.93769105099,10,17854.382209618936
