TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/coffee-push-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/Average/MinReturn,MetaTrain/Average/Alpha,MetaTrain/Average/AlphaLoss,MetaTest/coffee-push-v1/MaxReturn,MetaTest/coffee-push-v1/Iteration,MetaTrain/Average/QfLoss,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/coffee-push-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/coffee-push-v1/TerminationRate,MetaTest/coffee-push-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/coffee-push-v1/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/Iteration,MetaTest/coffee-push-v1/MinReturn,MetaTest/coffee-push-v1/StdReturn
872000,-18.20217105675249,-43.24011329171195,10,10,-2860.973,-100.59342050717032,nan,-2.791581,-18.20217105675249,27,131284.47,0.0,-43.24011329171197,-43.24011329171197,0.0,0.0,-43.24011329171195,25.30548195440345,0.0,369.5502,27,-100.59342050717032,25.30548195440345
896000,2221.181324567497,357.15038828046636,10,10,-6121.298,-61.68776391496692,nan,-3.6235518,2221.181324567497,28,240087.2,0.0,357.15038828046625,357.15038828046625,0.0,0.0,357.15038828046636,748.2106870768364,0.0,868.23627,28,-61.68776391496692,748.2106870768364
920000,-18.84977137800207,-42.65905056828685,10,10,-10015.478,-80.40654100638766,nan,-6.489712,-18.84977137800207,29,497886.25,0.0,-42.659050568286844,-42.659050568286844,0.0,0.0,-42.65905056828685,17.43355169462194,0.0,67.0584,29,-80.40654100638766,17.43355169462194
944000,-0.41678511946107033,-34.306524099051884,10,10,-8310.546,-56.8725208064267,nan,-4.7841477,-0.41678511946107033,30,633368.56,0.0,-34.30652409905188,-34.30652409905188,0.0,0.0,-34.306524099051884,14.407492421500015,0.0,672.4543,30,-56.8725208064267,14.407492421500015
968000,315.67079535193983,-1.1244977577654935,10,10,-7669.347,-49.02882935707236,nan,-5.1404257,315.67079535193983,31,734691.94,0.0,-1.1244977577655022,-1.1244977577655022,0.0,0.0,-1.1244977577654935,105.91818541068135,0.0,826.0929,31,-49.02882935707236,105.91818541068135
992000,-62.392891757678676,-85.4247817947585,10,10,-7855.972,-101.52440105554476,nan,-5.5281963,-62.392891757678676,32,834367.44,0.0,-85.42478179475853,-85.42478179475853,0.0,0.0,-85.4247817947585,11.133735364992118,0.0,359.91586,32,-101.52440105554476,11.133735364992118
1016000,365.2532789892688,-25.624378546109426,10,10,-6768.7363,-93.48519483266037,nan,-3.25031,365.2532789892688,33,1125015.0,0.0,-25.624378546109448,-25.624378546109448,0.0,0.0,-25.624378546109426,131.02279102607415,0.0,4626.713,33,-93.48519483266037,131.02279102607415
1040000,-37.74143521246121,-51.92087227386942,10,10,-2318.5005,-64.7169608604675,nan,-0.91639555,-37.74143521246121,34,934660.56,0.0,-51.92087227386939,-51.92087227386939,0.0,0.0,-51.92087227386942,7.478271784752403,0.0,6213.7295,34,-64.7169608604675,7.478271784752403
1064000,232.09307726332437,10.109407071730264,10,10,-3857.408,-39.983346659519235,nan,-1.2425705,232.09307726332437,35,1187889.9,0.0,10.109407071730248,10.109407071730248,0.0,0.0,10.109407071730264,81.90408717577571,0.0,13004.91,35,-39.983346659519235,81.90408717577571
1088000,1397.6004226857951,96.16239730317147,10,10,-7192.3193,-67.05976707148409,nan,-4.5038857,1397.6004226857951,36,1816766.8,0.0,96.1623973031715,96.1623973031715,0.0,0.0,96.16239730317147,433.93468957852576,0.0,15729.596,36,-67.05976707148409,433.93468957852576
1112000,-28.93555486290677,-48.76071304795801,10,10,-4087.4695,-72.94074187732399,nan,-3.8232205,-28.93555486290677,37,1196310.6,0.0,-48.760713047958,-48.760713047958,0.0,0.0,-48.76071304795801,13.243792450588804,0.0,10349.98,37,-72.94074187732399,13.243792450588804
1136000,665.2192148042503,97.61947333285877,10,10,-3613.7375,-55.57317201987643,nan,-5.1274366,665.2192148042503,38,1008277.0,0.0,97.61947333285875,97.61947333285875,0.1,0.0,97.61947333285877,279.6102535197536,0.1,7222.9585,38,-55.57317201987643,279.6102535197536
1160000,215906.28930101832,23417.96152233288,10,10,-7506.481,-97.88906992936774,nan,-8.327508,215906.28930101832,39,1452843.9,0.0,23417.961522332902,23417.961522332902,0.5,0.0,23417.96152233288,64282.59452261749,0.5,19493.473,39,-97.88906992936774,64282.59452261749
1184000,303730.90410275594,30455.10844208529,10,10,-19767.621,-80.14162827768773,nan,-14.331763,303730.90410275594,40,3654053.5,0.0,30455.108442085264,30455.108442085264,0.4,0.0,30455.10844208529,91092.62614059338,0.4,24308.283,40,-80.14162827768773,91092.62614059338
1208000,112032.87670337045,11153.603292127913,10,10,-38890.168,-103.21431924281481,nan,-16.386978,112032.87670337045,41,8410784.0,0.0,11153.603292127918,11153.603292127918,0.2,0.0,11153.603292127913,33626.43567881077,0.2,22549.232,41,-103.21431924281481,33626.43567881077
1232000,-16.28617207643581,-51.898812782621086,10,10,-34382.395,-85.42257194297882,nan,-13.913355,-16.28617207643581,42,8575903.0,0.0,-51.8988127826211,-51.8988127826211,0.0,0.0,-51.898812782621086,20.761758538825358,0.0,45486.586,42,-85.42257194297882,20.761758538825358
1256000,12198.290351221154,2132.4631798990576,10,10,-11677.2,-35.72772272830603,nan,-7.6972013,12198.290351221154,43,4171465.8,0.0,2132.4631798990567,2132.4631798990567,0.0,0.0,2132.4631798990576,3999.2192771835835,0.0,32485.68,43,-35.72772272830603,3999.2192771835835
1280000,16006.984486379584,2369.325156613404,10,10,-4534.717,-86.39679160429118,nan,-7.4457827,16006.984486379584,44,2830748.8,0.0,2369.325156613405,2369.325156613405,0.1,0.0,2369.325156613404,5145.31519696442,0.1,12024.536,44,-86.39679160429118,5145.31519696442
1304000,2333.0507945407544,378.4905280858944,10,10,-7187.5923,-43.54214369585408,nan,-7.8740106,2333.0507945407544,45,2724925.8,0.0,378.490528085895,378.490528085895,0.0,0.0,378.4905280858944,828.8804922925642,0.0,3290.1555,45,-43.54214369585408,828.8804922925642
1328000,154334.88545927763,41331.07539855829,10,10,-14991.897,-105.2278785200006,nan,-11.553254,154334.88545927763,46,4081856.0,0.0,41331.075398558314,41331.075398558314,0.3,0.0,41331.07539855829,61891.095918143015,0.3,1504.5695,46,-105.2278785200006,61891.095918143015
1352000,64252.56540769273,6585.5140934143055,10,10,-29837.568,-93.47766928086608,nan,-14.941471,64252.56540769273,47,9663471.0,0.0,6585.514093414304,6585.514093414304,0.1,0.0,6585.5140934143055,19226.44952026696,0.1,8794.156,47,-93.47766928086608,19226.44952026696
1376000,255008.8257306308,29626.283506014683,10,10,-49008.152,-20.424189533032408,nan,-15.36477,255008.8257306308,48,14409247.0,0.0,29626.283506014704,29626.283506014704,0.9,0.0,29626.283506014683,76135.16173507804,0.9,3252.213,48,-20.424189533032408,76135.16173507804
1400000,4744.226415791227,538.3634837642097,10,10,-126136.97,-24.183305618760674,nan,-19.637672,4744.226415791227,49,30911002.0,0.0,538.3634837642103,538.3634837642103,0.4,0.0,538.3634837642097,1421.9532865393094,0.4,1473.3347,49,-24.183305618760674,1421.9532865393094
1424000,22038.52419592091,2914.2507729194763,10,10,-172361.73,-45.853283239663334,nan,-20.585234,22038.52419592091,50,40119640.0,0.0,2914.2507729194754,2914.2507729194754,0.2,0.0,2914.2507729194763,6568.064199200343,0.2,1102.7074,50,-45.853283239663334,6568.064199200343
1448000,239399.43049564085,27243.758115909186,10,10,-200393.92,-47.97014440144,nan,-22.477146,239399.43049564085,51,47915460.0,0.0,27243.7581159092,27243.7581159092,0.8,0.0,27243.758115909186,71410.02189461747,0.8,814.7746,51,-47.97014440144,71410.02189461747
1472000,251900.79000500348,64779.64293043886,10,10,-209786.84,-17.761888448402694,nan,-24.847832,251900.79000500348,52,50173224.0,0.0,64779.64293043886,64779.64293043886,0.7,0.0,64779.64293043886,93791.56504562186,0.7,912.08154,52,-17.761888448402694,93791.56504562186
1496000,246370.6947626002,38738.58017114407,10,10,-223677.12,-18.606309952322185,nan,-25.813847,246370.6947626002,53,53266600.0,0.0,38738.58017114406,38738.58017114406,0.7,0.0,38738.58017114407,79436.30675268383,0.7,611.5478,53,-18.606309952322185,79436.30675268383
1520000,115952.87051328234,44595.257749640776,10,10,-222510.47,-15.579405719485045,nan,-24.921572,115952.87051328234,54,52030644.0,0.0,44595.257749640805,44595.257749640805,0.9,0.0,44595.257749640776,42422.20488341987,0.9,520.23254,54,-15.579405719485045,42422.20488341987
1544000,159153.0827319359,44789.36840727808,10,10,-204640.39,-15.950657887014149,nan,-23.348278,159153.0827319359,55,46188550.0,0.0,44789.36840727805,44789.36840727805,0.6,0.0,44789.36840727808,59106.73026050818,0.6,374.60876,55,-15.950657887014149,59106.73026050818
1568000,211658.88573676677,52954.327236927915,10,10,-125379.12,-27.483215238217937,nan,-22.16895,211658.88573676677,56,34307852.0,0.0,52954.327236927915,52954.327236927915,0.5,0.0,52954.327236927915,79031.44509676144,0.5,2593.3923,56,-27.483215238217937,79031.44509676144
1592000,243264.9910515546,78430.75455835476,10,10,-118391.414,291.26298608202956,nan,-18.988354,243264.9910515546,57,26352830.0,0.0,78430.75455835478,78430.75455835478,0.5,0.0,78430.75455835476,101564.64312303743,0.5,9148.146,57,291.26298608202956,101564.64312303743
1616000,319313.738605771,193913.75578134117,10,10,-129999.25,11445.710057191722,nan,-18.58941,319313.738605771,58,36895204.0,0.0,193913.7557813412,193913.7557813412,0.9,0.0,193913.75578134117,97969.42523379969,0.9,453.2397,58,11445.710057191722,97969.42523379969
1640000,333157.2458159549,107641.51223685988,10,10,-147521.95,-26.40749320450929,nan,-19.113308,333157.2458159549,59,51733510.0,0.0,107641.51223685991,107641.51223685991,0.5,0.0,107641.51223685988,117470.6172041819,0.5,3320.1067,59,-26.40749320450929,117470.6172041819
1664000,161572.71104334353,41674.52484119425,10,10,-145959.2,1145.1274845774574,nan,-18.625282,161572.71104334353,60,63365184.0,0.0,41674.52484119425,41674.52484119425,0.4,0.0,41674.52484119425,52614.91893475657,0.4,23297.465,60,1145.1274845774574,52614.91893475657
1688000,248613.49590909737,106632.2343981963,10,10,-168079.72,3263.5852557750395,nan,-20.001684,248613.49590909737,61,84263976.0,0.0,106632.23439819629,106632.23439819629,0.7,0.0,106632.2343981963,91441.89368361067,0.7,294.66586,61,3263.5852557750395,91441.89368361067
1712000,118443.16835558698,15094.991022669725,10,10,-175613.31,-87.75831123068454,nan,-21.033579,118443.16835558698,62,100266620.0,0.0,15094.991022669736,15094.991022669736,0.3,0.0,15094.991022669725,34538.88888399041,0.3,248.008,62,-87.75831123068454,34538.88888399041
1736000,297826.1216894845,40619.992892310576,10,10,-163837.56,-18.529124735182126,nan,-21.191843,297826.1216894845,63,104847590.0,0.0,40619.992892310576,40619.992892310576,0.3,0.0,40619.992892310576,88771.55781562693,0.3,2700.0508,63,-18.529124735182126,88771.55781562693
1760000,290180.75384932646,38291.887584427,10,10,-182685.08,-101.78120301976766,nan,-20.823654,290180.75384932646,64,131521150.0,0.0,38291.88758442697,38291.88758442697,0.3,0.0,38291.887584427,85960.34708593783,0.3,251.47554,64,-101.78120301976766,85960.34708593783
1784000,329339.647132474,125397.2585482413,10,10,-189428.81,-12.936149906244758,nan,-21.54132,329339.647132474,65,151523900.0,0.0,125397.25854824131,125397.25854824131,0.7,0.0,125397.2585482413,127780.26339557745,0.7,188.64955,65,-12.936149906244758,127780.26339557745
1808000,297491.12355450226,138850.0507341676,10,10,-200275.36,6232.965078612375,nan,-23.11186,297491.12355450226,66,165386910.0,0.0,138850.05073416754,138850.05073416754,0.8,0.0,138850.0507341676,111761.22096014858,0.8,163.8504,66,6232.965078612375,111761.22096014858
1832000,309185.4382442567,114235.34971904152,10,10,-218095.95,5659.636869063222,nan,-23.14861,309185.4382442567,67,190222200.0,0.0,114235.34971904154,114235.34971904154,0.7,0.0,114235.34971904152,116300.57457288312,0.7,175.56537,67,5659.636869063222,116300.57457288312
1856000,333900.88692426437,151729.70079924908,10,10,-231744.08,19.474593048850096,nan,-23.61504,333900.88692426437,68,219148600.0,0.0,151729.70079924903,151729.70079924903,0.6,0.0,151729.70079924908,148842.0477702919,0.6,135.31549,68,19.474593048850096,148842.0477702919
1880000,330462.38505840045,159375.00853486985,10,10,-245415.75,26.31389351618491,nan,-24.207363,330462.38505840045,69,236098420.0,0.0,159375.00853486982,159375.00853486982,0.9,0.0,159375.00853486985,112276.67199880436,0.9,157.05237,69,26.31389351618491,112276.67199880436
1904000,350321.94939455396,139893.72405365563,10,10,-266569.4,-12.945561911380294,nan,-24.599745,350321.94939455396,70,261423660.0,0.0,139893.72405365566,139893.72405365566,0.8,0.0,139893.72405365563,118034.87859118501,0.8,165.23366,70,-12.945561911380294,118034.87859118501
1928000,331794.53766551526,115940.00007860505,10,10,-275631.38,-15.548898090671454,nan,-24.38151,331794.53766551526,71,273305760.0,0.0,115940.0000786051,115940.0000786051,0.7,0.0,115940.00007860505,115217.26289496524,0.7,186.8739,71,-15.548898090671454,115217.26289496524
1952000,317622.8058490067,70711.63032274746,10,10,-280613.4,-122.33281466460973,nan,-24.585554,317622.8058490067,72,282148480.0,0.0,70711.63032274741,70711.63032274741,0.5,0.0,70711.63032274746,112709.95479762503,0.5,2127.3862,72,-122.33281466460973,112709.95479762503
1976000,346447.0412737023,258109.13204911826,10,10,-295560.28,156818.6108240452,nan,-24.569754,346447.0412737023,73,299852580.0,0.0,258109.1320491183,258109.1320491183,1.0,0.0,258109.13204911826,65801.55171347462,1.0,362.73776,73,156818.6108240452,65801.55171347462
2000000,269568.5009303573,151291.95139480842,10,10,-311485.5,12815.17805148586,nan,-24.663038,269568.5009303573,74,318542100.0,0.0,151291.95139480848,151291.95139480848,0.8,0.0,151291.95139480842,83435.87176888532,0.8,203.06494,74,12815.17805148586,83435.87176888532
2024000,347549.16587880306,195682.21435481228,10,10,-330498.44,-14.356681299007821,nan,-24.48124,347549.16587880306,75,343736800.0,0.0,195682.21435481223,195682.21435481223,0.8,0.0,195682.21435481228,126226.68644688024,0.8,161.82501,75,-14.356681299007821,126226.68644688024
2048000,331437.02190501825,162363.83771456464,10,10,-319789.44,15444.374620093053,nan,-25.238546,331437.02190501825,76,352038900.0,0.0,162363.8377145647,162363.8377145647,0.9,0.0,162363.83771456464,111314.49677102739,0.9,220647.16,76,15444.374620093053,111314.49677102739
2072000,321360.37191903364,155979.72143701254,10,10,-346466.2,-16.712269232638878,nan,-24.892086,321360.37191903364,77,388407780.0,0.0,155979.72143701254,155979.72143701254,0.9,0.0,155979.72143701254,113630.37121462729,0.9,177.90488,77,-16.712269232638878,113630.37121462729
2096000,307641.9874749997,159268.55555666852,10,10,-366324.56,-21.079162060515042,nan,-24.837397,307641.9874749997,78,410396130.0,0.0,159268.5555566684,159268.5555566684,0.6,0.0,159268.55555666852,129746.39119045998,0.6,128.021,78,-21.079162060515042,129746.39119045998
2120000,314455.58570042584,205122.99356681126,10,10,-383690.16,27614.21641047456,nan,-25.447605,314455.58570042584,79,435017660.0,0.0,205122.99356681126,205122.99356681126,0.9,0.0,205122.99356681126,94044.03342470496,0.9,128.35234,79,27614.21641047456,94044.03342470496
2144000,317705.9274336605,204362.14849470454,10,10,-394706.97,2529.7874619583667,nan,-25.883007,317705.9274336605,80,454682180.0,0.0,204362.14849470445,204362.14849470445,0.9,0.0,204362.14849470454,110291.04949269694,0.9,128.68518,80,2529.7874619583667,110291.04949269694
2168000,325048.3598893483,182154.42625782813,10,10,-404488.25,-27.470981612320976,nan,-26.35325,325048.3598893483,81,464247650.0,0.0,182154.42625782816,182154.42625782816,0.8,0.0,182154.42625782813,102533.85789140311,0.8,106.267235,81,-27.470981612320976,102533.85789140311
2192000,320738.38243152463,149542.25970320948,10,10,-416004.06,-42.441619221062375,nan,-27.191921,320738.38243152463,82,485912540.0,0.0,149542.25970320948,149542.25970320948,0.8,0.0,149542.25970320948,112981.52349317551,0.8,153.84253,82,-42.441619221062375,112981.52349317551
2216000,292372.9879700456,134993.98508145617,10,10,-421162.44,293.2424676189657,nan,-28.214176,292372.9879700456,83,495120540.0,0.0,134993.98508145608,134993.98508145608,0.8,0.0,134993.98508145617,110161.87204043032,0.8,7294.0317,83,293.2424676189657,110161.87204043032
2240000,328089.30847560725,169646.05202840606,10,10,-461243.12,-30.94800630898383,nan,-28.239235,328089.30847560725,84,525892860.0,0.0,169646.0520284061,169646.0520284061,0.9,0.0,169646.05202840606,117575.65213616537,0.9,127.52828,84,-30.94800630898383,117575.65213616537
2264000,270489.13102240226,129468.57136739911,10,10,-468620.28,11666.529118562055,nan,-28.091265,270489.13102240226,85,533994270.0,0.0,129468.57136739914,129468.57136739914,1.0,0.0,129468.57136739911,90258.556697089,1.0,171.5994,85,11666.529118562055,90258.556697089
2288000,305271.3065992655,120022.80999977137,10,10,-472795.6,-28.18366918145572,nan,-27.604101,305271.3065992655,86,534698300.0,0.0,120022.80999977137,120022.80999977137,0.4,0.0,120022.80999977137,118939.73571999803,0.4,165.42642,86,-28.18366918145572,118939.73571999803
2312000,313739.19650243205,203283.44195583175,10,10,-489418.56,-29.45327392750589,nan,-27.76887,313739.19650243205,87,553941300.0,0.0,203283.4419558318,203283.4419558318,0.9,0.0,203283.44195583175,113582.48482872554,0.9,280.5569,87,-29.45327392750589,113582.48482872554
2336000,276406.5278124398,49883.956459661524,10,10,-483442.4,-103.50811338351636,nan,-28.16021,276406.5278124398,88,558192830.0,0.0,49883.956459661495,49883.956459661495,0.3,0.0,49883.956459661524,87864.65909092796,0.3,95956.11,88,-103.50811338351636,87864.65909092796
2360000,255687.97563379124,61683.837805828276,10,10,-436261.28,-87.2462508297959,nan,-28.853495,255687.97563379124,89,522286460.0,0.0,61683.83780582827,61683.83780582827,0.3,0.0,61683.837805828276,84603.3707593679,0.3,297960.28,89,-87.2462508297959,84603.3707593679
2384000,179215.77200243392,35803.75857451492,10,10,-439497.47,-49.786952600946336,nan,-28.892683,179215.77200243392,90,535283420.0,0.0,35803.758574514904,35803.758574514904,0.4,0.0,35803.75857451492,58590.91796037667,0.4,302313.6,90,-49.786952600946336,58590.91796037667
2408000,334720.2646415423,217898.3191171599,10,10,-479700.34,56090.403041404665,nan,-28.445122,334720.2646415423,91,590838900.0,0.0,217898.31911715996,217898.31911715996,0.9,0.0,217898.3191171599,103994.86010352569,0.9,47979.016,91,56090.403041404665,103994.86010352569
2432000,296630.74154526927,197246.88395967093,10,10,-536656.56,5244.207205683479,nan,-27.880867,296630.74154526927,92,635047200.0,0.0,197246.88395967096,197246.88395967096,0.8,0.0,197246.88395967093,104489.26080074,0.8,108.00192,92,5244.207205683479,104489.26080074
2456000,317643.2845718124,214330.5235134406,10,10,-529812.7,-13.767761022209788,nan,-28.024656,317643.2845718124,93,613259500.0,0.0,214330.5235134406,214330.5235134406,0.9,0.0,214330.5235134406,103581.95746332312,0.9,3599.5752,93,-13.767761022209788,103581.95746332312
2480000,310673.49557003065,143183.5426648658,10,10,-549413.4,2303.271486915646,nan,-28.119402,310673.49557003065,94,633040300.0,0.0,143183.5426648658,143183.5426648658,0.9,0.0,143183.5426648658,99440.15113850521,0.9,104.574326,94,2303.271486915646,99440.15113850521
