Average/TerminationRate,MetaTest/Average/MinReturn,handle-pull-v1/SuccessRate,policy/Entropy,Average/StdReturn,handle-pull-v1/StdReturn,MetaTest/Average/TerminationRate,Average/AverageDiscountedReturn,Average/AverageReturn,Average/MaxReturn,handle-pull-v1/AverageDiscountedReturn,handle-pull-v1/AverageReturn,MetaTest/Average/SuccessRate,policy/KL,TotalEnvSteps,MetaTest/handle-pull-v1/MinReturn,policy/LossAfter,MetaTest/handle-pull-v1/SuccessRate,policy/LossBefore,MetaTest/Average/NumEpisodes,handle-pull-v1/TerminationRate,Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/AverageReturn,Average/MinReturn,MetaTest/handle-pull-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/handle-pull-v1/NumEpisodes,handle-pull-v1/NumEpisodes,MetaTest/handle-pull-v1/AverageReturn,policy/dLoss,MetaTest/Average/Iteration,MetaTest/handle-pull-v1/Iteration,handle-pull-v1/Iteration,Average/SuccessRate,MetaTest/handle-pull-v1/MaxReturn,handle-pull-v1/MinReturn,Average/Iteration,policy/KLBefore,MetaTest/handle-pull-v1/AverageDiscountedReturn,MetaTest/handle-pull-v1/StdReturn,handle-pull-v1/MaxReturn
0.0,,0.67,4.7351484,71508.51650656857,71508.51650656857,,31812.75844357524,111203.24912242334,249847.00110165824,31812.75844357524,111203.24912242334,,0.005906128,1100000,,-12.259863,,45.1069,,0.0,100,,,0.5142962795876613,,4989.161132305925,,,,100,,57.36676,,,54,0.67,,4989.161132305925,54,0.0,,,249847.00110165824
0.0,,0.63,4.722453,72494.3451213401,72494.3451213401,,30742.190535491165,108972.749303185,236978.4345287894,30742.190535491165,108972.749303185,,0.0054081846,1120000,,-140.4438,,-72.799,,0.0,100,,,0.5652900385556388,,1921.3680297328929,,,,100,,67.6448,,,55,0.63,,1921.3680297328929,55,0.0,,,236978.4345287894
0.0,,0.59,4.7002187,79077.6945734091,79077.6945734091,,28951.541724123457,102090.48882839145,237377.14444848546,28951.541724123457,102090.48882839145,,0.0053215967,1140000,,-61.35921,,5.1020875,,0.0,100,,,0.6164514830549976,,-24.370272768337948,,,,100,,66.461296,,,56,0.59,,-24.370272768337948,56,0.0,,,237377.14444848546
0.0,,0.59,4.6642447,81078.88728039467,81078.88728039467,,30810.076041239292,105952.2912895803,266838.76776614785,30810.076041239292,105952.2912895803,,0.0062198876,1160000,,-70.83775,,-20.14075,,0.0,100,,,0.6303621127304945,,2655.9528857209625,,,,100,,50.697002,,,57,0.59,,2655.9528857209625,57,0.0,,,266838.76776614785
0.0,,0.73,4.644279,72485.6129939861,72485.6129939861,,35704.311579195375,121902.82762506888,245536.12939807007,35704.311579195375,121902.82762506888,,0.0051835375,1180000,,-45.158276,,1.96605,,0.0,100,,,0.5720233917211957,,1217.4950143352353,,,,100,,47.124325,,,58,0.73,,1217.4950143352353,58,0.0,,,245536.12939807007
0.0,,0.67,4.6455846,75910.80295067407,75910.80295067407,,34524.59072698189,115126.88854646897,260726.11987186782,34524.59072698189,115126.88854646897,,0.0061059995,1200000,,-92.1714,,-33.285824,,0.0,100,,,0.566687902099184,,7841.640688261556,,,,100,,58.88558,,,59,0.67,,7841.640688261556,59,0.0,,,260726.11987186782
0.0,19459.20584697249,0.62,4.62901,80785.55276046689,80785.55276046689,0.0,34936.988943234486,116617.70571022613,252737.5546637736,34936.988943234486,116617.70571022613,0.8,0.0067066057,1220000,19459.20584697249,-58.865593,0.8,0.4418125,10,0.0,100,146714.54624589655,221591.57628508395,0.5120343735600257,146714.54624589646,1641.3081093891503,0.0,71046.57963039947,10,100,146714.54624589646,59.307404,6,6,60,0.62,221591.57628508395,1641.3081093891503,60,0.0,146714.54624589655,71046.57963039947,252737.5546637736
0.0,,0.67,4.6051407,70785.64454185654,70785.64454185654,,32445.344512475574,105250.24706888144,259005.93581242705,32445.344512475574,105250.24706888144,,0.008284331,1240000,,-14.882012,,45.0567,,0.0,100,,,0.5650541313681534,,2369.242926788548,,,,100,,59.938713,,,61,0.67,,2369.242926788548,61,0.0,,,259005.93581242705
0.0,,0.64,4.581525,76274.57623083897,76274.57623083897,,35702.919567303776,112997.74953316244,271242.6745473253,35702.919567303776,112997.74953316244,,0.00612157,1260000,,-65.2992,,-12.398475,,0.0,100,,,0.5745387354104932,,6493.936402189486,,,,100,,52.900726,,,62,0.64,,6493.936402189486,62,0.0,,,271242.6745473253
0.0,,0.76,4.5661235,69482.44127374343,69482.44127374343,,39645.59428511541,128948.55751778655,266235.10268950724,39645.59428511541,128948.55751778655,,0.006923157,1280000,,-55.077763,,-0.85195,,0.0,100,,,0.5966041158713553,,8507.030890214652,,,,100,,54.22581,,,63,0.76,,8507.030890214652,63,0.0,,,266235.10268950724
0.0,,0.64,4.559239,78535.10802772503,78535.10802772503,,34757.63509635759,116713.54212107045,267985.48894454364,34757.63509635759,116713.54212107045,,0.0071892706,1300000,,-49.345337,,12.046694,,0.0,100,,,0.6292272871739566,,4850.925830566294,,,,100,,61.39203,,,64,0.64,,4850.925830566294,64,0.0,,,267985.48894454364
0.0,,0.62,4.5554276,81913.49126062257,81913.49126062257,,34093.29789390536,117700.79130307284,272620.56017304,34093.29789390536,117700.79130307284,,0.0056395964,1320000,,-62.10962,,-14.390662,,0.0,100,,,0.5601304395849797,,3145.7502891676518,,,,100,,47.718956,,,65,0.62,,3145.7502891676518,65,0.0,,,272620.56017304
0.0,,0.71,4.5324244,81883.7417308807,81883.7417308807,,39957.64225354409,138697.17671144172,281848.0940788008,39957.64225354409,138697.17671144172,,0.005967058,1340000,,-29.47265,,30.11135,,0.0,100,,,0.5598166121560304,,8332.630323299938,,,,100,,59.584,,,66,0.71,,8332.630323299938,66,0.0,,,281848.0940788008
0.0,,0.52,4.5141077,88523.8781840229,88523.8781840229,,31634.059013041573,108796.58977615782,275164.8602103794,31634.059013041573,108796.58977615782,,0.009068668,1360000,,-63.27115,,-2.27665,,0.0,100,,,0.5233322155464696,,-30.393702685560882,,,,100,,60.9945,,,67,0.52,,-30.393702685560882,67,0.0,,,275164.8602103794
0.0,,0.77,4.504058,86505.80602581434,86505.80602581434,,44953.38673371789,145648.25284209402,279115.4936134846,44953.38673371789,145648.25284209402,,0.022229187,1380000,,68.555725,,-55.04613,,0.0,100,,,0.5190053113817674,,7029.196146405883,,,,100,,-123.60185,,,68,0.77,,7029.196146405883,68,0.0,,,279115.4936134846
0.0,,0.64,4.497708,76896.26215242897,76896.26215242897,,31023.508294735464,108543.9248245155,259519.97871336414,31023.508294735464,108543.9248245155,,0.007397499,1400000,,-62.61334,,-26.01135,,0.0,100,,,0.5308319238381729,,9733.50888727208,,,,100,,36.60199,,,69,0.64,,9733.50888727208,69,0.0,,,259519.97871336414
