Average/TerminationRate,MetaTest/Average/MinReturn,handle-pull-v1/SuccessRate,policy/Entropy,Average/StdReturn,handle-pull-v1/StdReturn,MetaTest/Average/TerminationRate,Average/AverageDiscountedReturn,Average/AverageReturn,Average/MaxReturn,handle-pull-v1/AverageDiscountedReturn,handle-pull-v1/AverageReturn,MetaTest/Average/SuccessRate,policy/KL,TotalEnvSteps,MetaTest/handle-pull-v1/MinReturn,policy/LossAfter,MetaTest/handle-pull-v1/SuccessRate,policy/LossBefore,MetaTest/Average/NumEpisodes,handle-pull-v1/TerminationRate,Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/AverageReturn,Average/MinReturn,MetaTest/handle-pull-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/handle-pull-v1/NumEpisodes,handle-pull-v1/NumEpisodes,MetaTest/handle-pull-v1/AverageReturn,policy/dLoss,MetaTest/Average/Iteration,MetaTest/handle-pull-v1/Iteration,handle-pull-v1/Iteration,Average/SuccessRate,MetaTest/handle-pull-v1/MaxReturn,handle-pull-v1/MinReturn,Average/Iteration,policy/KLBefore,MetaTest/handle-pull-v1/AverageDiscountedReturn,MetaTest/handle-pull-v1/StdReturn,handle-pull-v1/MaxReturn
0.0,7788.090245979467,0.64,4.479455,81608.81308844229,81608.81308844229,0.0,34571.156330698446,118517.71881033266,266414.1032586237,34571.156330698446,118517.71881033266,0.7,0.0052616545,1420000,7788.090245979467,-102.98961,0.7,-40.901775,10,0.0,100,121112.75139820832,224033.89961914407,0.4132669111728893,121112.75139820832,1170.5485971493547,0.0,76780.29729731394,10,100,121112.75139820832,62.087833,7,7,70,0.64,224033.89961914407,1170.5485971493547,70,0.0,121112.75139820832,76780.29729731394,266414.1032586237
0.0,,0.64,4.4624853,79617.27849113832,79617.27849113832,,35747.61332887334,115925.5948699805,271041.079931306,35747.61332887334,115925.5948699805,,0.007024348,1440000,,-85.9091,,-26.2698,,0.0,100,,,0.5030568386556862,,947.5313783923556,,,,100,,59.639305,,,71,0.64,,947.5313783923556,71,0.0,,,271041.079931306
0.0,,0.74,4.4478574,85629.03437016638,85629.03437016638,,41772.27235605098,140276.9183207368,281587.4481228663,41772.27235605098,140276.9183207368,,0.005582363,1460000,,-86.91988,,-5.3326626,,0.0,100,,,0.532944530170038,,4361.8984386891325,,,,100,,81.58722,,,72,0.74,,4361.8984386891325,72,0.0,,,281587.4481228663
0.0,,0.75,4.434106,80952.78956615622,80952.78956615622,,42972.541166269126,143157.24307518266,281215.8816663139,42972.541166269126,143157.24307518266,,0.00595305,1480000,,-30.72787,,34.190395,,0.0,100,,,0.6586643657775595,,9978.047653330954,,,,100,,64.91827,,,73,0.75,,9978.047653330954,73,0.0,,,281215.8816663139
0.0,,0.65,4.427342,82075.70838803786,82075.70838803786,,35808.7281138747,121419.45691010868,290548.7632423364,35808.7281138747,121419.45691010868,,0.0074974373,1500000,,-46.836037,,21.604025,,0.0,100,,,0.5129147723957826,,4117.016780543759,,,,100,,68.44006,,,74,0.65,,4117.016780543759,74,0.0,,,290548.7632423364
0.0,,0.84,4.4289083,84064.16507767407,84064.16507767407,,52023.82429894964,168724.6097175557,294009.72758828546,52023.82429894964,168724.6097175557,,0.006285926,1520000,,-138.98962,,-75.16414,,0.0,100,,,0.4814578463356517,,8388.448701390442,,,,100,,63.825485,,,75,0.84,,8388.448701390442,75,0.0,,,294009.72758828546
0.0,,0.71,4.422675,89930.88700141764,89930.88700141764,,46563.144814767365,146192.33723661074,297467.9071468393,46563.144814767365,146192.33723661074,,0.005235325,1540000,,-107.7517,,-23.647387,,0.0,100,,,0.5605638807864894,,4606.813184781285,,,,100,,84.10432,,,76,0.71,,4606.813184781285,76,0.0,,,297467.9071468393
0.0,,0.71,4.4126897,92049.06719739623,92049.06719739623,,40498.99305171974,135510.89264917345,295901.5385925975,40498.99305171974,135510.89264917345,,0.005994711,1560000,,-122.98937,,-50.33335,,0.0,100,,,0.537548975688933,,12748.198415797959,,,,100,,72.65602,,,77,0.71,,12748.198415797959,77,0.0,,,295901.5385925975
0.0,,0.86,4.38974,89586.14559293595,89586.14559293595,,53924.68521993836,171884.35526812432,309677.495994988,53924.68521993836,171884.35526812432,,0.0061873323,1580000,,-63.547874,,24.000038,,0.0,100,,,0.5316305894949169,,18713.8788981875,,,,100,,87.54791,,,78,0.86,,18713.8788981875,78,0.0,,,309677.495994988
0.0,,0.82,4.340233,86724.90874625447,86724.90874625447,,54208.835818648266,170412.20643929063,299804.2063730088,54208.835818648266,170412.20643929063,,0.006187289,1600000,,-61.206776,,18.430462,,0.0,100,,,0.5180564960791707,,11045.169071780405,,,,100,,79.63724,,,79,0.82,,11045.169071780405,79,0.0,,,299804.2063730088
0.0,15404.340506111212,0.73,4.30635,97336.68568696013,97336.68568696013,0.0,44208.76485949498,146423.8350179096,303164.30924048217,44208.76485949498,146423.8350179096,0.8,0.0055413726,1620000,15404.340506111212,-96.935,0.8,-24.277863,10,0.0,100,178837.78348598545,284020.9195246173,0.5590188320621269,178837.7834859854,6521.167565375836,0.0,97371.14644154049,10,100,178837.7834859854,72.657135,8,8,80,0.73,284020.9195246173,6521.167565375836,80,0.0,178837.78348598545,97371.14644154049,303164.30924048217
0.0,,0.8,4.305965,93845.77474892388,93845.77474892388,,55496.590224658365,181124.3601099439,312700.99013463024,55496.590224658365,181124.3601099439,,0.0068948134,1640000,,-80.94706,,25.52105,,0.0,100,,,0.47489577202557165,,12639.638126806667,,,,100,,106.46811,,,81,0.8,,12639.638126806667,81,0.0,,,312700.99013463024
0.0,,0.76,4.295715,104569.20621832728,104569.20621832728,,52822.90010860743,173951.23003287613,313675.6715365647,52822.90010860743,173951.23003287613,,0.005967708,1660000,,-23.192326,,51.69955,,0.0,100,,,0.5905654493107604,,11190.075207931926,,,,100,,74.89188,,,82,0.76,,11190.075207931926,82,0.0,,,313675.6715365647
0.0,,0.81,4.2738795,97278.9830117459,97278.9830117459,,59216.13933880894,184870.9248260402,310274.4528195855,59216.13933880894,184870.9248260402,,0.00685148,1680000,,-86.286835,,-0.37565,,0.0,100,,,0.5024284461323345,,10747.102957096215,,,,100,,85.91119,,,83,0.81,,10747.102957096215,83,0.0,,,310274.4528195855
0.0,,0.66,4.2891808,103249.53171063187,103249.53171063187,,44659.23891196526,143316.45760718605,311010.3729817315,44659.23891196526,143316.45760718605,,0.008528389,1700000,,-17.660425,,62.56066,,0.0,100,,,0.5644886977623222,,6172.103645754178,,,,100,,80.221085,,,84,0.66,,6172.103645754178,84,0.0,,,311010.3729817315
0.0,,0.81,4.269669,95843.2450685206,95843.2450685206,,53942.008643239875,169137.18398597767,306552.07149043755,53942.008643239875,169137.18398597767,,0.0067487853,1720000,,-90.414474,,-13.821775,,0.0,100,,,0.5668124592847077,,12130.747972943134,,,,100,,76.5927,,,85,0.81,,12130.747972943134,85,0.0,,,306552.07149043755
0.0,,0.91,4.215867,90147.89233440891,90147.89233440891,,59361.343686207365,191290.7881093385,311120.59769553767,59361.343686207365,191290.7881093385,,0.007997269,1740000,,-89.4168,,-10.473643,,0.0,100,,,0.5429262280343594,,16959.584934838655,,,,100,,78.94316,,,86,0.91,,16959.584934838655,86,0.0,,,311120.59769553767
0.0,,0.88,4.2135572,99212.31706471516,99212.31706471516,,59375.82488921308,189523.16125533785,309577.763208317,59375.82488921308,189523.16125533785,,0.0063525834,1760000,,9.8543,,80.95345,,0.0,100,,,0.5105472371299753,,10048.999826957479,,,,100,,71.09915,,,87,0.88,,10048.999826957479,87,0.0,,,309577.763208317
0.0,,0.88,4.2308354,84137.28340160106,84137.28340160106,,57682.78756362168,189891.3305850762,309803.33231221035,57682.78756362168,189891.3305850762,,0.008397214,1780000,,-0.11720625,,42.833755,,0.0,100,,,0.46364235173061097,,8342.829956659685,,,,100,,42.950962,,,88,0.88,,8342.829956659685,88,0.0,,,309803.33231221035
0.0,,0.84,4.208519,84780.90229307089,84780.90229307089,,48934.81908603722,160505.0275649178,304971.7270153415,48934.81908603722,160505.0275649178,,0.0069983993,1800000,,-79.71235,,-0.787,,0.0,100,,,0.47740631919993803,,17754.819375297306,,,,100,,78.92535,,,89,0.84,,17754.819375297306,89,0.0,,,304971.7270153415
0.0,69430.87203966627,0.91,4.1765137,84812.61735104422,84812.61735104422,0.0,55432.20188259016,179805.2598000992,311629.0510675621,55432.20188259016,179805.2598000992,0.9,0.009457433,1820000,69430.87203966627,-18.354925,0.9,62.01209,10,0.0,100,226531.03807324078,301460.5654505328,0.40938771222490555,226531.03807324087,5506.164748578304,0.0,77320.43996177957,10,100,226531.03807324087,80.36701,9,9,90,0.91,301460.5654505328,5506.164748578304,90,0.0,226531.03807324078,77320.43996177957,311629.0510675621
0.0,,0.93,4.156936,82902.37388523923,82902.37388523923,,66143.8341644703,212375.3570608704,314439.4334093115,66143.8341644703,212375.3570608704,,0.0069320663,1840000,,-42.593376,,37.336338,,0.0,100,,,0.467765399263813,,4396.082124390708,,,,100,,79.92972,,,91,0.93,,4396.082124390708,91,0.0,,,314439.4334093115
0.0,,0.95,4.1289067,81037.43605551819,81037.43605551819,,59520.790444434446,192913.200178327,317238.8974303191,59520.790444434446,192913.200178327,,0.007745254,1860000,,4.5906,,78.99095,,0.0,100,,,0.4198818335272745,,11278.29902817824,,,,100,,74.40035,,,92,0.95,,11278.29902817824,92,0.0,,,317238.8974303191
0.0,,0.92,4.1086545,80876.36159498621,80876.36159498621,,54391.516758927835,168838.8261435766,311253.0793332987,54391.516758927835,168838.8261435766,,0.006732025,1880000,,-40.66045,,17.9028,,0.0,100,,,0.419050157677486,,12923.880060251227,,,,100,,58.563248,,,93,0.92,,12923.880060251227,93,0.0,,,311253.0793332987
0.0,,0.92,4.089294,89131.32864248393,89131.32864248393,,63978.76205877957,205588.35251139634,316695.8342580984,63978.76205877957,205588.35251139634,,0.0056145373,1900000,,56.381676,,131.02803,,0.0,100,,,0.5340996296470171,,216.94030000753452,,,,100,,74.646355,,,94,0.92,,216.94030000753452,94,0.0,,,316695.8342580984
0.0,,0.95,4.056999,80517.47030452568,80517.47030452568,,61189.135389732175,192292.20046859898,309671.8011838089,61189.135389732175,192292.20046859898,,0.0035360237,1920000,,-10.822462,,53.837276,,0.0,100,,,0.49977230471377854,,30799.543942630084,,,,100,,64.65974,,,95,0.95,,30799.543942630084,95,0.0,,,309671.8011838089
0.0,,0.96,4.026699,83570.2707352624,83570.2707352624,,67901.70354810492,214427.68851893625,319754.16088514467,67901.70354810492,214427.68851893625,,0.00485836,1940000,,-53.039913,,5.393175,,0.0,100,,,0.3867776381089515,,17183.54221659171,,,,100,,58.43309,,,96,0.96,,17183.54221659171,96,0.0,,,319754.16088514467
0.0,,0.96,3.9967728,79524.78437463005,79524.78437463005,,68413.81522034889,215077.19683556442,310238.0557195219,68413.81522034889,215077.19683556442,,0.0904787,1960000,,408.8943,,69.7181,,0.0,100,,,0.46721798289726724,,11578.612301787793,,,,100,,-339.17618,,,97,0.96,,11578.612301787793,97,0.0,,,310238.0557195219
0.0,,0.73,3.9856184,84645.2042668997,84645.2042668997,,42723.29537355657,136922.48740644418,302371.9521600202,42723.29537355657,136922.48740644418,,0.0075127548,1980000,,-38.062008,,11.534075,,0.0,100,,,0.5053810590521504,,14637.35173462813,,,,100,,49.596085,,,98,0.73,,14637.35173462813,98,0.0,,,302371.9521600202
0.0,,0.79,3.9811163,92794.51356443096,92794.51356443096,,47387.917897618936,153995.64499689883,300173.7336279013,47387.917897618936,153995.64499689883,,0.008520597,2000000,,-20.0554,,51.2627,,0.0,100,,,0.5054437910510303,,1995.5530905300182,,,,100,,71.3181,,,99,0.79,,1995.5530905300182,99,0.0,,,300173.7336279013
