MetaTrain/Average/AlphaLoss,MetaTest/peg-insert-side-v1/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTest/peg-insert-side-v1/AverageReturn,TotalEnvSteps,MetaTrain/Average/QfLoss,MetaTest/Average/MinReturn,MetaTest/peg-insert-side-v1/NumTrajs,MetaTest/peg-insert-side-v1/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/peg-insert-side-v1/MaxReturn,MetaTest/peg-insert-side-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTest/peg-insert-side-v1/StdReturn,MetaTest/peg-insert-side-v1/TerminationRate,MetaTest/peg-insert-side-v1/Iteration,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs
-12.098984,-90.14385049658554,-18609.012,nan,-90.14385049658554,-90.14385049658554,776000,1334408.9,-150.07551839031998,10,0.0,4143.5293,0.0,0.0,-31.648053892369305,-150.07551839031998,-90.14385049658554,38.09437355704957,0.0,23,23,-31.648053892369305,38.09437355704957,10
-8.768367,-57.48676805327925,-12338.839,nan,-57.48676805327925,-57.4867680532793,800000,651400.5,-141.17346124348063,10,0.0,3465.9077,0.0,0.0,-16.01677091710241,-141.17346124348063,-57.4867680532793,41.306240996026624,0.0,24,24,-16.01677091710241,41.306240996026624,10
-2.911881,-83.53971554885206,6294.761,nan,-83.53971554885206,-83.53971554885209,824000,365185.28,-135.45671720923517,10,0.0,8417.607,0.0,0.0,-23.200024274192984,-135.45671720923517,-83.53971554885209,31.448660723495376,0.0,25,25,-23.200024274192984,31.448660723495376,10
-2.6885953,-92.41513811752115,17907.404,nan,-92.41513811752115,-92.41513811752115,848000,230162.11,-111.23492743640861,10,0.0,2951.774,0.0,0.0,-79.0702215118209,-111.23492743640861,-92.41513811752115,9.213705401817712,0.0,26,26,-79.0702215118209,9.213705401817712,10
-1.8332678,-70.14030442127134,9280.264,nan,-70.14030442127134,-70.14030442127134,872000,229380.3,-96.80743530154577,10,0.0,2795.4,0.0,0.0,-41.61213649794929,-96.80743530154577,-70.14030442127134,18.70694928557921,0.0,27,27,-41.61213649794929,18.70694928557921,10
-6.2945204,-81.94942854152947,-4671.992,nan,-81.94942854152947,-81.94942854152949,896000,646502.0,-103.55026763553552,10,0.0,4956.9863,0.0,0.0,-53.54060044706868,-103.55026763553552,-81.94942854152949,14.787606147883379,0.0,28,28,-53.54060044706868,14.787606147883379,10
-6.809457,500.5123115466575,-10692.342,nan,500.5123115466575,500.5123115466573,920000,1091484.0,-116.12331223431781,10,0.0,3767.6482,0.0,0.0,5641.221981578585,-116.12331223431781,500.5123115466573,1713.6757223247155,0.0,29,29,5641.221981578585,1713.6757223247155,10
-14.188107,-40.948696097446415,-30667.85,nan,-40.948696097446415,-40.94869609744642,944000,2000329.5,-75.75980962507198,10,0.0,405.51602,0.0,0.0,67.27954723007507,-75.75980962507198,-40.94869609744642,37.47936439287808,0.0,30,30,67.27954723007507,37.47936439287808,10
-14.15132,-53.745752880009434,-36008.375,nan,-53.745752880009434,-53.74575288000941,968000,2052441.9,-111.42379650350333,10,0.0,164.58008,0.0,0.0,101.35729604747202,-111.42379650350333,-53.74575288000941,54.25407330032034,0.0,31,31,101.35729604747202,54.25407330032034,10
-13.854299,1162.897456112914,-35372.52,nan,1162.897456112914,1162.8974561129144,992000,2047599.2,-113.2361520688518,10,0.0,166.22157,0.0,0.0,12176.442161689634,-113.2361520688518,1162.8974561129144,3671.307771937835,0.0,32,32,12176.442161689634,3671.307771937835,10
-12.746331,-69.30672618686725,-30777.328,nan,-69.30672618686725,-69.30672618686727,1016000,2158894.0,-137.85117535954348,10,0.0,380.32407,0.0,0.0,-35.539753954444734,-137.85117535954348,-69.30672618686727,31.499791716683024,0.0,33,33,-35.539753954444734,31.499791716683024,10
-12.501639,-35.12849299232022,-21422.248,nan,-35.12849299232022,-35.1284929923202,1040000,1790015.0,-104.25264930041627,10,0.0,706.6106,0.0,0.0,265.2956277094085,-104.25264930041627,-35.1284929923202,102.25672692065491,0.0,34,34,265.2956277094085,102.25672692065491,10
-11.39236,-52.669589595896866,-17840.184,nan,-52.669589595896866,-52.66958959589685,1064000,1393784.9,-108.0739228629736,10,0.0,676.7674,0.0,0.0,50.779958658782405,-108.0739228629736,-52.66958959589685,44.23549411214563,0.0,35,35,50.779958658782405,44.23549411214563,10
-10.1550665,-66.16687986256946,-12733.575,nan,-66.16687986256946,-66.16687986256942,1088000,1085863.4,-101.71375417267873,10,0.0,1734.9513,0.0,0.0,-12.483333519932556,-101.71375417267873,-66.16687986256942,22.758876600040942,0.0,36,36,-12.483333519932556,22.758876600040942,10
-9.206947,-48.74034855094549,-18533.8,nan,-48.74034855094549,-48.74034855094549,1112000,1387716.8,-71.3638391167627,10,0.0,1137.0433,0.0,0.0,-36.51803117115715,-71.3638391167627,-48.74034855094549,11.933628238750993,0.0,37,37,-36.51803117115715,11.933628238750993,10
-10.679441,1014.4676330136645,-26074.678,nan,1014.4676330136645,1014.4676330136651,1136000,1659787.8,-142.11056478486634,10,0.0,663.8241,0.0,0.0,10936.179675895552,-142.11056478486634,1014.4676330136651,3307.4455639665184,0.0,38,38,10936.179675895552,3307.4455639665184,10
-10.930655,-60.76190491837447,-30725.867,nan,-60.76190491837447,-60.76190491837447,1160000,1996239.5,-100.20244135511484,10,0.0,558.4672,0.0,0.0,-26.844462399441447,-100.20244135511484,-60.76190491837447,17.25291069833548,0.0,39,39,-26.844462399441447,17.25291069833548,10
-11.520082,-83.27940083116654,-28287.91,nan,-83.27940083116654,-83.27940083116657,1184000,2267930.5,-145.23940554477213,10,0.0,1081.8585,0.0,0.0,-30.909940592463098,-145.23940554477213,-83.27940083116657,29.976393364009034,0.0,40,40,-30.909940592463098,29.976393364009034,10
-12.352293,42.45346840893886,-27369.38,nan,42.45346840893886,42.45346840893885,1208000,2404971.0,-122.92831969869286,10,0.0,485.15292,0.0,0.0,1019.6568396947571,-122.92831969869286,42.45346840893885,326.6101510846617,0.0,41,41,1019.6568396947571,326.6101510846617,10
-12.126364,-61.53209568335626,-26195.836,nan,-61.53209568335626,-61.53209568335626,1232000,2431504.2,-126.74800200164447,10,0.0,399.09662,0.0,0.0,-10.697011569762228,-126.74800200164447,-61.53209568335626,32.61787393002536,0.0,42,42,-10.697011569762228,32.61787393002536,10
-12.191584,50.95083516590972,-26960.176,nan,50.95083516590972,50.9508351659097,1256000,2396545.8,-94.75476276225976,10,0.0,2143.668,0.0,0.0,942.7740112170434,-94.75476276225976,50.9508351659097,305.90806615328586,0.0,43,43,942.7740112170434,305.90806615328586,10
-9.403715,-38.585886865231046,-18615.766,nan,-38.585886865231046,-38.585886865231004,1280000,1849084.2,-148.62122685426726,10,0.0,1328.3242,0.0,0.0,367.18275507640215,-148.62122685426726,-38.585886865231004,141.21223240632372,0.0,44,44,367.18275507640215,141.21223240632372,10
-9.1135235,86.01105498055037,-20504.662,nan,86.01105498055037,86.0110549805503,1304000,2171166.5,-150.5061745479845,10,0.0,729.8225,0.0,0.0,1656.605075241702,-150.5061745479845,86.0110549805503,524.6900681774907,0.0,45,45,1656.605075241702,524.6900681774907,10
-7.372545,-54.06023942794734,-16655.258,nan,-54.06023942794734,-54.06023942794735,1328000,1971019.6,-81.78392174486687,10,0.0,1197.7517,0.0,0.0,-5.476032195967281,-81.78392174486687,-54.06023942794735,22.673158511765642,0.0,46,46,-5.476032195967281,22.673158511765642,10
-3.388192,411.35513692778795,-6566.929,nan,411.35513692778795,411.35513692778795,1352000,1311563.0,-95.60057427899413,10,0.0,3316.187,0.0,0.0,4776.55291775631,-95.60057427899413,411.35513692778795,1455.2206394773912,0.0,47,47,4776.55291775631,1455.2206394773912,10
-3.026605,44.184520268356316,-4359.4814,nan,44.184520268356316,44.1845202683563,1376000,1217203.0,-104.1088189879891,10,0.0,4839.6006,0.0,0.0,1014.047167052768,-104.1088189879891,44.1845202683563,324.27139275742235,0.0,48,48,1014.047167052768,324.27139275742235,10
-4.415591,4046.4408647268874,-5697.92,nan,4046.4408647268874,4046.4408647268865,1400000,1535954.1,-116.90401660158028,10,0.0,2399.0647,0.0,0.0,41097.9049215953,-116.90401660158028,4046.4408647268865,12350.54502980404,0.0,49,49,41097.9049215953,12350.54502980404,10
-3.5013995,-45.86279834348771,-4443.635,nan,-45.86279834348771,-45.86279834348771,1424000,1165304.6,-72.2974500423986,10,0.0,6510.38,0.0,0.0,-14.427607311304532,-72.2974500423986,-45.86279834348771,16.894157507224445,0.0,50,50,-14.427607311304532,16.894157507224445,10
-0.9772407,-129.62836754451405,1534.6088,nan,-129.62836754451405,-129.62836754451402,1448000,549718.94,-153.6455603361243,10,0.0,12459.938,0.0,0.0,-108.8148550785537,-153.6455603361243,-129.62836754451402,15.936589334099788,0.0,51,51,-108.8148550785537,15.936589334099788,10
-10.216861,4468.511205730812,-14903.572,nan,4468.511205730812,4468.511205730807,1472000,3292473.8,-70.7574193348387,10,0.0,9499.812,0.0,0.0,39562.839089724475,-70.7574193348387,4468.511205730807,11812.172088410769,0.0,52,52,39562.839089724475,11812.172088410769,10
-12.83491,12342.270422334175,-23634.076,nan,12342.270422334175,12342.270422334175,1496000,3475778.0,-90.31035270458155,10,0.0,2802.5999,0.0,0.0,45823.27095711378,-90.31035270458155,12342.270422334175,19025.220759300235,0.0,53,53,45823.27095711378,19025.220759300235,10
-13.916275,2780.128258168149,-34422.027,nan,2780.128258168149,2780.128258168148,1520000,4081740.8,-86.52775989920053,10,0.0,3327.1763,0.0,0.0,16229.025758032918,-86.52775989920053,2780.128258168148,5752.364601991481,0.0,54,54,16229.025758032918,5752.364601991481,10
-13.091264,-38.94788422812917,-36583.312,nan,-38.94788422812917,-38.947884228129176,1544000,4156561.5,-65.82643113113858,10,0.0,2739.464,0.0,0.0,19.46089493208465,-65.82643113113858,-38.947884228129176,22.660557466499796,0.0,55,55,19.46089493208465,22.660557466499796,10
-13.583908,-70.15394554780048,-38530.12,nan,-70.15394554780048,-70.15394554780048,1568000,4275946.5,-138.55481239673483,10,0.0,909.06366,0.0,0.0,-12.26169263805399,-138.55481239673483,-70.15394554780048,44.20003587065455,0.0,56,56,-12.26169263805399,44.20003587065455,10
-14.618921,4346.514538728954,-42317.176,nan,4346.514538728954,4346.514538728958,1592000,4655301.5,-102.36671757976562,10,0.0,691.7375,0.0,0.0,22031.838709384796,-102.36671757976562,4346.514538728958,8791.759469407138,0.0,57,57,22031.838709384796,8791.759469407138,10
-13.610256,9681.749401705578,-38246.88,nan,9681.749401705578,9681.749401705578,1616000,4477078.5,-66.04797210581187,10,0.0,812.255,0.0,0.0,30815.070500617065,-66.04797210581187,9681.749401705578,10553.539623223669,0.0,58,58,30815.070500617065,10553.539623223669,10
-13.1617365,3001.3329727255827,-39139.836,nan,3001.3329727255827,3001.3329727255787,1640000,4579248.0,-62.235494978070555,10,0.0,639.3824,0.0,0.0,29551.538498622398,-62.235494978070555,3001.3329727255787,8851.927914057986,0.0,59,59,29551.538498622398,8851.927914057986,10
-12.418297,593.7025992667582,-36506.46,nan,593.7025992667582,593.7025992667584,1664000,4948454.0,-145.74684550862605,10,0.0,3041.6794,0.0,0.0,6755.354030779286,-145.74684550862605,593.7025992667584,2054.27725510676,0.0,60,60,6755.354030779286,2054.27725510676,10
-11.836851,-83.48074724120491,-32370.137,nan,-83.48074724120491,-83.48074724120491,1688000,4966098.0,-143.11639061236963,10,0.0,1945.9554,0.0,0.0,-20.775599830402477,-143.11639061236963,-83.48074724120491,46.756441478495645,0.0,61,61,-20.775599830402477,46.756441478495645,10
-12.58582,7506.466670249053,-36095.562,nan,7506.466670249053,7506.466670249058,1712000,5390285.0,-93.53969206157916,10,0.0,1167.2643,0.0,0.0,33695.658410303506,-93.53969206157916,7506.466670249058,11075.01291033809,0.0,62,62,33695.658410303506,11075.01291033809,10
-13.190994,3152.0732321957485,-43408.48,nan,3152.0732321957485,3152.073232195746,1736000,5801915.5,-13.083536393818065,10,0.0,1002.2865,0.0,0.0,24343.504074148583,-13.083536393818065,3152.073232195746,7142.986863095661,0.0,63,63,24343.504074148583,7142.986863095661,10
-12.953124,7111.390070464132,-43481.016,nan,7111.390070464132,7111.390070464132,1760000,5956509.5,-82.0808604109504,10,0.0,777.1787,0.0,0.0,32217.853320960003,-82.0808604109504,7111.390070464132,10826.508743774632,0.0,64,64,32217.853320960003,10826.508743774632,10
-12.756201,8620.697437025447,-42108.945,nan,8620.697437025447,8620.69743702545,1784000,5914054.5,-65.6895724881537,10,0.0,839.0111,0.0,0.0,43414.419740555844,-65.6895724881537,8620.69743702545,16052.720359546842,0.0,65,65,43414.419740555844,16052.720359546842,10
-12.455496,6576.764435491088,-41261.285,nan,6576.764435491088,6576.764435491088,1808000,6119202.0,-137.15397195389724,10,0.0,765.81525,0.0,0.0,25189.399078910115,-137.15397195389724,6576.764435491088,9614.475228280278,0.0,66,66,25189.399078910115,9614.475228280278,10
-12.758982,18850.00012828981,-41497.367,nan,18850.00012828981,18850.00012828981,1832000,6422007.0,-63.872995762822804,10,0.0,1485.4586,0.0,0.0,51870.14074435059,-63.872995762822804,18850.00012828981,20175.665976518958,0.0,67,67,51870.14074435059,20175.665976518958,10
-12.817565,8500.978390189226,-41481.93,nan,8500.978390189226,8500.978390189226,1856000,6307551.0,-54.61406855439356,10,0.0,2026.7035,0.0,0.0,36816.877728470936,-54.61406855439356,8500.978390189226,13373.583737011788,0.0,68,68,36816.877728470936,13373.583737011788,10
-13.221641,7879.328966983424,-40519.62,nan,7879.328966983424,7879.328966983418,1880000,6334434.5,-137.44709920389568,10,0.0,1324.6709,0.0,0.0,60961.75687864625,-137.44709920389568,7879.328966983418,18347.037785185195,0.0,69,69,60961.75687864625,18347.037785185195,10
-12.776606,225.5532753548111,-33030.27,nan,225.5532753548111,225.55327535481115,1904000,5435881.0,-71.14280150121907,10,0.0,2538.7722,0.0,0.0,2659.3429884064626,-71.14280150121907,225.55327535481115,811.4024562748871,0.0,70,70,2659.3429884064626,811.4024562748871,10
-13.931923,3158.6734118973154,-39712.38,nan,3158.6734118973154,3158.673411897316,1928000,6085667.5,-132.31251894653488,10,0.0,2209.939,0.0,0.0,27980.91558975232,-132.31251894653488,3158.673411897316,8364.301585751922,0.0,71,71,27980.91558975232,8364.301585751922,10
-14.520155,3523.301572798293,-43506.773,nan,3523.301572798293,3523.3015727982915,1952000,6200442.0,-128.53816596637728,10,0.0,1645.59,0.0,0.0,18417.723271216517,-128.53816596637728,3523.3015727982915,6206.912276192723,0.0,72,72,18417.723271216517,6206.912276192723,10
-14.5350895,3035.941398700583,-44171.043,nan,3035.941398700583,3035.9413987005787,1976000,5971379.5,-98.1774829600218,10,0.0,2562.1448,0.0,0.0,30876.814521294138,-98.1774829600218,3035.9413987005787,9280.313715830018,0.0,73,73,30876.814521294138,9280.313715830018,10
-13.671088,-50.94561570534524,-38898.24,nan,-50.94561570534524,-50.945615705345205,2000000,5432069.0,-130.20985456976425,10,0.0,4560.584,0.0,0.0,-5.366942204087699,-130.20985456976425,-50.945615705345205,47.187343472436076,0.0,74,74,-5.366942204087699,47.187343472436076,10
-13.787895,3470.737739073731,-42028.848,nan,3470.737739073731,3470.7377390737297,2024000,5771178.0,-100.973770720872,10,0.0,2504.8845,0.0,0.0,15871.902241839376,-100.973770720872,3470.7377390737297,6091.534072660268,0.0,75,75,15871.902241839376,6091.534072660268,10
-13.654753,5945.239832132933,-43089.137,nan,5945.239832132933,5945.239832132932,2048000,5987306.5,-133.70020931705136,10,0.0,1560.648,0.0,0.0,31137.07311852096,-133.70020931705136,5945.239832132932,11994.519348344651,0.0,76,76,31137.07311852096,11994.519348344651,10
-14.658494,7244.5651922392335,-48929.0,nan,7244.5651922392335,7244.565192239233,2072000,6612679.5,-142.63310755044043,10,0.0,574.97943,0.0,0.0,60606.03411209649,-142.63310755044043,7244.565192239233,18172.858031314514,0.0,77,77,60606.03411209649,18172.858031314514,10
-15.455555,11287.808814608838,-50685.27,nan,11287.808814608838,11287.808814608838,2096000,6788139.0,-23.1054408585127,10,0.0,1018.4752,0.0,0.0,39199.97690253071,-23.1054408585127,11287.808814608838,11325.710644039375,0.0,78,78,39199.97690253071,11325.710644039375,10
-15.579293,4341.345941349469,-52166.88,nan,4341.345941349469,4341.345941349469,2120000,6846293.0,-145.419836125019,10,0.0,774.84845,0.0,0.0,18096.112821218747,-145.419836125019,4341.345941349469,7199.552229013412,0.0,79,79,18096.112821218747,7199.552229013412,10
-15.235472,4259.1028033234525,-55433.766,nan,4259.1028033234525,4259.102803323453,2144000,6936881.5,-130.86889403057543,10,0.0,573.6997,0.0,0.0,35249.840666514676,-130.86889403057543,4259.102803323453,10599.415511126408,0.0,80,80,35249.840666514676,10599.415511126408,10
-14.578583,21140.12602786936,-55499.71,nan,21140.12602786936,21140.126027869363,2168000,6833891.5,-47.62516026935286,10,0.0,499.82468,0.0,0.0,50740.56463430775,-47.62516026935286,21140.126027869363,15509.541216591628,0.0,81,81,50740.56463430775,15509.541216591628,10
-14.235953,15186.998544684306,-55756.87,nan,15186.998544684306,15186.998544684306,2192000,6719436.0,-88.6063625179444,10,0.0,662.37573,0.0,0.0,59151.388585270666,-88.6063625179444,15186.998544684306,18916.520844648447,0.0,82,82,59151.388585270666,18916.520844648447,10
-14.526204,15924.469869609422,-55496.258,nan,15924.469869609422,15924.469869609418,2216000,6725071.5,-60.685489363178164,10,0.0,700.2545,0.0,0.0,52108.947690535686,-60.685489363178164,15924.469869609418,17929.58560230969,0.0,83,83,52108.947690535686,17929.58560230969,10
-14.9219885,25000.237658977814,-54734.867,nan,25000.237658977814,25000.237658977807,2240000,6630355.0,-47.638505381262405,10,0.0,478.83496,0.0,0.0,51727.82515954525,-47.638505381262405,25000.237658977807,16192.077394268024,0.0,84,84,51727.82515954525,16192.077394268024,10
-15.245067,12499.52813465578,-55501.406,nan,12499.52813465578,12499.528134655775,2264000,6664703.5,-119.40023424604169,10,0.0,642.74915,0.0,0.0,62812.75456556104,-119.40023424604169,12499.528134655775,22876.429249700952,0.0,85,85,62812.75456556104,22876.429249700952,10
-15.092405,10751.341010207285,-56551.21,nan,10751.341010207285,10751.341010207281,2288000,6689352.5,-145.9270340946655,10,0.0,525.19385,0.0,0.0,37534.6702448897,-145.9270340946655,10751.341010207281,15190.035122370691,0.0,86,86,37534.6702448897,15190.035122370691,10
-15.511569,17373.147943291413,-56804.38,nan,17373.147943291413,17373.147943291417,2312000,6735422.5,-85.36561598018334,10,0.0,436.30106,0.0,0.0,87769.62189127096,-85.36561598018334,17373.147943291417,29750.663636011926,0.0,87,87,87769.62189127096,29750.663636011926,10
-16.031483,14009.265171930587,-59273.008,nan,14009.265171930587,14009.26517193059,2336000,6753470.5,-62.08657164906161,10,0.0,450.0216,0.0,0.0,60767.84817991509,-62.08657164906161,14009.26517193059,19237.55945226954,0.0,88,88,60767.84817991509,19237.55945226954,10
-16.147476,15684.479315378258,-60495.89,nan,15684.479315378258,15684.479315378256,2360000,7112797.0,-39.13269806534817,10,0.0,514.10706,0.0,0.0,39683.58186992777,-39.13269806534817,15684.479315378256,13343.224996201941,0.0,89,89,39683.58186992777,13343.224996201941,10
-16.237576,2838.011493126729,-63331.566,nan,2838.011493126729,2838.0114931267276,2384000,7394416.0,-137.8685531416022,10,0.0,368.0828,0.0,0.0,25092.06491384968,-137.8685531416022,2838.0114931267276,7508.825107721901,0.0,90,90,25092.06491384968,7508.825107721901,10
-16.101118,9083.354784242763,-63364.562,nan,9083.354784242763,9083.35478424276,2408000,7348874.0,-34.591357728097485,10,0.0,363.16037,0.0,0.0,24881.044668044346,-34.591357728097485,9083.35478424276,9492.216575387007,0.0,91,91,24881.044668044346,9492.216575387007,10
-16.463743,12581.107774994058,-65246.773,nan,12581.107774994058,12581.107774994052,2432000,7699210.0,-61.97331021336144,10,0.0,445.0938,0.0,0.0,55670.66097644796,-61.97331021336144,12581.107774994052,17864.181090458314,0.0,92,92,55670.66097644796,17864.181090458314,10
-16.429539,9571.740095507741,-66455.875,nan,9571.740095507741,9571.740095507741,2456000,7753055.0,-52.807466387477945,10,0.0,403.78918,0.0,0.0,65829.51211670808,-52.807466387477945,9571.740095507741,19727.20444876961,0.0,93,93,65829.51211670808,19727.20444876961,10
