MetaTest/stick-pull-v1/NumTrajs,MetaTest/stick-pull-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/stick-pull-v1/Iteration,MetaTest/stick-pull-v1/MaxReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/stick-pull-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/stick-pull-v1/TerminationRate,MetaTest/stick-pull-v1/AverageDiscountedReturn,MetaTest/stick-pull-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/stick-pull-v1/StdReturn
10,0.0,-19.57642181150042,0.0,0,-17.589338078375132,224000,-19.57642181150042,-21.805102069634135,-17.589338078375132,-21.805102069634135,0.0,1.292727713243014,10,0.0,-19.57642181150042,-19.57642181150042,0,1.292727713243014
10,0.0,-31.686112570200443,0.0,1,-23.253789011926514,248000,-31.686112570200436,-37.334066724058395,-23.253789011926514,-37.334066724058395,0.0,3.927085407205843,10,0.0,-31.686112570200443,-31.686112570200436,1,3.927085407205843
10,0.0,-19.19884647429343,0.0,2,-11.419852381481196,272000,-19.198846474293433,-26.26235992406585,-11.419852381481196,-26.26235992406585,0.0,5.031426307309546,10,0.0,-19.19884647429343,-19.198846474293433,2,5.031426307309546
10,0.0,-9.135561219839415,0.0,3,-6.22255762428393,296000,-9.135561219839417,-12.987673939439722,-6.22255762428393,-12.987673939439722,0.0,1.9949016217813111,10,0.0,-9.135561219839415,-9.135561219839417,3,1.9949016217813111
10,0.0,-7.791782363281774,0.0,4,-6.488432688233639,320000,-7.7917823632817775,-9.809931070716257,-6.488432688233639,-9.809931070716257,0.0,1.1144543572512924,10,0.0,-7.791782363281774,-7.7917823632817775,4,1.1144543572512924
10,0.0,-7.402001308019473,0.0,5,-4.95376102712605,344000,-7.4020013080194715,-12.553301060409416,-4.95376102712605,-12.553301060409416,0.0,2.2586623132355195,10,0.0,-7.402001308019473,-7.4020013080194715,5,2.2586623132355195
10,0.0,-8.021376960683593,0.0,6,-6.761073397534879,368000,-8.021376960683593,-10.590163523083692,-6.761073397534879,-10.590163523083692,0.0,1.1688987690439,10,0.0,-8.021376960683593,-8.021376960683593,6,1.1688987690439
10,0.0,-11.544021106149518,0.0,7,-10.098650020251437,392000,-11.54402110614952,-14.18873654965001,-10.098650020251437,-14.18873654965001,0.0,1.3370222590809413,10,0.0,-11.544021106149518,-11.54402110614952,7,1.3370222590809413
10,0.0,-13.540998026439766,0.0,8,-12.474024835877675,416000,-13.540998026439766,-15.27489375696815,-12.474024835877675,-15.27489375696815,0.0,0.8917277630390571,10,0.0,-13.540998026439766,-13.540998026439766,8,0.8917277630390571
10,0.0,-17.362053997053213,0.0,9,-16.05426281669102,440000,-17.362053997053216,-19.43156223850049,-16.05426281669102,-19.43156223850049,0.0,1.1607212048043587,10,0.0,-17.362053997053213,-17.362053997053216,9,1.1607212048043587
10,0.0,-19.726565919129776,0.0,10,-14.813690170865492,464000,-19.726565919129776,-26.35294042544708,-14.813690170865492,-26.35294042544708,0.0,4.000551646595892,10,0.0,-19.726565919129776,-19.726565919129776,10,4.000551646595892
10,0.0,-23.780600563960217,0.0,11,-9.270898418500924,488000,-23.780600563960224,-41.054651787598495,-9.270898418500924,-41.054651787598495,0.0,12.319356430843772,10,0.0,-23.780600563960217,-23.780600563960224,11,12.319356430843772
10,0.0,-69.53357434849002,0.0,12,-61.82083124847215,512000,-69.53357434849002,-78.5130412087717,-61.82083124847215,-78.5130412087717,0.0,4.249055250686733,10,0.0,-69.53357434849002,-69.53357434849002,12,4.249055250686733
10,0.0,-67.12270788049621,0.0,13,-61.58795385670292,536000,-67.1227078804962,-73.78122633485295,-61.58795385670292,-73.78122633485295,0.0,3.7707929274282113,10,0.0,-67.12270788049621,-67.1227078804962,13,3.7707929274282113
10,0.0,5.9913741981660085,0.0,14,449.7731903523267,560000,5.991374198166019,-67.08199256001882,449.7731903523267,-67.08199256001882,0.0,150.11216602355637,10,0.0,5.9913741981660085,5.991374198166019,14,150.11216602355637
10,0.0,-58.15423790748368,0.0,15,-33.69808549620479,584000,-58.15423790748366,-70.96633443966873,-33.69808549620479,-70.96633443966873,0.0,10.36828993806981,10,0.0,-58.15423790748368,-58.15423790748366,15,10.36828993806981
10,0.0,-41.59887612497916,0.0,16,-22.090044004278557,608000,-41.59887612497916,-71.3570665019392,-22.090044004278557,-71.3570665019392,0.0,15.427481911343923,10,0.0,-41.59887612497916,-41.59887612497916,16,15.427481911343923
10,0.0,27.09485701371988,0.0,17,637.3410260858773,632000,27.094857013719842,-61.94898506102622,637.3410260858773,-61.94898506102622,0.0,204.0238024963169,10,0.0,27.09485701371988,27.094857013719842,17,204.0238024963169
10,0.0,-50.31252870551627,0.0,18,-16.692459397607188,656000,-50.31252870551625,-103.97565847697159,-16.692459397607188,-103.97565847697159,0.0,26.18967127059366,10,0.0,-50.31252870551627,-50.31252870551625,18,26.18967127059366
10,0.0,-25.00599935448295,0.0,19,6.737065616332632,680000,-25.00599935448295,-38.76637548055558,6.737065616332632,-38.76637548055558,0.0,11.72791306112609,10,0.0,-25.00599935448295,-25.00599935448295,19,11.72791306112609
10,0.0,-41.33060299352293,0.0,20,-23.906164582579258,704000,-41.33060299352293,-55.658759983782936,-23.906164582579258,-55.658759983782936,0.0,10.403410667868789,10,0.0,-41.33060299352293,-41.33060299352293,20,10.403410667868789
10,0.0,54.63534150224275,0.0,21,726.0458080542899,728000,54.6353415022427,-32.27244998531508,726.0458080542899,-32.27244998531508,0.0,223.9250692435065,10,0.0,54.63534150224275,54.6353415022427,21,223.9250692435065
10,0.0,-58.693108527835385,0.0,22,-17.69954637969759,752000,-58.69310852783538,-70.01797291039993,-17.69954637969759,-70.01797291039993,0.0,14.611653807882158,10,0.0,-58.693108527835385,-58.69310852783538,22,14.611653807882158
10,0.0,-18.90757148070465,0.0,23,-6.203577068436005,776000,-18.907571480704654,-24.30207092746211,-6.203577068436005,-24.30207092746211,0.0,5.267187511832694,10,0.0,-18.90757148070465,-18.907571480704654,23,5.267187511832694
10,0.0,-36.61968065590904,0.0,24,-18.23434122063714,800000,-36.619680655909036,-110.69036321726752,-18.23434122063714,-110.69036321726752,0.0,29.603095818133887,10,0.0,-36.61968065590904,-36.619680655909036,24,29.603095818133887
10,0.0,-61.65894397362583,0.0,25,-20.796352273535206,824000,-61.658943973625846,-120.38137120310621,-20.796352273535206,-120.38137120310621,0.0,36.97717692555964,10,0.0,-61.65894397362583,-61.658943973625846,25,36.97717692555964
10,0.0,-34.82868987457681,0.0,26,-5.784577191441356,848000,-34.82868987457682,-77.29207307429006,-5.784577191441356,-77.29207307429006,0.0,22.59172136023769,10,0.0,-34.82868987457681,-34.82868987457682,26,22.59172136023769
10,0.0,-65.37689750843045,0.0,27,-51.47213141055228,872000,-65.37689750843046,-94.17319075301545,-51.47213141055228,-94.17319075301545,0.0,13.5512794921143,10,0.0,-65.37689750843045,-65.37689750843046,27,13.5512794921143
10,0.0,-101.52204608200205,0.0,28,-83.12430358277744,896000,-101.52204608200199,-110.5941470225549,-83.12430358277744,-110.5941470225549,0.0,7.325935200364157,10,0.0,-101.52204608200205,-101.52204608200199,28,7.325935200364157
10,0.0,-83.57370652768921,0.0,29,-21.704297608769565,920000,-83.57370652768917,-129.24595997832876,-21.704297608769565,-129.24595997832876,0.0,35.63745142357051,10,0.0,-83.57370652768921,-83.57370652768917,29,35.63745142357051
10,0.0,-74.39480955066168,0.0,30,-17.76046683258631,944000,-74.39480955066168,-99.51556097511812,-17.76046683258631,-99.51556097511812,0.0,22.759946816643563,10,0.0,-74.39480955066168,-74.39480955066168,30,22.759946816643563
10,0.0,-62.87345910639402,0.0,31,-8.7513182742376,968000,-62.87345910639402,-87.01074614279682,-8.7513182742376,-87.01074614279682,0.0,26.015342529008635,10,0.0,-62.87345910639402,-62.87345910639402,31,26.015342529008635
10,0.0,-55.7469899765959,0.0,32,-37.71669747053555,992000,-55.74698997659592,-91.20408439479782,-37.71669747053555,-91.20408439479782,0.0,15.5838457510507,10,0.0,-55.7469899765959,-55.74698997659592,32,15.5838457510507
10,0.0,-71.71712675987263,0.0,33,10.566407056263305,1016000,-71.71712675987261,-105.95436874957468,10.566407056263305,-105.95436874957468,0.0,35.932359292212176,10,0.0,-71.71712675987263,-71.71712675987261,33,35.932359292212176
10,0.0,-88.46880479392016,0.0,34,-49.82947899315115,1040000,-88.46880479392014,-100.22025423424397,-49.82947899315115,-100.22025423424397,0.0,15.805984221995265,10,0.0,-88.46880479392016,-88.46880479392014,34,15.805984221995265
10,0.0,-28.87052960180757,0.0,35,56.01999835409922,1064000,-28.87052960180758,-69.75321712133332,56.01999835409922,-69.75321712133332,0.0,34.25849678367144,10,0.0,-28.87052960180757,-28.87052960180758,35,34.25849678367144
10,0.0,8.60454147173326,0.0,36,174.76060138891225,1088000,8.604541471733258,-63.263612816380665,174.76060138891225,-63.263612816380665,0.0,59.68117971285112,10,0.0,8.60454147173326,8.604541471733258,36,59.68117971285112
10,0.0,2.913562665884506,0.0,37,208.1744717252102,1112000,2.9135626658844926,-47.01212086303455,208.1744717252102,-47.01212086303455,0.0,69.43536267027095,10,0.0,2.913562665884506,2.9135626658844926,37,69.43536267027095
10,0.0,564.1832193577009,0.0,38,4543.968370520273,1136000,564.1832193577002,-90.245438340614,4543.968370520273,-90.245438340614,0.0,1353.4601820558094,10,0.0,564.1832193577009,564.1832193577002,38,1353.4601820558094
10,0.0,1192.0928979499367,0.0,39,10359.440420781475,1160000,1192.0928979499358,-48.74576951272153,10359.440420781475,-48.74576951272153,0.0,3081.038617024367,10,0.0,1192.0928979499367,1192.0928979499358,39,3081.038617024367
10,0.0,-38.843666312902975,0.0,40,-18.36533149292092,1184000,-38.843666312902975,-73.06383477440389,-18.36533149292092,-73.06383477440389,0.0,19.946774018377972,10,0.0,-38.843666312902975,-38.843666312902975,40,19.946774018377972
10,0.0,-16.84811538114652,0.0,41,117.8231472421368,1208000,-16.848115381146524,-52.5845601839415,117.8231472421368,-52.5845601839415,0.0,46.109455640927955,10,0.0,-16.84811538114652,-16.848115381146524,41,46.109455640927955
10,0.0,-53.59986402117719,0.0,42,-37.279443251543725,1232000,-53.599864021177176,-60.53154914017059,-37.279443251543725,-60.53154914017059,0.0,6.641896358760225,10,0.0,-53.59986402117719,-53.599864021177176,42,6.641896358760225
10,0.0,-89.53295103421978,0.0,43,-65.45706424158068,1256000,-89.53295103421976,-120.9267216365089,-65.45706424158068,-120.9267216365089,0.0,18.738059490856045,10,0.0,-89.53295103421978,-89.53295103421976,43,18.738059490856045
